time,x,y,bs,pv,npv,ue,spatial_ref
1987-09-12 23:53:46.790594,840195.0,-3663645.0,,,,,3577
1987-09-12 23:53:46.790594,840225.0,-3663645.0,,,,,3577
1987-09-12 23:53:46.790594,840255.0,-3663645.0,,,,,3577
1987-09-12 23:53:46.790594,840285.0,-3663645.0,,,,,3577
1987-09-12 23:53:46.790594,840315.0,-3663645.0,,,,,3577
1987-09-12 23:53:46.790594,840345.0,-3663645.0,,,,,3577
1987-09-12 23:53:46.790594,840375.0,-3663645.0,,,,,3577
1987-09-12 23:53:46.790594,840195.0,-3663675.0,,,,,3577
1987-09-12 23:53:46.790594,840225.0,-3663675.0,,,,,3577
1987-09-12 23:53:46.790594,840255.0,-3663675.0,,,,,3577
1987-09-12 23:53:46.790594,840285.0,-3663675.0,,,,,3577
1987-09-12 23:53:46.790594,840315.0,-3663675.0,,,,,3577
1987-09-12 23:53:46.790594,840345.0,-3663675.0,,,,,3577
1987-09-12 23:53:46.790594,840375.0,-3663675.0,,,,,3577
1987-09-12 23:53:46.790594,840195.0,-3663705.0,,,,,3577
1987-09-12 23:53:46.790594,840225.0,-3663705.0,,,,,3577
1987-09-12 23:53:46.790594,840255.0,-3663705.0,,,,,3577
1987-09-12 23:53:46.790594,840285.0,-3663705.0,,,,,3577
1987-09-12 23:53:46.790594,840315.0,-3663705.0,,,,,3577
1987-09-12 23:53:46.790594,840345.0,-3663705.0,,,,,3577
1987-09-12 23:53:46.790594,840375.0,-3663705.0,,,,,3577
1987-09-12 23:53:46.790594,840195.0,-3663735.0,,,,,3577
1987-09-12 23:53:46.790594,840225.0,-3663735.0,,,,,3577
1987-09-12 23:53:46.790594,840255.0,-3663735.0,,,,,3577
1987-09-12 23:53:46.790594,840285.0,-3663735.0,,,,,3577
1987-09-12 23:53:46.790594,840315.0,-3663735.0,,,,,3577
1987-09-12 23:53:46.790594,840345.0,-3663735.0,,,,,3577
1987-09-12 23:53:46.790594,840375.0,-3663735.0,,,,,3577
1987-09-12 23:53:46.790594,840195.0,-3663765.0,,,,,3577
1987-09-12 23:53:46.790594,840225.0,-3663765.0,,,,,3577
1987-09-12 23:53:46.790594,840255.0,-3663765.0,,,,,3577
1987-09-12 23:53:46.790594,840285.0,-3663765.0,,,,,3577
1987-09-12 23:53:46.790594,840315.0,-3663765.0,,,,,3577
1987-09-12 23:53:46.790594,840345.0,-3663765.0,,,,,3577
1987-09-12 23:53:46.790594,840375.0,-3663765.0,,,,,3577
1987-09-12 23:53:46.790594,840195.0,-3663795.0,,,,,3577
1987-09-12 23:53:46.790594,840225.0,-3663795.0,,,,,3577
1987-09-12 23:53:46.790594,840255.0,-3663795.0,,,,,3577
1987-09-12 23:53:46.790594,840285.0,-3663795.0,,,,,3577
1987-09-12 23:53:46.790594,840315.0,-3663795.0,,,,,3577
1987-09-12 23:53:46.790594,840345.0,-3663795.0,,,,,3577
1987-09-12 23:53:46.790594,840375.0,-3663795.0,,,,,3577
1987-09-12 23:53:46.790594,840195.0,-3663825.0,,,,,3577
1987-09-12 23:53:46.790594,840225.0,-3663825.0,,,,,3577
1987-09-12 23:53:46.790594,840255.0,-3663825.0,,,,,3577
1987-09-12 23:53:46.790594,840285.0,-3663825.0,,,,,3577
1987-09-12 23:53:46.790594,840315.0,-3663825.0,,,,,3577
1987-09-12 23:53:46.790594,840345.0,-3663825.0,,,,,3577
1987-09-12 23:53:46.790594,840375.0,-3663825.0,,,,,3577
1987-09-12 23:53:46.790594,840195.0,-3663855.0,,,,,3577
1987-09-12 23:53:46.790594,840225.0,-3663855.0,,,,,3577
1987-09-12 23:53:46.790594,840255.0,-3663855.0,,,,,3577
1987-09-12 23:53:46.790594,840285.0,-3663855.0,,,,,3577
1987-09-12 23:53:46.790594,840315.0,-3663855.0,,,,,3577
1987-09-12 23:53:46.790594,840345.0,-3663855.0,,,,,3577
1987-09-12 23:53:46.790594,840375.0,-3663855.0,,,,,3577
1987-09-28 23:54:08.384436,840195.0,-3663645.0,19.0,26.0,54.0,13.0,3577
1987-09-28 23:54:08.384436,840225.0,-3663645.0,18.0,25.0,56.0,13.0,3577
1987-09-28 23:54:08.384436,840255.0,-3663645.0,23.0,23.0,54.0,14.0,3577
1987-09-28 23:54:08.384436,840285.0,-3663645.0,26.0,17.0,56.0,12.0,3577
1987-09-28 23:54:08.384436,840315.0,-3663645.0,18.0,28.0,53.0,14.0,3577
1987-09-28 23:54:08.384436,840345.0,-3663645.0,19.0,24.0,55.0,15.0,3577
1987-09-28 23:54:08.384436,840375.0,-3663645.0,15.0,28.0,56.0,16.0,3577
1987-09-28 23:54:08.384436,840195.0,-3663675.0,23.0,21.0,55.0,14.0,3577
1987-09-28 23:54:08.384436,840225.0,-3663675.0,23.0,24.0,52.0,14.0,3577
1987-09-28 23:54:08.384436,840255.0,-3663675.0,17.0,27.0,55.0,14.0,3577
1987-09-28 23:54:08.384436,840285.0,-3663675.0,28.0,22.0,49.0,13.0,3577
1987-09-28 23:54:08.384436,840315.0,-3663675.0,22.0,23.0,53.0,13.0,3577
1987-09-28 23:54:08.384436,840345.0,-3663675.0,24.0,16.0,59.0,13.0,3577
1987-09-28 23:54:08.384436,840375.0,-3663675.0,26.0,21.0,52.0,13.0,3577
1987-09-28 23:54:08.384436,840195.0,-3663705.0,21.0,24.0,54.0,13.0,3577
1987-09-28 23:54:08.384436,840225.0,-3663705.0,28.0,22.0,49.0,13.0,3577
1987-09-28 23:54:08.384436,840255.0,-3663705.0,22.0,24.0,53.0,13.0,3577
1987-09-28 23:54:08.384436,840285.0,-3663705.0,18.0,26.0,54.0,13.0,3577
1987-09-28 23:54:08.384436,840315.0,-3663705.0,22.0,25.0,52.0,14.0,3577
1987-09-28 23:54:08.384436,840345.0,-3663705.0,20.0,23.0,55.0,14.0,3577
1987-09-28 23:54:08.384436,840375.0,-3663705.0,26.0,21.0,52.0,13.0,3577
1987-09-28 23:54:08.384436,840195.0,-3663735.0,13.0,26.0,60.0,15.0,3577
1987-09-28 23:54:08.384436,840225.0,-3663735.0,16.0,25.0,58.0,15.0,3577
1987-09-28 23:54:08.384436,840255.0,-3663735.0,15.0,27.0,57.0,14.0,3577
1987-09-28 23:54:08.384436,840285.0,-3663735.0,16.0,24.0,59.0,14.0,3577
1987-09-28 23:54:08.384436,840315.0,-3663735.0,20.0,25.0,53.0,14.0,3577
1987-09-28 23:54:08.384436,840345.0,-3663735.0,21.0,25.0,53.0,14.0,3577
1987-09-28 23:54:08.384436,840375.0,-3663735.0,24.0,21.0,54.0,13.0,3577
1987-09-28 23:54:08.384436,840195.0,-3663765.0,7.0,32.0,60.0,16.0,3577
1987-09-28 23:54:08.384436,840225.0,-3663765.0,8.0,30.0,61.0,16.0,3577
1987-09-28 23:54:08.384436,840255.0,-3663765.0,9.0,27.0,62.0,16.0,3577
1987-09-28 23:54:08.384436,840285.0,-3663765.0,10.0,23.0,65.0,16.0,3577
1987-09-28 23:54:08.384436,840315.0,-3663765.0,8.0,26.0,65.0,16.0,3577
1987-09-28 23:54:08.384436,840345.0,-3663765.0,14.0,23.0,62.0,17.0,3577
1987-09-28 23:54:08.384436,840375.0,-3663765.0,18.0,24.0,57.0,13.0,3577
1987-09-28 23:54:08.384436,840195.0,-3663795.0,12.0,25.0,62.0,16.0,3577
1987-09-28 23:54:08.384436,840225.0,-3663795.0,20.0,24.0,55.0,16.0,3577
1987-09-28 23:54:08.384436,840255.0,-3663795.0,12.0,24.0,64.0,17.0,3577
1987-09-28 23:54:08.384436,840285.0,-3663795.0,11.0,25.0,63.0,16.0,3577
1987-09-28 23:54:08.384436,840315.0,-3663795.0,12.0,25.0,62.0,16.0,3577
1987-09-28 23:54:08.384436,840345.0,-3663795.0,8.0,25.0,66.0,17.0,3577
1987-09-28 23:54:08.384436,840375.0,-3663795.0,20.0,20.0,58.0,14.0,3577
1987-09-28 23:54:08.384436,840195.0,-3663825.0,20.0,21.0,58.0,18.0,3577
1987-09-28 23:54:08.384436,840225.0,-3663825.0,15.0,23.0,61.0,17.0,3577
1987-09-28 23:54:08.384436,840255.0,-3663825.0,14.0,25.0,60.0,17.0,3577
1987-09-28 23:54:08.384436,840285.0,-3663825.0,16.0,24.0,59.0,17.0,3577
1987-09-28 23:54:08.384436,840315.0,-3663825.0,15.0,25.0,59.0,15.0,3577
1987-09-28 23:54:08.384436,840345.0,-3663825.0,11.0,26.0,62.0,14.0,3577
1987-09-28 23:54:08.384436,840375.0,-3663825.0,13.0,23.0,62.0,16.0,3577
1987-09-28 23:54:08.384436,840195.0,-3663855.0,17.0,24.0,59.0,17.0,3577
1987-09-28 23:54:08.384436,840225.0,-3663855.0,16.0,26.0,58.0,18.0,3577
1987-09-28 23:54:08.384436,840255.0,-3663855.0,16.0,24.0,59.0,17.0,3577
1987-09-28 23:54:08.384436,840285.0,-3663855.0,11.0,23.0,66.0,16.0,3577
1987-09-28 23:54:08.384436,840315.0,-3663855.0,21.0,20.0,58.0,15.0,3577
1987-09-28 23:54:08.384436,840345.0,-3663855.0,12.0,29.0,58.0,14.0,3577
1987-09-28 23:54:08.384436,840375.0,-3663855.0,19.0,21.0,59.0,15.0,3577
1987-10-30 23:54:42.656586,840195.0,-3663645.0,42.0,16.0,41.0,10.0,3577
1987-10-30 23:54:42.656586,840225.0,-3663645.0,37.0,17.0,45.0,11.0,3577
1987-10-30 23:54:42.656586,840255.0,-3663645.0,31.0,17.0,50.0,11.0,3577
1987-10-30 23:54:42.656586,840285.0,-3663645.0,50.0,14.0,34.0,10.0,3577
1987-10-30 23:54:42.656586,840315.0,-3663645.0,22.0,22.0,54.0,13.0,3577
1987-10-30 23:54:42.656586,840345.0,-3663645.0,35.0,16.0,48.0,12.0,3577
1987-10-30 23:54:42.656586,840375.0,-3663645.0,31.0,18.0,50.0,13.0,3577
1987-10-30 23:54:42.656586,840195.0,-3663675.0,45.0,15.0,39.0,11.0,3577
1987-10-30 23:54:42.656586,840225.0,-3663675.0,31.0,18.0,50.0,11.0,3577
