date,rain(mm),bare_mean,green_mean,non_green_mean,bare5percentile,bare20percentile,bare50percentile,bare80percentile,bare95percentile,green5percentile,green20percentile,green50percentile,green80percentile,green95percentile,nongreen5percentile,nongreen20percentile,nongreen50percentile,nongreen80percentile,nongreen95percentile
2000-10,189,1.459967585089141,64.8076351016361,32.59766980664353,0,0,1,3,3,59,62,65,68,70,28,30,32,35,38,
2000-11,252,,,,,,,,,,,,,,,,,,,
2000-12,45,,,,,,,,,,,,,,,,,,,
2001-01,103,1.4649742930591259,68.09054825105433,29.516488966030252,0,0,1,3,3,64,66,68,70,72,26,28,30,32,33,
2001-02,110,,,,,,,,,,,,,,,,,,,
2001-03,116,,,,,,,,,,,,,,,,,,,
2001-04,39,1.394887319206189,72.81696428571429,25.103670634920636,0,0,1,2,3,68,70,73,76,78,20,22,25,28,30,
2001-05,57,,,,,,,,,,,,,,,,,,,
2001-06,30,,,,,,,,,,,,,,,,,,,
2001-07,146,1.453930412371134,72.02158273381295,25.85147532853955,0,0,1,3,3,69,70,72,74,76,22,24,26,28,30,
2001-08,21,,,,,,,,,,,,,,,,,,,
2001-09,37,,,,,,,,,,,,,,,,,,,
2001-10,83,1.4648065948002535,62.00991571641051,35.339529120198264,0,0,1,3,3,57,60,62,64,66,31,33,35,37,40,
2001-11,181,,,,,,,,,,,,,,,,,,,
2001-12,48,,,,,,,,,,,,,,,,,,,
2002-01,60,1.4207436399217221,66.93776345152492,31.08531746031746,0,0,1,3,3,63,65,67,69,71,27,29,31,33,35,
2002-02,96,,,,,,,,,,,,,,,,,,,
2002-03,96,,,,,,,,,,,,,,,,,,,
2002-04,9,1.2159174649963154,72.32878750309943,25.708085317460316,0,0,1,2,3,68,70,72,74,76,22,24,26,28,30,
2002-05,4,,,,,,,,,,,,,,,,,,,
2002-06,53,,,,,,,,,,,,,,,,,,,
2002-07,2,1.592189500640205,68.971733201091,28.857461576598908,0,0,2,3,3,64,67,69,71,74,24,27,29,31,33,
2002-08,18,,,,,,,,,,,,,,,,,,,
2002-09,49,,,,,,,,,,,,,,,,,,,
2002-10,11,2.3011776497118515,56.42959841348537,39.8812003968254,0,1,2,4,5,52,54,56,59,61,36,38,40,42,44,
2002-11,36,,,,,,,,,,,,,,,,,,,
2002-12,77,,,,,,,,,,,,,,,,,,,
2003-01,23,1.7756339581036384,57.36241943480417,39.878502355566575,0,0,2,3,4,53,55,57,59,61,36,38,40,42,44,
2003-02,184,,,,,,,,,,,,,,,,,,,
2003-03,82,,,,,,,,,,,,,,,,,,,
2003-04,120,1.4688995215311005,70.44394841269842,27.221120475954386,0,0,1,3,3,66,68,71,73,75,23,25,27,29,32,
2003-05,3,,,,,,,,,,,,,,,,,,,
2003-06,67,,,,,,,,,,,,,,,,,,,
2003-07,68,1.4048176647708264,68.75725266550954,29.28252788104089,0,0,1,2,3,63,65,69,72,74,24,26,29,33,35,
2003-08,103,,,,,,,,,,,,,,,,,,,
2003-09,2,,,,,,,,,,,,,,,,,,,
2003-10,80,1.649426976197473,60.64931846344486,36.739776951672866,0,0,2,3,4,57,58,61,63,64,33,35,37,39,41,
2003-11,54,,,,,,,,,,,,,,,,,,,
2003-12,49,,,,,,,,,,,,,,,,,,,
2004-01,238,1.5251620870639087,71.74045612295488,25.830605158730158,0,0,2,3,3,67,70,72,74,76,22,24,26,28,30,
2004-02,87,,,,,,,,,,,,,,,,,,,
2004-03,69,,,,,,,,,,,,,,,,,,,
2004-04,38,1.3822251921149349,74.30359355638166,23.65551425030979,0,0,1,2,3,71,72,74,76,78,20,22,24,26,27,
2004-05,32,,,,,,,,,,,,,,,,,,,
2004-06,29,,,,,,,,,,,,,,,,,,,
2004-07,64,1.5527931246163291,73.56735301414041,24.088293650793652,0,0,2,3,3,70,71,73,76,78,20,22,24,26,28,
2004-08,58,,,,,,,,,,,,,,,,,,,
2004-09,89,,,,,,,,,,,,,,,,,,,
2004-10,84,1.7171145685997171,66.18587360594796,31.118988596926126,0,0,2,3,4,62,64,66,68,70,28,29,31,33,35,
2004-11,98,,,,,,,,,,,,,,,,,,,
2004-12,377,,,,,,,,,,,,,,,,,,,
2005-01,61,1.5350553505535056,72.09181141439205,25.64971471098983,0,0,2,3,3,69,70,72,74,76,22,24,26,28,29,
2005-02,92,,,,,,,,,,,,,,,,,,,
2005-03,14,,,,,,,,,,,,,,,,,,,
2005-04,2,1.5048604578237692,75.61095958343665,22.086805555555557,0,0,1,3,3,72,74,76,78,79,18,20,22,24,26,
2005-05,41,,,,,,,,,,,,,,,,,,,
2005-06,259,,,,,,,,,,,,,,,,,,,
2005-07,53,1.46016,71.80634763203571,26.293227486975937,0,0,1,3,3,66,69,72,74,76,22,24,26,29,32,
2005-08,44,,,,,,,,,,,,,,,,,,,
2005-09,118,,,,,,,,,,,,,,,,,,,
2005-10,77,1.7080374893496166,64.95560515873017,32.22365484750806,0,0,2,3,4,61,63,65,67,69,29,30,32,34,35,
2005-11,133,,,,,,,,,,,,,,,,,,,
2005-12,125,,,,,,,,,,,,,,,,,,,
2006-01,71,1.6099759615384615,73.39821472848996,23.893901834407536,0,0,2,3,4,70,71,73,75,77,20,22,24,26,27,
2006-02,145,,,,,,,,,,,,,,,,,,,
2006-03,31,,,,,,,,,,,,,,,,,,,
2006-04,45,1.5067334794863765,73.62078373015873,24.11524163568773,0,0,1,3,3,71,72,74,75,76,22,23,24,26,27,
2006-05,0,,,,,,,,,,,,,,,,,,,
2006-06,71,,,,,,,,,,,,,,,,,,,
2006-07,110,1.3696969696969696,73.37050805452293,24.588249876053546,0,0,1,2,3,69,71,73,76,77,21,23,25,26,29,
2006-08,20,,,,,,,,,,,,,,,,,,,
2006-09,35,,,,,,,,,,,,,,,,,,,
2006-10,35,1.6776978417266186,67.61957868649318,29.496902106567536,0,0,2,3,4,63,65,68,70,72,25,28,30,32,34,
2006-11,58,,,,,,,,,,,,,,,,,,,
2006-12,33,,,,,,,,,,,,,,,,,,,
2007-01,66,21.332920178482894,25.404561229548836,51.773065476190474,16,19,22,24,26,22,23,25,27,31,46,49,52,55,58,
2007-02,83,,,,,,,,,,,,,,,,,,,
2007-03,80,,,,,,,,,,,,,,,,,,,
2007-04,42,10.489952865293972,34.77758492437391,53.30530753968254,6,8,11,13,14,30,32,34,39,42,49,51,53,55,57,
2007-05,57,,,,,,,,,,,,,,,,,,,
2007-06,152,,,,,,,,,,,,,,,,,,,
2007-07,15,9.344990079365079,38.825892857142854,50.62574404761905,5,7,9,12,14,32,34,39,43,46,45,48,51,53,55,
2007-08,94,,,,,,,,,,,,,,,,,,,
2007-09,5,,,,,,,,,,,,,,,,,,,
2007-10,90,15.983382936507937,32.37410071942446,50.26655095462435,13,14,16,18,20,28,29,32,35,38,44,46,51,54,57,
2007-11,51,,,,,,,,,,,,,,,,,,,
2007-12,148,,,,,,,,,,,,,,,,,,,
2008-01,132,17.141369047619047,45.87732342007435,35.83531746031746,10,14,18,20,22,41,43,46,48,52,31,33,36,39,41,
2008-02,164,,,,,,,,,,,,,,,,,,,
2008-03,17,,,,,,,,,,,,,,,,,,,
2008-04,20,7.251010101010101,44.93060718711276,46.2180916976456,2,5,8,10,12,40,41,44,48,52,43,44,46,48,50,
2008-05,12,,,,,,,,,,,,,,,,,,,
2008-06,86,,,,,,,,,,,,,,,,,,,
2008-07,62,1.66766736715701,53.04613095238095,44.46590627324572,0,0,2,3,4,47,49,53,57,61,37,40,45,48,51,
2008-08,47,,,,,,,,,,,,,,,,,,,
2008-09,126,,,,,,,,,,,,,,,,,,,
2008-10,79,17.735184726010413,42.57798165137615,38.17654351599306,10,14,19,21,22,39,40,42,45,48,34,36,38,40,42,
2008-11,187,,,,,,,,,,,,,,,,,,,
2008-12,163,,,,,,,,,,,,,,,,,,,
2009-01,130,6.769516728624535,53.40356965790778,38.41765873015873,3,5,7,9,11,48,50,53,56,59,35,37,38,40,42,
2009-02,183,,,,,,,,,,,,,,,,,,,
2009-03,9,,,,,,,,,,,,,,,,,,,
2009-04,84,2.133422818791946,61.98115079365079,34.56505576208178,0,1,2,3,5,56,58,62,66,69,29,32,35,38,40,
2009-05,52,,,,,,,,,,,,,,,,,,,
2009-06,51,,,,,,,,,,,,,,,,,,,
2009-07,36,2.613671672708441,65.61338289962825,30.495412844036696,0,1,3,4,5,59,62,65,69,72,24,27,30,34,38,
2009-08,9,,,,,,,,,,,,,,,,,,,
2009-09,55,,,,,,,,,,,,,,,,,,,
2009-10,74,11.973710317460318,46.56037689065212,40.002481389578165,5,8,12,16,19,42,44,46,49,52,36,38,40,42,43,
2009-11,24,,,,,,,,,,,,,,,,,,,
2009-12,142,,,,,,,,,,,,,,,,,,,
2010-01,124,5.8938492063492065,50.39033457249071,42.0424001983635,2,4,6,8,11,46,47,50,54,57,38,40,42,44,46,
2010-02,109,,,,,,,,,,,,,,,,,,,
2010-03,87,,,,,,,,,,,,,,,,,,,
2010-04,24,1.7543040560256784,61.42906746031746,35.833622613439125,0,0,2,3,4,57,59,61,64,66,31,34,36,38,40,
2010-05,76,,,,,,,,,,,,,,,,,,,
2010-06,54,,,,,,,,,,,,,,,,,,,
2010-07,160,2.101132473005004,57.87924621869576,38.360029754525165,0,1,2,3,4,52,55,58,61,63,33,36,38,41,44,
2010-08,133,,,,,,,,,,,,,,,,,,,
2010-09,94,,,,,,,,,,,,,,,,,,,
2010-10,112,,,,,,,,,,,,,,,,,,,
2010-11,151,,,,,,,,,,,,,,,,,,,
2010-12,146,,,,,,,,,,,,,,,,,,,
2011-01,90,2.4919454770755887,57.66840277777778,38.32705182246467,0,1,2,4,5,53,55,58,60,61,35,36,38,40,42,
2011-02,47,,,,,,,,,,,,,,,,,,,
2011-03,71,,,,,,,,,,,,,,,,,,,
2011-04,46,1.6097852028639619,63.25340937267543,34.22583044124938,0,0,2,3,4,58,61,63,65,68,30,32,34,36,38,
2011-05,65,,,,,,,,,,,,,,,,,,,
2011-06,42,,,,,,,,,,,,,,,,,,,
2011-07,9,1.672542575440693,62.52652454139812,34.61393503595338,0,0,2,3,4,58,60,62,65,68,30,32,35,37,39,
2011-08,71,,,,,,,,,,,,,,,,,,,
2011-09,134,,,,,,,,,,,,,,,,,,,
2011-10,93,4.063988095238095,53.79429987608426,40.57787698412698,1,2,4,6,7,49,51,54,56,58,37,39,41,43,45,
2011-11,285,,,,,,,,,,,,,,,,,,,
2011-12,224,,,,,,,,,,,,,,,,,,,
2012-01,210,,,,,,,,,,,,,,,,,,,
2012-02,275,,,,,,,,,,,,,,,,,,,
2012-03,15,,,,,,,,,,,,,,,,,,,
2012-04,46,1.262024407753051,66.95908752789487,31.064468137862633,0,0,1,2,3,62,64,67,70,73,25,28,31,34,36,
2012-05,60,,,,,,,,,,,,,,,,,,,
2012-06,64,,,,,,,,,,,,,,,,,,,
2012-07,149,1.5417823003391922,62.88833746898263,34.55654761904762,0,0,2,3,3,58,61,63,65,67,30,32,34,37,39,
2012-08,24,,,,,,,,,,,,,,,,,,,
2012-09,26,,,,,,,,,,,,,,,,,,,
2012-10,24,2.724095190877541,54.48623853211009,41.50731828330439,0,1,3,4,5,51,53,54,56,58,38,39,41,43,46,
2012-11,45,,,,,,,,,,,,,,,,,,,
2012-12,86,,,,,,,,,,,,,,,,,,,
2013-01,204,,,,,,,,,,,,,,,,,,,
2013-02,59,,,,,,,,,,,,,,,,,,,
2013-03,147,,,,,,,,,,,,,,,,,,,
2013-04,9,1.5525267993874425,66.46281606346058,30.997025285076848,0,0,2,3,3,63,65,66,68,70,28,29,31,33,34,
2013-05,36,,,,,,,,,,,,,,,,,,,
2013-06,149,,,,,,,,,,,,,,,,,,,
2013-07,52,1.4166121648136036,64.98513011152416,32.92069392812887,0,0,1,3,3,61,63,65,67,69,29,31,33,35,36,
2013-08,11,,,,,,,,,,,,,,,,,,,
2013-09,30,,,,,,,,,,,,,,,,,,,
2013-10,18,4.0810609816559245,51.366228613935036,43.103371343579575,1,2,4,6,7,48,50,51,53,54,41,42,43,45,46,
2013-11,117,,,,,,,,,,,,,,,,,,,
2013-12,40,,,,,,,,,,,,,,,,,,,
2014-01,15,7.06273245722787,46.36183395291202,45.3457249070632,4,5,7,9,11,43,45,46,48,50,43,44,45,47,48,
2014-02,80,,,,,,,,,,,,,,,,,,,
2014-03,267,,,,,,,,,,,,,,,,,,,
2014-04,17,1.6396607195086284,59.846516241011656,37.5530753968254,0,0,2,3,4,57,58,60,62,63,34,36,38,39,41,
2014-05,34,,,,,,,,,,,,,,,,,,,
2014-06,78,,,,,,,,,,,,,,,,,,,
2014-07,15,1.3724369747899159,60.83010912698413,36.84126984126984,0,0,1,2,3,57,59,61,63,65,33,35,37,39,41,
2014-08,122,,,,,,,,,,,,,,,,,,,
2014-09,20,,,,,,,,,,,,,,,,,,,
2014-10,21,4.961071162906025,50.11232333250682,43.55616166625341,2,3,5,7,9,47,48,50,52,54,41,42,44,45,46,
2014-11,31,,,,,,,,,,,,,,,,,,,
2014-12,115,,,,,,,,,,,,,,,,,,,
2015-01,135,2.025654181631606,62.07486365889935,34.220570012391576,0,1,2,3,4,58,60,62,64,66,31,32,34,36,38,
2015-02,30,,,,,,,,,,,,,,,,,,,
2015-03,109,,,,,,,,,,,,,,,,,,,
2015-04,107,1.4887640449438202,70.08798017348204,27.55616166625341,0,0,1,3,3,67,68,70,72,73,24,26,28,29,31,
2015-05,43,,,,,,,,,,,,,,,,,,,
2015-06,104,,,,,,,,,,,,,,,,,,,
2015-07,48,1.2950704225352112,68.12251984126983,29.731465410364493,0,0,1,2,3,65,66,68,70,72,26,28,30,32,33,
2015-08,79,,,,,,,,,,,,,,,,,,,
2015-09,21,,,,,,,,,,,,,,,,,,,
2015-10,55,2.041677127793121,56.76816265807091,39.65212000991818,0,1,2,4,4,54,55,57,58,60,37,38,40,41,43,
2015-11,132,,,,,,,,,,,,,,,,,,,
2015-12,65,,,,,,,,,,,,,,,,,,,
2016-01,115,1.909967845659164,61.773505333664104,35.196725378318035,0,0,2,3,4,58,60,62,64,66,31,33,35,37,39,
2016-02,8,,,,,,,,,,,,,,,,,,,
2016-03,39,,,,,,,,,,,,,,,,,,,
2016-04,28,1.4574846427416748,66.31456214338874,31.142821720803372,0,0,1,3,3,63,65,66,68,69,28,30,31,33,34,
2016-05,70,,,,,,,,,,,,,,,,,,,
2016-06,180,,,,,,,,,,,,,,,,,,,
2016-07,63,1.27625489498042,67.80902777777777,30.13888888888889,0,0,1,2,3,64,66,68,70,72,26,28,30,32,34,
2016-08,184,,,,,,,,,,,,,,,,,,,
2016-09,224,,,,,,,,,,,,,,,,,,,
2016-10,96,3.2573128408527516,50.23654847508058,44.73579756884148,0,1,3,5,7,47,48,50,52,53,42,43,45,46,47,
2016-11,30,,,,,,,,,,,,,,,,,,,
2016-12,101,,,,,,,,,,,,,,,,,,,
2017-01,115,1.9043036621224272,62.229244114002476,34.69427225390528,0,0,2,3,4,57,60,63,64,66,31,33,35,37,39,
2017-02,18,,,,,,,,,,,,,,,,,,,
2017-03,144,,,,,,,,,,,,,,,,,,,
2017-04,29,1.2538766678687343,70.1564204263758,27.954151177199503,0,0,1,2,3,67,68,70,72,74,25,26,28,30,31,
2017-05,86,,,,,,,,,,,,,,,,,,,
2017-06,62,,,,,,,,,,,,,,,,,,,
2017-07,21,1.1926091825307952,68.075378130424,30.034961567071658,0,0,1,2,3,64,66,68,70,72,26,28,30,32,34,
2017-08,29,,,,,,,,,,,,,,,,,,,
2017-09,9,,,,,,,,,,,,,,,,,,,
2017-10,144,1.6299559471365639,59.686167575607335,37.28854734754586,0,0,2,3,4,55,58,60,62,63,33,35,37,39,42,
2017-11,80,,,,,,,,,,,,,,,,,,,
2017-12,56,,,,,,,,,,,,,,,,,,,
2018-01,75,2.2618025751072963,62.25954387704512,34.50979905730588,0,1,2,4,5,58,60,62,64,66,31,33,34,36,38,
2018-02,49,,,,,,,,,,,,,,,,,,,
2018-03,60,,,,,,,,,,,,,,,,,,,
