date,rain(mm),bare_mean,green_mean,non_green_mean,bare5percentile,bare20percentile,bare50percentile,bare80percentile,bare95percentile,green5percentile,green20percentile,green50percentile,green80percentile,green95percentile,nongreen5percentile,nongreen20percentile,nongreen50percentile,nongreen80percentile,nongreen95percentile
1991-02,13,,,,,,,,,,,,,,,,,,,
1991-03,8,,,,,,,,,,,,,,,,,,,
1991-04,13,1.2614879649890591,64.0190047511878,34.10894552723638,0,0,1,2,3,54,62,65,67,69,29,31,33,36,44,
1991-05,42,,,,,,,,,,,,,,,,,,,
1991-06,115,,,,,,,,,,,,,,,,,,,
1991-07,68,1.0837320574162679,67.76544136034009,30.66325,0,0,1,2,2,61,64,68,71,74,25,27,31,34,37,
1991-08,61,,,,,,,,,,,,,,,,,,,
1991-09,38,,,,,,,,,,,,,,,,,,,
1991-10,14,5.243579964403763,50.07167832167832,43.418227215980025,1,3,5,8,12,43,47,50,53,57,39,41,43,46,48,
1991-11,21,,,,,,,,,,,,,,,,,,,
1991-12,78,,,,,,,,,,,,,,,,,,,
1992-01,66,,,,,,,,,,,,,,,,,,,
1992-02,186,,,,,,,,,,,,,,,,,,,
1992-03,27,,,,,,,,,,,,,,,,,,,
1992-04,34,,,,,,,,,,,,,,,,,,,
1992-05,14,,,,,,,,,,,,,,,,,,,
1992-06,31,,,,,,,,,,,,,,,,,,,
1992-07,36,1.4752608549309996,61.044705294705295,37.02247191011236,0,0,1,3,3,51,59,62,65,67,31,34,37,40,46,
1992-08,81,,,,,,,,,,,,,,,,,,,
1992-09,44,,,,,,,,,,,,,,,,,,,
1992-10,58,4.010693792383933,54.00199900049975,40.61423220973783,0,2,4,6,9,47,50,54,58,61,36,38,41,43,45,
1992-11,81,,,,,,,,,,,,,,,,,,,
1992-12,194,,,,,,,,,,,,,,,,,,,
1993-01,124,1.8725683676346208,64.85864135864136,31.898775306173455,0,0,2,3,4,58,62,65,68,70,27,29,31,35,38,
1993-02,30,,,,,,,,,,,,,,,,,,,
1993-03,31,,,,,,,,,,,,,,,,,,,
1993-04,2,1.4346972176759412,72.67382617382617,25.093656343656345,0,0,1,3,3,68,70,72,76,79,19,22,25,28,30,
1993-05,60,,,,,,,,,,,,,,,,,,,
1993-06,50,,,,,,,,,,,,,,,,,,,
1993-07,138,1.2678442682047584,76.0052460654509,22.42967774169373,0,0,1,2,3,66,71,75,83,85,13,16,23,28,31,
1993-08,26,,,,,,,,,,,,,,,,,,,
1993-09,105,,,,,,,,,,,,,,,,,,,
1993-10,110,1.4686192468619246,67.68606393606393,30.00374531835206,0,0,1,3,3,62,65,68,70,72,26,28,30,32,35,
1993-11,83,,,,,,,,,,,,,,,,,,,
1993-12,25,,,,,,,,,,,,,,,,,,,
1994-01,9,,,,,,,,,,,,,,,,,,,
1994-02,78,,,,,,,,,,,,,,,,,,,
1994-03,59,,,,,,,,,,,,,,,,,,,
1994-04,23,1.2924662402274343,64.80359820089954,33.213786213786214,0,0,1,2,3,60,62,65,67,70,28,31,33,36,38,
1994-05,3,,,,,,,,,,,,,,,,,,,
1994-06,35,,,,,,,,,,,,,,,,,,,
1994-07,43,1.1747056589441702,62.07044716462653,36.24075924075924,0,0,1,2,3,54,57,62,67,70,29,32,36,41,43,
1994-08,25,,,,,,,,,,,,,,,,,,,
1994-09,17,,,,,,,,,,,,,,,,,,,
1994-10,19,,,,,,,,,,,,,,,,,,,
1994-11,63,,,,,,,,,,,,,,,,,,,
1994-12,52,,,,,,,,,,,,,,,,,,,
1995-01,164,5.305203209940461,50.083166833166835,43.76936531734133,1,2,5,8,12,41,46,51,55,57,40,42,44,46,48,
1995-02,5,,,,,,,,,,,,,,,,,,,
1995-03,0,,,,,,,,,,,,,,,,,,,
1995-04,6,,,,,,,,,,,,,,,,,,,
1995-05,87,,,,,,,,,,,,,,,,,,,
1995-06,38,,,,,,,,,,,,,,,,,,,
1995-07,52,,,,,,,,,,,,,,,,,,,
1995-08,2,,,,,,,,,,,,,,,,,,,
1995-09,41,,,,,,,,,,,,,,,,,,,
1995-10,14,,,,,,,,,,,,,,,,,,,
1995-11,93,,,,,,,,,,,,,,,,,,,
1995-12,47,,,,,,,,,,,,,,,,,,,
1996-01,143,4.166497203863752,48.569715142428784,45.78771228771229,1,2,4,6,8,43,46,48,51,55,40,43,46,49,50,
1996-02,17,,,,,,,,,,,,,,,,,,,
1996-03,45,,,,,,,,,,,,,,,,,,,
1996-04,4,,,,,,,,,,,,,,,,,,,
1996-05,67,,,,,,,,,,,,,,,,,,,
1996-06,72,,,,,,,,,,,,,,,,,,,
1996-07,98,,,,,,,,,,,,,,,,,,,
1996-08,60,,,,,,,,,,,,,,,,,,,
1996-09,82,,,,,,,,,,,,,,,,,,,
1996-10,72,5.727318295739348,48.645016237821636,43.89530234882559,1,3,5,8,11,43,46,49,52,54,39,42,44,46,48,
1996-11,27,,,,,,,,,,,,,,,,,,,
1996-12,74,,,,,,,,,,,,,,,,,,,
1997-01,51,,,,,,,,,,,,,,,,,,,
1997-02,58,,,,,,,,,,,,,,,,,,,
1997-03,4,,,,,,,,,,,,,,,,,,,
1997-04,5,1.5589330024813897,65.77561219390304,31.65817091454273,0,0,2,3,3,61,63,66,69,71,27,29,32,34,36,
1997-05,41,,,,,,,,,,,,,,,,,,,
1997-06,23,,,,,,,,,,,,,,,,,,,
1997-07,16,1.1721904761904762,71.64708822794302,26.6864067966017,0,0,1,2,3,59,68,73,77,79,20,22,26,30,39,
1997-08,25,,,,,,,,,,,,,,,,,,,
1997-09,77,,,,,,,,,,,,,,,,,,,
1997-10,22,6.051198801198801,46.25181114164377,46.161048689138575,1,3,6,9,12,41,44,46,49,51,42,44,46,48,50,
1997-11,14,,,,,,,,,,,,,,,,,,,
1997-12,54,,,,,,,,,,,,,,,,,,,
1998-01,63,6.698372329603255,43.92501874531367,47.826466916354555,1,3,7,10,12,40,42,44,46,48,43,46,48,50,51,
1998-02,61,,,,,,,,,,,,,,,,,,,
1998-03,0,,,,,,,,,,,,,,,,,,,
1998-04,88,1.791322945310113,56.60758861707439,40.63052710467149,0,0,2,3,4,50,54,57,60,63,34,38,41,44,48,
1998-05,41,,,,,,,,,,,,,,,,,,,
1998-06,127,,,,,,,,,,,,,,,,,,,
1998-07,142,,,,,,,,,,,,,,,,,,,
1998-08,105,,,,,,,,,,,,,,,,,,,
1998-09,100,,,,,,,,,,,,,,,,,,,
1998-10,53,,,,,,,,,,,,,,,,,,,
1998-11,74,,,,,,,,,,,,,,,,,,,
1998-12,26,,,,,,,,,,,,,,,,,,,
1999-01,31,,,,,,,,,,,,,,,,,,,
1999-02,11,,,,,,,,,,,,,,,,,,,
1999-03,128,,,,,,,,,,,,,,,,,,,
1999-04,64,1.3945873705312395,76.58870564717641,21.226023976023978,0,0,1,2,3,72,75,77,79,80,17,19,21,23,26,
1999-05,10,,,,,,,,,,,,,,,,,,,
1999-06,37,,,,,,,,,,,,,,,,,,,
1999-07,61,1.0613150463896732,76.10544727636182,22.50549725137431,0,0,1,2,2,70,74,76,79,81,17,20,22,25,28,
1999-08,53,,,,,,,,,,,,,,,,,,,
1999-09,62,,,,,,,,,,,,,,,,,,,
1999-10,109,1.4237454903246967,65.53223388305847,32.07542457542458,0,0,1,3,3,62,64,65,67,69,29,30,32,34,35,
1999-11,63,,,,,,,,,,,,,,,,,,,
1999-12,85,,,,,,,,,,,,,,,,,,,
2000-01,28,,,,,,,,,,,,,,,,,,,
2000-02,12,,,,,,,,,,,,,,,,,,,
2000-03,110,,,,,,,,,,,,,,,,,,,
2000-04,57,1.0880452342487883,66.6452266396556,31.921419518377693,0,0,1,2,2,59,64,67,70,71,28,29,31,35,39,
2000-05,86,,,,,,,,,,,,,,,,,,,
2000-06,33,,,,,,,,,,,,,,,,,,,
2000-07,37,,,,,,,,,,,,,,,,,,,
2000-08,64,,,,,,,,,,,,,,,,,,,
2000-09,26,,,,,,,,,,,,,,,,,,,
2000-10,76,1.5240907677960833,54.86641697877653,42.41108891108891,0,0,2,3,3,51,53,55,57,58,39,40,42,45,46,
2000-11,146,,,,,,,,,,,,,,,,,,,
2000-12,11,,,,,,,,,,,,,,,,,,,
2001-01,27,1.4292252370055574,69.33541458541458,28.448189762796506,0,0,1,3,3,64,67,70,72,74,24,26,28,31,34,
2001-02,37,,,,,,,,,,,,,,,,,,,
2001-03,66,,,,,,,,,,,,,,,,,,,
2001-04,59,1.299964626812876,72.57535616095976,25.562109472631843,0,0,1,2,3,67,70,73,76,78,20,23,26,28,31,
2001-05,37,,,,,,,,,,,,,,,,,,,
2001-06,76,,,,,,,,,,,,,,,,,,,
2001-07,93,1.2265682656826569,67.68506493506493,30.22288855572214,0,0,1,2,3,63,65,68,71,73,25,27,30,33,36,
2001-08,26,,,,,,,,,,,,,,,,,,,
2001-09,33,,,,,,,,,,,,,,,,,,,
2001-10,47,,,,,,,,,,,,,,,,,,,
2001-11,36,,,,,,,,,,,,,,,,,,,
2001-12,15,,,,,,,,,,,,,,,,,,,
2002-01,75,21.413086913086914,26.576173826173825,50.1599600099975,18,20,21,23,25,23,25,27,29,31,46,48,50,52,54,
2002-02,140,,,,,,,,,,,,,,,,,,,
2002-03,30,,,,,,,,,,,,,,,,,,,
2002-04,23,5.362899005756149,53.690963554667995,39.67741129435282,1,2,5,8,11,43,46,54,62,65,32,35,40,44,47,
2002-05,33,,,,,,,,,,,,,,,,,,,
2002-06,17,,,,,,,,,,,,,,,,,,,
2002-07,14,1.2824919441460796,64.17478152309613,34.08861707438842,0,0,1,2,3,58,60,63,69,71,27,30,35,38,40,
2002-08,8,,,,,,,,,,,,,,,,,,,
2002-09,49,,,,,,,,,,,,,,,,,,,
2002-10,0,8.254808893330003,47.04647676161919,43.04369538077403,2,4,8,13,15,41,43,47,51,54,39,41,43,45,46,
2002-11,7,,,,,,,,,,,,,,,,,,,
2002-12,30,,,,,,,,,,,,,,,,,,,
2003-01,46,15.514735264735265,42.72727272727273,40.347989008243815,12,13,16,18,19,39,41,43,45,47,36,38,40,43,45,
2003-02,96,,,,,,,,,,,,,,,,,,,
2003-03,23,,,,,,,,,,,,,,,,,,,
2003-04,42,2.8168735891647856,57.35123657257057,38.63093453273363,0,1,2,5,7,48,53,58,62,65,32,35,38,43,45,
2003-05,9,,,,,,,,,,,,,,,,,,,
2003-06,71,,,,,,,,,,,,,,,,,,,
2003-07,54,1.495320623916811,63.827758362456315,33.84997503744383,0,0,1,2,4,53,60,65,68,72,27,30,33,37,44,
2003-08,104,,,,,,,,,,,,,,,,,,,
2003-09,5,,,,,,,,,,,,,,,,,,,
2003-10,53,6.93,49.083645443196005,42.47440699126092,2,4,7,10,13,42,46,49,52,54,40,41,42,44,46,
2003-11,39,,,,,,,,,,,,,,,,,,,
2003-12,38,,,,,,,,,,,,,,,,,,,
2004-01,49,4.032026646169613,53.845942571785265,40.78516112915314,0,2,4,6,10,44,51,54,58,61,36,39,41,43,45,
2004-02,46,,,,,,,,,,,,,,,,,,,
2004-03,30,,,,,,,,,,,,,,,,,,,
2004-04,9,2.094651539708266,62.57242757242757,34.67657342657343,0,0,2,3,7,48,60,64,67,69,29,31,34,38,45,
2004-05,53,,,,,,,,,,,,,,,,,,,
2004-06,76,,,,,,,,,,,,,,,,,,,
2004-07,53,1.3666210670314638,69.62952785410941,28.355411147213196,0,0,1,2,3,59,67,71,73,75,23,25,27,31,38,
2004-08,52,,,,,,,,,,,,,,,,,,,
2004-09,38,,,,,,,,,,,,,,,,,,,
2004-10,30,4.602462169787125,53.715713215088684,40.20539730134932,0,2,4,7,11,45,50,55,58,60,37,38,40,42,44,
2004-11,61,,,,,,,,,,,,,,,,,,,
2004-12,108,,,,,,,,,,,,,,,,,,,
2005-01,59,4.512615538346241,54.55944055944056,39.513743128435785,0,2,4,7,10,47,50,56,58,60,36,38,39,41,43,
2005-02,77,,,,,,,,,,,,,,,,,,,
2005-03,8,,,,,,,,,,,,,,,,,,,
2005-04,2,1.6234360695758316,65.32125,31.93875,0,0,2,3,4,58,63,66,69,71,27,29,32,34,39,
2005-05,1,,,,,,,,,,,,,,,,,,,
2005-06,111,,,,,,,,,,,,,,,,,,,
2005-07,55,1.318804920913884,66.2247191011236,31.920099875156055,0,0,1,2,3,59,63,67,70,72,27,29,31,35,39,
2005-08,33,,,,,,,,,,,,,,,,,,,
2005-09,96,,,,,,,,,,,,,,,,,,,
2005-10,96,1.9825701624815362,59.824925074925076,36.964776417686735,0,0,2,3,5,53,57,60,63,65,32,34,37,40,42,
2005-11,106,,,,,,,,,,,,,,,,,,,
2005-12,44,,,,,,,,,,,,,,,,,,,
2006-01,56,1.738944365192582,68.18156843156844,28.975274725274726,0,0,2,3,4,61,65,69,72,74,23,26,28,32,36,
2006-02,32,,,,,,,,,,,,,,,,,,,
2006-03,17,,,,,,,,,,,,,,,,,,,
2006-04,9,1.5529157667386608,69.53210092430677,27.86816479400749,0,0,2,3,3,64,67,70,72,74,24,26,28,30,33,
2006-05,2,,,,,,,,,,,,,,,,,,,
2006-06,43,,,,,,,,,,,,,,,,,,,
2006-07,70,1.1670480549199085,71.78996003996004,26.474144391706222,0,0,1,2,3,68,70,72,74,76,22,24,26,29,30,
2006-08,7,,,,,,,,,,,,,,,,,,,
2006-09,11,,,,,,,,,,,,,,,,,,,
2006-10,2,3.62566709021601,53.802697302697304,41.1123595505618,0,1,3,5,10,46,50,54,57,60,35,38,41,44,46,
2006-11,10,,,,,,,,,,,,,,,,,,,
2006-12,24,,,,,,,,,,,,,,,,,,,
2007-01,51,7.340329835082459,43.51923076923077,47.607892107892106,2,5,7,10,12,38,41,44,46,48,44,45,48,50,52,
2007-02,27,,,,,,,,,,,,,,,,,,,
2007-03,36,,,,,,,,,,,,,,,,,,,
2007-04,29,2.2865671641791043,51.777472527472526,44.855858106420186,0,1,2,4,6,42,45,53,57,59,38,40,44,50,53,
2007-05,69,,,,,,,,,,,,,,,,,,,
2007-06,125,,,,,,,,,,,,,,,,,,,
2007-07,26,1.5088,57.986516853932585,39.959300873907615,0,0,1,3,3,48,52,59,63,66,32,35,39,45,49,
2007-08,18,,,,,,,,,,,,,,,,,,,
2007-09,1,,,,,,,,,,,,,,,,,,,
2007-10,8,4.930779054916986,46.857392607392605,46.734897653519724,1,3,5,7,9,42,44,47,49,52,43,45,47,49,50,
2007-11,135,,,,,,,,,,,,,,,,,,,
2007-12,158,,,,,,,,,,,,,,,,,,,
2008-01,58,1.763068181818182,65.42864283929018,32.0866849862603,0,0,2,3,4,57,63,66,68,71,27,29,32,35,39,
2008-02,81,,,,,,,,,,,,,,,,,,,
2008-03,35,,,,,,,,,,,,,,,,,,,
2008-04,8,1.4067796610169492,68.3523976023976,29.415084915084915,0,0,1,3,3,61,66,69,71,74,24,27,29,32,37,
2008-05,19,,,,,,,,,,,,,,,,,,,
2008-06,45,,,,,,,,,,,,,,,,,,,
2008-07,42,,,,,,,,,,,,,,,,,,,
2008-08,51,,,,,,,,,,,,,,,,,,,
2008-09,105,,,,,,,,,,,,,,,,,,,
2008-10,57,2.2551234892275356,58.12812187812188,38.4193951512122,0,1,2,4,5,52,55,58,62,64,33,35,38,42,45,
2008-11,99,,,,,,,,,,,,,,,,,,,
2008-12,42,,,,,,,,,,,,,,,,,,,
2009-01,24,3.7337744973275644,52.68173869597802,41.84286784911316,0,1,3,5,8,47,50,53,56,58,38,40,42,44,46,
2009-02,57,,,,,,,,,,,,,,,,,,,
2009-03,33,,,,,,,,,,,,,,,,,,,
2009-04,34,1.632217944921528,56.83304173956511,40.47501249375313,0,0,2,3,4,52,55,57,59,61,36,38,40,43,45,
2009-05,8,,,,,,,,,,,,,,,,,,,
2009-06,98,,,,,,,,,,,,,,,,,,,
2009-07,37,1.300751879699248,57.91652086978255,39.61019490254873,0,0,1,2,3,53,56,58,60,63,35,37,40,42,44,
2009-08,16,,,,,,,,,,,,,,,,,,,
2009-09,46,,,,,,,,,,,,,,,,,,,
2009-10,42,8.446914813889583,42.984765234765234,47.032233883058474,4,7,9,11,12,40,41,43,45,47,44,45,47,49,50,
2009-11,22,,,,,,,,,,,,,,,,,,,
2009-12,99,,,,,,,,,,,,,,,,,,,
2010-01,18,9.453183520599252,40.52111972006998,48.79065700724457,6,8,9,11,13,37,39,41,42,44,45,47,49,51,53,
2010-02,165,,,,,,,,,,,,,,,,,,,
2010-03,77,,,,,,,,,,,,,,,,,,,
2010-04,60,1.1979752530933634,61.496753246753244,36.646103896103895,0,0,1,2,3,57,60,62,64,65,33,35,37,39,41,
2010-05,61,,,,,,,,,,,,,,,,,,,
2010-06,37,,,,,,,,,,,,,,,,,,,
2010-07,120,,,,,,,,,,,,,,,,,,,
2010-08,77,,,,,,,,,,,,,,,,,,,
2010-09,91,,,,,,,,,,,,,,,,,,,
2010-10,78,2.0667993177942012,55.966516741629185,40.55808143892081,0,1,2,3,5,49,52,56,59,62,36,38,41,43,46,
2010-11,122,,,,,,,,,,,,,,,,,,,
2010-12,173,,,,,,,,,,,,,,,,,,,
2011-01,8,1.4420266320233843,75.4729088639201,21.97827172827173,0,0,1,3,3,68,73,76,78,80,17,19,21,24,30,
2011-02,85,,,,,,,,,,,,,,,,,,,
2011-03,41,,,,,,,,,,,,,,,,,,,
2011-04,46,1.4961880559085134,77.38461538461539,20.238571071696228,0,0,1,3,3,74,75,78,79,81,17,18,20,22,24,
2011-05,62,,,,,,,,,,,,,,,,,,,
2011-06,15,,,,,,,,,,,,,,,,,,,
2011-07,16,1.3911714770797963,73.43573745944597,24.238392411382925,0,0,1,2,3,67,70,74,77,81,17,21,24,27,30,
2011-08,67,,,,,,,,,,,,,,,,,,,
2011-09,63,,,,,,,,,,,,,,,,,,,
2011-10,55,1.2272727272727273,69.67307692307692,28.403846153846153,0,0,1,2,3,65,68,70,72,73,24,27,28,30,32,
2011-11,123,,,,,,,,,,,,,,,,,,,
2011-12,86,,,,,,,,,,,,,,,,,,,
2012-01,76,1.6289808917197452,59.88,37.63102672995254,0,0,1,3,4,55,58,60,62,65,33,35,38,40,42,
2012-02,61,,,,,,,,,,,,,,,,,,,
2012-03,135,,,,,,,,,,,,,,,,,,,
2012-04,5,,,,,,,,,,,,,,,,,,,
2012-05,40,,,,,,,,,,,,,,,,,,,
2012-06,38,,,,,,,,,,,,,,,,,,,
2012-07,61,1.0091135045567523,65.77117162128404,32.73513243378311,0,0,1,2,2,60,63,66,69,72,27,30,33,35,38,
2012-08,11,,,,,,,,,,,,,,,,,,,
2012-09,39,,,,,,,,,,,,,,,,,,,
2012-10,9,2.825715859030837,53.11191606295279,43.05368289637953,0,1,3,4,7,47,50,53,56,59,39,41,43,45,48,
2012-11,39,,,,,,,,,,,,,,,,,,,
2012-12,10,,,,,,,,,,,,,,,,,,,
2013-01,25,2.839421613394216,53.85622317596567,42.14295925661187,0,1,3,4,6,45,51,54,58,61,37,40,41,44,50,
2013-02,31,,,,,,,,,,,,,,,,,,,
2013-03,90,,,,,,,,,,,,,,,,,,,
2013-04,14,1.3257839721254356,65.39750312109862,32.609238451935084,0,0,1,2,3,58,63,66,68,71,27,30,32,35,40,
2013-05,25,,,,,,,,,,,,,,,,,,,
2013-06,142,,,,,,,,,,,,,,,,,,,
2013-07,47,1.218680504077094,63.40959040959041,34.81423220973783,0,0,1,2,3,58,61,63,66,69,30,32,35,37,40,
2013-08,6,,,,,,,,,,,,,,,,,,,
2013-09,59,,,,,,,,,,,,,,,,,,,
2013-10,10,3.639386853728241,50.131401448913316,44.77791656257806,0,2,3,5,7,44,48,50,53,56,41,43,45,47,49,
2013-11,23,,,,,,,,,,,,,,,,,,,
2013-12,39,,,,,,,,,,,,,,,,,,,
2014-01,74,5.3546453546453545,43.459405445915564,49.782217782217785,2,4,5,7,8,41,42,43,45,46,47,48,50,51,52,
2014-02,53,,,,,,,,,,,,,,,,,,,
2014-03,156,,,,,,,,,,,,,,,,,,,
2014-04,48,1.429664117060193,58.751998001998004,38.900599400599404,0,0,1,3,3,55,56,59,61,63,35,37,39,41,43,
2014-05,34,,,,,,,,,,,,,,,,,,,
2014-06,86,,,,,,,,,,,,,,,,,,,
2014-07,35,1.0745192307692308,59.72488755622189,38.53932584269663,0,0,1,2,2,56,58,60,62,64,35,37,38,40,42,
2014-08,22,,,,,,,,,,,,,,,,,,,
2014-09,21,,,,,,,,,,,,,,,,,,,
2014-10,20,2.247163022419042,51.693556443556446,44.867816091954026,0,1,2,4,5,47,49,52,54,56,42,43,45,47,48,
2014-11,18,,,,,,,,,,,,,,,,,,,
2014-12,106,,,,,,,,,,,,,,,,,,,
2015-01,92,1.6860017756732761,66.8266300274794,30.490254872563717,0,0,2,3,4,61,65,67,70,72,25,28,30,33,37,
2015-02,34,,,,,,,,,,,,,,,,,,,
2015-03,8,,,,,,,,,,,,,,,,,,,
2015-04,98,1.4596273291925466,71.3,26.48125,0,0,1,3,3,65,69,72,74,77,21,24,26,29,33,
2015-05,44,,,,,,,,,,,,,,,,,,,
2015-06,33,,,,,,,,,,,,,,,,,,,
2015-07,97,1.0943695479777955,70.91529235382309,27.36722458156383,0,0,1,2,2,66,69,71,73,75,23,25,27,30,32,
2015-08,35,,,,,,,,,,,,,,,,,,,
2015-09,10,,,,,,,,,,,,,,,,,,,
2015-10,64,2.563882383554515,53.15334665334665,42.853896103896105,0,1,2,4,6,49,51,53,55,58,39,41,43,45,47,
2015-11,76,,,,,,,,,,,,,,,,,,,
2015-12,53,,,,,,,,,,,,,,,,,,,
2016-01,103,2.652875357793391,49.64160839160839,46.271046714963774,0,1,3,4,5,45,48,50,52,54,43,45,46,48,49,
2016-02,2,,,,,,,,,,,,,,,,,,,
2016-03,29,,,,,,,,,,,,,,,,,,,
2016-04,47,1.1472629144178874,61.37297027229578,36.71171621284037,0,0,1,2,3,57,59,61,64,66,33,35,37,39,40,
2016-05,69,,,,,,,,,,,,,,,,,,,
2016-06,184,,,,,,,,,,,,,,,,,,,
2016-07,132,1.0589660743134088,65.8530367408148,32.76605848537866,0,0,1,2,2,62,63,66,68,71,28,31,33,35,37,
2016-08,98,,,,,,,,,,,,,,,,,,,
2016-09,216,,,,,,,,,,,,,,,,,,,
2016-10,63,1.7192018507807982,57.0969030969031,40.075462268865564,0,0,2,3,4,51,53,57,61,65,33,37,40,44,46,
2016-11,59,,,,,,,,,,,,,,,,,,,
2016-12,78,,,,,,,,,,,,,,,,,,,
2017-01,15,1.5070028011204482,79.16383616383617,18.305694305694306,0,0,2,3,3,71,75,80,83,86,12,15,18,23,26,
2017-02,1,,,,,,,,,,,,,,,,,,,
2017-03,150,,,,,,,,,,,,,,,,,,,
2017-04,21,1.4481756538585728,79.11372156960759,18.755622188905548,0,0,1,3,3,74,77,79,82,84,14,16,19,21,24,
2017-05,40,,,,,,,,,,,,,,,,,,,
2017-06,4,,,,,,,,,,,,,,,,,,,
2017-07,4,1.4710262220783425,74.5975518361229,23.153596403596403,0,0,1,3,3,70,73,75,77,79,19,21,23,25,28,
2017-08,31,,,,,,,,,,,,,,,,,,,
2017-09,13,,,,,,,,,,,,,,,,,,,
2017-10,81,2.21256038647343,57.43417436922308,38.9875,0,1,2,4,5,50,54,58,61,63,34,36,39,41,45,
2017-11,32,,,,,,,,,,,,,,,,,,,
2017-12,92,,,,,,,,,,,,,,,,,,,
2018-01,31,2.5336484983314795,51.448775612193906,44.80309845077461,0,1,2,4,6,47,49,52,54,56,41,43,45,47,49,
2018-02,5,,,,,,,,,,,,,,,,,,,
2018-03,7,,,,,,,,,,,,,,,,,,,
2018-04,16,1.4546048334421946,57.0492007992008,40.74693979515364,0,0,1,3,3,53,55,57,59,62,36,38,41,43,45,
2018-05,14,,,,,,,,,,,,,,,,,,,
2018-06,33,,,,,,,,,,,,,,,,,,,
2018-07,4,1.0415647921760391,58.34315684315684,40.0374531835206,0,0,1,2,2,51,55,59,61,63,35,37,39,43,47,
2018-08,33,,,,,,,,,,,,,,,,,,,
2018-09,29,,,,,,,,,,,,,,,,,,,
2018-10,40,6.5994005994005995,41.467649263052714,50.18665667166417,4,5,7,8,9,39,40,41,43,44,47,48,50,52,55,
2018-11,110,,,,,,,,,,,,,,,,,,,
2018-12,38,,,,,,,,,,,,,,,,,,,
2019-01,80,3.735010162601626,48.35939060939061,46.23569107723069,0,2,4,6,7,44,46,48,50,53,43,45,46,48,49,
2019-02,42,,,,,,,,,,,,,,,,,,,
2019-03,57,,,,,,,,,,,,,,,,,,,
2019-04,7,1.402061855670103,59.386460154883835,38.243445692883896,0,0,1,3,3,56,57,59,61,63,35,36,38,40,42,
2019-05,33,,,,,,,,,,,,,,,,,,,
2019-06,26,,,,,,,,,,,,,,,,,,,
2019-07,14,1.5273474549478343,55.977022977022976,41.79245754245754,0,0,1,3,3,51,53,56,59,62,37,40,42,44,46,
2019-08,12,,,,,,,,,,,,,,,,,,,
2019-09,20,,,,,,,,,,,,,,,,,,,
2019-10,18,6.845404595404595,43.02875,48.73263368315842,4,5,7,8,10,40,41,43,45,46,46,47,49,50,52,
2019-11,35,,,,,,,,,,,,,,,,,,,
2019-12,6,,,,,,,,,,,,,,,,,,,
