"","vapourpres_h09","time"
"1",13.8583984375,1987-01-01
"2",11.3681640625,1987-01-02
"3",3.34765625,1987-01-03
"4",6.087890625,1987-01-04
"5",6.427734375,1987-01-05
"6",5.7880859375,1987-01-06
"7",4.98828125,1987-01-07
"8",12.818359375,1987-01-08
"9",15.5078125,1987-01-09
"10",20.1484375,1987-01-10
"11",17.7080078125,1987-01-11
"12",14.8681640625,1987-01-12
"13",20.7978515625,1987-01-13
"14",16.7578125,1987-01-14
"15",6.6884765625,1987-01-15
"16",17.7275390625,1987-01-16
"17",20.927734375,1987-01-17
"18",20.3681640625,1987-01-18
"19",22.2880859375,1987-01-19
"20",23.0576171875,1987-01-20
"21",19.5478515625,1987-01-21
"22",23.6181640625,1987-01-22
"23",23.9775390625,1987-01-23
"24",27.66796875,1987-01-24
"25",23.908203125,1987-01-25
"26",23.6083984375,1987-01-26
"27",29.837890625,1987-01-27
"28",18.6279296875,1987-01-28
"29",15.9384765625,1987-01-29
"30",10.91796875,1987-01-30
"31",21.3076171875,1987-01-31
"32",25.4462890625,1987-02-01
"33",24.7763671875,1987-02-02
"34",26.6259765625,1987-02-03
"35",21.65625,1987-02-04
"36",17.2158203125,1987-02-05
"37",17.0263671875,1987-02-06
"38",13.576171875,1987-02-07
"39",13.81640625,1987-02-08
"40",15.67578125,1987-02-09
"41",18.095703125,1987-02-10
"42",18.9658203125,1987-02-11
"43",17.92578125,1987-02-12
"44",23.6064453125,1987-02-13
"45",23.505859375,1987-02-14
"46",22.396484375,1987-02-15
"47",23.916015625,1987-02-16
"48",24.435546875,1987-02-17
"49",23.935546875,1987-02-18
"50",24.8359375,1987-02-19
"51",27.345703125,1987-02-20
"52",25.505859375,1987-02-21
"53",17.8857421875,1987-02-22
"54",13.92578125,1987-02-23
"55",16.755859375,1987-02-24
"56",20.1259765625,1987-02-25
"57",18.986328125,1987-02-26
"58",25.31640625,1987-02-27
"59",26.2958984375,1987-02-28
"60",26.2861328125,1987-03-01
"61",20.8759765625,1987-03-02
"62",15.3759765625,1987-03-03
"63",15.42578125,1987-03-04
"64",17.1259765625,1987-03-05
"65",14.5263671875,1987-03-06
"66",13.685546875,1987-03-07
"67",9.4658203125,1987-03-08
