"","vapourpres_h09","time"
"1",23.978515625,1980-01-01
"2",24.69921875,1980-01-02
"3",20.71875,1980-01-03
"4",23.4287109375,1980-01-04
"5",21.6494140625,1980-01-05
"6",12.458984375,1980-01-06
"7",10.1591796875,1980-01-07
"8",8.37890625,1980-01-08
"9",8.779296875,1980-01-09
"10",17.8486328125,1980-01-10
"11",19.4091796875,1980-01-11
"12",7.5888671875,1980-01-12
"13",5.9287109375,1980-01-13
"14",8.939453125,1980-01-14
"15",10.208984375,1980-01-15
"16",8.69921875,1980-01-16
"17",7.21875,1980-01-17
"18",17.71875,1980-01-18
"19",18.619140625,1980-01-19
"20",12.44921875,1980-01-20
"21",7.5390625,1980-01-21
"22",6.7392578125,1980-01-22
"23",8.798828125,1980-01-23
"24",15.529296875,1980-01-24
"25",18.3486328125,1980-01-25
"26",17.37890625,1980-01-26
"27",15.7490234375,1980-01-27
"28",19.029296875,1980-01-28
"29",20.44921875,1980-01-29
"30",19.939453125,1980-01-30
"31",15.46875,1980-01-31
"32",22.2177734375,1980-02-01
"33",24.5380859375,1980-02-02
"34",24.908203125,1980-02-03
"35",25.7880859375,1980-02-04
"36",17.0078125,1980-02-05
"37",13.6982421875,1980-02-06
"38",17.2880859375,1980-02-07
"39",9.8583984375,1980-02-08
"40",6.0283203125,1980-02-09
"41",7.9482421875,1980-02-10
"42",11.498046875,1980-02-11
"43",23.2880859375,1980-02-12
"44",23.9384765625,1980-02-13
"45",23.1884765625,1980-02-14
"46",13.2080078125,1980-02-15
"47",13.23828125,1980-02-16
"48",16.73828125,1980-02-17
"49",12.4775390625,1980-02-18
"50",15.908203125,1980-02-19
"51",19.1083984375,1980-02-20
"52",18.818359375,1980-02-21
"53",10.2080078125,1980-02-22
"54",10.578125,1980-02-23
"55",6.828125,1980-02-24
"56",7.3876953125,1980-02-25
"57",5.1083984375,1980-02-26
"58",5.2880859375,1980-02-27
"59",7.4482421875,1980-02-28
"60",9.1181640625,1980-02-29
"61",6.55078125,1980-03-01
"62",5.6005859375,1980-03-02
"63",6.9306640625,1980-03-03
"64",12.701171875,1980-03-04
"65",9.6611328125,1980-03-05
"66",18.2314453125,1980-03-06
