site_location_name,longitude,latitude,point
SATKAN0001,138.261275,-35.6082694444444,SW
SATKAN0002,138.690175,-35.2721111111111,SW
SATKAN0003,138.604038888889,-35.4609416666667,SW
SATKAN0004,139.038147222222,-34.9271666666667,SW
SATSTP0001,139.436313888889,-30.5616638888889,SW
SATSTP0002,139.547355555556,-30.6563277777778,SW
SATSTP0003,138.849177777778,-29.7552833333333,SW
SATSTP0004,138.831855555556,-29.7914694444444,SW
SATSTP0005,138.848797222222,-29.4565972222222,SW
SATSTP0006,138.8167,-29.5305,SW
SATSTP0007,138.81710684,-29.53599751,SW
SATSTP0008,138.88137852,-29.38785704,SW
TCABEL0001,147.66851653021,-41.5471406810866,SW
TCABEL0002,147.663959801777,-41.5408580528683,SW
TCABEL0003,147.6698156,-41.5341425,SW
TCATCH0001,146.719595,-41.761479,SW
TCATCH0002,146.682830149199,-41.9248706161916,SW
TCATCH0003,146.677560695713,-41.9620443003241,SW
TCATCH0004,146.835712574777,-41.9883908433958,SW
TCATCH0005,146.663981425394,-41.9768076457322,SW
TCATCH0006,146.652027274331,-41.9658046875666,SW
TCATCH0007,146.457591793785,-41.8833038363591,SW
TCATCH0008,146.587633197976,-41.8570515353586,SW
TCATCH0009,146.615100467001,-41.8859211273348,SW
TCATCH0010,146.682467,-41.791483,SW
TCATCH0011,146.689365493025,-41.852076869417,SW
TCATCH0012,147.085724332715,-42.0925648019984,SW
TCATNM0001,147.3154927,-41.7741562,SW
TCATNM0002,147.416814352398,-42.0520786960724,SW
TCATNM0003,147.433013848709,-42.0368028126304,SW
TCATNM0004,147.483909252638,-41.8456347956553,SW
TCATNM0005,147.607968395943,-41.7968974901796,SW
TCATNM0006,147.549261768962,-42.0524099125732,SW
VCAAUA0001,147.287730555556,-36.9089694444444,SW
VCAAUA0002,147.281038888889,-36.9145111111111,SW
VCAAUA0003,147.320052777778,-36.8621694444444,SW
VCAAUA0004,147.290138888889,-36.9077583333333,SW
VCAAUA0005,147.298661111111,-36.8926777777778,SW
VCAAUA0006,147.212772222222,-36.9162194444444,SW
VCAAUA0007,147.255583333333,-36.9078611111111,SW
VCAAUA0008,147.252316666667,-36.9030583333333,SW
VCAAUA0009,147.302516666667,-36.8940083333333,SW
VCAAUA0010,147.353497222222,-36.856725,SW
VCAAUA0011,147.164316666667,-37.1107194444444,SW
VCAAUA0012,147.155558333333,-37.1001194444444,SW
VCAAUA0013,146.751063888889,-37.4082555555556,SW
VCAAUA0014,146.755061111111,-37.4020805555556,SW
VCAAUA0015,146.764569444444,-37.3888472222222,SW
VCAMDD0001,141.610538888889,-34.9809861111111,SW
VCAMDD0002,141.651483333333,-34.9822944444444,SW
VCAMDD0003,141.728361111111,-34.9982944444444,SW
WAAAVW0001,118.943630555556,-31.9022361111111,SW
WAAAVW0002,118.905125,-31.8458333333333,SW
WAAAVW0003,116.9389,-32.4795055555556,SW
WAAAVW0004,116.935613888889,-32.4797055555556,SW
WAAAVW0005,116.966213,-29.6168112,SW
WAAAVW0006,116.9675461692,-29.6035453984477,SW
WAAAVW0007,116.9664337,-29.6720517,SW
WAACAR0001,114.366712441,-26.4081439438969,SW
WAACAR0002,114.27782,-26.48102,SW
WAACAR0003,114.098356445687,-26.5150794065721,SW
WAACAR0004,114.2202138,-26.3680647,SW
WAACEK0001,126.397922222222,-16.4615166666667,SW
WAACEK0002,125.242397222222,-17.0525694444444,SW
WAACEK0003,125.295561111111,-17.2379694444444,SW
WAACOO0001,119.518944444444,-31.3996111111111,SW
WAACOO0002,119.651388888889,-31.4016694444444,SW
WAACOO0003,119.647861111111,-31.3999722222222,SW
WAACOO0004,119.646555555556,-31.3988611111111,SW
WAACOO0005,119.809605555556,-31.6028805555556,SW
WAACOO0006,119.824122222222,-31.5963777777778,SW
WAACOO0007,119.807547222222,-31.6067222222222,SW
WAACOO0008,119.79227,-31.60951,SW
WAACOO0009,120.326108333333,-31.2391138888889,SW
WAACOO0010,120.329833333333,-31.2318083333333,SW
WAACOO0011,120.341938607,-31.252836247,SW
WAACOO0012,120.332297222222,-31.2373611111111,SW
WAACOO0016,120.308216666667,-31.2032166666667,SW
WAACOO0017,120.304930555556,-31.1696361111111,SW
WAACOO0018,120.317888888889,-31.195625,SW
WAACOO0019,120.265136111111,-31.2071083333333,SW
WAACOO0020,120.655138888889,-30.192,SW
WAACOO0021,120.650611111111,-30.1923333333333,SW
WAACOO0022,120.63275,-30.1953055555556,SW
WAACOO0023,120.641466944444,-30.1927941666667,SW
WAACOO0024,120.644138888889,-30.1854222222222,SW
WAACOO0025,120.598783333333,-30.1951194444444,SW
WAACOO0026,120.665680555556,-30.5303861111111,SW
WAACOO0027,120.660041666667,-30.5014861111111,SW
WAACOO0028,120.658136111111,-30.4875833333333,SW
WAACOO0029,120.626683333333,-30.4328972222222,SW
WAACOO0030,126.263391666667,-32.0121722222222,SW
WAACOO0031,120.257422222222,-30.6853222222222,SW
WAACOO0032,120.314936111111,-30.7885305555556,SW
WAADAL0001,124.945525,-17.4152666666667,SW
WAADAL0002,122.6500285,-17.8930594,SW
WAADAL0003,122.62896,-17.88259,SW
WAADAL0004,122.655865779901,-17.8915288930075,SW
WAADAL0005,123.031530253269,-17.4848908014956,SW
WAAESP0001,117.754269444444,-34.4769,SW
WAAGAS0001,120.559705555556,-23.4091333333333,SW
WAAGAS0002,120.479138888889,-23.3847,SW
WAAGES0001,114.528980555556,-27.5238166666667,SW
WAAGES0002,114.608266666667,-27.5095444444444,SW
WAAGES0003,114.692158333333,-27.6053944444444,SW
WAAGES0004,114.71816978296,-27.4970724972627,SW
WAAGES0005,114.674852716393,-27.5296808057064,SW
WAAGSD0001,121.474191666667,-19.8124638888889,SW
WAAGSD0002,121.376206521167,-19.7663681041586,SW
WAAGSD0003,121.458649,-19.797059,SW
WAAGSD0004,121.425019,-19.775212,SW
WAAGVD0001,125.13025,-29.6692638888889,SW
WAAGVD0007,124.39249,-30.413884,SW
WAAGVD0008,124.392637672043,-30.3021721305458,SW
WAAGVD0009,124.405381341065,-30.2642738691065,SW
WAAGVD0010,124.603989,-29.949171,SW
WAAGVD0011,124.605704004789,-29.9528501074947,SW
WAAGVD0012,124.611559868325,-29.9283253027115,SW
WAAGVD0014,124.712572987035,-29.8478028292902,SW
WAAGVD0015,124.689340745761,-29.8855406483772,SW
WAAGVD0016,124.702181937848,-29.8994966775035,SW
WAAGVD0017,124.672643793641,-29.9116758681175,SW
WAAHAM0001,128.285241666667,-31.9848333333333,SW
WAAHAM0002,128.237330555556,-31.8882611111111,SW
WAAHAM0003,128.288088888889,-31.7691,SW
WAAHAM0004,127.274283333333,-31.9524472222222,SW
WAAHAM0005,127.440336111111,-32.2258722222222,SW
WAAHAM0006,126.301886111111,-32.2191416666667,SW
WAAJAF0001,117.155436111111,-34.6191722222222,SW
WAAJAF0002,117.266086111111,-34.5995416666667,SW
WAAJAF0003,117.687625,-34.4036277777778,SW
WAALSD0001,120.723963888889,-25.0966444444444,SW
WAALSD0002,120.7392,-25.0572027777778,SW
WAALSD0003,120.6275,-25.2688666666667,SW
WAALSD0004,120.641333143478,-25.2647300000081,SW
WAAMAL0001,126.279308333333,-32.0631416666667,SW
WAAMAL0002,119.142836111111,-32.814725,SW
WAAMAL0003,119.158022222222,-32.8745888888889,SW
WAAMUR0001,121.013705555556,-28.0651111111111,SW
WAAMUR0002,120.966122222222,-28.143125,SW
WAAMUR0003,116.6355751,-26.8731969,SW
WAAMUR0004,116.5814233,-26.4917943,SW
WAAMUR0005,116.6085684,-26.5686423,SW
WAAMUR0006,116.7166219,-26.6949439,SW
WAAMUR0007,116.648383773263,-26.7993437125397,SW
WAAMUR0008,116.8295422,-26.7456814,SW
WAAMUR0028,120.698586111111,-27.3891611111111,SW
WAAMUR0029,120.682205555556,-27.3993694444444,SW
WAAMUR0030,120.691152777778,-27.382775,SW
WAAMUR0031,120.655516666667,-27.4386166666667,SW
WAANOK0001,126.214664839634,-15.2243456777205,SW
WAANOK0002,126.2081139,-15.2295384,SW
WAANOK0003,126.2793561,-14.8470567,SW
WAANOK0004,126.493138724,-14.783264094,SW
WAANOK0005,126.540517,-14.796853,SW
WAANOK0006,126.28239,-14.84238,SW
WAANOK0007,126.56193,-14.57553,SW
WAANOK0008,126.4903962,-14.7823306,SW
WAANUL0001,125.869944444444,-31.7340666666667,SW
WAANUL0002,125.861055555556,-31.6990694444444,SW
WAANUL0003,125.315836111111,-29.7187777777778,SW
WAANUL0004,127.071927777778,-29.4734361111111,SW
WAANUL0005,127.690208333333,-30.0122638888889,SW
WAANUL0006,127.730944444444,-30.0255694444444,SW
WAANUL0007,127.789519444444,-30.0354805555556,SW
WAANUL0008,127.91645,-30.0722555555556,SW
WAANUL0009,127.068638888889,-29.6561055555556,SW
WAAPIL0001,118.281502777778,-22.6008194444444,SW
WAAPIL0002,117.066358333333,-21.5912222222222,SW
WAAPIL0003,117.057005555556,-21.5411027777778,SW
WAAPIL0004,117.169836111111,-21.3949305555556,SW
WAAPIL0005,117.056258333333,-21.5712388888889,SW
WAAPIL0006,117.059097222222,-21.5642444444444,SW
WAAPIL0007,116.973991666667,-21.6771416666667,SW
WAAPIL0008,117.704727777778,-21.6628833333333,SW
WAAPIL0009,117.824405555556,-21.8727972222222,SW
WAAPIL0010,117.97935,-21.8570333333333,SW
WAAPIL0011,117.999286111111,-21.891925,SW
WAAPIL0012,118.314302777778,-22.6208583333333,SW
WAAPIL0013,118.293936111111,-22.6108555555556,SW
WAAPIL0014,118.224854816,-22.635899029,SW
WAAPIL0015,117.93565,-22.6092777777778,SW
WAAPIL0016,118.268075,-22.7235888888889,SW
WAAPIL0017,119.023691666667,-22.1338722222222,SW
WAAPIL0018,118.987772222222,-22.3355416666667,SW
WAAPIL0019,119.012908333333,-22.3029222222222,SW
WAAPIL0020,117.120475,-21.6144333333333,SW
WAAPIL0021,117.116136111111,-21.6064388888889,SW
WAAPIL0022,117.097355555556,-21.5814194444444,SW
WAAPIL0023,118.695491666667,-22.255,SW
WAAPIL0024,119.085222222222,-22.4671,SW
WAAPIL0025,119.708686111111,-22.7082138888889,SW
WAAPIL0026,119.631438888889,-22.7669277777778,SW
WAAPIL0027,119.773977777778,-22.6915666666667,SW
WAAPIL0028,119.840088888889,-22.6765527777778,SW
WAAPIL0029,119.917738888889,-22.6619361111111,SW
WAAPIL0030,119.632483333333,-23.3147388888889,SW
WAAPIL0031,119.265341666667,-23.1460472222222,SW
WAAPIL0032,119.237930555556,-23.1856638888889,SW
WAAPIL0033,119.202358333333,-23.2140083333333,SW
WAAPIL0034,120.217119444444,-23.3019861111111,SW
WAAPIL0035,120.344155555556,-23.365975,SW
WAASWA0001,115.902391666667,-32.3442472222222,SW
WAASWA0002,115.907163888889,-32.3351555555556,SW
WAASWA0003,115.913566666667,-32.3373194444444,SW
WAASWA0004,115.713483333333,-31.3754861111111,SW
WAAVIB0001,128.367061111111,-15.5786611111111,SW
WAAVIB0002,128.271597222222,-15.7198138888889,SW
WAAVIB0003,128.023327777778,-16.0062611111111,SW
WAAVIB0004,128.097883333333,-15.8196055555556,SW
WAAYAL0001,113.159072818851,-26.1462453631566,SW
WAAYAL0002,113.298021246241,-26.2520621508029,SW
WAAYAL0003,113.3194282,-26.2641743,SW
WAAYAL0004,113.3012957223,-26.2546195063196,SW
WAAYAL0005,113.3111487,-26.38997799,SW
WAAYAL0006,116.9988937,-29.4468232,SW
WAAYAL0007,116.952379968716,-29.506912846362,SW
WAAYAL0008,117.0301964,-29.4822659,SW
WAGCOO0001,120.642905555556,-30.4361277777778,SW
WAGCOO0002,120.642691666667,-30.3509916666667,SW
WAGCOO0004,120.806083333333,-30.4652583333333,SW
NSABBS0003,149.227,-30.4546,SW
NSABBS0004,149.247,-30.461,SW
NSABBS0005,149.28,-30.4988,SW
NSABBS0006,149.267,-30.5103,SW
NSABHC0001,141.434,-31.8934,SW
NSABHC0002,141.433,-31.927,SW
NSABHC0003,141.434,-31.8287,SW
NSABHC0004,141.948,-31.8473,SW
NSABHC0005,141.94,-31.845,SW
NSABHC0006,141.782,-31.8842,SW
NSABHC0007,141.764,-31.9011,SW
NSABHC0008,141.529,-31.8859,SW
NSABHC0009,141.697,-31.0802,SW
NSABHC0010,141.7,-31.0767,SW
NSABHC0011,141.678,-31.0253,SW
NSABHC0012,141.741,-31.0796,SW
NSABHC0013,141.601,-31.3239,SW
NSABHC0014,141.591,-31.3312,SW
NSABHC0016,141.061,-31.834,SW
NSABHC0017,141.193,-31.8433,SW
NTASSD0001,136.307,-25.3098,SW
NTASSD0002,133.247,-22.2836,SW
NTASSD0003,136.299,-25.2994,SW
NTASSD0004,136.275,-25.2533,SW
NTASSD0005,136.547,-25.7541,SW
NTASSD0006,136.548,-25.7534,SW
NTASSD0007,136.565,-25.7836,SW
NTASSD0009,136.011,-24.7817,SW
NTASSD0010,136.021,-24.7928,SW
QDASEQ0001,152.88,-27.389,SW
QDASEQ0002,151.633,-26.9026,SW
QDASEQ0003,152.877,-27.3911,SW
QDASEQ0004,152.876,-27.3901,SW
SAACHC0006,140.181,-27.5149,SW
SAASTP0015,136.678,-27.8657,SW
SAASTP0016,136.63,-27.835,SW
SAASTP0017,136.64,-27.8398,SW
SAASTP0018,136.428,-28.4334,SW
