"","site_location_name","ignition_d","OBJECTID","fire_id","fire_name","capture_da","extinguish","fire_type","ignition_c","capt_metho","area_ha","perim_km","state","agency","Shape__Are","Shape__Len","Data_Source.x","BurnDate","FirstDay","LastDay","Data_Source.y"
"636","NTTSTU0001",2004-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,316,24,"MODIS/061/MCD64A1"
"637","NTADAC0002",2005-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,74,144,"MODIS/061/MCD64A1"
"638","NTAGFU0036",2005-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,69.5,143,"MODIS/061/MCD64A1"
"639","NTAGFU0038",2005-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,103,175,"MODIS/061/MCD64A1"
"640","NTAGFU0039",2005-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,102,175,"MODIS/061/MCD64A1"
"641","WAANOK0005",2005-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,98,175,"MODIS/061/MCD64A1"
"642","NTAARP0004",2005-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,130,205,"MODIS/061/MCD64A1"
"643","NTAPCK0004",2005-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,129,205,"MODIS/061/MCD64A1"
"644","NTAPCK0007",2005-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,159.5,235,"MODIS/061/MCD64A1"
"645","NTAPCK0006",2005-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,191,267,"MODIS/061/MCD64A1"
"646","NTTDAC0001",2005-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,190,264,"MODIS/061/MCD64A1"
"647","WAANOK0007",2005-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.5,191,266,"MODIS/061/MCD64A1"
"648","NTAARP0003",2005-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,251,326,"MODIS/061/MCD64A1"
"649","QDACYP0003",2005-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,254,317,"MODIS/061/MCD64A1"
"650","QDACYP0011",2005-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,286,348,"MODIS/061/MCD64A1"
"651","QDAEIU0004",2005-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,313,9,"MODIS/061/MCD64A1"
"652","QDAEIU0005",2005-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,312,10,"MODIS/061/MCD64A1"
"653","QDAEIU0006",2005-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,312,14,"MODIS/061/MCD64A1"
"654","QDAEIU0007",2005-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,312,15,"MODIS/061/MCD64A1"
"655","WAAMUR0028",2005-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,312,16,"MODIS/061/MCD64A1"
"656","SAAKAN0010",2006-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,348,51,"MODIS/061/MCD64A1"
"657","NTAPCK2013",2006-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,105,174,"MODIS/061/MCD64A1"
"658","WAAVIB0004",2006-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,101,173,"MODIS/061/MCD64A1"
"659","NTAARP0004",2006-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,131,205,"MODIS/061/MCD64A1"
"660","NTAPCK0003",2006-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,129,205,"MODIS/061/MCD64A1"
"661","NTAPCK0004",2006-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,129,205,"MODIS/061/MCD64A1"
"662","NTAPCK0005",2006-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,132,205,"MODIS/061/MCD64A1"
"663","NTAPCK0007",2006-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,129,205,"MODIS/061/MCD64A1"
"664","NTAPCK1009",2006-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,132,205,"MODIS/061/MCD64A1"
"665","NTAPCK1010",2006-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,131,205,"MODIS/061/MCD64A1"
"666","NTAPCK1012",2006-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,131,205,"MODIS/061/MCD64A1"
"667","NTADAC0001",2006-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,160,236,"MODIS/061/MCD64A1"
"668","NTTDAC0001",2006-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,160,236,"MODIS/061/MCD64A1"
"669","WAANOK0001",2006-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,159,236,"MODIS/061/MCD64A1"
"670","WAANOK0002",2006-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,159,236,"MODIS/061/MCD64A1"
"671","WAANOK0008",2006-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,159,235,"MODIS/061/MCD64A1"
"672","NTAPCK0006",2006-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,190,267,"MODIS/061/MCD64A1"
"673","WAADAL0005",2006-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,190,267,"MODIS/061/MCD64A1"
"674","WAAVIB0003",2006-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,191,267,"MODIS/061/MCD64A1"
"675","QDACYP0010",2006-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,224,295,"MODIS/061/MCD64A1"
"676","WAAVIB0001",2006-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,221,295,"MODIS/061/MCD64A1"
"677","WAAVIB0003",2006-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,221,293,"MODIS/061/MCD64A1"
"678","NTAGFU0003",2006-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,252,328,"MODIS/061/MCD64A1"
"679","NTTDMR0002",2006-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,252,328,"MODIS/061/MCD64A1"
"680","NTTDMR0003",2006-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,252,328,"MODIS/061/MCD64A1"
"681","QDACYP0018",2006-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,254,317,"MODIS/061/MCD64A1"
"682","WAACEK0001",2006-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,251,326,"MODIS/061/MCD64A1"
"683","WAAPIL0031",2006-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,253,326,"MODIS/061/MCD64A1"
"684","NSTSYB0009",2006-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,283,351,"MODIS/061/MCD64A1"
"685","NTAGFU0021",2006-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,283,348,"MODIS/061/MCD64A1"
"686","NTAGFU0022",2006-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,282,344,"MODIS/061/MCD64A1"
"687","QDAGUP0023",2006-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,282,352.5,"MODIS/061/MCD64A1"
"688","SAAEYB0021",2006-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,282,351,"MODIS/061/MCD64A1"
"689","SAAKAN0005",2006-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,282,353,"MODIS/061/MCD64A1"
"690","WAAPIL0001",2006-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,283,358,"MODIS/061/MCD64A1"
"691","WAAPIL0008",2006-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,282,358,"MODIS/061/MCD64A1"
"692","WAAPIL0012",2006-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,283,358,"MODIS/061/MCD64A1"
"693","WAAPIL0013",2006-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,283,358,"MODIS/061/MCD64A1"
"694","WAAPIL0016",2006-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,283,358,"MODIS/061/MCD64A1"
"695","WAAPIL0023",2006-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,282,356,"MODIS/061/MCD64A1"
"696","NTAGFU0017",2006-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,313,22,"MODIS/061/MCD64A1"
"697","QDAGUP0023",2006-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,315,15,"MODIS/061/MCD64A1"
"698","WAAGSD0001",2006-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,312,24,"MODIS/061/MCD64A1"
"699","WAAPIL0015",2006-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,313,24,"MODIS/061/MCD64A1"
"700","WAAPIL0004",2007-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,343,55,"MODIS/061/MCD64A1"
"701","NTAGFU0006",2007-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,98,166,"MODIS/061/MCD64A1"
"702","NTAGFU0036",2007-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.5,129,205,"MODIS/061/MCD64A1"
"703","NTAGFU0038",2007-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,129,205,"MODIS/061/MCD64A1"
"704","NTAPCK0001",2007-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,130,205,"MODIS/061/MCD64A1"
"705","NTAPCK0003",2007-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,130,205,"MODIS/061/MCD64A1"
"706","NTAPCK0004",2007-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,130,205,"MODIS/061/MCD64A1"
"707","NTAPCK0007",2007-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.5,130,205,"MODIS/061/MCD64A1"
"708","NTAPCK1012",2007-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,130,205,"MODIS/061/MCD64A1"
"709","QDACYP0010",2007-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,137,192,"MODIS/061/MCD64A1"
"710","WAANOK0003",2007-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,129,204,"MODIS/061/MCD64A1"
"711","WAANOK0004",2007-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,129,205,"MODIS/061/MCD64A1"
"712","WAANOK0007",2007-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,129,205,"MODIS/061/MCD64A1"
"713","WAANOK0008",2007-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,129.5,205,"MODIS/061/MCD64A1"
"714","NTADMR0001",2007-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,190,266,"MODIS/061/MCD64A1"
"715","WAADAL0005",2007-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,190,267,"MODIS/061/MCD64A1"
"716","NTADAC0002",2007-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,222,293,"MODIS/061/MCD64A1"
"717","WAACEK0001",2007-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,221,296,"MODIS/061/MCD64A1"
"718","WAANOK0001",2007-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,221,294,"MODIS/061/MCD64A1"
"719","WAANOK0002",2007-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,221,296,"MODIS/061/MCD64A1"
"720","NTAGFU0007",2007-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,251,328,"MODIS/061/MCD64A1"
"721","NTAGFU0011",2007-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,251,328,"MODIS/061/MCD64A1"
"722","NTAGFU0012",2007-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,251,328,"MODIS/061/MCD64A1"
"723","NTAGFU0013",2007-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,251,328,"MODIS/061/MCD64A1"
"724","WAANOK0006",2007-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,251,328,"MODIS/061/MCD64A1"
"725","NTABRT0004",2007-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,283,357,"MODIS/061/MCD64A1"
"726","NTABRT0005",2007-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,283,357,"MODIS/061/MCD64A1"
"727","NTABRT0006",2007-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,283,357,"MODIS/061/MCD64A1"
"728","NTABRT0007",2007-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,283,357,"MODIS/061/MCD64A1"
"729","NTTSTU0001",2007-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,284,346,"MODIS/061/MCD64A1"
"730","QDAGUP0023",2007-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,282,349,"MODIS/061/MCD64A1"
"731","QDAGUP0029",2007-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,285,350,"MODIS/061/MCD64A1"
"732","QDAGUP0030",2007-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,285,350,"MODIS/061/MCD64A1"
"733","QDAGUP0031",2007-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,285,350,"MODIS/061/MCD64A1"
"734","WAAPIL0017",2007-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,282,355,"MODIS/061/MCD64A1"
"735","QDAEIU0004",2007-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,322,22,"MODIS/061/MCD64A1"
"736","SAAKAN0004",2007-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,318,24,"MODIS/061/MCD64A1"
"737","SAAKAN0007",2007-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,317,19,"MODIS/061/MCD64A1"
"738","SAAKAN0009",2007-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,318,24,"MODIS/061/MCD64A1"
"739","WAAPIL0034",2007-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,312,18,"MODIS/061/MCD64A1"
"740","WAAVIB0002",2008-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,75,144,"MODIS/061/MCD64A1"
"741","NTAARP0004",2008-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,101,175,"MODIS/061/MCD64A1"
"742","NTAPCK0003",2008-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,101,175,"MODIS/061/MCD64A1"
"743","NTAPCK0004",2008-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,101,175,"MODIS/061/MCD64A1"
"744","NTAPCK1009",2008-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,101,175,"MODIS/061/MCD64A1"
"745","NTAPCK1010",2008-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,101,175,"MODIS/061/MCD64A1"
"746","NTTPCK0001",2008-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,100,175,"MODIS/061/MCD64A1"
"747","WAANOK0001",2008-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,99,176,"MODIS/061/MCD64A1"
"748","WAANOK0002",2008-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,99,176,"MODIS/061/MCD64A1"
"749","WAAVIB0001",2008-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,99,176,"MODIS/061/MCD64A1"
"750","NTAARP0002",2008-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,130,206,"MODIS/061/MCD64A1"
"751","NTASTU0005",2008-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,160,237,"MODIS/061/MCD64A1"
"752","WAADAL0005",2008-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,161,237,"MODIS/061/MCD64A1"
"753","NTAPCK0007",2008-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.5,191,265,"MODIS/061/MCD64A1"
"754","NTTDAB0001",2008-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,192,266,"MODIS/061/MCD64A1"
"755","NTAPCK1011",2008-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,223,294,"MODIS/061/MCD64A1"
"756","NTAPCK1012",2008-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,223,294,"MODIS/061/MCD64A1"
"757","NTAPCK2013",2008-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,223,295,"MODIS/061/MCD64A1"
"758","NTAPCK2014",2008-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,223,294,"MODIS/061/MCD64A1"
"759","QDACYP0016",2008-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,248,285,"MODIS/061/MCD64A1"
"760","QDAGUP0027",2008-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,252,323,"MODIS/061/MCD64A1"
"761","WAACEK0002",2008-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,253,324,"MODIS/061/MCD64A1"
"762","WAACEK0003",2008-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,253,323,"MODIS/061/MCD64A1"
"763","QDAGUP0023",2008-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.5,284,347,"MODIS/061/MCD64A1"
"764","QDAGUP0024",2008-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,283,343,"MODIS/061/MCD64A1"
"765","NTAGFU0023",2008-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,314,3,"MODIS/061/MCD64A1"
"766","NTTDAC0001",2009-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,66,113,"MODIS/061/MCD64A1"
"767","QDABBS0002",2009-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,43,114,"MODIS/061/MCD64A1"
"768","QDABBS0003",2009-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,39,114,"MODIS/061/MCD64A1"
"769","NTADAC0001",2009-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,70,144,"MODIS/061/MCD64A1"
"770","NTAGFU0038",2009-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,69,143,"MODIS/061/MCD64A1"
"771","NTAGFU0039",2009-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,69,144,"MODIS/061/MCD64A1"
"772","QDABBS0003",2009-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,73,136,"MODIS/061/MCD64A1"
"773","WAAVIB0001",2009-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,68,143,"MODIS/061/MCD64A1"
"774","NTAGFU0026",2009-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,98,175,"MODIS/061/MCD64A1"
"775","WAANOK0002",2009-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,98,175,"MODIS/061/MCD64A1"
"776","NTAARP0004",2009-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,134,205,"MODIS/061/MCD64A1"
"777","NTAPCK0007",2009-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,134,205,"MODIS/061/MCD64A1"
"778","NTAPCK0004",2009-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,160,235,"MODIS/061/MCD64A1"
"779","NTAPCK0006",2009-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,159,234,"MODIS/061/MCD64A1"
"780","NTAPCK1009",2009-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,160,235,"MODIS/061/MCD64A1"
"781","NTAPCK1010",2009-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,160,235,"MODIS/061/MCD64A1"
"782","QDACYP0023",2009-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,222,297,"MODIS/061/MCD64A1"
"783","QDACYP0024",2009-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,222,296,"MODIS/061/MCD64A1"
"784","QDACYP0018",2009-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,252,321,"MODIS/061/MCD64A1"
"785","WAADAL0004",2009-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,251,328,"MODIS/061/MCD64A1"
"786","WAADAL0005",2009-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,251,328,"MODIS/061/MCD64A1"
"787","NTAGFU0023",2009-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,284,344,"MODIS/061/MCD64A1"
"788","NTAGFU0024",2009-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,283,347.5,"MODIS/061/MCD64A1"
"789","NTAGFU0025",2009-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,283,346,"MODIS/061/MCD64A1"
"790","NTASTU0001",2009-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,282,344,"MODIS/061/MCD64A1"
"791","NTASTU0002",2009-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,283,349,"MODIS/061/MCD64A1"
"792","NTASTU0003",2009-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,283.5,350,"MODIS/061/MCD64A1"
"793","QDAGUP0023",2009-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,282,349,"MODIS/061/MCD64A1"
"794","WAAVIB0004",2009-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,282,354,"MODIS/061/MCD64A1"
"795","QDABBS0001",2009-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,317,21,"MODIS/061/MCD64A1"
"796","QDABBS0004",2009-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,317,20,"MODIS/061/MCD64A1"
