training_set,pv_filter,npv_filter,bs_filter,loss_mean
Train,1.4532921397010166,1.3382962253464359,1.829395477799629,1.540327947615694
Test,21.067886594084403,21.299125632852245,26.077811462502424,22.81494122981303
