"date","NDVI","green_mean","pv"
1991-01-07,NA,NA,NA
1991-02-01,53.5163610351621,58.640376984127,57.4871794871795
1991-02-08,55.9703083444847,NA,60.0641025641026
1991-02-17,51.3315399846053,NA,60.8397435897436
1991-02-24,59.4112427723838,NA,61.2115384615385
1991-03-01,NA,58.640376984127,NA
1991-03-05,56.0252448359277,NA,60.4358974358974
1991-03-12,NA,NA,NA
1991-03-21,56.9577040899631,NA,60.775641025641
1991-03-28,27.0669736944337,NA,42.6428571428571
1991-04-01,NA,67.265063228366,NA
1991-04-06,55.8533971793166,NA,58.4166666666667
1991-04-13,56.2968335127656,NA,60.1858974358974
1991-04-22,56.2464800190213,NA,56.7820512820513
1991-04-29,58.4890087954142,NA,60.4871794871795
1991-05-01,NA,67.265063228366,NA
1991-05-08,55.8562454927293,NA,67.1849315068493
1991-05-15,58.838857413554,NA,63.974358974359
1991-05-24,51.6597890424635,NA,73
1991-05-31,57.632083673927,NA,63.9423076923077
1991-06-01,NA,67.265063228366,NA
1991-06-09,52.7246726461172,NA,78.3653846153846
1991-06-16,58.6546063026582,NA,66.4935897435897
1991-06-25,54.85291031853,NA,67
1991-07-01,NA,65.9466501240695,NA
1991-07-02,57.8043080092825,NA,59.6923076923077
1991-07-11,NA,NA,NA
1991-07-18,57.1637225191875,NA,63.1730769230769
1991-07-27,40.0208577481506,NA,38.8125
1991-08-01,NA,65.9466501240695,NA
1991-08-03,55.5952625311589,NA,60.1602564102564
1991-08-12,50.0798746504852,NA,54.0961538461538
1991-08-19,53.5028112629744,NA,54.9166666666667
1991-08-28,52.6267992972477,NA,54.3333333333333
1991-09-01,NA,65.9466501240695,NA
1991-09-04,50.585658191202,NA,51.9294871794872
1991-09-13,47.428676248328,NA,50.8717948717949
1991-09-20,48.9785250268514,NA,50.0384615384615
1991-09-29,47.6991311153886,NA,51.0384615384615
1991-10-01,NA,50.7003225006202,NA
1991-10-06,NA,NA,NA
1991-10-15,43.9053388371491,NA,48.7948717948718
1991-10-22,44.7759301242896,NA,48.6923076923077
1991-10-31,NA,NA,NA
1991-11-01,NA,50.7003225006202,NA
1991-11-07,46.7554455990416,NA,50.0769230769231
1991-11-16,45.2534960051189,NA,49.8717948717949
1991-11-23,NA,NA,NA
1991-12-01,NA,50.7003225006202,NA
1991-12-02,43.2032436662971,NA,50.0128205128205
1991-12-09,NA,NA,NA
1991-12-18,45.4832256002997,NA,50.8910256410256
1991-12-25,47.7213639992283,NA,51.6730769230769
1992-01-01,NA,55.1520337301587,NA
1992-01-03,46.9736080994387,NA,52.9166666666667
1992-01-10,51.5613908318635,NA,54.1923076923077
1992-01-19,49.1191519577081,NA,55.8333333333333
1992-01-26,53.061973076436,NA,54.3717948717949
1992-02-01,NA,55.1520337301587,NA
1992-02-04,44.7577235714751,NA,57.330985915493
1992-02-11,10.422899726005,NA,NA
1992-02-20,53.6440463313244,NA,58.025641025641
1992-02-27,NA,NA,40.6901408450704
1992-03-01,NA,55.1520337301587,NA
1992-03-07,46.6724639165893,NA,54.4567901234568
1992-03-14,57.5673227240665,NA,59.6858974358974
1992-03-23,NA,NA,NA
1992-03-30,55.0057675736718,NA,59.5512820512821
1992-04-01,NA,66.3886408730159,NA
1992-04-15,NA,NA,NA
1992-04-24,51.8025253997509,NA,58.3782051282051
1992-05-01,NA,66.3886408730159,NA
1992-05-10,53.4476978048334,NA,58.8205128205128
1992-05-17,NA,NA,NA
1992-05-26,NA,NA,NA
1992-06-01,NA,66.3886408730159,NA
1992-06-11,50.656051093356,NA,64.7820512820513
1992-06-18,13.2698023224356,NA,NA
1992-06-27,NA,NA,NA
1992-07-01,NA,67.2417555169849,NA
1992-07-04,53.8338510082972,NA,58.4423076923077
1992-07-13,51.5217635890106,NA,56.6282051282051
1992-07-20,NA,NA,NA
1992-07-29,53.4816112362713,NA,57.1474358974359
1992-08-01,NA,67.2417555169849,NA
1992-08-05,NA,NA,NA
1992-08-14,54.2863898017446,NA,58.0512820512821
1992-08-21,44.1982994262229,NA,47.974358974359
1992-08-30,NA,NA,NA
1992-09-01,NA,67.2417555169849,NA
1992-09-06,52.1341942320781,NA,53.4551282051282
1992-09-15,NA,NA,NA
1992-09-22,48.7696685988226,NA,52.2692307692308
1992-10-01,48.1320621281879,55.1950917203768,52.1923076923077
1992-10-24,47.3429228715332,NA,49.6153846153846
1992-11-01,NA,55.1950917203768,NA
1992-11-02,NA,NA,NA
1992-11-09,49.2360665369281,NA,50.0576923076923
1992-11-25,50.6822804853897,NA,52.6858974358974
1992-12-01,NA,55.1950917203768,NA
1992-12-04,NA,NA,53.6458333333333
1992-12-11,51.381687914375,NA,53.4551282051282
1992-12-20,50.0026442434699,NA,56.3717948717949
1992-12-27,52.4223286872531,NA,56.6025641025641
1993-01-01,NA,67.1610022326966,NA
1993-01-05,NA,NA,NA
1993-01-12,54.0674980443636,NA,59.5641025641026
1993-01-21,51.8442942644406,NA,60.4807692307692
1993-01-28,56.8541759493561,NA,63.3717948717949
1993-02-01,NA,67.1610022326966,NA
1993-02-06,51.5324753725523,NA,60.2371794871795
1993-02-13,60.0358596396036,NA,65.6153846153846
1993-02-22,59.2029661990954,NA,64.1282051282051
1993-03-01,60.525024996495,67.1610022326966,62.224358974359
1993-03-10,54.6721533453562,NA,62.0512820512821
1993-03-17,60.6251225869496,NA,65.3974358974359
1993-03-26,NA,NA,NA
1993-04-01,NA,70.640555280119,NA
1993-04-02,57.3046250822798,NA,61.8141025641026
1993-04-11,56.0598497373001,NA,60.1730769230769
1993-04-18,59.4388363310587,NA,63.0897435897436
1993-04-27,52.0559937530712,NA,58.2435897435897
1993-05-01,NA,70.640555280119,NA
1993-05-04,57.7090109949539,NA,62.275641025641
1993-05-13,NA,NA,NA
1993-05-20,57.9537362966623,NA,63.4294871794872
1993-05-29,NA,NA,NA
1993-06-01,NA,70.640555280119,NA
1993-06-05,53.0615086698311,NA,71.9679487179487
1993-06-14,56.5606572543465,NA,68.9615384615385
1993-06-21,56.8294642271172,NA,64
1993-06-30,50.0883472642127,NA,55.2191780821918
1993-07-01,NA,70.1299280932308,NA
1993-07-16,54.4036596366904,NA,60.2884615384615
1993-07-23,NA,NA,NA
1993-08-01,NA,70.1299280932308,NA
1993-08-08,60.5540194600482,NA,62.1474358974359
1993-08-17,56.5094838452317,NA,59.2884615384615
1993-08-24,55.5518933476139,NA,56.9358974358974
1993-09-01,NA,70.1299280932308,NA
1993-09-02,53.03318635041,NA,52.4038461538462
1993-09-09,57.6177013199428,NA,64.1987179487179
1993-09-18,53.8951205366584,NA,55.6282051282051
1993-09-25,55.2987180140716,NA,56.8525641025641
1993-10-01,NA,59.3415964303421,NA
1993-10-04,NA,NA,NA
1993-10-11,53.2743106217627,NA,53.9423076923077
1993-10-20,42.0260652741055,NA,51.3490566037736
1993-10-27,42.3327135639543,NA,48.1282051282051
1993-11-01,NA,59.3415964303421,NA
1993-11-05,52.969066512071,NA,56.6666666666667
1993-11-21,NA,NA,NA
1993-11-28,50.8664475040542,NA,53.7820512820513
1993-12-01,NA,59.3415964303421,NA
1993-12-14,NA,NA,NA
1993-12-23,NA,NA,NA
1993-12-30,56.7479828958582,NA,58.1794871794872
1994-01-01,NA,64.0900074386313,NA
1994-01-08,NA,NA,NA
1994-01-15,56.3017909039357,NA,60.5705128205128
1994-01-24,54.4758039360274,NA,59.4294871794872
1994-01-31,NA,NA,NA
1994-02-01,NA,64.0900074386313,NA
1994-02-25,NA,NA,NA
1994-03-01,NA,64.0900074386313,NA
1994-03-04,55.8726156768526,NA,67.25
1994-03-20,58.6521781589797,NA,61.4807692307692
1994-03-29,55.8516690157904,NA,61.0128205128205
1994-04-01,NA,67.510042152244,NA
1994-04-05,44.7199969441047,NA,54.0897435897436
1994-04-14,NA,NA,65.1538461538462
1994-04-21,57.7181031479851,NA,62.0320512820513
1994-04-30,NA,NA,NA
1994-05-01,NA,67.510042152244,NA
1994-05-07,59.9536222808742,NA,61.7884615384615
1994-05-16,57.7380176410105,NA,64.6025641025641
1994-05-23,58.4144986397314,NA,66.0769230769231
1994-06-01,54.1619035713578,67.510042152244,62.8717948717949
1994-06-08,NA,NA,NA
1994-06-17,56.9720821703811,NA,70.4807692307692
1994-06-24,37.7483469409993,NA,44.7371794871795
1994-07-01,NA,65.3900322340689,NA
1994-07-03,56.9300842482183,NA,63.724358974359
1994-07-26,57.752127808586,NA,64.5384615384615
1994-08-01,NA,65.3900322340689,NA
1994-08-04,NA,NA,57.8910256410256
1994-08-11,56.4209510227197,NA,57.8461538461538
1994-08-27,55.4894399874507,NA,57.5128205128205
1994-09-01,NA,65.3900322340689,NA
1994-09-05,NA,NA,NA
1994-09-12,50.1044389268341,NA,53.1217948717949
1994-09-21,53.3135096617382,NA,56.4871794871795
1994-09-28,19.4537152956785,NA,NA
1994-10-01,NA,56.3828415571535,NA
1994-10-07,NA,NA,NA
1994-10-14,51.0334664319902,NA,52.25
1994-10-23,NA,NA,NA
1994-10-30,NA,NA,NA
1994-11-01,NA,56.3828415571535,NA
1994-11-08,48.6399433575767,NA,51.8717948717949
1994-12-01,NA,56.3828415571535,NA
1994-12-10,NA,NA,NA
1994-12-17,48.9818957252152,NA,51.2051282051282
1995-01-01,NA,60.2973977695167,NA
1995-01-02,NA,NA,NA
1995-01-11,NA,NA,NA
1995-01-27,NA,NA,NA
1995-02-01,NA,60.2973977695167,NA
1995-02-03,51.4223501567106,NA,55.775641025641
1995-02-12,NA,NA,NA
1995-02-19,55.4812769049881,NA,58.6538461538462
1995-02-28,49.5862112572393,NA,53.4358974358974
1995-03-01,NA,60.2973977695167,NA
1995-03-07,58.804301504168,NA,66.0064102564103
1995-03-16,55.8879611944573,NA,58.0961538461538
1995-03-23,NA,NA,NA
1995-04-01,57.1503900345173,66.4692612791274,60.1346153846154
1995-04-17,58.5162736230811,NA,61.0384615384615
1995-04-24,57.9308308817577,NA,62.5897435897436
1995-05-01,NA,66.4692612791274,NA
1995-05-03,NA,NA,NA
1995-05-10,54.5921589785188,NA,61.6666666666667
1995-05-19,29.575529839072,NA,35.4
1995-06-01,NA,66.4692612791274,NA
1995-06-04,42.1145450122657,NA,57.4807692307692
1995-06-11,24.3748424027911,NA,NA
1995-06-20,NA,NA,NA
1995-06-27,NA,NA,NA
1995-07-01,NA,62.1361607142857,NA
1995-07-13,NA,NA,NA
1995-07-29,NA,NA,NA
1995-08-01,NA,62.1361607142857,NA
1995-08-07,NA,NA,NA
1995-08-14,56.6556955088148,NA,58.6410256410256
1995-08-23,54.0058147527907,NA,55.1153846153846
1995-08-30,55.1984136859947,NA,56.3974358974359
1995-09-01,NA,62.1361607142857,NA
1995-09-08,50.4217486431393,NA,54.8974358974359
1995-09-15,NA,NA,NA
1995-09-24,NA,NA,NA
1995-10-01,NA,56.9268897149938,NA
1995-10-10,51.2945100299186,NA,53.8717948717949
1995-10-17,52.7320914855732,NA,54.75
1995-10-26,48.3042646992021,NA,55.8421052631579
1995-11-01,NA,56.9268897149938,NA
1995-11-02,NA,NA,41.3661971830986
1995-11-11,36.3471485098902,NA,44.8717948717949
1995-11-18,44.2654626867647,NA,58.6089743589744
1995-11-27,NA,NA,NA
1995-12-01,NA,56.9268897149938,NA
1995-12-04,NA,NA,NA
1995-12-13,51.1268041052154,NA,56.2435897435897
1995-12-20,58.0391178212122,NA,59.6538461538462
1995-12-29,45.5254005704023,NA,51.4615384615385
1996-01-01,NA,65.7089737233515,NA
1996-01-14,58.1550590876908,NA,63.1217948717949
1996-01-30,NA,NA,NA
1996-02-01,NA,65.7089737233515,NA
1996-02-06,57.3902059183907,NA,58.4807692307692
1996-02-15,24.076108400558,NA,NA
1996-02-22,NA,NA,NA
1996-03-01,NA,65.7089737233515,NA
1996-03-02,53.7142652225478,NA,62.4423076923077
1996-03-09,62.0050931750007,NA,66.7884615384615
1996-03-18,59.5529628319251,NA,62.7564102564103
1996-03-25,62.6825771314746,NA,65.6346153846154
1996-04-01,NA,71.3976680724386,NA
1996-04-03,60.0794789518076,NA,64.0897435897436
1996-04-10,57.6133486621837,NA,55.4679487179487
1996-04-19,60.304905746883,NA,63.3717948717949
1996-04-26,NA,NA,NA
1996-05-01,NA,71.3976680724386,NA
1996-05-05,NA,NA,NA
1996-05-12,48.2473945628287,NA,77.7884615384615
1996-05-21,59.9565249847666,NA,69.2820512820513
1996-05-28,62.3840762045985,NA,69.7628205128205
1996-06-01,NA,71.3976680724386,NA
1996-06-06,NA,NA,NA
1996-06-13,NA,NA,NA
1996-06-29,NA,NA,NA
1996-07-01,NA,72.3846726190476,NA
1996-07-08,58.2385350652135,NA,69.3461538461538
1996-07-15,NA,NA,NA
1996-07-24,60.8770434558946,NA,74.224358974359
1996-07-31,61.8986804742901,NA,72.3525641025641
1996-08-01,NA,72.3846726190476,NA
1996-08-09,NA,NA,62.0769230769231
1996-08-16,NA,NA,NA
1996-08-25,60.1501679803113,NA,61.3653846153846
1996-09-01,62.7488026471592,72.3846726190476,66.4871794871795
1996-09-10,58.9497076098844,NA,60.0064102564103
1996-09-17,52.9782640042654,NA,57.4102564102564
1996-09-26,55.5291056867433,NA,58.8269230769231
1996-10-01,NA,63.7299776841061,NA
1996-10-03,NA,NA,NA
1996-10-12,56.0785102740117,NA,57.6730769230769
1996-10-19,57.785539780303,NA,59.7948717948718
1996-10-28,54.5291897740662,NA,59.2115384615385
1996-11-01,NA,63.7299776841061,NA
1996-11-13,NA,NA,NA
1996-11-20,55.4338278336432,NA,59.25
1996-11-29,56.5969340276104,NA,60.8461538461538
1996-12-01,NA,63.7299776841061,NA
1996-12-15,56.6300622511869,NA,61.9230769230769
1996-12-22,59.9713677526026,NA,63.0128205128205
1997-01-01,NA,72.060794044665,NA
1997-01-07,62.5381915597755,NA,64.3846153846154
1997-01-16,58.9253906831818,NA,64.8397435897436
1997-01-23,NA,NA,NA
1997-02-01,NA,72.060794044665,NA
1997-02-08,63.0810967367102,NA,70.25
1997-02-17,62.5642583888004,NA,72.3910256410256
1997-02-24,42.9382192548982,NA,54.6858974358974
1997-03-01,NA,72.060794044665,NA
1997-03-12,64.3025104342191,NA,70.0320512820513
1997-03-21,61.2780238830994,NA,66.4358974358974
1997-03-28,49.2547207989944,NA,78.0172413793103
1997-04-01,NA,74.5764939251178,NA
1997-04-06,62.650061728114,NA,66.9102564102564
1997-04-13,64.1652528870395,NA,70.3717948717949
1997-04-22,53.2807401747588,NA,58.5641025641026
1997-04-29,55.5664101548356,NA,69.0897435897436
1997-05-01,NA,74.5764939251178,NA
1997-05-08,61.8338269960209,NA,75.6346153846154
1997-05-24,63.0236781266462,NA,74.0576923076923
1997-05-31,64.6560428260821,NA,76.9102564102564
1997-06-01,NA,74.5764939251178,NA
1997-06-09,62.0981956114571,NA,73.2884615384615
1997-06-16,NA,NA,NA
1997-06-25,40.5921451658074,NA,60.236641221374
1997-07-01,NA,68.9343246592317,NA
1997-07-02,48.2055466692232,NA,40.9736842105263
1997-08-01,NA,68.9343246592317,NA
1997-08-03,NA,NA,NA
1997-08-12,60.2264493129175,NA,65.9871794871795
1997-08-28,56.5052657817349,NA,60.6730769230769
1997-09-01,NA,68.9343246592317,NA
1997-09-04,NA,NA,59.7272727272727
1997-09-13,56.188876497555,NA,61.7307692307692
1997-09-20,44.4729140600522,NA,43.8571428571429
1997-09-29,29.3306022339983,NA,46.1578947368421
1997-10-01,NA,64.2057001239157,NA
1997-10-15,NA,NA,56.7371794871795
1997-10-22,NA,NA,NA
1997-10-31,53.7349058006352,NA,59.1602564102564
1997-11-01,NA,64.2057001239157,NA
1997-11-07,55.7674728283024,NA,59.7179487179487
1997-11-16,45.9065732476046,NA,55.9487179487179
1997-11-23,56.5911144763595,NA,59.6282051282051
1997-12-01,NA,64.2057001239157,NA
1997-12-02,54.9605364903293,NA,59.9102564102564
1997-12-09,NA,NA,NA
1997-12-25,56.2855914628519,NA,61.5897435897436
1998-01-01,NA,70.4977678571429,NA
1998-01-03,49.2898702144474,NA,65.4807692307692
1998-01-10,60.0793642749039,NA,68.0192307692308
1998-01-19,59.0307824709003,NA,69.0192307692308
1998-01-26,NA,NA,NA
1998-02-01,NA,70.4977678571429,NA
1998-02-04,34.0404796445081,NA,51.0143884892086
1998-02-11,NA,NA,NA
1998-02-27,57.8114760797024,NA,63.8910256410256
1998-03-01,NA,70.4977678571429,NA
1998-03-08,NA,NA,NA
1998-03-15,41.2077286160136,NA,44.7068965517241
1998-03-24,51.5388203556462,NA,69.9679487179487
1998-03-31,NA,NA,NA
1998-04-01,NA,72.7893432465923,NA
1998-04-09,57.3206976008299,NA,69.3461538461538
1998-04-16,60.2409078454979,NA,67.6474358974359
1998-04-25,62.0431275270326,NA,69.1474358974359
1998-05-01,NA,72.7893432465923,NA
1998-05-02,31.6066545417902,NA,44.3684210526316
1998-05-11,59.0333084168132,NA,65.6666666666667
1998-05-18,NA,NA,NA
1998-05-27,57.994644058661,NA,65.2051282051282
1998-06-01,NA,72.7893432465923,NA
1998-06-03,61.2582321586782,NA,73.5576923076923
1998-06-12,NA,NA,NA
1998-07-01,NA,72.8541666666667,NA
1998-07-14,52.5876628069142,NA,73.3910256410256
1998-07-21,NA,NA,NA
1998-07-30,NA,NA,NA
1998-08-01,NA,72.8541666666667,NA
1998-08-06,NA,NA,NA
1998-08-15,56.2436027149966,NA,69.75
1998-08-31,NA,NA,NA
1998-09-01,NA,72.8541666666667,NA
1998-09-07,NA,NA,NA
1998-09-16,57.6282554542756,NA,63.0897435897436
1998-10-01,NA,61.1732771442737,NA
1998-10-02,57.1163559041746,NA,59.0512820512821
1998-10-09,NA,NA,NA
1998-10-18,54.9388018155838,NA,60.6538461538462
1998-10-25,NA,NA,NA
1998-11-01,NA,61.1732771442737,NA
1998-11-03,54.2145589093601,NA,58.2692307692308
1998-11-10,43.8033727816908,NA,52.9935897435897
1998-11-19,47.8766759283147,NA,55.1923076923077
1998-11-26,NA,NA,NA
1998-12-01,NA,61.1732771442737,NA
1998-12-05,38.0125784788106,NA,51.9411764705882
1998-12-12,55.8096306173382,NA,60.9102564102564
1998-12-21,54.1151323656892,NA,62.2884615384615
1998-12-28,NA,NA,NA
1999-01-01,NA,68.5493306891423,NA
1999-01-06,56.6054171977985,NA,64.9038461538462
1999-01-13,27.4745829888051,NA,49.2
1999-01-22,58.9566072905782,NA,66.5064102564103
1999-02-01,NA,68.5493306891423,NA
1999-02-14,61.7029869864392,NA,68.3397435897436
1999-03-01,NA,68.5493306891423,NA
1999-03-18,NA,NA,NA
1999-03-27,58.9695427826269,NA,66
1999-04-01,NA,74.4609665427509,NA
1999-04-03,NA,NA,NA
1999-04-12,62.6182069620193,NA,70.1282051282051
1999-04-19,63.14985720512,NA,70.0705128205128
1999-04-28,52.2337000410963,NA,65.9903846153846
1999-05-01,NA,74.4609665427509,NA
1999-05-05,62.827814693821,NA,62.4358974358974
1999-05-14,NA,NA,NA
1999-05-21,62.6041133652323,NA,72.8589743589744
1999-05-30,NA,NA,NA
1999-06-01,NA,74.4609665427509,NA
1999-06-15,NA,NA,NA
1999-06-22,NA,NA,NA
1999-07-01,NA,71.5055762081784,NA
1999-07-08,NA,NA,NA
1999-07-09,62.7403154382512,NA,72.2692307692308
1999-07-16,NA,NA,NA
1999-07-17,NA,NA,NA
1999-07-24,62.7875948414711,NA,73.0448717948718
1999-07-25,64.7581746000915,NA,69.3782051282051
1999-08-01,NA,71.5055762081784,NA
1999-08-02,60.7998595729751,NA,62.7564102564103
1999-08-09,63.4585383235171,NA,70.775641025641
1999-08-10,62.3262025963387,NA,68.3012820512821
1999-08-17,63.441919075462,NA,66.9871794871795
1999-08-18,59.836859704744,NA,63.5
1999-08-25,61.1519736341475,NA,65.525641025641
1999-09-01,NA,71.5055762081784,NA
1999-09-02,NA,NA,NA
1999-09-03,58.7889496705694,NA,65.4615384615385
1999-09-10,60.3348927846548,NA,67.3397435897436
1999-09-18,60.9509179888457,NA,62.8012820512821
1999-09-19,55.9994389006378,NA,60.3846153846154
1999-09-26,NA,NA,NA
1999-09-27,58.3348884428149,NA,62.2435897435897
1999-10-01,NA,64.8829655343417,NA
1999-10-04,59.202211580337,NA,63.3589743589744
1999-10-20,58.727144979958,NA,60.5833333333333
1999-10-28,31.2474551351295,NA,75.8269230769231
1999-11-01,NA,64.8829655343417,NA
1999-11-06,54.212255903074,NA,NA
1999-11-13,55.738598895504,NA,60.1153846153846
1999-11-14,54.4318690677273,NA,59.7948717948718
1999-11-21,47.7068805926029,NA,63.46875
1999-11-22,54.9206941449924,NA,61.7179487179487
1999-11-29,56.7425893468172,NA,62.4487179487179
1999-11-30,53.3990933566544,NA,58.8910256410256
1999-12-01,NA,64.8829655343417,NA
1999-12-07,55.093618815609,NA,59.3141025641026
1999-12-08,NA,NA,NA
2000-01-01,NA,71.6744359037937,NA
