time,x,y,bs,pv,npv,ue,spatial_ref
2022-01-01 01:07:17.765757,319415.0,7534865.0,29.0,16.0,54.0,10.0,28353
2022-01-01 01:07:17.765757,319415.0,7534855.0,47.0,12.0,39.0,9.0,28353
2022-01-01 01:07:17.765757,319415.0,7534845.0,47.0,12.0,39.0,9.0,28353
2022-01-01 01:07:17.765757,319415.0,7534835.0,47.0,12.0,39.0,9.0,28353
2022-01-01 01:07:17.765757,319415.0,7534825.0,28.0,16.0,55.0,12.0,28353
2022-01-01 01:07:17.765757,319425.0,7534865.0,36.0,16.0,46.0,10.0,28353
2022-01-01 01:07:17.765757,319425.0,7534855.0,40.0,9.0,50.0,9.0,28353
2022-01-01 01:07:17.765757,319425.0,7534845.0,40.0,9.0,50.0,9.0,28353
2022-01-01 01:07:17.765757,319425.0,7534835.0,40.0,9.0,50.0,9.0,28353
2022-01-01 01:07:17.765757,319425.0,7534825.0,33.0,14.0,51.0,11.0,28353
2022-01-01 01:07:17.765757,319435.0,7534865.0,36.0,16.0,46.0,10.0,28353
2022-01-01 01:07:17.765757,319435.0,7534855.0,40.0,9.0,50.0,9.0,28353
2022-01-01 01:07:17.765757,319435.0,7534845.0,40.0,9.0,50.0,9.0,28353
2022-01-01 01:07:17.765757,319435.0,7534835.0,40.0,9.0,50.0,9.0,28353
2022-01-01 01:07:17.765757,319435.0,7534825.0,33.0,14.0,51.0,11.0,28353
2022-01-01 01:07:17.765757,319445.0,7534865.0,36.0,16.0,46.0,10.0,28353
2022-01-01 01:07:17.765757,319445.0,7534855.0,40.0,9.0,50.0,9.0,28353
2022-01-01 01:07:17.765757,319445.0,7534845.0,40.0,9.0,50.0,9.0,28353
2022-01-01 01:07:17.765757,319445.0,7534835.0,40.0,9.0,50.0,9.0,28353
2022-01-01 01:07:17.765757,319445.0,7534825.0,33.0,14.0,51.0,11.0,28353
2022-01-01 01:07:17.765757,319455.0,7534865.0,41.0,15.0,43.0,10.0,28353
2022-01-01 01:07:17.765757,319455.0,7534855.0,35.0,12.0,51.0,10.0,28353
2022-01-01 01:07:17.765757,319455.0,7534845.0,35.0,12.0,51.0,10.0,28353
2022-01-01 01:07:17.765757,319455.0,7534835.0,35.0,12.0,51.0,10.0,28353
2022-01-01 01:07:17.765757,319455.0,7534825.0,33.0,12.0,54.0,11.0,28353
2022-01-08 23:53:38.389719,319415.0,7534865.0,40.0,10.0,49.0,11.0,28353
2022-01-08 23:53:38.389719,319415.0,7534855.0,43.0,12.0,44.0,10.0,28353
2022-01-08 23:53:38.389719,319415.0,7534845.0,43.0,12.0,44.0,10.0,28353
2022-01-08 23:53:38.389719,319415.0,7534835.0,43.0,12.0,44.0,10.0,28353
2022-01-08 23:53:38.389719,319415.0,7534825.0,26.0,18.0,55.0,13.0,28353
2022-01-08 23:53:38.389719,319425.0,7534865.0,39.0,11.0,49.0,10.0,28353
2022-01-08 23:53:38.389719,319425.0,7534855.0,35.0,17.0,46.0,10.0,28353
2022-01-08 23:53:38.389719,319425.0,7534845.0,35.0,17.0,46.0,10.0,28353
2022-01-08 23:53:38.389719,319425.0,7534835.0,35.0,17.0,46.0,10.0,28353
2022-01-08 23:53:38.389719,319425.0,7534825.0,34.0,10.0,55.0,12.0,28353
2022-01-08 23:53:38.389719,319435.0,7534865.0,39.0,11.0,49.0,10.0,28353
2022-01-08 23:53:38.389719,319435.0,7534855.0,35.0,17.0,46.0,10.0,28353
2022-01-08 23:53:38.389719,319435.0,7534845.0,35.0,17.0,46.0,10.0,28353
2022-01-08 23:53:38.389719,319435.0,7534835.0,35.0,17.0,46.0,10.0,28353
2022-01-08 23:53:38.389719,319435.0,7534825.0,34.0,10.0,55.0,12.0,28353
2022-01-08 23:53:38.389719,319445.0,7534865.0,39.0,11.0,49.0,10.0,28353
2022-01-08 23:53:38.389719,319445.0,7534855.0,35.0,17.0,46.0,10.0,28353
2022-01-08 23:53:38.389719,319445.0,7534845.0,35.0,17.0,46.0,10.0,28353
2022-01-08 23:53:38.389719,319445.0,7534835.0,35.0,17.0,46.0,10.0,28353
2022-01-08 23:53:38.389719,319445.0,7534825.0,34.0,10.0,55.0,12.0,28353
2022-01-08 23:53:38.389719,319455.0,7534865.0,37.0,12.0,49.0,11.0,28353
2022-01-08 23:53:38.389719,319455.0,7534855.0,37.0,13.0,49.0,10.0,28353
2022-01-08 23:53:38.389719,319455.0,7534845.0,37.0,13.0,49.0,10.0,28353
2022-01-08 23:53:38.389719,319455.0,7534835.0,37.0,13.0,49.0,10.0,28353
2022-01-08 23:53:38.389719,319455.0,7534825.0,35.0,10.0,54.0,12.0,28353
2022-01-17 01:07:15.747744,319415.0,7534865.0,,,,,28353
2022-01-17 01:07:15.747744,319415.0,7534855.0,,,,,28353
2022-01-17 01:07:15.747744,319415.0,7534845.0,,,,,28353
2022-01-17 01:07:15.747744,319415.0,7534835.0,,,,,28353
2022-01-17 01:07:15.747744,319415.0,7534825.0,,,,,28353
2022-01-17 01:07:15.747744,319425.0,7534865.0,,,,,28353
2022-01-17 01:07:15.747744,319425.0,7534855.0,,,,,28353
2022-01-17 01:07:15.747744,319425.0,7534845.0,,,,,28353
2022-01-17 01:07:15.747744,319425.0,7534835.0,,,,,28353
2022-01-17 01:07:15.747744,319425.0,7534825.0,,,,,28353
2022-01-17 01:07:15.747744,319435.0,7534865.0,,,,,28353
2022-01-17 01:07:15.747744,319435.0,7534855.0,,,,,28353
2022-01-17 01:07:15.747744,319435.0,7534845.0,,,,,28353
2022-01-17 01:07:15.747744,319435.0,7534835.0,,,,,28353
2022-01-17 01:07:15.747744,319435.0,7534825.0,,,,,28353
2022-01-17 01:07:15.747744,319445.0,7534865.0,,,,,28353
2022-01-17 01:07:15.747744,319445.0,7534855.0,,,,,28353
2022-01-17 01:07:15.747744,319445.0,7534845.0,,,,,28353
2022-01-17 01:07:15.747744,319445.0,7534835.0,,,,,28353
2022-01-17 01:07:15.747744,319445.0,7534825.0,,,,,28353
2022-01-17 01:07:15.747744,319455.0,7534865.0,,,,,28353
2022-01-17 01:07:15.747744,319455.0,7534855.0,,,,,28353
2022-01-17 01:07:15.747744,319455.0,7534845.0,,,,,28353
2022-01-17 01:07:15.747744,319455.0,7534835.0,,,,,28353
2022-01-17 01:07:15.747744,319455.0,7534825.0,,,,,28353
2022-01-24 23:52:06.920132,319415.0,7534865.0,,,,,28353
2022-01-24 23:52:06.920132,319415.0,7534855.0,,,,,28353
2022-01-24 23:52:06.920132,319415.0,7534845.0,,,,,28353
2022-01-24 23:52:06.920132,319415.0,7534835.0,,,,,28353
2022-01-24 23:52:06.920132,319415.0,7534825.0,,,,,28353
2022-01-24 23:52:06.920132,319425.0,7534865.0,,,,,28353
2022-01-24 23:52:06.920132,319425.0,7534855.0,,,,,28353
2022-01-24 23:52:06.920132,319425.0,7534845.0,,,,,28353
2022-01-24 23:52:06.920132,319425.0,7534835.0,,,,,28353
2022-01-24 23:52:06.920132,319425.0,7534825.0,,,,,28353
2022-01-24 23:52:06.920132,319435.0,7534865.0,,,,,28353
2022-01-24 23:52:06.920132,319435.0,7534855.0,,,,,28353
2022-01-24 23:52:06.920132,319435.0,7534845.0,,,,,28353
2022-01-24 23:52:06.920132,319435.0,7534835.0,,,,,28353
2022-01-24 23:52:06.920132,319435.0,7534825.0,,,,,28353
2022-01-24 23:52:06.920132,319445.0,7534865.0,,,,,28353
2022-01-24 23:52:06.920132,319445.0,7534855.0,,,,,28353
2022-01-24 23:52:06.920132,319445.0,7534845.0,,,,,28353
2022-01-24 23:52:06.920132,319445.0,7534835.0,,,,,28353
2022-01-24 23:52:06.920132,319445.0,7534825.0,,,,,28353
2022-01-24 23:52:06.920132,319455.0,7534865.0,,,,,28353
2022-01-24 23:52:06.920132,319455.0,7534855.0,,,,,28353
2022-01-24 23:52:06.920132,319455.0,7534845.0,,,,,28353
2022-01-24 23:52:06.920132,319455.0,7534835.0,,,,,28353
2022-01-24 23:52:06.920132,319455.0,7534825.0,,,,,28353
2022-02-02 01:07:11.170907,319415.0,7534865.0,,,,,28353
2022-02-02 01:07:11.170907,319415.0,7534855.0,,,,,28353
2022-02-02 01:07:11.170907,319415.0,7534845.0,,,,,28353
2022-02-02 01:07:11.170907,319415.0,7534835.0,,,,,28353
2022-02-02 01:07:11.170907,319415.0,7534825.0,,,,,28353
2022-02-02 01:07:11.170907,319425.0,7534865.0,,,,,28353
2022-02-02 01:07:11.170907,319425.0,7534855.0,,,,,28353
2022-02-02 01:07:11.170907,319425.0,7534845.0,,,,,28353
2022-02-02 01:07:11.170907,319425.0,7534835.0,,,,,28353
2022-02-02 01:07:11.170907,319425.0,7534825.0,,,,,28353
2022-02-02 01:07:11.170907,319435.0,7534865.0,,,,,28353
2022-02-02 01:07:11.170907,319435.0,7534855.0,,,,,28353
2022-02-02 01:07:11.170907,319435.0,7534845.0,,,,,28353
2022-02-02 01:07:11.170907,319435.0,7534835.0,,,,,28353
2022-02-02 01:07:11.170907,319435.0,7534825.0,,,,,28353
2022-02-02 01:07:11.170907,319445.0,7534865.0,,,,,28353
2022-02-02 01:07:11.170907,319445.0,7534855.0,,,,,28353
2022-02-02 01:07:11.170907,319445.0,7534845.0,,,,,28353
2022-02-02 01:07:11.170907,319445.0,7534835.0,,,,,28353
2022-02-02 01:07:11.170907,319445.0,7534825.0,,,,,28353
2022-02-02 01:07:11.170907,319455.0,7534865.0,,,,,28353
2022-02-02 01:07:11.170907,319455.0,7534855.0,,,,,28353
2022-02-02 01:07:11.170907,319455.0,7534845.0,,,,,28353
2022-02-02 01:07:11.170907,319455.0,7534835.0,,,,,28353
2022-02-02 01:07:11.170907,319455.0,7534825.0,,,,,28353
2022-02-18 01:07:05.874996,319415.0,7534865.0,28.0,22.0,49.0,11.0,28353
2022-02-18 01:07:05.874996,319415.0,7534855.0,30.0,24.0,45.0,11.0,28353
2022-02-18 01:07:05.874996,319415.0,7534845.0,30.0,24.0,45.0,11.0,28353
2022-02-18 01:07:05.874996,319415.0,7534835.0,30.0,24.0,45.0,11.0,28353
2022-02-18 01:07:05.874996,319415.0,7534825.0,19.0,28.0,51.0,14.0,28353
2022-02-18 01:07:05.874996,319425.0,7534865.0,23.0,24.0,52.0,12.0,28353
2022-02-18 01:07:05.874996,319425.0,7534855.0,36.0,21.0,42.0,11.0,28353
2022-02-18 01:07:05.874996,319425.0,7534845.0,36.0,21.0,42.0,11.0,28353
2022-02-18 01:07:05.874996,319425.0,7534835.0,36.0,21.0,42.0,11.0,28353
2022-02-18 01:07:05.874996,319425.0,7534825.0,19.0,28.0,52.0,13.0,28353
2022-02-18 01:07:05.874996,319435.0,7534865.0,23.0,24.0,52.0,12.0,28353
2022-02-18 01:07:05.874996,319435.0,7534855.0,36.0,21.0,42.0,11.0,28353
2022-02-18 01:07:05.874996,319435.0,7534845.0,36.0,21.0,42.0,11.0,28353
2022-02-18 01:07:05.874996,319435.0,7534835.0,36.0,21.0,42.0,11.0,28353
2022-02-18 01:07:05.874996,319435.0,7534825.0,19.0,28.0,52.0,13.0,28353
2022-02-18 01:07:05.874996,319445.0,7534865.0,23.0,24.0,52.0,12.0,28353
2022-02-18 01:07:05.874996,319445.0,7534855.0,36.0,21.0,42.0,11.0,28353
2022-02-18 01:07:05.874996,319445.0,7534845.0,36.0,21.0,42.0,11.0,28353
2022-02-18 01:07:05.874996,319445.0,7534835.0,36.0,21.0,42.0,11.0,28353
2022-02-18 01:07:05.874996,319445.0,7534825.0,19.0,28.0,52.0,13.0,28353
2022-02-18 01:07:05.874996,319455.0,7534865.0,23.0,25.0,51.0,12.0,28353
2022-02-18 01:07:05.874996,319455.0,7534855.0,30.0,20.0,49.0,11.0,28353
2022-02-18 01:07:05.874996,319455.0,7534845.0,30.0,20.0,49.0,11.0,28353
2022-02-18 01:07:05.874996,319455.0,7534835.0,30.0,20.0,49.0,11.0,28353
2022-02-18 01:07:05.874996,319455.0,7534825.0,20.0,27.0,52.0,13.0,28353
2022-03-06 01:07:03.086015,319415.0,7534865.0,,,,,28353
2022-03-06 01:07:03.086015,319415.0,7534855.0,,,,,28353
2022-03-06 01:07:03.086015,319415.0,7534845.0,,,,,28353
2022-03-06 01:07:03.086015,319415.0,7534835.0,,,,,28353
2022-03-06 01:07:03.086015,319415.0,7534825.0,,,,,28353
2022-03-06 01:07:03.086015,319425.0,7534865.0,,,,,28353
2022-03-06 01:07:03.086015,319425.0,7534855.0,,,,,28353
2022-03-06 01:07:03.086015,319425.0,7534845.0,,,,,28353
2022-03-06 01:07:03.086015,319425.0,7534835.0,,,,,28353
2022-03-06 01:07:03.086015,319425.0,7534825.0,,,,,28353
2022-03-06 01:07:03.086015,319435.0,7534865.0,,,,,28353
2022-03-06 01:07:03.086015,319435.0,7534855.0,,,,,28353
2022-03-06 01:07:03.086015,319435.0,7534845.0,,,,,28353
2022-03-06 01:07:03.086015,319435.0,7534835.0,,,,,28353
2022-03-06 01:07:03.086015,319435.0,7534825.0,,,,,28353
2022-03-06 01:07:03.086015,319445.0,7534865.0,,,,,28353
2022-03-06 01:07:03.086015,319445.0,7534855.0,,,,,28353
2022-03-06 01:07:03.086015,319445.0,7534845.0,,,,,28353
2022-03-06 01:07:03.086015,319445.0,7534835.0,,,,,28353
2022-03-06 01:07:03.086015,319445.0,7534825.0,,,,,28353
2022-03-06 01:07:03.086015,319455.0,7534865.0,,,,,28353
2022-03-06 01:07:03.086015,319455.0,7534855.0,,,,,28353
2022-03-06 01:07:03.086015,319455.0,7534845.0,,,,,28353
2022-03-06 01:07:03.086015,319455.0,7534835.0,,,,,28353
2022-03-06 01:07:03.086015,319455.0,7534825.0,,,,,28353
2022-03-22 01:06:54.109110,319415.0,7534865.0,42.0,13.0,43.0,10.0,28353
2022-03-22 01:06:54.109110,319415.0,7534855.0,35.0,16.0,47.0,10.0,28353
2022-03-22 01:06:54.109110,319415.0,7534845.0,35.0,16.0,47.0,10.0,28353
2022-03-22 01:06:54.109110,319415.0,7534835.0,35.0,16.0,47.0,10.0,28353
2022-03-22 01:06:54.109110,319415.0,7534825.0,30.0,17.0,52.0,12.0,28353
2022-03-22 01:06:54.109110,319425.0,7534865.0,37.0,12.0,50.0,11.0,28353
2022-03-22 01:06:54.109110,319425.0,7534855.0,43.0,14.0,41.0,10.0,28353
2022-03-22 01:06:54.109110,319425.0,7534845.0,43.0,14.0,41.0,10.0,28353
2022-03-22 01:06:54.109110,319425.0,7534835.0,43.0,14.0,41.0,10.0,28353
2022-03-22 01:06:54.109110,319425.0,7534825.0,27.0,15.0,56.0,12.0,28353
2022-03-22 01:06:54.109110,319435.0,7534865.0,37.0,12.0,50.0,11.0,28353
2022-03-22 01:06:54.109110,319435.0,7534855.0,43.0,14.0,41.0,10.0,28353
2022-03-22 01:06:54.109110,319435.0,7534845.0,43.0,14.0,41.0,10.0,28353
2022-03-22 01:06:54.109110,319435.0,7534835.0,43.0,14.0,41.0,10.0,28353
2022-03-22 01:06:54.109110,319435.0,7534825.0,27.0,15.0,56.0,12.0,28353
2022-03-22 01:06:54.109110,319445.0,7534865.0,37.0,12.0,50.0,11.0,28353
2022-03-22 01:06:54.109110,319445.0,7534855.0,43.0,14.0,41.0,10.0,28353
2022-03-22 01:06:54.109110,319445.0,7534845.0,43.0,14.0,41.0,10.0,28353
