,Unnamed: 0,x,y,bs,pv,npv,ue,spatial_ref,pv_filter,npv_filter,bs_filter,month,year,dayofyear,month_cir,dayofyear_cir,pv_lag,npv_lag,bs_lag,pv_change,npv_change,bs_change,photoperiod,photoperiod_gradient,days_since_fire,fire_severity,grass,shrub,tree,SLGA_1,SLGA_2,SLGA_3,DER_000_999,precip,tmax,tmin,vapourpres_h09,vapourpres_h15,MAT,MAP,VPD,precip_30,precip_90,precip_180,precip_365,precip_730,precip_1095,precip_1460,VPD_lag,VPD_7,VPD_14,VPD_30,tmax_lag,tmax_7,tmax_14,tmax_30,tmin_lag,tmin_7,tmin_14,tmin_30,time,CO2
0,1.0,558085.0,7083625.0,81.3140495867769,0.0,17.8347107438017,4.03305785123967,28353.0,0.5449012358314147,13.31678388515048,85.1735113412482,9,1987,259,0.6816387600233341,0.6515220604216373,,,,,,,11.927834981138009,,10950,0,3.9,8.4,0.0,0.0316434452331701,2.4930899742335537,-0.354284484821462,13.879695,0.0,30.65216064453125,12.1768798828125,6.78594970703125,5.5528564453125,22.718371679786635,162.31873914930554,2.2886886445320003,4.8330078125,10.67578125,4.74609375,67.3544921875,109.4384765625,85.3046875,305.3818359375,1.5603038810134506,9.37267853993668,9.50324996586575,21.59112904368542,25.740234375,155.9501953125,171.3603515625,372.259765625,6.83203125,44.6005859375,69.6845703125,111.966796875,1987-09-16,348.25
1,2.0,558085.0,7083625.0,86.3801652892562,0.371900826446281,12.0,4.0,28353.0,0.0,15.954574144251023,83.24331088187783,10,1987,275,0.7401768531960371,0.6841405417018135,0.5449012358314147,13.31678388515048,85.1735113412482,,,,12.339352546190309,0.41151756505229997,10950,0,3.9,8.4,0.0,0.0316434452331701,2.4930899742335537,-0.354284484821462,13.879695,0.0,32.71807861328125,14.62335205078125,7.86480712890625,7.2242431640625,22.718371679786635,162.31873914930554,2.5466660797780003,0.0009765625,4.83203125,15.421875,66.2705078125,110.5224609375,75.2939453125,315.3876953125,1.409927696388109,14.81699140785913,17.99663055654239,24.481032525939,24.9345703125,184.51953125,223.740234375,410.291015625,7.671875,91.681640625,78.8427734375,137.7509765625,1987-10-02,348.25
2,2.5,558085.0,7083625.0,84.0289256198347,0.1859504132231405,14.6611570247934,3.6033057851239647,28353.0,0.0,18.502444116595004,80.72425683748426,10,1987,291,0.7401768531960371,0.7154446155112547,0.0,15.954574144251023,83.24331088187783,0.09297520661157024,-1.58677685950415,1.3574380165288957,12.7479968902511,0.4086443440607912,10950,0,3.9,8.4,0.0,0.0316434452331701,2.4930899742335537,-0.354284484821462,13.879695,0.0,34.7017822265625,18.38873291015625,9.07550048828125,8.69580078125,22.718371679786635,162.31873914930554,2.926818232398184,0.0,4.8330078125,15.421875,61.853515625,101.45703125,72.0654296875,316.9111328125,1.8647355106685803,16.222778389843935,19.865050485591134,38.25166236233393,29.205078125,201.599609375,234.734375,491.14453125,9.501953125,92.1533203125,112.2744140625,198.240234375,1987-10-18,348.25
3,3.0,558085.0,7083625.0,81.6776859504132,0.0,17.3223140495868,3.20661157024793,28353.0,0.02523060952556566,20.691580331901875,78.1971158063721,11,1987,307,0.793577803248942,0.7453741387858221,0.0,18.502444116595004,80.72425683748426,-0.1859504132231405,2.6611570247934004,-2.3512396694214956,13.133350503003218,0.38535361275211777,10950,0,3.9,8.4,0.0,0.0316434452331701,2.4930899742335537,-0.354284484821462,13.879695,0.05859375,34.9737548828125,18.587890625,7.52197265625,7.10333251953125,22.718371679786635,162.31873914930554,3.1392931812627953,0.0,4.8330078125,13.51171875,34.0908203125,114.91015625,88.2841796875,316.90234375,2.828761432495869,24.249998888609056,17.6116686221748,42.08565615812072,33.4697265625,236.875,226.923828125,523.4990234375,24.130859375,140.2509765625,103.7041015625,240.0634765625,1987-11-03,348.25
4,4.0,558085.0,7083625.0,81.297520661157,0.0,17.6776859504132,4.03305785123967,28353.0,0.5162958826859945,22.32265214481506,76.10854842439629,11,1987,323,0.793577803248942,0.7738716093215248,0.02523060952556566,20.691580331901875,78.1971158063721,-0.09297520661157024,1.5082644628098993,-1.3657024793388501,13.464337169522537,0.3309866665193191,10950,0,3.9,8.4,0.0,0.0316434452331701,2.4930899742335537,-0.354284484821462,13.879695,5.455078125,35.2498779296875,19.64080810546875,10.12481689453125,9.47698974609375,22.718371679786635,162.31873914930554,3.0060299892554623,0.05859375,4.8330078125,10.8994140625,36.6572265625,114.865234375,88.3701171875,313.48828125,4.2681512866529925,22.143126052838703,21.823101623991917,48.388689283605125,42.0703125,223.25,239.8798828125,551.6484375,21.78125,117.4765625,128.0068359375,298.2275390625,1987-11-19,348.25
5,5.0,558085.0,7083625.0,59.3801652892562,1.33884297520661,38.2066115702479,4.0,28353.0,0.9551630053798437,23.26581173490195,74.77110936496213,12,1987,339,0.8414709848078965,0.8008822762508344,0.5162958826859945,22.32265214481506,76.10854842439629,0.669421487603305,10.44214876033055,-11.148760330578504,13.698597515341985,0.23426034581944855,10950,0,3.9,8.4,0.0,0.0316434452331701,2.4930899742335537,-0.354284484821462,13.879695,28.2470703125,39.9063720703125,25.19366455078125,12.17498779296875,11.1063232421875,22.718371679786635,162.31873914930554,4.099626013899635,5.455078125,0.05859375,15.732421875,36.6220703125,110.1103515625,93.1572265625,295.888671875,3.377471918595234,18.267295367819706,22.009191138958517,55.45004082009558,34.8623046875,208.7255859375,246.3701171875,579.240234375,18.552734375,110.482421875,138.2958984375,314.1865234375,1987-12-05,348.25
6,6.0,558085.0,7083625.0,65.3223140495868,0.0,33.801652892562,4.03305785123967,28353.0,1.2124403690365781,23.460694106653904,74.36324733902526,12,1987,355,0.8414709848078965,0.8263542452329874,0.9551630053798437,23.26581173490195,74.77110936496213,0.0,8.061983471074399,-7.9876033057851,13.793497497975984,0.0948999826339989,10950,0,3.9,8.4,0.0,0.0316434452331701,2.4930899742335537,-0.354284484821462,13.879695,99.8701171875,36.9273681640625,22.64141845703125,14.6519775390625,14.37286376953125,22.718371679786635,162.31873914930554,3.040163940739577,33.7021484375,0.05859375,4.8330078125,39.18359375,118.447265625,84.5712890625,298.2744140625,4.024767222642728,21.449732298864443,34.36637057390915,50.488992057571515,38.681640625,231.1015625,295.474609375,563.2021484375,29.8134765625,155.267578125,181.732421875,303.6162109375,1987-12-21,348.25
7,7.0,558085.0,7083625.0,79.5454545454545,0.0,19.6776859504132,4.0,28353.0,1.2262123159442408,22.91641708948283,74.92930509508048,1,1988,6,0.08323691620031025,0.01643761584684252,1.2124403690365781,23.460694106653904,74.36324733902526,-0.669421487603305,-9.264462809917351,10.082644628099153,13.724820971356905,-0.06867652661907897,10950,0,3.9,8.4,0.0,0.0316434452331701,2.4930899742335537,-0.354284484821462,13.879695,0.140625,41.32684326171875,25.1553955078125,13.05987548828125,11.74200439453125,22.718371679786635,162.31873914930554,4.307741887709951,128.1171875,5.513671875,4.8330078125,39.1826171875,111.5908203125,90.732421875,298.8369140625,3.5095243701307894,18.141333010144443,19.049562643781695,69.28995251797065,36.955078125,221.3349609375,248.603515625,649.2021484375,22.1279296875,124.8681640625,160.8505859375,421.2294921875,1988-01-06,350.45
8,8.0,558085.0,7083625.0,86.2066115702479,3.87603305785124,8.84297520661157,3.08264462809917,28353.0,1.1825692601795526,20.56427939783726,77.30607510883425,1,1988,22,0.08323691620031025,0.06023748382552683,1.2262123159442408,22.91641708948283,74.92930509508048,1.93801652892562,-12.479338842975213,10.442148760330554,13.509401595059597,-0.21541937629730867,10950,0,3.9,8.4,0.0,0.0316434452331701,2.4930899742335537,-0.354284484821462,13.879695,0.005859375,37.63720703125,23.239501953125,11.1085205078125,10.21490478515625,22.718371679786635,162.31873914930554,3.598808213808162,100.0107421875,33.7607421875,4.8330078125,34.7958984375,115.939453125,90.7705078125,94.0810546875,3.9260037520121087,19.811744992502394,39.262365617360715,48.83523795182087,38.1845703125,223.4296875,318.125,588.3837890625,25.158203125,125.787109375,206.4345703125,352.953125,1988-01-22,350.45
9,9.5,558085.0,7083625.0,80.09504132231405,0.0,19.016528925619852,4.0,28353.0,0.5765226253417184,17.379739243112333,81.09542354408953,2,1988,38,0.16589613269341502,0.10392162032225337,1.1825692601795526,20.56427939783726,77.30607510883425,0.0,-0.3305785123966736,0.27479338842977086,13.187627213373796,-0.32177438168580075,10950,0,3.9,8.4,0.0,0.0316434452331701,2.4930899742335537,-0.354284484821462,13.879695,0.0,34.66650390625,18.13018798828125,10.9302978515625,8.94549560546875,22.718371679786635,162.31873914930554,2.7992286905262955,0.005859375,133.712890625,4.8916015625,33.1513671875,117.583984375,74.046875,99.1943359375,1.5919740567809062,23.712609997890752,24.762710568584716,72.13636891711002,27.32421875,234.5654296875,256.8251953125,663.2197265625,18.296875,153.18359375,150.2958984375,407.435546875,1988-02-07,350.45
