training_set,pv_filter,npv_filter,bs_filter,loss_mean
Train,1.5231598497556478,1.1756544449613435,1.2685412890478005,1.3224518612549303
Test,23.83457993852404,20.316882896482777,23.049885726445144,22.40044952048399
