"","X","site_location_name","latitude","longitude","mga","SW_easting","SW_northing"
"92",92,"NTAARP0001",-13.5572916666667,132.270091666667,53,204539.289988006,8499583.23282229
"93",93,"NTAARP0002",-13.5456111111111,132.294363888889,53,207153.736993724,8500905.54163247
"94",94,"NTAARP0003",-13.5169694444444,132.457058333333,53,224740.831079111,8504265.00591345
"95",95,"NTAARP0004",-12.6917831785377,132.986464155063,53,281342.181483494,8596104.0190231
"96",96,"NTAARP0005",-12.727229,132.98496,53,281209.136760762,8592180.81790859
"97",97,"NTABRT0001",-22.2836,133.247327777778,53,319429.40944267,7534734.47211735
"98",98,"NTABRT0002",-22.2836694444444,133.250630555556,53,319769.845997315,7534730.72811544
"99",99,"NTABRT0003",-22.2835805555556,133.269858333333,53,321751.124459783,7534763.39123634
"100",100,"NTABRT0004",-22.2898083333333,133.616422222222,53,357467.99353508,7534441.93280183
"101",101,"NTABRT0005",-22.2910805555556,133.612075,53,357021.387518401,7534296.97135573
"102",102,"NTABRT0006",-22.2890805555556,133.613255555556,53,357140.987639677,7534519.51505571
"103",103,"NTABRT0007",-22.2883483,133.6380666,53,359696.57801851,7534623.8459105
"104",104,"NTABRT0008",-21.9042505,133.448367,53,339717.602862893,7576961.32229979
"105",105,"NTADAC0001",-13.15835,130.777911111111,52,692704.044439529,8544672.0633511
"106",106,"NTADAC0002",-12.739225,132.340336111111,53,211189.985770067,8590223.16963266
"107",107,"NTADMR0001",-19.3530953,134.5673747,53,454562.798374575,7860045.73581827
"108",108,"NTADMR0002",-19.5750838,134.2030725,53,416413.711856557,7835344.03311819
"109",109,"NTAFIN0001",-24.1243027777778,133.467922222222,53,344308.324676534,7331160.3865262
"110",110,"NTAFIN0002",-24.0094222222222,133.434311111111,53,340750.348198964,7343844.81135191
"111",111,"NTAFIN0003",-24.1322027777778,133.477008333333,53,345241.321427502,7330295.59006255
"112",112,"NTAFIN0004",-24.1872416666667,133.376366666667,53,335083.561749196,7324085.39272308
"113",113,"NTAFIN0005",-24.1965,133.373936111111,53,334848.567753682,7323057.19472951
"114",114,"NTAFIN0006",-24.1775916666667,133.379402777778,53,335379.616083397,7325157.6722435
"115",115,"NTAFIN0007",-23.9411861111111,133.436038888889,53,340842.277882073,7351403.32624241
"116",116,"NTAFIN0008",-23.930625,133.415494444444,53,338738.073081466,7352549.5599722
"117",117,"NTAFIN0009",-24.1280194444444,133.390894444444,53,336484.043944562,7330661.04753549
"118",118,"NTAFIN0010",-24.1332916666667,133.373297222222,53,334702.287418162,7330056.52094683
"119",119,"NTAFIN0011",-24.1618805555556,133.327180555556,53,330053.080147875,7326835.17389619
"120",120,"NTAFIN0012",-24.5692277777778,133.142097222222,53,311849.474316907,7281480.98537796
"121",121,"NTAFIN0013",-24.5415361111111,133.184572222222,53,316111.493712938,7284605.4419539
"122",122,"NTAFIN0014",-24.5309111111111,133.169541666667,53,314573.058862559,7285762.12542356
"123",123,"NTAFIN0015",-24.5156972222222,133.222825,53,319950.163229981,7287517.75714117
"124",124,"NTAFIN0016",-24.4843638888889,133.302966666667,53,328028.474226198,7291090.2223909
"125",125,"NTAFIN0017",-24.3774861111111,132.960286111111,53,293119.136958942,7302459.11243119
"126",126,"NTAFIN0018",-24.3646638888889,132.949441666667,53,291997.92904277,7303863.16754289
"127",127,"NTAFIN0019",-24.3581777777778,132.935747222222,53,290597.728830032,7304561.02100621
"128",128,"NTAFIN0020",-24.6685694444444,133.401686111111,53,338270.886988164,7270808.61391034
"129",129,"NTAFIN0021",-24.6720166666667,133.463872222222,53,344568.616211477,7270498.7012095
"130",130,"NTAFIN0022",-24.6311888888889,133.452183333333,53,343334.739314676,7275007.08357413
"131",131,"NTAFIN0023",-24.5597722222222,133.437363888889,53,341744.712801306,7282899.4816695
"132",132,"NTAFIN0024",-24.9175722222222,133.659202777778,53,364602.388253495,7243511.7678352
"133",133,"NTAFIN0025",-24.8183638888889,133.676455555556,53,366238.077270859,7254515.75043923
"134",134,"NTAFIN0026",-23.9072555555556,133.749905555556,53,372753.768354749,7355478.88350725
"135",135,"NTAFIN0027",-23.8357277777778,133.633302777778,53,360806.923969738,7363289.52476851
"136",136,"NTAFIN0028",-25.7699305555556,133.393080555556,53,338858.062793611,7148811.90007095
"137",137,"NTAFIN0029",-25.737475,133.438483333333,53,343369.189825527,7152461.61665553
"138",138,"NTAFIN0030",-25.9481083333333,133.781244444444,53,377970.531329655,7129494.86920968
"139",139,"NTAFIN0031",-25.8998916666667,133.896594444444,53,389476.065961662,7134937.55217298
"140",140,"NTAFIN0032",-23.9537666666667,133.92255,53,390367.925791231,7350473.57468108
"141",141,"NTAFIN0033",-24.0336583333333,133.971755555556,53,395439.594873622,7341664.86242227
"142",142,"NTAGFU0001",-18.9055055555556,137.069263888889,53,717950.131745074,7908352.50977138
"143",143,"NTAGFU0002",-18.9181194444444,137.052238888889,53,716140.102486903,7906977.02528256
"144",144,"NTAGFU0003",-18.6343694444444,137.124438888889,53,724121.943355512,7938299.88388358
"145",145,"NTAGFU0004",-18.6240555555556,137.12345,53,724031.104127269,7939442.91260628
"146",146,"NTAGFU0005",-18.6531916666667,137.121141666667,53,723749.296824235,7936220.30379516
"147",147,"NTAGFU0006",-18.7786916666667,136.847072222222,53,694686.628812666,7922649.08918354
"148",148,"NTAGFU0007",-18.7769138888889,136.826202777778,53,692488.352059982,7922868.5843459
"149",149,"NTAGFU0008",-18.786075,136.865338888889,53,696603.957429637,7921811.72078741
"150",150,"NTAGFU0009",-18.800975,136.983425,53,709035.506682748,7920027.60483117
"151",151,"NTAGFU0010",-17.8962777777778,137.100602777778,53,722545.677342784,8020035.80088766
"152",152,"NTAGFU0011",-17.8957055555556,137.072363888889,53,719553.575698353,8020132.64838727
"153",153,"NTAGFU0012",-17.8956416666667,137.018994444444,53,713897.567223842,8020201.80154708
"154",154,"NTAGFU0013",-17.8959083333333,137.011625,53,713116.247832615,8020180.72891571
"155",155,"NTAGFU0014",-17.7517888888889,136.9389,53,705574.442232658,8036214.40779193
"156",156,"NTAGFU0015",-17.7444611111111,136.94305,53,706022.977563489,8037020.93806397
"157",157,"NTAGFU0016",-17.2208861111111,137.260258333333,53,740357.364598654,8094605.07362123
"158",158,"NTAGFU0017",-17.3548972222222,137.157961111111,53,729308.524965537,8079895.240927
"159",159,"NTAGFU0018",-17.2724861111111,137.183413888889,53,732117.765939393,8088987.1463844
"160",160,"NTAGFU0019",-17.2177416666667,137.236291666667,53,737811.676670098,8094982.79133611
"161",161,"NTAGFU0020",-16.724875,135.96335,53,602694.595663588,8150631.79190602
"162",162,"NTAGFU0021",-16.7154027777778,135.942922222222,53,600521.758271674,8151690.17373983
"163",163,"NTAGFU0022",-16.7310138888889,135.963408333333,53,602697.527236535,8149952.58463781
"164",164,"NTAGFU0023",-16.8238944444444,135.830038888889,53,588436.718572107,8139741.05668407
"165",165,"NTAGFU0024",-16.8260027777778,135.893211111111,53,595166.808364337,8139478.50288295
"166",166,"NTAGFU0025",-16.8252416666667,135.855180555556,53,591114.96458652,8139580.60544518
"167",167,"NTAGFU0026",-15.8091222222222,135.406069444444,53,543487.3262592,8252136.28990764
"168",168,"NTAGFU0027",-15.679275,135.460613888889,53,549360.105618736,8266487.28890707
"169",169,"NTAGFU0028",-15.6292388888889,135.459755555556,53,549280.107538456,8272022.18141942
"170",170,"NTAGFU0029",-15.5381,135.409022222222,53,543861.371331066,8282114.40081432
"171",171,"NTAGFU0030",-14.1348972222222,134.377833333333,53,432849.944558353,8437265.61049117
"172",172,"NTAGFU0031",-14.1258555555556,134.386677777778,53,433801.938979231,8438268.14905393
"173",173,"NTAGFU0032",-14.150625,134.373602777778,53,432397.974246289,8435524.86862419
"174",174,"NTAGFU0033",-14.1769611111111,134.355480555556,53,430450.134270943,8432606.71933749
"175",175,"NTAGFU0034",-14.062225,134.421583333333,53,437552.235945712,8445315.30846192
"176",176,"NTAGFU0035",-14.0478638888889,134.420675,53,437450.265964262,8446903.41461599
"177",177,"NTAGFU0036",-14.674575,133.862983333333,53,377572.258741421,8377359.17973019
"178",178,"NTAGFU0037",-14.673675,133.892355555556,53,380734.761865981,8377474.43496849
"179",179,"NTAGFU0038",-14.689975,133.893744444444,53,380893.151047602,8375672.06963332
"180",180,"NTAGFU0039",-14.6768,133.882252777778,53,379648.536835288,8377123.39545918
"181",181,"NTAGFU0040",-14.6737055555556,133.844775,53,375610.962273151,8377445.42088541
"182",182,"NTAGFU0041",-14.7799944444444,132.891461111111,53,273041.347762012,8364941.64413582
"183",183,"NTAMAC0001",-23.9659083333333,133.3723,53,334386.270887482,7348592.15781916
"184",184,"NTAMAC0002",-23.9616444444444,133.403508333333,53,337556.842395484,7349100.65773461
"185",185,"NTAMAC0003",-23.9590944444444,133.408488888889,53,338060.516089424,7349388.77859362
"186",186,"NTAMGD0001",-20.0230222222222,137.327141666667,53,743447.365844688,7784277.5955538
"187",187,"NTAMGD0002",-20.0246361111111,137.3258,53,743304.466404059,7784100.84192215
"188",188,"NTAMGD0003",-17.3582083333333,133.438933333333,53,334136.922478775,8080143.23232969
"189",189,"NTAMGD0004",-17.5213222222222,133.523488888889,53,343262.068823896,8062164.10348967
"190",190,"NTAMGD0005",-17.4558472222222,133.483566666667,53,338965.707205311,8069376.38173144
"191",191,"NTAPCK0001",-12.6757805555556,132.818102777778,53,263036.608683537,8597727.61791929
"192",192,"NTAPCK0002",-12.820425,132.793452777778,53,260494.406385946,8581698.93767185
"193",193,"NTAPCK0003",-12.625497,132.853924,53,266882.952250398,8603323.96303204
"194",194,"NTAPCK0004",-12.6238344960457,132.860715379604,53,267619.475221683,8603513.96015496
"195",195,"NTAPCK0005",-12.5733706,132.8388484,53,265197.182219772,8609078.52127627
"196",196,"NTAPCK0006",-12.6499321457404,132.865601076437,53,268173.955376716,8600630.50452122
"197",197,"NTAPCK0007",-12.6936751052381,132.854274250021,53,266982.962359199,8595780.09597409
"198",198,"NTAPCK1009",-12.671938,132.942318,53,276529.000522925,8598262.40625196
"199",199,"NTAPCK1010",-12.676906,132.964769,53,278972.47716939,8597731.83194548
"200",200,"NTAPCK1011",-12.701198,132.929794,53,275194.018416425,8595014.0508118
"201",201,"NTAPCK1012",-12.702209,132.932917,53,275534.170203747,8594904.87880861
"202",202,"NTAPCK2013",-12.706168,132.927351,53,274933.001789779,8594462.01192915
"203",203,"NTAPCK2014",-12.699107,132.930501,53,275268.984644811,8595246.02890663
"204",204,"NTASSD0001",-25.3097916666667,136.307027777778,53,631566.458350058,7200107.12823211
"205",205,"NTASSD0003",-25.2994444444444,136.298875,53,630756.80915035,7201261.07747084
"206",206,"NTASSD0004",-25.2532666666667,136.274811111111,53,628382.651232526,7206398.53552654
"207",207,"NTASSD0005",-25.7541111111111,136.546952777778,53,655148.112224229,7150636.13128197
"208",208,"NTASSD0006",-25.7534361111111,136.547825,53,655236.480929513,7150709.87088332
"209",209,"NTASSD0007",-25.7835555555556,136.564875,53,656907.123982215,7147353.46948873
"210",210,"NTASSD0008",-25.7783361111111,136.562461111111,53,656671.90901278,7147934.48143016
"211",211,"NTASSD0009",-24.7817328,136.0114582,53,602248.993989728,7258841.98843823
"212",212,"NTASSD0010",-24.792826,136.021357,53,603240.557551574,7257606.11961513
"213",213,"NTASSD0011",-25.4805472222222,135.115113888889,53,511570.526543731,7181835.21553619
"214",214,"NTASSD0012",-25.5032166666667,135.115711111111,53,511628.373711566,7179324.83778626
"215",215,"NTASSD0013",-25.5240472222222,135.139505555556,53,514017.177037169,7177015.8421928
"216",216,"NTASSD0014",-25.1378694444444,135.3707,53,537365.547063316,7219734.67507953
"217",217,"NTASSD0015",-25.1239333333333,135.616791666667,53,562178.463806651,7221187.07648614
"218",218,"NTASSD0016",-25.1101138888889,135.507997222222,53,551216.503832435,7222763.05623214
"219",219,"NTASSD0017",-25.4765888888889,135.258422222222,53,525975.877156686,7182253.34719745
"220",220,"NTASSD0018",-25.1279333333333,135.522638888889,53,552685.068283772,7220784.21564099
"221",221,"NTASSD0019",-25.0944083333333,135.640791666667,53,564613.472603827,7224445.24339644
"222",222,"NTASTU0001",-15.8768583333333,133.411919444444,53,329966.452419416,8244041.02137221
"223",223,"NTASTU0002",-15.7678388888889,133.378233333333,53,326265.789049408,8256076.43574998
"224",224,"NTASTU0003",-15.70665,133.327522222222,53,320778.360187296,8262804.66176058
"225",225,"NTASTU0004",-14.8638388888889,132.991402777778,53,283886.056926557,8355761.9124721
"226",226,"NTASTU0005",-14.9086444444444,133.047788888889,53,289998.390266686,8350857.5862562
"227",227,"NTATAN0001",-20.6995098,134.2054273,53,417254.85536878,7710905.04047071
"228",228,"NTATAN0002",-20.7228814,134.2003669,53,416740.618198694,7708315.74674371
"229",229,"NTATAN0003",-20.9215447,133.8713681,53,382635.748015454,7686122.37374028
"230",230,"NTATAN0004",-20.9217778,133.886123,53,384170.406675676,7686107.29697174
"231",231,"NTTDAB0001",-13.962875,131.673997222222,52,788906.640046919,8454751.95079217
"232",232,"NTTDAC0001",-13.1398326944444,130.795687083333,52,694645.922374451,8546707.06752221
"233",233,"NTTDMR0001",-18.0800416666667,133.684544444444,53,360795.448906611,8000462.92817279
"234",234,"NTTDMR0002",-18.0724972222222,133.635022222222,53,355547.928724726,8001259.75954926
"235",235,"NTTDMR0003",-18.0720444444444,133.666930555556,53,358924.844858082,8001334.53714511
"236",236,"NTTMGD0001",-17.2829694444444,133.423894444444,53,332470.504686556,8088456.34941874
"237",237,"NTTPCK0001",-12.8719611111111,131.126994444444,52,730819.924902912,8576068.78177392
"238",238,"NTTSTU0001",-16.6302416666667,133.271158333333,53,315595.896775757,8160552.34388115
"239",239,"QDABBN0001",-23.8590080555556,148.158248055556,55,617940.087974411,7360900.85732893
"240",240,"QDABBN0002",-23.8698788888889,148.149388888889,55,617028.139178993,7359704.51172372
"241",241,"QDABBS0001",-24.800125,147.769381944444,55,577764.761612894,7256964.81508313
"242",242,"QDABBS0002",-24.8323980555556,147.641971944444,55,564869.688941223,7253457.7418935
"243",243,"QDABBS0003",-24.8215838888889,147.741085,55,574891.66329934,7254604.44827229
"244",244,"QDABBS0004",-24.7841438888889,147.759626944444,55,576788.582281451,7258739.95192764
"245",245,"QDABBS0005",-24.7685211111111,147.766605,55,577503.702563502,7260465.95040638
"246",246,"QDABBS0006",-27.15261,151.233411111111,56,324948.47686931,6995429.78992686
"247",247,"QDABBS0007",-27.3291811111111,151.24217,56,326091.370146902,6975879.04610397
"248",248,"QDABBS0008",-27.3308711111111,151.249343888889,56,326803.865972657,6975701.78474321
"249",249,"QDABBS0009",-27.3856530555556,151.6128,56,362833.520076296,6970085.07875296
"250",250,"QDABBS0010",-27.6579567354229,151.522344050851,56,354247.709664448,6939814.01132829
"251",251,"QDACHC0001",-24.1046,143.257294444444,54,729445.719615911,7332346.17459494
"252",252,"QDACHC0002",-24.1259555555556,143.169161111111,54,720447.749784663,7330122.08958686
"253",253,"QDACHC0003",-24.1163777777778,143.164894444444,54,720030.387873879,7331189.71619944
"254",254,"QDACHC0004",-23.7187722222222,141.091861111111,54,509363.486709335,7376905.70166651
"255",255,"QDACHC0005",-23.721675,141.072305555556,54,507370.00716205,7376585.48395844
"256",256,"QDACHC0006",-23.7694527777778,141.133497222222,54,513602.233906945,7371291.47767598
"257",257,"QDACHC0007",-23.8356916666667,141.029094444444,54,502962.972324244,7363964.18208657
"258",258,"QDACYP0001",-15.2782333333333,145.252838888889,55,312387.004108021,8310145.85553853
"259",259,"QDACYP0002",-15.2845388888889,145.191505555556,55,305804.873214807,8309394.23171107
"260",260,"QDACYP0003",-15.2767416666667,145.286319444444,55,315981.838040174,8310339.53653555
"261",261,"QDACYP0004",-14.0928361111111,142.977058333333,54,713455.672094936,8441109.4494062
"262",262,"QDACYP0005",-14.1426222222222,142.976261111111,54,713323.201230268,8435601.11638724
"263",263,"QDACYP0006",-14.2266805555556,142.932519444444,54,708523.0903039,8426339.23449478
"264",264,"QDACYP0007",-14.2265944444444,142.985219444444,54,714211.605238501,8426300.94898739
"265",265,"QDACYP0008",-14.2982472222222,143.093208333333,54,725797.027901764,8418269.65165345
"266",266,"QDACYP0009",-14.0673,143.208319444444,54,738460.990837443,8443713.24926291
"267",267,"QDACYP0010",-13.0918611111111,142.772755555556,54,692196.782722407,8552032.01304819
"268",268,"QDACYP0011",-13.206975,142.739772222222,54,688531.826692073,8539321.39957327
"269",269,"QDACYP0012",-13.3202777777778,142.5913,54,672358.718060272,8526893.97383777
"270",270,"QDACYP0013",-12.2021333333333,142.568680555556,54,670656.396375032,8650600.82742937
"271",271,"QDACYP0014",-12.19935,142.549897222222,54,668614.262609022,8650920.47040305
"272",272,"QDACYP0015",-12.2193638888889,142.538511111111,54,667362.711476128,8648713.66684028
"273",273,"QDACYP0016",-11.4971583333333,142.430338888889,54,656003.040116129,8728660.44484448
"274",274,"QDACYP0017",-11.5433055555556,142.439355555556,54,656961.039963106,8723551.34387583
"275",275,"QDACYP0018",-11.0536333333333,142.366755555556,54,649295.778023686,8777748.8396117
"276",276,"QDACYP0019",-10.7275416666667,142.490316666667,54,662972.826101786,8813751.54992614
"277",277,"QDACYP0020",-10.9361666666667,142.466988888889,54,660310.250613139,8790689.22237447
"278",278,"QDACYP0021",-10.937449,142.459743,54,659517.585002632,8790551.23009816
"279",279,"QDACYP0022",-10.7881638888889,142.438255555556,54,657247.145727829,8807073.74359534
"280",280,"QDACYP0023",-12.3322444444444,142.231052777778,54,633854.348893001,8636399.82385169
"281",281,"QDACYP0024",-12.368075,142.204272222222,54,630924.2408282,8632450.0713659
"282",282,"QDADEU0001",-20.5462170581868,146.129021077344,55,409206.781527519,7727830.22355877
"283",283,"QDAEIU0001",-19.5387138888889,144.210019444444,55,207222.304138205,7837177.95298979
"284",284,"QDAEIU0002",-19.5525,144.22415,55,208730.827956971,7835675.181246
"285",285,"QDAEIU0003",-19.4099083333333,144.169586111111,55,202741.441525887,7851374.66532154
"286",286,"QDAEIU0004",-19.4465805555556,144.161472222222,55,201955.739669075,7847298.83856199
"287",287,"QDAEIU0005",-18.4549388888889,143.899397222222,54,806246.310590507,7957026.20828828
"288",288,"QDAEIU0006",-18.4678472222222,143.891697222222,54,805409.579297453,7955609.57807491
"289",289,"QDAEIU0007",-18.4678416666667,143.890752777778,54,805309.772513333,7955611.79030466
"290",290,"QDAEIU0008",-19.8878663419573,146.189186817774,55,415122.61353583,7800723.01531075
"291",291,"QDAEIU0009",-19.887857715793,146.187218701618,55,414916.572297947,7800722.97680961
"292",292,"QDAEIU0010",-19.8933742729914,146.182391024598,55,414414.140001905,7800110.02766918
"293",293,"QDAGUP0001",-20.1087638888889,143.724355555556,54,784868.116920083,7774153.13628886
"294",294,"QDAGUP0002",-20.0309972222222,143.762527777778,54,789004.52844931,7782700.77061788
"295",295,"QDAGUP0003",-20.3992777777778,143.681688888889,54,779882.484079537,7742049.42799029
"296",296,"QDAGUP0004",-20.0137333333333,142.477888888889,54,654594.708768812,7786316.4821525
"297",297,"QDAGUP0005",-19.9913722222222,142.46505,54,653273.122211724,7788803.39663945
"298",298,"QDAGUP0006",-19.95565,142.402102777778,54,646719.622091502,7792813.67342952
"299",299,"QDAGUP0007",-20.084325,141.817025,54,585421.71064535,7778978.08451697
"300",300,"QDAGUP0008",-19.8016944444444,142.021525,54,606994.428981544,7810139.80284732
"301",301,"QDAGUP0009",-19.8458694444444,141.960686111111,54,600593.890109376,7805288.30903275
"302",302,"QDAGUP0010",-19.9148527777778,141.834283333333,54,587319.612630464,7797724.48418814
"303",303,"QDAGUP0011",-19.9398194444444,141.827775,54,586624.779968088,7794964.83823533
"304",304,"QDAGUP0012",-19.5818527777778,140.311727777778,54,427813.572522651,7834644.46375556
"305",305,"QDAGUP0013",-19.297825,140.16375,54,412140.095113043,7866006.43290526
"306",306,"QDAGUP0014",-18.2388388888889,140.787038888889,54,477485.881901509,7983376.82891246
"307",307,"QDAGUP0015",-18.2570472222222,140.732569444444,54,471730.319631351,7981354.7044475
"308",308,"QDAGUP0016",-18.2488555555556,140.748266666667,54,473388.410984718,7982263.38466476
"309",309,"QDAGUP0017",-17.6413777777778,141.086263888889,54,509150.405565632,8049488.21118513
"310",310,"QDAGUP0018",-17.6605388888889,141.105402777778,54,511179.374367958,8047367.34386802
"311",311,"QDAGUP0019",-17.6216583333333,141.073663888889,54,507814.714801548,8051670.37859082
"312",312,"QDAGUP0021",-17.0021916666667,140.993702777778,54,499329.711076473,8120202.50049161
"313",313,"QDAGUP0022",-17.0222388888889,141.055480555556,54,505904.833721274,8117983.94794624
"314",314,"QDAGUP0023",-17.0233861111111,141.037302777778,54,503970.135845801,8117857.49476997
"315",315,"QDAGUP0024",-17.4635388888889,140.847533333333,54,483811.362923145,8069158.3411159
"316",316,"QDAGUP0026",-17.4704861111111,140.847705555556,54,483830.262397019,8068389.78146614
"317",317,"QDAGUP0027",-17.3757277777778,141.175841666667,54,518679.484043357,8078870.75227799
"318",318,"QDAGUP0028",-17.2950416666667,141.178916666667,54,519014.444514539,8087796.68259322
"319",319,"QDAGUP0029",-16.8471638888889,143.158461111111,54,729984.56665548,8136096.4001615
"320",320,"QDAGUP0030",-16.8480416666667,143.158466666667,54,729984.097482135,8135999.23323958
"321",321,"QDAGUP0031",-16.8480583333333,143.157519444444,54,729883.111062453,8135998.49113501
"322",322,"QDAMGD0001",-23.5207694444444,144.225891666667,55,216731.510430242,7396091.12971488
"323",323,"QDAMGD0002",-23.5094777777778,144.226038888889,55,216722.365377058,7397342.49269904
"324",324,"QDAMGD0003",-23.5308277777778,144.303463888889,55,224677.551678945,7395127.8619223
"325",325,"QDAMGD0004",-23.5140738333333,144.341707355556,55,228549.83687914,7397056.95110609
"326",326,"QDAMGD0005",-23.5177361111111,144.333286111111,55,227697.020776424,7396635.24712114
"327",327,"QDAMGD0006",-23.6647083333333,144.041794444444,55,198251.836684543,7379765.56614295
"328",328,"QDAMGD0007",-23.6581722222222,144.094941666667,55,203661.504487107,7380601.3103991
"329",329,"QDAMGD0008",-23.6460138888889,144.074980555556,55,201596.495752849,7381906.91292585
"330",330,"QDAMGD0009",-24.0941638888889,143.3365,54,737518.879843852,7333370.32507099
"331",331,"QDAMGD0010",-24.0912138888889,143.353413888889,54,739244.404987717,7333668.36530155
"332",332,"QDAMGD0011",-24.0806305555556,143.315183333333,54,735375.857818526,7334905.43586772
"333",333,"QDAMGD0012",-24.8218222222222,144.823608333333,55,280030.794382087,7253026.99737202
"334",334,"QDAMGD0013",-22.5161777777778,143.050230555556,54,710884.145056216,7508592.29526391
"335",335,"QDAMGD0014",-22.50515,143.025197222222,54,708325.01335857,7509848.62906699
"336",336,"QDAMGD0015",-22.5629305555556,143.058172222222,54,711629.939875016,7503403.47641936
"337",337,"QDAMGD0016",-22.5089638888889,143.139880555556,54,720119.84917589,7509261.99616346
"338",338,"QDAMGD0017",-22.1149666666667,143.299425,54,737202.744999725,7552655.19851532
"339",339,"QDAMGD0018",-22.1181777777778,143.337166666667,54,741092.158659528,7552240.19329065
"340",340,"QDAMGD0019",-22.0701222222222,142.231813888889,54,627093.340292037,7558898.06931212
"341",341,"QDAMGD0020",-22.0636027777778,142.223008333333,54,626190.50897252,7559627.11997491
"342",342,"QDAMGD0021",-22.3808,141.299880555556,54,530870.703855953,7524992.07775998
"343",343,"QDAMGD0022",-22.3687444444444,141.287280555556,54,529576.156937446,7526329.06275017
"344",344,"QDAMGD0023",-23.6872416666667,140.986636111111,54,498637.479722573,7380399.39389004
"345",345,"QDAMGD0024",-23.6464194444444,141.003738888889,54,500381.318194331,7384918.84551644
"346",346,"QDAMGD0025",-20.3379472222222,143.872438888889,54,799921.619163346,7748506.25066992
"347",347,"QDAMGD0026",-20.3961916666667,143.860777777778,54,798591.057964604,7742075.72183941
"348",348,"QDAMGD0027",-20.0695166666667,138.174561111111,54,204482.091246895,7778324.10227486
"349",349,"QDAMGD0028",-19.9491388888889,138.098630555556,54,196303.970715708,7791521.8971561
"350",350,"QDAMII0001",-19.50785,140.221358333333,54,418297.904372318,7842793.11805259
"351",351,"QDAMII0002",-20.0078944444444,138.160591666667,54,202904.080664112,7785124.88003031
"352",352,"QDAMUL0001",-24.7336472222222,144.683438888889,55,265693.286992992,7262562.02793686
"353",353,"QDAMUL0002",-24.7381527777778,144.701591666667,55,267538.365087763,7262093.8549988
"354",354,"QDAMUL0003",-24.7551222222222,144.708322222222,55,268250.825988157,7260225.35384487
"355",355,"QDASEQ0001",-27.388974,152.880106,56,488145.890818373,6970475.40973436
"356",356,"QDASEQ0002",-26.9026219444444,151.632718888889,56,364220.629673166,7023617.05649426
"357",357,"QDASEQ0003",-27.391123,152.876739,56,487813.22549898,6970237.04968784
"358",358,"QDASEQ0004",-27.390056,152.875777,56,487717.994904557,6970355.14199684
