"site_location_name","pv_filter_slope","pv_filter_intercept","npv_filter_slope","npv_filter_intercept","bs_filter_slope","bs_filter_intercept","pv_filter_slope_yr","npv_filter_slope_yr","bs_filter_slope_yr"
"NSABBS0001","0.000736272305934239","39.4932727071844","-0.000519125127745357","48.8750985101884","-0.000181536729834263","9.65282320864533",0.268739391665997,-0.189480671627055,-0.066260906389506
"NSABBS0002","-0.00031452132579857","52.5697855872831","0.000110395979918386","41.9910047796395","0.000285222845840181","2.91817060197963",-0.114800283916478,0.0402945326702109,0.104106338731666
"NSABBS0003","0.000394425099966231","35.9206897916163","-0.000150098432324806","51.0330066713855","-0.000187442481125036","10.5032317621434",0.143965161487674,-0.0547859277985542,-0.0684165056106381
"NSABBS0004","0.00031984700841493","41.4747821876198","-0.000136697585622785","47.9490555494452","-0.000166325875246787","8.80067051393189",0.116744158071449,-0.0498946187523165,-0.0607089444650773
"NSABBS0005","0.000226890663229639","39.2197769586449","-0.000186709486638064","50.9157417393367","-0.000116057542040307","9.17726618440046",0.0828150920788182,-0.0681489626228934,-0.0423610028447121
"NSABBS0006","0.000279159790417727","41.1725253426293","-0.00023100417727074","49.4487898932594","-8.257191429375e-05","7.81630680860997",0.10189332350247,-0.0843165247038201,-0.0301387487172187
"NSABHC0001","0.000136712183111142","6.72386351512075","-0.000407171179992049","42.1785802956132","0.000232458041134091","48.436610056626",0.0498999468355668,-0.148617480697098,0.0848471850139432
"NSABHC0002","6.44922093083027e-05","7.01787240224752","-0.000253258955627145","43.3319601314834","0.000203945333286234","46.8636759500376",0.0235396563975305,-0.0924395188039079,0.0744400466494754
"NSABHC0003","8.98053036791338e-05","7.03607748561657","-0.000292168879787538","34.1367865847228","0.000168272751506908","57.5228520344535",0.0327789358428838,-0.106641641122451,0.0614195543000214
"NSABHC0004","-4.95401978589394e-05","9.30049146370675","-0.00153669852671298","63.0858814057232","0.00186677041248187","20.9109665306169",-0.0180821722185129,-0.560894962250238,0.681371200555883
"NSABHC0005","8.39169060190741e-05","2.20969049694389","-0.00169642739219895","67.6635770573658","0.00187909647364658","22.3478250738652",0.030629670696962,-0.619195998152617,0.685870212881002
"NSABHC0006","0.000116819068313072","4.61699982082967","-0.00158607651858726","63.0004446519652","0.00159733576136293","25.4904479026501",0.0426389599342713,-0.57891792928435,0.583027552897469
"NSABHC0007","9.14208572904883e-05","6.81851146724799","-0.00123718064119","55.9449683275613","0.00138907026997249","28.9433804031073",0.0333686129110282,-0.45157093403435,0.507010648539959
"NSABHC0008","0.000176693971063589","5.95638579674491","-0.000364184777289434","43.9260920531403","0.000136135367294271","47.9183003357289",0.06449329943821,-0.132927443710643,0.0496894090624089
"NSABHC0009","0.000114206776496453","1.4277447345503","-2.41988518865662e-05","46.2586902060258","-0.000247643390538247","51.7093572858073",0.0416854734212053,-0.00883258093859666,-0.0903898375464602
"NSABHC0010","9.63442922484189e-05","-0.620750870474648","-0.000188972642987578","33.6810671804865","6.81962431008388e-05","65.452872240056",0.0351656666706729,-0.068975014690466,0.0248916287318062
"NSABHC0011","-7.44630636763578e-05","5.18789064352664","-0.000945062540273053","49.5416220186338","0.00104472150889603","41.637843377121",-0.0271790182418706,-0.344947827199664,0.381323350747051
"NSABHC0012","0.00013687294901435","3.92611086669587","-0.000811188685187908","45.7907103620179","0.000586064513933409","48.7565232850051",0.0499586263902378,-0.296083870093586,0.213913547585694
"NSABHC0013","9.73177639293889e-05","2.50892304893896","0.000477033258074482","17.7020649179266","-0.000514495260654462","76.935318967059",0.0355209838342269,0.174117139197186,-0.187790770138879
"NSABHC0014","0.000119654608744445","1.44792034729203","0.000141836200960499","32.7202518042126","-0.000357284068423397","64.7841668640905",0.0436739321917224,0.0517702133505821,-0.13040868497454
"NSABHC0015","0.00037547345488653","2.00248940299207","-0.00129510761456242","50.7728969889488","0.00101408780107254","41.1174493024906",0.137047811033583,-0.472714279315283,0.370142047391477
"NSABHC0016","0.000304421348568309","3.02566530592108","-0.00115610965809383","46.1760673369724","0.000941360257770882","45.4931441607216",0.111113792227433,-0.421980025204248,0.343596494086372
"NSABHC0017","0.000141118952054905","1.33462466243949","-0.000756844476004524","50.7361734118792","0.000617049750171656","43.7788837431816",0.0515084175000403,-0.276248233741651,0.225223158812654
"NSABHC0018","0.00013446240286238","5.11382256519179","-0.00200574388537779","70.0988850058311","0.00233156363612181","14.1028707173479",0.0490787770447687,-0.732096518162893,0.851020727184461
"NSABHC0019","-3.41408166813175e-05","7.49984553471218","-0.000980848147398881","55.7219917035977","0.0011939097479471","29.761508658616",-0.0124613980886809,-0.358009573800592,0.435777058000691
"NSABHC0020","0.000143747734255692","6.61218351105729","-0.00119373330938089","49.5974331251853","0.00112230339317483","38.8046185722017",0.0524679230033276,-0.435712657924025,0.409640738508813
"NSABHC0021","0.00013453080606625","0.23690866038065","-0.00129647683285529","57.9004667683807","0.00121819440134305","36.8249296873284",0.0491037442141812,-0.473214043992181,0.444640956490213
"NSABHC0022","0.000128679431714824","0.932600393300009","0.000197098515480159","31.4999637482953","-0.000353402684454295","64.6781344532316",0.0469679925759108,0.071940958150258,-0.128991979825818
"NSABHC0023","8.29165202128079e-05","12.5650312378247","-0.000141703638518534","42.6658140636529","7.57049077831133e-05","42.1829550856312",0.0302645298776749,-0.0517218280592649,0.0276322913408364
"NSABHC0024","0.00050447331135648","4.91904102254068","-0.000293924015389269","41.5752117543653","-0.000181940815860596","51.3830541265147",0.184132758645115,-0.107282265617083,-0.0664083977891175
"NSABHC0025","2.39493698724474e-05","2.94488007330065","-0.00115815310538025","59.1598758510211","0.0013484937887577","30.1070150275765",0.0087415200034433,-0.422725883463791,0.492200232896561
"NSABHC0026","0.000222312442855994","8.11042670676129","-0.00114592936374496","58.1078052076292","0.00107837635497609","26.4305225587292",0.0811440416424378,-0.41826421776691,0.393607369566273
"NSABHC0028","-5.542264727692e-05","11.1121681664573","0.000295192887661191","34.2733299552524","-0.000239462968257517","52.7718722751762",-0.0202292662560758,0.107745403996335,-0.0874039834139937
"NSABHC0029","0.000968550218038863","26.2407188696308","0.000100131121562651","35.8486568003626","-0.00107875367924926","37.4852280211379",0.353520829584185,0.0365478593703676,-0.39374509292598
"NSACHC0001","0.000204208159056945","1.27100537775486","-0.00019713685276575","43.2484390272953","-0.000182993539711792","54.9139661846476",0.0745359780557849,-0.0719549512594987,-0.0667926419948041
"NSACHC0002","0.000183067712230119","12.3215822970306","-0.000183720703089984","45.8776623685802","8.47159061511099e-05","38.2196537221572",0.0668197149639934,-0.0670580566278442,0.0309213057451551
"NSACHC0003","-0.000697843676282285","28.922691684725","5.10478162800266e-05","45.8845827594203","0.000653198048427476","22.1048303810062",-0.254712941843034,0.0186324529422097,0.238417287676029
"NSACHC0004","4.89847686987963e-05","6.02753424537739","0.000436693955572937","33.6516510087743","-0.000559421678413837","59.2674389740113",0.0178794405750606,0.159393293784122,-0.20418891262105
"NSACOP0001","0.000736636953404048","19.8412696147515","-0.000455841503723509","57.5250952533415","-0.000316403875061401","20.1861336411622",0.268872487992478,-0.166382148859081,-0.115487414397411
"NSACOP0002","0.000460201425264011","24.4809828922279","-0.000350364873052856","57.9874008896954","-0.000150780763001459","16.7059651936239",0.167973520221364,-0.127883178664292,-0.0550349784955325
"NSAMDD0001","0.000155914661596458","10.9847061452229","-0.000738818830007283","60.9789709331755","0.000644503483777532","20.7005407827606",0.0569088514827072,-0.269668872952658,0.235243771578799
"NSAMDD0002","0.000188310639908801","26.9232070082313","0.000177219079608895","46.7836911818048","-0.000380877703100458","25.6372429088163",0.0687333835667124,0.0646849640572467,-0.139020361631667
"NSAMDD0003","-0.000302974746645297","33.0860110339561","-2.35026343871065e-06","54.7273287821515","0.00024542656299491","12.6061450775709",-0.110585782525533,-0.000857846155129387,0.0895806954931422
"NSAMDD0004","-2.13142105061274e-05","23.4068237777236","-0.000399569976385693","60.3770266105885","0.000280869831500563","16.1732381649555",-0.0077796868347365,-0.145843041380778,0.102517488497705
"NSAMDD0005","0.00032345044597171","20.6799997059193","0.000240777554021357","42.1389379268144","-0.000596940259668661","36.1293490546136",0.118059412779674,0.0878838072177953,-0.217883194779061
"NSAMDD0006","0.000331065215134332","14.7051765177708","-0.000299943110671699","53.7852787674931","6.09390262247009e-05","27.1315174565972",0.120838803524031,-0.10947923539517,0.0222427445720158
"NSAMDD0007","1.92025077418835e-06","19.492846827941","0.000236064960821668","38.3304801261499","-0.000222186059034548","40.1371287932687",0.000700891532578748,0.0861637106999088,-0.08109791154761
"NSAMDD0008","0.000405836118418254","10.444830067778","0.000912862588624891","31.2437527719233","-0.00127214101528802","55.7119701304482",0.148130183222663,0.333194844848085,-0.464331470580127
"NSAMDD0009","-0.000206450640452882","24.3473054822445","4.11036441788163e-05","49.8194105126009","0.000178574808257729","24.2846103521355",-0.0753544837653019,0.015002830125268,0.0651798050140711
"NSAMDD0010","0.000215736689251715","10.9897440680563","-0.00043528593359711","51.165760957388","0.000468114983205093","28.3503543623408",0.078743891576876,-0.158879365762945,0.170861968869859
"NSAMDD0011","-0.000147685519527417","20.5103475698101","1.50366732618735e-05","32.561525545288","0.000188453545599098","44.0052473521618",-0.0539052146275072,0.00548838574058383,0.0687855441436708
"NSAMDD0012","0.000106599374885396","-0.181879694814116","-0.000267984286411121","84.609068469596","0.000116088544056294","15.1517240734323",0.0389087718331695,-0.0978142645400592,0.0423723185805473
"NSAMDD0013","-0.000579687158559572","28.5971583424661","-0.00105498527928556","58.5038296135731","0.00162166256028773","12.1712394704174",-0.211585812874244,-0.385069626939229,0.591906834505021
"NSAMDD0014","-0.000339341122604835","22.8785628121417","-9.22824014383073e-05","46.8033748588689","0.000446670426820702","28.881378628185",-0.123859509750765,-0.0336830765249822,0.163034705789556
"NSAMDD0015","0.000120559413264931","20.4788936198495","-0.000156161020861724","55.1703832775829","5.44734896806164e-05","23.237409862382",0.0440041858416998,-0.0569987726145293,0.019882823733425
"NSAMDD0016","0.000365300371311195","4.90046895653089","-0.000323447819381919","49.6962173085975","1.87137648121555e-05","42.280752793743",0.133334635528586,-0.1180584540744,0.00683052415643676
"NSAMDD0017","0.000173849392224631","26.6933894655886","-0.0002197459395822","56.1484761560803","2.16495078188166e-05","16.3198781426024",0.0634550281619903,-0.080207267947503,0.00790207035386806
"NSAMDD0018","0.000571218429856872","27.4491971442135","-0.000303059460683423","53.6220200126089","-0.00023568553841988","17.1422336966555",0.208494726897758,-0.110616703149449,-0.0860252215232562
"NSAMDD0019","0.000342053875242733","11.408574992635","-0.000319756363121361","52.2824810752966","0.000134463851467253","27.0767575589349",0.124849664463598,-0.116711072539297,0.0490793057855473
"NSAMDD0020","0.000378422782320254","26.9545477257947","-0.000451379616268037","56.4000624820126","-7.47127774598124e-05","15.5717306590333",0.138124315546893,-0.164753559937833,-0.0272701637728315
"NSAMDD0021","0.00067879428938559","19.2733186998147","-0.00037964797067872","54.5580907056619","-0.000116324953608298","20.571549435866",0.24775991562574,-0.138571509297733,-0.0424586080670288
"NSAMDD0022","0.00085461910944626","24.0085041994015","-0.000398293723464468","55.8376536947808","-0.000397802856441367","18.1698355528981",0.311935974947885,-0.145377209064531,-0.145198042601099
"NSAMDD0023","0.000332992299784168","19.1887693679333","-0.000323842086284052","58.6577414135631","-8.21069138771342e-05","19.5297494687936",0.121542189421221,-0.118202361493679,-0.029969023565154
"NSAMDD0024","0.000807178855325204","9.46186249251759","-0.000523920232123709","63.5080931950054","-0.000146500168263676","20.94551396577",0.294620282193699,-0.191230884725154,-0.0534725614162417
"NSAMDD0025","-0.000438872526680284","35.5455732716369","0.000653587301160695","40.9463011867558","-0.000133499691287632","20.4648893423117",-0.160188472238304,0.238559364923654,-0.0487273873199857
"NSAMDD0026","0.000217923779410893","11.4441639558976","0.000268780729279445","43.5497357246523","-0.000657465611858936","39.126798126951",0.0795421794849759,0.0981049661869974,-0.239974948328512
"NSAMDD0027","0.000430107371619158","11.4175946953469","0.00012349061476419","49.9353473250099","-0.000531541549011849","35.1042821002496",0.156989190640993,0.0450740743889293,-0.194012665389325
