date,rain(mm),bare_mean,green_mean,non_green_mean,bare5percentile,bare20percentile,bare50percentile,bare80percentile,bare95percentile,green5percentile,green20percentile,green50percentile,green80percentile,green95percentile,nongreen5percentile,nongreen20percentile,nongreen50percentile,nongreen80percentile,nongreen95percentile
1990-02,35,,,,,,,,,,,,,,,,,,,
1990-03,78,,,,,,,,,,,,,,,,,,,
1990-04,1,55.23809523809524,5.434467233616808,38.03174603174603,49,51,54,61,65,0,2,6,9,11,33,35,37,41,46,
1990-05,1,,,,,,,,,,,,,,,,,,,
1990-06,3,,,,,,,,,,,,,,,,,,,
1990-07,8,,,,,,,,,,,,,,,,,,,
1990-08,13,,,,,,,,,,,,,,,,,,,
1990-09,0,,,,,,,,,,,,,,,,,,,
1990-10,0,62.2772083943387,4.846678454155089,31.56494140625,56,59,62,66,69,1,3,5,7,10,28,30,31,34,35,
1990-11,2,,,,,,,,,,,,,,,,,,,
1990-12,5,,,,,,,,,,,,,,,,,,,
1991-01,47,62.30810546875,4.558461151621826,31.958740234375,56,59,62,66,69,1,2,5,7,9,27,29,31,35,39,
1991-02,94,,,,,,,,,,,,,,,,,,,
1991-03,28,,,,,,,,,,,,,,,,,,,
1991-04,3,58.423687423687426,4.259757383966245,35.958028306490974,50,53,58,65,71,0,2,4,7,8,27,31,37,41,44,
1991-05,68,,,,,,,,,,,,,,,,,,,
1991-06,81,,,,,,,,,,,,,,,,,,,
1991-07,20,51.369140625,7.345299145299145,39.66316817183305,43,45,51,58,63,1,3,6,12,14,33,35,39,43,51,
1991-08,0,,,,,,,,,,,,,,,,,,,
1991-09,0,,,,,,,,,,,,,,,,,,,
1991-10,0,55.47374847374847,8.640625,34.3798828125,48,52,56,59,61,2,5,8,13,15,29,31,33,37,45,
1991-11,0,,,,,,,,,,,,,,,,,,,
1991-12,5,,,,,,,,,,,,,,,,,,,
1992-01,29,60.46142578125,5.841269841269841,32.07228327228327,52,56,62,65,67,1,3,6,9,11,27,29,31,34,43,
1992-02,8,,,,,,,,,,,,,,,,,,,
1992-03,63,,,,,,,,,,,,,,,,,,,
1992-04,96,61.754086362527445,2.878153515834675,34.11737432894095,51,55,63,69,72,0,1,2,5,8,26,28,34,40,45,
1992-05,55,,,,,,,,,,,,,,,,,,,
1992-06,23,,,,,,,,,,,,,,,,,,,
1992-07,1,43.08494020014645,12.77197265625,42.3590620420127,35,41,44,46,49,4,8,13,18,21,35,37,41,48,54,
1992-08,13,,,,,,,,,,,,,,,,,,,
1992-09,0,,,,,,,,,,,,,,,,,,,
1992-10,1,53.77579897535984,9.13037109375,35.6630859375,46,50,54,58,60,2,4,10,14,16,27,31,35,40,49,
1992-11,0,,,,,,,,,,,,,,,,,,,
1992-12,1,,,,,,,,,,,,,,,,,,,
1993-01,95,52.55753725873443,6.909912109375,38.7197265625,41,51,53,56,59,2,4,7,9,12,32,34,38,42,51,
1993-02,194,,,,,,,,,,,,,,,,,,,
1993-03,1,,,,,,,,,,,,,,,,,,,
1993-04,5,46.45654296875,9.222601903832071,42.63607517695875,38,42,47,51,52,3,5,9,13,16,37,39,41,45,54,
1993-05,25,,,,,,,,,,,,,,,,,,,
1993-06,72,,,,,,,,,,,,,,,,,,,
1993-07,1,40.92183683439179,10.230788361104203,47.36474609375,34,37,42,45,47,2,4,11,16,18,36,41,47,54,58,
1993-08,18,,,,,,,,,,,,,,,,,,,
1993-09,0,,,,,,,,,,,,,,,,,,,
1993-10,0,48.492063492063494,8.753357753357754,41.33455433455433,39,46,49,52,54,1,4,10,13,16,32,34,40,48,56,
1993-11,2,,,,,,,,,,,,,,,,,,,
1993-12,29,,,,,,,,,,,,,,,,,,,
1994-01,33,46.02808302808303,9.58847937515255,43.013671875,37,43,46,50,53,3,6,10,13,15,34,37,41,51,55,
1994-02,160,,,,,,,,,,,,,,,,,,,
1994-03,18,,,,,,,,,,,,,,,,,,,
1994-04,0,42.86077186126038,9.652066929133857,46.141705350598585,34,39,44,47,49,2,4,11,14,17,36,39,44,53,60,
1994-05,0,,,,,,,,,,,,,,,,,,,
1994-06,2,,,,,,,,,,,,,,,,,,,
1994-07,0,40.57254518808012,4.099441340782123,54.488037109375,31,35,39,47,51,0,1,4,7,9,44,47,55,60,67,
1994-08,0,,,,,,,,,,,,,,,,,,,
1994-09,0,,,,,,,,,,,,,,,,,,,
1994-10,3,45.5751953125,4.713558890867464,48.301098901098904,37,40,47,50,53,1,2,5,7,9,41,44,48,53,58,
1994-11,2,,,,,,,,,,,,,,,,,,,
1994-12,102,,,,,,,,,,,,,,,,,,,
1995-01,40,46.03540903540904,9.592185592185592,42.70695970695971,40,43,46,49,52,3,6,10,13,15,35,37,42,49,53,
1995-02,382,,,,,,,,,,,,,,,,,,,
1995-03,7,,,,,,,,,,,,,,,,,,,
1995-04,19,30.571951219512194,12.790578472052722,55.1142578125,19,24,30,38,44,6,8,13,17,20,45,48,55,62,65,
1995-05,5,,,,,,,,,,,,,,,,,,,
1995-06,77,,,,,,,,,,,,,,,,,,,
1995-07,28,,,,,,,,,,,,,,,,,,,
1995-08,0,,,,,,,,,,,,,,,,,,,
1995-09,1,,,,,,,,,,,,,,,,,,,
1995-10,0,,,,,,,,,,,,,,,,,,,
1995-11,9,,,,,,,,,,,,,,,,,,,
1995-12,88,,,,,,,,,,,,,,,,,,,
1996-01,12,36.50170981924768,12.3173828125,49.613525390625,25,32,37,42,46,3,7,14,16,20,39,42,47,60,64,
1996-02,75,,,,,,,,,,,,,,,,,,,
1996-03,23,,,,,,,,,,,,,,,,,,,
1996-04,98,26.80830280830281,12.654456654456654,59.00463753966317,17,22,27,31,35,7,10,12,15,19,52,56,59,62,67,
1996-05,0,,,,,,,,,,,,,,,,,,,
1996-06,48,,,,,,,,,,,,,,,,,,,
1996-07,26,32.80205028069319,10.538667967797023,55.36416890407615,23,28,33,38,42,4,7,11,14,17,46,50,54,61,68,
1996-08,1,,,,,,,,,,,,,,,,,,,
1996-09,0,,,,,,,,,,,,,,,,,,,
1996-10,6,47.23260922626312,6.822998046875,44.5023176384484,30,43,49,53,56,2,4,7,10,11,34,37,42,51,67,
1996-11,0,,,,,,,,,,,,,,,,,,,
1996-12,56,,,,,,,,,,,,,,,,,,,
1997-01,125,46.822021484375,3.583615084525358,48.5050061050061,27,36,47,57,66,0,2,4,5,7,29,38,47,61,71,
1997-02,219,,,,,,,,,,,,,,,,,,,
1997-03,9,,,,,,,,,,,,,,,,,,,
1997-04,24,38.47412109375,9.311279296875,50.925537109375,19,29,39,48,57,5,7,9,12,15,35,42,48,62,69,
1997-05,10,,,,,,,,,,,,,,,,,,,
1997-06,2,,,,,,,,,,,,,,,,,,,
1997-07,18,42.24816983894583,6.503863987635239,49.919394235466534,22,36,46,49,57,0,2,6,11,13,35,38,46,61,75,
1997-08,44,,,,,,,,,,,,,,,,,,,
1997-09,6,,,,,,,,,,,,,,,,,,,
1997-10,0,,,,,,,,,,,,,,,,,,,
1997-11,0,,,,,,,,,,,,,,,,,,,
1997-12,13,,,,,,,,,,,,,,,,,,,
1998-01,6,45.76220703125,6.530135301353013,46.528076171875,26,38,50,53,57,0,2,7,10,13,33,35,41,59,71,
1998-02,42,,,,,,,,,,,,,,,,,,,
1998-03,94,,,,,,,,,,,,,,,,,,,
1998-04,17,,,,,,,,,,,,,,,,,,,
1998-05,30,,,,,,,,,,,,,,,,,,,
1998-06,87,,,,,,,,,,,,,,,,,,,
1998-07,47,,,,,,,,,,,,,,,,,,,
1998-08,27,,,,,,,,,,,,,,,,,,,
1998-09,0,,,,,,,,,,,,,,,,,,,
1998-10,5,43.69149975574011,14.900903099829144,40.00195264827923,33,37,45,48,53,9,13,15,17,19,30,33,38,48,57,
1998-11,1,,,,,,,,,,,,,,,,,,,
1998-12,91,,,,,,,,,,,,,,,,,,,
1999-01,47,,,,,,,,,,,,,,,,,,,
1999-02,320,,,,,,,,,,,,,,,,,,,
1999-03,183,,,,,,,,,,,,,,,,,,,
1999-04,19,32.063232421875,17.913330078125,48.507820136852395,18,26,33,39,42,14,16,18,20,22,37,42,48,54,61,
1999-05,38,,,,,,,,,,,,,,,,,,,
1999-06,1,,,,,,,,,,,,,,,,,,,
1999-07,2,29.904296875,13.368832437713728,54.93875061005369,19,25,31,35,38,4,7,14,19,22,42,45,53,66,69,
1999-08,1,,,,,,,,,,,,,,,,,,,
1999-09,0,,,,,,,,,,,,,,,,,,,
1999-10,17,38.478515625,10.462026862026862,49.404052734375,24,33,40,44,48,4,6,11,15,17,38,40,46,60,68,
1999-11,3,,,,,,,,,,,,,,,,,,,
1999-12,136,,,,,,,,,,,,,,,,,,,
2000-01,133,33.74810652333252,11.740297778862582,52.843711843711844,23,31,34,38,41,5,9,12,15,16,45,47,51,59,64,
2000-02,135,,,,,,,,,,,,,,,,,,,
2000-03,317,,,,,,,,,,,,,,,,,,,
2000-04,54,22.315352697095435,19.97875457875458,56.043956043956044,13,19,23,26,28,13,16,20,24,26,48,51,56,61,65,
2000-05,5,,,,,,,,,,,,,,,,,,,
2000-06,0,,,,,,,,,,,,,,,,,,,
2000-07,1,,,,,,,,,,,,,,,,,,,
2000-08,1,,,,,,,,,,,,,,,,,,,
2000-09,0,,,,,,,,,,,,,,,,,,,
2000-10,0,30.649401417053507,11.26038104543234,56.505494505494504,20,27,31,35,38,7,9,11,14,16,47,50,56,62,70,
2000-11,5,,,,,,,,,,,,,,,,,,,
2000-12,61,,,,,,,,,,,,,,,,,,,
2001-01,146,28.397360703812318,10.519775390625,59.352553139506476,18,25,29,32,35,7,8,11,13,14,50,54,59,65,70,
2001-02,171,,,,,,,,,,,,,,,,,,,
2001-03,36,,,,,,,,,,,,,,,,,,,
2001-04,4,26.65934065934066,9.47008547008547,62.30534537466439,19,23,27,30,34,5,6,10,12,14,56,58,61,68,71,
2001-05,10,,,,,,,,,,,,,,,,,,,
2001-06,4,,,,,,,,,,,,,,,,,,,
2001-07,9,25.537248028045575,2.055913978494624,71.49649737302977,19,23,25,29,33,0,1,2,3,5,64,67,72,75,78,
2001-08,0,,,,,,,,,,,,,,,,,,,
2001-09,1,,,,,,,,,,,,,,,,,,,
2001-10,1,34.15987307786185,3.4528548978522786,61.139126189895045,24,29,35,40,43,0,1,3,5,7,51,55,61,68,73,
2001-11,0,,,,,,,,,,,,,,,,,,,
2001-12,1,,,,,,,,,,,,,,,,,,,
2002-01,16,29.88525390625,1.5649923896499238,67.81381161542215,22,26,30,34,36,0,0,2,3,4,62,64,67,72,76,
2002-02,44,,,,,,,,,,,,,,,,,,,
2002-03,86,,,,,,,,,,,,,,,,,,,
2002-04,2,29.075702075702075,2.25610076095513,67.65201465201466,19,27,30,33,35,0,1,2,4,5,61,64,67,71,78,
2002-05,16,,,,,,,,,,,,,,,,,,,
2002-06,33,,,,,,,,,,,,,,,,,,,
2002-07,0,31.720947265625,3.24214463840399,63.598486697583596,20,28,32,37,39,0,1,3,5,7,55,58,63,69,73,
2002-08,0,,,,,,,,,,,,,,,,,,,
2002-09,0,,,,,,,,,,,,,,,,,,,
2002-10,0,40.42299243348792,4.8498168498168495,53.225530876250915,31,35,41,46,49,0,2,5,8,10,42,46,53,61,66,
2002-11,13,,,,,,,,,,,,,,,,,,,
2002-12,31,,,,,,,,,,,,,,,,,,,
2003-01,42,33.037100317305345,3.689080010424811,62.0378233284529,22,27,34,39,41,0,1,3,6,9,52,55,61,70,76,
2003-02,33,,,,,,,,,,,,,,,,,,,
2003-03,30,,,,,,,,,,,,,,,,,,,
2003-04,23,33.997802734375,2.956091370558376,62.095947265625,25,29,35,39,41,0,1,3,5,6,55,57,61,67,72,
2003-05,1,,,,,,,,,,,,,,,,,,,
2003-06,25,,,,,,,,,,,,,,,,,,,
2003-07,0,36.84273504273504,3.638149392607909,58.606985832926235,29,32,37,41,44,0,1,3,6,8,50,54,58,64,69,
2003-08,8,,,,,,,,,,,,,,,,,,,
2003-09,0,,,,,,,,,,,,,,,,,,,
2003-10,0,41.37744140625,2.844478606200359,54.22222222222222,32,37,42,46,49,0,1,3,4,6,45,49,54,59,66,
2003-11,6,,,,,,,,,,,,,,,,,,,
2003-12,11,,,,,,,,,,,,,,,,,,,
2004-01,56,38.23596876525134,2.2321098494850804,58.436066373840895,30,34,39,42,44,0,1,2,4,5,52,53,58,64,67,
2004-02,144,,,,,,,,,,,,,,,,,,,
2004-03,270,,,,,,,,,,,,,,,,,,,
2004-04,14,28.44053724053724,17.193359375,52.877381533952125,20,25,29,32,34,9,12,18,21,24,44,46,49,61,65,
2004-05,3,,,,,,,,,,,,,,,,,,,
2004-06,0,,,,,,,,,,,,,,,,,,,
2004-07,13,27.77777777777778,13.187347337567171,57.45543345543346,22,25,28,31,32,4,9,15,17,19,50,52,56,63,66,
2004-08,0,,,,,,,,,,,,,,,,,,,
2004-09,0,,,,,,,,,,,,,,,,,,,
2004-10,1,38.2828529555447,12.087338375213466,48.050524774225046,32,35,39,41,44,5,7,12,17,19,38,42,47,55,59,
2004-11,3,,,,,,,,,,,,,,,,,,,
2004-12,8,,,,,,,,,,,,,,,,,,,
2005-01,24,35.99048083963876,9.84912109375,52.90824792581747,28,32,36,40,44,2,5,10,15,18,41,45,51,62,66,
2005-02,63,,,,,,,,,,,,,,,,,,,
2005-03,35,,,,,,,,,,,,,,,,,,,
2005-04,13,31.130487804878047,6.250317662007624,61.50719687728714,25,27,31,35,39,1,2,5,11,13,52,55,62,68,71,
2005-05,42,,,,,,,,,,,,,,,,,,,
2005-06,7,,,,,,,,,,,,,,,,,,,
2005-07,75,34.438720703125,10.55807711078575,53.25701732975348,28,32,35,37,39,4,6,11,14,17,46,48,52,58,64,
2005-08,5,,,,,,,,,,,,,,,,,,,
2005-09,0,,,,,,,,,,,,,,,,,,,
2005-10,0,42.89846228948011,12.45054945054945,43.273614840126925,37,40,43,46,48,7,9,13,16,17,36,38,41,50,53,
2005-11,0,,,,,,,,,,,,,,,,,,,
2005-12,32,,,,,,,,,,,,,,,,,,,
2006-01,250,26.80077120822622,17.668238319759965,54.02915951972556,24,25,27,28,29,14,16,18,20,21,51,52,54,56,57,
2006-02,212,,,,,,,,,,,,,,,,,,,
2006-03,214,,,,,,,,,,,,,,,,,,,
2006-04,108,24.8642578125,21.408203125,52.505126953125,18,23,25,27,30,15,19,22,24,26,47,49,52,56,59,
2006-05,1,,,,,,,,,,,,,,,,,,,
2006-06,6,,,,,,,,,,,,,,,,,,,
2006-07,0,24.70200293111871,20.894993894993895,52.969482421875,20,22,25,27,29,14,18,22,24,26,47,49,52,58,62,
2006-08,0,,,,,,,,,,,,,,,,,,,
2006-09,4,,,,,,,,,,,,,,,,,,,
2006-10,21,40.18408203125,14.814543679843826,43.53137973137973,33,35,40,46,49,9,11,16,18,20,34,38,45,48,53,
2006-11,11,,,,,,,,,,,,,,,,,,,
2006-12,40,,,,,,,,,,,,,,,,,,,
2007-01,19,40.4830363680742,11.918496827720839,46.11618257261411,34,37,40,45,48,7,9,12,15,16,39,41,46,50,54,
2007-02,12,,,,,,,,,,,,,,,,,,,
2007-03,110,,,,,,,,,,,,,,,,,,,
2007-04,26,35.43666097144252,8.633544921875,54.60703812316716,26,30,35,42,45,3,5,9,12,14,44,51,55,58,66,
2007-05,1,,,,,,,,,,,,,,,,,,,
2007-06,1,,,,,,,,,,,,,,,,,,,
2007-07,13,40.92579936538931,4.592706728299949,53.431990231990234,32,35,39,48,52,0,2,4,8,10,42,45,55,60,64,
2007-08,0,,,,,,,,,,,,,,,,,,,
2007-09,0,,,,,,,,,,,,,,,,,,,
2007-10,0,44.4365234375,5.116625310173697,49.4491091042226,37,40,44,49,54,0,2,5,8,10,40,43,50,54,59,
2007-11,6,,,,,,,,,,,,,,,,,,,
2007-12,5,,,,,,,,,,,,,,,,,,,
2008-01,53,37.487417542145124,2.846772102670469,58.46886446886447,29,33,37,44,48,0,1,3,4,6,46,53,59,64,70,
2008-02,161,,,,,,,,,,,,,,,,,,,
2008-03,121,,,,,,,,,,,,,,,,,,,
2008-04,19,30.40878048780488,13.116455078125,54.826055135398875,22,25,30,36,39,5,8,14,18,21,45,50,54,59,66,
2008-05,0,,,,,,,,,,,,,,,,,,,
2008-06,35,,,,,,,,,,,,,,,,,,,
2008-07,1,35.9768479776848,7.4182664339732405,55.48911830357143,28,30,34,43,46,1,3,6,12,16,42,48,55,64,66,
2008-08,1,,,,,,,,,,,,,,,,,,,
2008-09,0,,,,,,,,,,,,,,,,,,,
2008-10,12,43.13152757442655,11.947766658530632,43.2132747681796,36,38,44,48,50,5,7,12,16,19,35,39,43,47,52,
2008-11,14,,,,,,,,,,,,,,,,,,,
2008-12,42,,,,,,,,,,,,,,,,,,,
2009-01,118,40.17020757020757,12.827594627594628,45.11819291819292,34,37,40,43,47,7,9,13,17,19,39,42,44,49,56,
2009-02,289,,,,,,,,,,,,,,,,,,,
2009-03,66,,,,,,,,,,,,,,,,,,,
2009-04,1,29.805758906783797,13.232177734375,55.249267578125,22,26,29,35,38,4,8,15,18,20,46,50,55,61,68,
2009-05,1,,,,,,,,,,,,,,,,,,,
2009-06,37,,,,,,,,,,,,,,,,,,,
2009-07,1,31.192673992673992,10.22002442002442,56.672771672771674,23,26,32,36,38,1,4,12,15,19,48,52,57,61,66,
2009-08,0,,,,,,,,,,,,,,,,,,,
2009-09,0,,,,,,,,,,,,,,,,,,,
2009-10,0,,,,,,,,,,,,,,,,,,,
2009-11,14,,,,,,,,,,,,,,,,,,,
2009-12,32,,,,,,,,,,,,,,,,,,,
2010-01,60,36.456654456654455,9.597802197802197,52.66381627168336,29,33,37,40,42,3,5,11,13,15,45,48,52,57,62,
2010-02,9,,,,,,,,,,,,,,,,,,,
2010-03,23,,,,,,,,,,,,,,,,,,,
2010-04,1,34.08669108669109,6.785172064777328,57.96509641200878,27,30,35,37,39,0,3,7,11,14,49,53,58,63,68,
2010-05,16,,,,,,,,,,,,,,,,,,,
2010-06,5,,,,,,,,,,,,,,,,,,,
2010-07,6,33.63294232649071,1.515689381933439,63.62164142647777,25,29,32,38,49,0,0,1,3,4,50,59,65,68,73,
2010-08,8,,,,,,,,,,,,,,,,,,,
2010-09,27,,,,,,,,,,,,,,,,,,,
2010-10,0,40.26946546253356,3.7607442348008386,54.852222765021985,35,36,39,44,47,0,1,3,6,8,45,51,55,59,62,
2010-11,4,,,,,,,,,,,,,,,,,,,
2010-12,88,,,,,,,,,,,,,,,,,,,
2011-01,174,31.458251953125,4.091064453125,62.9873046875,28,29,31,33,35,1,2,4,6,7,59,61,63,65,67,
2011-02,308,,,,,,,,,,,,,,,,,,,
2011-03,52,,,,,,,,,,,,,,,,,,,
2011-04,10,24.186966072736148,17.599853515625,56.6007326007326,19,22,24,27,28,13,15,18,20,22,52,54,56,59,63,
2011-05,38,,,,,,,,,,,,,,,,,,,
2011-06,28,,,,,,,,,,,,,,,,,,,
2011-07,7,28.4345703125,17.53857421875,52.76722032242306,20,24,29,32,35,9,13,18,21,26,47,49,51,56,63,
2011-08,0,,,,,,,,,,,,,,,,,,,
2011-09,0,,,,,,,,,,,,,,,,,,,
2011-10,1,36.21831501831502,14.174645823155839,48.284423828125,30,32,37,40,42,9,11,14,18,20,38,45,48,53,57,
2011-11,12,,,,,,,,,,,,,,,,,,,
2011-12,3,,,,,,,,,,,,,,,,,,,
2012-01,212,,,,,,,,,,,,,,,,,,,
2012-02,23,,,,,,,,,,,,,,,,,,,
2012-03,43,,,,,,,,,,,,,,,,,,,
2012-04,3,22.549560546875,2.095491458975077,74.20576735092864,17,20,22,25,28,0,1,2,3,5,66,71,74,77,81,
2012-05,0,,,,,,,,,,,,,,,,,,,
2012-06,33,,,,,,,,,,,,,,,,,,,
2012-07,0,25.655180840664713,1.7730990608906392,71.77644759345223,19,22,26,30,33,0,0,2,3,4,64,68,72,76,78,
2012-08,0,,,,,,,,,,,,,,,,,,,
2012-09,0,,,,,,,,,,,,,,,,,,,
2012-10,2,34.46653639472399,3.444473342002601,60.66878358573522,28,31,35,38,41,0,1,3,6,8,50,57,61,65,69,
2012-11,0,,,,,,,,,,,,,,,,,,,
2012-12,127,,,,,,,,,,,,,,,,,,,
2013-01,197,,,,,,,,,,,,,,,,,,,
2013-02,89,,,,,,,,,,,,,,,,,,,
2013-03,10,,,,,,,,,,,,,,,,,,,
2013-04,16,26.37240537240537,7.9637223974763405,64.70615534929165,20,24,27,29,31,1,3,8,13,16,57,59,63,71,75,
2013-05,32,,,,,,,,,,,,,,,,,,,
2013-06,122,,,,,,,,,,,,,,,,,,,
2013-07,0,29.91086691086691,8.805616605616606,59.5989748596534,24,27,30,33,35,2,4,9,13,16,52,55,60,64,67,
2013-08,0,,,,,,,,,,,,,,,,,,,
2013-09,1,,,,,,,,,,,,,,,,,,,
2013-10,13,34.97435897435897,7.672771672771673,56.14749694749695,29,32,35,38,40,1,4,8,12,14,50,52,55,60,65,
2013-11,3,,,,,,,,,,,,,,,,,,,
2013-12,60,,,,,,,,,,,,,,,,,,,
2014-01,109,31.43101343101343,10.978526110297706,56.121826171875,25,27,32,35,37,6,8,10,14,17,48,54,56,59,64,
2014-02,10,,,,,,,,,,,,,,,,,,,
2014-03,54,,,,,,,,,,,,,,,,,,,
2014-04,3,24.991701244813278,6.937080328276548,66.56661786237188,20,23,25,27,29,1,3,7,11,13,60,62,66,71,74,
2014-05,87,,,,,,,,,,,,,,,,,,,
2014-06,6,,,,,,,,,,,,,,,,,,,
2014-07,14,28.18110812789846,4.52787895769123,66.35693359375,21,25,28,32,34,0,1,3,9,11,59,62,66,70,77,
2014-08,0,,,,,,,,,,,,,,,,,,,
2014-09,1,,,,,,,,,,,,,,,,,,,
2014-10,0,,,,,,,,,,,,,,,,,,,
2014-11,7,,,,,,,,,,,,,,,,,,,
2014-12,8,,,,,,,,,,,,,,,,,,,
2015-01,23,45.911176183504146,7.2234432234432235,45.235107421875,40,43,46,49,51,5,6,7,9,10,40,42,45,48,51,
2015-02,31,,,,,,,,,,,,,,,,,,,
2015-03,92,,,,,,,,,,,,,,,,,,,
2015-04,36,59.8515625,3.0545650999459752,35.8998778998779,47,51,61,68,71,0,1,3,5,8,27,30,36,42,45,
2015-05,113,,,,,,,,,,,,,,,,,,,
2015-06,2,,,,,,,,,,,,,,,,,,,
2015-07,9,66.79673011224988,2.3338675213675213,29.50744083922908,54,58,67,75,78,0,1,2,4,6,20,22,29,37,40,
2015-08,0,,,,,,,,,,,,,,,,,,,
2015-09,0,,,,,,,,,,,,,,,,,,,
2015-10,4,61.85257505491823,4.048609371084941,33.08005857944838,53,56,63,67,69,0,2,4,6,8,28,29,32,37,39,
2015-11,14,,,,,,,,,,,,,,,,,,,
2015-12,16,,,,,,,,,,,,,,,,,,,
2016-01,67,65.096435546875,2.8252855659397715,31.01220703125,57,61,66,69,72,0,1,3,4,7,26,28,30,33,39,
2016-02,21,,,,,,,,,,,,,,,,,,,
2016-03,10,,,,,,,,,,,,,,,,,,,
2016-04,1,69.437255859375,1.8663366336633664,27.734130859375,61,64,71,74,76,0,1,2,3,4,21,24,27,32,36,
2016-05,29,,,,,,,,,,,,,,,,,,,
2016-06,114,,,,,,,,,,,,,,,,,,,
2016-07,34,76.16280205028069,1.4845650140318054,21.529052734375,67,71,77,81,84,0,0,1,3,3,14,16,20,27,31,
2016-08,1,,,,,,,,,,,,,,,,,,,
2016-09,0,,,,,,,,,,,,,,,,,,,
2016-10,2,,,,,,,,,,,,,,,,,,,
2016-11,1,,,,,,,,,,,,,,,,,,,
2016-12,49,,,,,,,,,,,,,,,,,,,
2017-01,143,60.46120058565154,2.536067892503536,36.120849609375,51,57,61,64,67,0,1,2,4,6,30,32,35,40,47,
2017-02,204,,,,,,,,,,,,,,,,,,,
2017-03,99,,,,,,,,,,,,,,,,,,,
2017-04,12,57.54114774114774,4.033734309623431,37.20868928484257,43,53,57,64,67,0,2,3,7,9,29,32,36,42,52,
2017-05,0,,,,,,,,,,,,,,,,,,,
2017-06,0,,,,,,,,,,,,,,,,,,,
2017-07,0,66.31005859375,1.7134670487106016,31.039531478770133,47,59,70,74,78,0,0,2,3,4,20,24,28,37,51,
2017-08,0,,,,,,,,,,,,,,,,,,,
2017-09,1,,,,,,,,,,,,,,,,,,,
2017-10,0,61.86237188872621,3.604120129064284,33.08424908424909,49,58,62,67,70,0,1,3,6,9,27,29,32,35,46,
2017-11,0,,,,,,,,,,,,,,,,,,,
2017-12,14,,,,,,,,,,,,,,,,,,,
2018-01,131,53.37548828125,3.5459116168298492,41.997557997558,42,51,53,58,62,0,1,3,6,9,34,37,40,47,54,
2018-02,43,,,,,,,,,,,,,,,,,,,
2018-03,23,,,,,,,,,,,,,,,,,,,
2018-04,10,53.56829268292683,4.442102381604161,41.22412109375,39,50,53,60,63,0,1,3,8,11,32,37,40,46,57,
2018-05,0,,,,,,,,,,,,,,,,,,,
2018-06,82,,,,,,,,,,,,,,,,,,,
2018-07,0,57.188826543059285,3.4540774857762124,38.2979242979243,39,52,58,63,70,0,1,3,6,9,27,34,38,41,56,
2018-08,0,,,,,,,,,,,,,,,,,,,
2018-09,0,,,,,,,,,,,,,,,,,,,
2018-10,0,56.15576171875,4.455561072492552,37.68904076153283,44,53,56,61,64,0,2,4,8,10,30,32,36,42,51,
2018-11,0,,,,,,,,,,,,,,,,,,,
2018-12,1,,,,,,,,,,,,,,,,,,,
2019-01,36,54.57142857142857,3.410263089346184,40.8164510617525,43,51,55,60,63,0,1,3,6,8,33,35,39,47,53,
2019-02,6,,,,,,,,,,,,,,,,,,,
2019-03,83,,,,,,,,,,,,,,,,,,,
