date,rain(mm),bare_mean,green_mean,non_green_mean,bare5percentile,bare20percentile,bare50percentile,bare80percentile,bare95percentile,green5percentile,green20percentile,green50percentile,green80percentile,green95percentile,nongreen5percentile,nongreen20percentile,nongreen50percentile,nongreen80percentile,nongreen95percentile
1991-03,1,,,,,,,,,,,,,,,,,,,
1991-04,12,27.235768385047642,10.707662274280137,60.77777777777778,21,24,27,31,36,5,8,11,14,16,55,58,61,63,65,
1991-05,3,,,,,,,,,,,,,,,,,,,
1991-06,56,,,,,,,,,,,,,,,,,,,
1991-07,23,29.354090354090353,8.052477422504271,61.216361416361416,20,23,30,35,41,2,5,8,11,14,51,57,62,66,69,
1991-08,11,,,,,,,,,,,,,,,,,,,
1991-09,10,,,,,,,,,,,,,,,,,,,
1991-10,2,43.66145578895945,3.012210012210012,52.01978021978022,37,41,44,47,50,0,1,3,5,6,46,49,52,55,57,
1991-11,13,,,,,,,,,,,,,,,,,,,
1991-12,4,,,,,,,,,,,,,,,,,,,
1992-01,4,43.83056640625,2.282044420658282,52.73736880644374,38,40,44,47,50,0,1,2,4,5,47,50,52,56,60,
1992-02,24,,,,,,,,,,,,,,,,,,,
1992-03,6,,,,,,,,,,,,,,,,,,,
1992-04,20,28.40224554552111,2.2927031509121063,68.5306321698804,21,24,28,33,37,0,1,2,4,6,59,64,69,73,78,
1992-05,36,,,,,,,,,,,,,,,,,,,
1992-06,16,,,,,,,,,,,,,,,,,,,
1992-07,5,22.80742006346107,2.3088133240804996,74.9697043733203,14,18,22,28,31,0,0,2,4,8,67,71,76,80,82,
1992-08,35,,,,,,,,,,,,,,,,,,,
1992-09,70,,,,,,,,,,,,,,,,,,,
1992-10,50,,,,,,,,,,,,,,,,,,,
1992-11,45,,,,,,,,,,,,,,,,,,,
1992-12,124,,,,,,,,,,,,,,,,,,,
1993-01,106,38.84493284493284,18.333089133089132,41.1787109375,33,36,39,42,44,14,16,18,20,22,36,39,41,44,47,
1993-02,10,,,,,,,,,,,,,,,,,,,
1993-03,12,,,,,,,,,,,,,,,,,,,
1993-04,0,33.14710905098804,18.300683927699072,46.94434952404198,29,31,33,36,38,14,16,18,21,23,42,44,46,49,51,
1993-05,15,,,,,,,,,,,,,,,,,,,
1993-06,8,,,,,,,,,,,,,,,,,,,
1993-07,31,,,,,,,,,,,,,,,,,,,
1993-08,9,,,,,,,,,,,,,,,,,,,
1993-09,54,,,,,,,,,,,,,,,,,,,
1993-10,81,46.872314453125,9.521367521367521,42.144007810593116,41,44,47,50,51,4,6,9,13,15,36,39,42,45,48,
1993-11,9,,,,,,,,,,,,,,,,,,,
1993-12,86,,,,,,,,,,,,,,,,,,,
1994-01,4,37.13037109375,13.214059067610446,48.495851634943875,32,34,37,40,42,8,11,13,16,18,40,43,48,54,57,
1994-02,64,,,,,,,,,,,,,,,,,,,
1994-03,1,,,,,,,,,,,,,,,,,,,
1994-04,1,32.40547142159257,13.552490234375,52.57749572858189,28,30,32,34,37,9,11,13,16,19,46,49,53,56,59,
1994-05,2,,,,,,,,,,,,,,,,,,,
1994-06,32,,,,,,,,,,,,,,,,,,,
1994-07,8,23.318270639960918,10.713623046875,64.31330891330892,12,20,23,28,32,5,7,11,14,17,55,60,64,69,71,
1994-08,1,,,,,,,,,,,,,,,,,,,
1994-09,18,,,,,,,,,,,,,,,,,,,
1994-10,2,,,,,,,,,,,,,,,,,,,
1994-11,7,,,,,,,,,,,,,,,,,,,
1994-12,7,,,,,,,,,,,,,,,,,,,
1995-01,47,36.6007326007326,6.704417866731755,55.24701000732243,30,32,36,41,44,3,4,7,9,11,46,50,55,61,64,
1995-02,13,,,,,,,,,,,,,,,,,,,
1995-03,4,,,,,,,,,,,,,,,,,,,
1995-04,22,31.289480107395654,7.652428606297291,59.84713064713065,25,28,31,35,37,3,5,7,11,14,54,57,60,63,65,
1995-05,40,,,,,,,,,,,,,,,,,,,
1995-06,30,,,,,,,,,,,,,,,,,,,
1995-07,31,20.43387018057589,6.644688644688645,71.45247984363547,14,17,19,25,30,1,3,6,11,13,61,68,72,76,80,
1995-08,2,,,,,,,,,,,,,,,,,,,
1995-09,25,,,,,,,,,,,,,,,,,,,
1995-10,67,29.772538480332276,2.1118940248027056,67.32966764418377,19,26,29,35,40,0,1,2,3,5,55,62,68,73,79,
1995-11,9,,,,,,,,,,,,,,,,,,,
1995-12,10,,,,,,,,,,,,,,,,,,,
1996-01,13,39.354649743714916,4.608058608058608,54.39208984375,32,35,40,43,46,1,3,5,6,8,48,51,55,58,61,
1996-02,9,,,,,,,,,,,,,,,,,,,
1996-03,28,,,,,,,,,,,,,,,,,,,
1996-04,1,26.924072265625,7.154657293497364,64.738037109375,22,24,27,30,32,1,4,7,10,12,59,61,64,68,72,
1996-05,3,,,,,,,,,,,,,,,,,,,
1996-06,27,,,,,,,,,,,,,,,,,,,
1996-07,37,,,,,,,,,,,,,,,,,,,
1996-08,33,,,,,,,,,,,,,,,,,,,
1996-09,22,,,,,,,,,,,,,,,,,,,
1996-10,17,36.664631167562284,2.3412310069533864,59.56640625,31,34,37,39,41,0,1,2,4,5,55,57,60,62,65,
1996-11,11,,,,,,,,,,,,,,,,,,,
1996-12,7,,,,,,,,,,,,,,,,,,,
1997-01,26,40.65657798389065,1.467107438016529,57.432828529555444,37,39,41,43,45,0,0,1,2,3,52,55,58,60,62,
1997-02,103,,,,,,,,,,,,,,,,,,,
1997-03,0,,,,,,,,,,,,,,,,,,,
1997-04,0,,,,,,,,,,,,,,,,,,,
1997-05,22,,,,,,,,,,,,,,,,,,,
1997-06,8,,,,,,,,,,,,,,,,,,,
1997-07,2,21.56103515625,6.557048619594429,70.13528693528694,14,18,22,25,29,2,4,7,9,10,63,66,70,74,80,
1997-08,30,,,,,,,,,,,,,,,,,,,
1997-09,41,,,,,,,,,,,,,,,,,,,
1997-10,15,56.095412396290875,4.866437450409944,38.40243902439025,47,51,54,62,73,1,2,5,7,9,26,33,39,44,48,
1997-11,8,,,,,,,,,,,,,,,,,,,
1997-12,9,,,,,,,,,,,,,,,,,,,
1998-01,46,,,,,,,,,,,,,,,,,,,
1998-02,10,,,,,,,,,,,,,,,,,,,
1998-03,1,,,,,,,,,,,,,,,,,,,
1998-04,9,30.38095238095238,12.960693359375,55.126526624328285,22,25,31,34,38,9,11,13,15,17,47,52,55,58,62,
1998-05,2,,,,,,,,,,,,,,,,,,,
1998-06,9,,,,,,,,,,,,,,,,,,,
1998-07,23,24.250854075158614,9.178553981436249,65.102783203125,17,20,25,28,31,3,6,9,13,16,52,63,67,69,70,
1998-08,13,,,,,,,,,,,,,,,,,,,
1998-09,31,,,,,,,,,,,,,,,,,,,
1998-10,8,41.723388671875,5.430941922889215,51.703125,37,39,41,44,47,2,4,5,7,9,47,50,52,54,56,
1998-11,18,,,,,,,,,,,,,,,,,,,
1998-12,2,,,,,,,,,,,,,,,,,,,
1999-01,5,,,,,,,,,,,,,,,,,,,
1999-02,29,,,,,,,,,,,,,,,,,,,
1999-03,20,,,,,,,,,,,,,,,,,,,
1999-04,2,30.16446725317693,5.1919882755251585,63.30776746458231,26,27,30,33,37,1,3,5,7,10,54,61,64,67,69,
1999-05,25,,,,,,,,,,,,,,,,,,,
1999-06,21,,,,,,,,,,,,,,,,,,,
1999-07,25,26.79052734375,4.882309400444115,67.09738833292653,21,23,27,31,34,1,3,5,7,9,59,63,67,72,74,
1999-08,17,,,,,,,,,,,,,,,,,,,
1999-09,8,,,,,,,,,,,,,,,,,,,
1999-10,22,39.06715506715507,2.548948325110361,57.11962890625,33,36,39,43,44,0,1,2,4,6,52,54,57,60,63,
1999-11,56,,,,,,,,,,,,,,,,,,,
1999-12,20,,,,,,,,,,,,,,,,,,,
2000-01,2,36.84126984126984,7.638515987307787,54.35628815628816,33,34,37,39,42,5,6,8,9,10,50,52,54,57,59,
2000-02,69,,,,,,,,,,,,,,,,,,,
2000-03,13,,,,,,,,,,,,,,,,,,,
2000-04,56,,,,,,,,,,,,,,,,,,,
2000-05,12,,,,,,,,,,,,,,,,,,,
2000-06,7,,,,,,,,,,,,,,,,,,,
2000-07,25,,,,,,,,,,,,,,,,,,,
2000-08,25,,,,,,,,,,,,,,,,,,,
2000-09,35,,,,,,,,,,,,,,,,,,,
2000-10,41,37.063980463980464,10.1435546875,50.994627594627595,32,35,37,39,42,6,8,10,12,14,46,48,51,54,58,
2000-11,25,,,,,,,,,,,,,,,,,,,
2000-12,18,,,,,,,,,,,,,,,,,,,
2001-01,8,35.376708984375,11.832722832722833,51.0556640625,30,33,35,38,42,9,10,12,14,15,45,48,51,54,57,
2001-02,10,,,,,,,,,,,,,,,,,,,
2001-03,9,,,,,,,,,,,,,,,,,,,
2001-04,1,24.55419921875,10.555555555555555,63.08591652428606,20,22,24,27,30,8,9,11,12,14,57,60,63,66,68,
2001-05,17,,,,,,,,,,,,,,,,,,,
2001-06,37,,,,,,,,,,,,,,,,,,,
2001-07,19,,,,,,,,,,,,,,,,,,,
2001-08,11,,,,,,,,,,,,,,,,,,,
2001-09,36,,,,,,,,,,,,,,,,,,,
2001-10,31,,,,,,,,,,,,,,,,,,,
2001-11,3,,,,,,,,,,,,,,,,,,,
2001-12,3,,,,,,,,,,,,,,,,,,,
2002-01,6,34.1884765625,8.357334635098853,55.711566617862374,29,32,34,36,38,5,7,8,10,12,50,53,55,58,64,
2002-02,3,,,,,,,,,,,,,,,,,,,
2002-03,2,,,,,,,,,,,,,,,,,,,
2002-04,7,28.076923076923077,4.371722617005636,66.114501953125,23,26,28,30,34,1,3,4,6,8,60,64,66,69,71,
2002-05,16,,,,,,,,,,,,,,,,,,,
2002-06,11,,,,,,,,,,,,,,,,,,,
2002-07,6,25.836181640625,8.183683439179287,64.55593551538837,20,23,26,29,32,2,4,7,12,18,58,60,64,70,73,
2002-08,9,,,,,,,,,,,,,,,,,,,
2002-09,6,,,,,,,,,,,,,,,,,,,
2002-10,1,38.9150390625,5.062184024266936,54.885225885225886,35,36,39,41,44,1,3,5,7,8,50,52,55,57,60,
2002-11,19,,,,,,,,,,,,,,,,,,,
2002-12,30,,,,,,,,,,,,,,,,,,,
2003-01,1,38.454833984375,5.51037851037851,54.50671222845985,34,36,38,40,43,2,4,6,7,9,49,52,55,57,60,
2003-02,19,,,,,,,,,,,,,,,,,,,
2003-03,0,,,,,,,,,,,,,,,,,,,
2003-04,2,29.850232103591498,3.23820281124498,65.54201270151441,22,27,30,33,37,0,1,3,5,7,58,61,65,69,74,
2003-05,47,,,,,,,,,,,,,,,,,,,
2003-06,19,,,,,,,,,,,,,,,,,,,
2003-07,13,26.206643869076697,1.7457244272345918,71.4559433731999,22,24,26,29,32,0,0,2,3,5,65,69,72,74,77,
2003-08,40,,,,,,,,,,,,,,,,,,,
2003-09,3,,,,,,,,,,,,,,,,,,,
2003-10,38,29.903540903540904,1.629169193450576,67.7548828125,25,27,30,33,35,0,0,2,3,4,62,65,68,71,73,
2003-11,15,,,,,,,,,,,,,,,,,,,
2003-12,22,,,,,,,,,,,,,,,,,,,
2004-01,11,32.139058306904126,7.947021484375,58.393798828125,28,29,32,34,39,5,6,8,10,11,53,56,59,61,63,
2004-02,5,,,,,,,,,,,,,,,,,,,
2004-03,0,,,,,,,,,,,,,,,,,,,
2004-04,0,28.49938979741274,11.024169921875,58.924560546875,24,26,28,31,36,8,9,11,13,14,52,56,60,62,64,
2004-05,4,,,,,,,,,,,,,,,,,,,
2004-06,35,,,,,,,,,,,,,,,,,,,
2004-07,8,20.504025372041962,11.361328125,66.71111111111111,14,16,21,25,28,7,9,11,14,17,61,64,67,70,72,
2004-08,28,,,,,,,,,,,,,,,,,,,
2004-09,6,,,,,,,,,,,,,,,,,,,
2004-10,3,37.18539325842696,4.99023199023199,56.52859237536657,33,35,37,39,44,2,3,5,7,10,49,54,57,60,62,
2004-11,27,,,,,,,,,,,,,,,,,,,
2004-12,44,,,,,,,,,,,,,,,,,,,
2005-01,13,33.52467024914509,6.992673992673993,58.106201171875,29,31,33,35,41,4,5,7,9,11,51,55,58,61,64,
2005-02,2,,,,,,,,,,,,,,,,,,,
2005-03,4,,,,,,,,,,,,,,,,,,,
2005-04,2,27.59990229604299,4.711984378813766,65.90400586223743,22,25,27,29,36,1,3,5,7,9,58,62,66,70,73,
2005-05,1,,,,,,,,,,,,,,,,,,,
2005-06,48,,,,,,,,,,,,,,,,,,,
2005-07,38,29.919921875,4.9025735294117645,64.01514411333659,26,27,30,32,35,0,2,5,8,10,56,60,65,68,71,
2005-08,14,,,,,,,,,,,,,,,,,,,
2005-09,35,,,,,,,,,,,,,,,,,,,
2005-10,44,34.908646800195406,8.241825280624695,55.175006102025876,31,33,35,37,39,4,6,8,10,12,49,51,55,59,61,
2005-11,33,,,,,,,,,,,,,,,,,,,
2005-12,9,,,,,,,,,,,,,,,,,,,
2006-01,10,31.22954822954823,7.893772893772894,59.28096750549719,23,27,32,36,39,4,6,8,10,11,50,54,59,65,69,
2006-02,10,,,,,,,,,,,,,,,,,,,
2006-03,25,,,,,,,,,,,,,,,,,,,
2006-04,21,24.93846153846154,11.29066927210552,62.5703125,21,23,25,27,30,7,9,11,14,15,57,60,62,66,69,
2006-05,4,,,,,,,,,,,,,,,,,,,
2006-06,6,,,,,,,,,,,,,,,,,,,
2006-07,35,20.68155197657394,8.60791015625,69.36179555989266,17,18,20,23,27,3,5,8,12,15,63,66,70,73,75,
2006-08,1,,,,,,,,,,,,,,,,,,,
2006-09,10,,,,,,,,,,,,,,,,,,,
2006-10,0,36.74664388577008,5.784423828125,55.990969001708564,33,35,36,38,43,2,4,6,8,10,50,53,56,59,61,
2006-11,8,,,,,,,,,,,,,,,,,,,
2006-12,12,,,,,,,,,,,,,,,,,,,
2007-01,41,37.98044487900269,4.868131868131868,55.74786220376252,32,35,37,40,48,1,3,5,7,9,46,53,56,59,63,
2007-02,3,,,,,,,,,,,,,,,,,,,
2007-03,20,,,,,,,,,,,,,,,,,,,
2007-04,18,47.56996336996337,3.9886422302529687,47.34188034188034,42,44,47,51,55,0,1,4,7,9,35,43,48,53,56,
2007-05,37,,,,,,,,,,,,,,,,,,,
2007-06,5,,,,,,,,,,,,,,,,,,,
2007-07,9,25.89057156814851,6.820600439345863,65.32315583781143,21,23,25,28,35,3,4,6,9,12,56,62,66,69,71,
2007-08,2,,,,,,,,,,,,,,,,,,,
2007-09,3,,,,,,,,,,,,,,,,,,,
2007-10,20,37.760986328125,5.241758241758242,55.595947265625,33,35,38,40,43,2,3,5,7,10,50,52,55,60,63,
2007-11,46,,,,,,,,,,,,,,,,,,,
2007-12,10,,,,,,,,,,,,,,,,,,,
2008-01,11,36.233211233211236,5.861691542288558,56.40805860805861,31,33,35,40,44,2,4,6,8,10,48,53,57,60,65,
2008-02,0,,,,,,,,,,,,,,,,,,,
2008-03,1,,,,,,,,,,,,,,,,,,,
2008-04,5,33.237490846961194,4.52783203125,60.91963849535906,27,30,33,36,43,1,3,4,6,8,52,58,61,65,69,
2008-05,16,,,,,,,,,,,,,,,,,,,
2008-06,48,,,,,,,,,,,,,,,,,,,
2008-07,14,23.147727272727273,1.1713286713286712,76.0909090909091,17,19,21,25,34,0,0,1,2,3,64,74,78,81,83,
2008-08,20,,,,,,,,,,,,,,,,,,,
2008-09,4,,,,,,,,,,,,,,,,,,,
2008-10,2,43.21367521367522,3.519890601690701,52.03662109375,38,40,43,45,53,1,2,4,5,6,45,50,52,55,57,
2008-11,43,,,,,,,,,,,,,,,,,,,
2008-12,28,,,,,,,,,,,,,,,,,,,
2009-01,0,41.259521484375,6.70068359375,50.75305026842362,36,38,41,44,49,3,5,7,8,10,45,49,51,53,55,
2009-02,0,,,,,,,,,,,,,,,,,,,
2009-03,14,,,,,,,,,,,,,,,,,,,
2009-04,23,28.274193548387096,4.09561049445005,66.65974596971178,23,26,28,30,37,0,2,4,6,8,59,63,67,71,74,
2009-05,10,,,,,,,,,,,,,,,,,,,
2009-06,27,,,,,,,,,,,,,,,,,,,
2009-07,21,23.721435546875,2.051076923076923,73.85403954112765,18,20,24,27,30,0,0,2,3,6,65,70,74,78,81,
2009-08,16,,,,,,,,,,,,,,,,,,,
2009-09,9,,,,,,,,,,,,,,,,,,,
2009-10,5,40.96726117762033,1.6436406759561222,56.363614163614166,35,38,40,43,52,0,0,2,3,4,47,53,57,60,62,
2009-11,63,,,,,,,,,,,,,,,,,,,
2009-12,13,,,,,,,,,,,,,,,,,,,
2010-01,5,39.70940170940171,5.0595412396290875,53.95703125,36,37,39,42,45,2,3,5,7,8,48,51,54,56,58,
2010-02,37,,,,,,,,,,,,,,,,,,,
2010-03,78,,,,,,,,,,,,,,,,,,,
2010-04,27,38.943833943833944,7.77587890625,52.056396484375,32,36,39,42,44,3,5,8,10,12,45,48,52,57,61,
2010-05,45,,,,,,,,,,,,,,,,,,,
2010-06,11,,,,,,,,,,,,,,,,,,,
2010-07,16,,,,,,,,,,,,,,,,,,,
2010-08,17,,,,,,,,,,,,,,,,,,,
2010-09,46,,,,,,,,,,,,,,,,,,,
2010-10,93,40,19,39,38,38,40,41,42,17,17,19,20,21,37,37,39,40,41,
2010-11,87,,,,,,,,,,,,,,,,,,,
2010-12,44,,,,,,,,,,,,,,,,,,,
2011-01,115,28.867463998047352,19.284318514899855,50.40932389553332,25,26,28,31,35,16,17,19,21,23,45,48,51,53,54,
2011-02,145,,,,,,,,,,,,,,,,,,,
2011-03,97,,,,,,,,,,,,,,,,,,,
2011-04,12,25.1181640625,22.307692307692307,50.919189453125,20,22,25,28,30,19,20,22,24,26,46,48,51,54,55,
2011-05,8,,,,,,,,,,,,,,,,,,,
2011-06,2,,,,,,,,,,,,,,,,,,,
2011-07,11,23.891845703125,16.694749694749696,58.219970703125,20,21,24,26,28,14,15,17,18,20,53,56,58,61,64,
2011-08,15,,,,,,,,,,,,,,,,,,,
2011-09,5,,,,,,,,,,,,,,,,,,,
2011-10,35,32.307861328125,17.41025641025641,48.98828411032463,29,30,32,34,38,15,16,17,19,20,45,47,49,51,53,
2011-11,38,,,,,,,,,,,,,,,,,,,
2011-12,10,,,,,,,,,,,,,,,,,,,
2012-01,51,33.09090909090909,14.186788154897494,50.39772727272727,28,30,32,36,41,10,13,14,16,17,46,48,51,53,55,
2012-02,18,,,,,,,,,,,,,,,,,,,
2012-03,43,,,,,,,,,,,,,,,,,,,
2012-04,0,23.125030525030525,8.545787545787546,67.0686370297997,20,21,23,25,27,6,7,9,10,12,62,65,67,69,71,
2012-05,2,,,,,,,,,,,,,,,,,,,
2012-06,7,,,,,,,,,,,,,,,,,,,
2012-07,20,23.911594846734786,9.171923589515771,65.88271879164816,19,21,24,27,29,5,6,9,12,15,59,64,66,68,70,
2012-08,8,,,,,,,,,,,,,,,,,,,
2012-09,5,,,,,,,,,,,,,,,,,,,
2012-10,2,35.76183504148365,8.312576312576313,54.74126557537259,32,33,35,38,42,5,6,8,10,13,47,53,55,57,59,
2012-11,14,,,,,,,,,,,,,,,,,,,
2012-12,9,,,,,,,,,,,,,,,,,,,
2013-01,10,35.39697265625,6.604395604395604,56.46616173955534,31,33,35,37,41,3,5,7,8,10,49,54,57,59,61,
2013-02,20,,,,,,,,,,,,,,,,,,,
2013-03,18,,,,,,,,,,,,,,,,,,,
2013-04,5,30.88671875,3.1007339913945837,64.73411534701857,26,28,30,33,40,0,1,3,5,6,55,63,65,68,69,
2013-05,32,,,,,,,,,,,,,,,,,,,
2013-06,25,,,,,,,,,,,,,,,,,,,
2013-07,20,25.354248046875,2.694556451612903,70.91554796192335,21,23,25,28,30,0,1,3,4,6,67,69,71,73,74,
2013-08,14,,,,,,,,,,,,,,,,,,,
2013-09,8,,,,,,,,,,,,,,,,,,,
2013-10,5,36.314439286586854,3.348854961832061,59.62997315108616,31,33,36,40,43,0,1,3,5,7,54,57,60,63,65,
2013-11,1,,,,,,,,,,,,,,,,,,,
2013-12,26,,,,,,,,,,,,,,,,,,,
2014-01,2,36.43896484375,4.0380554873557575,57.883573346350985,33,34,36,38,41,1,2,4,6,7,54,56,58,60,62,
2014-02,32,,,,,,,,,,,,,,,,,,,
2014-03,43,,,,,,,,,,,,,,,,,,,
2014-04,55,34.73486328125,2.360355199083357,62.04227761485826,29,32,35,37,41,0,1,2,4,5,56,59,62,65,68,
2014-05,29,,,,,,,,,,,,,,,,,,,
2014-06,8,,,,,,,,,,,,,,,,,,,
2014-07,8,31.365079365079364,2.022028985507246,65.88202247191012,27,29,31,33,35,0,1,2,3,5,61,64,66,68,70,
2014-08,31,,,,,,,,,,,,,,,,,,,
2014-09,11,,,,,,,,,,,,,,,,,,,
2014-10,2,36.15035391750061,3.3758847937515255,58.71027581156944,33,34,36,38,40,1,2,3,5,6,54,57,59,61,62,
2014-11,11,,,,,,,,,,,,,,,,,,,
2014-12,11,,,,,,,,,,,,,,,,,,,
2015-01,80,34.353185257505494,6.474609375,57.51526251526251,29,31,34,37,40,4,5,6,8,9,52,55,58,60,63,
2015-02,2,,,,,,,,,,,,,,,,,,,
2015-03,1,,,,,,,,,,,,,,,,,,,
2015-04,52,27.73743289409468,7.627594627594628,63.11965811965812,24,26,27,29,33,5,6,8,9,11,57,62,64,65,66,
2015-05,5,,,,,,,,,,,,,,,,,,,
2015-06,23,,,,,,,,,,,,,,,,,,,
2015-07,10,26.996336996336996,4.3173828125,67.2236328125,24,25,27,29,30,1,3,4,6,7,64,65,67,69,71,
2015-08,31,,,,,,,,,,,,,,,,,,,
2015-09,9,,,,,,,,,,,,,,,,,,,
2015-10,7,35.34561874542348,5.601903832072248,57.739990234375,31,33,35,38,40,3,4,6,7,8,53,55,58,60,62,
2015-11,12,,,,,,,,,,,,,,,,,,,
2015-12,2,,,,,,,,,,,,,,,,,,,
2016-01,38,35.410400390625,7.24951171875,55.734130859375,30,32,34,37,50,4,5,7,9,11,41,53,57,60,62,
2016-02,3,,,,,,,,,,,,,,,,,,,
2016-03,24,,,,,,,,,,,,,,,,,,,
2016-04,5,27.33414693678301,3.862026862026862,67.32258852258852,21,23,27,30,37,1,2,4,6,8,55,64,67,73,75,
2016-05,52,,,,,,,,,,,,,,,,,,,
2016-06,21,,,,,,,,,,,,,,,,,,,
2016-07,23,27.9236399121737,2.6594012605042017,68.33170612643397,24,25,27,29,38,0,1,3,4,6,58,67,69,71,73,
2016-08,30,,,,,,,,,,,,,,,,,,,
2016-09,80,,,,,,,,,,,,,,,,,,,
2016-10,15,36.95677655677655,4.729001976284585,56.86629186018089,30,34,37,39,47,2,3,5,6,8,47,54,57,60,65,
2016-11,14,,,,,,,,,,,,,,,,,,,
2016-12,35,,,,,,,,,,,,,,,,,,,
2017-01,31,35.30517578125,8.748473748473748,54.47449353185257,29,31,34,38,50,5,7,9,11,12,44,52,56,58,60,
2017-02,5,,,,,,,,,,,,,,,,,,,
2017-03,10,,,,,,,,,,,,,,,,,,,
2017-04,47,25.40615084207957,10.786917256529168,62.66837606837607,20,22,24,27,40,7,9,11,13,14,49,60,64,67,69,
2017-05,20,,,,,,,,,,,,,,,,,,,
2017-06,1,,,,,,,,,,,,,,,,,,,
2017-07,4,22.755126953125,9.301587301587302,66.77490234375,18,20,22,24,35,7,8,9,11,12,57,65,68,70,72,
2017-08,23,,,,,,,,,,,,,,,,,,,
2017-09,2,,,,,,,,,,,,,,,,,,,
2017-10,13,34.3876953125,8.20893336587747,55.66707346839151,29,31,33,36,47,6,7,8,10,11,45,54,57,59,60,
2017-11,30,,,,,,,,,,,,,,,,,,,
2017-12,56,,,,,,,,,,,,,,,,,,,
2018-01,19,36.41664632658043,9.551892551892552,52.53981436248168,31,33,35,38,49,7,8,10,11,12,40,50,53,56,58,
2018-02,1,,,,,,,,,,,,,,,,,,,
2018-03,1,,,,,,,,,,,,,,,,,,,
2018-04,2,27.369076697606253,7.970947265625,62.864713064713065,22,24,26,29,41,5,6,8,10,12,51,61,64,66,68,
2018-05,10,,,,,,,,,,,,,,,,,,,
2018-06,11,,,,,,,,,,,,,,,,,,,
2018-07,6,22.880283410701196,7.588522588522588,67.73796137863603,18,20,22,25,32,4,6,8,9,11,58,65,69,71,73,
2018-08,12,,,,,,,,,,,,,,,,,,,
2018-09,2,,,,,,,,,,,,,,,,,,,
2018-10,27,34.661211529066925,5.318514776458701,58.55322265625,29,31,34,37,44,0,3,6,8,10,47,55,59,64,66,
2018-11,14,,,,,,,,,,,,,,,,,,,
2018-12,16,,,,,,,,,,,,,,,,,,,
2019-01,3,39.73089133089133,6.394190871369295,52.65380859375,35,37,39,42,48,4,5,6,8,9,43,50,54,56,57,
2019-02,5,,,,,,,,,,,,,,,,,,,
2019-03,7,,,,,,,,,,,,,,,,,,,
2019-04,1,28.882625671059053,3.419090231170768,66.58119658119658,23,25,28,32,40,1,2,3,5,6,54,65,68,70,73,
2019-05,16,,,,,,,,,,,,,,,,,,,
2019-06,10,,,,,,,,,,,,,,,,,,,
2019-07,3,25.775091575091576,3.3774640383590837,69.86415831908135,20,22,25,29,38,0,1,3,6,8,56,67,70,74,78,
2019-08,3,,,,,,,,,,,,,,,,,,,
2019-09,4,,,,,,,,,,,,,,,,,,,
2019-10,1,37.48998534440645,3.2695245134269526,57.68296260083109,34,35,37,39,46,1,2,3,5,6,48,56,59,60,62,
2019-11,5,,,,,,,,,,,,,,,,,,,
