date,rain(mm),bare_mean,green_mean,non_green_mean,bare5percentile,bare20percentile,bare50percentile,bare80percentile,bare95percentile,green5percentile,green20percentile,green50percentile,green80percentile,green95percentile,nongreen5percentile,nongreen20percentile,nongreen50percentile,nongreen80percentile,nongreen95percentile
1993-11,6,,,,,,,,,,,,,,,,,,,
1993-12,37,,,,,,,,,,,,,,,,,,,
1994-01,11,21.74645823155838,3.0239880059970017,73.53369140625,7,10,19,36,44,0,1,3,5,6,52,61,78,86,88,
1994-02,82,,,,,,,,,,,,,,,,,,,
1994-03,1,,,,,,,,,,,,,,,,,,,
1994-04,0,15.472887151929653,28.69296531509526,54.078857421875,8,11,14,22,26,23,25,28,32,35,39,48,56,60,63,
1994-05,0,,,,,,,,,,,,,,,,,,,
1994-06,6,,,,,,,,,,,,,,,,,,,
1994-07,0,9.65185546875,16.869188921859546,72.33870967741936,2,5,9,14,19,3,8,18,25,28,55,63,73,84,89,
1994-08,0,,,,,,,,,,,,,,,,,,,
1994-09,0,,,,,,,,,,,,,,,,,,,
1994-10,13,25.435696821515894,6.334781497572195,67,16,19,25,32,36,0,2,5,11,15,52,56,69,76,82,
1994-11,0,,,,,,,,,,,,,,,,,,,
1994-12,61,,,,,,,,,,,,,,,,,,,
1995-01,7,21.386419149975573,21.747314453125,55.35628815628816,5,11,21,32,40,10,15,18,28,41,43,45,55,63,73,
1995-02,133,,,,,,,,,,,,,,,,,,,
1995-03,116,,,,,,,,,,,,,,,,,,,
1995-04,34,5.13058335367342,43.627594627594625,49.840498290180754,2,4,5,7,8,39,41,43,46,48,45,47,50,52,54,
1995-05,3,,,,,,,,,,,,,,,,,,,
1995-06,41,,,,,,,,,,,,,,,,,,,
1995-07,6,5.201711491442543,35.543345543345545,57.794871794871796,1,3,5,8,10,21,26,39,43,45,45,49,55,69,75,
1995-08,0,,,,,,,,,,,,,,,,,,,
1995-09,0,,,,,,,,,,,,,,,,,,,
1995-10,0,42.13186813186813,2.4395604395604398,54.13186813186813,37,41,42,44,45,0,1,2,4,5,52,52,54,56,57,
1995-11,0,,,,,,,,,,,,,,,,,,,
1995-12,112,,,,,,,,,,,,,,,,,,,
1996-01,4,16.2040517451794,41.97802197802198,40.24768179599805,9,11,17,21,23,33,36,41,52,56,29,36,42,44,46,
1996-02,10,,,,,,,,,,,,,,,,,,,
1996-03,56,,,,,,,,,,,,,,,,,,,
1996-04,18,4.2451171875,44.41337237676915,50.09077598828697,1,2,4,6,9,39,41,43,49,52,42,47,50,54,56,
1996-05,3,,,,,,,,,,,,,,,,,,,
1996-06,20,,,,,,,,,,,,,,,,,,,
1996-07,7,8.807081807081808,14.216499877959482,75.58857979502196,4,6,9,11,13,5,8,14,20,25,66,69,77,81,84,
1996-08,2,,,,,,,,,,,,,,,,,,,
1996-09,0,,,,,,,,,,,,,,,,,,,
1996-10,64,16.608249938979743,7.462759462759463,74.51941391941392,11,14,17,19,21,3,4,7,11,15,69,71,75,78,80,
1996-11,2,,,,,,,,,,,,,,,,,,,
1996-12,61,,,,,,,,,,,,,,,,,,,
1997-01,144,29.117891139858433,17.936279296875,51.454967049060286,24,26,29,32,35,14,16,18,20,21,46,49,52,54,56,
1997-02,113,,,,,,,,,,,,,,,,,,,
1997-03,12,,,,,,,,,,,,,,,,,,,
1997-04,30,9.59521484375,32.99975591896509,55.89162802050281,3,5,9,14,17,21,25,35,39,44,44,47,52,68,71,
1997-05,53,,,,,,,,,,,,,,,,,,,
1997-06,1,,,,,,,,,,,,,,,,,,,
1997-07,4,2.3392024857586744,25.497435897435896,70.6708984375,0,1,2,4,5,16,20,26,31,34,61,66,69,77,80,
1997-08,26,,,,,,,,,,,,,,,,,,,
1997-09,16,,,,,,,,,,,,,,,,,,,
1997-10,16,,,,,,,,,,,,,,,,,,,
1997-11,0,,,,,,,,,,,,,,,,,,,
1997-12,1,,,,,,,,,,,,,,,,,,,
1998-01,14,32.581298828125,10.060546875,55.89968269465462,28,30,32,35,38,5,7,10,13,16,50,53,56,59,61,
1998-02,11,,,,,,,,,,,,,,,,,,,
1998-03,29,,,,,,,,,,,,,,,,,,,
1998-04,13,35.020757020757024,6.374755859375,57.2979242979243,31,32,35,38,41,3,4,6,8,10,51,55,58,60,62,
1998-05,4,,,,,,,,,,,,,,,,,,,
1998-06,52,,,,,,,,,,,,,,,,,,,
1998-07,24,18.8701171875,20.747252747252748,59.091796875,15,17,19,21,23,16,18,21,23,25,53,55,59,62,67,
1998-08,45,,,,,,,,,,,,,,,,,,,
1998-09,0,,,,,,,,,,,,,,,,,,,
1998-10,2,33.19482421875,11.777479237909136,53.69230769230769,30,31,33,35,38,7,9,11,15,17,46,50,55,57,59,
1998-11,18,,,,,,,,,,,,,,,,,,,
1998-12,241,,,,,,,,,,,,,,,,,,,
1999-01,78,19.415486077186127,34.18388278388279,44.89133089133089,8,11,17,32,38,21,25,32,46,50,36,39,46,51,54,
1999-02,136,,,,,,,,,,,,,,,,,,,
1999-03,77,,,,,,,,,,,,,,,,,,,
1999-04,97,4.697191697191697,49.347412109375,44.29045643153527,1,3,5,7,8,43,46,49,53,55,37,40,45,48,52,
1999-05,24,,,,,,,,,,,,,,,,,,,
1999-06,0,,,,,,,,,,,,,,,,,,,
1999-07,0,3.2964939024390243,27.543812545765196,67.92560975609756,0,1,3,5,7,19,21,28,32,38,56,62,68,75,78,
1999-08,0,,,,,,,,,,,,,,,,,,,
1999-09,0,,,,,,,,,,,,,,,,,,,
1999-10,9,3.9717305801376597,16.72216796875,77.54445530043967,1,2,4,6,8,10,13,16,21,26,66,73,79,83,85,
1999-11,2,,,,,,,,,,,,,,,,,,,
1999-12,210,,,,,,,,,,,,,,,,,,,
2000-01,153,15.15673828125,40.19667725384803,43.02319902319903,10,12,14,17,22,20,32,44,48,51,34,37,41,51,57,
2000-02,115,,,,,,,,,,,,,,,,,,,
2000-03,141,,,,,,,,,,,,,,,,,,,
2000-04,52,1.9768247202983484,48.2056668295066,48.323155837811434,0,1,2,3,4,43,46,48,51,53,43,46,48,51,53,
2000-05,2,,,,,,,,,,,,,,,,,,,
2000-06,0,,,,,,,,,,,,,,,,,,,
2000-07,0,,,,,,,,,,,,,,,,,,,
2000-08,1,,,,,,,,,,,,,,,,,,,
2000-09,0,,,,,,,,,,,,,,,,,,,
2000-10,1,29.997557997557998,15.965811965811966,52.72039072039072,26,28,30,32,34,12,14,16,18,20,49,50,52,55,58,
2000-11,5,,,,,,,,,,,,,,,,,,,
2000-12,50,,,,,,,,,,,,,,,,,,,
2001-01,74,26.946275946275946,16.595848595848597,54.99145299145299,24,25,27,29,30,14,15,17,18,20,52,53,55,57,59,
2001-02,236,,,,,,,,,,,,,,,,,,,
2001-03,9,,,,,,,,,,,,,,,,,,,
2001-04,10,9.261410788381744,38.76299731510861,50.290283203125,5,7,9,12,14,31,34,40,43,45,43,45,49,56,59,
2001-05,16,,,,,,,,,,,,,,,,,,,
2001-06,3,,,,,,,,,,,,,,,,,,,
2001-07,6,7.414306640625,17.10858955588092,74.02805562332276,3,5,7,10,13,6,9,17,25,28,63,67,76,81,84,
2001-08,0,,,,,,,,,,,,,,,,,,,
2001-09,0,,,,,,,,,,,,,,,,,,,
2001-10,7,35.041748046875,13.807081807081808,49.716796875,31,33,35,37,39,11,12,14,15,17,47,48,50,51,53,
2001-11,1,,,,,,,,,,,,,,,,,,,
2001-12,13,,,,,,,,,,,,,,,,,,,
2002-01,37,33.73240469208211,10.778564453125,53.86844032218696,25,30,34,37,40,7,9,11,13,14,48,50,53,58,61,
2002-02,264,,,,,,,,,,,,,,,,,,,
2002-03,0,,,,,,,,,,,,,,,,,,,
2002-04,3,4.4488650231876985,43.56260678545277,50.42006346106908,1,2,4,6,9,37,40,44,47,50,42,46,50,55,60,
2002-05,5,,,,,,,,,,,,,,,,,,,
2002-06,5,,,,,,,,,,,,,,,,,,,
2002-07,0,5.871644704734017,8.345579230957629,84.13253600195264,2,4,6,8,9,1,3,7,15,17,74,76,87,91,92,
2002-08,0,,,,,,,,,,,,,,,,,,,
2002-09,0,,,,,,,,,,,,,,,,,,,
2002-10,0,34.43592872833781,13.6634943875061,50.553955078125,31,33,34,36,38,11,12,14,15,16,47,49,51,52,53,
2002-11,9,,,,,,,,,,,,,,,,,,,
2002-12,28,,,,,,,,,,,,,,,,,,,
2003-01,194,34.13714006832601,12.97559785261103,51.429443359375,31,32,34,36,38,8,11,13,15,17,48,50,51,53,55,
2003-02,37,,,,,,,,,,,,,,,,,,,
2003-03,43,,,,,,,,,,,,,,,,,,,
2003-04,35,19.308913308913308,21.676923076923078,57.6220703125,15,17,19,22,24,16,19,22,25,27,53,55,57,61,63,
2003-05,0,,,,,,,,,,,,,,,,,,,
2003-06,17,,,,,,,,,,,,,,,,,,,
2003-07,0,24.963369963369964,8.110568708811325,65.14896214896216,21,23,25,27,29,4,6,8,10,12,60,63,65,67,69,
2003-08,13,,,,,,,,,,,,,,,,,,,
2003-09,0,,,,,,,,,,,,,,,,,,,
2003-10,0,33.655029296875,6.36019536019536,58.36874236874237,30,32,34,36,38,3,5,6,8,9,54,56,58,61,62,
2003-11,19,,,,,,,,,,,,,,,,,,,
2003-12,16,,,,,,,,,,,,,,,,,,,
2004-01,33,34.84159140834757,7.801073956553576,55.43202343177935,31,33,35,37,39,4,6,8,10,12,50,53,55,58,61,
2004-02,97,,,,,,,,,,,,,,,,,,,
2004-03,85,,,,,,,,,,,,,,,,,,,
2004-04,39,4.024420024420024,55.95191603612399,38.78398828411032,1,2,4,6,7,49,53,57,59,60,34,36,38,42,46,
2004-05,6,,,,,,,,,,,,,,,,,,,
2004-06,0,,,,,,,,,,,,,,,,,,,
2004-07,6,2.1764547413793105,29.636119257087,67.27135187896535,0,1,2,4,5,21,26,29,34,38,58,63,68,71,74,
2004-08,0,,,,,,,,,,,,,,,,,,,
2004-09,4,,,,,,,,,,,,,,,,,,,
2004-10,83,31.406105006105005,13.375457428641132,53.841796875,26,29,32,34,35,10,11,13,15,17,48,50,54,57,60,
2004-11,3,,,,,,,,,,,,,,,,,,,
2004-12,85,,,,,,,,,,,,,,,,,,,
2005-01,10,27.08913308913309,14.19692532942899,57.230712890625,24,25,27,29,30,11,12,14,16,18,53,55,57,59,61,
2005-02,13,,,,,,,,,,,,,,,,,,,
2005-03,3,,,,,,,,,,,,,,,,,,,
2005-04,0,28.893772893772894,9.078144078144078,60.51159951159951,26,27,29,31,32,6,7,9,11,13,57,59,61,62,64,
2005-05,0,,,,,,,,,,,,,,,,,,,
2005-06,0,,,,,,,,,,,,,,,,,,,
2005-07,54,26.76787893580669,14.358642578125,57.5966796875,22,24,27,29,31,10,12,14,17,19,51,55,58,60,62,
2005-08,9,,,,,,,,,,,,,,,,,,,
2005-09,0,,,,,,,,,,,,,,,,,,,
2005-10,0,31.220703125,23.615234375,43.67032967032967,27,29,31,34,37,18,20,24,27,28,41,42,44,45,47,
2005-11,0,,,,,,,,,,,,,,,,,,,
2005-12,26,,,,,,,,,,,,,,,,,,,
2006-01,228,4.96969696969697,65.45454545454545,28.181818181818183,2,3,5,6,8,61,63,65,68,70,24,25,28,31,33,
2006-02,78,,,,,,,,,,,,,,,,,,,
2006-03,64,,,,,,,,,,,,,,,,,,,
2006-04,54,3.925153374233129,42.82730825598437,51.672607421875,0,2,4,6,7,35,39,44,47,49,44,47,51,57,61,
2006-05,0,,,,,,,,,,,,,,,,,,,
2006-06,2,,,,,,,,,,,,,,,,,,,
2006-07,0,33.02148962148962,12.802782523797902,52.47522577495729,28,31,33,35,37,10,11,13,14,16,49,51,52,54,56,
2006-08,0,,,,,,,,,,,,,,,,,,,
2006-09,39,,,,,,,,,,,,,,,,,,,
2006-10,167,33.06106497313141,13.179487179487179,52.112060546875,29,31,33,35,37,10,12,13,15,16,48,50,52,54,57,
2006-11,12,,,,,,,,,,,,,,,,,,,
2006-12,56,,,,,,,,,,,,,,,,,,,
2007-01,57,29.48828125,19.764346764346765,48.8681640625,26,27,29,31,35,15,17,19,22,28,43,46,49,52,53,
2007-02,2,,,,,,,,,,,,,,,,,,,
2007-03,65,,,,,,,,,,,,,,,,,,,
2007-04,39,8.120849609375,52.74603174603175,37.61748900830484,4,6,8,10,13,47,49,53,56,59,29,34,38,42,45,
2007-05,0,,,,,,,,,,,,,,,,,,,
2007-06,0,,,,,,,,,,,,,,,,,,,
2007-07,1,8.878447644618014,26.700854700854702,63.032967032967036,3,6,9,11,14,23,25,27,29,31,58,60,63,66,67,
2007-08,0,,,,,,,,,,,,,,,,,,,
2007-09,0,,,,,,,,,,,,,,,,,,,
2007-10,13,29.326739926739926,13.251403465950697,56.11455788959453,23,26,29,33,36,10,11,13,15,17,50,53,56,60,63,
2007-11,0,,,,,,,,,,,,,,,,,,,
2007-12,40,,,,,,,,,,,,,,,,,,,
2008-01,34,28.404686355870147,11.372223578227972,58.64884004884005,24,26,29,31,32,6,9,12,14,16,54,55,58,61,68,
2008-02,81,,,,,,,,,,,,,,,,,,,
2008-03,32,,,,,,,,,,,,,,,,,,,
2008-04,7,29.162393162393162,8.229548229548229,61.073051551429266,22,25,29,32,38,4,6,8,11,12,52,57,60,67,71,
2008-05,0,,,,,,,,,,,,,,,,,,,
2008-06,50,,,,,,,,,,,,,,,,,,,
2008-07,0,26.49328449328449,10.152306565779838,61.7958984375,19,23,27,30,33,6,8,10,12,15,55,58,62,65,69,
2008-08,7,,,,,,,,,,,,,,,,,,,
2008-09,1,,,,,,,,,,,,,,,,,,,
2008-10,0,36.65201465201465,8.332357247437775,53.325763125763125,31,33,37,40,42,5,6,8,10,12,48,50,53,58,60,
2008-11,12,,,,,,,,,,,,,,,,,,,
2008-12,17,,,,,,,,,,,,,,,,,,,
2009-01,37,39.60224774004398,7.058608058608058,51.73240469208211,35,37,40,42,44,3,5,7,9,11,46,49,51,55,59,
2009-02,7,,,,,,,,,,,,,,,,,,,
2009-03,90,,,,,,,,,,,,,,,,,,,
2009-04,13,26.228215767634854,33.8640468635587,38.59271927681407,21,23,26,29,32,26,29,34,38,42,29,35,39,42,45,
2009-05,0,,,,,,,,,,,,,,,,,,,
2009-06,48,,,,,,,,,,,,,,,,,,,
2009-07,1,20.729848558866635,27.12548828125,50.938660801564026,15,18,21,23,26,21,25,27,30,32,45,47,50,55,60,
2009-08,0,,,,,,,,,,,,,,,,,,,
2009-09,0,,,,,,,,,,,,,,,,,,,
2009-10,2,,,,,,,,,,,,,,,,,,,
2009-11,37,,,,,,,,,,,,,,,,,,,
2009-12,0,,,,,,,,,,,,,,,,,,,
2010-01,10,36.59120879120879,6.1845703125,55.677490234375,30,34,37,40,42,2,4,6,8,12,47,52,56,60,63,
2010-02,9,,,,,,,,,,,,,,,,,,,
2010-03,0,,,,,,,,,,,,,,,,,,,
2010-04,69,34.767691556857,8.09035409035409,55.610595703125,30,32,35,38,40,5,6,8,10,12,49,53,56,59,62,
2010-05,5,,,,,,,,,,,,,,,,,,,
2010-06,0,,,,,,,,,,,,,,,,,,,
2010-07,5,39.828369140625,3.3028669443763783,55.48473748473749,32,36,40,44,47,1,2,3,5,6,49,52,55,59,63,
2010-08,23,,,,,,,,,,,,,,,,,,,
2010-09,42,,,,,,,,,,,,,,,,,,,
2010-10,3,41.08962148962149,6.345543345543345,51.0595703125,34,37,41,45,47,1,3,5,11,13,40,46,51,57,61,
2010-11,4,,,,,,,,,,,,,,,,,,,
2010-12,76,,,,,,,,,,,,,,,,,,,
2011-01,56,38.6943359375,5.527472527472527,54.65869140625,32,35,39,42,45,2,4,6,8,9,48,51,55,58,60,
2011-02,126,,,,,,,,,,,,,,,,,,,
2011-03,54,,,,,,,,,,,,,,,,,,,
2011-04,39,7.745849609375,53.75835977544545,37.13253600195265,3,6,8,10,11,46,50,54,58,60,27,31,38,41,45,
2011-05,5,,,,,,,,,,,,,,,,,,,
2011-06,7,,,,,,,,,,,,,,,,,,,
2011-07,26,4.75085490962384,32.73504273504273,60.93817204301075,1,2,4,7,10,21,25,34,38,42,50,54,60,68,74,
2011-08,0,,,,,,,,,,,,,,,,,,,
2011-09,0,,,,,,,,,,,,,,,,,,,
2011-10,34,15.750732421875,21.20468978993649,61.340986809965806,12,14,16,18,20,16,19,22,24,25,54,59,61,64,68,
2011-11,61,,,,,,,,,,,,,,,,,,,
2011-12,6,,,,,,,,,,,,,,,,,,,
2012-01,244,13.137755102040817,40.1578947368421,45.09850543478261,9,11,13,15,17,32,35,39,46,49,38,41,45,49,52,
2012-02,20,,,,,,,,,,,,,,,,,,,
2012-03,29,,,,,,,,,,,,,,,,,,,
2012-04,22,4.954345703125,38.39096459096459,55.0004884004884,1,3,5,7,9,28,31,39,45,48,46,48,52,65,67,
2012-05,0,,,,,,,,,,,,,,,,,,,
2012-06,5,,,,,,,,,,,,,,,,,,,
2012-07,0,5.90964590964591,16.596336996336998,75.74078594093238,2,4,6,8,9,9,11,17,22,25,67,70,76,82,84,
2012-08,0,,,,,,,,,,,,,,,,,,,
2012-09,1,,,,,,,,,,,,,,,,,,,
2012-10,15,34.05028069319014,14.907005125701733,49.802978515625,30,32,34,36,40,11,13,15,17,19,46,48,50,52,53,
2012-11,28,,,,,,,,,,,,,,,,,,,
2012-12,65,,,,,,,,,,,,,,,,,,,
2013-01,49,29.560439560439562,15.958730158730159,53.21367521367522,26,28,30,31,33,12,14,16,18,20,49,51,53,55,57,
2013-02,45,,,,,,,,,,,,,,,,,,,
2013-03,34,,,,,,,,,,,,,,,,,,,
2013-04,0,15.308837890625,41.87322911577919,41.392970466194775,12,14,15,17,19,34,38,41,48,50,33,38,42,45,48,
2013-05,19,,,,,,,,,,,,,,,,,,,
2013-06,81,,,,,,,,,,,,,,,,,,,
2013-07,8,21.47130647130647,11.562255859375,65.38095238095238,18,19,21,23,25,4,7,12,16,18,58,60,65,71,74,
2013-08,0,,,,,,,,,,,,,,,,,,,
2013-09,0,,,,,,,,,,,,,,,,,,,
2013-10,1,31.65779838906517,7.5502684236212785,59.28871519296531,29,30,32,33,35,3,5,8,10,12,54,56,59,62,65,
2013-11,8,,,,,,,,,,,,,,,,,,,
2013-12,47,,,,,,,,,,,,,,,,,,,
2014-01,230,23.462289480107394,21.30419921875,53.6873321942885,20,22,23,25,27,18,19,21,23,26,48,52,54,56,58,
2014-02,32,,,,,,,,,,,,,,,,,,,
2014-03,4,,,,,,,,,,,,,,,,,,,
2014-04,5,28.97144251891628,14.8017578125,54.22222222222222,15,26,30,33,35,10,12,14,16,28,51,52,54,56,60,
2014-05,4,,,,,,,,,,,,,,,,,,,
2014-06,0,,,,,,,,,,,,,,,,,,,
2014-07,32,34.16923076923077,12.267024652184526,52.103515625,29,31,33,38,41,7,9,12,15,17,48,50,52,54,57,
2014-08,0,,,,,,,,,,,,,,,,,,,
2014-09,0,,,,,,,,,,,,,,,,,,,
2014-10,11,,,,,,,,,,,,,,,,,,,
2014-11,83,,,,,,,,,,,,,,,,,,,
2014-12,7,,,,,,,,,,,,,,,,,,,
2015-01,127,40.492063492063494,11.2822265625,46.82905982905983,35,37,40,44,46,8,10,11,13,15,42,44,47,49,51,
2015-02,29,,,,,,,,,,,,,,,,,,,
2015-03,121,,,,,,,,,,,,,,,,,,,
2015-04,90,11.734733756717148,50.403221869660726,36.138529196188614,6,8,12,15,17,45,48,50,53,55,33,34,36,38,39,
2015-05,104,,,,,,,,,,,,,,,,,,,
2015-06,0,,,,,,,,,,,,,,,,,,,
2015-07,20,8.822064925555285,50.651196873473374,39.23828125,6,7,9,10,12,44,46,51,55,57,32,35,39,44,46,
2015-08,0,,,,,,,,,,,,,,,,,,,
2015-09,0,,,,,,,,,,,,,,,,,,,
2015-10,0,13.526251526251526,26.52294921875,58.35107421875,8,10,13,17,20,21,23,27,30,31,51,53,57,64,68,
2015-11,10,,,,,,,,,,,,,,,,,,,
2015-12,2,,,,,,,,,,,,,,,,,,,
2016-01,147,26.89990234375,17.116943359375,54.25518925518926,23,25,27,29,30,14,15,17,19,21,51,52,54,56,58,
2016-02,8,,,,,,,,,,,,,,,,,,,
2016-03,0,,,,,,,,,,,,,,,,,,,
2016-04,3,18.935286935286936,26.503783256041007,53.041758241758245,14,17,19,21,23,18,22,27,31,34,45,48,53,58,61,
2016-05,23,,,,,,,,,,,,,,,,,,,
2016-06,70,,,,,,,,,,,,,,,,,,,
2016-07,77,16.235653235653235,26.932373046875,55.21245421245421,13,15,16,18,19,21,25,27,29,31,50,53,55,58,62,
2016-08,2,,,,,,,,,,,,,,,,,,,
2016-09,0,,,,,,,,,,,,,,,,,,,
2016-10,0,,,,,,,,,,,,,,,,,,,
2016-11,4,,,,,,,,,,,,,,,,,,,
2016-12,23,,,,,,,,,,,,,,,,,,,
2017-01,101,27.87841796875,10.636962890625,59.90720390720391,24,26,28,30,33,7,9,11,13,15,57,58,60,62,63,
2017-02,38,,,,,,,,,,,,,,,,,,,
2017-03,137,,,,,,,,,,,,,,,,,,,
2017-04,90,4.704517704517705,43.38827838827839,50.52125061064973,2,3,5,6,8,36,40,43,47,50,42,45,51,54,59,
2017-05,11,,,,,,,,,,,,,,,,,,,
2017-06,1,,,,,,,,,,,,,,,,,,,
2017-07,0,2.888888888888889,17.765567765567766,77.73260073260073,0,1,3,4,5,12,15,18,20,22,73,75,77,80,83,
2017-08,0,,,,,,,,,,,,,,,,,,,
2017-09,0,,,,,,,,,,,,,,,,,,,
2017-10,36,12.52734375,11.836385836385837,74.320068359375,9,11,13,14,16,6,9,12,14,16,70,71,73,78,82,
2017-11,5,,,,,,,,,,,,,,,,,,,
2017-12,3,,,,,,,,,,,,,,,,,,,
2018-01,53,19.826171875,8.426129426129426,70.58485958485959,16,18,20,22,24,3,6,9,11,13,64,67,70,74,77,
2018-02,32,,,,,,,,,,,,,,,,,,,
2018-03,9,,,,,,,,,,,,,,,,,,,
2018-04,2,36.327228327228326,8.122284598486697,54.142857142857146,28,33,37,40,42,5,7,8,10,11,49,51,54,57,62,
2018-05,0,,,,,,,,,,,,,,,,,,,
2018-06,52,,,,,,,,,,,,,,,,,,,
2018-07,0,39.03004396678065,6.330891330891331,53.30068392769907,28,35,40,43,48,3,5,6,8,9,45,49,53,58,63,
2018-08,0,,,,,,,,,,,,,,,,,,,
2018-09,0,,,,,,,,,,,,,,,,,,,
2018-10,4,43.92185592185592,8.04833984375,46.586080586080584,37,41,45,47,49,5,7,8,10,11,42,44,46,49,54,
