date,rain(mm),bare_mean,green_mean,non_green_mean,bare5percentile,bare20percentile,bare50percentile,bare80percentile,bare95percentile,green5percentile,green20percentile,green50percentile,green80percentile,green95percentile,nongreen5percentile,nongreen20percentile,nongreen50percentile,nongreen80percentile,nongreen95percentile
1988-01,0,78.03466796875,1.6143314884940285,19.57958984375,74,76,78,81,83,0,0,2,3,3,15,17,20,22,23,
1988-02,4,,,,,,,,,,,,,,,,,,,
1988-03,25,,,,,,,,,,,,,,,,,,,
1988-04,37,76.926025390625,1.6240208877284594,20.283272283272282,72,74,77,80,82,0,0,2,3,3,16,18,21,23,25,
1988-05,49,,,,,,,,,,,,,,,,,,,
1988-06,0,,,,,,,,,,,,,,,,,,,
1988-07,7,72.70493404982902,3.118543388429752,22.945516735890546,66,68,72,78,82,0,1,3,5,7,16,19,24,26,28,
1988-08,10,,,,,,,,,,,,,,,,,,,
1988-09,0,,,,,,,,,,,,,,,,,,,
1988-10,0,78.8058608058608,1.5,18.423687423687422,75,77,79,81,83,0,0,1,3,3,14,17,19,21,22,
1988-11,1,,,,,,,,,,,,,,,,,,,
1988-12,42,,,,,,,,,,,,,,,,,,,
1989-01,2,77.20380766414449,1.6150262085032032,19.90771484375,73,75,77,80,82,0,0,2,3,3,16,18,20,22,24,
1989-02,0,,,,,,,,,,,,,,,,,,,
1989-03,24,,,,,,,,,,,,,,,,,,,
1989-04,17,76.07081807081808,2.5214914552045573,20.023199023199023,69,72,76,81,85,0,1,2,4,6,13,17,20,23,25,
1989-05,17,,,,,,,,,,,,,,,,,,,
1989-06,4,,,,,,,,,,,,,,,,,,,
1989-07,4,78.62997315108616,2.0197510822510822,18.65283203125,71,73,78,84,88,0,1,2,3,4,11,14,19,23,26,
1989-08,0,,,,,,,,,,,,,,,,,,,
1989-09,0,,,,,,,,,,,,,,,,,,,
1989-10,17,77.81318681318682,1.6936074345254857,19.12646484375,70,73,77,83,86,0,0,2,3,4,12,15,20,23,26,
1989-11,19,,,,,,,,,,,,,,,,,,,
1989-12,17,,,,,,,,,,,,,,,,,,,
1990-01,25,77.86868440322186,1.9782608695652173,18.817427385892117,70,73,78,83,86,0,1,2,3,4,12,15,19,23,25,
1990-02,0,,,,,,,,,,,,,,,,,,,
1990-03,0,,,,,,,,,,,,,,,,,,,
1990-04,69,78.05712890625,1.6164144353899883,19.076923076923077,71,74,78,82,85,0,0,2,3,3,13,15,19,23,25,
1990-05,128,,,,,,,,,,,,,,,,,,,
1990-06,0,,,,,,,,,,,,,,,,,,,
1990-07,0,35.335695089176646,21.21235050036612,42.13668537954601,28,30,34,40,47,11,18,23,25,27,37,40,42,44,50,
1990-08,2,,,,,,,,,,,,,,,,,,,
1990-09,0,,,,,,,,,,,,,,,,,,,
1990-10,19,53.9248046875,7.990718124084025,36.71044921875,46,49,53,59,64,2,4,9,11,13,31,34,37,39,42,
1990-11,0,,,,,,,,,,,,,,,,,,,
1990-12,0,,,,,,,,,,,,,,,,,,,
1991-01,198,50.83260126891167,11.18998778998779,36.358642578125,36,41,51,59,66,2,5,9,20,23,29,33,36,40,43,
1991-02,363,,,,,,,,,,,,,,,,,,,
1991-03,0,,,,,,,,,,,,,,,,,,,
1991-04,0,18.11376953125,23.9814453125,56.69245789602148,12,14,18,22,24,16,21,24,28,31,47,51,58,61,63,
1991-05,0,,,,,,,,,,,,,,,,,,,
1991-06,30,,,,,,,,,,,,,,,,,,,
1991-07,3,23.13190034196385,2.8360080240722167,72.33089133089133,18,20,23,26,29,0,1,3,4,6,67,69,73,75,78,
1991-08,0,,,,,,,,,,,,,,,,,,,
1991-09,0,,,,,,,,,,,,,,,,,,,
1991-10,0,31.984619140625,2.302337270671023,64.55921855921856,27,29,31,34,39,0,1,2,4,5,58,62,65,67,69,
1991-11,14,,,,,,,,,,,,,,,,,,,
1991-12,15,,,,,,,,,,,,,,,,,,,
1992-01,0,48.42665364901147,2.062651250336112,48.22911577918906,40,42,47,54,61,0,1,2,3,5,36,43,50,54,56,
1992-02,141,,,,,,,,,,,,,,,,,,,
1992-03,0,,,,,,,,,,,,,,,,,,,
1992-04,0,,,,,,,,,,,,,,,,,,,
1992-05,81,,,,,,,,,,,,,,,,,,,
1992-06,0,,,,,,,,,,,,,,,,,,,
1992-07,0,20.232308443142998,11.895751953125,66.5361328125,11,17,20,24,27,4,8,12,15,19,53,64,67,71,76,
1992-08,28,,,,,,,,,,,,,,,,,,,
1992-09,10,,,,,,,,,,,,,,,,,,,
1992-10,50,32.36874236874237,4.9873046875,61.06863702979971,27,30,32,35,38,1,3,5,7,10,56,58,61,64,67,
1992-11,16,,,,,,,,,,,,,,,,,,,
1992-12,23,,,,,,,,,,,,,,,,,,,
1993-01,37,44.672936003908156,2.1083182171547032,52.0581338544211,38,39,43,50,55,0,1,2,3,4,43,47,54,57,59,
1993-02,42,,,,,,,,,,,,,,,,,,,
1993-03,0,,,,,,,,,,,,,,,,,,,
1993-04,0,50.237979009031,1.5175520347934142,47.06858677080791,41,43,48,59,64,0,0,1,3,3,34,39,49,54,56,
1993-05,37,,,,,,,,,,,,,,,,,,,
1993-06,22,,,,,,,,,,,,,,,,,,,
1993-07,0,45.21611721611722,2.7915754923413565,50.97752808988764,33,40,44,51,57,0,1,2,5,7,41,46,51,56,61,
1993-08,0,,,,,,,,,,,,,,,,,,,
1993-09,6,,,,,,,,,,,,,,,,,,,
1993-10,43,63.034188034188034,3.7395655357578717,31.857142857142858,56,59,62,67,72,0,2,4,5,8,25,29,32,35,39,
1993-11,15,,,,,,,,,,,,,,,,,,,
1993-12,14,,,,,,,,,,,,,,,,,,,
1994-01,0,69.07692307692308,2.4338909875876955,27.181884765625,60,63,69,75,79,0,1,2,4,6,19,22,28,32,34,
1994-02,115,,,,,,,,,,,,,,,,,,,
1994-03,0,,,,,,,,,,,,,,,,,,,
1994-04,0,74.04343582235236,2.450174590384099,22.329833984375,64,66,73,82,85,0,1,2,4,6,13,16,23,29,31,
1994-05,0,,,,,,,,,,,,,,,,,,,
1994-06,1,,,,,,,,,,,,,,,,,,,
1994-07,0,77.2371763556424,2.2864484717338383,19.37209870510628,67,70,79,84,87,0,1,2,4,5,11,14,18,25,28,
1994-08,0,,,,,,,,,,,,,,,,,,,
1994-09,0,,,,,,,,,,,,,,,,,,,
1994-10,0,75.81884765625,2.0186385737439223,20.991943359375,69,71,76,80,84,0,1,2,3,4,14,17,21,25,27,
1994-11,32,,,,,,,,,,,,,,,,,,,
1994-12,17,,,,,,,,,,,,,,,,,,,
1995-01,200,73.51526251526252,2.8332438238453275,22.434676434676433,66,68,74,79,82,0,1,3,5,6,15,18,23,27,29,
1995-02,12,,,,,,,,,,,,,,,,,,,
1995-03,26,,,,,,,,,,,,,,,,,,,
1995-04,4,39.16377837442031,18.67765567765568,40.44935318525751,26,29,36,47,61,5,14,20,24,28,31,35,42,45,48,
1995-05,65,,,,,,,,,,,,,,,,,,,
1995-06,6,,,,,,,,,,,,,,,,,,,
1995-07,1,26.052503052503052,12.83699365544168,59.69931607230093,17,20,24,32,42,6,10,13,16,18,49,54,61,65,67,
1995-08,0,,,,,,,,,,,,,,,,,,,
1995-09,0,,,,,,,,,,,,,,,,,,,
1995-10,8,40.690261166707344,4.162393162393163,53.82177734375,29,32,39,47,61,1,2,4,6,8,35,48,56,62,65,
1995-11,83,,,,,,,,,,,,,,,,,,,
1995-12,112,,,,,,,,,,,,,,,,,,,
1996-01,7,55.35440566268001,3.504150390625,39.66650402537204,44,47,52,64,70,0,1,3,5,8,27,32,43,47,49,
1996-02,0,,,,,,,,,,,,,,,,,,,
1996-03,0,,,,,,,,,,,,,,,,,,,
1996-04,12,65.64893876555257,2.5984400215169448,30.563445583211323,47,54,65,76,79,0,1,2,4,6,18,21,31,41,47,
1996-05,0,,,,,,,,,,,,,,,,,,,
1996-06,0,,,,,,,,,,,,,,,,,,,
1996-07,39,66.1485100146556,3.3562005277044853,29.43991206643869,51,55,65,78,82,0,1,3,6,8,16,20,31,39,42,
1996-08,28,,,,,,,,,,,,,,,,,,,
1996-09,0,,,,,,,,,,,,,,,,,,,
1996-10,2,64.10837197949719,5.052830188679246,29.401221001221,53,56,62,72,78,0,2,5,8,10,20,24,31,34,37,
1996-11,0,,,,,,,,,,,,,,,,,,,
1996-12,0,,,,,,,,,,,,,,,,,,,
1997-01,136,69.86300366300367,3.6724495080269293,25.278144078144077,58,61,69,79,82,0,1,3,6,8,16,19,26,32,34,
1997-02,69,,,,,,,,,,,,,,,,,,,
1997-03,43,,,,,,,,,,,,,,,,,,,
1997-04,0,57.716414264777725,9.856512141280353,30.898632144601855,46,49,56,67,72,2,5,10,15,17,24,27,31,35,38,
1997-05,0,,,,,,,,,,,,,,,,,,,
1997-06,1,,,,,,,,,,,,,,,,,,,
1997-07,0,65.55067155067155,2.971029760337108,30.234432234432234,50,55,67,75,80,0,1,3,5,8,18,22,29,39,42,
1997-08,3,,,,,,,,,,,,,,,,,,,
1997-09,4,,,,,,,,,,,,,,,,,,,
1997-10,6,70.39150597998535,3.1577013907110993,25.312255859375,61,64,71,77,79,0,1,3,5,7,18,20,25,30,32,
1997-11,7,,,,,,,,,,,,,,,,,,,
1997-12,36,,,,,,,,,,,,,,,,,,,
1998-01,9,71.49890163534293,4.192556216076506,23.212594581401024,61,64,70,79,83,0,2,4,7,9,14,18,23,29,31,
1998-02,21,,,,,,,,,,,,,,,,,,,
1998-03,0,,,,,,,,,,,,,,,,,,,
1998-04,36,73.8154296875,2.6969778737182946,22.354090354090353,64,67,72,81,83,0,1,3,4,6,13,16,25,28,30,
1998-05,0,,,,,,,,,,,,,,,,,,,
1998-06,6,,,,,,,,,,,,,,,,,,,
1998-07,28,66.66976062530533,5.164107727158319,27.20551623138882,55,58,66,75,80,0,2,5,8,10,18,22,28,33,35,
1998-08,7,,,,,,,,,,,,,,,,,,,
1998-09,53,,,,,,,,,,,,,,,,,,,
1998-10,19,68.51550671550672,4.781132075471698,25.05058651026393,59,62,67,75,81,0,2,5,8,9,16,21,26,29,31,
1998-11,25,,,,,,,,,,,,,,,,,,,
1998-12,0,,,,,,,,,,,,,,,,,,,
1999-01,16,69.2529296875,4.122007722007722,25.320547275836795,60,62,68,77,81,0,2,4,7,8,16,19,26,31,33,
1999-02,21,,,,,,,,,,,,,,,,,,,
1999-03,22,,,,,,,,,,,,,,,,,,,
1999-04,0,74.408935546875,2.879472693032015,21.351001465559357,64,67,74,82,86,0,1,3,5,6,12,15,22,27,29,
1999-05,6,,,,,,,,,,,,,,,,,,,
1999-06,12,,,,,,,,,,,,,,,,,,,
1999-07,0,76.62222222222222,2.816137566137566,19.372343024676276,64,68,78,84,87,0,1,3,4,7,10,13,18,27,29,
1999-08,0,,,,,,,,,,,,,,,,,,,
1999-09,0,,,,,,,,,,,,,,,,,,,
1999-10,1,72.964599609375,3.4390118373648995,22.44053724053724,63,66,74,80,83,0,1,3,5,7,15,18,22,28,30,
1999-11,28,,,,,,,,,,,,,,,,,,,
1999-12,69,,,,,,,,,,,,,,,,,,,
2000-01,60,65.03347178108966,7.12,26.318837038846812,55,57,63,73,79,1,3,7,11,13,18,22,27,31,32,
2000-02,86,,,,,,,,,,,,,,,,,,,
2000-03,63,,,,,,,,,,,,,,,,,,,
2000-04,98,50.72195121951219,14.03662109375,33.82539682539682,42,44,49,58,65,6,10,14,18,20,26,30,35,37,39,
2000-05,0,,,,,,,,,,,,,,,,,,,
2000-06,0,,,,,,,,,,,,,,,,,,,
2000-07,0,27.539794921875,21.68814055636896,48.927525622254755,22,24,26,32,38,13,18,23,26,27,45,47,49,51,53,
2000-08,0,,,,,,,,,,,,,,,,,,,
2000-09,0,,,,,,,,,,,,,,,,,,,
2000-10,55,36.56424035173425,10.193509028794534,51.47473761288748,31,33,36,40,45,4,6,10,14,16,45,48,51,55,60,
2000-11,72,,,,,,,,,,,,,,,,,,,
2000-12,198,,,,,,,,,,,,,,,,,,,
2001-01,14,25.933837890625,20.04122956818736,52.65682206492556,22,23,25,28,33,13,17,21,23,25,48,50,52,56,58,
2001-02,42,,,,,,,,,,,,,,,,,,,
2001-03,8,,,,,,,,,,,,,,,,,,,
2001-04,1,28.96900927281601,3.120646419615492,66.832763671875,24,25,28,32,38,0,1,3,5,7,60,64,68,70,72,
2001-05,0,,,,,,,,,,,,,,,,,,,
2001-06,0,,,,,,,,,,,,,,,,,,,
2001-07,12,33.43097972147569,1.3494018296973962,64.45383488031266,23,25,32,40,52,0,0,1,2,3,47,58,66,73,75,
2001-08,0,,,,,,,,,,,,,,,,,,,
2001-09,1,,,,,,,,,,,,,,,,,,,
2001-10,36,43.14641288433382,2.842248637939574,52.35025628508665,34,36,42,51,57,0,1,3,4,6,39,44,54,59,62,
2001-11,41,,,,,,,,,,,,,,,,,,,
2001-12,6,,,,,,,,,,,,,,,,,,,
2002-01,50,55.0347018572825,4.418222554144884,38.787493893502685,42,45,53,65,71,0,2,4,7,8,26,31,39,47,50,
2002-02,51,,,,,,,,,,,,,,,,,,,
2002-03,4,,,,,,,,,,,,,,,,,,,
2002-04,0,57.14411333659013,7.098436736687836,33.94117647058823,44,46,56,66,75,1,3,7,11,14,22,28,34,41,44,
2002-05,0,,,,,,,,,,,,,,,,,,,
2002-06,0,,,,,,,,,,,,,,,,,,,
2002-07,0,66.2193989738578,4.76725025746653,27.92919921875,51,55,65,77,82,0,2,4,8,11,15,20,28,36,39,
2002-08,0,,,,,,,,,,,,,,,,,,,
2002-09,3,,,,,,,,,,,,,,,,,,,
2002-10,0,64.190231990232,5.68009768009768,28.68009768009768,55,58,63,70,74,1,3,5,9,11,23,25,29,32,34,
2002-11,6,,,,,,,,,,,,,,,,,,,
2002-12,4,,,,,,,,,,,,,,,,,,,
2003-01,74,62.67594627594627,6.36376953125,29.48497434644515,54,57,60,69,74,1,3,6,9,11,23,26,30,33,35,
2003-02,62,,,,,,,,,,,,,,,,,,,
2003-03,9,,,,,,,,,,,,,,,,,,,
2003-04,70,60.03828334552548,8.78137351778656,29.655357578716135,46,48,58,71,80,1,4,9,14,16,17,24,31,36,38,
2003-05,0,,,,,,,,,,,,,,,,,,,
2003-06,0,,,,,,,,,,,,,,,,,,,
2003-07,0,63.17793507444472,7.194148276717084,27.91988275525159,48,51,60,75,82,1,2,7,12,14,15,20,30,35,38,
2003-08,9,,,,,,,,,,,,,,,,,,,
2003-09,0,,,,,,,,,,,,,,,,,,,
2003-10,0,63.097900390625,6.253917727717924,29.255007327796775,54,56,62,70,76,1,3,6,9,11,21,25,30,34,36,
2003-11,0,,,,,,,,,,,,,,,,,,,
2003-12,35,,,,,,,,,,,,,,,,,,,
2004-01,0,65.591796875,5.482809794706901,27.655677655677657,56,59,66,71,76,1,2,5,8,11,21,24,28,31,33,
2004-02,5,,,,,,,,,,,,,,,,,,,
2004-03,0,,,,,,,,,,,,,,,,,,,
2004-04,0,73.15914083475714,3.034001054296257,22.267935578330892,62,64,74,82,86,0,1,3,5,7,12,15,22,29,31,
2004-05,12,,,,,,,,,,,,,,,,,,,
2004-06,0,,,,,,,,,,,,,,,,,,,
2004-07,0,75.98046398046398,2.986786469344609,20.071027581156944,64,68,77,84,86,0,1,3,5,7,11,14,20,26,29,
2004-08,10,,,,,,,,,,,,,,,,,,,
2004-09,0,,,,,,,,,,,,,,,,,,,
2004-10,0,71.96116267708842,3.0733249051833123,23.869076697606253,64,67,72,77,80,0,1,3,5,7,17,20,24,28,30,
2004-11,13,,,,,,,,,,,,,,,,,,,
2004-12,7,,,,,,,,,,,,,,,,,,,
2005-01,67,70.91357421875,3.445159629248198,24.2014652014652,63,65,71,76,81,0,1,3,5,7,16,20,24,28,30,
2005-02,7,,,,,,,,,,,,,,,,,,,
2005-03,0,,,,,,,,,,,,,,,,,,,
2005-04,0,76.39775225995602,2.293145489027364,20.326655265086732,67,70,78,82,85,0,1,2,4,5,12,16,20,25,28,
2005-05,0,,,,,,,,,,,,,,,,,,,
2005-06,93,,,,,,,,,,,,,,,,,,,
2005-07,2,64.11740297778863,7.373764822134388,27.219101123595507,53,56,63,72,79,1,3,8,11,14,18,23,28,32,34,
2005-08,0,,,,,,,,,,,,,,,,,,,
2005-09,6,,,,,,,,,,,,,,,,,,,
2005-10,18,67.48607718612604,5.249051833122629,25.86199316072301,58,61,67,74,78,0,2,5,8,10,19,22,26,29,31,
2005-11,2,,,,,,,,,,,,,,,,,,,
2005-12,9,,,,,,,,,,,,,,,,,,,
2006-01,48,69.4437927663734,4.094316207495656,24.850024425989254,59,63,69,76,79,0,2,4,7,9,18,20,25,29,32,
2006-02,31,,,,,,,,,,,,,,,,,,,
2006-03,26,,,,,,,,,,,,,,,,,,,
2006-04,0,72.62237420615534,4.202163275817667,21.743345543345544,59,64,73,81,85,0,1,4,7,10,13,16,21,27,30,
2006-05,0,,,,,,,,,,,,,,,,,,,
2006-06,0,,,,,,,,,,,,,,,,,,,
2006-07,15,76.83826044466161,2.717707212055974,19.261358085002442,65,68,78,84,87,0,1,3,4,6,10,13,18,26,29,
2006-08,0,,,,,,,,,,,,,,,,,,,
2006-09,0,,,,,,,,,,,,,,,,,,,
2006-10,0,73.23687423687424,2.866442779643503,22.3028083028083,65,68,73,79,82,0,1,3,4,6,15,19,23,26,28,
2006-11,0,,,,,,,,,,,,,,,,,,,
2006-12,39,,,,,,,,,,,,,,,,,,,
2007-01,252,52.124267578125,17.010004880429477,29.518545632015616,36,39,50,63,70,3,8,17,27,31,24,26,30,32,34,
2007-02,0,,,,,,,,,,,,,,,,,,,
2007-03,66,,,,,,,,,,,,,,,,,,,
2007-04,0,33.38497194437668,9.2548828125,55.608536585365854,20,22,33,40,55,4,6,9,13,15,37,50,58,64,69,
2007-05,11,,,,,,,,,,,,,,,,,,,
2007-06,0,,,,,,,,,,,,,,,,,,,
2007-07,0,37.853206534991465,3.3111871030776747,57.24475865431497,19,24,35,51,63,0,1,3,5,7,33,45,61,71,75,
2007-08,0,,,,,,,,,,,,,,,,,,,
2007-09,0,,,,,,,,,,,,,,,,,,,
2007-10,2,47.587560975609755,3.4284318514899854,47.31063933626159,33,36,46,57,67,1,2,3,5,6,30,37,48,59,62,
2007-11,7,,,,,,,,,,,,,,,,,,,
2007-12,2,,,,,,,,,,,,,,,,,,,
2008-01,0,58.38352481055976,2.368195564516129,38.08162267839687,42,46,58,70,76,0,1,2,4,5,21,27,38,50,54,
2008-02,5,,,,,,,,,,,,,,,,,,,
2008-03,0,,,,,,,,,,,,,,,,,,,
2008-04,0,63.20239550232217,2.036388140161725,33.450146627565985,46,49,65,76,80,0,1,2,3,4,18,22,32,46,50,
2008-05,2,,,,,,,,,,,,,,,,,,,
2008-06,10,,,,,,,,,,,,,,,,,,,
2008-07,0,73.60229772671718,2.242914979757085,23.05837811431363,55,58,74,84,87,0,1,2,4,5,10,13,23,37,41,
2008-08,11,,,,,,,,,,,,,,,,,,,
2008-09,2,,,,,,,,,,,,,,,,,,,
2008-10,0,68.801513671875,2.8913770913770915,26.994142055162314,59,62,68,76,79,0,1,3,5,6,18,21,28,33,35,
2008-11,77,,,,,,,,,,,,,,,,,,,
2008-12,45,,,,,,,,,,,,,,,,,,,
2009-01,110,53.646814742494506,12.174199853408258,32.8600048863914,39,44,53,62,69,4,7,12,17,20,26,29,33,37,40,
2009-02,4,,,,,,,,,,,,,,,,,,,
2009-03,0,,,,,,,,,,,,,,,,,,,
2009-04,0,55.14620453990725,2.1622388444673715,41.18301610541727,33,38,54,70,77,0,1,2,4,5,21,27,41,58,63,
2009-05,10,,,,,,,,,,,,,,,,,,,
2009-06,4,,,,,,,,,,,,,,,,,,,
2009-07,0,61.753970193012464,1.6628242074927955,35.337649645736626,38,42,64,76,81,0,0,2,3,4,16,21,33,54,58,
2009-08,0,,,,,,,,,,,,,,,,,,,
2009-09,4,,,,,,,,,,,,,,,,,,,
2009-10,0,62.14041514041514,2.6524311808592747,34.032242305813384,47,51,62,73,77,0,1,3,4,6,21,25,33,44,49,
2009-11,25,,,,,,,,,,,,,,,,,,,
2009-12,27,,,,,,,,,,,,,,,,,,,
2010-01,73,60.326580424701,6.314362481680508,31.90495968727095,48,52,60,68,72,1,4,7,9,10,24,27,31,37,41,
2010-02,192,,,,,,,,,,,,,,,,,,,
2010-03,163,,,,,,,,,,,,,,,,,,,
2010-04,4,34.3976579653574,12.351318359375,51.92606149341142,20,22,31,42,61,3,6,12,19,21,34,48,54,58,63,
2010-05,4,,,,,,,,,,,,,,,,,,,
2010-06,0,,,,,,,,,,,,,,,,,,,
2010-07,99,32.1611328125,4.417892156862745,61.96535740424494,18,21,26,40,62,1,2,4,7,8,35,55,68,72,74,
2010-08,4,,,,,,,,,,,,,,,,,,,
2010-09,102,,,,,,,,,,,,,,,,,,,
2010-10,28,18.72844932844933,15.91748046875,63.63534293385404,12,14,17,24,32,11,14,16,18,21,54,60,64,68,70,
2010-11,20,,,,,,,,,,,,,,,,,,,
2010-12,29,,,,,,,,,,,,,,,,,,,
2011-01,55,15.826171875,9.082255308762509,73.9050524774225,10,12,15,19,25,5,7,9,11,13,68,72,74,76,78,
2011-02,98,,,,,,,,,,,,,,,,,,,
2011-03,262,,,,,,,,,,,,,,,,,,,
2011-04,0,5.697998046875,36.18930141670738,56.69638495359062,3,4,6,7,9,22,29,36,44,47,46,49,56,64,71,
2011-05,0,,,,,,,,,,,,,,,,,,,
2011-06,24,,,,,,,,,,,,,,,,,,,
2011-07,45,35.20888238164959,7.564728871519296,56.02245545521113,30,33,35,38,41,2,5,8,10,12,53,54,56,58,61,
2011-08,0,,,,,,,,,,,,,,,,,,,
2011-09,0,,,,,,,,,,,,,,,,,,,
2011-10,2,40.983402489626556,7.46240234375,49.837606837606835,36,38,41,44,45,2,5,8,10,12,45,47,50,52,54,
2011-11,32,,,,,,,,,,,,,,,,,,,
2011-12,26,,,,,,,,,,,,,,,,,,,
2012-01,6,45.142299243348795,8.863247863247864,44.57899877899878,40,42,44,48,54,4,7,9,11,13,39,42,45,47,50,
2012-02,62,,,,,,,,,,,,,,,,,,,
2012-03,87,,,,,,,,,,,,,,,,,,,
2012-04,6,33.542947779404585,17.958231558378113,46.729802294361726,26,30,33,38,41,11,15,18,21,24,37,44,47,51,53,
2012-05,0,,,,,,,,,,,,,,,,,,,
2012-06,0,,,,,,,,,,,,,,,,,,,
2012-07,17,48.29177848255672,3.0686868686868687,47.13668537954601,37,39,48,56,65,0,1,3,5,7,32,41,48,54,57,
2012-08,0,,,,,,,,,,,,,,,,,,,
2012-09,1,,,,,,,,,,,,,,,,,,,
2012-10,0,49.7020757020757,4.459208597948217,44.556776556776555,39,43,49,56,63,1,2,4,6,8,34,40,44,49,55,
2012-11,14,,,,,,,,,,,,,,,,,,,
2012-12,5,,,,,,,,,,,,,,,,,,,
2013-01,11,53.7617769099341,4.701171875,39.89848706686188,44,47,53,60,67,1,3,5,6,8,30,34,41,45,48,
2013-02,14,,,,,,,,,,,,,,,,,,,
2013-03,3,,,,,,,,,,,,,,,,,,,
2013-04,0,65.58730158730158,3.0141843971631204,30.068814055636896,52,57,66,74,78,0,1,3,5,7,20,23,30,37,41,
2013-05,49,,,,,,,,,,,,,,,,,,,
2013-06,0,,,,,,,,,,,,,,,,,,,
2013-07,0,66.77490234375,3.342035864978903,28.468017578125,52,57,67,76,81,0,1,3,5,7,16,21,28,36,41,
2013-08,0,,,,,,,,,,,,,,,,,,,
2013-09,0,,,,,,,,,,,,,,,,,,,
2013-10,0,66.80952380952381,4.157509157509158,27.9560546875,58,61,67,72,75,1,2,4,6,8,22,25,28,31,33,
2013-11,29,,,,,,,,,,,,,,,,,,,
2013-12,4,,,,,,,,,,,,,,,,,,,
2014-01,11,66.55240654776448,4.496947496947497,27.61113825109917,59,61,67,71,74,1,2,4,6,9,22,25,27,31,33,
2014-02,95,,,,,,,,,,,,,,,,,,,
2014-03,39,,,,,,,,,,,,,,,,,,,
2014-04,3,64.11941391941392,6.062962962962963,28.57010258915486,55,58,63,71,76,1,3,6,9,12,22,25,30,32,34,
2014-05,1,,,,,,,,,,,,,,,,,,,
2014-06,7,,,,,,,,,,,,,,,,,,,
2014-07,1,73.01904296875,2.7608929532006456,23.01611328125,63,65,74,79,83,0,1,3,4,6,14,18,23,29,32,
2014-08,1,,,,,,,,,,,,,,,,,,,
2014-09,0,,,,,,,,,,,,,,,,,,,
2014-10,0,68.18104080136818,4.017338217338217,26.292134831460675,60,63,68,74,76,0,2,4,6,8,20,23,26,30,32,
2014-11,13,,,,,,,,,,,,,,,,,,,
2014-12,50,,,,,,,,,,,,,,,,,,,
2015-01,50,56.12967032967033,11.121152906692721,31.24175824175824,46,49,56,62,68,4,7,11,15,18,25,29,31,34,36,
2015-02,19,,,,,,,,,,,,,,,,,,,
2015-03,0,,,,,,,,,,,,,,,,,,,
2015-04,4,64.91310715157432,5.02493211552703,28.56874236874237,51,54,65,75,80,0,2,5,8,10,17,22,29,36,39,
2015-05,2,,,,,,,,,,,,,,,,,,,
2015-06,0,,,,,,,,,,,,,,,,,,,
2015-07,0,75.5805032983142,2.5095507129405434,21.052528707549474,63,66,77,84,87,0,1,2,4,6,11,14,20,30,32,
2015-08,6,,,,,,,,,,,,,,,,,,,
2015-09,0,,,,,,,,,,,,,,,,,,,
2015-10,0,68.86865234375,4.10549558390579,25.175177131688248,59,62,69,75,78,0,2,4,6,8,18,21,25,30,32,
2015-11,4,,,,,,,,,,,,,,,,,,,
2015-12,147,,,,,,,,,,,,,,,,,,,
