date,rain(mm),bare_mean,green_mean,non_green_mean,bare5percentile,bare20percentile,bare50percentile,bare80percentile,bare95percentile,green5percentile,green20percentile,green50percentile,green80percentile,green95percentile,nongreen5percentile,nongreen20percentile,nongreen50percentile,nongreen80percentile,nongreen95percentile
1988-01,0,79.29750854909624,1.4050887177770337,19.12942612942613,75,77,79,82,85,0,0,1,2,4,14,17,19,21,23,
1988-02,4,,,,,,,,,,,,,,,,,,,
1988-03,25,,,,,,,,,,,,,,,,,,,
1988-04,37,77.97680097680097,1.453748782862707,20.184371184371184,73,75,78,81,84,0,0,1,3,3,15,18,20,23,25,
1988-05,49,,,,,,,,,,,,,,,,,,,
1988-06,0,,,,,,,,,,,,,,,,,,,
1988-07,7,73.84493284493284,2.8509060955518946,22.740288297092597,67,69,73,79,83,0,1,3,5,6,15,19,24,26,28,
1988-08,10,,,,,,,,,,,,,,,,,,,
1988-09,0,,,,,,,,,,,,,,,,,,,
1988-10,0,80.14163614163614,1.2524893314366998,18.146520146520146,76,78,80,83,86,0,0,1,2,3,13,16,18,20,22,
1988-11,1,,,,,,,,,,,,,,,,,,,
1988-12,42,,,,,,,,,,,,,,,,,,,
1989-01,2,78.82661782661782,1.3587174348697395,19.591064453125,74,77,79,81,83,0,0,1,2,3,15,17,20,22,24,
1989-02,0,,,,,,,,,,,,,,,,,,,
1989-03,24,,,,,,,,,,,,,,,,,,,
1989-04,17,77.3980463980464,2.098775737340011,19.94017094017094,70,73,77,83,86,0,1,2,3,5,12,16,21,23,25,
1989-05,17,,,,,,,,,,,,,,,,,,,
1989-06,4,,,,,,,,,,,,,,,,,,,
1989-07,4,79.564453125,1.6872675250357654,18.174072265625,72,74,78,85,89,0,0,2,3,4,10,13,19,23,26,
1989-08,0,,,,,,,,,,,,,,,,,,,
1989-09,0,,,,,,,,,,,,,,,,,,,
1989-10,17,79.42124542124542,1.4090909090909092,18.853479853479854,72,75,78,85,88,0,0,1,3,3,11,14,20,23,26,
1989-11,19,,,,,,,,,,,,,,,,,,,
1989-12,17,,,,,,,,,,,,,,,,,,,
1990-01,25,79.544189453125,1.6397124887690926,18.42529296875,72,75,79,85,87,0,0,2,3,4,11,14,18,23,26,
1990-02,0,,,,,,,,,,,,,,,,,,,
1990-03,0,,,,,,,,,,,,,,,,,,,
1990-04,69,79.673583984375,1.3314091680814941,18.795166015625,73,76,80,84,86,0,0,1,2,3,13,15,19,23,25,
1990-05,128,,,,,,,,,,,,,,,,,,,
1990-06,0,,,,,,,,,,,,,,,,,,,
1990-07,0,35.58681318681319,20.244200244200243,42.39663168171833,28,31,34,40,47,10,17,22,24,26,38,40,42,44,51,
