,site_location_name,lag,window,R2
193,NSABHC0023,46,4,1.1934010746283974e-07
194,NSABHC0023,47,4,0.0010637425844930437
195,NSABHC0023,48,4,0.0038837150513491014
196,NSABHC0023,49,4,0.0066722063277692145
197,NSABHC0023,1,5,0.3507181094923867
198,NSABHC0023,2,5,0.39970945306034433
199,NSABHC0023,3,5,0.39952316309325264
200,NSABHC0023,4,5,0.3645570681021184
201,NSABHC0023,5,5,0.31300897325646904
202,NSABHC0023,6,5,0.2643984844465588
203,NSABHC0023,7,5,0.22556131296514215
204,NSABHC0023,8,5,0.19576571162477052
205,NSABHC0023,9,5,0.16772198804170546
206,NSABHC0023,10,5,0.13887483933922928
207,NSABHC0023,11,5,0.1083730983215796
208,NSABHC0023,12,5,0.07884114731394587
209,NSABHC0023,13,5,0.05430638798803411
210,NSABHC0023,14,5,0.035973715928573236
211,NSABHC0023,15,5,0.02361558159948951
212,NSABHC0023,16,5,0.01631221005716177
213,NSABHC0023,17,5,0.013535552082538094
214,NSABHC0023,18,5,0.012517628132462821
215,NSABHC0023,19,5,0.013472877509770553
216,NSABHC0023,20,5,0.016022364999915273
217,NSABHC0023,21,5,0.020087259328459006
218,NSABHC0023,22,5,0.025036181903192123
219,NSABHC0023,23,5,0.03149210040756456
220,NSABHC0023,24,5,0.038254873227958286
221,NSABHC0023,25,5,0.04539193755105453
222,NSABHC0023,26,5,0.05135762312412551
223,NSABHC0023,27,5,0.0548566574625009
224,NSABHC0023,28,5,0.05428137039872183
225,NSABHC0023,29,5,0.04932188271608018
226,NSABHC0023,30,5,0.03871845977540622
227,NSABHC0023,31,5,0.02634144853462761
228,NSABHC0023,32,5,0.014982852065244079
229,NSABHC0023,33,5,0.00683231366130943
230,NSABHC0023,34,5,0.0021650484090570687
231,NSABHC0023,35,5,0.00036532968248381703
232,NSABHC0023,36,5,9.66722083939331e-07
233,NSABHC0023,37,5,0.0002873115422681316
234,NSABHC0023,38,5,0.0009289731227910547
235,NSABHC0023,39,5,0.0018201413788349052
236,NSABHC0023,40,5,0.003001611689086192
237,NSABHC0023,41,5,0.004154332671041039
238,NSABHC0023,42,5,0.004597505493362908
239,NSABHC0023,43,5,0.0036798688967594195
240,NSABHC0023,44,5,0.0017427682501184316
241,NSABHC0023,45,5,0.00022948915885401266
242,NSABHC0023,46,5,0.0002632668657283066
243,NSABHC0023,47,5,0.002418374860471584
244,NSABHC0023,48,5,0.005681282488441575
245,NSABHC0023,49,5,0.008132252319168809
246,NSABHC0023,1,6,0.40457686363000933
247,NSABHC0023,2,6,0.4346718775629247
248,NSABHC0023,3,6,0.4247291581440259
249,NSABHC0023,4,6,0.3857202212295887
250,NSABHC0023,5,6,0.3336985153662385
251,NSABHC0023,6,6,0.28265713567955975
252,NSABHC0023,7,6,0.24044364898994386
253,NSABHC0023,8,6,0.20519146588387205
254,NSABHC0023,9,6,0.17246137887848234
255,NSABHC0023,10,6,0.13934979981739704
256,NSABHC0023,11,6,0.10525324361123767
257,NSABHC0023,12,6,0.07600664839136717
258,NSABHC0023,13,6,0.05231734618390649
259,NSABHC0023,14,6,0.03548129049713056
260,NSABHC0023,15,6,0.024251963044444103
261,NSABHC0023,16,6,0.018155856020023453
262,NSABHC0023,17,6,0.015581052791644678
263,NSABHC0023,18,6,0.01537255223396361
264,NSABHC0023,19,6,0.01729391384305201
265,NSABHC0023,20,6,0.020823833972331895
266,NSABHC0023,21,6,0.02594931286313873
267,NSABHC0023,22,6,0.03189475242031303
268,NSABHC0023,23,6,0.0391722857196809
269,NSABHC0023,24,6,0.047337726292719484
270,NSABHC0023,25,6,0.054360096016078385
271,NSABHC0023,26,6,0.059182253095060644
272,NSABHC0023,27,6,0.060010587641252666
273,NSABHC0023,28,6,0.05641265868829082
274,NSABHC0023,29,6,0.0477899416992813
275,NSABHC0023,30,6,0.035423475777349056
276,NSABHC0023,31,6,0.02280781576084856
277,NSABHC0023,32,6,0.012290035005547262
278,NSABHC0023,33,6,0.0052748682419788695
279,NSABHC0023,34,6,0.0015338443181565076
280,NSABHC0023,35,6,0.00018129632086238967
281,NSABHC0023,36,6,5.504665394218122e-05
282,NSABHC0023,37,6,0.0005985608188318059
283,NSABHC0023,38,6,0.0014858393118175606
284,NSABHC0023,39,6,0.0025960822257322658
285,NSABHC0023,40,6,0.003734726958631418
286,NSABHC0023,41,6,0.004539244857363012
287,NSABHC0023,42,6,0.0041060769469527525
288,NSABHC0023,43,6,0.0024451461907500915
289,NSABHC0023,44,6,0.0007521052762844427
290,NSABHC0023,45,6,1.4665338741171041e-06
291,NSABHC0023,46,6,0.0010939650715456883
292,NSABHC0023,47,6,0.003948881455065667
293,NSABHC0023,48,6,0.0071245233143615305
294,NSABHC0023,49,6,0.009141556094530379
295,NSABHC0023,1,7,0.44172385713783135
296,NSABHC0023,2,7,0.46102664221820144
297,NSABHC0023,3,7,0.44531006753313407
298,NSABHC0023,4,7,0.4041367416339079
299,NSABHC0023,5,7,0.3494229576435195
300,NSABHC0023,6,7,0.2954592579374681
301,NSABHC0023,7,7,0.24845525657171152
302,NSABHC0023,8,7,0.2088422528155135
303,NSABHC0023,9,7,0.17188924493667124
304,NSABHC0023,10,7,0.13490628708917474
305,NSABHC0023,11,7,0.10107913624927867
306,NSABHC0023,12,7,0.07273380160685095
307,NSABHC0023,13,7,0.05083270433194231
308,NSABHC0023,14,7,0.03543942216201634
309,NSABHC0023,15,7,0.025762793847992738
310,NSABHC0023,16,7,0.020086552427060922
311,NSABHC0023,17,7,0.018364586656700266
312,NSABHC0023,18,7,0.019080024797307638
313,NSABHC0023,19,7,0.0219245082534697
314,NSABHC0023,20,7,0.02645380503754402
315,NSABHC0023,21,7,0.032558232762873285
316,NSABHC0023,22,7,0.03933501324581845
317,NSABHC0023,23,7,0.04798955048361253
318,NSABHC0023,24,7,0.05613644730892786
319,NSABHC0023,25,7,0.06214981191709468
320,NSABHC0023,26,7,0.0644597655834177
321,NSABHC0023,27,7,0.062342167009021066
322,NSABHC0023,28,7,0.055041665061147826
323,NSABHC0023,29,7,0.044251707400892015
324,NSABHC0023,30,7,0.03130736621848651
325,NSABHC0023,31,7,0.01933904789698737
326,NSABHC0023,32,7,0.01002475874937725
327,NSABHC0023,33,7,0.0041360707457105406
328,NSABHC0023,34,7,0.001075124641957803
329,NSABHC0023,35,7,4.525174047687042e-05
330,NSABHC0023,36,7,0.00022024360456707193
331,NSABHC0023,37,7,0.0010382566707729524
332,NSABHC0023,38,7,0.0021613948263207172
333,NSABHC0023,39,7,0.003280285355740098
334,NSABHC0023,40,7,0.004154446996128214
335,NSABHC0023,41,7,0.004161166652125292
336,NSABHC0023,42,7,0.002921543443534791
337,NSABHC0023,43,7,0.0013026137191894938
338,NSABHC0023,44,7,0.00013472108006273853
339,NSABHC0023,45,7,0.0003224916962922819
340,NSABHC0023,46,7,0.002235242733969134
341,NSABHC0023,47,7,0.005289136184824406
342,NSABHC0023,48,7,0.008195866258251638
343,NSABHC0023,49,7,0.009449232990099365
344,NSABHC0023,1,8,0.47016706087167404
345,NSABHC0023,2,8,0.4822376967040044
346,NSABHC0023,3,8,0.4628131657273683
347,NSABHC0023,4,8,0.41718991673212036
348,NSABHC0023,5,8,0.35920478107870335
349,NSABHC0023,6,8,0.3007739527204445
350,NSABHC0023,7,8,0.24986856430524584
351,NSABHC0023,8,8,0.20602434951642312
352,NSABHC0023,9,8,0.16496722599123936
353,NSABHC0023,10,8,0.12810203945585197
354,NSABHC0023,11,8,0.09537087436452707
355,NSABHC0023,12,8,0.06919311329205424
356,NSABHC0023,13,8,0.04926312489812368
357,NSABHC0023,14,8,0.0359702180656154
358,NSABHC0023,15,8,0.027145446533631823
359,NSABHC0023,16,8,0.022593091316165714
360,NSABHC0023,17,8,0.021953876160686003
361,NSABHC0023,18,8,0.023584078368332095
362,NSABHC0023,19,8,0.027430433662684495
363,NSABHC0023,20,8,0.032910830535399116
364,NSABHC0023,21,8,0.03983833989421559
365,NSABHC0023,22,8,0.04795475865196619
366,NSABHC0023,23,8,0.05672711809158104
367,NSABHC0023,24,8,0.0640152269570069
368,NSABHC0023,25,8,0.06763864123003271
369,NSABHC0023,26,8,0.06699625607184001
370,NSABHC0023,27,8,0.061028547355173934
371,NSABHC0023,28,8,0.051232073528395206
372,NSABHC0023,29,8,0.039308582954761584
373,NSABHC0023,30,8,0.026648592302744967
374,NSABHC0023,31,8,0.015791984365372658
375,NSABHC0023,32,8,0.007823622238415262
376,NSABHC0023,33,8,0.0029357754062316888
377,NSABHC0023,34,8,0.0005074028142136866
378,NSABHC0023,35,8,1.4734017265038979e-05
379,NSABHC0023,36,8,0.0006367138676636186
380,NSABHC0023,37,8,0.0017795089947050258
381,NSABHC0023,38,8,0.002941626504728956
382,NSABHC0023,39,8,0.003798263800615098
383,NSABHC0023,40,8,0.00391868541754492
384,NSABHC0023,41,8,0.003080437594505492
385,NSABHC0023,42,8,0.0017125733661523812
386,NSABHC0023,43,8,0.00042644065834895883
387,NSABHC0023,44,8,2.687967738312924e-05
388,NSABHC0023,45,8,0.001075340017885562
389,NSABHC0023,46,8,0.0033885087103718847
390,NSABHC0023,47,8,0.006380452644850876
391,NSABHC0023,48,8,0.008651888217598103
392,NSABHC0023,49,8,0.009262903302807879
393,NSABHC0023,1,9,0.4921468083426763
394,NSABHC0023,2,9,0.4992577040103696
395,NSABHC0023,3,9,0.474248845110398
396,NSABHC0023,4,9,0.42437776185841525
397,NSABHC0023,5,9,0.3618001566404475
398,NSABHC0023,6,9,0.300000825864155
399,NSABHC0023,7,9,0.24552986447992997
400,NSABHC0023,8,9,0.19799140625788847
401,NSABHC0023,9,9,0.15704434901970254
402,NSABHC0023,10,9,0.12114704104348417
403,NSABHC0023,11,9,0.09067108278484581
404,NSABHC0023,12,9,0.0666506837167915
405,NSABHC0023,13,9,0.049153582944926
406,NSABHC0023,14,9,0.03694052194594222
407,NSABHC0023,15,9,0.029451833495910296
408,NSABHC0023,16,9,0.02604560206101525
409,NSABHC0023,17,9,0.026295247562238333
410,NSABHC0023,18,9,0.028842135257808654
411,NSABHC0023,19,9,0.03357116883962741
412,NSABHC0023,20,9,0.03983254568930683
413,NSABHC0023,21,9,0.04804050063251497
414,NSABHC0023,22,9,0.05629159861703714
415,NSABHC0023,23,9,0.06430606419545914
416,NSABHC0023,24,9,0.06936956202346023
417,NSABHC0023,25,9,0.07017393281848505
418,NSABHC0023,26,9,0.06576374680754882
419,NSABHC0023,27,9,0.05722736212183788
420,NSABHC0023,28,9,0.04611693255519289
421,NSABHC0023,29,9,0.03416607542002059
422,NSABHC0023,30,9,0.022477601548210546
423,NSABHC0023,31,9,0.0129646329982257
424,NSABHC0023,32,9,0.0061073911471101194
425,NSABHC0023,33,9,0.0019244662283741665
426,NSABHC0023,34,9,0.00014902703338537382
427,NSABHC0023,35,9,0.000190435937729716
428,NSABHC0023,36,9,0.0012019219206786946
429,NSABHC0023,37,9,0.002455076344483609
430,NSABHC0023,38,9,0.003424833885055323
431,NSABHC0023,39,9,0.0036298957737929127
432,NSABHC0023,40,9,0.002978624963338339
433,NSABHC0023,41,9,0.0019224530572771181
434,NSABHC0023,42,9,0.0007205462067636503
435,NSABHC0023,43,9,2.0462525032627354e-05
436,NSABHC0023,44,9,0.0003935666649109715
437,NSABHC0023,45,9,0.0019404475630210305
438,NSABHC0023,46,9,0.004363043093332908
439,NSABHC0023,47,9,0.006915916133566458
440,NSABHC0023,48,9,0.008583085647785982
441,NSABHC0023,49,9,0.008505038763857109
442,NSABHC0023,1,10,0.5104883783852855
443,NSABHC0023,2,10,0.511020040010413
444,NSABHC0023,3,10,0.48054543162617935
445,NSABHC0023,4,10,0.4251037337665874
446,NSABHC0023,5,10,0.35902664430180187
447,NSABHC0023,6,10,0.2941974615726125
448,NSABHC0023,7,10,0.23645730038898638
449,NSABHC0023,8,10,0.18914594228779658
450,NSABHC0023,9,10,0.14909843409285128
451,NSABHC0023,10,10,0.11537468410185259
452,NSABHC0023,11,10,0.08717355873826405
453,NSABHC0023,12,10,0.06581603766720989
454,NSABHC0023,13,10,0.04962036038532147
455,NSABHC0023,14,10,0.03897979756391445
456,NSABHC0023,15,10,0.03277427524214116
457,NSABHC0023,16,10,0.030279290596321173
458,NSABHC0023,17,10,0.03139231561175171
459,NSABHC0023,18,10,0.03474927014822671
460,NSABHC0023,19,10,0.040215412181815346
461,NSABHC0023,20,10,0.04769391318614735
462,NSABHC0023,21,10,0.056067023599318366
463,NSABHC0023,22,10,0.06365666835561268
464,NSABHC0023,23,10,0.06963007214675465
465,NSABHC0023,24,10,0.07201902194014642
466,NSABHC0023,25,10,0.06917266514122511
467,NSABHC0023,26,10,0.06214338110390771
468,NSABHC0023,27,10,0.052140120143322255
469,NSABHC0023,28,10,0.04079369493059293
470,NSABHC0023,29,10,0.029541182616653283
471,NSABHC0023,30,10,0.019105627498090305
472,NSABHC0023,31,10,0.01070569359942164
473,NSABHC0023,32,10,0.0045899606964138195
474,NSABHC0023,33,10,0.001122852788385531
475,NSABHC0023,34,10,5.561270724041556e-06
476,NSABHC0023,35,10,0.0005306955095857324
477,NSABHC0023,36,10,0.0017558581880534607
478,NSABHC0023,37,10,0.002903041592263178
479,NSABHC0023,38,10,0.003312969422789802
480,NSABHC0023,39,10,0.0028176834152615626
481,NSABHC0023,40,10,0.0019306149431632669
482,NSABHC0023,41,10,0.0009160617195224097
483,NSABHC0023,42,10,0.0001319180723345914
484,NSABHC0023,43,10,9.500660829397933e-05
485,NSABHC0023,44,10,0.0009761061383070091
486,NSABHC0023,45,10,0.0027492832076633222
487,NSABHC0023,46,10,0.004930992775862508
488,NSABHC0023,47,10,0.007002978388023773
489,NSABHC0023,48,10,0.007983717836636206
490,NSABHC0023,49,10,0.007284102538259507
491,NSABHC0023,1,11,0.5254202135200358
492,NSABHC0023,2,11,0.5193880900095074
493,NSABHC0023,3,11,0.4820486968396692
494,NSABHC0023,4,11,0.42207537580389787
495,NSABHC0023,5,11,0.35274998981102446
496,NSABHC0023,6,11,0.28497064845785913
497,NSABHC0023,7,11,0.22756180131946913
498,NSABHC0023,8,11,0.18101252551279157
499,NSABHC0023,9,11,0.14296068254178074
500,NSABHC0023,10,11,0.1113738534740859
501,NSABHC0023,11,11,0.08591731136029257
502,NSABHC0023,12,11,0.06594070989895684
503,NSABHC0023,13,11,0.051522924697632644
504,NSABHC0023,14,11,0.04231035091501534
505,NSABHC0023,15,11,0.0370908438612626
506,NSABHC0023,16,11,0.03545415456250167
507,NSABHC0023,17,11,0.03733324447958619
508,NSABHC0023,18,11,0.04139062089105239
509,NSABHC0023,19,11,0.048044191060048314
510,NSABHC0023,20,11,0.055739478284760446
511,NSABHC0023,21,11,0.06357547948494846
512,NSABHC0023,22,11,0.06932163992991469
513,NSABHC0023,23,11,0.0728075931416392
514,NSABHC0023,24,11,0.07166973903793439
515,NSABHC0023,25,11,0.06616438397202151
516,NSABHC0023,26,11,0.05749588594797406
517,NSABHC0023,27,11,0.047019537096587904
518,NSABHC0023,28,11,0.03612193454644297
519,NSABHC0023,29,11,0.02586248064563279
520,NSABHC0023,30,11,0.016425673174852995
521,NSABHC0023,31,11,0.008684125655226693
522,NSABHC0023,32,11,0.003293078860088894
523,NSABHC0023,33,11,0.0005538449500237519
524,NSABHC0023,34,11,4.894604125327273e-05
525,NSABHC0023,35,11,0.0009290128194601177
526,NSABHC0023,36,11,0.0021681417258107016
527,NSABHC0023,37,11,0.0028611501606595757
528,NSABHC0023,38,11,0.0026271011691793023
529,NSABHC0023,39,11,0.001886828014458053
530,NSABHC0023,40,11,0.0009852180863683113
531,NSABHC0023,41,11,0.00024865611059077253
532,NSABHC0023,42,11,5.244045576779932e-06
533,NSABHC0023,43,11,0.00044654231668750377
534,NSABHC0023,44,11,0.0016053770675764634
535,NSABHC0023,45,11,0.003298849913773272
536,NSABHC0023,46,11,0.005158129090847452
537,NSABHC0023,47,11,0.006642154958659607
538,NSABHC0023,48,11,0.0069654359433311
539,NSABHC0023,49,11,0.005720648121531613
540,NSABHC0023,1,12,0.5369674646288546
541,NSABHC0023,2,12,0.5230183641488821
542,NSABHC0023,3,12,0.4798659772353432
543,NSABHC0023,4,12,0.41586442359749665
544,NSABHC0023,5,12,0.3434837895318099
545,NSABHC0023,6,12,0.27591406332912216
546,NSABHC0023,7,12,0.21929221613886185
547,NSABHC0023,8,12,0.17467073989950088
548,NSABHC0023,9,12,0.13865262655020316
549,NSABHC0023,10,12,0.1097862806768567
550,NSABHC0023,11,12,0.0857487212012914
551,NSABHC0023,12,12,0.0677134965002596
552,NSABHC0023,13,12,0.05489114866111122
553,NSABHC0023,14,12,0.046773771608693115
554,NSABHC0023,15,12,0.04244572036243277
555,NSABHC0023,16,12,0.04153330709782177
556,NSABHC0023,17,12,0.04406885721847498
557,NSABHC0023,18,12,0.049261108114026286
558,NSABHC0023,19,12,0.05615272604008059
559,NSABHC0023,20,12,0.0633997754885135
560,NSABHC0023,21,12,0.06955927386511751
561,NSABHC0023,22,12,0.07300482078718329
562,NSABHC0023,23,12,0.07311846596150329
563,NSABHC0023,24,12,0.06930790875080362
564,NSABHC0023,25,12,0.062038741640974004
565,NSABHC0023,26,12,0.05269346330571356
566,NSABHC0023,27,12,0.04244216349629115
567,NSABHC0023,28,12,0.032341333543923545
568,NSABHC0023,29,12,0.022876208322752056
569,NSABHC0023,30,12,0.013956720340099205
570,NSABHC0023,31,12,0.0068662514498154525
571,NSABHC0023,32,12,0.0022351687076604954
572,NSABHC0023,33,12,0.00019327366045718275
573,NSABHC0023,34,12,0.0002188917416270364
574,NSABHC0023,35,12,0.0012663234439707072
575,NSABHC0023,36,12,0.002188035233514851
576,NSABHC0023,37,12,0.0023010268971254133
577,NSABHC0023,38,12,0.001801914695041651
578,NSABHC0023,39,12,0.0010092479323984271
579,NSABHC0023,40,12,0.0003142591241470649
580,NSABHC0023,41,12,6.5417596584183e-06
581,NSABHC0023,42,12,0.00018213629462515701
582,NSABHC0023,43,12,0.0009088673840562667
583,NSABHC0023,44,12,0.0020848263303269166
584,NSABHC0023,45,12,0.003587099643542646
585,NSABHC0023,46,12,0.004997080202898463
586,NSABHC0023,47,12,0.005880655287226921
587,NSABHC0023,48,12,0.005583338068236188
588,NSABHC0023,49,12,0.004039802647378354
589,NSABHC0023,1,13,0.5424731713595551
590,NSABHC0023,2,13,0.5216823910196098
591,NSABHC0023,3,13,0.4734771854041562
592,NSABHC0023,4,13,0.40614754904988093
593,NSABHC0023,5,13,0.33361622104039146
594,NSABHC0023,6,13,0.26682620778279476
595,NSABHC0023,7,13,0.21231822957034363
596,NSABHC0023,8,13,0.16979462200277506
597,NSABHC0023,9,13,0.13656448735985582
598,NSABHC0023,10,13,0.1091228806283876
599,NSABHC0023,11,13,0.08721053551526348
600,NSABHC0023,12,13,0.07094851535743552
