,SLGA_1,SLGA_2,SLGA_3
NSAMDD0010,-3.798991742389949,0.09553542958452038,2.179520988160101
NSAMDD0011,-3.879987324380013,-0.48974350071576805,2.668792725885383
NSAMDD0012,-1.4864922673667353,1.7419681981397828,1.5457972347048596
NSAMDD0013,-3.7965358314018696,-0.4956551839598598,2.0307927405717394
NSAMDD0014,-3.874957405160268,-0.44044422891928764,2.1913423571356327
NSAMDD0015,-2.7482044101739787,0.2964112392458098,1.7232110503735858
NSAMDD0016,-2.478504887292381,0.497057476396366,1.4373295001635038
NSAMDD0017,1.8901780359215232,3.1598482083149415,-0.066693174654295
NSAMDD0018,0.4789628018134224,1.30773456856318,0.38265272915300386
NSAMDD0019,0.7076758425817453,2.220884958374561,0.43040221995140004
NSAMDD0020,1.623552970643696,1.9546629514077032,0.33216034165362907
NSAMDD0021,0.855625709631669,2.007202471549984,0.4235870308113425
NSAMDD0022,1.2124439067205701,1.2235490523589883,0.5703033838774436
NSAMDD0023,-0.9373334906271312,1.9618049390388534,1.9391006454500872
NSAMDD0024,-0.440450708921361,2.4106676461519627,1.44616759880207
NSAMDD0025,2.5603237177992715,4.394686261299269,0.033396259436597624
NSAMDD0026,0.38215052963330737,2.6692552454363367,1.325182555887484
NSAMDD0027,-0.60869101165584,1.6296146963024187,0.7945982523264707
NSAMDD0028,-1.1712674727703671,1.3425528597697276,0.8663381223729378
NSAMDD0029,-0.48184130716156903,2.680583043358783,0.9853341588609271
NSAMDD0030,0.28210706525632345,3.089425464428971,0.9647523992956518
NSAMDD0031,-1.4960262269504507,0.3181728524793366,0.8393761453048784
NSAMDD0032,-1.0399103126042324,0.8990534366345642,-0.6584672188624384
NSAMUL0001,-1.2603374012525215,0.8750371652561155,0.41654457358640007
NSAMUL0002,-1.7584224958566204,0.5419220666911525,0.5401042753999071
NSAMUL0003,-0.44230151391290196,1.4612515955089596,-0.4079560680802772
NSAMUL0004,0.4663436519553107,2.21724607120383,-0.46810061481435605
NSANAN0001,6.257308045189779,-3.0024628918839187,0.6693913331054763
NSANAN0002,5.814443401649358,-3.1295715595651927,0.6268429945004412
NSANET0001,1.168351387240109,-2.6053391465315165,-2.2871097204244615
NSANET0002,2.665743788245456,-1.4811232913018104,-3.928584534744697
NSANET0003,1.5214182024875755,-1.777734494196005,-2.681066733766973
NSANET0004,1.2887129542417342,-1.7871866062789434,-2.6633070571258077
NSANET0005,1.4342508271162797,-1.295756399332187,-3.0763223956657484
NSANET0006,1.7539210148534243,-2.279877425102948,-2.5622448266752875
NSANSS0001,1.5325011822405574,-0.7316910073260604,-2.8109694257248217
NSANSS0002,2.0719250111815217,-0.22054070852396462,-2.7330027701489934
NSASEQ0001,6.040528877715803,-1.018251121113609,-0.09340989698920123
NSASEQ0002,6.689820200125938,-0.8904412634158776,0.6243363744233373
NSFNNC0001,11.000036586538934,-1.3647513516730507,-0.9889652179570764
NSFNNC0002,9.768416209823387,-1.32845232014572,-1.6831383449136237
NSFNNC0003,8.230714289317946,-3.504225760224106,-1.2449058754726072
NSFNNC0004,10.868286352901656,-1.4333710148098568,-2.7218728594845345
NSFNNC0005,9.311169579809139,-1.885349321048858,-3.0791653879797463
NSFNNC0006,8.505874518020677,-2.09620969523617,-1.9334452106821054
NSFNNC0007,7.465928223742049,-1.1413939309284746,-4.055778472635644
NSFNNC0008,7.599253796853968,-0.33978918569999683,-5.692638290176713
NSFSEC0001,4.922156138159207,-2.676194472137378,-2.771934874462479
NSFSEC0002,4.310457549555849,-2.175997364073802,-3.2832058109867317
NSFSEC0003,4.619986137460122,-3.0979725581491326,-2.6791015669830447
NSFSEC0004,4.37421935000532,-4.110992805420641,-2.2630484740323067
NSFSEC0005,4.370998908907693,-3.330978276516784,-2.843568958546679
NSTNSS0001,3.9518109627109252,-0.09606027564282636,-2.6028885005058906
NSTSYB0001,4.5898549596387515,-3.178844677429592,-2.717941512249317
NSTSYB0002,4.612014277739872,-3.0726750218578807,-2.704354758470908
NSTSYB0003,5.316797869338358,-2.5383706786491165,-3.2108735414457956
NSTSYB0004,4.744329789120038,-3.79121496119397,-2.6420485789319605
NSTSYB0005,3.060409159027314,-4.631826136868109,-1.952478845380443
NSTSYB0006,5.380577700523325,-2.367902169330516,-2.9475116541916244
NSTSYB0007,4.959299896975994,-1.7869542670117204,-4.262368573603901
NSTSYB0008,3.852003359655787,-0.8952018921945087,-3.7908048002137713
NSTSYB0009,4.350666458239467,-4.250082483413155,-2.6078726165360413
NTAARP0001,-2.0822058465242863,-3.752178196412236,-0.1143549297076935
NTAARP0002,-2.6698475815725184,-3.7871577297967876,-0.3893784809305332
NTAARP0003,-0.36273667413881333,-2.1298395788950937,-0.9802830601170567
NTAARP0004,-2.7034603357166005,-3.803360118609078,-0.4574098017463372
NTAARP0005,-3.1116578094436607,-3.7254124346969824,-0.5760952021743312
NTABRT0001,-2.016514960436336,-0.035447530574150975,0.9245861806722411
NTABRT0002,-2.0224149013533013,0.1596336190249972,0.9069004289154049
NTABRT0003,-2.2735946737638546,-0.005436864605521691,0.5340011051787797
NTABRT0004,-2.5939526617367603,-0.6265976235272955,-0.1681055557069612
NTABRT0005,-2.876611615345073,-0.9161458770329044,0.08746526468011098
NTABRT0006,-2.6216356833621166,-0.876217965353019,0.10001589829746742
NTABRT0007,-2.6329750832718886,-0.6724798692815227,0.00908564310823173
NTABRT0008,-0.8345232028718543,0.06697277090035032,-0.8082270447473658
NTABRT0009,-2.2827306130501785,0.3648691890675283,-0.11617817320175275
NTADAC0001,-0.9612793336293882,-2.7241172674640013,-1.7762080052912304
NTADAC0002,-1.5629322097960785,-2.8993422232051858,-1.1681396614348794
NTADMR0001,-0.9197467400106546,-0.8051246146525477,-1.855755924325033
NTADMR0002,-1.475614953445532,-0.981363635630867,-1.512439444355861
NTAFIN0001,-3.1518667467927957,-0.11028421278592777,0.28489833773517
NTAFIN0002,-2.7272828929247974,-0.9418719846809348,-0.5902131506707663
NTAFIN0003,-3.266161225012136,-0.13676436986471852,0.3494648731387161
NTAFIN0004,-2.7108210133952,-1.328122778575773,-0.758977685957066
NTAFIN0005,-2.6278899375460245,-0.9336505935448137,-0.6253047513434676
NTAFIN0006,-3.252050439793803,-1.4790233282698606,-0.26928118536050705
NTAFIN0007,-3.0361485184131434,0.2517204723918831,0.3426598470723903
NTAFIN0008,-3.305498869696082,0.24187711547709034,1.0343135570665791
NTAFIN0009,-4.0033482326751,-1.3269535818699092,0.23507012996318874
NTAFIN0010,-3.802059041404415,-1.0138654493279375,0.4633905098090241
NTAFIN0011,-3.1990030258915194,-1.8506952709530193,-0.42034910863746455
NTAFIN0012,-0.7292518341248109,0.9894346845143859,-1.403094214102643
NTAFIN0013,-1.4895107285706801,0.029692688473960737,-0.8097170102697245
NTAFIN0014,-2.6561328064668377,-0.4615072896632093,-0.2547723783266749
NTAFIN0015,-0.9700744407988952,0.43935181029086484,-0.12826605970483637
NTAFIN0016,-1.2519453392176685,0.5316815072133239,-1.1512463119307892
NTAFIN0017,-1.6399754350071798,0.25226465692321626,-0.4607615530836066
NTAFIN0018,-1.4542680349830766,-0.059616744513785035,-0.4696315111313024
NTAFIN0019,-1.4439021313392761,-0.043877497262061575,-0.34206421503366496
NTAFIN0020,-2.9547033046643247,-1.5213124403267158,-0.04158365868206454
NTAFIN0021,-1.2726818730009493,0.25993072694876623,-1.3176784662134402
NTAFIN0022,-2.5126660684452164,-0.17077737452236,-0.422425425488387
NTAFIN0023,-2.7574339735645497,-0.5871780601353966,-0.12076968025377194
NTAFIN0024,-0.5592588158684356,0.15066183629116203,-1.6878601379299045
NTAFIN0025,-1.7910950070502716,-0.6674367234745314,-0.6501909719737594
NTAFIN0026,-2.9910187424627375,0.7456508609657131,0.572988770015425
NTAFIN0027,-2.4006870676951593,-0.16074115549333906,-0.08784120915467002
NTAFIN0028,-2.080848435043715,1.2249038569607926,-0.5304469859971378
NTAFIN0029,-1.4456831222466722,2.0964601744189637,-0.6409638259495876
NTAFIN0030,-1.5426099294560778,1.0560398382431986,-0.6025126399706735
NTAFIN0031,-1.0026699494785198,0.9403425390675527,-1.1397788745000692
NTAFIN0032,-3.3570752222229006,0.22163530153075872,0.8604865070792654
NTAFIN0033,-3.6857269990960684,-1.4915893507677263,0.2690854882739046
NTAGFU0001,0.4526215614830783,0.8415616140271075,-0.6378962606857138
NTAGFU0002,-0.888883151235544,-0.7771244948723283,-0.6910962684800623
NTAGFU0003,-0.5145566260875801,-0.9280545806065518,-1.6504045589970715
NTAGFU0004,-2.277403255105277,-1.8163168424999305,-1.4144959669247652
NTAGFU0005,-1.5646388597108738,-1.9682188865012993,-1.2901131236444383
NTAGFU0006,-1.4339942437905389,-0.9864839456741191,-1.0572136057248622
NTAGFU0007,-0.3421279964757719,-0.6617638397521284,-0.8071505120793431
NTAGFU0008,-1.0383174221030786,-0.3396124784389107,-1.1137939032843358
NTAGFU0009,-1.4127106586668214,-0.5836830858025045,-0.7791114927528882
NTAGFU0010,-0.08812884854475228,0.2951057722185649,-1.4656612609754562
NTAGFU0011,0.39190646851571836,0.5410553777032185,-0.8910268798236705
NTAGFU0012,-0.2405864028498295,-0.4691774384428294,-1.1642918137842706
NTAGFU0013,-1.0282832771005372,-0.8968074315904172,-1.3818003551514746
NTAGFU0014,-0.5171642328487279,0.08198999284524629,-2.1647343613065853
NTAGFU0015,-0.5964465850420232,-0.030561158846501388,-1.7737816381161124
NTAGFU0016,-2.7865680867911142,-2.6022114988114415,-1.080558372013843
NTAGFU0017,-2.622087557774001,-2.353327924421653,-1.4747821562024246
NTAGFU0018,-1.0974981469292437,-1.94920422426012,-1.4727604888055084
NTAGFU0019,-1.566521508577519,-2.221143831056847,-1.0202927911451356
NTAGFU0020,0.11625948830704588,-0.4196974923409597,-1.558150606178042
NTAGFU0021,0.48899646565133553,-0.5108003494527806,-1.0074193085855956
NTAGFU0022,0.9849443151774279,0.34111262174153706,-1.6605924770410354
NTAGFU0023,-1.481934756033623,-1.0097075658543495,-1.976778185645421
NTAGFU0024,-1.3686918148883016,-1.4322252238981696,-1.4436486318324127
NTAGFU0025,-0.07740425611295645,-0.6353721736195834,-1.8338142614114539
NTAGFU0026,-0.054335277596907657,0.2528500825363409,-1.9789276374046239
NTAGFU0027,-2.7316931897378245,-3.0104559603877754,0.2781438493066426
NTAGFU0028,-0.46723565031209335,-2.3294479023599353,0.2706754948289885
NTAGFU0029,-1.0721429585162607,-0.6447366540197828,-2.0351068876655827
NTAGFU0030,-0.06226575772086228,-0.7015356404049566,-1.7121974229046983
NTAGFU0031,0.07027271707129389,-0.5681002157438655,-1.9525570003273975
NTAGFU0032,0.6192050985119943,-0.3488074808720001,-1.7801401409352455
NTAGFU0033,0.7121250839731904,-1.1934728081702577,-0.8359891788833285
NTAGFU0034,1.610002310326339,-0.21162464558034547,-1.678417939818949
NTAGFU0035,0.3022881361691945,-0.6882384403471253,-1.6653378120221298
NTAGFU0036,1.4145961840959405,-0.2478325978113053,-1.2962104488873718
NTAGFU0037,1.9437890248941498,1.9093101303539808,-3.181583847056531
NTAGFU0038,0.41352529785487935,-0.0008425508881643321,-2.0658579999078777
NTAGFU0039,1.3841376921390425,0.7594243122657647,-2.428157311918454
NTAGFU0040,1.4812783565377023,0.8446879003722477,-2.1947544589000327
NTAGFU0041,-3.4729478643205187,-2.469079230357458,-0.1888491658112217
NTAMAC0001,-3.9377979212735275,-0.8599180327651778,0.7597285947657632
NTAMAC0002,-3.161330940355699,-0.45572367963561033,0.22352022525788107
NTAMAC0003,-3.0983879640176664,0.16868835996468298,1.1351759198948481
NTAMGD0001,3.5556843234264788,5.980508731039649,-2.404938139661498
NTAMGD0002,2.9070371037802256,5.957945825930676,-1.683154080393728
NTAMGD0003,0.18467679774190257,0.0868533876177222,-1.3084239920719238
NTAMGD0004,-3.8749537055593177,-3.063053105761151,-0.20519819099711128
NTAMGD0005,-4.555635754075612,-3.089329128831871,-0.23825311350559153
NTAPCK0001,-1.4911366256911813,-3.222203726634236,-1.429301333166173
NTAPCK0002,-1.6673839368004033,-3.0619127410233213,-1.485035035800577
NTAPCK0003,-1.9262375016972095,-3.475992067380754,-1.1657950390697787
NTAPCK0004,-1.4007120799852473,-3.030848244891602,-1.62743082932711
NTAPCK0005,-1.4921717982302332,-3.1693082755114137,-1.5464648785311594
NTAPCK0006,-2.1342058992433075,-3.123890152368682,-1.3362382779450561
NTAPCK0007,-1.8879600035433493,-3.0870032825617524,-1.4792260432372772
NTAPCK1009,-1.9512268494510285,-3.3614436431920747,-0.7093392425909252
NTAPCK1010,-2.447752444781475,-3.0445837881964715,-0.9247780275029268
NTAPCK1011,-1.8686880011708655,-2.9195300891328104,-1.6372569409243867
NTAPCK1012,-1.762586922043693,-2.8825098931206905,-1.852324467445421
NTAPCK2002,-1.5619094076819238,-3.2286092620953313,-1.36132715268886
NTAPCK2003,-1.486356737577754,-3.358039794686778,-1.0211536671588488
NTAPCK2013,-1.6367465542340733,-2.828930195790154,-1.5315706613097901
NTAPCK2014,-1.5998444952156217,-2.8123878418716943,-1.677790684670209
NTASSD0001,-4.5014092713984555,-1.9713056194637344,0.9858731125477013
NTASSD0002,-2.016514960436336,-0.035447530574150975,0.9245861806722411
NTASSD0003,-4.536587474273014,-2.064910897371159,1.0958453568150144
NTASSD0004,-4.436597931862496,-1.9578187504627882,1.0193473251168277
NTASSD0005,-4.812954708657649,-1.894047683000451,1.7553000230639297
NTASSD0006,-4.3862816558617395,-1.6232316795352402,1.307443012902462
NTASSD0007,-4.693849110602253,-1.869425129005233,1.7770182500956373
NTASSD0008,-4.454674700381058,-1.7739055007800972,1.2470727539437216
NTASSD0009,-3.5096961462272764,-1.820848165166341,0.6842602229938165
NTASSD0010,-3.5317070705965383,-1.738264425513116,0.8902506922289802
NTASSD0011,-0.21628627484078267,2.108215530020989,-0.6448634232423233
NTASSD0012,0.5247755221817673,2.9648910397532937,-0.8396726482187482
NTASSD0013,-0.9098594196041448,1.9512253577435574,-0.3984424483736003
NTASSD0014,0.4308166143271492,2.7744506643028144,-0.6596509806428709
NTASSD0015,-1.7642071256352205,0.20720687362449947,-0.2952142292959043
NTASSD0016,-0.48519795165501145,1.7318017201650182,-0.7025342157193032
NTASSD0017,-0.49686184099646175,1.922410735309109,-0.20735869382157995
NTASSD0018,-0.5673419083034954,1.3345799331344848,-0.5706076304297082
NTASSD0019,-1.5750398211871377,0.5158689649937778,-0.32740902361637414
NTASTU0001,1.5544422447603325,1.6947556897508442,-2.48699407665685
NTASTU0002,0.866695121758696,0.9485776010249387,-2.20534431763399
NTASTU0003,0.9990730732486874,1.8147438971260872,-1.4277298155994451
NTASTU0004,-3.292792166903583,-2.1044222209154118,-0.09284677870641277
NTASTU0005,-3.943510559807047,-2.58977782777789,0.22193081982364085
NTATAN0001,-3.666770908478002,-2.386694281638999,-1.2370212000187875
NTATAN0002,-3.58258598021667,-2.476084555737942,-1.273667975351904
NTATAN0003,-3.5362877459582363,-2.3217905404582386,-1.1595110217263924
NTATAN0004,-3.401480207316124,-2.6071727301197263,-1.0608450973941161
NTTDAB0001,-1.5497904604416621,-2.82581636036487,-0.42827545394873
NTTDAC0001,-1.1986160003859838,-3.0192230288761346,-0.6299951971504888
NTTDMR0001,-1.3907722974753107,-1.25746134144034,-2.031530875456025
NTTDMR0002,-0.856828260874381,-0.3401586860526446,-2.16920165037363
NTTDMR0003,-1.761935687650862,-1.0476099269785961,-1.3453709785431376
NTTMGD0001,0.22750322293606098,2.178480105874133,-1.905197858806069
NTTPCK0001,-0.47047855566703,-2.728348631335601,-1.2336355180135743
NTTSTU0001,-0.5419224017055422,-0.22680615687487418,-1.8111312088854055
QDABBN0001,0.8115027035277338,-1.0479127105436308,-1.8254696762346958
QDABBN0002,1.6019160838072157,-0.317325466361486,-0.5859400734827158
QDABBS0001,7.158198888470795,0.7544911001669492,2.6408904712994565
QDABBS0002,3.648818222294234,1.072097858310263,0.6211482278212778
QDABBS0003,3.373772239434725,-0.8095837863358288,1.037402521213595
QDABBS0004,7.140236416630237,-0.05530884036157664,2.349413968274881
QDABBS0005,7.064974436989604,-0.5999477493626647,3.396047046055097
QDABBS0006,5.634712316755792,4.242215783620701,-1.8981124593932615
QDABBS0007,7.449136299763033,4.0125919188369945,0.3972717883357603
QDABBS0008,6.810562464286574,4.097513178058141,0.6095224719433939
QDABBS0009,8.171044945164535,3.935080898856463,2.7444104138890535
QDABBS0010,10.095256315335542,3.6880911924979687,2.243818861498735
QDACHC0001,-1.7535491713079967,0.021149769738509128,-0.4483086899744557
QDACHC0002,-1.1925385950449565,0.41272648612974927,-0.33640220429177625
QDACHC0003,-1.1470127741228502,0.4044283013985973,-0.5821490021834392
QDACHC0004,4.393864194314328,6.961340793076166,-1.284254993474885
QDACHC0005,4.697939771550492,7.197734913819609,-1.160564618486806
QDACHC0006,4.131810304198911,6.811008971912587,-1.0643999481892232
QDACHC0007,4.247444965994864,7.002327768327465,-1.3273931841922593
QDACYP0001,0.052939713251176815,-3.014947681076096,-0.9886466657956557
QDACYP0002,-0.5232447851353368,-1.3652620936790618,-2.1950635614263074
QDACYP0003,0.683959278736394,-2.6453317313490747,0.08989219180882647
QDACYP0004,-2.4107933351478996,-3.0129889325022603,-2.101199031512804
QDACYP0005,-2.3463721324222004,-2.6528817713806627,-1.7927817423656727
QDACYP0006,-1.6910499387942604,-2.42251967804208,-2.0319046450612266
QDACYP0007,-1.463404294154074,-2.507755098790508,-1.8758160155463042
QDACYP0008,-0.5162221585972476,-1.85610274179952,-2.6539418224390565
QDACYP0009,-0.09829256878204001,-2.443078923426599,-1.6831273509464035
QDACYP0010,2.9094303238323347,0.883737987468317,-3.309692434458071
QDACYP0011,0.6222099466046201,-0.40851655398574693,-4.025657133838948
QDACYP0012,0.825238984780167,-0.9571378450375917,-2.8020525144869124
QDACYP0013,-0.555020766389678,-2.1364668979185137,-2.1827647234870713
QDACYP0014,-0.19946350786287678,-1.7633189693858051,-2.4320814200120533
QDACYP0015,0.7493776553457824,-0.9925289808012783,-3.2412075606715094
QDACYP0016,-2.153749730882273,-3.3341098293830402,-1.567638981630424
QDACYP0017,-2.4255947283119035,-3.4418073149974204,-2.145244051873459
QDACYP0018,-2.1841707134388733,-3.091556362845629,-1.7360599345684107
QDACYP0019,-3.1920525725121127,-4.234861521968976,-0.3101739402323782
QDACYP0020,-3.724627387152229,-4.765027306360902,-0.6618260952551732
QDACYP0021,-3.3106385156282756,-3.5858569073400526,-1.6433726163628286
QDACYP0022,-2.965245198974663,-3.3814797422945837,-0.8298922558245541
QDACYP0023,0.5756857752263932,-1.4298137891817264,-2.6430154418458147
QDACYP0024,-0.18520898359549565,-1.7055499578280322,-2.5451190340735375
QDADEU0001,0.055841157802415484,1.4354724957745593,-2.2375906952648656
QDADEU0002,-1.1012769586862567,0.4939737557376201,-1.6895758361577924
QDADEU0003,0.6294089835689016,1.6719493887645769,-3.1519137795318604
QDADEU0004,1.0568058367625859,1.8889535266786186,-3.2831820267454845
QDADEU0005,0.39737153031303774,1.6649798494888643,-2.663366342266319
QDADEU0006,0.9643520869766162,2.5322646637339434,-3.0133847044894866
QDAEIU0001,9.44447136058425,1.2393251260933207,5.554043555622512
QDAEIU0002,13.37261914233741,0.9495414752826753,8.316924565815345
QDAEIU0003,2.429450269581053,-0.04802026276004163,-1.0263506367650739
QDAEIU0004,2.8701119066691323,-1.3144644337729157,2.615731625132023
QDAEIU0005,1.8805604523599169,-0.1805921283310119,-1.6600957831010204
QDAEIU0006,0.6581035815270389,-1.889787559018484,-0.2887540287051516
QDAEIU0007,0.7727279184832032,-1.9687962949748667,-0.2790597099146146
QDAEIU0008,3.6185010997252913,3.1828836873828257,-0.8186890673261176
QDAEIU0009,3.4338578374011117,3.0871228610266566,-0.8541107066030407
QDAEIU0010,1.1757479150650665,-0.056353977292242355,-0.30165347658778796
QDAGUP0001,-2.783839788224437,-2.6644729283582165,-0.8566041330390747
QDAGUP0002,-3.065746934035412,-2.6997224079140643,-0.9488325979603951
QDAGUP0003,-1.1146847651509109,-0.7885606802819554,0.15211802268620822
QDAGUP0004,-4.108057551089419,-2.4603739656754255,0.507329731843503
QDAGUP0005,-3.6278946510708048,-2.4206209012807207,0.26675549302387097
QDAGUP0006,-4.154481381110614,-2.5126811076914777,0.45923179020828164
QDAGUP0007,3.0370571426016304,6.440684736256409,-1.5582060557044208
QDAGUP0008,-4.616381318956551,-2.5001115245189025,1.1345473612022319
QDAGUP0009,3.484192551582588,6.2575858047505974,-1.7139586803303255
QDAGUP0010,-2.7245320232911867,-0.102057711755878,0.9704281896968453
QDAGUP0011,-3.9479949731081603,-2.1169244273857855,0.8405578282731264
QDAGUP0012,1.3240825682297426,4.063928636869456,-0.57074053980837
QDAGUP0013,3.053368649028567,5.9344828669695575,-1.7357208685370233
QDAGUP0014,2.107423265930943,4.280629727432844,-1.9798649187191488
QDAGUP0015,2.8011619488506447,4.658180862251948,-1.8704018691530577
QDAGUP0016,1.9053180332676463,4.030018809683746,-1.9519445156433628
QDAGUP0017,-0.4220180570782586,-0.15485830239776052,-1.4026091655631228
QDAGUP0018,1.3141424344466361,1.3475052596113062,-2.022702233253204
QDAGUP0019,0.9723681908072532,1.4804611148331934,-2.3938719979216234
QDAGUP0021,0.41974209778854943,0.03856608170306781,-0.703149479244527
QDAGUP0022,1.239527990005616,0.9470512056999695,-2.5821292067640162
QDAGUP0023,1.5791111434349896,1.5190189690934648,-1.4766141680514377
QDAGUP0024,0.882712929314654,0.3308694726620398,-1.6384549417106506
QDAGUP0026,0.6912192076009868,-0.23270265433077075,-1.388937737887791
QDAGUP0027,0.42224443871088474,0.8376613710479698,-1.8917589955814509
QDAGUP0028,0.5837208091073172,0.9331026154921518,-2.115448900439069
QDAGUP0029,-1.1730791836179653,-1.4082331877778673,-1.8166226377184602
QDAGUP0030,-1.2427504679344283,-1.4517077768353917,-1.6254399696285162
QDAGUP0031,-1.364678003173501,-1.5542151415397651,-1.617786677233474
QDAMGD0001,4.377509119477815,6.833115266053803,-0.6957136900712956
QDAMGD0002,4.202998796444371,6.278438750968138,-1.222752985965632
QDAMGD0003,4.782790939715627,6.984852896604846,-0.3055072362195236
QDAMGD0004,4.086711618927155,6.0484448647037405,-0.7218373713577722
QDAMGD0005,4.856765879052993,6.274567905108413,-0.5288962224148113
QDAMGD0006,4.5528382884507,6.463521469888275,-0.6989847723860368
QDAMGD0007,4.541424505389229,6.327431671705339,-1.0575208839839474
QDAMGD0008,5.0258598535499965,6.661820322061986,-0.3707414812823737
QDAMGD0009,5.241316506640391,7.653837150629963,-1.568013055384059
QDAMGD0010,5.141875785760875,6.430941186690385,-1.0121841712876354
QDAMGD0011,3.2399867850824653,5.854663646622437,-1.704408771093688
QDAMGD0012,3.4625071241937952,2.403050935276778,-0.5818037316743674
QDAMGD0013,3.290710935998352,5.532897989252519,-0.7223708256592881
QDAMGD0014,2.906993996893991,5.833812807758213,-0.8709013683838339
QDAMGD0015,1.7480648617662007,4.136857992448511,-0.9998027012433376
QDAMGD0016,3.3414152279726808,4.206379920184596,-1.6303899394221735
QDAMGD0017,5.056516958628983,6.277348929478932,0.4428455059406368
QDAMGD0018,4.733221749419473,5.6181513789897854,0.41213333745492675
QDAMGD0019,3.2270529568679214,5.376692391104118,-0.6690022653684032
QDAMGD0020,2.3538038796281073,4.047897009397361,-0.41682207682098904
QDAMGD0021,4.096368216645858,5.307871215309804,0.0470487183039715
QDAMGD0022,4.056740226254931,5.342587307169781,0.000557659391044569
QDAMGD0023,2.6806102289072493,5.016975998521147,-0.6356945448807804
QDAMGD0024,2.6921928189617867,5.188083774275073,-0.29220782511664856
QDAMGD0025,4.897104837716715,2.801177775885311,-0.8893196412382801
QDAMGD0026,5.08878422668314,3.1478580920745336,-0.9435442444261337
QDAMGD0027,1.3032444852289509,3.1350400851526397,-2.0541009983024106
