time,Unnamed: 0,x,y,bs,pv,npv,ue,spatial_ref,pv_filter,npv_filter,bs_filter,month,year,dayofyear,month_cir,dayofyear_cir,pv_lag,npv_lag,bs_lag,pv_change,npv_change,bs_change,photoperiod,photoperiod_gradient,days_since_fire,fire_severity,precip,precip_cv,precip_sum,precip_rolling,tmax,tmax_cv,tmax_sum,tmax_rolling,tmin,tmin_cv,tmin_sum,tmin_rolling,vapourpres_h09,vapourpres_h09_cv,vapourpres_h09_sum,vapourpres_h09_rolling,vapourpres_h15,vapourpres_h15_cv,vapourpres_h15_sum,vapourpres_h15_rolling,VPD,precip_30,precip_90,precip_180,precip_365,precip_730,precip_1095,precip_1460,VPD_lag,VPD_7,VPD_14,VPD_30,tmax_lag,tmax_7,tmax_14,tmax_30,tmin_lag,tmin_7,tmin_14,tmin_30
1987-09-02,1.0,238345.0,7378875.0,64.0495867768595,2.7603305785124,31.6942148760331,6.47933884297521,28354.0,2.9904732662965103,34.843677060500966,60.72330325489633,9,1987,245,0.6816387600233341,0.6219518703256062,,,,,,,11.638051637620492,,10950,0,0.0,1.1696899474955964,108.0361328125,,27.609375,0.11544548616960959,284.29248046875,,11.14361572265625,0.2532503654257632,156.40771484375,,6.5513916015625,0.4447934429405566,93.24774169921875,,6.53033447265625,0.398952014253193,86.66241455078125,,1.850487379032041,0.0,27.39453125,10.1611328125,138.314453125,134.697265625,104.6005859375,225.736328125,1.4312381040239237,11.27124204342936,11.125961764253415,19.975425119719645,24.5302734375,162.5888671875,174.365234375,371.2001953125,7.400390625,73.1337890625,45.7373046875,116.703125
1987-09-18,2.0,238345.0,7378875.0,62.495867768595,3.44628099173554,32.6446280991736,6.3801652892562,28354.0,3.1405709521738285,27.989873098724843,67.36202329271575,9,1987,261,0.6816387600233341,0.6556691338743984,2.9904732662965103,34.843677060500966,60.72330325489633,,,,11.992937609923874,0.35488597230338215,10950,0,0.0,1.1696899474955964,108.0361328125,,31.34747314453125,0.11544548616960959,284.29248046875,,14.25384521484375,0.2532503654257632,156.40771484375,,8.08831787109375,0.4447934429405566,93.24774169921875,,7.6416015625,0.398952014253193,86.66241455078125,,2.310677000454259,0.0,4.498046875,33.0576171875,138.314453125,134.697265625,78.87109375,251.4658203125,2.1030781162806114,12.28100077155069,11.276707375570082,28.384985021750367,28.580078125,170.1396484375,182.1904296875,422.32421875,11.080078125,65.69921875,84.6884765625,143.1015625
1987-10-04,3.0,238345.0,7378875.0,66.7190082644628,3.37190082644628,28.3884297520661,6.76859504132231,28354.0,3.282192839996113,26.779747121409166,68.42361011568731,10,1987,277,0.7401768531960371,0.688126690746912,3.1405709521738285,27.989873098724843,67.36202329271575,0.30578512396694,-1.652892561983501,1.3347107438016508,12.35749528539983,0.36455767547595563,10950,0,0.001953125,1.1696899474955964,108.0361328125,,35.72003173828125,0.11544548616960959,284.29248046875,,18.26629638671875,0.2532503654257632,156.40771484375,,6.85015869140625,0.4447934429405566,93.24774169921875,,7.20416259765625,0.398952014253193,86.66241455078125,,3.264491336563112,0.0,0.0,37.5556640625,137.9765625,135.033203125,78.873046875,251.4658203125,2.3186962255717143,12.71507681992763,18.00248647479634,30.45736429259835,29.5595703125,179.01953125,229.2802734375,444.6103515625,12.26953125,96.8603515625,99.1416015625,181.2578125
1987-10-20,4.0,238345.0,7378875.0,64.4710743801653,2.75206611570248,31.3140495867769,6.12396694214876,28354.0,3.4250518221810147,28.777903036388903,66.31128945795432,10,1987,293,0.7401768531960371,0.7192621817455338,3.282192839996113,26.779747121409166,68.42361011568731,-0.34710743801653,-0.665289256198351,0.9876033057851537,12.717554147868526,0.360058862468696,10950,0,10.1376953125,1.1696899474955964,108.0361328125,,36.68560791015625,0.11544548616960959,284.29248046875,,20.27593994140625,0.2532503654257632,156.40771484375,,10.171875,0.4447934429405566,93.24774169921875,,9.77008056640625,0.398952014253193,86.66241455078125,,3.2685516774233223,0.001953125,0.0,37.5478515625,107.361328125,165.2041015625,64.8916015625,239.1162109375,2.5228059826216636,19.495380297149868,26.543128183849205,38.1296734734788,31.099609375,211.2099609375,265.5009765625,501.5693359375,17.66015625,114.669921875,132.66015625,235.5419921875
1987-11-05,4.5,238345.0,7378875.0,65.9297520661157,3.96694214876033,28.636363636363647,6.074380165289256,28354.0,3.5749754343772224,32.02003181759415,62.964994856258365,11,1987,309,0.793577803248942,0.7490157876964552,3.4250518221810147,28.777903036388903,66.31128945795432,0.2975206611570249,0.12396694214877435,-0.394628099173552,13.053910846472903,0.33635669860437645,10950,0,5.0869140625,1.1696899474955964,108.0361328125,,38.4927978515625,0.11544548616960959,284.29248046875,,20.705810546875,0.2532503654257632,156.40771484375,,11.70611572265625,0.4447934429405566,93.24774169921875,,9.58697509765625,0.398952014253193,86.66241455078125,,3.5507460328509968,10.1396484375,0.0,27.39453125,92.3388671875,157.9873046875,88.359375,233.2548828125,2.259792551060683,19.989686886712768,24.772711789806117,54.97173579194322,29.0673828125,229.6806640625,257.87109375,578.1611328125,21.1240234375,139.892578125,128.708984375,299.6796875
1987-11-21,5.0,238345.0,7378875.0,67.3884297520661,5.18181818181818,25.9586776859504,6.02479338842975,28354.0,3.7339058554644597,35.01291150505014,59.861367649939424,11,1987,325,0.793577803248942,0.7773303443774742,3.5749754343772224,32.02003181759415,62.964994856258365,1.2148760330578499,-2.6776859504132506,1.4586776859503985,13.337653051841796,0.2837422053688936,10950,0,19.25390625,1.1696899474955964,108.0361328125,,36.22454833984375,0.11544548616960959,284.29248046875,,21.09521484375,0.2532503654257632,156.40771484375,,11.010009765625,0.4447934429405566,93.24774169921875,,11.596435546875,0.398952014253193,86.66241455078125,,3.1198541930346697,15.224609375,0.001953125,27.39453125,83.3583984375,166.9677734375,88.35546875,233.23828125,4.636355581281924,24.798704021477977,23.46453556717198,52.553075094439926,40.9169921875,248.84375,261.0302734375,581.712890625,30.1240234375,130.033203125,135.337890625,325.5234375
1987-12-07,6.0,238345.0,7378875.0,71.1322314049587,4.96694214876033,22.3305785123967,6.51239669421488,28354.0,3.899899907553486,36.73440720487723,58.01375698093581,12,1987,341,0.8414709848078965,0.8041514523449627,3.7339058554644597,35.01291150505014,59.861367649939424,0.5,-3.1528925619834745,2.6012396694215028,13.530722819018324,0.19306976717652802,10950,0,37.4892578125,1.1696899474955964,108.0361328125,,39.93511962890625,0.11544548616960959,284.29248046875,,25.11651611328125,0.2532503654257632,156.40771484375,,18.2891845703125,0.4447934429405566,93.24774169921875,,15.52508544921875,0.398952014253193,86.66241455078125,,3.5712940730808787,24.3408203125,10.1396484375,27.39453125,82.2763671875,168.0380859375,87.873046875,198.5302734375,3.6353490811877416,13.97039703789496,24.943719459319304,62.44347696719345,37.197265625,191.3623046875,265.4892578125,636.3349609375,18.5439453125,107.8330078125,161.2880859375,345.353515625
1987-12-23,7.0,238358.333333333,7378914.33333333,34.1333333333333,0.0,64.8666666666667,4.73333333333333,28354.0,4.0671290559854985,36.63347108928528,57.97221979377549,12,1987,357,0.8414709848078965,0.8294275814489923,3.899899907553486,36.73440720487723,58.01375698093581,-2.59090909090909,19.453994490358152,-16.627548209366402,13.597064357056396,0.0663415380380723,10950,0,36.06640625,1.1696899474955964,108.0361328125,,38.27752685546875,0.11544548616960959,284.29248046875,,25.55047607421875,0.2532503654257632,156.40771484375,,20.5806884765625,0.4447934429405566,93.24774169921875,,18.8077392578125,0.398952014253193,86.66241455078125,,3.021063171442659,56.7431640625,15.2265625,0.0,109.6552734375,168.0498046875,46.3203125,240.078125,4.370628755690158,17.849073648476857,27.761037076517656,50.89320432533481,42.9970703125,225.33203125,290.23828125,574.443359375,28.07421875,148.083984375,187.248046875,326.123046875
1988-01-08,7.5,238351.6666666665,7378894.666666665,52.996418732782345,3.03719008264463,42.7473829201102,5.366666666666665,28354.0,4.555213675610613,34.153308650934235,59.9772119427532,1,1988,8,0.08323691620031025,0.021916053410854716,4.0671290559854985,36.63347108928528,57.97221979377549,-0.9648760330578499,10.20840220385675,-9.067906336088178,13.51875858815647,-0.07830576889992713,10950,0,0.0107421875,2.3692663288944975,143.076171875,,43.03350830078125,0.2002948740537217,746.740234375,,26.28802490234375,0.3581488992692738,396.3702392578125,,13.89227294921875,0.2726417060262715,257.39727783203125,,11.525390625,0.24194669534380833,241.60321044921875,,4.759187820706606,73.5556640625,34.48046875,0.0,109.6552734375,166.8828125,47.4873046875,223.376953125,3.7462735896734918,23.32408929237352,15.272892551595177,57.33903512774198,39.8505859375,245.1064453125,247.4794921875,638.5712890625,28.11328125,156.388671875,164.4677734375,423.244140625
1988-01-24,8.0,238345.0,7378875.0,71.8595041322314,6.07438016528926,20.6280991735537,6.0,28354.0,4.345857721838959,31.05836046612903,63.269932073903874,1,1988,24,0.08323691620031025,0.06570605393630431,4.555213675610613,34.153308650934235,59.9772119427532,3.03719008264463,-22.1192837465565,18.863085399449048,13.314880022093279,-0.20387856606319055,10950,0,0.5009765625,2.3692663288944975,143.076171875,15.2265625,39.72686767578125,0.2002948740537217,746.740234375,169.85528564453125,25.57550048828125,0.3581488992692738,396.3702392578125,84.6455078125,13.770263671875,0.2726417060262715,257.39727783203125,43.36785888671875,12.02593994140625,0.24194669534380833,241.60321044921875,40.733154296875,3.9755205871537287,17.8515625,90.193359375,0.001953125,108.779296875,167.5986328125,47.6474609375,158.4814453125,5.527013378147022,28.37551933748088,34.022405159479334,51.12487043350523,46.55078125,255.556640625,302.0166015625,616.8486328125,29.9228515625,145.5869140625,190.3623046875,403.7060546875
