,Unnamed: 0,x,y,bs,pv,npv,ue,spatial_ref,pv_filter,npv_filter,bs_filter,month,year,dayofyear,month_cir,dayofyear_cir,pv_lag,npv_lag,bs_lag,pv_change,npv_change,bs_change,photoperiod,photoperiod_gradient,days_since_fire,fire_severity,Bryophyte,Chenopod,Cycad,Epiphyte,Fern,Forb,Fungus,Grass.tree,Heath.shrub,Hummock.grass,Rush,Sedge,Shrub,Shrub.Mallee,Tree.fern,Tree.Mallee,Tree.Palm,Tussock.grass,Vine,CLY_000_005,CLY_005_015,CLY_015_030,CLY_030_060,CLY_060_100,DER_000_999,NTO_000_005,NTO_005_015,NTO_015_030,NTO_030_060,NTO_060_100,PTO_000_005,PTO_005_015,PTO_015_030,PTO_030_060,PTO_060_100,SLT_000_005,SLT_005_015,SLT_030_060,SLT_060_100,pHc_000_005,pHc_005_015,pHc_015_030,pHc_030_060,pHc_060_100,precip,tmax,tmin,vapourpres_h09,vapourpres_h15,MAT,MAP,VPD,precip_30,precip_90,precip_180,precip_365,precip_730,precip_1095,precip_1460,VPD_lag,VPD_7,VPD_14,VPD_30,tmax_lag,tmax_7,tmax_14,tmax_30,tmin_lag,tmin_7,tmin_14,tmin_30,time,CO2
0,1.0,501235.0,6300105.0,44.4876033057851,19.1818181818182,34.9421487603306,8.72727272727273,28354.0,20.00919440440622,32.50101534862655,46.11497877025252,9,1987,271,0.6816387600233341,0.6761067413467257,,,,,,,12.282483821637369,,10950,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,1.3,0.1,0.0,15.0,0.0,0.0,0.0,5.8,5.6,5.8,6.8,9.0,83.26514,0.07915032,0.07221737,0.05272431,0.040837977,0.027102888,0.016684774,0.01618016,0.014877737,0.013764058,0.01396277,4.0,3.8,4.2,4.8,6.6180983,6.6904426,6.8521996,7.196054,7.375992,23.1064453125,22.37060546875,9.03265380859375,9.853759765625,8.1258544921875,18.195912628489747,250.47205946180554,1.0242875666585387,11.21875,48.7998046875,83.2431640625,147.4453125,151.529296875,199.7236328125,349.220703125,2.5556529800180723,10.43221109667391,7.367312239215864,7.801426512691945,34.0537109375,175.07421875,163.046875,271.591796875,17.5947265625,67.978515625,53.234375,109.17578125,1987-09-28,348.25
1,1.5,501235.0,6300105.0,51.971074380165305,17.6115702479339,28.942148760330603,8.38429752066116,28354.0,16.767356190941957,29.930842067627896,51.805901888086,10,1987,287,0.7401768531960371,0.7077451560938813,20.00919440440622,32.50101534862655,46.11497877025252,,,,12.830287067316156,0.5478032456787876,10950,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,1.3,0.1,0.0,15.0,0.0,0.0,0.0,5.8,5.6,5.8,6.8,9.0,83.26514,0.07915032,0.07221737,0.05272431,0.040837977,0.027102888,0.016684774,0.01618016,0.014877737,0.013764058,0.01396277,4.0,3.8,4.2,4.8,6.6180983,6.6904426,6.8521996,7.196054,7.375992,4.1259765625,25.03228759765625,10.57330322265625,11.1510009765625,9.952392578125,18.195912628489747,250.47205946180554,1.1648153122879865,23.11328125,56.9130859375,86.341796875,121.4423828125,174.94921875,182.6044921875,342.8779296875,0.9461452608646282,5.7351174258971795,7.762850783464382,22.937187284487166,21.15625,126.1552734375,161.76953125,421.0234375,7.51171875,46.5126953125,61.357421875,167.9482421875,1987-10-14,348.25
2,2.0,501235.0,6300105.0,59.4545454545455,16.0413223140496,22.9421487603306,8.04132231404959,28354.0,15.416175264806785,28.109209012547748,54.92251216939864,10,1987,303,0.7401768531960371,0.7380238129201978,16.767356190941957,29.930842067627896,51.805901888086,-1.5702479338842998,-6.000000000000002,7.483471074380201,13.356262257024207,0.5259751897080509,10950,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,1.3,0.1,0.0,15.0,0.0,0.0,0.0,5.8,5.6,5.8,6.8,9.0,83.26514,0.07915032,0.07221737,0.05272431,0.040837977,0.027102888,0.016684774,0.01618016,0.014877737,0.013764058,0.01396277,4.0,3.8,4.2,4.8,6.6180983,6.6904426,6.8521996,7.196054,7.375992,7.3408203125,29.74053955078125,13.563720703125,10.64007568359375,9.22503662109375,18.195912628489747,250.47205946180554,1.8676510496167609,16.6123046875,45.466796875,92.875,114.2197265625,176.0791015625,192.052734375,325.58984375,1.7662661676160698,8.807694213734687,6.968529536724834,16.360569888514625,31.2255859375,162.396484375,158.6923828125,357.283203125,11.841796875,64.8125,68.21484375,139.685546875,1987-10-30,348.25
3,2.25,501235.0,6300105.0,57.25000000000003,15.882231404958702,25.324380165289273,8.07231404958678,28354.0,15.303205143305146,26.794563788829205,56.34159859669994,11,1987,319,0.793577803248942,0.7668845388475947,15.416175264806785,28.109209012547748,54.92251216939864,-0.8646694214875996,-1.808884297520665,2.6394628099173616,13.823595646286496,0.4673333892622882,10950,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,1.3,0.1,0.0,15.0,0.0,0.0,0.0,5.8,5.6,5.8,6.8,9.0,83.26514,0.07915032,0.07221737,0.05272431,0.040837977,0.027102888,0.016684774,0.01618016,0.014877737,0.013764058,0.01396277,4.0,3.8,4.2,4.8,6.6180983,6.6904426,6.8521996,7.196054,7.375992,5.078125,29.76580810546875,14.63092041015625,12.6761474609375,11.700439453125,18.195912628489747,250.47205946180554,1.7005841869740685,11.466796875,52.8037109375,58.78125,145.953125,177.7236328125,193.009765625,328.61328125,1.87691613455512,10.119698938123781,13.866669974045815,23.38237207100689,29.9140625,169.353515625,203.9384765625,424.95703125,14.9609375,74.2373046875,93.6376953125,179.052734375,1987-11-15,348.25
4,2.5,501235.0,6300105.0,55.04545454545455,15.723140495867801,27.70661157024795,8.10330578512397,28354.0,15.881028069887439,25.799237660368146,56.78303840374787,12,1987,335,0.8414709848078965,0.7942718851028194,15.303205143305146,26.794563788829205,56.34159859669994,-0.1590909090909003,2.3822314049586755,-2.204545454545478,14.178093644704331,0.3544979984178358,10950,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,1.3,0.1,0.0,15.0,0.0,0.0,0.0,5.8,5.6,5.8,6.8,9.0,83.26514,0.07915032,0.07221737,0.05272431,0.040837977,0.027102888,0.016684774,0.01618016,0.014877737,0.013764058,0.01396277,4.0,3.8,4.2,4.8,6.6180983,6.6904426,6.8521996,7.196054,7.375992,13.5732421875,30.7838134765625,15.5567626953125,13.9150390625,10.63372802734375,18.195912628489747,250.47205946180554,1.8683781552316587,12.4189453125,37.65234375,77.1552734375,135.1103515625,182.9716796875,199.291015625,321.4609375,1.5727546049196315,9.49215547076972,13.091923285670461,30.17257433775809,28.93359375,164.1640625,218.8173828125,467.5439453125,12.78125,73.7060546875,111.8154296875,218.6279296875,1987-12-01,348.25
5,2.75,501235.0,6300105.0,52.84090909090907,15.5640495867769,30.088842975206624,8.13429752066116,28354.0,16.70725501415003,24.989445549513235,56.80979707554881,12,1987,351,0.8414709848078965,0.8201332336486015,15.881028069887439,25.799237660368146,56.78303840374787,-0.15909090909090118,2.3822314049586755,-2.204545454545478,14.35823768551331,0.18014404080897783,10950,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,1.3,0.1,0.0,15.0,0.0,0.0,0.0,5.8,5.6,5.8,6.8,9.0,83.26514,0.07915032,0.07221737,0.05272431,0.040837977,0.027102888,0.016684774,0.01618016,0.014877737,0.013764058,0.01396277,4.0,3.8,4.2,4.8,6.6180983,6.6904426,6.8521996,7.196054,7.375992,13.5234375,31.6143798828125,15.92572021484375,13.37469482421875,11.68438720703125,18.195912628489747,250.47205946180554,1.9711049335513362,18.6513671875,34.580078125,78.853515625,108.9462890625,209.8935546875,207.2451171875,297.3896484375,2.2650171643378894,17.91883281674076,11.777426354202778,25.447513512358846,35.1103515625,224.0498046875,194.490234375,450.8056640625,21.8779296875,118.5078125,87.38671875,219.4384765625,1987-12-17,348.25
6,3.0,501235.0,6300105.0,50.6363636363636,15.404958677686,32.4710743801653,8.16528925619835,28354.0,17.444525671835237,24.28528603706591,56.82792834835762,1,1988,2,0.08323691620031025,0.005479424635297034,16.70725501415003,24.989445549513235,56.80979707554881,-0.1590909090909003,2.3822314049586737,-2.2045454545454746,14.320754473347224,-0.03748321216608552,10950,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,1.3,0.1,0.0,15.0,0.0,0.0,0.0,5.8,5.6,5.8,6.8,9.0,83.26514,0.07915032,0.07221737,0.05272431,0.040837977,0.027102888,0.016684774,0.01618016,0.014877737,0.013764058,0.01396277,4.0,3.8,4.2,4.8,6.6180983,6.6904426,6.8521996,7.196054,7.375992,12.6630859375,36.4649658203125,19.28948974609375,15.55364990234375,12.779541015625,18.195912628489747,250.47205946180554,2.7416499723699017,20.2626953125,32.4736328125,71.6259765625,126.3798828125,213.7060546875,196.361328125,261.43359375,1.5491319449060659,12.157405383326322,14.171080652706308,36.40381105919906,29.158203125,196.001953125,215.1005859375,519.2197265625,15.8017578125,101.6484375,105.7451171875,259.388671875,1988-01-02,350.45
7,4.0,501235.0,6300105.0,62.9338842975207,18.6859504132231,16.9917355371901,8.01652892561983,28354.0,17.860508464828648,23.660741362276873,57.08657420966907,1,1988,18,0.08323691620031025,0.04929508207995412,17.444525671835237,24.28528603706591,56.82792834835762,1.5609504132231002,-6.548553719008263,5.046487603305813,14.0745705662463,-0.24618390710092442,10950,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,1.3,0.1,0.0,15.0,0.0,0.0,0.0,5.8,5.6,5.8,6.8,9.0,83.26514,0.07915032,0.07221737,0.05272431,0.040837977,0.027102888,0.016684774,0.01618016,0.014877737,0.013764058,0.01396277,4.0,3.8,4.2,4.8,6.6180983,6.6904426,6.8521996,7.196054,7.375992,0.0,32.43792724609375,15.98321533203125,13.14794921875,11.07598876953125,18.195912628489747,250.47205946180554,2.1269115647956083,26.1865234375,25.9921875,75.1552734375,136.0712890625,213.7060546875,181.4658203125,239.802734375,1.8153771738475044,19.862589192738863,21.214760414073982,31.07031664800334,31.1884765625,230.6181640625,263.65625,498.2373046875,14.2822265625,133.181640625,133.404296875,250.958984375,1988-01-18,350.45
8,4.333333333333333,501235.0,6300105.0,61.40495867768597,18.443526170798865,18.804407713498634,8.01652892561983,28354.0,18.092253101653448,22.053485687351348,58.510708397939624,2,1988,34,0.16589613269341502,0.09301603117127316,17.860508464828648,23.660741362276873,57.08657420966907,1.5192837465564324,-6.833333333333332,5.384297520661185,13.671197878885913,-0.40337268736038645,10950,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,1.3,0.1,0.0,15.0,0.0,0.0,0.0,5.8,5.6,5.8,6.8,9.0,83.26514,0.07915032,0.07221737,0.05272431,0.040837977,0.027102888,0.016684774,0.01618016,0.014877737,0.013764058,0.01396277,4.0,3.8,4.2,4.8,6.6180983,6.6904426,6.8521996,7.196054,7.375992,2.6787109375,30.65130615234375,14.89935302734375,12.91339111328125,11.4649658203125,18.195912628489747,250.47205946180554,1.8237703486936085,7.9052734375,40.666015625,63.8935546875,142.3525390625,222.2939453125,181.4658203125,237.91796875,2.0535396178571723,16.537737774489592,12.748079178007085,47.18449527844142,31.421875,208.5224609375,212.7265625,591.798828125,12.7119140625,109.8916015625,104.11328125,309.8828125,1988-02-03,350.45
9,4.666666666666667,501235.0,6300105.0,59.87603305785123,18.201101928374634,20.617079889807165,8.01652892561983,28354.0,17.584012600161472,20.936515256184364,60.16215959793469,2,1988,50,0.16589613269341502,0.1365582728789229,18.092253101653448,22.053485687351348,58.510708397939624,-0.24242424242423333,1.8126721763085332,-1.5289256198347339,13.172483377643976,-0.4987145012419365,10950,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,1.3,0.1,0.0,15.0,0.0,0.0,0.0,5.8,5.6,5.8,6.8,9.0,83.26514,0.07915032,0.07221737,0.05272431,0.040837977,0.027102888,0.016684774,0.01618016,0.014877737,0.013764058,0.01396277,4.0,3.8,4.2,4.8,6.6180983,6.6904426,6.8521996,7.196054,7.375992,0.0,32.65234375,15.01568603515625,12.94146728515625,12.290283203125,18.195912628489747,250.47205946180554,2.0516469773031076,2.6787109375,41.6826171875,64.806640625,147.7470703125,219.677734375,184.2939453125,233.4931640625,2.0446332711743205,12.270109833176349,11.06658831175824,35.83862252646413,33.431640625,192.62109375,199.333984375,517.705078125,15.822265625,97.1416015625,96.552734375,255.58984375,1988-02-19,350.45
