time,Unnamed: 0,x,y,bs,pv,npv,ue,spatial_ref,pv_filter,npv_filter,bs_filter,month,year,dayofyear,month_cir,dayofyear_cir,pv_lag,npv_lag,bs_lag,pv_change,npv_change,bs_change,days_since_fire,mean_pv_drop_after_fire,precip,precip_cv,precip_sum,precip_rolling,tmax,tmax_cv,tmax_sum,tmax_rolling,prediction_pv_filter,prediction_bs_filter,prediction_npv_filter
1987-09-02,1.0,226099.95412844,6646545.0,0.706422018348624,58.5779816513761,39.5596330275229,23.8165137614679,28356.0,59.58279975098244,37.71369207396512,1.4650922911693622,9.0,1987.0,245.0,0.6816387600233341,0.6712328767123288,,,,,,,-100.0,-100.0,8.50390625,0.8992630438810243,276.2001953125,,15.57110595703125,0.1974493916641479,182.2890625,,,,
1987-09-18,2.5,226095.0,6646545.0,3.24793388429752,57.574380165289256,37.6446280991736,22.00413223140495,28356.0,57.48485926087288,38.93866962261268,2.154126208830823,9.0,1987.0,261.0,0.6816387600233341,0.7150684931506849,,,,,,,-100.0,-100.0,4.4287109375,0.8992630438810243,276.2001953125,,21.34075927734375,0.1974493916641479,182.2890625,,,,
1987-10-04,4.0,226095.0,6646545.0,2.59504132231405,57.6859504132231,38.3140495867769,21.9669421487603,28356.0,56.30744034202119,39.15371331287737,3.0475897880003666,10.0,1987.0,277.0,0.7401768531960371,0.7589041095890411,,,,-0.4460156190765012,-0.622791720372998,0.944309651982713,-100.0,-100.0,81.16015625,0.8992630438810243,276.2001953125,,19.2984619140625,0.1974493916641479,182.2890625,,,,
1987-10-20,5.0,226095.0,6646545.0,5.61157024793388,59.1157024793388,33.4876033057851,22.8181818181818,28356.0,55.81741696058922,38.766408955338534,3.9281661008588555,10.0,1987.0,293.0,0.7401768531960371,0.8027397260273973,,,,0.7706611570247723,-2.0785123966942507,1.18181818181818,-100.0,-100.0,22.41015625,0.8992630438810243,276.2001953125,,22.62774658203125,0.1974493916641479,182.2890625,,,,
1987-11-05,6.0,226095.0,6646545.0,4.6198347107438,57.2644628099174,36.4380165289256,22.5371900826446,28356.0,55.81327574934093,38.10726149263037,4.631475504774145,11.0,1987.0,309.0,0.793577803248942,0.8465753424657534,,,,-0.21074380165284978,-0.938016528925651,1.012396694214875,-100.0,-100.0,34.091796875,0.8992630438810243,276.2001953125,,21.892333984375,0.1974493916641479,182.2890625,,,,
1987-11-21,7.5,226095.0,6646545.0,2.05785123966942,45.44628099173555,52.21487603305785,13.7314049586777,28356.0,56.1251160076424,37.42969499944194,5.04607564230108,11.0,1987.0,325.0,0.793577803248942,0.8904109589041096,59.58279975098244,37.71369207396512,1.4650922911693622,-6.834710743801626,9.363636363636374,-1.77685950413223,-100.0,-100.0,80.5380859375,0.8992630438810243,276.2001953125,,24.08538818359375,0.1974493916641479,182.2890625,,,,
1987-12-07,9.5,226115.0,6646567.5,5.0867768595041305,56.6900826446281,36.4504132231405,21.991735537190102,28356.0,56.6146497014618,36.91005268251721,5.113461441181494,12.0,1987.0,341.0,0.8414709848078965,0.9342465753424658,57.48485926087288,38.93866962261268,2.154126208830823,-0.2871900826446492,0.00619834710744982,0.23347107438016534,-100.0,-100.0,7.7353515625,0.8992630438810243,276.2001953125,,29.7503662109375,0.1974493916641479,182.2890625,,,,
1987-12-23,11.5,226095.0,6646545.0,4.475206611570245,62.60330578512399,31.247933884297503,19.7809917355372,28356.0,57.1752014633609,36.64759688064952,4.828065114343486,12.0,1987.0,357.0,0.8414709848078965,0.9780821917808219,56.30744034202119,39.15371331287737,3.0475897880003666,8.578512396694222,-10.483471074380173,1.2086776859504125,-100.0,-100.0,37.33203125,0.8992630438810243,276.2001953125,,27.722900390625,0.1974493916641479,182.2890625,,,,
1988-01-08,13.0,226095.0,6646545.0,6.7603305785124,58.8842975206612,32.9173553719008,20.9421487603306,28356.0,58.050591131090265,36.20751496223153,4.340949358893087,1.0,1988.0,8.0,0.08323691620031025,0.021917808219178082,55.81741696058922,38.766408955338534,3.9281661008588555,1.0971074380165504,-1.766528925619852,0.8367768595041349,-100.0,-100.0,84.642578125,0.925681376911619,1162.43359375,,29.6170654296875,0.28746953266897446,477.07342529296875,,,,
1988-01-24,14.5,226095.0,6646545.0,3.8099173553718986,58.053719008264494,36.79338842975205,22.43388429752065,28356.0,58.92263051165688,36.12874314785593,3.4915946830242417,1.0,1988.0,24.0,0.08323691620031025,0.06575342465753424,55.81327574934093,38.10726149263037,4.631475504774145,-2.2747933884297495,2.7727272727272734,-0.3326446280991733,-100.0,-100.0,56.3291015625,0.925681376911619,1162.43359375,150.5947265625,25.8587646484375,0.28746953266897446,477.07342529296875,100.73040771484375,,,
