time,Unnamed: 0,x,y,bs,pv,npv,ue,spatial_ref,pv_filter,npv_filter,bs_filter,month,year,dayofyear,month_cir,dayofyear_cir,pv_lag,npv_lag,bs_lag,pv_change,npv_change,bs_change,photoperiod,photoperiod_gradient,days_since_fire,fire_severity,precip,precip_cv,precip_sum,precip_rolling,tmax,tmax_cv,tmax_sum,tmax_rolling,tmin,tmin_cv,tmin_sum,tmin_rolling,vapourpres_h09,vapourpres_h09_cv,vapourpres_h09_sum,vapourpres_h09_rolling,vapourpres_h15,vapourpres_h15_cv,vapourpres_h15_sum,vapourpres_h15_rolling,VPD,precip_30,precip_90,precip_180,precip_365,precip_730,precip_1095,precip_1460,VPD_lag,VPD_7,VPD_14,VPD_30,tmax_lag,tmax_7,tmax_14,tmax_30,tmin_lag,tmin_7,tmin_14,tmin_30
2012-12-04,430.0,708575.0,8426385.0,2.93388429752066,27.7520661157025,68.2148760330578,11.0661157024793,28354.0,25.021129667435844,45.47729347624631,28.81593720005055,12,2012,339,0.8414709848078965,0.8008822762508344,27.315827675207736,56.66596295123144,15.161985062926698,-2.382920110192833,2.1212121212121,0.22314049586776674,12.919206155976878,0.11909982832910337,10950,0,3.92578125,1.7025177042117705,766.3662109375,4.4423828125,36.76226806640625,0.07500333852531843,739.1785278320312,156.4378662109375,22.33349609375,0.16320485589194683,460.39520263671875,81.33526611328125,21.4259033203125,0.17487910277018734,510.93902587890625,90.7877197265625,17.4703369140625,0.20800093363111782,472.79791259765625,78.79522705078125,2.4931664178711213,10.20703125,21.2578125,12.591796875,1031.197265625,1522.439453125,1551.1455078125,934.2958984375,2.2810079504779837,14.486802833607001,16.62155458417741,34.07723924223127,37.158203125,215.388671875,256.5048828125,560.6572265625,20.5986328125,136.298828125,155.134765625,356.5107421875
2012-12-20,431.0,708625.0,8426435.0,72.0,17.0,11.0,9.0,28354.0,25.071473482973467,33.571400561241504,40.836268286117615,12,2012,355,0.8414709848078965,0.8263542452329874,25.021129667435844,45.47729347624631,28.81593720005055,-6.567493112947668,-27.546831955922855,34.64462809917355,12.967329484861484,0.04812332888460524,10950,0,26.7880859375,1.7025177042117705,766.3662109375,9.572265625,36.26776123046875,0.07500333852531843,739.1785278320312,159.934814453125,23.91485595703125,0.16320485589194683,460.39520263671875,84.60638427734375,24.61090087890625,0.17487910277018734,510.93902587890625,91.3104248046875,22.0260009765625,0.20800093363111782,472.79791259765625,78.4227294921875,2.1584409616955553,13.296875,22.0830078125,12.5869140625,856.0087890625,1589.4296875,1651.0,880.6103515625,3.1309003964396096,15.048153938373467,15.936856753911302,39.53156118691045,38.748046875,218.6376953125,249.3251953125,590.537109375,21.359375,132.1552734375,162.43359375,353.419921875
2013-01-05,431.3,708615.0,8426424.5,60.61876033057851,26.263057851239672,12.81107438016529,10.1595041322314,28354.0,27.789557298022817,22.203774553786843,49.47844706325351,1,2013,5,0.08323691620031025,0.01369820171071469,25.071473482973467,33.571400561241504,40.836268286117615,-0.7445041322314143,-27.701900826446256,28.842438016528924,12.937037191167114,-0.030292293694369476,10950,0,88.8623046875,1.508813150557051,1290.251953125,22.634765625,35.4776611328125,0.06370273994519106,750.6399536132812,164.45550537109375,24.17401123046875,0.14346703970050362,473.62615966796875,92.2138671875,24.98785400390625,0.16331377767018337,517.0782470703125,96.05572509765625,22.78546142578125,0.20474043673961193,478.3953857421875,84.40386962890625,1.9967679763774822,30.7138671875,23.5947265625,19.8671875,691.9814453125,1471.634765625,1723.9130859375,986.1416015625,2.1794188141010222,12.62736825117079,14.890007146427061,39.05673308811751,36.0166015625,215.9755859375,253.505859375,581.4970703125,24.52734375,143.8583984375,169.4345703125,360.765625
2013-01-21,431.6,708605.0,8426414.0,49.23752066115702,35.526115702479345,14.62214876033058,11.3190082644628,28354.0,34.328274885307096,15.132775457787137,49.94755698692495,1,2013,21,0.08323691620031025,0.057502510285025975,27.789557298022817,22.203774553786843,49.47844706325351,9.263057851239672,1.81107438016529,-11.38123966942149,12.831729507768948,-0.10530768339816632,10950,0,290.7978515625,1.508813150557051,1290.251953125,21.7646484375,33.06854248046875,0.06370273994519106,750.6399536132812,168.12469482421875,23.7857666015625,0.14346703970050362,473.62615966796875,97.1923828125,28.5230712890625,0.16331377767018337,517.0782470703125,98.031005859375,27.64691162109375,0.20474043673961193,478.3953857421875,87.010986328125,1.180600458498474,115.5283203125,22.1513671875,14.7822265625,615.41796875,1390.6376953125,1733.7451171875,941.8818359375,0.9476105110568074,9.355651238907758,17.764736192993176,34.335082401753816,31.3271484375,202.2421875,262.609375,576.9619140625,23.6572265625,142.712890625,169.759765625,388.474609375
2013-02-06,431.9,708595.0,8426403.5,37.85628099173553,44.78917355371901,16.43322314049587,12.4785123966942,28354.0,43.53901025472184,11.586061472065932,44.04659581929067,2,2013,37,0.16589613269341502,0.10119634195510843,34.328274885307096,15.132775457787137,49.94755698692495,9.263057851239669,1.811074380165289,-11.38123966942149,12.670387539310958,-0.16134196845798954,10950,0,19.7890625,1.508813150557051,1290.251953125,31.46484375,34.144287109375,0.06370273994519106,750.6399536132812,172.2425537109375,23.765380859375,0.14346703970050362,473.62615966796875,102.45452880859375,26.5802001953125,0.16331377767018337,517.0782470703125,101.658447265625,24.57403564453125,0.20474043673961193,478.3953857421875,90.24359130859375,1.5858816389867394,379.505859375,40.892578125,22.8173828125,443.9638671875,1405.2509765625,1694.40625,907.994140625,1.7990579970906666,10.049170329941457,6.723922139799122,28.801989784435744,34.23046875,211.2236328125,227.2490234375,552.572265625,24.3291015625,144.349609375,165.1591796875,382.8642578125
2013-02-22,432.2,708585.0,8426393.0,26.47504132231404,54.05223140495868,18.24429752066116,13.6380165289256,28354.0,53.74497961512818,12.780938262581568,32.326030917878555,2,2013,53,0.16589613269341502,0.14469574979007366,43.53901025472184,11.586061472065932,44.04659581929067,9.263057851239669,1.81107438016529,-11.38123966942149,12.475382850723093,-0.1950046885878649,10950,0,211.6689453125,1.508813150557051,1290.251953125,35.3642578125,33.08892822265625,0.06370273994519106,750.6399536132812,175.65728759765625,23.98101806640625,0.14346703970050362,473.62615966796875,107.04296875,28.64483642578125,0.16331377767018337,517.0782470703125,104.11920166015625,28.73162841796875,0.20474043673961193,478.3953857421875,92.70172119140625,1.1405020715745058,255.86328125,174.4208984375,31.4638671875,361.958984375,1281.3251953125,1696.2021484375,987.4013671875,1.634933589740541,9.142356944452606,10.666471588098643,22.593319873175837,34.58984375,207.98828125,235.83984375,540.59375,24.4287109375,143.814453125,164.625,381.2158203125
2013-03-10,432.5,708575.0,8426382.5,15.09380165289255,63.315289256198355,20.05537190082645,14.797520661157,28354.0,62.50593452806781,17.88631284790985,18.171987785003516,3,2013,69,0.24740395925452294,0.1879171603965242,53.74497961512818,12.780938262581568,32.326030917878555,9.263057851239672,1.8110743801652909,-11.38123966942149,12.264712578109457,-0.2106702726136369,10950,0,122.7783203125,1.508813150557051,1290.251953125,53.984375,31.954833984375,0.06370273994519106,750.6399536132812,178.29742431640625,22.72991943359375,0.14346703970050362,473.62615966796875,110.61859130859375,26.68267822265625,0.16331377767018337,517.0782470703125,108.816650390625,25.62579345703125,0.20474043673961193,478.3953857421875,96.6397705078125,1.1295701123751778,230.93359375,407.7705078125,34.5927734375,296.7275390625,1044.779296875,1854.625,987.91015625,0.9687634530822979,5.641100535058597,9.18487144766377,24.054824415379557,30.658203125,191.8173828125,238.306640625,547.05859375,23.7783203125,142.298828125,170.3515625,380.1357421875
2013-03-26,434.5,708575.0,8426385.0,11.9090909090909,67.1404958677686,19.23553719008265,16.1487603305785,28354.0,67.89241004574332,23.472870042217927,6.9998130677233785,3,2013,85,0.24740395925452294,0.23077753448423538,62.50593452806781,17.88631284790985,18.171987785003516,6.544132231404962,0.49561983471074456,-7.282975206611571,12.05078866690159,-0.2139239112078659,10950,0,138.65234375,1.508813150557051,1290.251953125,129.783203125,31.54547119140625,0.06370273994519106,750.6399536132812,179.9580078125,22.18609619140625,0.14346703970050362,473.62615966796875,114.50067138671875,24.94781494140625,0.16331377767018337,517.0782470703125,113.30279541015625,23.9637451171875,0.20474043673961193,478.3953857421875,100.1240234375,1.20033373449538,311.5078125,443.365234375,41.19140625,99.177734375,1077.240234375,1940.08203125,1032.9736328125,0.9692719699875896,6.525691517046918,8.745267536019888,17.775998162843564,31.59765625,194.02734375,223.576171875,522.8583984375,23.0478515625,136.46875,157.2060546875,383.384765625
2013-04-11,436.0,708575.0,8426385.0,2.48760330578512,71.4628099173554,24.702479338843,17.9173553719008,28354.0,68.78123821294481,23.10213564497233,6.485638448493692,4,2013,101,0.3271946967961522,0.27319452640568975,67.89241004574332,23.472870042217927,6.9998130677233785,4.073760330578523,2.323553719008274,-6.303099173553715,11.842804066497571,-0.20798460040401956,10950,0,71.6103515625,1.508813150557051,1290.251953125,420.1943359375,31.617919921875,0.06370273994519106,750.6399536132812,178.30609130859375,20.56927490234375,0.14346703970050362,473.62615966796875,116.55206298828125,24.70989990234375,0.16331377767018337,517.0782470703125,121.3809814453125,22.69171142578125,0.20474043673961193,478.3953857421875,108.6304931640625,1.1596418379221345,251.671875,620.5087890625,54.5673828125,60.1875,1053.3427734375,1819.1865234375,1219.064453125,0.7832877111701539,8.149755046543767,8.872853144625086,17.709038858825387,30.5478515625,190.73828125,223.5458984375,509.0966796875,23.14453125,136.951171875,150.24609375,361.3583984375
2013-04-27,437.0,708575.0,8426385.0,10.396694214876,67.6776859504132,19.9834710743802,16.3223140495868,28354.0,67.9363101586284,25.806412274107437,4.613681315485489,4,2013,117,0.3271946967961522,0.31508664236294787,68.78123821294481,23.10213564497233,6.485638448493692,0.2685950413222997,0.3739669421487761,-0.7561983471074498,11.649937665538191,-0.1928664009593799,10950,0,10.171875,1.508813150557051,1290.251953125,430.1630859375,30.53558349609375,0.06370273994519106,750.6399536132812,175.72052001953125,21.05340576171875,0.14346703970050362,473.62615966796875,117.9735107421875,22.7127685546875,0.16331377767018337,517.0782470703125,126.1279296875,22.4273681640625,0.20474043673961193,478.3953857421875,114.50274658203125,1.1703701202458499,79.4453125,552.431640625,358.390625,46.6630859375,1062.6162109375,1810.4150390625,1225.4794921875,1.1136716075474498,7.541162525408595,8.740669295633289,19.10769076664599,30.3779296875,194.2177734375,223.544921875,502.578125,19.5048828125,118.2099609375,146.93359375,354.8017578125
