,site_location_name,lag,window,R2
1,NTADAC0001,1,1,0.3314073738213966
2,NTADAC0001,2,1,0.3552716569954545
3,NTADAC0001,3,1,0.329225143554952
4,NTADAC0001,4,1,0.2599223093730266
5,NTADAC0001,5,1,0.16318996071706238
6,NTADAC0001,6,1,0.07080643009509746
7,NTADAC0001,7,1,0.01185580507202011
8,NTADAC0001,8,1,0.0025651770297926424
9,NTADAC0001,9,1,0.04273378989186005
10,NTADAC0001,10,1,0.1216708175439899
11,NTADAC0001,11,1,0.22005724708572283
12,NTADAC0001,12,1,0.3085487254228094
13,NTADAC0001,13,1,0.358250092526739
14,NTADAC0001,14,1,0.3546202161342873
15,NTADAC0001,15,1,0.2968328341341785
16,NTADAC0001,16,1,0.2004963763598071
17,NTADAC0001,17,1,0.09994754680965534
18,NTADAC0001,18,1,0.02521871851274704
19,NTADAC0001,19,1,7.439459861591224e-06
20,NTADAC0001,20,1,0.02461422675438696
21,NTADAC0001,21,1,0.0877653273325727
22,NTADAC0001,22,1,0.16958734921525642
23,NTADAC0001,23,1,0.24713810982866324
24,NTADAC0001,24,1,0.30197475098547033
25,NTADAC0001,25,1,0.31882476769398516
26,NTADAC0001,26,1,0.2882123336162732
27,NTADAC0001,27,1,0.22148556326215907
28,NTADAC0001,28,1,0.13585555517786063
29,NTADAC0001,29,1,0.054313084199564376
30,NTADAC0001,30,1,0.00611685409641427
31,NTADAC0001,31,1,0.007307286309829908
32,NTADAC0001,32,1,0.05820817398325129
33,NTADAC0001,33,1,0.14448120849299417
34,NTADAC0001,34,1,0.24708389035199252
35,NTADAC0001,35,1,0.3371558771685115
36,NTADAC0001,36,1,0.38531193325608104
37,NTADAC0001,37,1,0.3771721163162788
38,NTADAC0001,38,1,0.3108608837403949
39,NTADAC0001,39,1,0.20965879760836992
40,NTADAC0001,40,1,0.10721760340407116
41,NTADAC0001,41,1,0.028971001381839057
42,NTADAC0001,42,1,1.0060613120366213e-08
43,NTADAC0001,43,1,0.02735359605424681
44,NTADAC0001,44,1,0.09636395809845888
45,NTADAC0001,45,1,0.1817899328825514
46,NTADAC0001,46,1,0.2609612410457268
47,NTADAC0001,47,1,0.309670880387067
48,NTADAC0001,48,1,0.3122768675677632
49,NTADAC0001,49,1,0.26932967390478535
50,NTADAC0001,1,2,0.4221954010905693
51,NTADAC0001,2,2,0.4208809884808883
52,NTADAC0001,3,2,0.361164038072152
53,NTADAC0001,4,2,0.25687075142554494
54,NTADAC0001,5,2,0.1381371162676045
55,NTADAC0001,6,2,0.04328673240101222
56,NTADAC0001,7,2,0.0010530794559456824
57,NTADAC0001,8,2,0.02032683030020277
58,NTADAC0001,9,2,0.09479532224482778
59,NTADAC0001,10,2,0.20556788545752558
60,NTADAC0001,11,2,0.3226838705700791
61,NTADAC0001,12,2,0.4094968176969659
62,NTADAC0001,13,2,0.43849150407154136
63,NTADAC0001,14,2,0.40009230174799215
64,NTADAC0001,15,2,0.303443398204975
65,NTADAC0001,16,2,0.17985860331216252
66,NTADAC0001,17,2,0.06955933481872578
67,NTADAC0001,18,2,0.007537059086821785
68,NTADAC0001,19,2,0.007806770169984656
69,NTADAC0001,20,2,0.06313254171620553
70,NTADAC0001,21,2,0.15428041630391398
71,NTADAC0001,22,2,0.2543495710492564
72,NTADAC0001,23,2,0.3372718320153454
73,NTADAC0001,24,2,0.38202221761795996
74,NTADAC0001,25,2,0.37329742495495477
75,NTADAC0001,26,2,0.312225053692605
76,NTADAC0001,27,2,0.21660988513479507
77,NTADAC0001,28,2,0.11132270313273052
78,NTADAC0001,29,2,0.029817533692720666
79,NTADAC0001,30,2,1.50441892676767e-05
80,NTADAC0001,31,2,0.03274493086154728
81,NTADAC0001,32,2,0.11860943089069853
82,NTADAC0001,33,2,0.23666483957387519
83,NTADAC0001,34,2,0.3574767850259344
84,NTADAC0001,35,2,0.4443530205359427
85,NTADAC0001,36,2,0.4695670013788745
86,NTADAC0001,37,2,0.4227998393300706
87,NTADAC0001,38,2,0.3176190729458651
88,NTADAC0001,39,2,0.1900045655365339
89,NTADAC0001,40,2,0.0762962851840534
90,NTADAC0001,41,2,0.008943424947293388
91,NTADAC0001,42,2,0.00838309156885686
92,NTADAC0001,43,2,0.06960354131179947
93,NTADAC0001,44,2,0.16711279568950543
94,NTADAC0001,45,2,0.2707397387987346
95,NTADAC0001,46,2,0.3512847472584383
96,NTADAC0001,47,2,0.3834587889389147
97,NTADAC0001,48,2,0.35800278356441706
98,NTADAC0001,49,2,0.2856596976753695
99,NTADAC0001,1,3,0.46910856215282837
100,NTADAC0001,2,3,0.43436619963280876
101,NTADAC0001,3,3,0.3407663825218742
102,NTADAC0001,4,3,0.21443987587499547
103,NTADAC0001,5,3,0.09352685471314237
104,NTADAC0001,6,3,0.016269484742187146
105,NTADAC0001,7,3,0.0033518237830050257
106,NTADAC0001,8,3,0.05634762602955956
107,NTADAC0001,9,3,0.16118602783683278
108,NTADAC0001,10,3,0.28979852738347534
109,NTADAC0001,11,3,0.4050745637365114
110,NTADAC0001,12,3,0.470871062759592
111,NTADAC0001,13,3,0.4655141940452532
112,NTADAC0001,14,3,0.3889069564439219
113,NTADAC0001,15,3,0.2645438683685041
114,NTADAC0001,16,3,0.13164193354532794
115,NTADAC0001,17,3,0.034566192420073305
116,NTADAC0001,18,3,1.6261699764541504e-08
117,NTADAC0001,19,3,0.031880685779514195
118,NTADAC0001,20,3,0.1151271055521319
119,NTADAC0001,21,3,0.22380023060289866
120,NTADAC0001,22,3,0.3280319620395916
121,NTADAC0001,23,3,0.40029489979771515
122,NTADAC0001,24,3,0.41991916808291785
123,NTADAC0001,25,3,0.38059206058609096
124,NTADAC0001,26,3,0.2915022762877255
125,NTADAC0001,27,3,0.17696978318044843
126,NTADAC0001,28,3,0.07119295883745724
127,NTADAC0001,29,3,0.00790117015153824
128,NTADAC0001,30,3,0.009394078627534497
129,NTADAC0001,31,3,0.0765339572940652
130,NTADAC0001,32,3,0.19220102987037258
131,NTADAC0001,33,3,0.3271955465629056
132,NTADAC0001,34,3,0.44455842982315674
133,NTADAC0001,35,3,0.5082194068700453
134,NTADAC0001,36,3,0.4955331257329022
135,NTADAC0001,37,3,0.40975135474866553
136,NTADAC0001,38,3,0.2783503131159871
137,NTADAC0001,39,3,0.14095189326480617
138,NTADAC0001,40,3,0.03826699959526947
139,NTADAC0001,41,3,5.139932359732313e-06
140,NTADAC0001,42,3,0.034676260169672735
141,NTADAC0001,43,3,0.12510480334869067
142,NTADAC0001,44,3,0.23992450656863984
143,NTADAC0001,45,3,0.3446398918587601
144,NTADAC0001,46,3,0.4087433310883086
145,NTADAC0001,47,3,0.4126063733836318
146,NTADAC0001,48,3,0.3576125355261952
147,NTADAC0001,49,3,0.26297389589423326
148,NTADAC0001,1,4,0.4878588055232659
149,NTADAC0001,2,4,0.4163430143743352
150,NTADAC0001,3,4,0.29501734699937077
151,NTADAC0001,4,4,0.15943139823667996
152,NTADAC0001,5,4,0.05101661755551523
