training_set,pv_filter,npv_filter,bs_filter,loss_mean
Train,0.4494989969923685,0.7659852264746937,1.0111485572222756,0.7422109268964459
Test,17.703324865515786,53.79129579160008,68.82191049282386,46.77217704997991
