time,x,y,bs,pv,npv,ue,spatial_ref
1987-09-20 00:00:55.252013,598215.0,-3888675.0,4.0,57.0,37.0,20.0,3577
1987-09-20 00:00:55.252013,598245.0,-3888675.0,3.0,61.0,34.0,21.0,3577
1987-09-20 00:00:55.252013,598275.0,-3888675.0,1.0,64.0,34.0,21.0,3577
1987-09-20 00:00:55.252013,598305.0,-3888675.0,3.0,63.0,32.0,20.0,3577
1987-09-20 00:00:55.252013,598335.0,-3888675.0,3.0,65.0,30.0,21.0,3577
1987-09-20 00:00:55.252013,598365.0,-3888675.0,9.0,52.0,37.0,18.0,3577
1987-09-20 00:00:55.252013,598395.0,-3888675.0,9.0,38.0,51.0,16.0,3577
1987-09-20 00:00:55.252013,598425.0,-3888675.0,13.0,54.0,32.0,17.0,3577
1987-09-20 00:00:55.252013,598215.0,-3888705.0,2.0,67.0,29.0,21.0,3577
1987-09-20 00:00:55.252013,598245.0,-3888705.0,1.0,68.0,30.0,21.0,3577
1987-09-20 00:00:55.252013,598275.0,-3888705.0,3.0,65.0,30.0,20.0,3577
1987-09-20 00:00:55.252013,598305.0,-3888705.0,7.0,58.0,34.0,20.0,3577
1987-09-20 00:00:55.252013,598335.0,-3888705.0,8.0,61.0,29.0,20.0,3577
1987-09-20 00:00:55.252013,598365.0,-3888705.0,11.0,57.0,30.0,19.0,3577
1987-09-20 00:00:55.252013,598395.0,-3888705.0,13.0,48.0,37.0,15.0,3577
1987-09-20 00:00:55.252013,598425.0,-3888705.0,17.0,46.0,36.0,16.0,3577
1987-09-20 00:00:55.252013,598215.0,-3888735.0,4.0,63.0,31.0,20.0,3577
1987-09-20 00:00:55.252013,598245.0,-3888735.0,0.0,65.0,34.0,21.0,3577
1987-09-20 00:00:55.252013,598275.0,-3888735.0,3.0,66.0,29.0,19.0,3577
1987-09-20 00:00:55.252013,598305.0,-3888735.0,0.0,66.0,33.0,19.0,3577
1987-09-20 00:00:55.252013,598335.0,-3888735.0,1.0,61.0,37.0,20.0,3577
1987-09-20 00:00:55.252013,598365.0,-3888735.0,4.0,58.0,37.0,19.0,3577
1987-09-20 00:00:55.252013,598395.0,-3888735.0,6.0,53.0,40.0,17.0,3577
1987-09-20 00:00:55.252013,598425.0,-3888735.0,12.0,49.0,37.0,16.0,3577
1987-09-20 00:00:55.252013,598215.0,-3888765.0,3.0,65.0,31.0,21.0,3577
1987-09-20 00:00:55.252013,598245.0,-3888765.0,6.0,63.0,30.0,22.0,3577
1987-09-20 00:00:55.252013,598275.0,-3888765.0,3.0,62.0,33.0,21.0,3577
1987-09-20 00:00:55.252013,598305.0,-3888765.0,2.0,61.0,35.0,20.0,3577
1987-09-20 00:00:55.252013,598335.0,-3888765.0,1.0,65.0,32.0,20.0,3577
1987-09-20 00:00:55.252013,598365.0,-3888765.0,4.0,58.0,36.0,19.0,3577
1987-09-20 00:00:55.252013,598395.0,-3888765.0,4.0,60.0,35.0,18.0,3577
1987-09-20 00:00:55.252013,598425.0,-3888765.0,19.0,49.0,31.0,17.0,3577
1987-09-20 00:00:55.252013,598215.0,-3888795.0,2.0,62.0,34.0,21.0,3577
1987-09-20 00:00:55.252013,598245.0,-3888795.0,0.0,70.0,28.0,21.0,3577
1987-09-20 00:00:55.252013,598275.0,-3888795.0,0.0,69.0,30.0,21.0,3577
1987-09-20 00:00:55.252013,598305.0,-3888795.0,0.0,70.0,28.0,21.0,3577
