"","time","pv","npv","bs","ue","x","y","spatial_ref"
"1",1987-09-02 00:09:14.996578,6.88888888888889,28.7777777777778,62.8333333333333,6.72222222222222,645783.333333333,-2587868.33333333,3577
"2",1987-09-18 00:09:38.59746,7.5,29.1111111111111,61.8888888888889,6.77777777777778,645783.333333333,-2587868.33333333,3577
"3",1987-10-04 00:09:59.184148,7.66666666666667,26,64.6666666666667,7,645783.333333333,-2587868.33333333,3577
"4",1987-10-20 00:10:15.979158,6.72222222222222,26.6111111111111,65.1111111111111,6.44444444444444,645783.333333333,-2587868.33333333,3577
"5",1987-11-05 00:10:58.860581,0,99.5625,0,3,645778.125,-2587869.375,3577
"6",1987-11-21 00:10:54.674476,8.5,6.83333333333333,83.0555555555556,5,645783.333333333,-2587868.33333333,3577
"7",1987-12-07 00:11:08.552098,9.55555555555556,17.6111111111111,71.3333333333333,6.5,645783.333333333,-2587868.33333333,3577
"8",1987-12-23 00:11:23.132617,3.77777777777778,36.5555555555556,58.2222222222222,6.16666666666667,645783.333333333,-2587868.33333333,3577
"9",1988-01-24 00:11:57.05069,2.9375,33.25,62.4375,7.125,645780,-2587860,3577
"10",1988-02-09 00:12:15.145884,4,22.8333333333333,71.6666666666667,4.83333333333333,645783.333333333,-2587868.33333333,3577
"11",1988-02-25 00:12:28.132421,11.0555555555556,12.5,74.9444444444444,5.94444444444444,645783.333333333,-2587868.33333333,3577
"12",1988-03-12 00:12:37.307863,9.33333333333333,11.6111111111111,77.5,5.72222222222222,645783.333333333,-2587868.33333333,3577
"13",1988-03-28 00:12:45.288906,0.611111111111111,36,62,4.61111111111111,645783.333333333,-2587868.33333333,3577
"14",1988-04-13 00:12:49.268656,11.7222222222222,24.1666666666667,62.6111111111111,6.38888888888889,645783.333333333,-2587868.33333333,3577
"15",1988-04-29 00:12:54.676876,14.5,27.3333333333333,56.5555555555556,7.16666666666667,645783.333333333,-2587868.33333333,3577
"16",1988-06-16 00:13:18.630119,15.7222222222222,23.8888888888889,58.6111111111111,6.77777777777778,645783.333333333,-2587868.33333333,3577
"17",1988-07-18 00:13:25.806495,12,25.3888888888889,61.3333333333333,6.61111111111111,645783.333333333,-2587868.33333333,3577
"18",1988-08-03 00:13:27.39426,10.3333333333333,23.9444444444444,64.4444444444444,6.22222222222222,645783.333333333,-2587868.33333333,3577
"19",1988-08-19 00:13:27.757488,9.55555555555556,34.2222222222222,54.6111111111111,7.27777777777778,645783.333333333,-2587868.33333333,3577
"20",1988-09-20 00:13:27.232919,9.66666666666667,19.3888888888889,69.2777777777778,6.27777777777778,645783.333333333,-2587868.33333333,3577
"21",1988-11-07 00:13:44.020645,8.05555555555556,22.4444444444444,68.1111111111111,6.11111111111111,645783.333333333,-2587868.33333333,3577
"22",1988-12-09 00:13:09.518182,0.2,34.2,64.6,4,645747,-2587851,3577
"23",1988-12-25 00:13:02.355515,2.94444444444444,40.6666666666667,54.7777777777778,6.11111111111111,645783.333333333,-2587868.33333333,3577
"24",1989-01-26 00:12:41.154102,7.72222222222222,24.2777777777778,66.5,6.05555555555556,645783.333333333,-2587868.33333333,3577
"25",1989-02-11 00:12:43.232864,7.61111111111111,20.9444444444444,70.0555555555556,6,645783.333333333,-2587868.33333333,3577
"26",1989-03-31 00:11:42.182786,11.5555555555556,15.6111111111111,71.3333333333333,6,645783.333333333,-2587868.33333333,3577
"27",1989-04-16 00:11:47.458575,7.27777777777778,17.5555555555556,73.7222222222222,5.72222222222222,645783.333333333,-2587868.33333333,3577
"28",1989-05-02 00:11:30.957623,8.11111111111111,21.8333333333333,68.4444444444444,6.05555555555556,645783.333333333,-2587868.33333333,3577
"29",1989-05-18 00:11:10.169627,9.22222222222222,21,68.4444444444444,6.11111111111111,645783.333333333,-2587868.33333333,3577
"30",1989-07-05 00:10:18.693766,9.61111111111111,15.1111111111111,73.7222222222222,6.05555555555556,645783.333333333,-2587868.33333333,3577
"31",1989-07-21 00:09:58.245666,8.61111111111111,16.6111111111111,73.1666666666667,5.94444444444444,645783.333333333,-2587868.33333333,3577
"32",1989-08-06 00:09:39.513486,8.38888888888889,15.6666666666667,74.6111111111111,6.05555555555556,645783.333333333,-2587868.33333333,3577
"33",1989-08-22 00:09:17.781872,7.38888888888889,13.8888888888889,77.1111111111111,5.94444444444444,645783.333333333,-2587868.33333333,3577
"34",1989-09-07 00:08:56.529703,8.16666666666667,14.2777777777778,76.1111111111111,6,645783.333333333,-2587868.33333333,3577
"35",1989-09-23 00:08:27.603199,6.27777777777778,19.2777777777778,72.9444444444444,6,645783.333333333,-2587868.33333333,3577
"36",1989-10-09 00:08:36.608664,0,43,55.8,14.6,645789,-2587881,3577
"37",1989-11-10 00:07:10.076136,7.33333333333333,16.8888888888889,74.1666666666667,6,645783.333333333,-2587868.33333333,3577
"38",1989-11-26 00:06:41.441571,0,97.0555555555556,0,3,645783.333333333,-2587868.33333333,3577
"39",1989-12-12 00:06:17.653547,13.6111111111111,15.2777777777778,69.5555555555556,6.05555555555556,645783.333333333,-2587868.33333333,3577
"40",1989-12-28 00:05:48.75117,10.2222222222222,17.2222222222222,71.2222222222222,6.11111111111111,645783.333333333,-2587868.33333333,3577
"41",1990-02-14 00:04:15.829499,9.33333333333333,13.8888888888889,75.1666666666667,6,645783.333333333,-2587868.33333333,3577
"42",1990-03-02 00:03:42.988899,9.72222222222222,21.3888888888889,67.5555555555556,6.05555555555556,645783.333333333,-2587868.33333333,3577
