"","time","pv","npv","bs","ue","x","y","spatial_ref"
"1",1987-09-20 00:00:31.339221,47.8888888888889,46.1111111111111,4.66666666666667,15.4444444444444,626696.666666667,-3795381.66666667,3577
"2",1987-10-06 00:00:51.511683,39.8333333333333,51,8,17.2777777777778,626696.666666667,-3795381.66666667,3577
"3",1987-11-07 00:01:27.606564,37.1111111111111,55.1111111111111,6.72222222222222,15.2222222222222,626696.666666667,-3795381.66666667,3577
"4",1987-12-25 00:02:15.34821,34.2222222222222,58.0555555555556,6.66666666666667,14.6666666666667,626696.666666667,-3795381.66666667,3577
"5",1988-01-10 00:02:31.65863,33.3888888888889,55.4444444444444,10,14.3888888888889,626696.666666667,-3795381.66666667,3577
"6",1988-01-26 00:02:49.618215,33.9444444444444,52.0555555555556,12.7777777777778,14.8333333333333,626696.666666667,-3795381.66666667,3577
"7",1988-06-02 00:04:03.932677,46.4705882352941,44.3529411764706,7.94117647058824,20.4117647058824,626693.823529412,-3795378.52941176,3577
"8",1988-09-22 00:04:16.422305,39.5555555555556,41.7777777777778,17.6666666666667,15.8333333333333,626696.666666667,-3795381.66666667,3577
"9",1988-10-24 00:04:06.589684,42,54.6666666666667,1.66666666666667,14.3333333333333,626665,-3795425,3577
"10",1988-11-09 00:04:09.223968,11.3333333333333,86,0,2,626675,-3795325,3577
"11",1989-01-28 00:03:32.612122,38.5,52.3333333333333,8.05555555555556,15.2222222222222,626696.666666667,-3795381.66666667,3577
"12",1989-03-01 00:03:20.272289,36.6666666666667,49.7777777777778,12.3333333333333,15.1111111111111,626696.666666667,-3795381.66666667,3577
"13",1989-03-17 00:02:42.123768,39.4444444444444,49.5,10,15.8333333333333,626696.666666667,-3795381.66666667,3577
"14",1989-04-02 00:02:35.983058,40.5555555555556,49.2222222222222,9.05555555555556,16.4444444444444,626696.666666667,-3795381.66666667,3577
"15",1989-05-20 00:01:58.964815,46.3333333333333,46.2222222222222,6.38888888888889,20.5555555555556,626696.666666667,-3795381.66666667,3577
"16",1989-06-05 00:01:47.02294,55,36.25,7,23.5,626700,-3795352.5,3577
"17",1989-08-23 00:00:05.473762,47.3333333333333,42.5,8.88888888888889,19.4444444444444,626696.666666667,-3795381.66666667,3577
"18",1989-09-08 23:59:42.077783,30.625,31,37,19.75,626703.75,-3795408.75,3577
"19",1989-11-11 23:57:54.524171,38.1111111111111,50.3888888888889,10.2777777777778,14.5,626696.666666667,-3795381.66666667,3577
"20",1989-11-27 23:57:30.224564,36.8888888888889,54.5,7.33333333333333,15.0555555555556,626696.666666667,-3795381.66666667,3577
"21",1989-12-13 23:57:04.657635,10.6666666666667,88,0,2,626655,-3795375,3577
