"","time","x","y","bs","pv","npv","ue","spatial_ref"
"1",1987-09-20 00:00:31.339221,360819.811320755,6197180.37735849,26.4339622641509,36.7641509433962,35.4339622641509,8.50943396226415,28354
"2",1987-10-06 00:00:51.511683,360815,6197175,19.8264462809917,28.8181818181818,50.0082644628099,11.0082644628099,28354
"3",1987-11-07 00:01:27.606564,360815,6197175,23.3801652892562,18.3305785123967,57.3223140495868,10.3471074380165,28354
"4",1987-12-25 00:02:15.34821,360815,6197175,19.2727272727273,12.4214876033058,66.9586776859504,9.59504132231405,28354
"5",1988-01-10 00:02:31.65863,360815,6197175,25.7438016528926,14.1652892561983,58.8099173553719,9.34710743801653,28354
"6",1988-01-26 00:02:49.618215,360815,6197175,32.1322314049587,14.0082644628099,52.495867768595,9.10743801652893,28354
"7",1988-02-11 00:03:07.111786,360815,6197175,21.6694214876033,11.8760330578512,65.3388429752066,9.40495867768595,28354
"8",1988-06-02 00:04:03.932677,360815,6197175,7.25619834710744,54.7438016528926,36.9834710743802,14.8925619834711,28354
"9",1988-07-20 00:04:15.850593,360815,6197175,6.09090909090909,67.6363636363636,24.8264462809917,15.603305785124,28354
"10",1988-08-21 00:04:18.721563,360815,6197175,20.4710743801653,55.2727272727273,22.7190082644628,10.2479338842975,28354
"11",1988-09-06 00:04:21.467284,360815,6197175,12.2892561983471,47.2231404958678,39.2479338842975,11.801652892562,28354
"12",1988-10-08 00:04:11.330545,360814.243697479,6197175.84033613,18.7142857142857,17.4201680672269,62.436974789916,24.2100840336134,28354
"13",1988-10-24 00:04:06.589684,360790,6197198.33333333,8.5,20.3333333333333,70.1666666666667,13.1666666666667,28354
"14",1988-11-09 00:04:09.223968,360815,6197175,16.4462809917355,16.3388429752066,65.7851239669422,8.81818181818182,28354
"15",1988-12-27 00:03:53.016008,360815,6197175,23.3636363636364,13.9669421487603,61.2231404958678,10.3553719008264,28354
"16",1989-01-28 00:03:32.612122,360815,6197175,18.4876033057851,13.4710743801653,66.7272727272727,11.2809917355372,28354
"17",1989-03-01 00:03:20.272289,360815,6197175,22.8429752066116,13.6280991735537,62.1322314049587,9.17355371900826,28354
"18",1989-03-17 00:02:42.123768,360815,6197175,23.2809917355372,15.5702479338843,59.9090909090909,9.59504132231405,28354
"19",1989-05-20 00:01:58.964815,360815,6197175,8.91735537190083,36.495867768595,53.4710743801653,13.4710743801653,28354
"20",1989-06-05 00:01:47.02294,360815,6197175,3.03305785123967,55.7272727272727,40.1487603305785,15.2396694214876,28354
"21",1989-10-10 23:58:56.18607,360815,6197175,15.0165289256198,31.6198347107438,52.0743801652893,11.5537190082645,28354
"22",1989-11-11 23:57:54.524171,360815,6197175,19.0495867768595,17.0165289256198,62.5950413223141,10.0413223140496,28354
"23",1989-12-13 23:57:04.657635,360847.790697674,6197178.48837209,0,2.69767441860465,95.2325581395349,2,28354
"24",1989-12-29 23:56:34.680638,360815,6197175,20.5123966942149,13.1900826446281,64.8429752066116,9.47933884297521,28354
"25",1990-03-03 23:54:29.193638,360815,6197175,20.5867768595041,14.9586776859504,63.0165289256198,9.4297520661157,28354
"26",1990-04-04 23:53:35.69983,360815,6197175,23.3140495867769,15.8264462809917,59.7107438016529,9.4297520661157,28354
"27",1990-07-25 23:53:37.42035,360815,6197175,2.44628099173554,54.7355371900826,41.7190082644628,15.7768595041322,28354
"28",1990-08-26 23:53:27.417629,360815,6197175,15.8181818181818,46.8347107438017,36.2231404958678,11.1487603305785,28354
"29",1990-10-13 23:53:09.33461,360808.20754717,6197204.05660377,50.5471698113208,18.3396226415094,30.1132075471698,6.32075471698113,28354
"30",1990-11-14 23:53:02.96425,360815,6197175,28.4710743801653,16.4876033057851,53.5785123966942,8.74380165289256,28354
"31",1990-12-16 23:53:00.287942,360815,6197175,27.6942148760331,11.5537190082645,59.4380165289256,11.2644628099174,28354
"32",1991-01-17 23:53:53.729122,360815,6197175,33.1900826446281,12.5123966942149,53.2231404958678,7.33057851239669,28354
"33",1991-01-26 23:47:55.430364,360815,6197175,44.4297520661157,8.81818181818182,45.2561983471074,5.70247933884298,28354
"34",1991-02-02 23:54:05.957823,360815,6197175,37.6528925619835,11.3636363636364,49.6198347107438,8.75206611570248,28354
"35",1991-02-18 23:54:27.612616,360815,6197175,33.7272727272727,12.4628099173554,52.297520661157,8.23140495867769,28354
"36",1991-03-06 23:54:44.229823,360815,6197175,34.5371900826446,12.4297520661157,51.4876033057851,7.96694214876033,28354
"37",1991-03-22 23:55:07.445606,360815,6197175,35.0495867768595,13.0826446280992,50.3057851239669,8.3801652892562,28354
"38",1991-04-07 23:55:20.136498,360815,6197175,36.4628099173554,12.6528925619835,49.4132231404959,8.30578512396694,28354
"39",1991-05-25 23:56:10.979169,360815,6197175,43.9669421487603,14.1900826446281,40.3719008264463,6.09090909090909,28354
"40",1991-07-12 23:56:47.626056,360815,6197175,3.4297520661157,72.2809917355372,22.702479338843,14.5702479338843,28354
"41",1991-08-13 23:57:04.132751,360815,6197175,9.62809917355372,66.1157024793388,22.5785123966942,14.2396694214876,28354
"42",1991-08-29 23:57:13.160744,360815,6197175,1.64462809917355,64.0082644628099,33.1322314049587,14.8595041322314,28354
"43",1991-09-30 23:57:31.983283,360815,6197175,15.3471074380165,29.8925619834711,53.5454545454545,7.55371900826446,28354
"44",1991-10-16 23:57:43.014514,360815,6197175,20.9338842975207,26.0909090909091,51.6528925619835,8.6198347107438,28354
"45",1991-12-12 23:51:50.206318,360860,6197140,13.5,19,66.5,8.75,28354
