,SLGA_1,SLGA_2,SLGA_3,DER_000_999
NSAMDD0009,-2.5042613325713754,-0.5944611927657181,2.3260387498495114,102.15593
NSAMDD0010,-3.556376798748293,-0.17610490570774215,2.661049577278803,92.652885
NSAMDD0011,-3.585089846721026,0.5080541220524606,3.2459379734204092,83.26514
NSAMDD0012,-1.0394966540976347,-1.6691687378145275,1.9025339411181856,99.14523
NSAMDD0013,-3.5594577478670515,0.45621277905592045,2.5485722620535776,71.97044
NSAMDD0014,-3.633343119640001,0.40288775951464767,2.7181916120385554,60.174664
NSAMDD0015,-2.4213297637127007,-0.27941145910749454,2.168323976708196,91.36391
NSAMDD0016,-2.128639230264609,-0.48613395218180355,1.8873211893097348,81.579544
NSAMDD0017,2.5729959162131806,-2.8560444468856985,0.08533829127481146,54.5378
NSAMDD0018,1.043898224939142,-1.0159025841919038,0.6808371739957099,42.155724
NSAMDD0019,1.2739139572861984,-1.9819573337948564,0.614752626222266,69.235504
NSAMDD0020,2.2382872610665294,-1.5621123220597999,0.45554052267356654,68.06007
NSAMDD0021,1.4474950453310311,-1.7304769788992358,0.6499089121923075,65.809616
NSAMDD0022,1.772713329075136,-0.8206442128099726,0.7185236596797432,55.097126
NSAMDD0023,-0.36344351362858907,-1.7948193216572383,2.3658836127614924,53.697502
NSAMDD0024,0.13781040108002454,-2.2609246030741303,1.7917878947455754,59.181225
NSAMDD0025,3.3480246869781314,-4.093932447399726,0.15843669701918878,47.850224
NSAMDD0026,0.9728719502715686,-2.450916469278415,1.491859027972775,51.1212
NSAMDD0027,-0.1621146058172549,-1.5057047393733374,1.0314153235922074,4.5000668
NSAMDD0028,-0.7811356480521839,-1.2719552730741792,1.1279386042691604,6.447939
NSAMDD0029,0.031589545099007015,-2.6327492723095,1.221959679509048,53.02046
NSAMDD0030,0.8755403607519184,-2.9544534922918126,1.1589601936913925,49.66232
NSAMDD0031,-1.1435699560629182,-0.20309469532167435,1.182416080047433,36.802956
NSAMDD0032,-0.7584821350135205,-0.9178646170676225,-0.4307280519537148,36.633842
NSAMUL0001,-1.0137179458846213,-0.8386876997533225,0.4970338030169421,56.32891
NSAMUL0002,-1.573405293297245,-0.5463135349928349,0.6205747863427842,53.052914
NSAMUL0003,-0.14846901645719976,-1.4342060887132764,-0.35835158087653524,50.077755
NSAMUL0004,0.8930896761286168,-2.108960539513865,-0.4193614732482439,49.336117
NSANAN0001,6.864879720447908,4.47543717487844,0.07758190024266788,1.3548986
NSANAN0002,6.4089463674115335,4.55359553355572,0.12201477406663078,1.5116682
NSANET0001,1.2644060462877575,2.9882121842528724,-2.538197405042544,1.5757743
NSANSS0001,1.7303933310915507,0.9911349340520097,-2.9400780107262032,6.2081447
NSANSS0002,2.3236888321226505,0.5402560566704329,-2.9242701848835524,5.4105625
NSTNSS0001,4.430268790480105,0.7448988881106634,-2.7605490762808693,1.602304
NSTSYB0001,4.994371758363196,4.141731761737136,-2.9176503572297343,2.136458
NSTSYB0002,4.978951799967453,4.02239424666682,-3.008477177106904,1.1591761
NSTSYB0003,5.712899854608667,3.504272486424171,-3.5822266282278385,3.2294228
NSTSYB0004,5.091739243916543,4.836646487721777,-2.969666201636702,1.2977072
NSTSYB0005,3.1675513569652938,5.579620962775198,-2.327659382524476,1.3732591
NSTSYB0006,5.743615122054853,3.3246747026219645,-3.4408550650350835,5.6864095
NSTSYB0007,5.270347535601101,2.4814046489341663,-4.693973950449635,5.034134
NSTSYB0008,4.181906552707077,1.3995164490341192,-4.065231730420406,1.5965836
NSTSYB0009,4.672248517559637,5.290737812150398,-2.8198561420070454,1.2211835
NTAARP0001,-2.2671599994783636,4.0099551217073115,-0.2642809794456061,13.361765
NTAARP0002,-2.9147836887395298,3.9391699902099533,-0.48283379415273675,11.39699
NTAARP0003,-0.3262498923586101,2.4278617668805733,-1.1270199758682211,2.3281283
NTAARP0004,-2.946546697334842,3.9473652931906766,-0.5206155937074934,9.051735
NTAARP0005,-3.4001595743504467,3.785469671239498,-0.6388284221404096,21.7099
NTABRT0001,-1.8534631789710154,0.10044020010753017,1.0110498618787256,47.35414
NTABRT0002,-1.8346904723278104,-0.11249847373238277,1.032706999569496,46.575584
NTABRT0003,-2.1767405806069955,-0.006340744789791794,0.6076034248378345,42.835754
NTABRT0004,-2.647463003046001,0.5285165420601994,-0.20803139257235612,52.06893
NTABRT0005,-2.941379334647582,0.8197802474031267,0.0785572507656387,52.656506
NTABRT0006,-2.656305445419426,0.8283052704716716,0.09617693205533241,52.600876
NTABRT0007,-2.6665376021804774,0.5810080409416025,-0.011065090589062269,48.903046
NTABRT0008,-0.7350856828191356,-0.011999186551312494,-0.9252594809324758,3.0822434
NTADAC0001,-1.060087772965257,2.890843710220679,-1.9295168790263089,29.98821
NTADAC0002,-1.6725891583667762,3.0412809277270614,-1.2792229565873563,18.215296
NTADMR0001,-0.9877073236449594,0.8026281360023961,-2.095927357668959,18.651585
NTADMR0002,-1.592657059313406,0.9406247749561356,-1.753787428693727,18.389402
NTAFIN0001,-3.121001290854749,-0.06535859055848105,0.44771641204648965,42.64637
NTAFIN0002,-2.830572014214877,0.7977547716430391,-0.6433093337891118,6.713324
NTAFIN0003,-3.2554411689380958,-0.05007035415563114,0.5065758749684731,44.999096
NTAFIN0004,-2.8534281444926397,1.197523353319357,-0.8294590003903788,3.2611837
NTAFIN0005,-2.738129232174242,0.8038407040497535,-0.6991081315770988,6.115376
NTAFIN0006,-3.4367307741086046,1.3220225813723598,-0.35606010466534094,14.807007
NTAFIN0007,-2.9448186527890488,-0.4234043453967462,0.5511783390077654,9.076096
NTAFIN0008,-3.17019532510588,-0.3921544213990355,1.3124511025840393,8.500857
NTAFIN0009,-4.167599638837208,1.1073110284952838,0.29759963178278687,41.360863
NTAFIN0010,-3.900091345121798,0.8149964268968489,0.5558295619024837,39.533516
NTAFIN0011,-3.4029993199855246,1.7254445619095473,-0.49804607362848136,8.735683
NTAFIN0012,-0.5896036391506208,-1.0456034560037621,-1.470827445636024,7.669826
NTAFIN0013,-1.4475847405457358,-0.0797797437373457,-0.8911429131717347,20.902876
NTAFIN0014,-2.6934766839353177,0.31469310850490134,-0.2810972781575329,13.162494
NTAFIN0015,-0.8068686240185325,-0.38193339568062507,-0.2097769631945692,11.4549
NTAFIN0016,-1.177513849088833,-0.6103800282937865,-1.212879830940023,3.2931907
NTAFIN0017,-1.5626511791072466,-0.3095786726172256,-0.4884157673940406,10.7891
NTAFIN0018,-1.4121829380603697,0.058475673014345655,-0.5815264603844231,2.744947
NTAFIN0019,-1.3822083278775923,0.054653357430408514,-0.43109829806639144,6.45702
NTAFIN0020,-3.105222896644153,1.440386752124073,-0.1615527210725844,9.159246
NTAFIN0021,-1.269372369300054,-0.3468961211524598,-1.4724367442887236,8.800377
NTAFIN0022,-2.5595451196898242,0.014845624071742494,-0.4827515700174602,6.7720785
NTAFIN0023,-2.803074407059369,0.4609515177212217,-0.12762369208962335,13.301462
NTAFIN0024,-0.5146149207848659,-0.1618033549740261,-1.8858795468243585,8.259435
NTAFIN0025,-1.8441936106357133,0.645598019534102,-0.8141111392446263,4.271763
NTAFIN0026,-2.809876427584077,-0.9195554972394852,0.8971963522644063,7.135911
NTAFIN0027,-2.3210125408504476,0.07247911318373049,0.034207862353751714,6.2821836
NTAFIN0028,-1.945853111730211,-1.4199993692198385,-0.39937048951340576,11.72658
NTAFIN0029,-1.2044136936938143,-2.2672481129581192,-0.49152787809729226,27.151257
NTAFIN0030,-1.3955665473928622,-1.181288275518568,-0.5716531068474352,9.389911
NTAFIN0031,-0.8957794306639267,-1.0211157665113864,-1.2314228648461525,4.3470383
NTAFIN0032,-3.24290178388731,-0.3894165946320652,1.1339404653779055,19.32975
NTAFIN0033,-3.818773897275266,1.3501355593352566,0.34873783181856777,10.879724
NTAGFU0001,0.7261836202403871,-0.6113997978330371,-0.7439446646771779,20.393702
NTAGFU0002,-0.8727789451904623,0.8976414207798495,-0.885940517877693,19.658829
NTAGFU0003,-0.5499291031236427,1.0225940519703638,-1.9149200938028823,17.657372
NTAGFU0004,-2.491129065455862,1.7273268657117693,-1.6142647252418851,24.254564
NTAGFU0005,-1.7501391354475146,2.008863940603109,-1.57678445820376,7.563198
NTAGFU0006,-1.4858687655088827,1.003102064468104,-1.22050440128119,21.942726
NTAGFU0007,-0.2675736356645712,0.8534089238379517,-1.0094303134753195,14.910557
NTAGFU0008,-1.0184684024985522,0.3616981111503615,-1.261103660569362,24.35646
NTAGFU0009,-1.3995349951196179,0.6057710985488424,-0.8577766490947936,26.602156
NTAGFU0010,0.024350523176294426,-0.19935284317709018,-1.6486317864619795,10.970535
NTAGFU0011,0.6396472939694118,-0.36025369742484,-1.0199093835293778,14.053227
NTAGFU0012,-0.14282459632833655,0.6191381879668086,-1.3321152843906232,14.286519
NTAGFU0013,-1.0602391114915737,0.942616730560923,-1.5694660699048106,16.064098
NTAGFU0014,-0.4966595709001497,-0.09683166681914299,-2.318832528550124,22.751205
NTAGFU0015,-0.5533384639724471,0.042831101220794074,-1.921826808710146,23.844574
NTAGFU0016,-3.0648787474964543,2.5304856316123185,-1.2732919756955043,10.1419115
NTAGFU0017,-2.905518074493946,2.2405281770927568,-1.6982750521607006,15.753831
NTAGFU0018,-1.2322373363296113,2.034485366125744,-1.7809312235733739,8.581646
NTAGFU0019,-1.7181647022637638,2.3129216404980673,-1.2721593512488298,8.752297
NTAGFU0020,0.273775035056795,0.5714939176081129,-1.6603970507200585,8.064843
NTAGFU0021,0.7224144063154854,0.8001113209928277,-1.0727162994120893,1.8077247
NTAGFU0022,1.2256135774840544,-0.11614050924371178,-1.8114080114482531,10.759789
NTAGFU0023,-1.5298386605661374,0.9357280695820316,-2.0351362384435685,18.973482
NTAGFU0024,-1.4250832161054163,1.451720503908701,-1.5718334275875874,15.6145315
NTAGFU0025,-0.0070448626283370576,0.7641456360260953,-2.0009481283984494,17.901068
NTAGFU0026,0.136349100618021,-0.21017752386578276,-1.9988872426836022,16.046747
NTAGFU0027,-2.878901390998147,3.1320050274809352,0.2053526587004975,4.0137305
NTAGFU0028,-0.4032738024839852,2.7492558189109344,0.08828697522129053,1.698134
NTAGFU0029,-1.059300542597972,0.6060912315450847,-2.0900558070387953,6.718252
NTAGFU0030,0.022235310039219698,0.8411572420758078,-1.8712777868390955,5.5545363
NTAGFU0031,0.15471438001438872,0.6925398347415941,-2.123306196728309,14.528581
NTAGFU0032,0.7904014724364281,0.5699944963728517,-1.931620407568366,3.6675954
NTAGFU0033,0.8474450745796176,1.5819507008618408,-1.1077989562866255,4.1405506
NTAGFU0034,1.9099410138802786,0.6036776433657041,-1.816441427061085,5.726228
NTAGFU0035,0.41669910468695925,0.8870073897787034,-1.8540874464841854,9.697282
NTAGFU0036,1.6827168410204338,0.6348663270360971,-1.481631546319038,3.1641865
NTAGFU0037,2.271028265033004,-1.7769335827628976,-3.3302278631037274,14.82303
NTAGFU0038,0.5543238372120911,0.13414201492280517,-2.2230105330716863,4.059354
NTAGFU0039,1.6585431792938303,-0.5622376214219756,-2.5594962832666686,12.716568
NTAGFU0040,1.820652471123184,-0.6243837414907359,-2.258688207984488,14.356006
NTAGFU0041,-3.650095502695837,2.3853842448897624,-0.16841450668215305,14.650933
NTAMAC0001,-3.9798889703494273,0.6743224286651992,0.9460772127048175,10.825453
NTAMAC0002,-3.1688757301903236,0.29475091161019445,0.34939852296288054,12.405685
NTAMAC0003,-2.927101022267581,-0.2762145206504942,1.4066091619867107,8.785676
NTAMGD0001,4.333599488987805,-5.768387117765867,-2.386300175448343,23.739634
NTAMGD0002,3.7114766219114417,-5.783931388717632,-1.5617625670403465,22.30282
NTAMGD0003,0.42398200185479684,0.09277029748997892,-1.3162714961005644,9.063331
NTAMGD0004,-4.1670984825438095,2.974497085775441,-0.21447985640603873,15.020556
NTAMGD0005,-4.917628407322413,2.8929928566486622,-0.24572952428792622,30.232378
NTAPCK0001,-1.6672476828999063,3.370863504704674,-1.6157557854032585,19.66515
NTAPCK0002,-1.8343537707544295,3.178148882423696,-1.6103533775324776,22.499018
NTAPCK0003,-2.1249289848818407,3.619812657077299,-1.289641057705902,22.564703
NTAPCK0004,-1.5617537668550672,3.1589670380406942,-1.7925233873912694,30.994022
NTAPCK0005,-1.6805139464304615,3.304255885213798,-1.733420404666275,22.89476
NTAPCK0006,-2.3441577282751975,3.1904030167883026,-1.4446202640549415,25.270666
NTAPCK0007,-2.0947618150899396,3.1578641257919893,-1.6538194972267128,30.719908
NTAPCK1009,-2.11141331113315,3.5446816005463817,-0.8039518702270189,19.563889
NTAPCK1010,-2.623786175224942,3.1060295587916578,-0.9523156059568354,23.57476
NTAPCK1011,-2.0608232666464255,2.974177724150658,-1.7606386280967945,15.83762
NTAPCK1012,-1.9625851140260702,2.9259092241629086,-2.001566679086901,12.599618
NTAPCK2013,-1.7850714008864963,2.9217681090406593,-1.642774526289067,18.624363
NTAPCK2014,-1.744924268480175,2.895372976670853,-1.7818051476660588,19.646347
NTASSD0001,-4.7774546837388145,1.7920482566913856,0.9124118053767611,117.795654
NTASSD0003,-4.828927821394952,1.8969661921167837,0.9944827332508825,117.73983
NTASSD0004,-4.686988693280603,1.796568858991892,0.9864253737091634,120.3463
NTASSD0005,-5.053205273075976,1.743099508996272,1.7519378994063677,73.48516
NTASSD0006,-4.588791329956202,1.462020320647797,1.3060968322121602,82.85341
NTASSD0007,-4.933995877726938,1.7342967760159445,1.749191453692468,73.29872
NTASSD0008,-4.6852431586031384,1.6155975131850162,1.245367774644893,80.45291
NTASSD0009,-3.719449683630658,1.727363772961452,0.5266097481157682,62.06767
NTASSD0010,-3.728158088104415,1.662437646652222,0.7504330261493594,59.519184
NTASSD0011,0.038164211397475514,-2.1178500296620633,-0.7748863374696926,12.577653
NTASSD0012,0.8857258795020622,-2.938744258366918,-0.9475482169696336,18.63438
NTASSD0013,-0.6719775992748772,-2.031792740376063,-0.434277551661754,10.5423
NTASSD0014,0.7739781143952725,-2.7314375619653495,-0.8020751337843435,44.40427
NTASSD0015,-1.7333460250459007,-0.2774157505122371,-0.42778366128000916,13.510293
NTASSD0016,-0.2920800806105407,-1.7691270844513516,-0.843252297488707,11.780512
NTASSD0017,-0.24235917339187568,-1.9152978420626359,-0.2930974052768756,12.280157
NTASSD0018,-0.4189080988168131,-1.338905441542805,-0.7708064112500158,10.400702
NTASSD0019,-1.5085533310843506,-0.5839288054783284,-0.45452107046338913,15.429239
NTASTU0001,1.8727253069874739,-1.5244774610947576,-2.606543204412207,34.189476
NTASTU0002,1.1069304944688738,-0.8164767101570801,-2.3213453944890494,21.688087
NTASTU0003,1.4773353498661572,-1.6412171645736475,-1.280994056786124,20.380688
NTASTU0004,-3.3933084366072452,2.0316742144169315,-0.001393736839354448,17.004955
NTASTU0005,-4.117388714532221,2.494824665307665,0.3168188283441072,21.983187
NTATAN0001,-4.0262760183478195,2.140928011535743,-1.4085072907145213,44.656433
NTATAN0002,-3.94662715212989,2.244096324028437,-1.462629186116072,48.97278
NTATAN0003,-3.8737106116491815,2.114614978024503,-1.2991730233131653,37.529526
NTATAN0004,-3.7424443445840008,2.4562628426608564,-1.2112567432215247,48.510468
NTTDAB0001,-1.6328244513704078,3.047343923612915,-0.548294152156007,8.138099
NTTDAC0001,-1.2234050950882802,3.2937849943585094,-0.6992048710142637,22.9567
NTTDMR0001,-1.5057223582021524,1.2140753594232847,-2.192484616156386,12.086564
NTTDMR0002,-0.8730330044323658,0.3098260428120698,-2.3157422791404954,31.015478
NTTDMR0003,-1.8429123458778078,0.9999092022685928,-1.444958205848592,25.63052
NTTMGD0001,0.5582919420792029,-2.203003360518041,-1.8295346827629348,22.142149
NTTPCK0001,-0.5063824749910437,3.003866104052487,-1.4689860287350862,7.7298822
NTTSTU0001,-0.4757998381337158,0.25827411021320734,-1.9183633717904751,25.373259
QDABBN0001,0.8886059396376996,1.3381293340244063,-2.1315875159003,7.390909
QDABBN0002,1.9141039718736148,0.7925902223940893,-0.7971848874408171,12.411262
QDABBS0001,8.122072381442754,0.8358661380819581,2.1347251440671946,8.345679
QDABBS0002,4.230363090429304,-0.2638029853540042,0.28180080583830436,17.777956
QDABBS0003,3.9315196666016954,1.781675632008279,0.8177347933898287,1.3809359
QDABBS0004,8.002681404403004,1.666033508763286,1.7310932137012818,5.6409607
QDABBS0005,7.927200354018433,2.3323252956876144,2.734106029194623,5.768425
QDABBS0006,6.663494811722081,-3.4863854490496182,-1.7223997285989476,54.857338
QDABBS0007,8.564622346713561,-2.782522531401347,0.10250070383684262,62.285732
QDABBS0008,7.986907556034425,-2.935334372315801,0.5431503774985192,60.851646
QDABBS0009,9.49489008665995,-2.392734636812659,2.455353020536564,17.562521
QDABBS0010,11.512126639651683,-1.7894201476603075,1.8657049292773964,6.0423217
QDACHC0001,-1.6917079017384926,-0.07757207069652015,-0.47248173922125697,53.402004
QDACHC0002,-1.0602047863854402,-0.412564400795764,-0.3817286800289497,50.66367
QDACHC0003,-1.0513565660472775,-0.41444839409810297,-0.6776058538592619,50.776295
QDACHC0004,5.3273904025414796,-6.732278709241236,-1.3011778991894185,85.001144
QDACHC0005,5.684719565369134,-6.909152424718941,-1.174627786144988,71.1039
QDACHC0006,5.084940993034007,-6.5805397675683714,-1.018642908523884,65.38821
QDACHC0007,5.161550495564508,-6.81368477677998,-1.3591913173481749,52.750927
QDACYP0001,0.02102645535600042,3.480048408094676,-1.2302387956686658,6.2016125
QDACYP0002,-0.5345668771276074,1.480276657665149,-2.2741641751427997,23.51356
QDACYP0003,0.8724671303836372,3.2983553443613025,-0.008611069568944371,9.301337
QDACYP0004,-2.778084916424898,2.9269785472381584,-2.416174801267337,8.194061
QDACYP0005,-2.724515823527224,2.550678550884839,-1.9855148677035412,10.588676
QDACYP0006,-1.890813455837351,2.409063477901559,-2.239566454248874,11.678155
QDACYP0007,-1.648457777361121,2.5591662305710443,-2.093631413730684,7.0871964
QDACYP0008,-0.6382002631875114,1.9190754412120286,-2.932614627118334,28.136845
QDACYP0009,-0.18455455819878705,2.7253734984605744,-2.0052956435840046,5.1841226
QDACYP0010,3.3035843785167245,-0.498946740237762,-3.409882894207024,16.834396
QDACYP0011,0.5862262104357592,0.40254793469699973,-4.300245334327796,20.899883
QDACYP0012,0.9074372791405718,1.1722601895955442,-2.986511225348042,15.906586
QDACYP0013,-0.6450968011481127,2.275423187618657,-2.393611836761801,14.187847
QDACYP0014,-0.24429065215771334,1.9002082069933934,-2.6301391708570017,16.755146
QDACYP0015,0.7461720163372647,1.1405366399341312,-3.5125056368315164,15.680588
QDACYP0016,-2.4470957303391025,3.4028712308363316,-1.7821309819932911,15.395093
QDACYP0017,-2.8395865349983183,3.403135716680949,-2.4702849490834664,5.7523594
QDACYP0018,-2.4711226775537893,3.0984464182312914,-1.9640809435500417,12.1490555
QDACYP0019,-3.515686732640076,4.347868329456794,-0.44285653662003366,11.031082
QDACYP0020,-4.182291400043704,4.79727987911192,-0.866036532468327,11.475739
QDACYP0021,-3.737146974248345,3.4756048953400263,-1.862071710037755,6.323749
QDACYP0022,-3.234009438533338,3.391604203637399,-0.9453863861072627,12.69647
QDACYP0023,0.598572871962248,1.6417822669262874,-2.8489710095343885,18.274422
QDACYP0024,-0.2225344335101459,1.8468512511506412,-2.698807538170979,29.691565
QDADEU0001,0.3130083592860684,-1.4807567039303673,-2.201632900417972,46.702724
QDAEIU0001,10.400356151487276,0.8265255631907252,4.124001899576906,15.737185
QDAEIU0002,14.540672927127178,1.9369664988893587,6.16739019907532,13.28949
QDAEIU0003,2.7546412370939466,0.5882114519490762,-1.3675785145220167,12.492631
QDAEIU0004,3.264910666850004,2.348576423224151,2.012401510201177,2.9007928
QDAEIU0005,2.0562389382052415,0.5668717287494671,-2.0940339780206974,20.34084
QDAEIU0006,0.6661676744813162,2.3400751488418736,-0.8331543630797222,16.78635
QDAEIU0007,0.7874477614610137,2.4435286585272147,-0.8305082869834342,15.451719
QDAEIU0008,4.27685367700557,-2.645306908406656,-1.0129935714135203,15.555455
QDAEIU0009,4.091119205736783,-2.561926675122473,-0.9951047163470289,15.152101
QDAEIU0010,1.4383047528792556,0.45954010009244217,-0.5807598075684651,4.413349
QDAGUP0001,-3.072573668314315,2.629480131320243,-1.079409954015762,12.177154
QDAGUP0002,-3.3920005195733505,2.6243286053110975,-1.153216453657306,13.122922
QDAGUP0003,-1.0123600667604769,0.9644253722486309,0.06123343732919623,19.437954
QDAGUP0004,-4.352574437738405,2.353383727125388,0.5013217067722212,34.965996
QDAGUP0005,-3.8236248329995233,2.3522322129807205,0.2558553099832554,37.62784
QDAGUP0006,-4.3942644530172466,2.3938148228300378,0.46346652895650503,42.777
QDAGUP0007,3.889573135201442,-6.2434840596547385,-1.3966274791880005,42.356796
QDAGUP0008,-4.84505446169802,2.392709080865247,1.2191128099387605,34.88543
QDAGUP0009,4.357789171736105,-5.973810111514503,-1.5712593724035215,39.592052
QDAGUP0010,-2.590478615841723,0.06495405061250384,1.1378463690389835,40.887123
QDAGUP0011,-4.087070314375617,2.037577116624192,0.9117622415653187,40.5845
QDAGUP0012,2.003412181786671,-3.934217365152073,-0.35150705472771304,35.144737
QDAGUP0013,3.9514619494015015,-5.731032127839391,-1.4574181913901825,43.684357
QDAGUP0014,2.761607068854972,-4.130635805057651,-1.8170021551666353,39.127956
QDAGUP0015,3.5430893004465576,-4.430200975196541,-1.714863785610586,43.522907
QDAGUP0016,2.521813803450911,-3.8995889642833332,-1.780888018283283,43.498833
QDAGUP0017,-0.3380918110064402,0.23846807446094398,-1.5094411885146568,29.902037
QDAGUP0018,1.6252374221840555,-1.1940570166918179,-2.1075646762234572,22.37577
QDAGUP0019,1.2053752586607134,-1.4169725561060942,-2.5214929435203968,30.079206
QDAGUP0021,0.6536184569728515,0.21697393442965152,-0.7918048431420015,50.902615
QDAGUP0022,1.4111679430949267,-0.8131429449196866,-2.803348356583777,53.294098
QDAGUP0023,1.9752390234778496,-1.257848912654227,-1.5157850026585467,54.887306
QDAGUP0024,1.0687273462519038,-0.09073238090714525,-1.8066940052580884,32.309017
QDAGUP0026,0.8150033300723547,0.5046905437527969,-1.611018029419746,30.425451
QDAGUP0027,0.575464131484351,-0.7768664663963863,-2.0421331108131184,41.27266
QDAGUP0028,0.7614555245840318,-0.8814226608476714,-2.2351066433828968,44.50416
QDAGUP0029,-1.2464871413824337,1.419002440991851,-1.9776445731209544,42.358868
QDAGUP0030,-1.3108279298464132,1.474527477904706,-1.7786814189110631,41.871784
QDAGUP0031,-1.4401051925409123,1.5694822375114015,-1.750939085066653,43.020313
QDAMGD0001,5.366296109380243,-6.373758520922799,-0.6956127665958917,36.502937
QDAMGD0002,5.089424972366054,-5.892232331355247,-1.2771390982886521,34.125053
QDAMGD0003,5.86586973628863,-6.4343993916390225,-0.2605402149814884,25.373867
QDAMGD0004,4.971867718835328,-5.615208994102479,-0.8034829644578811,22.473255
QDAMGD0005,5.827514702214704,-5.728316789129373,-0.6480847680142072,22.035297
QDAMGD0006,5.466441914227165,-5.960125196626413,-0.8360277816770227,29.177868
QDAMGD0007,5.465484697365815,-5.859749074205838,-1.1439378705881338,31.042646
QDAMGD0008,6.053149638586177,-6.064479740887225,-0.44965420575012827,26.868559
QDAMGD0009,6.348967233414257,-7.284636266082918,-1.467149803259973,54.82988
QDAMGD0010,6.164121911227603,-5.988676028650744,-1.031635433386649,56.71206
QDAMGD0011,4.021615923139845,-5.616738278016567,-1.6672272194208364,57.369713
QDAMGD0012,4.10300650328694,-1.8205551702449239,-0.7657168319596303,20.994726
QDAMGD0013,4.13211177738639,-5.197095719738247,-0.6984792086185001,25.35503
QDAMGD0014,3.750695735705084,-5.590197128687317,-0.760423852676754,42.834076
QDAMGD0015,2.357578521039478,-3.9956202763477333,-0.9478228270585571,29.12646
