date,rain(mm),bare_mean,green_mean,non_green_mean,bare5percentile,bare20percentile,bare50percentile,bare80percentile,bare95percentile,green5percentile,green20percentile,green50percentile,green80percentile,green95percentile,nongreen5percentile,nongreen20percentile,nongreen50percentile,nongreen80percentile,nongreen95percentile
1988-01,9,,,,,,,,,,,,,,,,,,,
1988-02,138,,,,,,,,,,,,,,,,,,,
1988-03,10,,,,,,,,,,,,,,,,,,,
1988-04,99,36,28,34,34,34,36,37,38,26,26,28,29,30,32,32,34,35,36,
1988-05,18,,,,,,,,,,,,,,,,,,,
1988-06,0,,,,,,,,,,,,,,,,,,,
1988-07,44,42.945814010251404,10.477295162882527,45.318769831584085,35,37,42,48,54,2,6,10,15,18,39,42,45,48,52,
1988-08,42,,,,,,,,,,,,,,,,,,,
1988-09,0,,,,,,,,,,,,,,,,,,,
1988-10,29,49.175134342940886,1.2173595915390225,49.432373046875,44,46,49,52,55,0,0,1,2,3,44,46,49,53,55,
1988-11,39,,,,,,,,,,,,,,,,,,,
1988-12,144,,,,,,,,,,,,,,,,,,,
1989-01,73,,,,,,,,,,,,,,,,,,,
1989-02,50,,,,,,,,,,,,,,,,,,,
1989-03,81,,,,,,,,,,,,,,,,,,,
1989-04,152,,,,,,,,,,,,,,,,,,,
1989-05,56,,,,,,,,,,,,,,,,,,,
1989-06,36,,,,,,,,,,,,,,,,,,,
1989-07,35,24.68780487804878,14.345063538611926,59.20888238164959,13,19,26,30,34,5,9,14,20,24,46,55,59,64,74,
1989-08,18,,,,,,,,,,,,,,,,,,,
1989-09,0,,,,,,,,,,,,,,,,,,,
1989-10,20,38.75091575091575,9.06882989183874,50.68937728937729,28,32,40,44,50,2,5,9,13,18,44,46,49,56,63,
1989-11,85,,,,,,,,,,,,,,,,,,,
1989-12,112,,,,,,,,,,,,,,,,,,,
1990-01,29,,,,,,,,,,,,,,,,,,,
1990-02,23,,,,,,,,,,,,,,,,,,,
1990-03,207,,,,,,,,,,,,,,,,,,,
1990-04,78,19.508140855736464,37.03785011355034,41.924678274034825,11,16,20,24,27,27,32,35,43,49,30,34,41,45,59,
1990-05,34,,,,,,,,,,,,,,,,,,,
1990-06,70,,,,,,,,,,,,,,,,,,,
1990-07,4,21.03150952613581,31.372496336101612,46.0339272638516,11,15,22,26,29,22,26,33,35,38,36,41,45,50,59,
1990-08,0,,,,,,,,,,,,,,,,,,,
1990-09,0,,,,,,,,,,,,,,,,,,,
1990-10,1,28.818359375,9.535627135187896,60.14763299170327,19,23,28,35,38,3,6,9,14,16,52,54,58,68,71,
1990-11,1,,,,,,,,,,,,,,,,,,,
1990-12,138,,,,,,,,,,,,,,,,,,,
1991-01,281,,,,,,,,,,,,,,,,,,,
1991-02,314,,,,,,,,,,,,,,,,,,,
1991-03,7,,,,,,,,,,,,,,,,,,,
1991-04,22,10.52587890625,42.39946315275744,45.73704789833822,6,8,10,13,17,34,38,43,46,49,40,42,46,49,53,
1991-05,18,,,,,,,,,,,,,,,,,,,
1991-06,2,,,,,,,,,,,,,,,,,,,
1991-07,0,6.117139334155364,20.483516483516482,72.2266731802638,1,3,6,9,15,9,14,21,26,34,60,67,72,78,82,
1991-08,2,,,,,,,,,,,,,,,,,,,
1991-09,0,,,,,,,,,,,,,,,,,,,
1991-10,1,,,,,,,,,,,,,,,,,,,
1991-11,49,,,,,,,,,,,,,,,,,,,
1991-12,59,,,,,,,,,,,,,,,,,,,
1992-01,24,15.432267512814255,9.453212802345467,73.44566544566544,10,12,15,19,21,3,5,9,13,19,65,69,74,78,82,
1992-02,193,,,,,,,,,,,,,,,,,,,
1992-03,8,,,,,,,,,,,,,,,,,,,
1992-04,19,11.844650708353688,48.21104054714216,38.07564665690581,8,10,12,14,16,37,44,49,52,59,26,34,38,43,50,
1992-05,47,,,,,,,,,,,,,,,,,,,
1992-06,8,,,,,,,,,,,,,,,,,,,
1992-07,1,10.191897654584222,29.979982964224874,58.298507462686565,3,7,10,14,17,12,26,32,36,39,50,52,56,64,75,
1992-08,0,,,,,,,,,,,,,,,,,,,
