date,rain(mm),bare_mean,green_mean,non_green_mean,bare5percentile,bare20percentile,bare50percentile,bare80percentile,bare95percentile,green5percentile,green20percentile,green50percentile,green80percentile,green95percentile,nongreen5percentile,nongreen20percentile,nongreen50percentile,nongreen80percentile,nongreen95percentile
1988-01,124,,,,,,,,,,,,,,,,,,,
1988-02,84,,,,,,,,,,,,,,,,,,,
1988-03,18,,,,,,,,,,,,,,,,,,,
1988-04,217,,,,,,,,,,,,,,,,,,,
1988-05,57,,,,,,,,,,,,,,,,,,,
1988-06,47,,,,,,,,,,,,,,,,,,,
1988-07,112,,,,,,,,,,,,,,,,,,,
1988-08,97,,,,,,,,,,,,,,,,,,,
1988-09,116,,,,,,,,,,,,,,,,,,,
1988-10,24,,,,,,,,,,,,,,,,,,,
1988-11,64,,,,,,,,,,,,,,,,,,,
1988-12,170,,,,,,,,,,,,,,,,,,,
1989-01,84,,,,,,,,,,,,,,,,,,,
1989-02,42,,,,,,,,,,,,,,,,,,,
1989-03,83,,,,,,,,,,,,,,,,,,,
1989-04,204,,,,,,,,,,,,,,,,,,,
1989-05,90,,,,,,,,,,,,,,,,,,,
1989-06,117,,,,,,,,,,,,,,,,,,,
1989-07,149,,,,,,,,,,,,,,,,,,,
1989-08,17,,,,,,,,,,,,,,,,,,,
1989-09,1,,,,,,,,,,,,,,,,,,,
1989-10,12,,,,,,,,,,,,,,,,,,,
1989-11,164,,,,,,,,,,,,,,,,,,,
1989-12,58,,,,,,,,,,,,,,,,,,,
1990-01,22,11.718674211802748,13.52789005658852,72.33467741935483,5,7,10,18,19,8,10,12,18,20,62,69,71,79,82,
1990-02,106,,,,,,,,,,,,,,,,,,,
1990-03,13,,,,,,,,,,,,,,,,,,,
1990-04,268,2.553033429632687,43.90340909090909,52.87047551454933,0,1,2,4,6,30,40,44,47,55,42,51,53,55,63,
1990-05,155,,,,,,,,,,,,,,,,,,,
1990-06,59,,,,,,,,,,,,,,,,,,,
1990-07,163,1.7401263823064772,52.47239263803681,45.49386503067485,0,0,2,3,4,41,44,53,56,71,27,42,46,53,56,
1990-08,71,,,,,,,,,,,,,,,,,,,
1990-09,59,,,,,,,,,,,,,,,,,,,
1990-10,65,12.793522267206479,14.475806451612904,71.08064516129032,3,4,7,25,28,7,10,14,19,22,61,63,72,78,81,
1990-11,13,,,,,,,,,,,,,,,,,,,
1990-12,55,,,,,,,,,,,,,,,,,,,
1991-01,181,5.0790960451977405,23.550536420101636,70.05932203389831,2,3,5,7,8,16,19,24,27,32,62,67,70,75,78,
1991-02,134,,,,,,,,,,,,,,,,,,,
1991-03,73,,,,,,,,,,,,,,,,,,,
1991-04,1,2.812992125984252,43.13167938931298,52.68129770992366,0,1,3,4,6,39,41,43,45,48,47,50,53,55,58,
1991-05,227,,,,,,,,,,,,,,,,,,,
1991-06,79,,,,,,,,,,,,,,,,,,,
1991-07,91,2.185064935064935,39.188437614343215,57.51188299817185,0,1,2,4,5,31,34,39,42,52,47,54,58,62,65,
1991-08,0,,,,,,,,,,,,,,,,,,,
1991-09,31,,,,,,,,,,,,,,,,,,,
1991-10,49,20.842105263157894,1.3714285714285714,77.10526315789474,16,17,19,26,29,0,0,1,2,3,71,74,78,80,81,
1991-11,81,,,,,,,,,,,,,,,,,,,
1991-12,203,,,,,,,,,,,,,,,,,,,
1992-01,22,12.567441860465117,13.916279069767441,71.86046511627907,6,8,12,17,21,9,12,14,16,18,64,66,74,77,78,
1992-02,216,,,,,,,,,,,,,,,,,,,
1992-03,11,,,,,,,,,,,,,,,,,,,
1992-04,64,2.7844058243306717,39.58074673864147,56.33033707865169,0,1,3,4,6,32,35,39,43,54,45,53,57,60,63,
1992-05,41,,,,,,,,,,,,,,,,,,,
1992-06,20,,,,,,,,,,,,,,,,,,,
1992-07,61,2.856194690265487,47.175257731958766,48.75257731958763,0,1,3,4,6,36,44,48,51,57,37,44,48,54,61,
1992-08,106,,,,,,,,,,,,,,,,,,,
1992-09,36,,,,,,,,,,,,,,,,,,,
1992-10,80,9.246511627906976,18.349282296650717,70.94418604651163,6,7,9,11,17,1,14,21,24,27,64,66,69,76,82,
1992-11,170,,,,,,,,,,,,,,,,,,,
1992-12,92,,,,,,,,,,,,,,,,,,,
1993-01,130,4.887938793879388,40.5990990990991,53.41216216216216,1,3,5,7,9,33,35,39,46,51,41,50,54,59,61,
1993-02,80,,,,,,,,,,,,,,,,,,,
1993-03,19,,,,,,,,,,,,,,,,,,,
1993-04,0,2.2513823904721395,47.43355036384527,49.32056683263117,0,1,2,4,5,43,45,47,50,52,44,47,50,52,54,
1993-05,57,,,,,,,,,,,,,,,,,,,
1993-06,124,,,,,,,,,,,,,,,,,,,
1993-07,155,2.035665914221219,45.97021445591739,51.07738095238095,0,1,2,3,5,38,43,46,49,52,45,47,50,55,62,
1993-08,53,,,,,,,,,,,,,,,,,,,
1993-09,116,,,,,,,,,,,,,,,,,,,
1993-10,138,5.121546961325967,24.346020761245676,68.50173010380622,2,3,5,7,8,18,20,23,28,35,59,65,69,72,75,
1993-11,53,,,,,,,,,,,,,,,,,,,
1993-12,80,,,,,,,,,,,,,,,,,,,
1994-01,51,2.4315352697095434,31.757785467128027,64.16955017301038,0,1,2,4,5,28,30,32,34,36,60,62,64,66,69,
1994-02,103,,,,,,,,,,,,,,,,,,,
1994-03,129,,,,,,,,,,,,,,,,,,,
1994-04,19,2.8078797725426483,38.78721714966257,57.12787926926132,0,1,3,4,6,25,35,41,44,46,51,53,56,62,68,
1994-05,10,,,,,,,,,,,,,,,,,,,
1994-06,27,,,,,,,,,,,,,,,,,,,
1994-07,15,3.497751124437781,33.266435986159166,62.069204152249135,0,1,3,6,9,27,29,31,34,49,49,60,64,66,67,
1994-08,36,,,,,,,,,,,,,,,,,,,
1994-09,11,,,,,,,,,,,,,,,,,,,
1994-10,38,10.31578947368421,10.31578947368421,78.05263157894737,8,9,10,12,13,8,9,10,12,13,74,77,78,80,81,
1994-11,67,,,,,,,,,,,,,,,,,,,
1994-12,59,,,,,,,,,,,,,,,,,,,
1995-01,284,9.65680473372781,28.76923076923077,60.9585798816568,1,3,7,18,20,11,24,28,38,40,54,56,58,60,80,
1995-02,63,,,,,,,,,,,,,,,,,,,
1995-03,13,,,,,,,,,,,,,,,,,,,
1995-04,1,2.0843373493975905,34.94736842105263,62.04761904761905,0,1,2,4,5,26,29,35,40,42,55,59,61,67,70,
1995-05,96,,,,,,,,,,,,,,,,,,,
1995-06,106,,,,,,,,,,,,,,,,,,,
1995-07,28,2,33.36842105263158,62.63157894736842,0,0,2,3,4,30,32,33,35,36,60,61,63,64,66,
1995-08,1,,,,,,,,,,,,,,,,,,,
1995-09,101,,,,,,,,,,,,,,,,,,,
1995-10,82,,,,,,,,,,,,,,,,,,,
1995-11,228,,,,,,,,,,,,,,,,,,,
1995-12,90,,,,,,,,,,,,,,,,,,,
1996-01,238,4.052631578947368,32.89473684210526,62.05263157894737,0,3,4,6,7,29,30,32,36,39,58,61,62,64,65,
1996-02,53,,,,,,,,,,,,,,,,,,,
1996-03,2,,,,,,,,,,,,,,,,,,,
1996-04,14,3.6315789473684212,33.73684210526316,60.94736842105263,1,2,4,5,7,29,32,34,36,37,58,59,61,62,65,
1996-05,104,,,,,,,,,,,,,,,,,,,
1996-06,77,,,,,,,,,,,,,,,,,,,
1996-07,132,2.6129032258064515,53.32692307692308,44.23076923076923,0,1,2,5,7,25,28,63,65,66,33,34,36,66,69,
1996-08,110,,,,,,,,,,,,,,,,,,,
1996-09,84,,,,,,,,,,,,,,,,,,,
1996-10,46,5,17,77,3,3,5,6,7,15,15,17,18,19,75,75,77,78,79,
1996-11,67,,,,,,,,,,,,,,,,,,,
1996-12,235,,,,,,,,,,,,,,,,,,,
1997-01,259,3,42,53,1,1,3,4,5,40,40,42,43,44,51,51,53,54,55,
1997-02,183,,,,,,,,,,,,,,,,,,,
1997-03,76,,,,,,,,,,,,,,,,,,,
1997-04,1,5,42,52,3,3,5,6,7,40,40,42,43,44,50,50,52,53,54,
1997-05,88,,,,,,,,,,,,,,,,,,,
1997-06,39,,,,,,,,,,,,,,,,,,,
1997-07,30,,,,,,,,,,,,,,,,,,,
1997-08,21,,,,,,,,,,,,,,,,,,,
1997-09,114,,,,,,,,,,,,,,,,,,,
1997-10,117,,,,,,,,,,,,,,,,,,,
1997-11,56,,,,,,,,,,,,,,,,,,,
1997-12,185,,,,,,,,,,,,,,,,,,,
1998-01,63,2,38,58,0,0,2,3,4,36,36,38,39,40,56,56,58,59,60,
1998-02,144,,,,,,,,,,,,,,,,,,,
1998-03,10,,,,,,,,,,,,,,,,,,,
1998-04,99,5,41,53,3,3,5,6,7,39,39,41,42,43,51,51,53,54,55,
1998-05,74,,,,,,,,,,,,,,,,,,,
1998-06,133,,,,,,,,,,,,,,,,,,,
1998-07,212,,,,,,,,,,,,,,,,,,,
1998-08,162,,,,,,,,,,,,,,,,,,,
1998-09,215,,,,,,,,,,,,,,,,,,,
1998-10,124,,,,,,,,,,,,,,,,,,,
1998-11,92,,,,,,,,,,,,,,,,,,,
1998-12,21,,,,,,,,,,,,,,,,,,,
1999-01,89,,,,,,,,,,,,,,,,,,,
1999-02,78,,,,,,,,,,,,,,,,,,,
1999-03,86,,,,,,,,,,,,,,,,,,,
1999-04,91,,,,,,,,,,,,,,,,,,,
1999-05,5,,,,,,,,,,,,,,,,,,,
1999-06,101,,,,,,,,,,,,,,,,,,,
1999-07,62,,,,,,,,,,,,,,,,,,,
1999-08,84,,,,,,,,,,,,,,,,,,,
1999-09,38,,,,,,,,,,,,,,,,,,,
1999-10,193,,,,,,,,,,,,,,,,,,,
1999-11,137,,,,,,,,,,,,,,,,,,,
1999-12,89,,,,,,,,,,,,,,,,,,,
2000-01,40,,,,,,,,,,,,,,,,,,,
2000-02,56,,,,,,,,,,,,,,,,,,,
2000-03,157,,,,,,,,,,,,,,,,,,,
2000-04,23,,,,,,,,,,,,,,,,,,,
2000-05,52,,,,,,,,,,,,,,,,,,,
2000-06,30,,,,,,,,,,,,,,,,,,,
2000-07,76,,,,,,,,,,,,,,,,,,,
2000-08,56,,,,,,,,,,,,,,,,,,,
2000-09,16,,,,,,,,,,,,,,,,,,,
2000-10,189,,,,,,,,,,,,,,,,,,,
2000-11,252,,,,,,,,,,,,,,,,,,,
2000-12,45,,,,,,,,,,,,,,,,,,,
2001-01,103,,,,,,,,,,,,,,,,,,,
2001-02,110,,,,,,,,,,,,,,,,,,,
2001-03,116,,,,,,,,,,,,,,,,,,,
2001-04,39,,,,,,,,,,,,,,,,,,,
2001-05,57,,,,,,,,,,,,,,,,,,,
2001-06,30,,,,,,,,,,,,,,,,,,,
2001-07,146,,,,,,,,,,,,,,,,,,,
2001-08,21,,,,,,,,,,,,,,,,,,,
2001-09,37,,,,,,,,,,,,,,,,,,,
2001-10,83,,,,,,,,,,,,,,,,,,,
2001-11,181,,,,,,,,,,,,,,,,,,,
2001-12,48,,,,,,,,,,,,,,,,,,,
2002-01,60,,,,,,,,,,,,,,,,,,,
2002-02,96,,,,,,,,,,,,,,,,,,,
2002-03,96,,,,,,,,,,,,,,,,,,,
2002-04,9,,,,,,,,,,,,,,,,,,,
2002-05,4,,,,,,,,,,,,,,,,,,,
2002-06,53,,,,,,,,,,,,,,,,,,,
2002-07,2,1,42.75229357798165,56.24770642201835,0,0,1,2,2,38,39,41,49,52,47,50,58,60,61,
2002-08,18,,,,,,,,,,,,,,,,,,,
2002-09,49,,,,,,,,,,,,,,,,,,,
2002-10,11,,,,,,,,,,,,,,,,,,,
2002-11,36,,,,,,,,,,,,,,,,,,,
2002-12,77,,,,,,,,,,,,,,,,,,,
2003-01,23,,,,,,,,,,,,,,,,,,,
2003-02,184,,,,,,,,,,,,,,,,,,,
2003-03,82,,,,,,,,,,,,,,,,,,,
2003-04,120,2,47.896,48.736,0,0,2,3,4,44,46,48,50,51,46,47,49,50,52,
2003-05,3,,,,,,,,,,,,,,,,,,,
2003-06,67,,,,,,,,,,,,,,,,,,,
2003-07,68,1.7460747157552787,45.44015080113101,51.72941176470588,0,0,2,3,4,30,38,46,53,57,38,45,51,61,66,
2003-08,103,,,,,,,,,,,,,,,,,,,
2003-09,2,,,,,,,,,,,,,,,,,,,
2003-10,80,2,28.208,67.792,0,0,2,3,4,24,25,27,32,34,62,64,69,71,72,
2003-11,54,,,,,,,,,,,,,,,,,,,
2003-12,49,,,,,,,,,,,,,,,,,,,
2004-01,238,2.1930693069306932,51.47405748413587,44.69589552238806,0,1,2,4,4,46,49,52,54,56,41,43,44,47,49,
2004-02,87,,,,,,,,,,,,,,,,,,,
2004-03,69,,,,,,,,,,,,,,,,,,,
2004-04,38,1.643198906356801,56.99007655231075,40.423349390762255,0,0,2,3,4,51,54,57,60,62,36,38,40,43,46,
2004-05,32,,,,,,,,,,,,,,,,,,,
2004-06,29,,,,,,,,,,,,,,,,,,,
2004-07,64,2.1477205447010066,55.76270255424334,40.88873626373626,0,1,2,4,5,50,52,55,59,63,34,37,41,45,47,
2004-08,58,,,,,,,,,,,,,,,,,,,
2004-09,89,,,,,,,,,,,,,,,,,,,
2004-10,84,2.7755102040816326,43.50198525241066,51.94042553191489,0,1,3,4,6,38,41,44,46,49,47,49,52,55,57,
2004-11,98,,,,,,,,,,,,,,,,,,,
2004-12,377,,,,,,,,,,,,,,,,,,,
2005-01,61,1.6881476683937824,56.505494505494504,40.64817357868717,0,0,2,3,4,52,54,57,59,61,36,38,40,43,45,
2005-02,92,,,,,,,,,,,,,,,,,,,
2005-03,14,,,,,,,,,,,,,,,,,,,
2005-04,2,1.8502552467385138,62.44913151364764,34.46688166708013,0,0,2,3,4,56,59,63,65,68,29,31,34,38,41,
2005-05,41,,,,,,,,,,,,,,,,,,,
2005-06,259,,,,,,,,,,,,,,,,,,,
2005-07,53,1.6345686512758202,56.88966030250434,40.29719672537832,0,0,2,3,4,49,53,57,60,63,35,37,40,43,47,
2005-08,44,,,,,,,,,,,,,,,,,,,
2005-09,118,,,,,,,,,,,,,,,,,,,
2005-10,77,2.296384270256004,46.2371619945423,49.858560794044664,0,1,2,4,5,40,44,47,49,52,45,47,50,52,54,
2005-11,133,,,,,,,,,,,,,,,,,,,
2005-12,125,,,,,,,,,,,,,,,,,,,
2006-01,71,1.8865227537922986,61.50905033473841,35.37019588395735,0,1,2,3,4,54,59,62,65,68,30,32,35,39,42,
2006-02,145,,,,,,,,,,,,,,,,,,,
2006-03,31,,,,,,,,,,,,,,,,,,,
2006-04,45,1.6523907304194778,62.14257376642698,35.05877976190476,0,0,2,3,4,57,60,63,65,66,31,33,35,37,41,
2006-05,0,,,,,,,,,,,,,,,,,,,
2006-06,71,,,,,,,,,,,,,,,,,,,
2006-07,110,1.3902925531914894,62.49566079841309,35.31209717402082,0,0,1,2,3,55,60,63,66,68,30,32,35,38,43,
2006-08,20,,,,,,,,,,,,,,,,,,,
2006-09,35,,,,,,,,,,,,,,,,,,,
2006-10,35,1.9251126126126126,54.43827466534457,42.08157698983387,0,1,2,3,4,48,51,55,57,60,37,39,42,45,48,
2006-11,58,,,,,,,,,,,,,,,,,,,
2006-12,33,,,,,,,,,,,,,,,,,,,
2007-01,66,33.5846764195388,1,65.41532358046119,25,30,34,37,41,0,0,1,2,2,58,62,65,69,74,
2007-02,83,,,,,,,,,,,,,,,,,,,
2007-03,80,,,,,,,,,,,,,,,,,,,
2007-04,42,19.03049082796232,2.6923297080709787,77.64186507936508,13,16,19,22,24,0,1,2,4,7,74,75,77,80,83,
2007-05,57,,,,,,,,,,,,,,,,,,,
2007-06,152,,,,,,,,,,,,,,,,,,,
2007-07,15,16.883184523809526,7.977695167286245,74.01215277777777,11,13,17,20,23,1,3,7,14,16,69,71,74,77,80,
