date,rain(mm),bare_mean,green_mean,non_green_mean,bare5percentile,bare20percentile,bare50percentile,bare80percentile,bare95percentile,green5percentile,green20percentile,green50percentile,green80percentile,green95percentile,nongreen5percentile,nongreen20percentile,nongreen50percentile,nongreen80percentile,nongreen95percentile
1996-02,7,,,,,,,,,,,,,,,,,,,
1996-03,19,,,,,,,,,,,,,,,,,,,
1996-04,1,84.77084386053562,1.4132427843803057,13.658154235145386,74,79,85,91,94,0,0,1,2,3,5,8,13,19,24,
1996-05,2,,,,,,,,,,,,,,,,,,,
1996-06,12,,,,,,,,,,,,,,,,,,,
1996-07,23,,,,,,,,,,,,,,,,,,,
1996-08,6,,,,,,,,,,,,,,,,,,,
1996-09,29,,,,,,,,,,,,,,,,,,,
1996-10,6,84.23143001515918,1.7916792282182694,13.593584238444052,74,77,86,89,91,0,0,2,3,4,7,9,12,20,23,
1996-11,2,,,,,,,,,,,,,,,,,,,
1996-12,13,,,,,,,,,,,,,,,,,,,
1997-01,40,83.79499494438826,1.5359947643979057,14.2739898989899,74,79,84,89,92,0,0,1,3,3,6,9,14,19,23,
1997-02,152,,,,,,,,,,,,,,,,,,,
1997-03,3,,,,,,,,,,,,,,,,,,,
1997-04,0,80.81082448153768,2.461256863941428,16.493046776232617,65,72,82,89,91,0,1,2,3,8,7,9,16,23,29,
1997-05,21,,,,,,,,,,,,,,,,,,,
1997-06,3,,,,,,,,,,,,,,,,,,,
1997-07,0,81.13084112149532,1.5468200703100032,16.85768452982811,70,73,82,88,92,0,0,1,3,3,6,10,16,25,28,
1997-08,9,,,,,,,,,,,,,,,,,,,
1997-09,19,,,,,,,,,,,,,,,,,,,
1997-10,8,82.98003538033863,1.5231679263884326,15.051554207733131,73,77,84,88,91,0,0,1,3,3,7,10,14,21,25,
1997-11,13,,,,,,,,,,,,,,,,,,,
1997-12,14,,,,,,,,,,,,,,,,,,,
1998-01,32,,,,,,,,,,,,,,,,,,,
1998-02,34,,,,,,,,,,,,,,,,,,,
1998-03,1,,,,,,,,,,,,,,,,,,,
1998-04,7,86.2817791256002,1.3399790136411334,12.015166835187058,79,82,86,91,93,0,0,1,2,3,5,8,12,16,19,
1998-05,6,,,,,,,,,,,,,,,,,,,
1998-06,4,,,,,,,,,,,,,,,,,,,
1998-07,31,,,,,,,,,,,,,,,,,,,
1998-08,7,,,,,,,,,,,,,,,,,,,
1998-09,50,,,,,,,,,,,,,,,,,,,
1998-10,7,81.15440990649482,1.9729133858267716,16.51604751074046,66,72,84,88,92,0,0,2,3,5,7,10,15,24,30,
1998-11,21,,,,,,,,,,,,,,,,,,,
1998-12,9,,,,,,,,,,,,,,,,,,,
1999-01,10,83.55392775953524,1.7197549770290965,14.204447814000506,74,80,84,88,91,0,0,2,3,4,8,10,14,18,22,
1999-02,9,,,,,,,,,,,,,,,,,,,
1999-03,6,,,,,,,,,,,,,,,,,,,
1999-04,1,,,,,,,,,,,,,,,,,,,
1999-05,5,,,,,,,,,,,,,,,,,,,
1999-06,3,,,,,,,,,,,,,,,,,,,
1999-07,3,84.14675423086638,1.2897297297297297,14.280262825372757,76,79,85,89,91,0,0,1,2,3,7,10,13,19,22,
1999-08,7,,,,,,,,,,,,,,,,,,,
1999-09,5,,,,,,,,,,,,,,,,,,,
1999-10,16,83.65553869499242,1.4462098642833499,14.411630847029077,75,79,84,88,91,0,0,1,3,3,7,10,14,19,23,
1999-11,8,,,,,,,,,,,,,,,,,,,
1999-12,47,,,,,,,,,,,,,,,,,,,
2000-01,4,73.80030333670373,1.4685222001325382,24.27445034116755,51,65,77,82,87,0,0,1,3,3,10,16,20,34,48,
2000-02,111,,,,,,,,,,,,,,,,,,,
2000-03,6,,,,,,,,,,,,,,,,,,,
2000-04,28,82.1242738065168,1.5136524253132027,15.832533468047487,67,76,84,88,90,0,0,1,3,3,8,10,14,21,29,
2000-05,21,,,,,,,,,,,,,,,,,,,
2000-06,2,,,,,,,,,,,,,,,,,,,
2000-07,6,,,,,,,,,,,,,,,,,,,
2000-08,12,,,,,,,,,,,,,,,,,,,
2000-09,4,,,,,,,,,,,,,,,,,,,
2000-10,17,70.35353535353535,5.3895348837209305,23.063937326257264,59,64,70,77,84,1,3,5,8,10,13,19,23,27,32,
2000-11,14,,,,,,,,,,,,,,,,,,,
2000-12,18,,,,,,,,,,,,,,,,,,,
2001-01,19,78.46171341925701,2.120125249074865,18.82823945440768,67,73,79,85,88,0,1,2,3,5,10,13,19,24,29,
2001-02,24,,,,,,,,,,,,,,,,,,,
2001-03,6,,,,,,,,,,,,,,,,,,,
2001-04,3,76.84869916645617,1.8371880706025563,20.901718039413847,65,69,77,86,89,0,1,2,3,4,9,12,21,29,32,
2001-05,4,,,,,,,,,,,,,,,,,,,
2001-06,61,,,,,,,,,,,,,,,,,,,
2001-07,4,73.5529174033847,2.3930053349140485,23.747474747474747,52,60,77,83,88,0,1,2,4,6,10,15,20,37,44,
2001-08,3,,,,,,,,,,,,,,,,,,,
2001-09,8,,,,,,,,,,,,,,,,,,,
2001-10,35,75.94821924728467,4.209643605870021,18.566986855409503,64,70,75,84,88,0,2,4,6,8,10,13,19,23,28,
2001-11,3,,,,,,,,,,,,,,,,,,,
2001-12,16,,,,,,,,,,,,,,,,,,,
2002-01,21,78.37402072276977,1.7473396169048343,19.394490775840282,66,73,78,85,89,0,0,2,3,4,9,13,20,25,30,
2002-02,9,,,,,,,,,,,,,,,,,,,
2002-03,1,,,,,,,,,,,,,,,,,,,
2002-04,2,80.6158320687911,2.0362965241464166,16.95954487989886,67,73,82,88,91,0,0,2,3,6,7,10,15,24,31,
2002-05,7,,,,,,,,,,,,,,,,,,,
2002-06,2,,,,,,,,,,,,,,,,,,,
2002-07,2,80.97926675094817,1.5506649778340722,17.103744939271255,70,74,79,90,94,0,0,2,3,3,5,8,18,24,28,
2002-08,1,,,,,,,,,,,,,,,,,,,
2002-09,2,,,,,,,,,,,,,,,,,,,
2002-10,1,82.17180394138454,1.664778092540132,15.704470825966153,74,78,82,87,90,0,0,2,3,4,8,11,15,20,24,
2002-11,7,,,,,,,,,,,,,,,,,,,
2002-12,9,,,,,,,,,,,,,,,,,,,
2003-01,6,83.50922415971695,1.489835430784124,14.557099545224862,76,79,84,88,90,0,0,1,3,3,8,11,14,19,22,
2003-02,68,,,,,,,,,,,,,,,,,,,
2003-03,0,,,,,,,,,,,,,,,,,,,
2003-04,17,82.09906494819307,1.5746592317224288,15.849380844073794,72,77,83,88,90,0,0,2,3,3,9,11,15,21,25,
2003-05,8,,,,,,,,,,,,,,,,,,,
2003-06,8,,,,,,,,,,,,,,,,,,,
2003-07,4,81.47661188369153,1.4686084142394822,16.53665318503539,70,74,82,88,91,0,0,1,3,3,7,10,16,24,28,
2003-08,33,,,,,,,,,,,,,,,,,,,
2003-09,5,,,,,,,,,,,,,,,,,,,
2003-10,10,80.71630847029077,1.5624803273528487,17.237035163167214,74,77,80,86,90,0,0,2,3,3,9,12,18,21,24,
2003-11,8,,,,,,,,,,,,,,,,,,,
2003-12,12,,,,,,,,,,,,,,,,,,,
2004-01,4,82.71652349671551,1.465071151358344,15.37250442254233,76,78,83,87,90,0,0,1,3,3,8,11,15,20,22,
2004-02,13,,,,,,,,,,,,,,,,,,,
2004-03,1,,,,,,,,,,,,,,,,,,,
2004-04,3,87.13675429726997,1.4600908500973393,10.969176351692774,82,85,87,90,92,0,0,1,3,3,6,9,11,13,16,
2004-05,17,,,,,,,,,,,,,,,,,,,
2004-06,23,,,,,,,,,,,,,,,,,,,
2004-07,3,82.18448319433915,1.4689320388349514,15.9077817079333,73,76,83,88,90,0,0,1,3,3,8,10,15,22,25,
2004-08,12,,,,,,,,,,,,,,,,,,,
2004-09,4,,,,,,,,,,,,,,,,,,,
2004-10,11,84.24525916561315,1.4655674102812803,13.845764854614412,79,81,84,88,91,0,0,1,3,3,8,10,14,17,19,
2004-11,6,,,,,,,,,,,,,,,,,,,
2004-12,12,,,,,,,,,,,,,,,,,,,
2005-01,11,85.3173198482933,1.4655674102812803,12.773704171934261,80,82,85,88,92,0,0,1,3,3,7,10,13,16,18,
2005-02,3,,,,,,,,,,,,,,,,,,,
2005-03,1,,,,,,,,,,,,,,,,,,,
2005-04,1,87.39387806729067,1.427956276912885,10.788874841972188,82,85,87,90,93,0,0,1,3,3,5,8,11,13,16,
2005-05,2,,,,,,,,,,,,,,,,,,,
2005-06,26,,,,,,,,,,,,,,,,,,,
2005-07,30,85.22376738305942,1.4768190598840953,12.759797724399494,79,81,85,89,93,0,0,1,3,3,6,9,13,17,19,
2005-08,4,,,,,,,,,,,,,,,,,,,
2005-09,22,,,,,,,,,,,,,,,,,,,
2005-10,21,83.09070237493684,1.6744402985074627,14.743369537762062,77,79,84,87,89,0,0,2,3,4,9,11,14,19,21,
2005-11,5,,,,,,,,,,,,,,,,,,,
2005-12,15,,,,,,,,,,,,,,,,,,,
2006-01,22,83.94492167761496,1.523222748815166,13.97043961596766,78,80,84,88,91,0,0,2,3,3,8,10,14,17,20,
2006-02,13,,,,,,,,,,,,,,,,,,,
2006-03,3,,,,,,,,,,,,,,,,,,,
2006-04,11,85.31043192725436,1.4655674102812803,12.781202627589693,80,82,85,88,91,0,0,1,3,3,7,10,13,16,18,
2006-05,1,,,,,,,,,,,,,,,,,,,
2006-06,3,,,,,,,,,,,,,,,,,,,
2006-07,12,85.10383921669673,1.4082051282051282,13.052048441123421,79,81,85,88,92,0,0,1,3,3,7,10,13,17,19,
2006-08,0,,,,,,,,,,,,,,,,,,,
2006-09,1,,,,,,,,,,,,,,,,,,,
2006-10,4,86.6798143851508,1.5279742765273312,11.309536082474226,81,84,87,89,92,0,0,2,3,3,6,9,11,14,17,
2006-11,5,,,,,,,,,,,,,,,,,,,
2006-12,30,,,,,,,,,,,,,,,,,,,
2007-01,57,85.07858799278536,1.4643799472295516,13.014948453608248,80,82,85,88,91,0,0,1,3,3,7,10,13,16,18,
2007-02,0,,,,,,,,,,,,,,,,,,,
2007-03,14,,,,,,,,,,,,,,,,,,,
2007-04,7,87.19386439804073,1.4109215017064847,11.03094378545642,81,85,87,90,93,0,0,1,3,3,6,8,11,14,17,
2007-05,22,,,,,,,,,,,,,,,,,,,
2007-06,1,,,,,,,,,,,,,,,,,,,
2007-07,2,87.40092759598042,1.4516129032258065,10.73537748003092,82,84,87,91,93,0,0,1,3,3,5,7,11,14,16,
2007-08,2,,,,,,,,,,,,,,,,,,,
2007-09,1,,,,,,,,,,,,,,,,,,,
2007-10,7,87.50824742268041,1.4633663366336633,10.587113402061856,83,85,87,90,92,0,0,1,3,3,6,8,11,13,15,
2007-11,11,,,,,,,,,,,,,,,,,,,
2007-12,12,,,,,,,,,,,,,,,,,,,
2008-01,4,87.32542547705003,1.4643799472295516,10.767405879319236,83,85,87,89,92,0,0,1,3,3,7,9,11,13,15,
2008-02,9,,,,,,,,,,,,,,,,,,,
2008-03,1,,,,,,,,,,,,,,,,,,,
2008-04,2,90.02861562258315,1.4613350958360873,8.167311162670792,86,88,90,92,94,0,0,1,3,3,4,6,8,10,12,
2008-05,3,,,,,,,,,,,,,,,,,,,
2008-06,16,,,,,,,,,,,,,,,,,,,
2008-07,3,89.92472846678454,1.4620868438107582,8.272290982571356,85,88,90,92,94,0,0,1,3,3,4,6,8,11,13,
2008-08,14,,,,,,,,,,,,,,,,,,,
2008-09,2,,,,,,,,,,,,,,,,,,,
2008-10,2,90.84003032600455,1.406847935548842,7.4855915065722956,87,89,91,93,94,0,0,1,3,3,4,6,7,9,11,
2008-11,37,,,,,,,,,,,,,,,,,,,
2008-12,41,,,,,,,,,,,,,,,,,,,
2009-01,5,89.16018191005558,1.4258706467661693,9.115715007579587,85,87,89,91,93,0,0,1,3,3,5,7,9,11,13,
2009-02,1,,,,,,,,,,,,,,,,,,,
2009-03,3,,,,,,,,,,,,,,,,,,,
2009-04,21,89.99166034874905,1.4258706467661693,8.371652349671551,87,88,90,92,93,0,0,1,3,3,5,7,8,10,11,
2009-05,8,,,,,,,,,,,,,,,,,,,
2009-06,7,,,,,,,,,,,,,,,,,,,
2009-07,5,91.02705436156764,1.3818615751789975,7.263650151668352,86,89,91,94,96,0,0,1,2,3,3,5,7,10,12,
2009-08,4,,,,,,,,,,,,,,,,,,,
2009-09,21,,,,,,,,,,,,,,,,,,,
2009-10,3,89.89866060146576,1.2735540196435067,8.618746841839313,86,88,90,92,94,0,0,1,2,3,5,7,9,11,12,
2009-11,29,,,,,,,,,,,,,,,,,,,
2009-12,33,,,,,,,,,,,,,,,,,,,
2010-01,8,88.28885519332827,1.5042763157894736,9.847611827141774,83,85,88,92,94,0,0,1,3,3,5,7,10,12,14,
2010-02,96,,,,,,,,,,,,,,,,,,,
2010-03,16,,,,,,,,,,,,,,,,,,,
2010-04,33,78.09355246523388,3.3021064301552108,17.566700353713998,68,72,77,85,90,0,1,3,5,7,8,11,17,24,29,
2010-05,19,,,,,,,,,,,,,,,,,,,
2010-06,2,,,,,,,,,,,,,,,,,,,
2010-07,36,77.21424962102071,1.41683638832315,21.077331311599696,62,71,79,83,89,0,0,1,2,3,9,15,19,27,35,
2010-08,23,,,,,,,,,,,,,,,,,,,
2010-09,53,,,,,,,,,,,,,,,,,,,
2010-10,51,75.4330808080808,5.346876587100051,18.19878757261935,67,71,76,80,82,1,3,5,8,10,12,14,18,22,25,
2010-11,39,,,,,,,,,,,,,,,,,,,
2010-12,41,,,,,,,,,,,,,,,,,,,
2011-01,37,61.04500632111252,13.88495575221239,23.838725985844288,47,55,62,67,74,8,11,14,17,18,15,19,22,29,35,
2011-02,109,,,,,,,,,,,,,,,,,,,
2011-03,56,,,,,,,,,,,,,,,,,,,
2011-04,2,55.71403286978508,18.115549936788874,24.978519080111194,33,48,55,66,73,8,12,19,23,25,14,18,24,31,43,
2011-05,7,,,,,,,,,,,,,,,,,,,
2011-06,1,,,,,,,,,,,,,,,,,,,
2011-07,6,56.24374209860935,6.206090837490155,36.56322711178554,44,48,55,65,72,1,3,6,9,12,23,28,34,48,52,
2011-08,4,,,,,,,,,,,,,,,,,,,
2011-09,5,,,,,,,,,,,,,,,,,,,
2011-10,9,62.858550138923974,3.6552440290758046,32.539802880970434,48,56,64,70,78,0,2,4,5,7,19,25,31,41,49,
2011-11,18,,,,,,,,,,,,,,,,,,,
2011-12,28,,,,,,,,,,,,,,,,,,,
2012-01,32,,,,,,,,,,,,,,,,,,,
2012-02,132,,,,,,,,,,,,,,,,,,,
2012-03,43,,,,,,,,,,,,,,,,,,,
2012-04,1,62.71410483666751,5.078363198716234,31.489620253164556,41,49,65,74,77,0,2,5,7,11,21,24,29,39,52,
2012-05,3,,,,,,,,,,,,,,,,,,,
2012-06,17,,,,,,,,,,,,,,,,,,,
2012-07,11,64.21837919717242,2.2160940325497287,33.22457734039869,45,53,66,75,81,0,1,2,4,5,18,23,32,43,52,
2012-08,4,,,,,,,,,,,,,,,,,,,
2012-09,1,,,,,,,,,,,,,,,,,,,
2012-10,1,66.74285714285715,4.307791205965544,28.03263344295472,53,62,66,73,80,0,2,4,6,9,17,21,28,33,43,
2012-11,8,,,,,,,,,,,,,,,,,,,
2012-12,6,,,,,,,,,,,,,,,,,,,
2013-01,2,71.17273646939807,1.8913868613138687,26.27488630621526,62,67,71,76,82,0,0,2,3,4,16,22,27,31,34,
2013-02,27,,,,,,,,,,,,,,,,,,,
2013-03,17,,,,,,,,,,,,,,,,,,,
2013-04,4,76.08897876643074,1.3306366514245516,22.327599291677206,61,72,76,82,86,0,0,1,2,3,12,16,22,26,37,
2013-05,14,,,,,,,,,,,,,,,,,,,
2013-06,29,,,,,,,,,,,,,,,,,,,
2013-07,6,70.68645780697322,1.7877269881026925,27.15701643489254,55,61,71,81,84,0,0,2,3,4,14,17,27,35,44,
2013-08,2,,,,,,,,,,,,,,,,,,,
2013-09,2,,,,,,,,,,,,,,,,,,,
2013-10,4,76.198432760364,1.6195121951219513,21.62572656052565,67,70,77,80,85,0,0,2,3,4,13,17,21,28,31,
2013-11,0,,,,,,,,,,,,,,,,,,,
2013-12,22,,,,,,,,,,,,,,,,,,,
2014-01,7,77.9294920394238,1.4996757457846952,20.165782158200656,69,74,79,82,85,0,0,1,3,3,13,16,20,25,29,
2014-02,52,,,,,,,,,,,,,,,,,,,
2014-03,3,,,,,,,,,,,,,,,,,,,
2014-04,36,75.13021491782554,1.783348254252462,22.417804754678805,64,68,76,81,86,0,0,2,3,4,12,16,22,29,33,
2014-05,13,,,,,,,,,,,,,,,,,,,
2014-06,2,,,,,,,,,,,,,,,,,,,
2014-07,2,78.17563810967906,1.2964824120603016,20.299646286003032,73,74,77,82,87,0,0,1,2,3,11,16,21,24,26,
2014-08,16,,,,,,,,,,,,,,,,,,,
2014-09,14,,,,,,,,,,,,,,,,,,,
2014-10,0,80.22213798332069,1.36783988957902,17.856024248547612,72,76,80,84,90,0,0,1,2,3,9,14,18,22,27,
2014-11,6,,,,,,,,,,,,,,,,,,,
2014-12,10,,,,,,,,,,,,,,,,,,,
2015-01,173,77.2104066683506,3.0277777777777777,19.24216380182002,63,70,78,84,87,0,1,3,5,8,12,14,18,25,29,
2015-02,1,,,,,,,,,,,,,,,,,,,
2015-03,0,,,,,,,,,,,,,,,,,,,
2015-04,13,76.06828528072838,2.374561403508772,20.953717754172988,61,68,77,84,88,0,1,2,4,5,10,14,20,30,34,
2015-05,36,,,,,,,,,,,,,,,,,,,
2015-06,20,,,,,,,,,,,,,,,,,,,
2015-07,1,68.45918625221127,3.562343793390725,27.351112234580384,49,60,68,79,85,0,2,3,6,7,13,20,27,34,47,
2015-08,2,,,,,,,,,,,,,,,,,,,
2015-09,1,,,,,,,,,,,,,,,,,,,
2015-10,2,72.34479271991911,3.7974170676120536,22.846698709840627,64,67,72,79,82,1,2,4,5,7,14,18,23,27,32,
2015-11,19,,,,,,,,,,,,,,,,,,,
2015-12,54,,,,,,,,,,,,,,,,,,,
2016-01,34,74.45725847243298,2.98311345646438,21.773565832701543,63,68,74,82,85,0,1,3,5,6,13,16,21,27,32,
2016-02,7,,,,,,,,,,,,,,,,,,,
2016-03,27,,,,,,,,,,,,,,,,,,,
2016-04,1,72.48711470439616,2.090365050867744,24.76870576339737,63,67,72,77,85,0,1,2,3,5,13,20,25,30,34,
2016-05,51,,,,,,,,,,,,,,,,,,,
2016-06,17,,,,,,,,,,,,,,,,,,,
2016-07,4,59.655041698256255,8.753414264036419,30.22649140546006,39,53,61,69,75,4,6,8,13,15,17,24,29,37,47,
2016-08,32,,,,,,,,,,,,,,,,,,,
2016-09,57,,,,,,,,,,,,,,,,,,,
2016-10,2,68.12977485454086,7.012386248736097,23.543362831858406,57,63,68,75,79,3,5,7,9,12,16,19,23,27,34,
2016-11,5,,,,,,,,,,,,,,,,,,,
2016-12,85,,,,,,,,,,,,,,,,,,,
2017-01,70,64.47533518846446,9.241658240647117,25.154701718907987,51,58,66,70,73,3,6,9,12,15,18,21,25,30,33,
2017-02,2,,,,,,,,,,,,,,,,,,,
2017-03,0,,,,,,,,,,,,,,,,,,,
2017-04,17,62.20222728423184,10.240202275600506,26.534042014679827,50,55,62,68,75,6,8,10,13,15,17,21,26,31,42,
2017-05,1,,,,,,,,,,,,,,,,,,,
2017-06,11,,,,,,,,,,,,,,,,,,,
2017-07,6,57.22244691607685,7.818275684047496,34.098078867542974,45,49,59,64,68,2,5,8,11,13,23,26,33,43,50,
2017-08,6,,,,,,,,,,,,,,,,,,,
2017-09,3,,,,,,,,,,,,,,,,,,,
2017-10,4,71.21663296258848,3.2875547539293994,24.137695805962608,58,65,72,77,81,0,1,3,5,7,16,19,23,29,37,
2017-11,8,,,,,,,,,,,,,,,,,,,
2017-12,2,,,,,,,,,,,,,,,,,,,
2018-01,9,72.90341340075854,3.3310898265596687,22.67878787878788,63,67,73,78,83,0,2,3,5,7,14,18,22,29,33,
2018-02,2,,,,,,,,,,,,,,,,,,,
2018-03,2,,,,,,,,,,,,,,,,,,,
2018-04,1,75.56702073849267,1.6472668810289388,22.320192064695476,66,70,75,82,86,0,0,2,3,4,12,16,23,28,32,
2018-05,5,,,,,,,,,,,,,,,,,,,
2018-06,2,,,,,,,,,,,,,,,,,,,
2018-07,0,77.80965621840242,1.2773139745916515,20.675682507583417,67,70,79,85,89,0,0,1,2,3,9,14,20,28,31,
2018-08,5,,,,,,,,,,,,,,,,,,,
2018-09,0,,,,,,,,,,,,,,,,,,,
2018-10,4,80.56695300656898,1.4529058116232465,17.643579373104146,74,77,81,84,87,0,0,1,3,3,11,14,17,22,24,
2018-11,37,,,,,,,,,,,,,,,,,,,
2018-12,4,,,,,,,,,,,,,,,,,,,
2019-01,3,80.36880687563195,1.4305555555555556,17.721253474854688,75,77,80,83,86,0,0,1,3,3,12,15,18,21,23,
2019-02,1,,,,,,,,,,,,,,,,,,,
2019-03,2,,,,,,,,,,,,,,,,,,,
