date,rain(mm),bare_mean,green_mean,non_green_mean,bare5percentile,bare20percentile,bare50percentile,bare80percentile,bare95percentile,green5percentile,green20percentile,green50percentile,green80percentile,green95percentile,nongreen5percentile,nongreen20percentile,nongreen50percentile,nongreen80percentile,nongreen95percentile
1988-01,62,,,,,,,,,,,,,,,,,,,
1988-02,78,,,,,,,,,,,,,,,,,,,
1988-03,82,,,,,,,,,,,,,,,,,,,
1988-04,22,,,,,,,,,,,,,,,,,,,
1988-05,5,,,,,,,,,,,,,,,,,,,
1988-06,0,,,,,,,,,,,,,,,,,,,
1988-07,0,,,,,,,,,,,,,,,,,,,
1988-08,0,,,,,,,,,,,,,,,,,,,
1988-09,0,,,,,,,,,,,,,,,,,,,
1988-10,4,,,,,,,,,,,,,,,,,,,
1988-11,38,,,,,,,,,,,,,,,,,,,
1988-12,210,,,,,,,,,,,,,,,,,,,
1989-01,116,,,,,,,,,,,,,,,,,,,
1989-02,55,,,,,,,,,,,,,,,,,,,
1989-03,265,,,,,,,,,,,,,,,,,,,
1989-04,7,,,,,,,,,,,,,,,,,,,
1989-05,0,,,,,,,,,,,,,,,,,,,
1989-06,7,,,,,,,,,,,,,,,,,,,
1989-07,0,,,,,,,,,,,,,,,,,,,
1989-08,0,,,,,,,,,,,,,,,,,,,
1989-09,0,,,,,,,,,,,,,,,,,,,
1989-10,4,,,,,,,,,,,,,,,,,,,
1989-11,23,,,,,,,,,,,,,,,,,,,
1989-12,39,,,,,,,,,,,,,,,,,,,
1990-01,79,,,,,,,,,,,,,,,,,,,
1990-02,85,,,,,,,,,,,,,,,,,,,
1990-03,22,,,,,,,,,,,,,,,,,,,
1990-04,10,35.642752562225475,5.265560165975104,57.75506715506715,29,31,35,41,44,1,3,5,8,10,48,52,58,63,66,
1990-05,13,,,,,,,,,,,,,,,,,,,
1990-06,0,,,,,,,,,,,,,,,,,,,
1990-07,0,36.58199121522694,2.2736748064324,60.86652025378233,31,33,35,38,49,0,0,2,3,7,48,59,62,65,67,
1990-08,0,,,,,,,,,,,,,,,,,,,
1990-09,0,,,,,,,,,,,,,,,,,,,
1990-10,1,,,,,,,,,,,,,,,,,,,
1990-11,5,,,,,,,,,,,,,,,,,,,
1990-12,56,,,,,,,,,,,,,,,,,,,
1991-01,394,,,,,,,,,,,,,,,,,,,
1991-02,313,,,,,,,,,,,,,,,,,,,
1991-03,34,,,,,,,,,,,,,,,,,,,
1991-04,32,21.904761904761905,35.879120879120876,40.875244140625,15,19,22,25,27,20,31,37,41,49,32,34,41,46,56,
1991-05,0,,,,,,,,,,,,,,,,,,,
1991-06,0,,,,,,,,,,,,,,,,,,,
1991-07,0,24.228948010739565,23.71372740595994,50.328609821646715,12,21,25,29,32,9,16,25,30,33,33,42,48,62,68,
1991-08,0,,,,,,,,,,,,,,,,,,,
1991-09,0,,,,,,,,,,,,,,,,,,,
1991-10,0,36.588623046875,13.234978016609674,48.75835977544545,28,31,37,41,45,6,11,14,16,18,41,44,49,54,56,
1991-11,79,,,,,,,,,,,,,,,,,,,
1991-12,98,,,,,,,,,,,,,,,,,,,
1992-01,109,38.341796875,13.298974108451393,46.97900903099829,30,35,39,42,44,7,10,14,16,18,39,42,46,53,56,
1992-02,134,,,,,,,,,,,,,,,,,,,
1992-03,23,,,,,,,,,,,,,,,,,,,
1992-04,4,30.99682849475482,9.439345075663606,57.97215437225208,25,27,30,35,38,1,5,10,13,16,46,52,59,62,67,
1992-05,8,,,,,,,,,,,,,,,,,,,
1992-06,0,,,,,,,,,,,,,,,,,,,
1992-07,0,33.50122010736945,7.07125,58.146341463414636,21,29,34,39,42,2,4,7,10,12,48,53,59,62,69,
1992-08,0,,,,,,,,,,,,,,,,,,,
1992-09,5,,,,,,,,,,,,,,,,,,,
1992-10,9,40.21137417622651,1.0272982737856282,58.78862582377349,32,36,41,45,48,0,0,1,2,2,51,54,58,63,67,
1992-11,11,,,,,,,,,,,,,,,,,,,
1992-12,83,,,,,,,,,,,,,,,,,,,
1993-01,332,36,9.107151574322675,53.44268292682927,29,32,35,40,45,4,6,8,12,16,45,49,53,59,61,
1993-02,386,,,,,,,,,,,,,,,,,,,
1993-03,30,,,,,,,,,,,,,,,,,,,
1993-04,4,,,,,,,,,,,,,,,,,,,
1993-05,7,,,,,,,,,,,,,,,,,,,
1993-06,0,,,,,,,,,,,,,,,,,,,
1993-07,0,23.142996583699365,19.985588666340988,55.3447265625,16,19,24,27,28,4,12,22,28,31,44,47,54,65,72,
1993-08,0,,,,,,,,,,,,,,,,,,,
1993-09,0,,,,,,,,,,,,,,,,,,,
1993-10,5,29.43934255152622,11.63690942312712,57.67676240208877,22,26,29,33,38,4,7,12,16,18,50,53,58,62,67,
1993-11,40,,,,,,,,,,,,,,,,,,,
1993-12,148,,,,,,,,,,,,,,,,,,,
1994-01,80,29.614634146341462,18.1982421875,50.721503539175,25,27,29,31,41,3,13,20,24,27,36,45,50,56,69,
1994-02,117,,,,,,,,,,,,,,,,,,,
1994-03,124,,,,,,,,,,,,,,,,,,,
1994-04,0,25.436660971442517,13.887966804979254,59.06028801562119,16,23,26,29,32,5,9,15,18,22,49,53,60,64,68,
1994-05,0,,,,,,,,,,,,,,,,,,,
1994-06,0,,,,,,,,,,,,,,,,,,,
1994-07,0,29.43509028794534,7.036394723986321,62.06246949731576,21,24,30,34,36,2,4,7,10,12,56,58,62,66,69,
1994-08,0,,,,,,,,,,,,,,,,,,,
1994-09,0,,,,,,,,,,,,,,,,,,,
1994-10,1,29.944119082479258,2.950399559107192,66.04682926829268,21,25,30,34,40,0,1,3,5,8,57,61,65,72,75,
1994-11,58,,,,,,,,,,,,,,,,,,,
1994-12,105,,,,,,,,,,,,,,,,,,,
1995-01,184,,,,,,,,,,,,,,,,,,,
1995-02,140,,,,,,,,,,,,,,,,,,,
1995-03,214,,,,,,,,,,,,,,,,,,,
1995-04,18,14.305589455699293,28.20673663656334,56.072474377745245,5,8,16,19,23,18,24,28,32,38,47,50,55,60,74,
1995-05,5,,,,,,,,,,,,,,,,,,,
1995-06,0,,,,,,,,,,,,,,,,,,,
1995-07,0,18.017569546120058,15.840498290180753,64.92972181551977,10,14,19,21,24,3,8,18,21,25,55,57,65,73,78,
1995-08,0,,,,,,,,,,,,,,,,,,,
1995-09,2,,,,,,,,,,,,,,,,,,,
1995-10,1,,,,,,,,,,,,,,,,,,,
1995-11,33,,,,,,,,,,,,,,,,,,,
1995-12,74,,,,,,,,,,,,,,,,,,,
1996-01,260,,,,,,,,,,,,,,,,,,,
1996-02,186,,,,,,,,,,,,,,,,,,,
1996-03,161,,,,,,,,,,,,,,,,,,,
1996-04,36,,,,,,,,,,,,,,,,,,,
1996-05,8,,,,,,,,,,,,,,,,,,,
