"","X","site_unique","green","brown","bare","other","error","site_location_name","visit_start_date","time","pv_filter","npv_filter","bs_filter","pv_filter_percentile","npv_filter_percentile","bs_filter_percentile"
"128",131,"NTAFIN0004-53624",63,17.3,19.7,0,0,"NTAFIN0004","2011-10-06","2011-10-18",11.3692964596244,58.0023350655207,29.297418177035,0.363564668769716,0.986593059936908,0.178233438485804
"129",132,"NTAFIN0004-58010",38.4,36,25.5,0,0,"NTAFIN0004","2016-03-02","2016-03-05",14.1294738770587,51.8313912078859,32.6059522035616,0.623028391167192,0.623817034700315,0.353312302839117
"130",133,"NTAFIN0004-58789",39.3,35.8,24.8,0.1,0,"NTAFIN0004","2019-05-26","2019-05-26",11.5844274404629,51.8887088143976,35.1627515930869,0.38801261829653,0.633280757097792,0.555993690851735
"131",134,"NTAFIN0005-53625",39.7,31.8,28.5,0,0,"NTAFIN0005","2011-10-05","2011-10-18",3.83515163093577,59.2013310278582,35.560683917966,0.0131375579598145,0.984544049459042,0.0370942812982998
"132",135,"NTAFIN0005-58011",14.7,28.1,57.2,0,0,"NTAFIN0005","2016-03-06","2016-03-05",10.4929420548618,31.5049476784053,56.3988579494682,0.701700154559505,0.436630602782071,0.504636785162287
"133",136,"NTAFIN0005-58736",16.8,20.9,62,0.3,0,"NTAFIN0005","2019-05-25","2019-05-25",8.1611070817715,31.7365254714279,58.3550006494966,0.370942812982998,0.450540958268934,0.574961360123648
"134",137,"NTAFIN0006-53626",2.4,43.4,54.3,0,0,"NTAFIN0006","2011-10-07","2011-10-18",7.66847300472692,23.8361872956729,66.8939142103331,0.0967993754879001,0.202966432474629,0.964090554254489
"135",138,"NTAFIN0006-58012",12.3,27,60.7,0,0,"NTAFIN0006","2016-03-06","2016-03-05",13.8364277208839,27.0905029335949,57.2427456753687,0.537861046057767,0.338017174082748,0.622170179547229
"136",139,"NTAFIN0006-58737",26,14.3,59.2,0.5,0,"NTAFIN0006","2019-05-26","2019-05-26",13.6465799216243,21.5938972482593,63.0463790079795,0.512099921935988,0.12256049960968,0.87743950039032
"137",140,"NTAFIN0007-53627",9.1,50.2,40.7,NA,4,"NTAFIN0007","2011-10-12","2011-10-18",5.68323456728945,29.9040587895032,62.744958137828,0.108177172061329,0.747018739352641,0.436967632027257
"138",141,"NTAFIN0007-58013",16.4,40.5,43.1,NA,4,"NTAFIN0007","2016-03-02","2016-03-05",10.1076661682866,25.9172299745381,62.0824926644015,0.590289608177172,0.603066439522998,0.409710391822828
"139",142,"NTAFIN0007-58715",14,38,48,NA,4,"NTAFIN0007","2019-05-28","2019-05-10",7.33930589534195,21.4315453895917,69.3667626491052,0.235093696763203,0.374787052810903,0.695059625212947
"140",143,"NTAFIN0008-53628",12,35.5,52.5,0,0,"NTAFIN0008","2011-10-13","2011-10-18",6.37497739221865,34.7072276338359,57.3416322900638,0.536106750392465,0.485086342229199,0.585557299843014
"141",144,"NTAFIN0008-58014",41.8,34.8,23.5,0,0,"NTAFIN0008","2016-03-03","2016-03-05",7.52085615622655,41.6108015436514,49.3617592933309,0.594191522762951,0.748822605965463,0.299058084772371
"142",145,"NTAFIN0008-58790",43.9,17.8,38.2,0.1,0,"NTAFIN0008","2019-05-30","2019-05-10",0.994213990343873,35.6515458225931,61.9333975621809,0.08712715855573,0.524332810047096,0.743328100470958
"143",146,"NTAFIN0009-53629",26.9,25.5,47.5,0,0,"NTAFIN0009","2011-10-17","2011-10-18",8.61553400160082,25.994340102618,63.7331447963706,0.0221169036334913,0.167456556082148,0.962875197472354
"144",147,"NTAFIN0009-58015",25.6,25.4,48.9,0,0,"NTAFIN0009","2016-03-06","2016-03-05",15.8976543307334,27.2653439894612,55.2110876921211,0.67219589257504,0.218799368088468,0.676145339652449
"145",148,"NTAFIN0009-58738",29.7,23.5,44.8,2.1,0,"NTAFIN0009","2019-05-27","2019-05-26",13.4157126155558,28.8210667041893,56.0758952347878,0.393364928909953,0.33175355450237,0.733017377567141
"146",149,"NTAFIN0010-53630",15.8,24.9,59.3,0,0,"NTAFIN0010","2011-10-18","2011-10-18",8.0039105631199,13.2293709902049,77.1318261202047,0.0349090909090909,0.0778181818181818,0.983272727272727
"147",150,"NTAFIN0010-58016",28.2,20,51.8,0,0,"NTAFIN0010","2016-03-07","2016-03-05",17.5201321819448,26.8073586069743,53.9262038663459,0.829818181818182,0.613818181818182,0.267636363636364
"148",151,"NTAFIN0010-58786",27.2,19.9,52.6,0.3,0,"NTAFIN0010","2019-05-27","2019-05-26",10.7826764308946,21.9785401646824,65.4780999444214,0.238545454545455,0.312727272727273,0.796363636363636
"149",152,"NTAFIN0011-53631",60.7,20.9,18.4,0,0,"NTAFIN0011","2011-10-20","2011-10-19",6.11077997443707,52.4115381191988,40.1409205358895,0.00619834710743802,0.980027548209366,0.21831955922865
"150",153,"NTAFIN0011-58019",32.3,30.2,37.4,0,0,"NTAFIN0011","2016-03-06","2016-03-05",15.0482095304054,39.3837409580385,43.8789821289756,0.62465564738292,0.658402203856749,0.327134986225895
"151",154,"NTAFIN0011-58739",26,29.5,44.1,0.4,0,"NTAFIN0011","2019-05-27","2019-05-26",11.19022025446,35.2632138243541,51.8782953372659,0.283746556473829,0.431129476584022,0.713498622589532
"152",155,"NTAFIN0012-53632",45.6,26.5,27.8,NA,4,"NTAFIN0012","2011-11-04","2011-11-04",2.94613075263186,59.767326455785,36.3648442630586,0.11284046692607,0.977950713359274,0.0557717250324254
"153",156,"NTAFIN0013-53633",38.5,28.7,32.8,NA,4,"NTAFIN0013","2011-11-05","2011-11-12",17.6781402807692,45.8954793142805,35.1072886092184,0.372,0.877333333333333,0.276
"154",157,"NTAFIN0014-53634",43.4,39,17.6,NA,4,"NTAFIN0014","2011-11-07","2011-11-12",7.63109941001749,50.8079770637393,40.1578441963268,0.0979347101932045,0.94670219853431,0.164556962025316
"155",158,"NTAFIN0015-53635",39.5,28.7,31.8,NA,4,"NTAFIN0015","2011-11-08","2011-11-11",29.0793580000967,32.8649286987473,36.6655592601358,0.594377510040161,0.816599732262383,0.188755020080321
"156",159,"NTAFIN0016-53636",29.6,27.8,42.6,NA,4,"NTAFIN0016","2011-11-09","2011-11-11",9.81786131824685,26.1721091086377,62.5476091246122,0.468726450640543,0.845516201959307,0.128862094951017
"157",160,"NTAFIN0017-53637",32.1,31.5,36.4,NA,4,"NTAFIN0017","2011-11-29","2011-11-27",14.1628832694228,30.2992993097228,54.2304161836989,0.38013698630137,0.79337899543379,0.286529680365297
"158",161,"NTAFIN0018-53638",32.1,25,42.9,NA,4,"NTAFIN0018","2011-11-30","2011-11-27",10.6844243218066,41.6192320321515,46.0337075205427,0.447461629279811,0.919716646989374,0.148760330578512
"159",162,"NTAFIN0019-53639",50.9,34.9,14.3,NA,4,"NTAFIN0019","2011-12-01","2011-11-27",9.57474568774734,44.6100271632326,44.3611073523933,0.146844660194175,0.933252427184466,0.178398058252427
"160",163,"NTAFIN0020-53640",49.6,38.4,12,NA,4,"NTAFIN0020","2011-12-07","2011-12-06",6.88293073025942,54.4900923379944,37.1582208426193,0.0765492102065614,0.980558930741191,0.0303766707168894
"161",164,"NTAFIN0021-53641",12.2,12.2,75.6,NA,4,"NTAFIN0021","2011-12-08","2011-12-06",10.1720127346069,26.7780293692833,61.6614519431194,0.426844014510278,0.94316807738815,0.0447400241837969
"162",165,"NTAFIN0022-53642",25.1,13.6,61.3,NA,4,"NTAFIN0022","2011-12-09","2011-12-06",8.1146867580292,40.8190828263523,49.660063002006,0.431845597104946,0.952955367913148,0.125452352231604
"163",166,"NTAFIN0023-53643",39.9,20.2,39.9,NA,4,"NTAFIN0023","2011-12-10","2011-12-06",12.6218234294067,41.4796172351838,44.4360119240858,0.240458015267176,0.875318066157761,0.202290076335878
"164",167,"NTAFIN0024-53644",23.8,48.7,27.5,NA,4,"NTAFIN0024","2012-02-13","2012-02-08",22.1850977325015,39.942322576798,36.3841011929193,0.802800466744457,0.908984830805134,0.108518086347725
"165",168,"NTAFIN0025-53645",32.4,34.7,33,NA,4,"NTAFIN0025","2012-02-14","2012-02-08",8.11544162751472,43.0695902523624,47.5139317081196,0.175862068965517,0.935632183908046,0.129885057471264
"166",169,"NTAFIN0026-53646",41.8,45,13.3,NA,4,"NTAFIN0026","2012-03-14","2012-03-27",16.5324750948656,55.3343788033653,26.9250523318686,0.743949044585987,0.96687898089172,0.0560509554140127
"167",170,"NTAFIN0027-53647",27,54,19,NA,4,"NTAFIN0027","2012-03-26","2012-03-27",12.3897582036108,46.6535818412684,39.4642663837651,0.763522012578616,0.943396226415094,0.0465408805031447
"168",171,"NTAFIN0028-53746",14.8,22.3,63,NA,4,"NTAFIN0028","2012-09-22","2012-09-19",6.03798523457876,31.2792529967406,61.0802626166312,0.0662100456621005,0.90296803652968,0.227168949771689
"169",172,"NTAFIN0029-53747",23.1,28.3,48.6,NA,4,"NTAFIN0029","2012-09-23","2012-09-19",2.4790155664765,42.126250838938,53.8383013271478,0.0743321718931475,0.916376306620209,0.268292682926829
"170",173,"NTAFIN0030-53748",45,36.9,18.1,NA,4,"NTAFIN0030","2012-10-24","2012-10-21",4.35197427958973,54.0057209869513,40.2803859865564,0.0161476355247982,0.973471741637832,0.363321799307958
"171",174,"NTAFIN0031-53749",16.6,22,61.4,NA,4,"NTAFIN0031","2012-10-25","2012-10-21",0.677235038185267,57.3211516575948,40.8228950197526,0.222093023255814,0.916279069767442,0.187209302325581
"172",175,"NTAFIN0032-53750",38.1,45.7,16.1,NA,4,"NTAFIN0032","2012-11-01","2012-10-21",8.53563796884103,50.3012256396779,39.6485730239773,0.140350877192982,0.946115288220551,0.218045112781955
"173",176,"NTAFIN0033-53751",37.5,36.8,25.6,NA,4,"NTAFIN0033","2012-11-06","2012-10-21",11.1157102645347,42.7467042800994,44.7749837385286,0.25280199252802,0.910336239103362,0.246575342465753
"174",177,"NTAGFU0001-53648",52.1,32.4,15.5,NA,4,"NTAGFU0001","2012-04-12","2012-04-05",25.2307835884105,59.7946472955717,13.8761650160054,0.809368191721133,0.747276688453159,0.0958605664488017
"175",178,"NTAGFU0002-53649",47.4,19.6,33,NA,4,"NTAGFU0002","2012-04-13","2012-04-05",15.4071414911175,64.8427168806329,18.4776290530907,0.863247863247863,0.974358974358974,0.0459401709401709
"176",179,"NTAGFU0003-53650",45.8,26.5,27.6,NA,4,"NTAGFU0003","2012-04-14","2012-04-21",28.2752404943403,44.4208355203281,25.855401564376,0.747027027027027,0.522162162162162,0.304864864864865
"177",180,"NTAGFU0004-53651",28.9,19.8,51.3,NA,4,"NTAGFU0004","2012-04-15","2012-04-21",26.09516407225,39.3511615319606,33.2091262710408,0.921908893709328,0.178958785249458,0.383947939262473
"178",181,"NTAGFU0005-53652",57.9,25.3,16.7,NA,4,"NTAGFU0005","2012-04-16","2012-04-21",36.3646915519926,47.0809685670296,15.3243450306121,0.994547437295529,0.584514721919302,0.044711014176663
"179",182,"NTAGFU0006-53653",73.6,15.3,11.1,NA,4,"NTAGFU0006","2012-04-18","2012-04-21",36.494549363054,51.499282621284,10.8286986271651,0.923240938166311,0.510660980810235,0.0277185501066098
"180",183,"NTAGFU0007-53654",44.2,7,48.8,NA,4,"NTAGFU0007","2012-04-19","2012-04-21",14.0331977770869,61.7735747201227,22.9580389052622,0.874732334047109,0.461456102783726,0.249464668094218
"181",184,"NTAGFU0008-53655",36.6,18.6,44.8,NA,4,"NTAGFU0008","2012-04-20","2012-04-21",9.14340606855245,63.4573908219465,26.3641154112758,0.808964781216649,0.791889007470651,0.167556029882604
"182",185,"NTAGFU0009-53656",47.6,30.8,21.5,0.1,0,"NTAGFU0009","2012-04-21","2012-04-21",28.7547340210613,50.4927754242086,19.5924524926432,0.951871657754011,0.72192513368984,0.0491978609625668
"183",186,"NTAGFU0010-53657",52.6,16.3,31.1,NA,4,"NTAGFU0010","2012-05-09","2012-05-07",23.3562950711926,52.4719837303552,23.006786702772,0.930010604453871,0.551431601272534,0.237539766702015
"184",187,"NTAGFU0011-53658",61.4,36.4,2.2,NA,4,"NTAGFU0011","2012-05-10","2012-05-07",28.2066844065132,61.3642276128538,9.29455345181538,0.791313559322034,0.816737288135593,0.0911016949152542
"185",188,"NTAGFU0012-53659",48.6,47.1,4.3,NA,4,"NTAGFU0012","2012-05-11","2012-05-07",28.6386520233475,57.6988772845254,12.5099539318739,0.867521367521368,0.88034188034188,0.0587606837606838
"186",189,"NTAGFU0013-53660",63.3,35.4,1.3,NA,4,"NTAGFU0013","2012-05-12","2012-05-07",30.0992853126103,59.8571176571599,8.94393798972188,0.750535331905782,0.886509635974304,0.115631691648822
"187",190,"NTAGFU0014-53661",34.6,51.5,14,NA,4,"NTAGFU0014","2012-05-14","2012-05-07",24.2371470119112,59.373091356519,15.1297563633454,0.681672025723473,0.612004287245445,0.308681672025723
"188",191,"NTAGFU0015-53662",59.1,33.8,7.1,NA,4,"NTAGFU0015","2012-05-14","2012-05-07",21.6196620322521,65.6506796881767,11.5638199868468,0.79572192513369,0.961497326203209,0.0449197860962567
"189",192,"NTAGFU0016-53663",55,36.8,8.2,NA,4,"NTAGFU0016","2012-05-16","2012-05-23",29.2525901600935,56.9056812640319,12.8069594234436,0.636761487964989,0.703501094091904,0.320568927789934
"190",193,"NTAGFU0017-53664",71,26.7,2.3,NA,4,"NTAGFU0017","2012-05-17","2012-05-23",40.0156788448035,55.610512098018,3.47327288769513,0.833333333333333,0.453159041394335,0.0305010893246187
"191",194,"NTAGFU0018-53665",58.7,21.5,19.8,NA,4,"NTAGFU0018","2012-05-18","2012-05-23",31.0820611053099,59.6682355424358,8.21530196146443,0.870144284128746,0.238623751387347,0.194228634850166
"192",195,"NTAGFU0019-53666",60.2,32.9,6.9,NA,4,"NTAGFU0019","2012-05-18","2012-05-23",28.6943854873042,54.1111851535112,16.0915446278022,0.62962962962963,0.788671023965142,0.211328976034858
"193",196,"NTAGFU0020-53667",75.9,21.8,2.3,NA,4,"NTAGFU0020","2012-06-05","2012-06-15",41.7022533727708,52.321387872675,4.94429561509445,0.828992072480181,0.373725934314836,0.146092865232163
"194",197,"NTAGFU0021-53668",55.4,20.7,23.9,NA,4,"NTAGFU0021","2012-06-06","2012-06-15",26.3247223505417,60.5982425141144,11.943325883234,0.756967670011148,0.816053511705686,0.0947603121516165
"195",198,"NTAGFU0022-53669",45.9,29.1,25,NA,4,"NTAGFU0022","2012-06-07","2012-06-15",19.786744408839,67.5597937279338,11.6173087748148,0.652892561983471,0.982290436835891,0.051948051948052
"196",199,"NTAGFU0023-53670",63.7,20.9,15.4,NA,4,"NTAGFU0023","2012-06-09","2012-06-15",43.4403801709508,49.7501519828721,5.5846017592489,0.98745724059293,0.547320410490308,0.0330672748004561
"197",200,"NTAGFU0024-53671",47.5,30.5,22,NA,4,"NTAGFU0024","2012-06-10","2012-06-15",24.545217267844,59.7614761964548,14.6326349416617,0.919409761634506,0.795686719636776,0.0635641316685585
"198",201,"NTAGFU0025-53672",77.4,18.2,4.4,NA,4,"NTAGFU0025","2012-06-10","2012-06-15",40.3543721266577,53.90711130122,4.74707783010466,0.671264367816092,0.474712643678161,0.194252873563218
"199",202,"NTAGFU0026-53673",66.4,26.8,6.7,NA,4,"NTAGFU0026","2012-06-12","2012-06-15",31.8587906138848,58.8498002890675,8.31786487500346,0.7,0.728235294117647,0.202352941176471
"200",203,"NTAGFU0027-53674",51.7,37.4,10.9,NA,4,"NTAGFU0027","2012-06-13","2012-06-15",27.2308720691033,59.0905978696138,12.5893665158352,0.606356968215159,0.600244498777506,0.405867970660147
"201",204,"NTAGFU0028-53675",51,25.1,23.9,NA,4,"NTAGFU0028","2012-06-14","2012-06-15",29.8808984782596,53.0499533068354,16.003800915535,0.658450704225352,0.633802816901408,0.354460093896714
"202",205,"NTAGFU0029-53676",68.4,25,6.6,NA,4,"NTAGFU0029","2012-06-15","2012-06-15",30.3570265859876,60.4883130437128,8.08739178626145,0.717265353418308,0.752027809965238,0.128621089223638
"203",206,"NTAGFU0030-53677",66.2,23.1,10.7,NA,4,"NTAGFU0030","2012-07-05","2012-06-22",35.6565918449857,55.8274114870052,7.63400786065032,0.715355805243446,0.288389513108614,0.420724094881398
"204",207,"NTAGFU0031-53678",51.6,33.5,15,NA,4,"NTAGFU0031","2012-07-06","2012-07-24",23.8234157483348,66.8471389291723,8.26251650825831,0.427122940430925,0.818757921419518,0.231939163498099
"205",208,"NTAGFU0032-53679",45.7,25.9,28.3,NA,4,"NTAGFU0032","2012-07-07","2012-07-24",18.6504692442642,58.2333205331326,21.7982267262383,0.569174757281553,0.342233009708738,0.799757281553398
"206",209,"NTAGFU0033-53680",69.8,25,5.2,NA,4,"NTAGFU0033","2012-07-08","2012-06-22",45.0846168150667,49.0321667496517,4.72540771921506,0.775193798449612,0.250645994832041,0.437984496124031
"207",210,"NTAGFU0034-53681",42.8,35.3,21.9,NA,4,"NTAGFU0034","2012-07-09","2012-07-24",22.5133269207539,54.579996474106,21.5788058999791,0.403680981595092,0.819631901840491,0.409815950920245
"208",211,"NTAGFU0035-53682",41.5,35.6,22.9,NA,4,"NTAGFU0035","2012-07-10","2012-07-24",23.3657879272395,62.595142318972,13.194179659348,0.51593137254902,0.775735294117647,0.318627450980392
"209",212,"NTAGFU0036-53683",54.9,32.7,12.5,NA,4,"NTAGFU0036","2012-07-11","2012-07-15",25.586394471942,63.6055766874626,9.8567675267715,0.596030729833547,0.627400768245839,0.391805377720871
"210",213,"NTAGFU0037-53684",66.1,21.5,12.4,NA,4,"NTAGFU0037","2012-07-12","2012-07-08",25.3853250722408,63.7619805375128,9.87250095105985,0.480769230769231,0.746794871794872,0.262820512820513
"211",214,"NTAGFU0038-53685",62.7,31.9,5.4,NA,4,"NTAGFU0038","2012-07-12","2012-07-15",26.0566666305791,66.9528423502782,6.2833428181716,0.520601700457816,0.820143884892086,0.228907782864617
"212",215,"NTAGFU0039-53686",72.9,24.8,2.4,NA,4,"NTAGFU0039","2012-07-14","2012-07-15",23.3719413713187,66.9816311784091,8.82666733421245,0.542161149281699,0.792004996876952,0.314803247970019
"213",216,"NTAGFU0040-53687",74.6,24,1.5,NA,4,"NTAGFU0040","2012-07-15","2012-07-15",49.3155821447503,45.7028154345179,3.99925244219628,0.722506393861893,0.283887468030691,0.432225063938619
"214",217,"NTAGFU0041-58425",72,19.5,8.4,0.1,0,"NTAGFU0041","2016-05-02","2016-04-29",50.7645012881779,42.6437290263852,5.18568057329589,0.772676371780515,0.343784994400896,0.296752519596864
"215",218,"NTAMAC0001-53574",29.7,36,34.3,0,0,"NTAMAC0001","2014-10-06","2014-09-17",15.3874699603779,25.9286796279018,57.0408524396055,0.663212435233161,0.258327165062916,0.70540340488527
"216",219,"NTAMAC0001-58791",38.7,18.3,42.9,0.1,0,"NTAMAC0001","2019-05-29","2019-05-10",11.9029962889033,21.6893755579664,64.5022427035625,0.361954108068098,0.109548482605477,0.912657290895633
"217",220,"NTAMAC0002-53575",27.6,21.3,50.8,0.3,0,"NTAMAC0002","2014-10-07","2014-10-26",16.7474420316501,43.3376409967676,38.5027279222268,0.36547433903577,0.731726283048212,0.286936236391913
"218",221,"NTAMAC0002-58734",23.9,27.5,48.5,0.1,0,"NTAMAC0002","2019-05-29","2019-05-10",13.605951348633,49.5708419221788,35.3554826413011,0.174961119751166,0.902021772939347,0.101088646967341
"219",222,"NTAMAC0003-53576",44.1,36.2,19.7,0,0,"NTAMAC0003","2014-10-06","2014-09-17",7.64072423660727,42.4175714105536,48.3951443748312,0.568362480127186,0.758346581875994,0.312400635930048
"220",223,"NTAMAC0003-58740",39.7,28.4,31.8,0.1,0,"NTAMAC0003","2019-05-29","2019-05-10",1.66723985753702,45.6737613282521,51.1616518914749,0.109697933227345,0.840222575516693,0.414149443561208
"221",224,"NTAMGD0001-53520",45.3,13.7,41,NA,4,"NTAMGD0001","2014-03-13","2014-03-11",30.0422194130513,44.3965141988715,24.2590900690838,0.96028880866426,0.0120336943441637,0.323706377858002
"222",225,"NTAMGD0002-53466",34.2,1.5,64.4,NA,4,"NTAMGD0002","2014-03-12","2014-03-11",27.0721859839466,29.7470412284609,41.6882109978023,0.938738738738739,0.0036036036036036,0.688288288288288
"223",226,"NTAMGD0003-58431",38.3,33.6,28.1,NA,4,"NTAMGD0003","2016-04-28","2016-04-22",36.3529645277269,43.6981558688924,18.5030709228824,0.839285714285714,0.16281512605042,0.445378151260504
"224",227,"NTAMGD0004-58432",47.8,29.8,22.4,NA,4,"NTAMGD0004","2016-04-29","2016-04-22",32.2310380537886,40.5806929138912,25.7251636392465,0.777267508610792,0.298507462686567,0.454649827784156
"225",228,"NTAMGD0005-58495",49.4,28.5,22.1,NA,4,"NTAMGD0005","2016-04-29","2016-04-22",40.267962159852,39.0677619684937,19.1260864249545,0.927586206896552,0.188505747126437,0.325287356321839
"226",229,"NTAPCK0001-58037",72.8,23.1,4.2,NA,4,"NTAPCK0001","2016-05-04","2016-05-06",61.1258913222909,32.8614813050677,4.5117528910711,0.845628415300546,0.177595628415301,0.269125683060109
"227",230,"NTAPCK0002-58038",60.4,26,13.6,NA,4,"NTAPCK0002","2016-05-05","2016-05-06",58.056078323113,35.9148149992369,4.53772485512356,0.746818486269257,0.279973208305425,0.275954454119223
"228",231,"NTAPCK0003-58923",75.8,22.8,1.4,NA,4,"NTAPCK0003","2021-06-02","2021-06-05",54.7719528149787,39.1788412825506,4.50108127166884,0.665920954511559,0.360924683072334,0.279642058165548
"229",232,"NTAPCK0003-58931",87.1,11.7,1.2,NA,4,"NTAPCK0003","2018-03-12","2018-03-10",78.5772673147169,17.3830803871026,2.51474918270546,0.990305741983594,0.00969425801640567,0.140193885160328
"230",233,"NTAPCK0004-58920",74.8,18,7,0.2,0,"NTAPCK0004","2021-06-03","2021-06-05",46.925525678305,48.5461552894917,3.15962855513892,0.70007423904974,0.533778767631774,0.0824053452115813
"231",234,"NTAPCK0004-58934",87.4,6.4,6.1,0,0,"NTAPCK0004","2018-03-19","2018-03-25",65.8853135101749,30.1031714599572,2.5398983489479,0.980697847067558,0.0653303637713437,0.058648849294729
"232",235,"NTAPCK0005-58921",25.7,16.4,39.9,17.9,0,"NTAPCK0005","2021-06-03","2021-06-05",31.1691799443756,50.7449244132833,16.851676392263,0.306849315068493,0.576712328767123,0.758904109589041
"233",236,"NTAPCK0006-58922",72.9,9.1,18,NA,4,"NTAPCK0006","2021-06-06","2021-06-06",33.2688343003696,55.7409109852912,9.83762097035944,0.593774940143655,0.743016759776536,0.327214684756584
"234",237,"NTAPCK0006-58935",82.8,7.4,9.8,NA,4,"NTAPCK0006","2018-04-09","2018-04-10",45.6632836977196,47.5205060032775,5.48250182479976,0.850758180367119,0.232242617717478,0.140462889066241
"235",238,"NTAPCK0007-58924",77.9,12.7,9.1,0.3,0,"NTAPCK0007","2021-06-07","2021-06-06",47.1246229260865,47.3556167774363,4.15127699957359,0.653789004457652,0.397473997028232,0.192421991084695
"236",239,"NTAPCK0007-58936",86.6,7.4,5.9,0,0,"NTAPCK0007","2018-03-05","2018-03-02",54.0401186790425,32.6454359623816,12.1044792410873,0.800148588410104,0.0824665676077266,0.666419019316493
