"","site_unique","green","brown","bare","other","error","site_location_name","visit_start_date","time","pv_filter","npv_filter","bs_filter"
"361","QDAGUP0017-53568",44.1,20.2,35.7,NA,4,"QDAGUP0017",2013-07-12,2013-07-15,15.5556534520033,43.753475758019,39.376351052062
"362","QDAGUP0018-53482",32.2,61.3,6.5,NA,4,"QDAGUP0018",2013-07-13,2013-07-16,36.9434745703429,53.8038195848935,7.96041232001273
"363","QDAGUP0019-53534",29.2,5.2,65.4,0.1,0,"QDAGUP0019",2013-07-14,2013-07-15,12.369957230834,32.8065871307466,53.442025934475
"365","QDAGUP0021-53535",34.9,51.2,14,NA,4,"QDAGUP0021",2013-07-16,2013-07-16,40.42098713165,46.1946763111351,12.1111475022163
"366","QDAGUP0022-53484",35,18.5,46.5,NA,4,"QDAGUP0022",2013-07-16,2013-07-16,9.24475179591874,50.9740440820306,38.4307141101739
"367","QDAGUP0023-53536",58.2,30.6,11.2,NA,4,"QDAGUP0023",2013-07-17,2013-07-16,19.0916679295908,63.4070698651099,16.3013401459198
"368","QDAGUP0024-53485",18.1,3.8,78,0.1,0,"QDAGUP0024",2013-07-17,2013-07-07,2.95868900308766,60.1125584800699,35.8606885936976
"370","QDAGUP0026-53486",47,33,20,NA,4,"QDAGUP0026",2013-07-18,2013-07-15,22.577783924652,60.1322772921591,16.0129623151434
"371","QDAGUP0027-53538",55.2,28.1,16.6,NA,4,"QDAGUP0027",2013-07-19,2013-07-16,25.7531938930718,55.8672632602327,16.9420193513188
"372","QDAGUP0028-53487",49.4,26.7,23.9,NA,4,"QDAGUP0028",2013-07-19,2013-07-16,26.4438394422875,57.0246721802364,15.2742292537161
"373","QDAGUP0029-53488",13.8,53,33.3,NA,4,"QDAGUP0029",2013-09-24,2013-09-27,17.2197478717799,59.8468826698121,21.5455922882246
"374","QDAGUP0029-59025",95.9,3.3,0.8,NA,4,"QDAGUP0029",2022-05-31,2022-05-31,36.4929105513064,56.4109744744335,5.95376555614294
"375","QDAGUP0030-53489",14.7,64.7,20.7,NA,4,"QDAGUP0030",2013-09-25,2013-09-27,20.7395932241102,63.5753075613662,14.3493426078544
"376","QDAGUP0031-53490",13,56.4,30.6,NA,4,"QDAGUP0031",2013-09-24,2013-09-27,18.7003770223556,58.7007254870944,21.2719746713523
"377","QDAGUP0031-59142",93.2,5.3,1.5,NA,4,"QDAGUP0031",2022-06-01,2022-05-31,34.5426956943933,57.4366727183979,6.8218324503144
"379","QDAMGD0001-53586",32.5,27.5,40,NA,4,"QDAMGD0001",2013-04-17,2013-04-14,10.0571126555934,63.0420298169901,25.4787590197264
"380","QDAMGD0002-53587",37.2,25.8,36.9,NA,4,"QDAMGD0002",2013-04-18,2013-04-14,27.9340872405846,39.4821241709728,31.0194298305707
"381","QDAMGD0003-53491",40.8,37.5,21.7,NA,4,"QDAMGD0003",2013-04-20,2013-04-21,16.0262447178732,65.0670400781483,17.5268706300254
"382","QDAMGD0004-53588",26.5,27.3,46.1,NA,4,"QDAMGD0004",2013-04-19,2013-04-21,10.6702211589041,40.1628716299793,47.7991217205794
"383","QDAMGD0005-53589",38.2,16.2,45.5,NA,4,"QDAMGD0005",2013-04-19,2013-04-21,26.1644137932294,32.3518991440601,39.9990535107584
"384","QDAMGD0006-53492",24.3,37.8,37.9,NA,4,"QDAMGD0006",2013-04-20,2013-04-21,8.12709014411678,60.5632960950208,30.0259324009279
"385","QDAMGD0007-53590",26.6,24.7,48.7,NA,4,"QDAMGD0007",2013-04-21,2013-04-22,14.1396113293687,53.8535290501273,30.7151018664547
"386","QDAMGD0008-53493",20.9,27.9,51.2,NA,4,"QDAMGD0008",2013-04-21,2013-04-21,6.35375161474138,55.2212770717332,37.2360589101245
"387","QDAMGD0009-53494",9.6,35.8,54.6,NA,4,"QDAMGD0009",2013-04-22,2013-04-21,32.5348674053998,49.165431175992,16.9800840790945
"388","QDAMGD0010-53591",42.5,27,30.5,NA,4,"QDAMGD0010",2013-04-23,2013-04-21,41.7981892207932,37.8039568445569,18.9819213485927
"389","QDAMGD0011-53495",14.1,49.8,36.1,NA,4,"QDAMGD0011",2013-04-22,2013-04-21,1.73471883319107,65.8568443919648,30.9776467287598
"390","QDAMGD0012-53496",22,27,51,NA,4,"QDAMGD0012",2013-04-26,2013-04-22,27.8321704095656,43.0551551131982,27.7292901886514
"391","QDAMGD0013-53539",8.6,27.1,64.3,NA,4,"QDAMGD0013",2013-05-14,2013-05-15,1.43403039684752,47.6655991686261,49.7066093658589
"392","QDAMGD0014-53497",9,32.3,58.7,NA,4,"QDAMGD0014",2013-05-14,2013-05-15,2.37831914778122,55.2119107039796,41.0550578889105
"393","QDAMGD0015-53540",14.4,24.6,61.1,NA,4,"QDAMGD0015",2013-05-15,2013-05-15,8.4626776759593,56.4748088784692,33.6542085586091
"394","QDAMGD0016-53498",17.4,34.4,48.2,NA,4,"QDAMGD0016",2013-05-15,2013-05-15,7.35912475037752,62.3974783601238,29.0403150126404
"395","QDAMGD0017-53499",18.5,23.3,58.2,NA,4,"QDAMGD0017",2013-05-16,2013-05-23,2.77628000654275,60.8371076807519,35.1373261671197
"396","QDAMGD0018-53541",37.5,30.2,32.3,NA,4,"QDAMGD0018",2013-05-16,2013-05-23,3.00603588877537,65.4693289166876,30.266742803116
"397","QDAMGD0019-53542",18.6,45,36.4,NA,4,"QDAMGD0019",2013-05-17,2013-05-14,1.13751236098531,54.890797915839,42.8276446791722
"398","QDAMGD0020-53500",21.5,21.1,57.4,NA,4,"QDAMGD0020",2013-05-17,2013-05-14,10.1767227225803,47.6006522716978,40.6983811681893
"399","QDAMGD0021-53543",17.9,17.6,64.4,0.1,0,"QDAMGD0021",2013-05-18,2013-05-14,3.38484941271268,60.517339729405,34.7271911524956
"400","QDAMGD0022-53501",14.5,22,63.6,NA,4,"QDAMGD0022",2013-05-18,2013-05-29,3.38805555006981,54.6529225358984,40.6360627821748
"401","QDAMGD0023-53544",52.6,31.8,15.5,0.1,0,"QDAMGD0023",2013-05-21,2013-05-29,31.4591785923008,50.3998111022029,16.6892509580178
"402","QDAMGD0024-53502",6.8,41.2,52,NA,4,"QDAMGD0024",2013-05-21,2013-05-21,1.43521545533908,44.8462618564719,52.5438325863944
"403","QDAMGD0025-53545",25.9,30.2,43.9,NA,4,"QDAMGD0025",2013-06-17,2013-06-16,23.9106777670972,47.8298138251294,26.9545282343242
"404","QDAMGD0026-53503",20.1,23.9,56,NA,4,"QDAMGD0026",2013-06-16,2013-06-16,22.8483267365868,47.0776050574742,28.6435180355768
"405","QDAMGD0027-56936",33.1,4.8,62.2,NA,4,"QDAMGD0027",2014-03-10,2014-03-11,23.7975189332206,39.7003460624968,35.1431160077949
"406","QDAMGD0028-56937",40.3,7.1,52.6,NA,4,"QDAMGD0028",2014-03-11,2014-03-11,25.0294451812788,49.2103902961953,24.3202174054204
"407","QDAMII0001-53504",7.6,24.6,67.8,NA,4,"QDAMII0001",2013-07-10,2013-07-07,10.000807070465,40.3157882708906,48.1305132775649
"408","QDAMII0002-53546",25.4,27.9,46.6,NA,4,"QDAMII0002",2014-03-11,2014-03-11,15.9307771691649,46.5532395880624,36.0897426876475
"409","QDAMUL0001-53594",56.1,37.2,6.6,NA,4,"QDAMUL0001",2013-04-26,2013-04-22,33.8699223881646,50.1072644808056,14.7878554521895
"410","QDAMUL0002-53505",46.2,40,13.8,NA,4,"QDAMUL0002",2013-04-27,2013-04-30,37.8117985137034,38.2077534529306,22.6383581147785
"411","QDAMUL0003-53595",51.9,36.7,11.4,NA,4,"QDAMUL0003",2013-04-26,2013-04-22,30.8928546210416,50.9985094631713,16.8579232151486
"412","QDASEQ0001-58960",88.9,10.9,0.1,0.1,0,"QDASEQ0001",2021-03-24,2021-03-24,77.6117215695343,21.2405187972705,0
"413","QDASEQ0001-58722",NA,NA,NA,NA,3,"QDASEQ0001",2015-01-01,2014-12-18,68.7896571694457,28.1589146405668,1.47309676907178
"414","QDASEQ0002-58745",96.2,1.3,2.5,NA,4,"QDASEQ0002",2019-04-11,2019-04-11,51.7643170812598,34.3793830008949,12.33290140372
"415","QDASEQ0003-58961",87.1,12.7,0.2,NA,4,"QDASEQ0003",2021-03-25,2021-03-24,75.6767263162376,21.8265763078343,1.14834385171056
"416","QDASEQ0004-58885",83.2,16.5,0.2,0.1,0,"QDASEQ0004",2021-03-26,2021-03-24,66.2782625011628,26.7112991614781,5.76050722426938
"417","QDASSD0001-53756",33,28.1,38.8,0.1,0,"QDASSD0001",2014-04-30,2014-04-29,3.86723000805557,37.9380491595686,56.5155636281509
"418","QDASSD0001-57621",34,33.4,32.7,0,0,"QDASSD0001",2015-04-25,2015-05-02,1.45482075139675,36.6999554579403,60.3276463944512
"419","QDASSD0001-58680",33,48.3,18.7,0,0,"QDASSD0001",2018-06-11,2018-06-11,2.44279453640669,40.0134887720986,55.945881490724
"420","QDASSD0001-58925",28,45.3,26.7,0,0,"QDASSD0001",2021-06-25,2021-06-27,7.97915358635054,33.2276263468164,57.1071746880485
"421","QDASSD0002-53757",20.1,16.9,63,NA,4,"QDASSD0002",2014-05-01,2014-04-29,8.83240974935553,19.0865672892162,70.2841246786491
"422","QDASSD0002-57622",29.8,29.5,40.7,NA,4,"QDASSD0002",2015-04-16,2015-04-08,10.1697912553691,19.7930728269185,68.233773391865
"423","QDASSD0002-58681",30.1,37.2,32.7,NA,4,"QDASSD0002",2018-06-21,2018-06-19,13.7805625970903,16.219236432789,68.3986607012484
"424","QDASSD0002-58907",29.7,36.5,33.8,NA,4,"QDASSD0002",2021-04-02,2021-03-30,13.1729956172493,33.6887642408692,51.3721777112298
"425","QDASSD0003-56912",15.6,35.4,48.9,0,0,"QDASSD0003",2014-05-01,2014-04-29,6.67621319169207,29.4339976329096,62.3804880190236
"426","QDASSD0003-57623",27.5,38.1,34.4,0,0,"QDASSD0003",2015-04-16,2015-04-16,8.76622087922267,28.9367521023824,60.6013793567883
"427","QDASSD0003-58682",36.3,41,22.7,0,0,"QDASSD0003",2018-06-21,2018-06-19,13.7906029249632,19.8949750931741,64.6045591686273
"428","QDASSD0003-58908",18.4,51.3,30.2,0.1,0,"QDASSD0003",2021-04-03,2021-03-30,15.4907746192552,15.0797406068281,67.880951693635
"429","QDASSD0004-56913",34.1,19,46.8,0.1,0,"QDASSD0004",2014-05-02,2014-04-29,3.7836644006143,36.2137927861558,58.3647269912663
"430","QDASSD0004-57624",43.6,36.6,19.8,0,0,"QDASSD0004",2015-04-16,2015-04-16,2.05172551906267,35.7393172298419,60.5706456719297
"431","QDASSD0004-58683",31.2,58.2,10.6,0,0,"QDASSD0004",2018-06-29,2018-06-27,3.35163891835668,45.3597068566041,49.7725107709553
"432","QDASSD0004-58909",36.9,46.3,16.7,0,0,"QDASSD0004",2021-04-04,2021-04-08,15.1411169326007,31.7713968693797,51.462158739086
"433","QDASSD0005-56914",16.8,24.4,56.9,1.9,0,"QDASSD0005",2014-05-02,2014-04-29,8.77843369985536,26.5517702334067,63.0525479823236
"434","QDASSD0005-57625",30.9,38.1,31,0,0,"QDASSD0005",2015-04-26,2015-04-24,7.33064736417428,30.0216790667773,60.9346819518696
"435","QDASSD0005-58684",17.9,61,21.1,0,0,"QDASSD0005",2018-06-22,2018-06-19,9.40801776215556,35.4582505023295,53.6209819466716
"436","QDASSD0006-56915",18.4,38.2,43.4,NA,4,"QDASSD0006",2014-05-03,2014-05-06,9.42724829350074,34.4177611861771,54.7476010057972
"437","QDASSD0006-57626",47.6,23.9,28.5,NA,4,"QDASSD0006",2015-04-18,2015-04-16,8.67220498799317,31.5010067332002,58.2828538850124
"438","QDASSD0006-58685",27.4,29.5,43.1,NA,4,"QDASSD0006",2018-06-17,2018-06-18,18.1746133123815,15.0604091470942,65.2927516240112
"439","QDASSD0006-58911",25.6,17.8,56.5,NA,4,"QDASSD0006",2021-04-06,2021-04-07,16.305294292908,17.9149776951608,64.2598938728874
"440","QDASSD0007-56916",25,43.8,31,0.2,0,"QDASSD0007",2014-05-05,2014-05-06,18.0000415683361,45.1642443005843,35.4678291368022
"441","QDASSD0007-57627",40.6,43.8,15.6,0,0,"QDASSD0007",2015-04-20,2015-04-23,13.8583635478782,44.2571197169974,40.5849589070177
"442","QDASSD0007-58686",22.3,58.7,19,0,0,"QDASSD0007",2018-06-19,2018-06-19,18.3186883704503,38.8954495659082,41.3035819907585
"443","QDASSD0007-58906",15.9,56.9,27.1,0,0,"QDASSD0007",2021-04-07,2021-04-07,15.6835219424515,36.7287051029411,46.1745323561818
"444","QDASSD0008-56917",37.6,26.9,35.4,NA,4,"QDASSD0008",2014-05-04,2014-05-07,14.5911523904295,42.9788314544615,41.0446368108412
"445","QDASSD0008-57628",47.8,30.4,21.8,NA,4,"QDASSD0008",2015-04-20,2015-04-16,9.21547872148354,50.7714153201384,38.4735488247505
"446","QDASSD0008-58687",35.9,40.4,23.7,NA,4,"QDASSD0008",2018-06-19,2018-06-19,10.646992677084,28.339220634882,59.4240578719437
"447","QDASSD0009-56918",28.4,50.8,20.4,0.4,0,"QDASSD0009",2014-05-04,2014-05-07,16.66694018056,52.012737881306,30.076536621269
"448","QDASSD0009-57629",47.1,34,18.9,0,0,"QDASSD0009",2015-04-21,2015-04-16,32.0846023945047,42.309691701481,24.2732522895025
"449","QDASSD0009-58688",69.4,24.3,6.3,0,0,"QDASSD0009",2018-06-18,2018-06-18,33.1658465760196,43.8391808655675,21.5508116109864
"450","QDASSD0009-58913",68,28.2,3.8,0,0,"QDASSD0009",2021-04-09,2021-04-08,22.2202548225735,48.5471421767015,27.9228842365024
"451","QDASSD0010-56919",4.8,23.7,49.2,22.4,0,"QDASSD0010",2014-05-05,2014-05-07,5.79184798689356,30.6163645436046,61.8095647902057
"452","QDASSD0010-58689",51.1,36.4,12.5,0,0,"QDASSD0010",2018-06-20,2018-06-19,33.5691181883082,40.9422620722869,23.8901758715964
"453","QDASSD0010-58926",38.9,50,9.7,1.4,0,"QDASSD0010",2021-04-10,2021-04-08,26.0586956902707,41.7805239136446,30.6774505164552
"454","QDASSD0010-57630",NA,NA,NA,NA,3,"QDASSD0010",2015-04-25,2015-04-24,13.095468205683,36.7576421514447,48.5644532969538
"455","QDASSD0011-56920",18.2,20.5,61.3,NA,4,"QDASSD0011",2014-05-07,2014-05-07,12.2941536018143,22.980799772979,62.9976849775517
"456","QDASSD0011-57631",16.3,34.9,48.8,NA,4,"QDASSD0011",2015-04-23,2015-04-23,12.3682991415171,18.7420623751865,67.1701879132119
"457","QDASSD0011-58690",17.1,45.6,37.2,NA,4,"QDASSD0011",2018-06-22,2018-06-19,13.7382758280571,25.3743451251153,59.2980842686636
"458","QDASSD0011-58927",17.3,50.3,32.4,NA,4,"QDASSD0011",2021-04-11,2021-04-08,13.5184206917933,22.2233659013811,62.5103410521274
"459","QDASSD0012-56921",13,20.7,66.3,NA,4,"QDASSD0012",2014-05-07,2014-05-07,3.04050832916204,33.5020607996336,61.8877319487317
"460","QDASSD0012-57632",21.6,46.5,31.9,NA,4,"QDASSD0012",2015-04-24,2015-04-23,7.90970093464967,44.7907179325797,45.7285793790916
"461","QDASSD0012-58691",25.7,50.8,23.5,NA,4,"QDASSD0012",2018-06-23,2018-06-19,9.16225040211881,42.2478263859552,46.9864018584696
"462","QDASSD0012-58928",28.1,46.2,25.6,NA,4,"QDASSD0012",2021-04-12,2021-04-15,5.65207402322598,34.2958662171869,58.4245459512173
"463","QDASSD0013-56922",14.5,31.2,54.4,NA,4,"QDASSD0013",2014-05-07,2014-05-07,6.86238845885965,38.2064802966245,53.3683080159129
"464","QDASSD0013-57633",16,37.2,46.7,NA,4,"QDASSD0013",2015-04-24,2015-04-24,7.13250109023996,36.4947403989145,55.0042983332375
"465","QDASSD0013-58692",19.8,55.4,24.8,NA,4,"QDASSD0013",2018-04-25,2018-04-24,17.4960152463609,33.9570392842401,47.239050500576
"466","QDASSD0013-58929",22.8,45,32.3,NA,4,"QDASSD0013",2021-04-13,2021-04-15,14.1999621121891,27.5502543895692,56.8110729827363
"467","QDASSD0014-56923",17.7,17,65.2,NA,4,"QDASSD0014",2014-05-08,2014-05-07,9.8902336054024,20.617345038859,67.7683008941422
"468","QDASSD0014-57634",28.8,28.8,42.4,NA,4,"QDASSD0014",2015-04-23,2015-04-24,7.9676872866408,21.4755706408599,68.9057375612715
"469","QDASSD0014-58693",24.2,63.5,12.4,NA,4,"QDASSD0014",2018-06-23,2018-06-26,7.74869411181826,31.889066286487,58.5798961833256
"470","QDASSD0014-58930",49.4,25,25.6,NA,4,"QDASSD0014",2021-04-14,2021-04-15,19.3306025244077,31.7376550693841,47.2149970772191
"471","QDASSD0015-56924",22.2,28.9,45.9,3,0,"QDASSD0015",2014-05-08,2014-05-07,10.3902437405399,20.4410611417606,67.3593107892245
"472","QDASSD0015-57635",8.7,50.1,41.2,0,0,"QDASSD0015",2015-04-25,2015-04-24,6.70562310066854,28.3318780634528,63.3388945763464
"473","QDASSD0015-58694",9.8,66.6,23.6,0,0,"QDASSD0015",2018-06-24,2018-06-26,9.54651739819432,29.3875744509642,59.3199582151506
"474","SAABHC0001-58578",18.2,26.7,55,0,0,"SAABHC0001",2018-04-20,2018-04-19,8.93086655815202,35.8933525839432,53.5068511737268
"475","SAABHC0001-58793",24.1,25.9,49.6,0.4,0,"SAABHC0001",2019-10-05,2019-10-06,6.45243224267896,31.884442183199,60.0682970280404
"476","SAABHC0002-58563",19.8,23.1,57,0.1,0,"SAABHC0002",2018-04-20,2018-04-26,9.39557638783504,26.2611143586337,62.6538401398989
"477","SAABHC0002-58794",18.3,29.5,52.2,0,0,"SAABHC0002",2019-10-07,2019-10-07,6.32394527556972,23.5950922357621,68.3083777462545
"478","SAABHC0003-58577",9.5,26.5,64,0,0,"SAABHC0003",2018-04-21,2018-04-26,3.49012246783093,39.9040307344814,55.1303940383579
"479","SAABHC0003-58795",11.1,21.5,67.1,0.3,0,"SAABHC0003",2019-10-08,2019-10-07,1.79042629197401,31.701916040611,64.7980363289864
"480","SAABHC0004-58564",40.8,38.7,20.5,NA,4,"SAABHC0004",2018-04-21,2018-04-19,30.6104249929591,39.631391889838,28.1531724003509
"481","SAABHC0004-58796",36.5,38.2,25.2,NA,4,"SAABHC0004",2019-10-06,2019-10-06,21.5594439152147,38.8622311048027,37.9321885441643
"482","SAABHC0005-58797",4.3,40.6,54.7,0.5,0,"SAABHC0005",2019-10-03,2019-09-29,1.85540447450073,20.7613368196647,75.6315147841069
"483","SAABHC0006-58798",4.1,34.2,61.7,0.1,0,"SAABHC0006",2019-10-04,2019-10-06,1.96329831159523,23.1110474102278,72.988111381993
"495","SAAEYB0002-58852",61,14.9,5.4,18.7,0,"SAAEYB0002",2020-08-20,2020-08-20,41.2890025751961,46.8250113378486,10.3444707122037
"496","SAAEYB0003-58853",84.1,8.2,4.3,3.5,0,"SAAEYB0003",2020-09-14,2020-09-13,50.3802616758811,39.7207447609091,8.2363621801303
"497","SAAEYB0004-58846",88.8,5.5,3.5,2.2,0,"SAAEYB0004",2020-08-19,2020-08-04,44.0920702929198,39.5097441258373,14.9433731182747
"498","SAAEYB0005-58851",73,6.4,2.8,17.8,0,"SAAEYB0005",2020-09-17,2020-09-21,41.0680215063513,38.3628373947976,19.0605084260396
"499","SAAEYB0006-58850",82.8,8.5,1,7.7,0,"SAAEYB0006",2020-10-01,2020-09-13,46.4787747776485,42.2504847696497,9.8672280723945
"500","SAAEYB0007-58848",71.4,11.8,3.8,13.1,0,"SAAEYB0007",2020-08-18,2020-08-19,34.6871862691328,38.2307315633904,25.5700982827085
"501","SAAEYB0008-58849",77.9,9.9,2.1,10.1,0,"SAAEYB0008",2020-09-15,2020-09-13,47.642148759083,35.921731578378,15.1135736812185
"502","SAAEYB0009-58841",64.6,14.8,2.6,18.1,0,"SAAEYB0009",2020-09-28,2020-09-21,42.246997268135,44.5261785076664,11.8094813995444
"503","SAAEYB0010-58842",81.1,10.7,1.5,6.7,0,"SAAEYB0010",2020-09-29,2020-09-20,42.7308735600479,44.0934152209139,11.8350235713381
"504","SAAEYB0011-58847",90.1,4.9,2.6,2.5,0,"SAAEYB0011",2020-10-20,2020-11-16,44.585113994733,38.8299732259426,15.2743131481499
"505","SAAEYB0012-58840",79.5,7,1.6,11.9,0,"SAAEYB0012",2020-09-30,2020-09-13,43.9512995037504,31.6416480369357,22.944155232809
"506","SAAEYB0013-58845",86.1,9.7,1.7,2.5,0,"SAAEYB0013",2020-10-15,2020-11-24,45.7398986696695,40.943671415409,11.9405216501722
"509","SAAEYB0021-58834",54.1,32.6,13.4,NA,4,"SAAEYB0021",2020-09-11,2020-09-12,26.8783364984379,51.568139810061,20.1268121491965
"510","SAAEYB0022-58839",51.6,35.6,12.7,0.1,0,"SAAEYB0022",2020-09-12,2020-09-12,30.7801641083329,55.5953627946227,12.3027416340091
"511","SAAEYB0023-58835",40.8,26.6,32.5,0.1,0,"SAAEYB0023",2020-09-12,2020-09-12,27.5891016809992,36.1595092892497,34.7291218707372
"512","SAAEYB0024-58836",56.1,29.9,14,NA,4,"SAAEYB0024",2020-09-13,2020-09-12,29.3948438042821,44.9886769577105,24.2574128657684
"513","SAAEYB0025-58844",58.9,35,6.1,NA,4,"SAAEYB0025",2020-09-14,2020-09-19,42.1449157382124,43.3115781738701,13.2023580786149
"514","SAAEYB0026-58843",62.6,21,16.4,NA,4,"SAAEYB0026",2020-09-14,2020-09-19,48.4543620431002,40.2476740821742,9.84574888944288
"515","SAAEYB0027-58854",68.8,21.4,9.6,0.2,0,"SAAEYB0027",2020-09-15,2020-09-19,41.0786436508828,34.1731791814945,23.1385090598925
"516","SAAEYB0028-58829",17.6,11.2,71,0.2,0,"SAAEYB0028",2020-09-15,2020-09-19,7.307286133277,78.5429671354852,12.6096761344023
"517","SAAEYB0029-58855",18.3,22.6,57.2,1.9,0,"SAAEYB0029",2021-03-02,2021-02-28,9.71927377150009,34.7316388461847,54.0707894877958
"518","SAAEYB0030-58856",33.5,47.5,18.8,0.2,0,"SAAEYB0030",2021-03-03,2021-03-14,25.6607637985393,48.8953371313203,24.0604882482721
"519","SAAEYB0031-58884",29.3,53.1,17.5,0.1,0,"SAAEYB0031",2021-03-02,2021-02-28,27.3887717030091,46.524347040981,24.74392403262
"520","SAAEYB0032-58899",21.9,41.2,36.9,NA,4,"SAAEYB0032",2021-03-04,2021-02-28,15.0197713969241,35.8457430815288,47.4950236635272
"521","SAAEYB0033-58859",29.8,51.2,17.3,1.7,0,"SAAEYB0033",2021-03-04,2021-03-07,34.8454994514373,48.7613700548272,15.1450394096082
"524","SAAFLB0003-58033",73.5,23.7,2.8,0.1,0,"SAAFLB0003",2016-10-25,2016-10-29,59.1133163018524,33.3708379339908,5.88142342693338
"525","SAAFLB0003-58704",76.3,20.4,3.3,0,0,"SAAFLB0003",2018-11-07,2018-10-11,52.6706530272062,39.5988393443443,6.149721359056
"526","SAAFLB0003-58636",NA,NA,NA,NA,3,"SAAFLB0003",2018-10-25,2018-10-11,52.6706530272062,39.5988393443443,6.149721359056
"527","SAAFLB0004-58526",62.3,33.8,4,NA,4,"SAAFLB0004",2017-08-17,2017-08-13,54.5877921022622,31.535218575507,12.7830461996351
"528","SAAFLB0004-58611",NA,NA,NA,NA,3,"SAAFLB0004",2018-10-03,2018-09-25,50.572891987151,44.6746650282005,3.19944983535812
"529","SAAFLB0005-58618",47.8,27,25.1,NA,4,"SAAFLB0005",2018-09-12,2018-09-08,37.6883976704354,39.2452791790194,21.8509212150046
"530","SAAFLB0006-58619",79.1,15.9,5,NA,4,"SAAFLB0006",2018-09-13,2018-09-16,47.1827852230259,34.2817734381151,16.8149018164473
"531","SAAFLB0007-58620",20.2,30.6,49.2,NA,4,"SAAFLB0007",2018-10-10,2018-10-10,4.84964451052681,36.6638344814222,56.8742782052968
"532","SAAFLB0008-58621",36.2,32,31.8,NA,4,"SAAFLB0008",2018-10-10,2018-10-18,13.8120915294135,43.4797424946774,41.3056280104273
"533","SAAFLB0030-53506",9.9,21.9,68.2,NA,4,"SAAFLB0030",2013-08-13,2013-08-09,1.88637261295698,27.6000814730283,68.802897705185
"534","SAAFLB0030-58617",17.7,15.7,66.5,NA,4,"SAAFLB0030",2018-08-02,2018-08-06,1.96844270280773,30.7563467492214,65.4020546017352
"535","SAAFLB0030-57075",NA,NA,NA,NA,3,"SAAFLB0030",2010-10-30,2010-10-27,7.97468877871235,26.5786843187732,64.0359176427192
"536","SAAFLB0031-53507",12.7,8.5,78.8,0,0,"SAAFLB0031",2013-08-13,2013-08-17,2.93020091635006,30.7408332800172,64.6004361181061
"537","SAAFLB0031-58616",7.1,12,80.8,0.1,0,"SAAFLB0031",2018-08-02,2018-07-29,0.756517888715918,37.2512017394315,60.6324978427055
"538","SAAFLB0031-57076",NA,NA,NA,NA,3,"SAAFLB0031",2010-10-31,2010-10-27,5.80936040223879,33.0897319914298,59.706503249064
"539","SAAGAW0001-56992",33.8,46.8,19.4,NA,4,"SAAGAW0001",2015-02-18,2015-02-19,21.4311406586461,51.2216413730975,26.2432741179743
"540","SAAGAW0002-56993",22.2,66.3,11.4,0.1,0,"SAAGAW0002",2015-02-18,2015-02-19,10.3331393747834,50.6786617453833,37.6304105438186
"541","SAAGAW0003-56994",30.9,48.3,20.8,NA,4,"SAAGAW0003",2015-02-17,2015-02-19,20.0933593177872,49.4965732227997,29.0100908925306
"542","SAAGAW0004-58716",15.6,19.9,64.3,0.2,0,"SAAGAW0004",2019-05-21,2019-05-20,7.71777633018639,37.7969175950361,53.0356035029057
"543","SAAGAW0005-58748",21.8,15.6,62.6,NA,4,"SAAGAW0005",2019-05-21,2019-05-20,2.14122296149313,55.8905417541475,40.6057082616416
"544","SAAGAW0006-58717",17.7,26.3,55.5,0.4,0,"SAAGAW0006",2019-05-22,2019-05-20,9.32523870552065,32.9310596468139,56.134107731673
"545","SAAGAW0007-58749",18.5,27.7,53.3,0.5,0,"SAAGAW0007",2019-05-22,2019-05-20,9.58864015241582,32.6195914710708,56.1318117433586
"546","SAAGAW0008-58750",16,11.6,71.5,0.9,0,"SAAGAW0008",2019-05-23,2019-05-20,2.44161373854554,57.0074945694056,39.6044073198532
"547","SAAGVD0001-56925",16.2,59.2,23.9,0.7,0,"SAAGVD0001",2014-09-03,2014-08-30,10.5464658492507,50.6070038320737,37.3724977207119
"548","SAAGVD0002-56926",26.6,41,32.4,NA,4,"SAAGVD0002",2014-09-03,2014-08-30,10.4833333443743,50.7252563461937,37.3316668283113
"549","SAAGVD0003-56927",63,31.8,5.2,NA,4,"SAAGVD0003",2014-09-04,2014-08-31,14.6157848859066,51.2199293224759,32.7807521425893
"550","SAAGVD0004-56947",19.7,64.3,15.7,0.3,0,"SAAGVD0004",2014-09-10,2014-09-17,13.1012018012927,48.2639083980962,37.2507484465943
"551","SAAKAN0001-58610",81.1,15.7,3.2,0,0,"SAAKAN0001",2018-10-19,2018-10-18,52.0110719041934,34.444254280088,12.0683340633311
"552","SAAKAN0001-58893",66.3,30.2,3.2,0.3,0,"SAAKAN0001",2020-10-12,2020-09-13,52.8160861970767,36.8627872385557,8.73684416718341
"553","SAAKAN0002-58630",90.2,7.4,2.4,0,0,"SAAKAN0002",2018-10-20,2018-10-18,55.1635599656438,31.4237086129361,11.8496943576155
"554","SAAKAN0002-58876",35.6,44.4,18.6,1.4,0,"SAAKAN0002",2020-10-11,2020-11-24,21.2279777588979,49.7462605687809,27.8790577843168
"555","SAAKAN0003-58622",79.4,15.5,5,0,0,"SAAKAN0003",2018-10-21,2018-10-18,53.2094054989217,36.4206652107055,8.9433825679101
"556","SAAKAN0003-58892",18.3,46.2,34.9,0.6,0,"SAAKAN0003",2020-10-11,2020-11-16,22.0253159480142,48.0028358481309,28.6819602863106
