"","soil.subsites.site_unique","soil.subsites.site_location_name","soil.subsites.site_location_visit_id","soil.subsites.subsite_id","soil.subsites.zone","soil.subsites.easting","soil.subsites.northing","soil.subsites.ten_to_twenty_barcode","soil.subsites.zero_to_ten_barcode","soil.subsites.twenty_to_thirty_barcode","soil.subsites.comments","soil.subsites.metagenomic_barcode"
"1395","NTAGFU0001-53648","NTAGFU0001",53648,"2",53,717959,7908373,"NTA050612","NTA050611","NTA050613","Small Eucalyptus sp.","NTA  050091"
"1396","NTAGFU0002-53649","NTAGFU0002",53649,"3",53,716159,7906988,"NTA050642","NTA050641","not collected","Cryptogam surface","NTA  050101"
"1397","NTAGFU0002-53649","NTAGFU0002",53649,"5",53,716143,7906976,"NTA050646","NTA050645","not collected","2m. From Eucalyptus sp.","NTA  050103"
"1398","NTAGFU0002-53649","NTAGFU0002",53649,"6",53,716141,7907034,"NTA050648","NTA050647","not collected","Under Eucalyptus sp.","NTA  050104"
"1399","NTAGFU0002-53649","NTAGFU0002",53649,"9",53,716220,7907000,"not collected","NTA050652","not collected","Under Eucalyptus sp. Clump","NTA  050107"
"1400","NTAGFU0005-53652","NTAGFU0005",53652,"8",53,723835,7936277,"NTA050719","NTA050718","not collected","Under Acacia sp.","NTA  050133"
"1401","NTAGFU0005-53652","NTAGFU0005",53652,"9",53,723842,7936221,"NTA050721","NTA050720","not collected","Drainage line","NTA  050134"
"1402","NTAGFU0005-53652","NTAGFU0005",53652,"5",53,723764,7936224,"not collected","NTA050712","not collected","Under Triodia sp.","NTA  050130"
"1403","NTAGFU0001-53648","NTAGFU0001",53648,"3",53,717972,7908364,"NTA050615","NTA050614","NTA050616","Bare ground","NTA  050092"
"1404","NTAGFU0001-53648","NTAGFU0001",53648,"5",53,717961,7908359,"NTA050621","NTA050620","NTA050622","Grassy area","NTA  050094"
"1405","NTAGFU0001-53648","NTAGFU0001",53648,"6",53,717970,7908447,"NTA050624","NTA050623","NTA050625","Near anthill","NTA  050095"
"1406","NTAGFU0001-53648","NTAGFU0001",53648,"7",53,718036,7908439,"NTA050627","NTA050626","NTA050628","Under Conkerberry bush","NTA  050096"
"1407","NTAGFU0001-53648","NTAGFU0001",53648,"8",53,718017,7908403,"NTA050630","NTA050629","NTA050631","Under Acacia sp.","NTA  050097"
"1408","NTAGFU0001-53648","NTAGFU0001",53648,"9",53,718041,7908363,"NTA050633","NTA050632","NTA050634","Under old log","NTA  050098"
"1409","NTAGFU0003-53650","NTAGFU0003",53650,"4",53,724142,7938307,"NTA050665","NTA050664","NTA050666","Bare ground","NTA050111"
"1410","NTAGFU0003-53650","NTAGFU0003",53650,"7",53,724150,7938390,"NTA050673","NTA050672","NTA050674","slight depression","NTA050114"
"1411","NTAGFU0004-53651","NTAGFU0004",53651,"4",53,724050,7939462,"NTA050686","NTA050685","NTA050687","Between Acacia sp.","NTA050120"
"1412","NTAGFU0004-53651","NTAGFU0004",53651,"9",53,724104,7939454,"NTA050698","NTA050697","NTA050699","Under rock ledge","NTA050125"
"1413","NTAFIN0027-53647","NTAFIN0027",53647,"2",53,360817,7363290,"NTA050286","NTA050285","NTA050287","Under Senna sp.","NTA050073"
"1414","NTAFIN0027-53647","NTAFIN0027",53647,"3",53,360813,7363311,"NTA050289","NTA050288","NTA050290","Small mound/old stump","NTA050074"
"1415","NTAGFU0002-53649","NTAGFU0002",53649,"8",53,716191,7907031,"NTA050651","NTA050650","not collected","Under Acacia and Eucalyptus spp.","NTA  050106"
"1416","NTAFIN0019-53639","NTAFIN0019",53639,"1",53,290602,7304565,"NTA052303","NTA052302","NTA052304","grassy area","NTA053333"
"1417","NTAFIN0019-53639","NTAFIN0019",53639,"2",53,290611,7304563,"NTA052306","NTA052305","NTA052307","grassy area","NTA053334"
"1418","NTAFIN0019-53639","NTAFIN0019",53639,"3",53,290615,7304572,"NTA052309","NTA052308","NTA052310","grassy area","NTA053335"
"1419","NTAFIN0019-53639","NTAFIN0019",53639,"5",53,290602,7304578,"NTA052315","NTA052314","NTA052316","bare ground","NTA053337"
"1420","NTAFIN0019-53639","NTAFIN0019",53639,"6",53,290618,7304644,"NTA  052318","NTA052317","NTA052319","base of small shrub","NTA  053338"
"1421","NTAFIN0019-53639","NTAFIN0019",53639,"7",53,290658,7304616,"NTA  052321","NTA052320","NTA052322","bare ground","NTA  053339"
"1422","NTAFIN0019-53639","NTAFIN0019",53639,"8",53,290697,7304650,"NTA  052324","NTA052323","NTA052325","grassy area","NTA053340"
"1423","NTAFIN0019-53639","NTAFIN0019",53639,"9",53,290693,7304599,"NTA  052327","NTA052326","NTA052328","bare ground","NTA  053341"
"1424","NTAFIN0020-53640","NTAFIN0020",53640,"1",53,338272,7270813,"NTA052331","NTA052330","NTA052332","grassy area","NTA053342"
"1425","NTAFIN0020-53640","NTAFIN0020",53640,"2",53,338274,7270826,"NTA052334","NTA052333","NTA052335","grassy area","NTA053343"
"1426","NTAFIN0020-53640","NTAFIN0020",53640,"4",53,338295,7270827,"NTA052340","NTA052339","NTA052341","grassy area","NTA053345"
"1427","NTAFIN0020-53640","NTAFIN0020",53640,"5",53,338304,7270814,"NTA052343","NTA052342","NTA052344","grassy area","NTA053346"
"1428","NTAFIN0020-53640","NTAFIN0020",53640,"6",53,338363,7270811,"NTA052346","NTA052345","NTA052347","in Casuarina litter","NTA053347"
"1429","NTAFIN0020-53640","NTAFIN0020",53640,"7",53,338368,7270890,"NTA052349","NTA052348","NTA052350","grassy area","NTA053348"
"1430","NTAFIN0020-53640","NTAFIN0020",53640,"8",53,338325,7270895,"NTA052352","NTA052351","NTA052353","base of Casuarina","NTA053349"
"1431","NTAFIN0021-53641","NTAFIN0021",53641,"1",53,344577,7270506,"NTA052361","NTA052360","Not Collected","grassy area","NTA053351"
"1432","NTAFIN0020-53640","NTAFIN0020",53640,"9",53,338318,7270861,"NTA052355","NTA052354","NTA052356","near dead log","NTA053350"
"1433","NTAFIN0021-53641","NTAFIN0021",53641,"2",53,344576,7270512,"NTA052363","NTA052362","Not Collected","bare stony ground","NTA053352"
"1434","NTAFIN0021-53641","NTAFIN0021",53641,"3",53,344591,7270520,"NTA052365","NTA052364","NTA052366","bare ground","NTA053353"
"1435","NTAFIN0021-53641","NTAFIN0021",53641,"4",53,344595,7270503,"NTA052368","NTA052367","NTA052369","near Sclerolena","NTA053354"
"1436","NTAFIN0021-53641","NTAFIN0021",53641,"7",53,344657,7270585,"NTA052375","NTA052374","Not Collected","bare ground","NTA053357"
"1437","NTAFIN0021-53641","NTAFIN0021",53641,"9",53,344662,7270512,"Not Collected","NTA052378","Not Collected","bare ground","NTA053359"
"1438","NTAFIN0022-53642","NTAFIN0022",53642,"4",53,343357,7275026,"Not Collected","NTA052383","Not Collected","bare rocky ground","NTA053363"
"1439","NTAFIN0021-53641","NTAFIN0021",53641,"8",53,344657,7270531,"NTA052377","NTA052376","Not Collected","not recorded","NTA053358"
"1440","NTAFIN0022-53642","NTAFIN0022",53642,"2",53,343354,7275009,"Not Collected","NTA052381","Not Collected","rocky area near shrub","NTA053361"
"1441","NTAFIN0022-53642","NTAFIN0022",53642,"3",53,343360,7275016,"Not Collected","NTA052382","Not Collected","rocky area near shrub","NTA053362"
"1442","NTAFIN0022-53642","NTAFIN0022",53642,"5",53,343339,7275024,"Not Collected","NTA052384","Not Collected","Not recorded","NTA053364"
"1443","NTAFIN0022-53642","NTAFIN0022",53642,"7",53,343361,7275092,"Not Collected","NTA052386","Not Collected","base of rock outcrop","NTA053366"
"1444","NTAFIN0022-53642","NTAFIN0022",53642,"8",53,343408,7275095,"Not Collected","NTA052387","Not Collected","bare ground","NTA053367"
"1445","NTAFIN0022-53642","NTAFIN0022",53642,"9",53,343423,7275045,"Not Collected","NTA052388","Not Collected","open ground","NTA053368"
"1446","NTAFIN0023-53643","NTAFIN0023",53643,"3",53,341750,7282925,"NTA052864","NTA052863","NTA052865","in leaf litter","NTA053371"
"1447","NTAFIN0023-53643","NTAFIN0023",53643,"5",53,341764,7282907,"NTA052870","NTA052869","NTA052871","bare ground ","NTA053373"
"1448","NTAFIN0023-53643","NTAFIN0023",53643,"6",53,341798,7282960,"NTA052873","NTA052872","Not Collected","near Mulga","NTA053374"
"1449","NTAFIN0023-53643","NTAFIN0023",53643,"7",53,341830,7282972,"NTA052875","NTA052874","NTA052876","bare ground","NTA053375"
"1450","NTAFIN0023-53643","NTAFIN0023",53643,"8",53,341830,7282938,"NTA052878","NTA052877","NTA052879","bare ground","NTA053376"
"1451","NTAFIN0023-53643","NTAFIN0023",53643,"9",53,341822,7282925,"NTA052881","NTA052880","NTA052882","in litter","NTA053377"
"1452","NTAGFU0003-53650","NTAGFU0003",53650,"3",53,724143,7938320,"NTA050662","NTA050661","NTA050663","In Triodia sp. clump","NTA050110"
"1453","NTAGFU0004-53651","NTAGFU0004",53651,"6",53,724059,7939471,"NTA050691","NTA050690","NTA050692","In Triodia sp. clump","NTA050122"
"1454","NTAFIN0027-53647","NTAFIN0027",53647,"5",53,360835,7363291,"NTA050295","NTA050294","NTA050296","Thick grassy area","NTA050076"
"1455","NTAFIN0027-53647","NTAFIN0027",53647,"7",53,360833,7363356,"NTA050301","NTA050300","NTA050302","Under Acacia sp.","NTA050078"
"1456","NTAFIN0027-53647","NTAFIN0027",53647,"8",53,360912,7363370,"NTA050304","NTA050303","NTA050305","Under Atalaya hemiglauca","NTA050079"
"1457","NTAFIN0027-53647","NTAFIN0027",53647,"9",53,360900,7363299,"NTA050307","NTA050306","NTA050308","Bare ground","NTA050080"
"1458","NTAGFU0005-53652","NTAGFU0005",53652,"6",53,723772,7936288,"NTA050714","NTA050713","NTA050715","Under large Eucalyptus sp.","NTA  050131"
"1459","NTAGFU0010-53657","NTAGFU0010",53657,"1",53,722555,8020035,"NTA050802","NTA050801","NTA050803","Under Mallee shrub","NTA052908"
"1460","NTAGFU0010-53657","NTAGFU0010",53657,"3",53,722574,8020050,"Not collected","NTA050807","Not collected","Base of anthill","NTA052907"
"1461","NTAGFU0003-53650","NTAGFU0003",53650,"5",53,724145,7938310,"NTA050668","NTA050667","not collected","Under Eucalypt sp.","NTA050112"
"1462","NTAGFU0003-53650","NTAGFU0003",53650,"9",53,724224,7938314,"NTA050678","NTA050677","not collected","Under dead tree","NTA050116"
"1463","NTAGFU0005-53652","NTAGFU0005",53652,"2",53,723773,7936226,"NTA050705","NTA050704","not collected","In erosion gully","NTA  050127"
"1464","NTAGFU0004-53651","NTAGFU0004",53651,"1",53,724036,7939451,"not collected","NTA050681","not collected","Under Eucalyptus sp.","NTA050117"
"1465","NTAGFU0004-53651","NTAGFU0004",53651,"2",53,724036,7939460,"NTA050683","NTA050682","not collected","Between Acacia sp.","NTA050118"
"1466","NTAGFU0004-53651","NTAGFU0004",53651,"3",53,724039,7939467,"not collected","NTA050684","not collected","Bare ground","NTA050119"
"1467","NTAGFU0004-53651","NTAGFU0004",53651,"5",53,724050,7939443,"NTA050689","NTA050688","not collected","Beneath Grevillea sp.","NTA050121"
"1468","NTAGFU0004-53651","NTAGFU0004",53651,"8",53,724122,7939450,"NTA050696","NTA050695","not collected","Cryptogam surface","NTA050124"
"1469","QDAEIU0009-58881","QDAEIU0009",58881,"3",55,415010,7800795,"QDA058222","QDA058221","QDA058223","tall grassy spot amongst atalaya","AUG014242"
"1470","NTAGFU0005-53652","NTAGFU0005",53652,"3",53,723764,7936229,"NTA050707","NTA050706","NTA050708","In Triodia sp. clump","NTA  050128"
"1471","NTAGFU0010-53657","NTAGFU0010",53657,"4",53,722557,8020055,"NTA050809","NTA050808","Not collected","Under burnt tree","NTA052902"
"1472","NTAGFU0010-53657","NTAGFU0010",53657,"5",53,722551,8020050,"NTA050811","NTA050810","Not collected","Open area","NTA052903"
"1473","NTAGFU0010-53657","NTAGFU0010",53657,"6",53,722543,8020104,"NTA050813","NTA050812","NTA050814","Under Eucalyptus sp.","NTA052906"
"1474","NTAGFU0010-53657","NTAGFU0010",53657,"7",53,722591,8020122,"NTA050816","NTA050815","Not collected","Drainage line","NTA052909"
"1475","NTAGFU0010-53657","NTAGFU0010",53657,"8",53,722615,8020109,"NTA050818","NTA050817","Not collected","Under burnt log","NTA052901"
"1476","NTAGFU0010-53657","NTAGFU0010",53657,"9",53,722636,8020041,"NTA050820","NTA050819","Not collected","Under Eucalyptus sp.","NTA  052905"
"1477","SASMDD0017-56999","SASMDD0017",56999,"8",54,NA,NA,"","","","",""
"1478","NTAGFU0012-53659","NTAGFU0012",53659,"2",53,713902,8020211,"NTA051268","NTA051267","NTA051269","Open area","NTA052920"
"1479","NTAGFU0012-53659","NTAGFU0012",53659,"3",53,713912,8020213,"NTA051271","NTA051270","Not Collected","Base of ant hill.","NTA052921"
"1480","NTAGFU0012-53659","NTAGFU0012",53659,"9",53,713983,8020278,"NTA051287","NTA051286","NTA051288","Under burnt log.","NTA052927"
"1481","NTAGFU0012-53659","NTAGFU0012",53659,"6",53,713988,8020209,"NTA051278","NTA051277","NTA051279","Bare ground","NTA052924"
"1482","NTAGFU0012-53659","NTAGFU0012",53659,"8",53,713908,8020282,"NTA051284","NTA051283","NTA051285","In Melaleuca clump","NTA052926"
"1483","NTAGFU0012-53659","NTAGFU0012",53659,"7",53,713960,8020259,"NTA051281","NTA051280","NTA051282","In Triodia clump","NTA052925"
"1484","NTAGFU0012-53659","NTAGFU0012",53659,"5",53,713918,8020210,"NTA051276","NTA051275","Not Collected","Under sticky Acacia.","NTA052923"
"1485","NTAGFU0018-53665","NTAGFU0018",53665,"1",53,732218,8089010,"Not collected","Not collected","Not collected","Base of ant hill","NTA052973"
"1486","NTAGFU0018-53665","NTAGFU0018",53665,"2",53,732206,8089016,"Not collected","Not collected","Not collected","Under tree","NTA052974"
"1487","NTAGFU0008-53655","NTAGFU0008",53655,"3",53,696626,7921818,"not collected","NTA050765","not collected","Bare ground","NTA052885"
"1488","NTAGFU0008-53655","NTAGFU0008",53655,"5",53,696617,7921837,"NTA050768","NTA050767","not collected","Cryptogam surface","NTA052887"
"1489","NTAGFU0008-53655","NTAGFU0008",53655,"6",53,696635,7921903,"not collected","NTA050769","not collected","Beneath Eucalyptus sp.","NTA052888"
"1490","NTAGFU0008-53655","NTAGFU0008",53655,"7",53,696690,7921899,"NTA050771","NTA050770","not collected","Scalded area","NTA052889"
"1491","NTAGFU0008-53655","NTAGFU0008",53655,"9",53,696700,7921812,"not collected","NTA050773","not collected","Cryptogam surface","NTA052891"
"1492","NTAGFU0006-53653","NTAGFU0006",53653,"1",53,694696,7922661,"not collected","NTA050725","not collected","Rocky rise","NTA050135"
"1493","NTAGFU0006-53653","NTAGFU0006",53653,"2",53,694697,7922673,"not collected","NTA050726","not collected","Grassy patch","NTA050136"
"1494","NTAGFU0006-53653","NTAGFU0006",53653,"3",53,694702,7922677,"NTA050728","NTA050727","NTA050729","Under Acacia sp.","NTA050137"
"1495","NTAGFU0006-53653","NTAGFU0006",53653,"6",53,694779,7922652,"NTA050734","NTA050733","NTA050735","Eucalyptus sp. Clump","NTA050140"
"1496","NTAGFU0006-53653","NTAGFU0006",53653,"7",53,694779,7922704,"NTA050737","NTA050736","NTA050738","Grassy area","NTA050141"
"1497","NTAGFU0006-53653","NTAGFU0006",53653,"8",53,694784,7922740,"not collected","NTA050739","not collected","Ant mound","NTA050142"
"1498","NTAGFU0007-53654","NTAGFU0007",53654,"2",53,692510,7922893,"NTA050747","NTA050746","not collected","Next to Acacia sp. clump","NTA050145"
"1499","NTAGFU0006-53653","NTAGFU0006",53653,"9",53,694705,7922748,"not collected","NTA050740","not collected","Triodia sp. clump","NTA050143"
"1500","NTAGFU0007-53654","NTAGFU0007",53654,"1",53,692500,7922882,"not collected","NTA050745","not collected","Bare ground","NTA050144"
"1501","NTAGFU0007-53654","NTAGFU0007",53654,"3",53,692509,7922885,"NTA050749","NTA050748","not collected","Bare ground","NTA050146"
"1502","NTAGFU0007-53654","NTAGFU0007",53654,"4",53,692513,7922874,"NTA050751","NTA050750","not collected","Under Triodia sp.","NTA050147"
"1503","NTAGFU0007-53654","NTAGFU0007",53654,"6",53,692503,7922908,"NTA050754","NTA050753","not collected","Drainage line","NTA050149"
"1504","NTAGFU0007-53654","NTAGFU0007",53654,"7",53,692502,7922946,"NTA050756","NTA050755","not collected","Cryptogam surface","NTA050150"
"1505","NTAGFU0007-53654","NTAGFU0007",53654,"8",53,692552,7922947,"not collected","NTA050757","not collected","Under Eucalypt sp.","NTA050151"
"1506","NTAGFU0007-53654","NTAGFU0007",53654,"9",53,692552,7922878,"not collected","NTA050758","not collected","Under Corymbia sp.","NTA050152"
"1507","NTAGFU0009-53656","NTAGFU0009",53656,"6",53,709036,7920098,"NTA050789","NTA050788","not collected","Edge of gully","NTA052897"
"1508","NTAGFU0009-53656","NTAGFU0009",53656,"2",53,709038,7920048,"NTA050780","NTA050779","not collected","Cryptogam surface","NTA052893"
"1509","NTAGFU0009-53656","NTAGFU0009",53656,"7",53,709092,7920091,"NTA050791","NTA050790","NTA050792","Near base of Eucalyptus sp.","NTA052898"
"1510","NTAGFU0009-53656","NTAGFU0009",53656,"8",53,709107,7920079,"NTA050794","NTA050793","not collected","Under Eucalyptus sp.","NTA052899"
"1511","NTAGFU0009-53656","NTAGFU0009",53656,"9",53,709110,7920034,"NTA050796","NTA050795","not collected","Grassy area.","NTA052900"
"1512","NTAGFU0006-53653","NTAGFU0006",53653,"5",53,694709,7922661,"NTA050732","NTA050731","not collected","Near Eucalyptus sp.","NTA050139"
"1513","NTAGFU0018-53665","NTAGFU0018",53665,"4",53,732212,8088992,"Not collected","Not collected","Not collected","Under tree","NTA052976"
"1514","NTAGFU0018-53665","NTAGFU0018",53665,"5",53,732213,8088985,"Not collected","Not collected","Not collected","Under tree","NTA052977"
"1515","NTAGFU0018-53665","NTAGFU0018",53665,"6",53,732193,8089026,"Not collected","Not collected","Not collected","Under dead log","NTA052978"
"1516","NTAGFU0018-53665","NTAGFU0018",53665,"7",53,732136,8089028,"Not collected","Not collected","Not collected","Under rock","NTA052979"
"1517","NTAGFU0018-53665","NTAGFU0018",53665,"8",53,732122,8089073,"Not collected","Not collected","Not collected","Under dead log","NTA052980"
"1518","NTAGFU0018-53665","NTAGFU0018",53665,"9",53,732210,8089080,"Not collected","Not collected","Not collected","Base of moss","NTA  052981"
"1519","QDAEIU0009-58881","QDAEIU0009",58881,"4",55,415009,7800793,"QDA058225","QDA058224","QDA058226","open area low grass, surface strew gravel","AUG014243"
"1520","NTAGFU0011-53658","NTAGFU0011",53658,"1",53,719641,8020224,"NTA050825","NTA050824","NTA050826","Grassy area","NTA  052910"
"1521","NTAGFU0011-53658","NTAGFU0011",53658,"2",53,719651,8020212,"NTA050828","NTA050827","NTA050829","Under tree","NTA  052911"
"1522","NTAGFU0011-53658","NTAGFU0011",53658,"3",53,719638,8020220,"NTA050831","NTA050830","NTA050832","Open area","NTA  052912"
"1523","NTAGFU0013-53660","NTAGFU0013",53660,"1",53,713125,8020181,"NTA051170","NTA051169","NTA051171","Cryptogam surface","NTA  052928"
"1524","NTAGFU0011-53658","NTAGFU0011",53658,"5",53,719633,8020229,"NTA050837","NTA050836","NTA050838","Base of ant mound","NTA  052914"
"1525","NTAGFU0011-53658","NTAGFU0011",53658,"6",53,719645,8020139,"NTA050840","NTA050839","NTA050841","Under Acacia sp.","NTA  052915"
"1526","NTAGFU0011-53658","NTAGFU0011",53658,"4",53,719634,8020222,"NTA050834","NTA050833","NTA050835","Under Acacia sp.","NTA  052913"
"1527","NTAGFU0013-53660","NTAGFU0013",53660,"4",53,713133,8020188,"NTA051178","NTA051177","NTA051179","Base of ant hill","NTA  052931"
"1528","NTAGFU0013-53660","NTAGFU0013",53660,"2",53,713128,8020194,"NTA051173","NTA051172","NTA051174","Under Melaleuca","NTA  052929"
"1529","NTAGFU0013-53660","NTAGFU0013",53660,"3",53,713137,8020199,"NTA051176","NTA051175","not collected","Under bush","NTA  052930"
"1530","NTAGFU0013-53660","NTAGFU0013",53660,"7",53,713155,8020235,"NTA051185","NTA051184","NTA051186","Under tree","NTA  052934"
"1531","NTAGFU0013-53660","NTAGFU0013",53660,"5",53,713138,8020194,"NTA051181","NTA051180","not collected","Under Melaleuca","NTA  052932"
"1532","NTAGFU0013-53660","NTAGFU0013",53660,"6",53,713142,8020270,"NTA051183","NTA051182","not collected","Under tree","NTA  052933"
"1533","NTAGFU0013-53660","NTAGFU0013",53660,"8",53,713170,8020199,"NTA051188","NTA051187","NTA051189","Bare ground","NTA  052935"
"1534","NTAGFU0013-53660","NTAGFU0013",53660,"9",53,713197,8020212,"NTA051191","NTA051190","NTA051192","Under tree","NTA  052936"
"1535","NTAGFU0014-53661","NTAGFU0014",53661,"3",53,705592,8036233,"not collected","NTA051200","not collected","Bare ground","NTA052939"
"1536","NTAGFU0014-53661","NTAGFU0014",53661,"6",53,705594,8036304,"NTA051206","NTA051205","NTA051207","Edge of gully","NTA052942"
"1537","NTAGFU0014-53661","NTAGFU0014",53661,"7",53,705643,8036285,"not collected","NTA051208","not collected","Under of tree","NTA052943"
"1538","NTAGFU0014-53661","NTAGFU0014",53661,"1",53,705579,8036214,"not collected","NTA051198","not collected","Under Melaleuca","NTA052937"
"1539","NTAGFU0014-53661","NTAGFU0014",53661,"4",53,705580,8036234,"NTA051202","NTA051201","not collected","Under dead log","NTA052940"
"1540","NTAGFU0019-53666","NTAGFU0019",53666,"3",53,737829,8094991,"NTA051329","NTA051328","not collected","Bare ground","NTA052984"
"1541","NTAGFU0019-53666","NTAGFU0019",53666,"1",53,737813,8094983,"NTA051324","NTA051323","NTA051325","In Acacia clump","NTA052982"
"1542","NTAGFU0019-53666","NTAGFU0019",53666,"4",53,737830,8095000,"NTA051331","NTA051330","not collected","Under Eucalyptus sp.","NTA052985"
"1543","NTAGFU0019-53666","NTAGFU0019",53666,"5",53,737823,8095000,"NTA051333","NTA051332","not collected","Grass","NTA052986"
"1544","NTAGFU0019-53666","NTAGFU0019",53666,"6",53,737863,8095004,"NTA051335","NTA051334","NTA051336","Cryptogam surface","NTA052987"
"1545","NTAGFU0019-53666","NTAGFU0019",53666,"7",53,737884,8095032,"NTA051338","NTA051337","NTA051339","Burnt log","NTA052988"
"1546","NTAGFU0015-53662","NTAGFU0015",53662,"2",53,706025,8037039,"NTA051217","NTA051216","NTA051218","In Rill.","NTA052947"
"1547","NTAGFU0015-53662","NTAGFU0015",53662,"3",53,706034,8037055,"Not Collected","NTA051219","Not Collected","Cryptogam surface","NTA052948"
"1548","NTAGFU0015-53662","NTAGFU0015",53662,"5",53,706047,8037027,"NTA051223","NTA051222","Not Collected","In Triodia clump","NTA052950"
"1549","NTAGFU0015-53662","NTAGFU0015",53662,"6",53,706019,8037071,"Not Collected","NTA051224","Not Collected","Under sticky Acacia sp.","NTA052951"
"1550","NTAGFU0015-53662","NTAGFU0015",53662,"7",53,706053,8037110,"Not Collected","NTA051225","Not Collected","Under Eucalyptus sp.","NTA052952"
"1551","NTAGFU0011-53658","NTAGFU0011",53658,"8",53,719605,8020193,"NTA050846","NTA050845","not collected","Bare ground","NTA  052917"
"1552","NTAGFU0011-53658","NTAGFU0011",53658,"9",53,719582,8020225,"NTA050848","NTA050847","not collected","Under Terminalia sp.","NTA  052918"
"1553","NTAGFU0014-53661","NTAGFU0014",53661,"5",53,705580,8036221,"NTA051204","NTA051203","not collected","Base of Coolabah","NTA  052941"
"1554","NTAGFU0014-53661","NTAGFU0014",53661,"8",53,705642,8036258,"NTA051210","NTA051209","not collected","Open area","NTA052944"
"1555","NTAGFU0015-53662","NTAGFU0015",53662,"8",53,706105,8037084,"Not Collected","NTA051226","Not Collected","Base of ant mound","NTA052953"
"1556","NTAGFU0016-53663","NTAGFU0016",53663,"1",53,740369,8094604,"NTA051234","NTA051233","NTA051235","Grass area","NTA052955"
"1557","NTAGFU0016-53663","NTAGFU0016",53663,"2",53,740375,8094612,"NTA051237","NTA051236","NTA051238","Melaleuca clump","NTA052956"
"1558","NTAGFU0016-53663","NTAGFU0016",53663,"5",53,740362,8094620,"NTA051246","NTA051245","NTA051247","Base of ant hill","NTA052959"
"1559","NTAGFU0016-53663","NTAGFU0016",53663,"6",53,740370,8094688,"NTA051249","NTA051248","NTA051250","Under Terminalia","NTA052960"
"1560","NTAGFU0016-53663","NTAGFU0016",53663,"7",53,740419,8094659,"NTA051252","NTA051251","NTA051253","Bare ground","NTA052961"
"1561","NTAGFU0016-53663","NTAGFU0016",53663,"8",53,740433,8094695,"NTA051255","NTA051254","NTA051256","Under Eucalyptus tree","NTA052962"
"1562","NTAGFU0016-53663","NTAGFU0016",53663,"9",53,740449,8094620,"NTA051258","NTA051257","NTA051259","Base of dead tree","NTA052963"
"1563","NTAGFU0016-53663","NTAGFU0016",53663,"4",53,740359,8094626,"NTA051243","NTA051242","NTA051244","Under dead log","NTA052958"
"1564","NTAGFU0016-53663","NTAGFU0016",53663,"3",53,740371,8094622,"NTA051240","NTA051239","NTA051241","Under Melaleuca sp.","NTA052957"
"1565","NTAGFU0017-53664","NTAGFU0017",53664,"2",53,729324,8079913,"NTA051295","NTA051294","NTA051296","Melaleuca","NTA052965"
"1566","NTAGFU0017-53664","NTAGFU0017",53664,"3",53,729336,8079907,"NTA051298","NTA051297","NTA051299","Grass area","NTA052966"
"1567","NTAGFU0017-53664","NTAGFU0017",53664,"5",53,729342,8079901,"NTA051304","NTA051303","NTA051305","Acacia clump","NTA052968"
"1568","NTAGFU0017-53664","NTAGFU0017",53664,"7",53,729365,8079947,"NTA051310","NTA051309","NTA051311","Burnt tree","NTA052970"
"1569","NTAGFU0017-53664","NTAGFU0017",53664,"8",53,729396,8079983,"NTA051313","NTA051312","NTA051314","Bare ground","NTA052971"
"1570","NTAGFU0017-53664","NTAGFU0017",53664,"9",53,729314,8079987,"NTA051316","NTA051315","NTA051317","Grass area","NTA052972"
"1571","NTAGFU0017-53664","NTAGFU0017",53664,"1",53,729316,8079906,"NTA051292","NTA051291","NTA051293","Grass area","NTA052964"
"1572","NTAGFU0017-53664","NTAGFU0017",53664,"4",53,729331,8079900,"NTA051301","NTA051300","NTA051302","Base of ant hill","NTA052967"
"1573","NTAGFU0018-53665","NTAGFU0018",53665,"3",53,732215,8089001,"Not collected","Not collected","Not collected","Grass area","NTA052975"
"1574","NTAGFU0020-53667","NTAGFU0020",53667,"4",53,602725,8150637,"NTA051358","NTA051357","NTA051359","Dead log","NTA052994"
"1575","NTAGFU0020-53667","NTAGFU0020",53667,"3",53,602713,8150646,"NTA051355","NTA051354","NTA051356","Cryptogam surface","NTA052993"
"1576","NTAGFU0020-53667","NTAGFU0020",53667,"1",53,602698,8150633,"NTA051349","NTA051348","NTA051350","Anthill","NTA052991"
"1577","NTAGFU0020-53667","NTAGFU0020",53667,"5",53,602720,8150638,"NTA051361","NTA051360","NTA051362","Grass","NTA052995"
"1578","NTAGFU0020-53667","NTAGFU0020",53667,"7",53,602732,8150714,"NTA051366","NTA051365","not collected","Bare ground","NTA052997"
"1579","NTAGFU0020-53667","NTAGFU0020",53667,"9",53,602790,8150639,"NTA051370","NTA051369","NTA051371","Melaleuca sp.","NTA052999"
"1580","NTAGFU0020-53667","NTAGFU0020",53667,"8",53,602776,8150706,"NTA051368","NTA051367","not collected","Eucalypt sp.","NTA052998"
"1581","NTAGFU0020-53667","NTAGFU0020",53667,"6",53,602705,8150718,"NTA051364","NTA051363","not collected","Bare ground","NTA052996"
"1582","NTAGFU0021-53668","NTAGFU0021",53668,"2",53,600608,8151703,"NTA051377","NTA051376","not collected","Edge of rill","NTA053001"
"1583","NTAGFU0021-53668","NTAGFU0021",53668,"4",53,600616,8151709,"NTA051382","NTA051381","NTA051383","Grassy area","NTA053003"
