"","soil.subsites.site_unique","soil.subsites.site_location_name","soil.subsites.site_location_visit_id","soil.subsites.subsite_id","soil.subsites.zone","soil.subsites.easting","soil.subsites.northing","soil.subsites.ten_to_twenty_barcode","soil.subsites.zero_to_ten_barcode","soil.subsites.twenty_to_thirty_barcode","soil.subsites.comments","soil.subsites.metagenomic_barcode"
"1","NTTMGD0001-53521","NTTMGD0001",53521,"2",53,332483,8088467,"NTT  000008","NTT  000007","NTT  000009","litter","AUG006229"
"2","NTTMGD0001-53521","NTTMGD0001",53521,"3",53,332486,8088453,"NTT  000011","NTT  000010","NTT  000012","stoney","AUG006230"
"3","NTTMGD0001-53521","NTTMGD0001",53521,"4",53,332495,8088458,"NTT  000014","NTT  000013","NTT  000015","cryptogam","AUG006231"
"4","NTTMGD0001-53521","NTTMGD0001",53521,"5",53,332473,8088452,"NTT  000017","NTT  000016","NTT  000018","litter","AUG006232"
"5","NTTMGD0001-53521","NTTMGD0001",53521,"6",53,332557,8088467,"NTT  000020","NTT  000019","NTT  000021","stoney","AUG006233"
"6","NTTMGD0001-53521","NTTMGD0001",53521,"7",53,332515,8088850,"NTT  000023","NTT  000022","NTT  000024","bare ground base of anthill","AUG006234"
"7","NTTMGD0001-53521","NTTMGD0001",53521,"9",53,332554,8088539,"NTT  000029","NTT  000028","NTT  000030","gravel","AUG006236"
"8","QDACHC0003-53467","QDACHC0003",53467,"1",54,720038,7331197,"QDA   050540","QDA   050539","QDA   050541","bare ground","QDA 053766"
"9","QDACHC0003-53467","QDACHC0003",53467,"2",54,720048,7331200,"QDA   050543","QDA   050542","QDA   050544","base of Eremophila","QDA 053767"
"10","QDACHC0003-53467","QDACHC0003",53467,"3",54,720059,7331200,"QDA   050546","QDA   050545","QDA   050547","open bare ground","QDA 053768"
"11","QDACHC0003-53467","QDACHC0003",53467,"4",54,720054,7331209,"QDA   050549","QDA   050548","QDA   050550","open grassland","QDA 053769"
"12","QDACHC0003-53467","QDACHC0003",53467,"5",54,720047,7331212,"QDA   050552","QDA   050551","QDA   050553","Acacia cambadgei","QDA 053770"
"13","QDACHC0003-53467","QDACHC0003",53467,"6",54,720038,7331200,"QDA   050555","QDA   050554","QDA   050556","base of Gidgee","QDA 053771"
"14","QDACHC0003-53467","QDACHC0003",53467,"7",54,720131,7331279,"QDA   050558","QDA   050557","QDA   050559","base of Gidgee","QDA 053772"
"15","QDACHC0003-53467","QDACHC0003",53467,"8",54,720133,7331205,"QDA   050561","QDA   050560","QDA   050562","open grassland","QDA 053773"
"16","QDACHC0003-53467","QDACHC0003",53467,"9",54,720086,7331242,"QDA   050564","QDA   050563","QDA   050565","under Gidgee","QDA 053774"
"17","QDACHC0004-53468","QDACHC0004",53468,"1",54,509359,7376912,"QDA   050646","QDA   050645","QDA   050647","low grassy rise/ridge","QDA 053775"
"18","QDACHC0004-53468","QDACHC0004",53468,"2",54,509362,7376928,"QDA   050649","QDA   050648","QDA   050650","bare ground","QDA 053776"
"19","QDACHC0004-53468","QDACHC0004",53468,"3",54,509369,7376934,"QDA   050652","QDA   050651","QDA   050653","under Coolabah","QDA 053777"
"20","QDACHC0004-53468","QDACHC0004",53468,"4",54,509377,7376943,"QDA   050655","QDA   050654","QDA   050656","beside Bluebush","QDA 053778"
"21","QDACHC0004-53468","QDACHC0004",53468,"5",54,509387,7376930,"QDA   050658","QDA   050657","QDA   050659","amongst grass","QDA 053779"
"22","QDACHC0004-53468","QDACHC0004",53468,"6",54,509405,7376956,"QDA   050661","QDA   050660","QDA   050662","amongst grass","QDA 053780"
"23","QDACHC0004-53468","QDACHC0004",53468,"7",54,509372,7376992,"QDA   050664","QDA   050663","QDA   050665","bare ground","QDA 053781"
"24","QDACHC0004-53468","QDACHC0004",53468,"8",54,509457,7377000,"QDA   050667","QDA   050666","QDA   050668","beside Bluebush","QDA 053782"
"25","QDACHC0004-53468","QDACHC0004",53468,"9",54,509452,7376911,"QDA   050670","QDA   050669","QDA   050671","bare ground","QDA 053783"
"26","QDACHC0005-53522","QDACHC0005",53522,"1",54,507373,7376592,"QDA   050674","QDA   050673","QDA   050675","Bare ground","QDA 053784"
"27","QDACHC0005-53522","QDACHC0005",53522,"2",54,507375,7376598,"QDA   050677","QDA   050676","QDA   050678","Bare ground","QDA 053785"
"28","QDACHC0005-53522","QDACHC0005",53522,"3",54,507387,7376593,"QDA   050680","QDA   050679","QDA   050681","Bare ground","QDA 053786"
"29","QDACHC0005-53522","QDACHC0005",53522,"4",54,507386,7376586,"QDA   050683","QDA   050682","QDA   050684","Bare ground","QDA 053787"
"30","QDACHC0005-53522","QDACHC0005",53522,"5",54,507380,7376592,"QDA   050686","QDA   050685","QDA   050687","Bare ground","QDA 053788"
"31","QDACHC0005-53522","QDACHC0005",53522,"6",54,507419,7376631,"QDA   050689","QDA   050688","QDA   050690","Bare ground","QDA 053789"
"32","QDACHC0005-53522","QDACHC0005",53522,"7",54,507380,7376675,"QDA   050692","QDA   050691","QDA   050693","Gully Bank","QDA 053790"
"33","QDACHC0005-53522","QDACHC0005",53522,"8",54,507451,7376678,"QDA   050695","QDA   050694","QDA   050696","Bare ground","QDA 053791"
"34","QDACHC0005-53522","QDACHC0005",53522,"9",54,507454,7376597,"QDA   050698","QDA   050697","QDA   050699","under Acacia and Coolabah sp.","QDA 053792"
"35","QDACHC0006-53469","QDACHC0006",53469,"1",54,513606,7371300,"QDA   050711","QDA   050710","QDA   050712","under dry grass","QDA 053793"
"36","QDACHC0006-53469","QDACHC0006",53469,"2",54,513615,7371300,"QDA   050714","QDA   050713","QDA   050715","drainage gully","QDA 053794"
"37","QDACHC0006-53469","QDACHC0006",53469,"3",54,513602,7371306,"QDA   050717","QDA   050716","QDA   050718","amongst grasses","QDA 053795"
"38","QDACHC0006-53469","QDACHC0006",53469,"4",54,513612,7371318,"QDA   050720","QDA   050719","QDA   050721","beside Bluebush","QDA 053796"
"39","QDACHC0006-53469","QDACHC0006",53469,"5",54,513615,7371309,"QDA   050723","QDA   050722","QDA   050724","beside Acacia","QDA 053797"
"40","QDACHC0006-53469","QDACHC0006",53469,"6",54,513652,7371343,"QDA   050726","QDA   050725","QDA   050727","bare ground","QDA 053798"
"41","QDACHC0006-53469","QDACHC0006",53469,"7",54,513693,7371380,"QDA   050729","QDA   050728","QDA   050730","bare ground","QDA 053799"
"42","QDACHC0006-53469","QDACHC0006",53469,"8",54,513698,7371297,"QDA   050732","QDA   050731","QDA   050733","drainage gully","QDA 053800"
"43","QDACHC0006-53469","QDACHC0006",53469,"9",54,513612,7371384,"QDA   050735","QDA   050734","QDA   050736","amongst grasses","QDA 053801"
"44","QDACHC0007-53517","QDACHC0007",53517,"1",54,502970,7363965,"QDA   050741","QDA   050740","QDA   050742","grassy area","QDA 053802"
"45","QDACHC0007-53517","QDACHC0007",53517,"2",54,502970,7363978,"QDA   050744","QDA   050743","QDA   050745","grassy area","QDA 053803"
"46","QDACHC0007-53517","QDACHC0007",53517,"3",54,502979,7363985,"QDA   050747","QDA   050746","QDA   050748","under Chenopod sp.","QDA 053804"
"47","QDACHC0007-53517","QDACHC0007",53517,"5",54,502990,7363974,"QDA   050753","QDA   050752","QDA   050754","in grass patch","QDA 053806"
"48","QDACHC0007-53517","QDACHC0007",53517,"6",54,503013,7364013,"QDA   050756","QDA   050755","QDA   050757","bare ground","QDA 053807"
"49","QDACHC0007-53517","QDACHC0007",53517,"7",54,503053,7363968,"QDA   050759","QDA   050758","QDA   050760","open ground","QDA 053808"
"50","QDACHC0007-53517","QDACHC0007",53517,"8",54,503056,7364054,"QDA   050762","QDA   050761","QDA   050763","under Chenopod sp.","QDA 053809"
"51","QDACHC0007-53517","QDACHC0007",53517,"9",54,502972,7364060,"QDA   050765","QDA   050764","QDA   050766","edge of channel","QDA 053810"
"52","QDAEIU0001-53470","QDAEIU0001",53470,"3",55,207234,7837183,"QDA   050327","QDA   050326","QDA   050328","under grass","QDA 053192"
"53","QDAEIU0001-53470","QDAEIU0001",53470,"4",55,207231,7837195,"QDA   050330","QDA   050329","QDA   050331","under grass","QDA 053193"
"54","QDAEIU0001-53470","QDAEIU0001",53470,"5",55,207242,7837189,"QDA   050333","QDA   050332","QDA   050334","under grass","QDA 053194"
"55","QDAEIU0001-53470","QDAEIU0001",53470,"2",55,207232,7837186,"QDA   050324","QDA   050323","QDA   050325","under grass","QDA 053191"
"56","QDAEIU0008-58882","QDAEIU0008",58882,"1",55,415124,7800727,"QDA058183","QDA058182","QDA058184","scald between carrissa under reed river box.  yellow brown soil with some gravel","AUG014231"
"57","SASMDD0017-56999","SASMDD0017",56999,"1",54,NA,NA,"","","","",""
"58","NTTMGD0001-53521","NTTMGD0001",53521,"8",53,332477,8088533,"NTT  000026","NTT  000025","NTT  000027","stoney","AUG006235"
"59","QDACHC0007-53517","QDACHC0007",53517,"4",54,502983,7363984,"QDA   050750","QDA   050749","QDA   050751","open ground","QDA 053805"
"60","QDAEIU0008-58882","QDAEIU0008",58882,"2",55,415126,7800730,"QDA058186","QDA058185","QDA058187","under carissa in clearing. yellow brown soil with some gravel.","AUG014232"
"61","QDAEIU0001-53470","QDAEIU0001",53470,"6",55,207228,7837256,"QDA   050336","QDA   050335","QDA   050337","under grass","QDA 053195"
"62","QDAEIU0001-53470","QDAEIU0001",53470,"7",55,207293,7837267,"QDA   050339","QDA   050338","QDA   050340","base of Eucalypt sp.","QDA 053196"
"63","QDAEIU0001-53470","QDAEIU0001",53470,"8",55,207282,7837236,"QDA   050342","QDA   050341","QDA   050343","under grass","QDA 053197"
"64","QDAEIU0001-53470","QDAEIU0001",53470,"9",55,207321,7837182,"QDA   050345","QDA   050344","QDA   050346","under grass","QDA 053198"
"65","QDAEIU0004-53524","QDAEIU0004",53524,"1",55,201963,7847301,"QDA   050418","QDA   050417","QDA   050419","grassy area","QDA 053171"
"66","QDAEIU0004-53524","QDAEIU0004",53524,"2",55,201960,7847312,"QDA   050421","QDA   050420","QDA   050422","base of burnt tree","QDA 053172"
"67","QDAEIU0004-53524","QDAEIU0004",53524,"3",55,201964,7847321,"QDA   050424","QDA   050423","QDA   050425","gully bank","QDA 053173"
"68","QDAEIU0004-53524","QDAEIU0004",53524,"4",55,201971,7847325,"QDA   050427","QDA   050426","QDA   050428","under dead log","QDA 053174"
"69","QDAEIU0004-53524","QDAEIU0004",53524,"5",55,201977,7847297,"QDA   050430","QDA   050429","QDA   050431","grassy area","QDA 053175"
"70","QDAEIU0004-53524","QDAEIU0004",53524,"6",55,202046,7847307,"QDA   050433","QDA   050432","QDA   050434","grassy area","QDA 053176"
"71","QDAEIU0004-53524","QDAEIU0004",53524,"9",55,202043,7847392,"QDA   050440","QDA   050439","QDA   050441","under dead log","QDA 053179"
"72","QDAEIU0004-53524","QDAEIU0004",53524,"7",55,202012,7847352,"QDA   050436","QDA   050435","QDA   050437","grassy area","QDA 053177"
"73","QDAEIU0004-53524","QDAEIU0004",53524,"8",55,201958,7847386,"not collected","QDA   050438","not collected","near dead log/ very rocky","QDA 053178"
"74","QDAEIU0005-53472","QDAEIU0005",53472,"1",54,806343,7957025,"QDA   050447","QDA   050446","QDA   050448","bare ground","QDA 053162"
"75","QDAEIU0005-53472","QDAEIU0005",53472,"2",54,806342,7957034,"QDA   050450","QDA   050449","QDA   050451","bare ground","QDA 053163"
"76","QDAEIU0005-53472","QDAEIU0005",53472,"3",54,806345,7957035,"QDA   050453","QDA   050452","QDA   050454","bare ground","QDA 053164"
"77","QDAEIU0005-53472","QDAEIU0005",53472,"4",54,806326,7957031,"QDA   050456","QDA   050455","QDA   050457","bare ground","QDA 053165"
"78","QDAEIU0005-53472","QDAEIU0005",53472,"5",54,806330,7957040,"QDA   050459","QDA   050458","QDA   050460","bare ground","QDA 053166"
"79","QDAEIU0005-53472","QDAEIU0005",53472,"6",54,806251,7957041,"QDA   050462","QDA   050461","QDA   050463","lower area","QDA 053167"
"80","QDAEIU0005-53472","QDAEIU0005",53472,"7",54,806303,7957082,"QDA   050465","QDA   050464","QDA   050466","beneath Eucalypt sp.","QDA 053168"
"81","QDAEIU0005-53472","QDAEIU0005",53472,"8",54,806252,7957115,"QDA   050468","QDA   050467","QDA   050469","bare ground","QDA 053169"
"82","QDAEIU0005-53472","QDAEIU0005",53472,"9",54,806337,7957119,"QDA   050471","QDA   050470","QDA   050472","bare ground","QDA 053170"
"83","QDAEIU0006-53473","QDAEIU0006",53473,"2",54,805504,7955691,"QDA   050481","QDA   050480","QDA   050482","amongst tussock grasses","QDA 053154"
"84","QDAEIU0006-53473","QDAEIU0006",53473,"3",54,805497,7955698,"QDA   050484","QDA   050483","QDA   050485","base of cut stump","QDA 053155"
"85","QDAEIU0006-53473","QDAEIU0006",53473,"9",54,805413,7955686,"QDA   050502","QDA   050501","QDA   050503","under regenerating Ironwood","QDA 053161"
"86","QDAEIU0006-53473","QDAEIU0006",53473,"8",54,805454,7955650,"QDA   050499","QDA   050498","QDA   050500","base of dead tree","QDA 053160"
"87","QDAEIU0006-53473","QDAEIU0006",53473,"7",54,805422,7955617,"QDA   050496","QDA   050495","QDA   050497","under Eucalypt litter","QDA 053159"
"88","QDAEIU0006-53473","QDAEIU0006",53473,"6",54,805490,7955610,"QDA   050493","QDA   050492","QDA   050494","amongst tussock grasses","QDA 053158"
"89","QDAEIU0006-53473","QDAEIU0006",53473,"5",54,805507,7955690,"QDA   050490","QDA   050489","QDA   050491","amongst tussock grasses","QDA 053157"
"90","QDAEIU0006-53473","QDAEIU0006",53473,"4",54,805496,7955703,"QDA   050487","QDA   050486","QDA   050488","bare ground","QDA 053156"
"91","QDAEIU0007-53474","QDAEIU0007",53474,"1",54,805408,7955700,"QDA   050509","QDA   050508","QDA   050510","amongst tussock grasses","QDA 053144"
"92","QDAEIU0007-53474","QDAEIU0007",53474,"2",54,805398,7955707,"QDA   050512","QDA   050511","QDA   050513","base of Ironwood","QDA 053145"
"93","QDAEIU0007-53474","QDAEIU0007",53474,"3",54,805392,7955694,"QDA   050515","QDA   050514","QDA   050516","base of Ironwood","QDA 053146"
"94","QDAEIU0007-53474","QDAEIU0007",53474,"4",54,805403,7955692,"QDA   050518","QDA   050517","QDA   050519","amongst burnt fallen timber","QDA 053147"
"95","QDAEIU0007-53474","QDAEIU0007",53474,"5",54,805390,7955683,"QDA   050521","QDA   050520","QDA   050522","beside fallen branch","QDA 053148"
"96","QDAEIU0007-53474","QDAEIU0007",53474,"6",54,805393,7955602,"QDA   050524","QDA   050523","QDA   050525","under litter at base of Eucalypt","QDA 053149"
"97","QDAEIU0007-53474","QDAEIU0007",53474,"9",54,805321,7955700,"QDA   050533","QDA   050532","QDA   050534","amongst tussock grasses","QDA 053152"
"98","QDAEIU0007-53474","QDAEIU0007",53474,"8",54,805321,7955620,"QDA   050530","QDA   050529","QDA   050531","amongst tussock grasses","QDA 053151"
"99","QDAEIU0007-53474","QDAEIU0007",53474,"7",54,805362,7955663,"QDA   050527","QDA   050526","QDA   050528","amongst tussock grasses","QDA 053150"
"100","QDAGUP0001-53526","QDAGUP0001",53526,"4",54,784882,7774152,"QDA   051751","QDA   051750","QDA   051752","under litter","QDA 053202"
"101","QDAGUP0001-53526","QDAGUP0001",53526,"5",54,784891,7774155,"QDA   051754","QDA   051753","QDA   051755","under grasses","QDA 053203"
"102","QDAGUP0001-53526","QDAGUP0001",53526,"6",54,784876,7774238,"QDA   051757","QDA   051756","QDA   051758","under grasses","QDA 053204"
"103","QDAGUP0001-53526","QDAGUP0001",53526,"3",54,784882,7774158,"QDA   051748","QDA   051747","QDA   051749","under litter","QDA 053201"
"104","QDAGUP0002-53475","QDAGUP0002",53475,"3",54,789029,7782740,"QDA   051777","QDA   051776","QDA   051778","under grass tussocks","QDA 053210	
"
"105","QDAGUP0002-53475","QDAGUP0002",53475,"4",54,789024,7782737,"QDA   051780","QDA   051779","QDA   051781","open ground","QDA 053211	
"
"106","QDAGUP0002-53475","QDAGUP0002",53475,"5",54,789030,7782728,"QDA   051783","QDA   051782","QDA   051784","under grass tussocks","QDA 053212	
"
"107","QDAEIU0002-53523","QDAEIU0002",53523,"5",55,208736,7835697,"QDA   050364","QDA   050363","QDA   050365","Grassy area","QDA053185"
"108","QDAEIU0002-53523","QDAEIU0002",53523,"7",55,208767,7835732,"QDA   050369","QDA   050368","QDA   050370","Grassy area","QDA053183"
"109","QDAEIU0002-53523","QDAEIU0002",53523,"9",55,208827,7835720,"QDA   050375","QDA   050374","QDA   050376","small mound","QDA053181"
"110","QDAEIU0003-53471","QDAEIU0003",53471,"1",55,202744,7851382,"QDA   050388","QDA   050387","QDA   050389","between grass tussocks","QDA 053180"
"111","QDAEIU0003-53471","QDAEIU0003",53471,"2",55,202758,7851379,"QDA   050391","QDA   050390","QDA   050392","base of dead ironbark","QDA 053179"
"112","QDAEIU0003-53471","QDAEIU0003",53471,"3",55,202753,7851392,"QDA   050394","QDA   050393","QDA   050395","between grass tussocks","QDA 053178"
"113","QDAEIU0003-53471","QDAEIU0003",53471,"4",55,202742,7851393,"QDA   050397","QDA   050396","QDA   050398","under fallen ironbark","QDA 053177"
"114","QDAEIU0003-53471","QDAEIU0003",53471,"5",55,202748,7851382,"QDA   050400","QDA   050399","QDA   050401","under grass tussocks","QDA 053176"
"115","QDAEIU0003-53471","QDAEIU0003",53471,"7",55,202814,7851467,"QDA   050405","QDA   050404","QDA   050406","beside termite mound","QDA 053174"
"116","QDAEIU0003-53471","QDAEIU0003",53471,"8",55,202795,7851409,"QDA   050408","QDA   050407","QDA   050409","under grass tussocks","QDA 053173"
"117","QDAEIU0003-53471","QDAEIU0003",53471,"9",55,202835,7851379,"QDA   050411","QDA   050410","QDA   050412","amongst lower grass sp.","QDA 053172"
"118","QDAGUP0002-53475","QDAGUP0002",53475,"6",54,789014,7782791,"QDA   051786","QDA   051785","QDA   051787","open ground","QDA 053213	
"
"119","QDAGUP0002-53475","QDAGUP0002",53475,"7",54,789092,7782791,"QDA   051789","QDA   051788","QDA   051790","base of Acacia sp.","QDA 053214	
"
"120","QDAGUP0002-53475","QDAGUP0002",53475,"8",54,789048,7782728,"QDA   051792","QDA   051791","QDA   051793","beside fallen Eucalypt sp.","QDA 053215	
"
"121","QDAGUP0003-53527","QDAGUP0003",53527,"1",54,779888,7742055,"QDA   051801","QDA   051800","QDA   051802","under tree grove","QDA 053217"
"122","QDAGUP0003-53527","QDAGUP0003",53527,"2",54,779891,7742064,"QDA   051804","QDA   051803","QDA   051805","bare ground","QDA 053218"
"123","QDAGUP0003-53527","QDAGUP0003",53527,"3",54,779899,7742057,"QDA   051807","QDA   051806","QDA   051808","under tree grove","QDA 053219"
"124","QDAGUP0003-53527","QDAGUP0003",53527,"4",54,779907,7742058,"QDA   051810","QDA   051809","QDA   051811","amongst tussock grasses","QDA 053220"
"125","QDAGUP0003-53527","QDAGUP0003",53527,"5",54,779896,7742049,"QDA   051813","QDA   051812","QDA   051814","base of Plebiania","QDA 053221"
"126","QDAGUP0003-53527","QDAGUP0003",53527,"6",54,779884,7742112,"QDA   051816","QDA   051815","QDA   051817","base of Eucalypt sp.","QDA 053222"
"127","QDAGUP0003-53527","QDAGUP0003",53527,"9",54,779929,7742090,"QDA   051825","QDA   051824","QDA   051826","bare ground","QDA 053225"
"128","QDAGUP0003-53527","QDAGUP0003",53527,"8",54,779974,7742061,"QDA   051822","QDA   051821","QDA   051823","amongst tussock grasses","QDA 053224"
"129","QDAGUP0003-53527","QDAGUP0003",53527,"7",54,779971,7742128,"QDA   051819","QDA   051818","QDA   051820","bare ground","QDA 053223"
"130","QDAGUP0004-53476","QDAGUP0004",53476,"2",54,654695,7786397,"QDA   051835","QDA   051834","QDA   051836","base of trees","QDA 053227"
"131","QDAGUP0004-53476","QDAGUP0004",53476,"3",54,654681,7786417,"QDA   051838","QDA   051837","QDA   051839","beside fallen dead log","QDA 053228"
"132","QDAGUP0004-53476","QDAGUP0004",53476,"4",54,654678,7786406,"QDA   051841","QDA   051840","QDA   051842","bare ground","QDA 053229"
"133","QDAGUP0004-53476","QDAGUP0004",53476,"5",54,654691,7786393,"QDA   051844","QDA   051843","QDA   051845","beside grass tussocks","QDA 053230"
"134","QDAGUP0004-53476","QDAGUP0004",53476,"6",54,654693,7786319,"QDA   051847","QDA   051846","QDA   051848","bare ground","QDA 053231"
"135","QDAGUP0004-53476","QDAGUP0004",53476,"7",54,654603,7786319,"QDA   051850","QDA   051849","QDA   051851","under rotted log","QDA 053232"
"136","QDAGUP0004-53476","QDAGUP0004",53476,"9",54,654646,7786359,"QDA   051856","QDA   051855","QDA   051857","bare ground","QDA 053234"
"137","QDAGUP0004-53476","QDAGUP0004",53476,"8",54,654604,7786411,"QDA   051853","QDA   051852","QDA   051854","under litter","QDA 053233"
"138","QDAGUP0005-53528","QDAGUP0005",53528,"1",54,653278,7788808,"QDA   051861","QDA   051860","QDA   051862","bare ground beside termite mound","QDA 053235"
"139","QDAGUP0005-53528","QDAGUP0005",53528,"2",54,653274,7788814,"QDA   051864","QDA   051863","QDA   051865","under litter","QDA 053236"
"140","QDAGUP0005-53528","QDAGUP0005",53528,"3",54,653283,7788821,"QDA   051867","QDA   051866","QDA   051868","bare ground","QDA 053237"
"141","QDAGUP0005-53528","QDAGUP0005",53528,"4",54,653282,7788811,"QDA   051870","QDA   051869","QDA   051871","base of Melaleuca sp.","QDA 053238"
"142","QDAGUP0005-53528","QDAGUP0005",53528,"5",54,653294,7788814,"QDA   051873","QDA   051872","QDA   051874","beside dead fallen log","QDA 053239"
"143","QDAGUP0005-53528","QDAGUP0005",53528,"6",54,653277,7788896,"QDA   051876","QDA   051875","QDA   051877","bare ground","QDA 053240"
"144","QDAGUP0005-53528","QDAGUP0005",53528,"7",54,653373,7788893,"QDA   051879","QDA   051878","QDA   051880","beside dead fallen log","QDA 053241"
"145","QDAGUP0005-53528","QDAGUP0005",53528,"9",54,653316,7788852,"QDA   051885","QDA   051884","QDA   051886","under litter","QDA 053243"
"146","QDAEIU0008-58882","QDAEIU0008",58882,"3",55,415132,7800726,"QDA058189","QDA058188","QDA058190","depression of grasses on grey black clay soil.","AUG014233"
"147","QDAGUP0006-53477","QDAGUP0006",53477,"1",54,646809,7792811,"QDA   051890","QDA   051889","QDA   051891","bare ground","QDA 053244"
"148","QDAGUP0006-53477","QDAGUP0006",53477,"2",54,646803,7792809,"QDA   051893","QDA   051892","QDA   051894","beside fallen log","QDA 053245"
"149","QDAGUP0006-53477","QDAGUP0006",53477,"3",54,646816,7792811,"QDA   051896","QDA   051895","QDA   051897","base of tree","QDA 053246"
"150","QDAGUP0006-53477","QDAGUP0006",53477,"4",54,646812,7792820,"QDA   051899","QDA   051898","QDA   051900","bare ground","QDA 053247"
"151","QDAGUP0006-53477","QDAGUP0006",53477,"5",54,646789,7792819,"QDA   051902","QDA   051901","QDA   051903","under litter","QDA 053248"
"152","QDAGUP0006-53477","QDAGUP0006",53477,"6",54,646725,7792828,"QDA   051905","QDA   051904","QDA   051906","bare ground","QDA 053249"
"153","QDAGUP0006-53477","QDAGUP0006",53477,"9",54,646785,7792855,"QDA   051914","QDA   051913","QDA   051915","beside dead fallen log","QDA 053252"
"154","QDAGUP0006-53477","QDAGUP0006",53477,"8",54,646814,7792892,"QDA   051911","QDA   051910","QDA   051912","bare ground","QDA 053251"
"155","QDAGUP0006-53477","QDAGUP0006",53477,"7",54,646740,7792908,"QDA   051908","QDA   051907","QDA   051909","beside dead fallen log","QDA 053250"
"156","QDAGUP0007-53478","QDAGUP0007",53478,"1",54,585424,7778982,"QDA   051919","QDA   051918","QDA   051920","bare ground","QDA 053253"
"157","QDAGUP0007-53478","QDAGUP0007",53478,"2",54,585431,7778981,"QDA   051922","QDA   051921","QDA   051923","bare ground","QDA 053254"
"158","QDAGUP0007-53478","QDAGUP0007",53478,"3",54,585433,7778993,"QDA   051925","QDA   051924","QDA   051926","between grass tussocks","QDA 053255"
"159","QDAGUP0007-53478","QDAGUP0007",53478,"4",54,585441,7778982,"QDA   051928","QDA   051927","QDA   051929","between grass tussocks","QDA 053256"
"160","QDAGUP0007-53478","QDAGUP0007",53478,"5",54,585447,7778984,"QDA   051931","QDA   051930","QDA   051932","bare ground","QDA 053257"
"161","QDAGUP0007-53478","QDAGUP0007",53478,"6",54,585437,7779050,"QDA   051934","QDA   051933","QDA   051935","bare ground","QDA 053258"
"162","QDAGUP0022-53484","QDAGUP0022",53484,"5",54,505920,8117987,"QDA   052421","QDA   052420","QDA   052422","bare ground","QDA 053392"
"163","QDAGUP0007-53478","QDAGUP0007",53478,"8",54,585477,7779030,"QDA   051940","QDA   051939","QDA   051941","under Acacia sp.","QDA 053260"
"164","QDAGUP0007-53478","QDAGUP0007",53478,"9",54,585550,7778975,"QDA   051943","QDA   051942","QDA   051944","shallow depression","QDA 053261"
"165","QDAGUP0008-53529","QDAGUP0008",53529,"1",54,606993,7810226,"QDA   051951","QDA   051950","QDA   051952","under litter","QDA 053262"
"166","QDAGUP0008-53529","QDAGUP0008",53529,"2",54,607003,7810225,"QDA   051954","QDA   051953","QDA   051955","amongst tussock grasses","QDA 053263"
"167","QDAGUP0008-53529","QDAGUP0008",53529,"3",54,607009,7810215,"QDA   051957","QDA   051956","QDA   051958","under litter","QDA 053264"
"168","QDAGUP0008-53529","QDAGUP0008",53529,"4",54,607016,7810229,"QDA   051960","QDA   051959","QDA   051961","bare ground","QDA 053265"
"169","QDAGUP0008-53529","QDAGUP0008",53529,"5",54,607003,7810236,"QDA   051963","QDA   051962","QDA   051964","base of termite mound","QDA 053266"
"170","QDAGUP0001-53526","QDAGUP0001",53526,"8",54,784957,7774169,"QDA   051763","QDA   051762","QDA   051764","besdide fallen dead Eucalypt sp.","QDA 053206"
"171","QDAGUP0001-53526","QDAGUP0001",53526,"9",54,784920,7774193,"QDA   051766","QDA   051765","QDA   051767","under litter","QDA 053207"
"172","QDAGUP0008-53529","QDAGUP0008",53529,"6",54,607084,7810233,"QDA   051966","QDA   051965","QDA   051967","base of Melaleuca sp.","QDA 053267"
"173","QDAGUP0008-53529","QDAGUP0008",53529,"7",54,607084,7810158,"QDA   051969","QDA   051968","QDA   051970","bare ground","QDA 053268"
"174","QDAGUP0008-53529","QDAGUP0008",53529,"9",54,607056,7810203,"QDA   051975","QDA   051974","QDA   051976","amongst tussock grasses","QDA 053270"
"175","QDAGUP0008-53529","QDAGUP0008",53529,"8",54,607009,7810148,"QDA   051972","QDA   051971","QDA   051973","beside fallen dead log","QDA 053269"
"176","QDAGUP0009-53530","QDAGUP0009",53530,"1",54,600600,7805382,"QDA   051980","QDA   051979","QDA   051981","under grass litter","QDA 053271"
"177","QDAGUP0009-53530","QDAGUP0009",53530,"2",54,600606,7805379,"QDA   051983","QDA   051982","QDA   051984","under grass litter","QDA 053272"
"178","QDAGUP0009-53530","QDAGUP0009",53530,"3",54,600609,7805374,"QDA   051986","QDA   051985","QDA   051987","bare ground","QDA 053273"
"179","QDAGUP0009-53530","QDAGUP0009",53530,"4",54,600607,7805371,"QDA   051989","QDA   051988","QDA   051990","base of Acacia sp.","QDA 053274"
"180","QDAGUP0009-53530","QDAGUP0009",53530,"5",54,600618,7805381,"QDA   051992","QDA   051991","QDA   051993","under grass litter","QDA 053275"
"181","QDAGUP0009-53530","QDAGUP0009",53530,"6",54,600692,7805382,"QDA   051995","QDA   051994","QDA   051996","depression between grass tussocks","QDA 053276"
"182","QDAGUP0009-53530","QDAGUP0009",53530,"7",54,600687,7805309,"QDA   051998","QDA   051997","QDA   051999","under Acacia sp.","QDA 053277"
"183","QDAGUP0009-53530","QDAGUP0009",53530,"9",54,600601,7805305,"QDA   052004","QDA   052003","QDA   052005","depression","QDA 053279"
