"","soil.bulk.site_unique","soil.bulk.site_location_name","soil.bulk.site_location_visit_id","soil.bulk.sample_id","soil.bulk.paper_bag_weight","soil.bulk.oven_dried_weight_in_bag","soil.bulk.ring_weight","soil.bulk.gravel_weight","soil.bulk.ring_volume","soil.bulk.gravel_volume","soil.bulk.fine_earth_weight_in_bag","soil.bulk.fine_earth_weight","soil.bulk.fine_earth_volume","soil.bulk.fine_earth_bulk_density","soil.bulk.gravel_bulk_density"
"1071","NTAFIN0001-58009","NTAFIN0001",58009,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1072","NTAFIN0001-58009","NTAFIN0001",58009,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1073","WAAPIL0018-57617","WAAPIL0018",57617,"0",3.6,484.29,154.3,0,209.35,0,329.99,326.39,209.35,1.56,0
"1074","WAAPIL0018-57617","WAAPIL0018",57617,"1",3.6,447.61,162.95,0,209.35,0,284.66,281.06,209.35,1.34,0
"1075","WAAPIL0018-57617","WAAPIL0018",57617,"2",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1076","QDAEIU0009-58881","QDAEIU0009",58881,"0",11.9,409.5,144.1,10,209.35,4,255.4,243.5,205.35,1.19,2.5
"1077","QDAEIU0009-58881","QDAEIU0009",58881,"1",11.6,460,141.4,5.9,209.35,2.5,312.7,301.1,206.85,1.46,2.36
"1078","QDAEIU0009-58881","QDAEIU0009",58881,"2",11.6,482.9,141.4,8.3,209.35,3,333.2,321.6,206.35,1.56,2.766666667
"1079","NSABHC0024-57100","NSABHC0024",57100,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1080","NSABHC0024-57100","NSABHC0024",57100,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1081","NSABHC0024-57100","NSABHC0024",57100,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1082","NSABHC0026-57102","NSABHC0026",57102,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1083","NSABHC0026-57102","NSABHC0026",57102,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1084","NSABHC0026-57102","NSABHC0026",57102,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1085","WAAPIL0019-57614","WAAPIL0019",57614,"0",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1086","WAAPIL0019-57614","WAAPIL0019",57614,"1",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1087","WAAPIL0019-57614","WAAPIL0019",57614,"2",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1088","SAASTP0006-57066","SAASTP0006",57066,"0",NA,NA,NA,NA,209.35,NA,0,242.29,209.35,1.16,0
"1089","SAASTP0006-57066","SAASTP0006",57066,"1",NA,NA,NA,NA,209.35,NA,0,299.4,209.35,1.43,0
"1090","SAASTP0006-57066","SAASTP0006",57066,"2",NA,NA,NA,NA,209.35,NA,0,300.43,209.35,1.44,0
"1091","SASMDD0017-56999","SASMDD0017",56999,"0",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1092","SASMDD0017-56999","SASMDD0017",56999,"1",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1093","SASMDD0017-56999","SASMDD0017",56999,"2",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1094","NTABRT0005-58863","NTABRT0005",58863,"0",14.1,340.9,150.5,0,209.35,NA,340.9,326.8,209.35,1.56,0
"1095","NTABRT0005-58863","NTABRT0005",58863,"1",14.5,331.3,144.1,0,209.35,NA,331.3,316.8,209.35,1.51,0
"1096","NTABRT0005-58863","NTABRT0005",58863,"2",14.1,334.9,141.3,0,209.35,NA,334.9,320.8,209.35,1.53,0
"1097","NTAFIN0002-58018","NTAFIN0002",58018,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1098","NTAFIN0002-58018","NTAFIN0002",58018,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1099","NTAFIN0002-58018","NTAFIN0002",58018,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1100","NTAFIN0003-58017","NTAFIN0003",58017,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1101","NTAFIN0003-58017","NTAFIN0003",58017,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1102","NTAFIN0003-58017","NTAFIN0003",58017,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1103","NTAFIN0004-58010","NTAFIN0004",58010,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1104","NTAFIN0004-58010","NTAFIN0004",58010,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1105","NTAFIN0004-58010","NTAFIN0004",58010,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1106","NTAFIN0005-58011","NTAFIN0005",58011,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1107","NTAFIN0005-58011","NTAFIN0005",58011,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1108","NTAFIN0005-58011","NTAFIN0005",58011,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1109","NTAFIN0006-58012","NTAFIN0006",58012,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1110","NTAFIN0006-58012","NTAFIN0006",58012,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1111","NTAFIN0006-58012","NTAFIN0006",58012,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1112","NTASSD0008-57074","NTASSD0008",57074,"0",6.51,528.42,151.73,0,209.35,0,376.69,370.18,209.35,1.77,0
"1113","NTASSD0008-57074","NTASSD0008",57074,"1",6.25,524.13,154.8,0,209.35,0,369.33,363.08,209.35,1.73,0
"1114","NTASSD0008-57074","NTASSD0008",57074,"2",6.05,511.71,151.84,0,209.35,0,359.87,353.82,209.35,1.69,0
"1115","SASMDD0011-56998","SASMDD0011",56998,"0",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1116","SASMDD0011-56998","SASMDD0011",56998,"1",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1117","SASMDD0011-56998","SASMDD0011",56998,"2",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1118","NSTNSS0001-57641","NSTNSS0001",57641,"0",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1119","NSTNSS0001-57641","NSTNSS0001",57641,"1",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1120","NSTNSS0001-57641","NSTNSS0001",57641,"2",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1121","NSTSYB0002-58008","NSTSYB0002",58008,"0",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1122","NSTSYB0002-58008","NSTSYB0002",58008,"1",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1123","NSTSYB0002-58008","NSTSYB0002",58008,"2",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1124","NSTSYB0009-57649","NSTSYB0009",57649,"0",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1125","NSTSYB0009-57649","NSTSYB0009",57649,"1",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1126","NSTSYB0009-57649","NSTSYB0009",57649,"2",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1127","NTASSD0002-57073","NTASSD0002",57073,"0",4.61,526.67,151.77,0,209.35,0,374.9,370.29,209.35,1.77,0
"1128","NTASSD0002-57073","NTASSD0002",57073,"1",4.65,528.66,162.77,0,209.35,0,365.89,361.24,209.35,1.73,0
"1129","NTASSD0002-57073","NTASSD0002",57073,"2",4.7,524.11,151.42,0,209.35,0,372.69,367.99,209.35,1.76,0
"1130","WAAGVD0012-59063","WAAGVD0012",59063,"0",12.3,501.9,144.7,0,209.35,0,357.2,344.9,209.35,1.65,0
"1131","WAAGVD0012-59063","WAAGVD0012",59063,"1",12.2,490.1,144.5,0,209.35,0,345.6,333.4,209.35,1.59,0
"1132","NTAFIN0007-58013","NTAFIN0007",58013,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1133","NTAFIN0007-58013","NTAFIN0007",58013,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1134","NTAFIN0007-58013","NTAFIN0007",58013,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1135","NTAFIN0008-58014","NTAFIN0008",58014,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1136","NTAFIN0008-58014","NTAFIN0008",58014,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1137","NTAFIN0008-58014","NTAFIN0008",58014,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1138","NTAFIN0009-58015","NTAFIN0009",58015,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1139","NTAFIN0009-58015","NTAFIN0009",58015,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1140","NTAFIN0009-58015","NTAFIN0009",58015,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1141","SASMDD0017-58021","SASMDD0017",58021,"0",3.8,451.6,141,0,209.35,0,310.6,306.8,209.35,1.47,0
"1142","SASMDD0017-58021","SASMDD0017",58021,"1",3.8,466.8,141.6,0,209.35,0,325.2,321.4,209.35,1.54,0
"1143","SASMDD0017-58021","SASMDD0017",58021,"2",3.8,449.7,141.2,0,209.35,0,308.5,304.7,209.35,1.46,0
"1144","NTAFIN0010-58016","NTAFIN0010",58016,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1145","NTAFIN0010-58016","NTAFIN0010",58016,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1146","NTAFIN0010-58016","NTAFIN0010",58016,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1147","NTAFIN0011-58019","NTAFIN0011",58019,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1148","NTAFIN0011-58019","NTAFIN0011",58019,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1149","NTAFIN0011-58019","NTAFIN0011",58019,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1150","WAAGES0001-58023","WAAGES0001",58023,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1151","WAAGES0001-58023","WAAGES0001",58023,"1",4.12,501.04,154.81,0,209.35,0,346.23,342.11,209.35,1.63,0
"1152","WAAGES0001-58023","WAAGES0001",58023,"2",4.2,539.82,171.31,0,209.35,0,368.51,364.31,209.35,1.74,0
"1153","WAAGES0002-58024","WAAGES0002",58024,"0",4.31,460.36,152.14,0,209.35,0,308.22,303.91,209.35,1.45,0
"1154","WAAGES0002-58024","WAAGES0002",58024,"1",4.3,483.09,154.98,0,209.35,0,328.11,323.81,209.35,1.55,0
"1155","WAAGES0002-58024","WAAGES0002",58024,"2",4.33,508.31,154.27,0,209.35,0,354.04,349.71,209.35,1.67,0
"1156","WAAGES0003-58025","WAAGES0003",58025,"0",4.44,512.49,161.15,0,209.35,0,351.34,346.9,209.35,1.66,0
"1157","WAAGES0003-58025","WAAGES0003",58025,"1",4.36,507.33,152.68,0,209.35,0,354.65,350.29,209.35,1.67,0
"1158","WAAGES0003-58025","WAAGES0003",58025,"2",4.36,482.66,157.69,0,209.35,0,324.97,320.61,209.35,1.53,0
"1159","NSABHC0009-58026","NSABHC0009",58026,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1160","NSABHC0009-58026","NSABHC0009",58026,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1161","NSABHC0009-58026","NSABHC0009",58026,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1162","NSABHC0012-58022","NSABHC0012",58022,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1163","NSABHC0012-58022","NSABHC0012",58022,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1164","NSABHC0012-58022","NSABHC0012",58022,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1165","WAAPIL0020-58032","WAAPIL0020",58032,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1166","WAAPIL0020-58032","WAAPIL0020",58032,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1167","WAAPIL0020-58032","WAAPIL0020",58032,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1168","WAAPIL0021-58034","WAAPIL0021",58034,"0",3.61,468.84,153.85,70.8,209.35,28,244.19,169.78,181.35,0.94,2.53
"1169","WAAPIL0021-58034","WAAPIL0021",58034,"1",3.6,440.97,151.95,30.51,209.35,12,258.51,224.4,197.35,1.14,2.54
"1170","WAAPIL0021-58034","WAAPIL0021",58034,"2",3.59,489.7,156.55,0,209.35,0,333.15,329.56,209.35,1.57,0
"1171","WAAPIL0022-58035","WAAPIL0022",58035,"0",3.63,394.59,154.45,0,209.35,0,240.14,236.51,209.35,1.13,0
"1172","WAAPIL0022-58035","WAAPIL0022",58035,"1",3.59,402.79,155.17,0,209.35,0,247.62,244.03,209.35,1.17,0
"1173","WAAPIL0022-58035","WAAPIL0022",58035,"2",3.64,402.58,155.33,0,209.35,0,247.25,243.61,209.35,1.16,0
"1174","WAAPIL0023-58036","WAAPIL0023",58036,"0",3.61,489.64,160.44,0,209.35,0,329.2,325.59,209.35,1.56,0
"1175","WAAPIL0023-58036","WAAPIL0023",58036,"1",3.55,493.56,162.86,0,209.35,0,330.7,327.15,209.35,1.56,0
"1176","WAAPIL0023-58036","WAAPIL0023",58036,"2",3.61,485.36,155.16,0,209.35,0,330.2,326.59,209.35,1.56,0
"1177","WAAPIL0024-58040","WAAPIL0024",58040,"0",3.52,509.88,162.22,0,209.35,0,347.66,344.14,209.35,1.64,0
"1178","WAAPIL0024-58040","WAAPIL0024",58040,"1",3.58,481.35,154.27,0,209.35,0,327.08,323.5,209.35,1.55,0
"1179","WAAPIL0024-58040","WAAPIL0024",58040,"2",3.6,496.31,151.97,0,209.35,0,344.34,340.74,209.35,1.63,0
"1180","WAAPIL0025-58043","WAAPIL0025",58043,"0",3.52,507.42,151.57,0,209.35,0,355.85,352.33,209.35,1.68,0
"1181","WAAPIL0025-58043","WAAPIL0025",58043,"1",3.5,545.09,151.96,0,209.35,0,393.13,389.63,209.35,1.86,0
"1182","WAAPIL0025-58043","WAAPIL0025",58043,"2",3.56,520.26,171.25,0,209.35,0,349.01,345.45,209.35,1.65,0
"1183","WAAPIL0026-58044","WAAPIL0026",58044,"0",3.6,573.93,152.29,0,209.35,0,421.64,418.04,209.35,2,0
"1184","WAAPIL0026-58044","WAAPIL0026",58044,"1",3.62,493.75,162.41,0,209.35,0,331.34,327.72,209.35,1.57,0
"1185","WAAPIL0026-58044","WAAPIL0026",58044,"2",3.53,481.82,152.19,0,209.35,0,329.63,326.1,209.35,1.56,0
"1186","WAAPIL0027-58041","WAAPIL0027",58041,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1187","WAAPIL0027-58041","WAAPIL0027",58041,"1",3.62,505.97,156.6,0,209.35,0,349.37,345.75,209.35,1.65,0
"1188","WAAPIL0027-58041","WAAPIL0027",58041,"2",3.58,525.97,151.84,0,209.35,0,374.13,370.55,209.35,1.77,0
"1189","SAASTP0014-57067","SAASTP0014",57067,"0",NA,NA,NA,27.8,209.35,10,-27.8,296.7,199.35,1.49,2.78
"1190","SAASTP0014-57067","SAASTP0014",57067,"1",NA,NA,NA,7.18,209.35,2.5,-7.18,323.34,206.85,1.56,2.872
"1191","SAASTP0014-57067","SAASTP0014",57067,"2",NA,NA,NA,7.21,209.35,2.5,-7.21,327.8,206.85,1.58,2.884
"1192","NTADAC0002-58039","NTADAC0002",58039,"0",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1193","NTADAC0002-58039","NTADAC0002",58039,"1",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1194","NTADAC0002-58039","NTADAC0002",58039,"2",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1195","SASMDD0008-57062","SASMDD0008",57062,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1196","SASMDD0008-57062","SASMDD0008",57062,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1197","SASMDD0008-57062","SASMDD0008",57062,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1198","WAAPIL0028-58042","WAAPIL0028",58042,"0",3.61,559.13,154.81,0,209.35,0,404.32,400.71,209.35,1.91,0
"1199","WAAPIL0028-58042","WAAPIL0028",58042,"1",3.56,537.93,163.14,0,209.35,0,374.79,371.23,209.35,1.77,0
"1200","WAAPIL0028-58042","WAAPIL0028",58042,"2",3.57,533.4,163.87,0,209.35,0,369.53,365.96,209.35,1.75,0
"1201","SASMDD0012-58020","SASMDD0012",58020,"0",3.8,538.48,151.6,0,209.35,0,386.88,383.08,209.35,1.83,0
"1202","SASMDD0012-58020","SASMDD0012",58020,"1",3.9,552.96,162.96,0,209.35,0,390,386.1,209.35,1.84,0
"1203","SASMDD0012-58020","SASMDD0012",58020,"2",3.8,526.9,151.84,0,209.35,0,375.06,371.26,209.35,1.77,0
"1204","SASMDD0014-56980","SASMDD0014",56980,"0",3.66,480.49,162.19,0,209.35,0,318.3,314.64,209.35,1.5,0
"1205","SASMDD0014-56980","SASMDD0014",56980,"1",3.63,472.61,151.97,0,209.35,0,320.64,317.01,209.35,1.51,0
"1206","SASMDD0014-56980","SASMDD0014",56980,"2",3.66,518.08,152.3,0,209.35,0,365.78,362.12,209.35,1.73,0
"1207","WAAPIL0029-58045","WAAPIL0029",58045,"0",3.6,497.23,154.75,0,209.35,0,342.48,338.88,209.35,1.62,0
"1208","WAAPIL0029-58045","WAAPIL0029",58045,"1",3.59,507.11,163.09,0,209.35,0,344.02,340.43,209.35,1.63,0
"1209","NSABHC0029-58028","NSABHC0029",58028,"0",NA,NA,NA,29,209.35,2,0,96.4,209.35,0.46,14.5
"1210","NSABHC0029-58028","NSABHC0029",58028,"2",NA,NA,NA,284.6,209.35,11,0,249,198.35,1.26,2.818181818
"1211","NSABHC0028-58027","NSABHC0028",58027,"0",NA,NA,NA,82.2,209.35,35,0,112.4,174.35,0.64,2.348571429
"1212","NSABHC0028-58027","NSABHC0028",58027,"1",NA,NA,NA,40.5,209.35,13,0,170,196.35,0.87,3.115384615
"1213","NSABHC0028-58027","NSABHC0028",58027,"2",NA,NA,NA,108.8,209.35,45,0,48.8,164.35,0.3,2.417777778
"1214","WAAPIL0029-58045","WAAPIL0029",58045,"2",3.56,503.35,155.35,0,209.35,0,348,344.44,209.35,1.65,0
"1215","WAAPIL0030-58057","WAAPIL0030",58057,"0",3.64,449.71,163.24,0,209.35,0,286.47,282.83,209.35,1.35,0
"1216","WAAPIL0030-58057","WAAPIL0030",58057,"1",3.59,540.39,155.42,0,209.35,0,384.97,381.38,209.35,1.82,0
"1217","WAAPIL0030-58057","WAAPIL0030",58057,"2",3.64,558.07,151.85,0,209.35,0,406.22,402.58,209.35,1.92,0
"1218","NSTSYB0007-58496","NSTSYB0007",58496,"0",3.35,456.72,162.18,0,209.35,0,294.54,291.19,209.35,1.39,0
"1219","NSTSYB0007-58496","NSTSYB0007",58496,"1",3.41,475.16,155.5,0,209.35,0,319.66,316.25,209.35,1.51,0
"1220","NSTSYB0007-58496","NSTSYB0007",58496,"2",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1221","NSTSYB0001-58122","NSTSYB0001",58122,"0",3.51,440.28,152.27,0,209.35,0,288.01,284.5,209.35,1.36,0
"1222","NSTSYB0001-58122","NSTSYB0001",58122,"1",3.14,477.03,162.11,0,209.35,0,314.92,311.78,209.35,1.49,0
"1223","NSTSYB0001-58122","NSTSYB0001",58122,"2",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1224","WAAPIL0031-58415","WAAPIL0031",58415,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1225","WAAPIL0031-58415","WAAPIL0031",58415,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1226","WAAPIL0031-58415","WAAPIL0031",58415,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1227","WAAPIL0032-58416","WAAPIL0032",58416,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1228","WAAPIL0032-58416","WAAPIL0032",58416,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1229","WAAPIL0032-58416","WAAPIL0032",58416,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1230","WAAPIL0033-58417","WAAPIL0033",58417,"0",3.61,409.37,151.85,0,209.35,0,257.52,253.91,209.35,1.21,0
"1231","WAAPIL0033-58417","WAAPIL0033",58417,"1",3.59,458.31,152.03,0,209.35,0,306.28,302.69,209.35,1.45,0
"1232","WAAPIL0033-58417","WAAPIL0033",58417,"2",3.68,488.94,171.92,0,209.35,0,317.02,313.34,209.35,1.5,0
"1233","WAAPIL0034-58418","WAAPIL0034",58418,"0",3.62,502.81,171.82,0,209.35,0,330.99,327.37,209.35,1.56,0
"1234","WAAPIL0034-58418","WAAPIL0034",58418,"1",3.64,506,171.5,0,209.35,0,334.5,330.86,209.35,1.58,0
"1235","WAAPIL0034-58418","WAAPIL0034",58418,"2",3.65,522.75,171.51,0,209.35,0,351.24,347.59,209.35,1.66,0
"1236","WAAPIL0035-58419","WAAPIL0035",58419,"0",3.59,483.55,151.67,0,209.35,0,331.88,328.29,209.35,1.57,0
"1237","WAAPIL0035-58419","WAAPIL0035",58419,"1",3.64,491.82,155.1,0,209.35,0,336.72,333.08,209.35,1.59,0
"1238","WAAPIL0035-58419","WAAPIL0035",58419,"2",3.62,494.17,151.88,0,209.35,0,342.29,338.67,209.35,1.62,0
"1239","WAASWA0001-58029","WAASWA0001",58029,"0",4.46,325.48,154.94,0,209.35,0,170.54,166.08,209.35,0.79,0
"1240","WAASWA0001-58029","WAASWA0001",58029,"1",4.34,476.02,171.63,0,209.35,0,304.39,300.05,209.35,1.43,0
"1241","WAASWA0001-58029","WAASWA0001",58029,"2",4.36,491.09,155.33,0,209.35,0,335.76,331.4,209.35,1.58,0
"1242","WAASWA0002-58030","WAASWA0002",58030,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1243","WAASWA0002-58030","WAASWA0002",58030,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1244","WAASWA0002-58030","WAASWA0002",58030,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1245","WAASWA0003-58031","WAASWA0003",58031,"0",4.51,370.68,152.44,0,209.35,0,218.24,213.73,209.35,1.02,0
"1246","WAASWA0003-58031","WAASWA0003",58031,"1",4.49,342.15,154.47,0,209.35,0,187.68,183.19,209.35,0.88,0
"1247","WAASWA0003-58031","WAASWA0003",58031,"2",4.45,310.7,151.72,0,209.35,0,158.98,154.53,209.35,0.74,0
"1248","SASRIV0001-57603","SASRIV0001",57603,"0",3.63,410.3,151.91,0,209.35,0,258.39,254.76,209.35,1.22,0
"1249","SASRIV0001-57603","SASRIV0001",57603,"1",3.71,452.07,151.92,0,209.35,0,300.15,296.44,209.35,1.42,0
"1250","SASRIV0001-57603","SASRIV0001",57603,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1251","SASRIV0002-57604","SASRIV0002",57604,"0",3.62,457.04,151.68,0,209.35,0,305.36,301.74,209.35,1.44,0
"1252","SASRIV0002-57604","SASRIV0002",57604,"1",3.68,501.21,163.09,0,209.35,0,338.12,334.44,209.35,1.6,0
"1253","SASRIV0002-57604","SASRIV0002",57604,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1254","WAAGAS0001-58420","WAAGAS0001",58420,"0",3.62,479.26,162.89,0,209.35,0,316.37,312.75,209.35,1.49,0
"1255","WAAGAS0001-58420","WAAGAS0001",58420,"1",3.6,498.74,162.69,0,209.35,0,336.05,332.45,209.35,1.59,0
"1256","WAAGAS0001-58420","WAAGAS0001",58420,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1257","WAAGAS0002-58421","WAAGAS0002",58421,"0",4.46,395.74,154.67,0,209.35,0,241.07,236.61,209.35,1.13,0
"1258","WAAGAS0002-58421","WAAGAS0002",58421,"1",4.45,479.11,161.3,0,209.35,0,317.81,313.36,209.35,1.5,0
"1259","WAAGAS0002-58421","WAAGAS0002",58421,"2",4.41,486.69,162.5,0,209.35,0,324.19,319.78,209.35,1.53,0
"1260","WAAVIB0001-58494","WAAVIB0001",58494,"0",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1261","WAAVIB0001-58494","WAAVIB0001",58494,"1",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1262","WAAVIB0001-58494","WAAVIB0001",58494,"2",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1263","WAAVIB0002-58497","WAAVIB0002",58497,"0",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1264","WAAVIB0002-58497","WAAVIB0002",58497,"1",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1265","WAAVIB0002-58497","WAAVIB0002",58497,"2",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1266","WAAVIB0003-58500","WAAVIB0003",58500,"0",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1267","WAAVIB0003-58500","WAAVIB0003",58500,"1",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1268","WAAVIB0003-58500","WAAVIB0003",58500,"2",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1269","WAAVIB0004-58504","WAAVIB0004",58504,"0",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1270","WAAVIB0004-58504","WAAVIB0004",58504,"1",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1271","WAAVIB0004-58504","WAAVIB0004",58504,"2",NA,NA,NA,0,209.35,0,0,0,209.35,0,0
"1272","SAAFLB0003-58033","SAAFLB0003",58033,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1273","SASMDD0003-57065","SASMDD0003",57065,"0",3.8,423.2,141.4,0,209.35,0,281.8,278,209.35,1.33,0
"1274","SASMDD0003-57065","SASMDD0003",57065,"1",3.9,414.7,144.2,0,209.35,0,270.5,266.6,209.35,1.27,0
"1275","SASMDD0003-57065","SASMDD0003",57065,"2",3.8,436.4,143.3,0,209.35,0,293.1,289.3,209.35,1.38,0
"1276","WAAJAF0001-58513","WAAJAF0001",58513,"0",4.1,415.29,163.05,0,209.35,0,252.24,248.14,209.35,1.19,0
"1277","WAAJAF0001-58513","WAAJAF0001",58513,"1",4.06,444.14,154,0,209.35,0,290.14,286.08,209.35,1.37,0
"1278","WAAJAF0001-58513","WAAJAF0001",58513,"2",4.02,470.51,151.45,0,209.35,0,319.06,315.04,209.35,1.5,0
"1279","SAAFLB0003-58033","SAAFLB0003",58033,"1",NA,NA,NA,17.6,209.35,8,0,265.8,201.35,1.32,2.2
"1280","WAACOO0031-58512","WAACOO0031",58512,"0",4.38,510.47,155.4,0,209.35,0,355.07,350.69,209.35,1.68,0
"1281","WAACOO0031-58512","WAACOO0031",58512,"1",4.32,494.64,151.8,0,209.35,0,342.84,338.52,209.35,1.62,0
"1282","WAACOO0031-58512","WAACOO0031",58512,"2",4.04,496.63,155.64,0,209.35,0,340.99,336.95,209.35,1.61,0
"1283","WAAESP0001-58516","WAAESP0001",58516,"0",4.37,469.14,160.38,0,209.35,0,308.76,304.39,209.35,1.45,0
