"","time","pv","diff"
"1",2015-01-05,33.5159590349639,NA
"2",2015-01-06,34.3869130057595,0.870953970795611
"3",2015-01-07,35.2579705598195,0.87105755406003
"4",2015-01-08,36.1283119020222,0.870341342202693
"5",2015-01-09,36.9971172372459,0.868805335223669
"6",2015-01-10,37.8635667703688,0.86644953312296
"7",2015-01-11,38.7268407062694,0.863273935900537
"8",2015-01-12,39.5861192498258,0.859278543556393
"9",2015-01-13,40.4405826059163,0.854463356090562
"10",2015-01-14,41.2894109794194,0.848828373503032
"11",2015-01-15,42.1317845752131,0.842373595793774
"12",2015-01-16,42.966883598176,0.835099022962844
"13",2015-01-17,43.7938882531862,0.827004655010185
"14",2015-01-18,44.611978745122,0.81809049193582
"15",2015-01-19,45.4203352788617,0.808356533739769
"16",2015-01-20,46.2181380592837,0.797802780421996
"17",2015-01-21,47.0045672912663,0.786429231982524
"18",2015-01-22,47.7789508024444,0.774383511178129
"19",2015-01-23,48.5412069114803,0.762256109035896
"20",2015-01-24,49.2914015597929,0.750194648312593
"21",2015-01-25,50.0296006888011,0.738199129008223
"22",2015-01-26,50.7558702399239,0.726269551122797
"23",2015-01-27,51.4702761545802,0.71440591465629
"24",2015-01-28,52.1728843741889,0.702608219608749
"25",2015-01-29,52.863760840169,0.690876465980111
"26",2015-01-30,53.5429714939395,0.679210653770433
"27",2015-01-31,54.2105822769192,0.667610782979672
"28",2015-02-01,54.866659130527,0.65607685360785
"29",2015-02-02,55.511267996182,0.64460886565498
"30",2015-02-03,56.144474815303,0.633206819121021
"31",2015-02-04,56.766345529309,0.621870714006029
"32",2015-02-05,57.376946079619,0.610600550309947
"33",2015-02-06,57.9763424076518,0.599396328032817
"34",2015-02-07,58.5640262110549,0.587683803403067
"35",2015-02-08,59.1371922123893,0.573166001334471
"36",2015-02-09,59.6924608904449,0.555268678055533
"37",2015-02-10,60.2264527240111,0.533991833566226
"38",2015-02-11,60.7357881918777,0.509335467866563
"39",2015-02-12,61.2170877728342,0.481299580956495
"40",2015-02-13,61.6669719456702,0.449884172836065
"41",2015-02-14,62.0820611891755,0.415089243505292
"42",2015-02-15,62.4589759821396,0.376914792964101
"43",2015-02-16,62.7943368033522,0.335360821212596
"44",2015-02-17,63.0847641316029,0.290427328250686
"45",2015-02-18,63.3268784456813,0.242114314078414
"46",2015-02-19,63.5173002243771,0.190421778695786
"47",2015-02-20,63.6526499464799,0.13534972210276
"48",2015-02-21,63.7295480907792,0.0768981442993777
"49",2015-02-22,63.7446151360649,0.0150670452856403
"50",2015-02-23,63.6953231318767,-0.049292004188203
"51",2015-02-24,63.5825504107558,-0.112772721120919
"52",2015-02-25,63.4080268759934,-0.174523534762301
"53",2015-02-26,63.1734824308812,-0.234544445112292
"54",2015-02-27,62.8806469787103,-0.292835452170891
"55",2015-02-28,62.5312504227721,-0.349396555938121
"56",2015-03-01,62.1270226663582,-0.404227756413995
"57",2015-03-02,61.6696936127597,-0.457329053598428
"58",2015-03-03,61.1609931652682,-0.508700447491556
"59",2015-03-04,60.6026512271749,-0.558341938093243
"60",2015-03-05,59.9963977017713,-0.606253525403609
"61",2015-03-06,59.3439624923488,-0.652435209422549
"62",2015-03-07,58.6470755021986,-0.696886990150155
"63",2015-03-08,57.9074666346122,-0.739608867586362
"64",2015-03-09,57.1268657928811,-0.780600841731172
"65",2015-03-10,56.3070028802964,-0.81986291258464
"66",2015-03-11,55.4496078001497,-0.857395080146688
"67",2015-03-12,54.5567194724006,-0.892888327749176
"68",2015-03-13,53.6316128836817,-0.925106588718911
"69",2015-03-14,52.6778720372939,-0.953740846387781
"70",2015-03-15,51.6990809365382,-0.978791100755721
"71",2015-03-16,50.6988235847154,-1.00025735182277
"72",2015-03-17,49.6806839851265,-1.01813959958888
"73",2015-03-18,48.6482461410724,-1.03243784405409
"74",2015-03-19,47.6050940558541,-1.04315208521837
"75",2015-03-20,46.5548117327723,-1.05028232308177
"76",2015-03-21,45.5009831751281,-1.05382855764422
"77",2015-03-22,44.4471923862223,-1.05379078890576
"78",2015-03-23,43.3970233693559,-1.05016901686639
"79",2015-03-24,42.3540601278298,-1.0429632415261
"80",2015-03-25,41.3218866649449,-1.03217346288491
