"","time","npv","diff"
"1",2015-01-05,48.6743237260308,NA
"2",2015-01-06,47.9791711629912,-0.695152563039656
"3",2015-01-07,47.2832075970746,-0.695963565916614
"4",2015-01-08,46.5870778776789,-0.696129719395678
"5",2015-01-09,45.8914268542021,-0.695651023476827
"6",2015-01-10,45.196899376042,-0.694527478160026
"7",2015-01-11,44.5041402925967,-0.692759083445331
"8",2015-01-12,43.813794453264,-0.690345839332707
"9",2015-01-13,43.1265067074418,-0.687287745822161
"10",2015-01-14,42.4429219045281,-0.683584802913693
"11",2015-01-15,41.7636848939208,-0.679237010607302
"12",2015-01-16,41.0894405250178,-0.674244368903004
"13",2015-01-17,40.4208336472171,-0.668606877800784
"14",2015-01-18,39.7585091099164,-0.662324537300634
"15",2015-01-19,39.1031117625139,-0.65539734740257
"16",2015-01-20,38.4552864544073,-0.647825308106583
"17",2015-01-21,37.8156780349946,-0.639608419412681
"18",2015-01-22,37.1849533998106,-0.630724635183952
"19",2015-01-23,36.5638676289378,-0.621085770872803
"20",2015-01-24,35.9531978485955,-0.610669780342327
"21",2015-01-25,35.353721185003,-0.599476663592526
"22",2015-01-26,34.7662147643796,-0.587506420623384
"23",2015-01-27,34.1914557129447,-0.574759051434938
"24",2015-01-28,33.6302211569175,-0.561234556027166
"25",2015-01-29,33.0832882225174,-0.546932934400054
"26",2015-01-30,32.5514340359638,-0.531854186553609
"27",2015-01-31,32.035435723476,-0.515998312487859
"28",2015-02-01,31.5360704112732,-0.499365312202766
"29",2015-02-02,31.0541152255748,-0.481955185698368
"30",2015-02-03,30.5903472926002,-0.463767932974619
"31",2015-02-04,30.1455437385687,-0.444803554031566
"32",2015-02-05,29.7204816896995,-0.425062048869169
"33",2015-02-06,29.315938272212,-0.404543417487456
"34",2015-02-07,28.9327236434248,-0.383214628787226
"35",2015-02-08,28.5717800850531,-0.360943558371691
"36",2015-02-09,28.2340829099114,-0.337697175141685
"37",2015-02-10,27.9206074308142,-0.313475479097185
"38",2015-02-11,27.632328960576,-0.288278470238204
"39",2015-02-12,27.3702228120113,-0.26210614856474
"40",2015-02-13,27.1352642979345,-0.234958514076776
"41",2015-02-14,26.9284287311602,-0.206835566774338
"42",2015-02-15,26.7506914245028,-0.177737306657416
"43",2015-02-16,26.6030276907768,-0.147663733726006
"44",2015-02-17,26.4864128427967,-0.116614847980102
"45",2015-02-18,26.4018221933769,-0.0845906494197273
"46",2015-02-19,26.3502310553321,-0.0515911380448593
"47",2015-02-20,26.3326147414766,-0.0176163138555019
"48",2015-02-21,26.3499485646249,0.0173338231483271
"49",2015-02-22,26.4032078375916,0.0532592729666632
"50",2015-02-23,26.4930495243259,0.0898416867343137
"51",2015-02-24,26.6188571933166,0.125807668990706
"52",2015-02-25,26.7796960641872,0.160838870870656
"53",2015-02-26,26.9746313565614,0.194935292374197
"54",2015-02-27,27.2027282900627,0.228096933501305
"55",2015-02-28,27.4630520843147,0.260323794251995
"56",2015-03-01,27.754667958941,0.29161587462626
"57",2015-03-02,28.0766411335651,0.321973174624091
"58",2015-03-03,28.4280368278106,0.351395694245504
"59",2015-03-04,28.8079202613011,0.379883433490487
"60",2015-03-05,29.2153566536601,0.407436392359056
"61",2015-03-06,29.6494112245113,0.434054570851195
"62",2015-03-07,30.1091491934782,0.459737968966913
"63",2015-03-08,30.5936357801844,0.484486586706197
"64",2015-03-09,31.1019362042535,0.50830042406907
"65",2015-03-10,31.633115685309,0.531179481055506
"66",2015-03-11,32.1862394429745,0.553123757665521
"67",2015-03-12,32.7602894703448,0.574050027370284
"68",2015-03-13,33.3539148543993,0.593625384054505
"69",2015-03-14,33.9656814555887,0.611766601189338
"70",2015-03-15,34.5941551343635,0.62847367877481
"71",2015-03-16,35.2379017511744,0.643746616810887
"72",2015-03-17,35.8954871664719,0.657585415297582
"73",2015-03-18,36.5654772407069,0.669990074234953
"74",2015-03-19,37.2464378343298,0.680960593622885
"75",2015-03-20,37.9369348077912,0.690496973461471
"76",2015-03-21,38.6355340215419,0.698599213750683
"77",2015-03-22,39.3408013360324,0.705267314490506
"78",2015-03-23,40.0513026117134,0.710501275680961
"79",2015-03-24,40.7656037090354,0.714301097322043
"80",2015-03-25,41.4822704884492,0.716666779413735
"81",2015-03-26,42.1998688104052,0.717598321956075
"82",2015-03-27,42.9169645353543,0.717095724949004
"83",2015-03-28,43.632295911923,0.715331376568784
"84",2015-03-29,44.3452907414432,0.712994829520184
"85",2015-03-30,45.0555492134226,0.710258471979408
"86",2015-03-31,45.7626715173691,0.707122303946448
"87",2015-04-01,46.4662578427904,0.703586325421341
"88",2015-04-02,47.1659083791944,0.699650536404022
"89",2015-04-03,47.861223316089,0.695314936894547
"90",2015-04-04,48.5518028429819,0.690579526892918
"91",2015-04-05,49.237247149381,0.68544430639907
"92",2015-04-06,49.917156424794,0.679909275413067
"93",2015-04-07,50.591130858729,0.673974433934909
"94",2015-04-08,51.2587706406935,0.667639781964553
"95",2015-04-09,51.9196759601955,0.660905319502042
"96",2015-04-10,52.5734470067429,0.653771046547334
"97",2015-04-11,53.2196839698433,0.646236963100463
"98",2015-04-12,53.8579870390047,0.638303069161395
"99",2015-04-13,54.4880052782209,0.630018239216184
"100",2015-04-14,55.1095832494296,0.621577971208659
"101",2015-04-15,55.7226143890544,0.613031139624859
"102",2015-04-16,56.3269921335192,0.604377744464792
"103",2015-04-17,56.9226099192476,0.595617785728379
"104",2015-04-18,57.5093611826633,0.586751263415728
"105",2015-04-19,58.0871393601901,0.577778177526767
"106",2015-04-20,58.6558378882516,0.568698528061532
"107",2015-04-21,59.2153502032716,0.559512315019994
"108",2015-04-22,59.7655697416738,0.550219538402146
"109",2015-04-23,60.3063899398818,0.540820198208053
"110",2015-04-24,60.8377042343195,0.531314294437649
"111",2015-04-25,61.3594060614104,0.521701827090951
"112",2015-04-26,61.8713888575784,0.511982796167963
"113",2015-04-27,62.3735460592471,0.502157201668709
"114",2015-04-28,62.8657711028402,0.492225043593123
"115",2015-04-29,63.3479574247815,0.482186321941292
"116",2015-04-30,63.8200056550543,0.472048230272755
"117",2015-05-01,64.2818451978801,0.4618395428258
"118",2015-05-02,64.7334126510402,0.451567453160095
"119",2015-05-03,65.1746446123158,0.441231961275591
"120",2015-05-04,65.6054776794881,0.430833067172301
"121",2015-05-05,66.0258484503383,0.420370770850255
"122",2015-05-06,66.4356935226477,0.409845072309366
"123",2015-05-07,66.8349494941974,0.399255971549721
"124",2015-05-08,67.2235529627687,0.388603468571318
"125",2015-05-09,67.6014405261428,0.377887563374074
"126",2015-05-10,67.9685487821009,0.367108255958073
"127",2015-05-11,68.3248143284241,0.356265546323272
"128",2015-05-12,68.6701737628939,0.345359434469714
"129",2015-05-13,69.0045636832912,0.334389920397328
"130",2015-05-14,69.3279206873973,0.323357004106157
"131",2015-05-15,69.6401813729936,0.312260685596243
"132",2015-05-16,69.9413157690823,0.301134396088699
"133",2015-05-17,70.2314276295507,0.290111860468429
"134",2015-05-18,70.5106541395073,0.279226509956544
"135",2015-05-19,70.7791324840603,0.268478344553088
"136",2015-05-20,71.0369998483185,0.257867364258118
"137",2015-05-21,71.28439341739,0.247393569071519
"138",2015-05-22,71.5214503763834,0.237056958993392
"139",2015-05-23,71.7483079104071,0.226857534023708
"140",2015-05-24,71.9651032045695,0.216795294162381
"141",2015-05-25,72.171973443979,0.206870239409582
"142",2015-05-26,72.3690558137441,0.197082369765099
"143",2015-05-27,72.5564874989733,0.187431685229171
"144",2015-05-28,72.7344056847749,0.177918185801587
"145",2015-05-29,72.9029475562574,0.168541871482475
"146",2015-05-30,73.0622502985292,0.159302742271777
"147",2015-05-31,73.2124510966987,0.150200798169507
"148",2015-06-01,73.3537058281479,0.141254731449223
"149",2015-06-02,73.4862451393528,0.132539311204965
"150",2015-06-03,73.6103183690631,0.124073229710262
"151",2015-06-04,73.7261748560283,0.115856486965157
"152",2015-06-05,73.8340639389979,0.107889082969621
"153",2015-06-06,73.9342349567216,0.10017101772371
"154",2015-06-07,74.0269372479489,0.092702291227269
"155",2015-06-08,74.1124201514294,0.0854829034804965
"156",2015-06-09,74.1909330059126,0.0785128544832503
"157",2015-06-10,74.2627251501482,0.0717921442356158
"158",2015-06-11,74.3280459228857,0.0653207727375218
"159",2015-06-12,74.3871446628748,0.0590987399890111
"160",2015-06-13,74.4402707088648,0.0531260459900693
"161",2015-06-14,74.4876733996056,0.047402690740725
"162",2015-06-15,74.5296020738465,0.0419286742409213
"163",2015-06-16,74.5663060703372,0.0367039964907434
"164",2015-06-17,74.5980347278273,0.0317286574900919
"165",2015-06-18,74.6250485854819,0.027013857654552
"166",2015-06-19,74.647652984128,0.0226043986461661
"167",2015-06-20,74.6661644650084,0.0185114808804059
"168",2015-06-21,74.6808995693658,0.0147351043573707
"169",2015-06-22,74.6921748384428,0.0112752690769469
"170",2015-06-23,74.700306813482,0.00813197503923391
"171",2015-06-24,74.7056120357261,0.00530522224416075
"172",2015-06-25,74.7084070464179,0.0027950106917416
"173",2015-06-26,74.7090083867999,0.000601340382019089
"174",2015-06-27,74.7077325981148,-0.00127578868506362
"175",2015-06-28,74.7048962216054,-0.00283637650949231
"176",2015-06-29,74.7008157985141,-0.00408042309123857
"177",2015-06-30,74.6958078700838,-0.00500792843027398
"178",2015-07-01,74.6901889775571,-0.00561889252672643
"179",2015-07-02,74.6842756621767,-0.00591331538045381
"180",2015-07-03,74.6783844651851,-0.00589119699156981
"181",2015-07-04,74.6727993067148,-0.00558515847029639
"182",2015-07-05,74.6676736224568,-0.00512568425799032
"183",2015-07-06,74.6631282269919,-0.00454539546494459
"184",2015-07-07,74.6592839349007,-0.00384429209117343
"185",2015-07-08,74.6562615607641,-0.0030223741366342
"186",2015-07-09,74.6541819191627,-0.00207964160139795
"187",2015-07-10,74.6531658246772,-0.00101609448542206
"188",2015-07-11,74.6533340918885,0.000168267211279272
"189",2015-07-12,74.6548075353773,0.00147344348874867
"190",2015-07-13,74.6577069697242,0.00289943434695772
"191",2015-07-14,74.6621532095101,0.00444623978583536
"192",2015-07-15,74.6682670693155,0.00611385980548107
"193",2015-07-16,74.6761693637214,0.00790229440589485
"194",2015-07-17,74.6859809073084,0.00981154358701986
"195",2015-07-18,74.6978225146573,0.0118416073488135
"196",2015-07-19,74.7118150003487,0.0139924856914462
"197",2015-07-20,74.7280574512453,0.0162424508965699
"198",2015-07-21,74.7465620433368,0.0185045920915172
"199",2015-07-22,74.7673192248948,0.020757181558011
"200",2015-07-23,74.790319444191,0.0230002192961791
"201",2015-07-24,74.8155531494969,0.0252337053058937
"202",2015-07-25,74.8430107890841,0.0274576395872685
"203",2015-07-26,74.8726828112244,0.0296720221402182
"204",2015-07-27,74.9045596641891,0.0318768529647713
"205",2015-07-28,74.9386317962501,0.0340721320609276
"206",2015-07-29,74.9748896556788,0.0362578594287015
"207",2015-07-30,75.0133236907469,0.0384340350681072
"208",2015-07-31,75.0539243497259,0.0406006589790593
"209",2015-08-01,75.0966820808876,0.0427577311616574
"210",2015-08-02,75.1415873325034,0.0449052516158446
"211",2015-08-03,75.1886305528451,0.0470432203416635
"212",2015-08-04,75.2378021901842,0.0491716373390574
"213",2015-08-05,75.2890926927922,0.0512905026080546
"214",2015-08-06,75.3424706986935,0.0533780059012514
"215",2015-08-07,75.3978176049224,0.0553469062288912
"216",2015-08-08,75.4549929982659,0.0571753933435417
"217",2015-08-09,75.513856465511,0.0588634672451462
"218",2015-08-10,75.5742675934449,0.0604111279338611
"219",2015-08-11,75.6360859688544,0.061818375409544
"220",2015-08-12,75.6991711785267,0.0630852096722094
"221",2015-08-13,75.7633828092486,0.0642116307219567
"222",2015-08-14,75.8285804478073,0.0651976385586437
"223",2015-08-15,75.8946236809897,0.0660432331824126
"224",2015-08-16,75.9613720955828,0.0667484145931212
"225",2015-08-17,76.0286852783737,0.0673131827909117
"226",2015-08-18,76.0964228161494,0.0677375377756704
"227",2015-08-19,76.1644442956969,0.0680214795474825
"228",2015-08-20,76.2326093038031,0.0681650081062628
"229",2015-08-21,76.3007774272552,0.0681681234520823
"230",2015-08-22,76.3688276808426,0.0680502535873728
"231",2015-08-23,76.4367167913646,0.0678891105220458
"232",2015-08-24,76.5044209136232,0.0677041222585331
"233",2015-08-25,76.57191620242,0.0674952887968345
"234",2015-08-26,76.639178812557,0.0672626101369929
"235",2015-08-27,76.7061848988359,0.0670060862789654
"236",2015-08-28,76.7729106160587,0.0667257172227664
"237",2015-08-29,76.8393321190272,0.0664215029684527
"238",2015-08-30,76.905425562543,0.0660934435158538
"239",2015-08-31,76.9711671014082,0.065741538865197
"240",2015-09-01,77.0365328904245,0.0653657890163117
"241",2015-09-02,77.1014990843938,0.0649661939692976
"242",2015-09-03,77.1660418381179,0.0645427537240408
"243",2015-09-04,77.2301373063986,0.0640954682806978
