"","site_location_name","Aquatic","Bryophyte","Chenopod","Cycad","Epiphyte","Fern","Forb","Fungus","Grass.tree","Heath.shrub","Hummock.grass","NC","Rush","Sedge","Shrub","Shrub.Mallee","Tree.fern","Tree.Mallee","Tree.Palm","Tussock.grass","Vine","vegetation_type","relative_dominance","scaled_dom"
"152","NTAGFU0011",0,0,0,0,0,0,4.4,0,0,0,17.5,0,0,0,14.6,0,0,8.6,0,31.5,0,"Tussock.grass",0.411227154046997,12.9536568
"153","NTAGFU0012",0,0,0,0,0,0,0.3,0,0,0,20,0,0,0.2,2.4,0,0,17.9,0,16.6,0,"Hummock.grass",0.348432055749129,6.968642
"154","NTAGFU0013",0,0,0,0,0,0,2.4,0,0,0,11.7,0,0,0,25.2,0,0,2,0.2,36.5,0.2,"Tussock.grass",0.466751918158568,17.03644435
"155","NTAGFU0014",0,0,0,0,0,0,0.6,0,0,0,3.5,0,0,6.7,1.7,0,0,0,13.2,14,0,"Tussock.grass",0.35264483627204,4.9370272
"156","NTAGFU0015",0,0,0,0,0,0,0,0,0,0,39.2,0,0,0.3,10.2,0,0,8.9,0,9.4,0,"Hummock.grass",0.576470588235294,22.59764752
"157","NTAGFU0016",0,0,0,0,0,0,1.9,0,0,0,2.4,0,0,0,19.4,0,0,0.3,0.5,39.2,0,"Tussock.grass",0.615384615384615,24.12307632
"158","NTAGFU0017",0,0,0,0,0,0,6.6,0,0,0,1.6,0,0,4.9,30.5,0,0,0,4.6,41.4,0.5,"Tussock.grass",0.459489456159822,19.0228653
"159","NTAGFU0018",0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0,0,0,37.7,28.5,0,"Tree.Palm",0.565217391304348,21.30869598
"160","NTAGFU0019",0,0,0,0,0,0,3.1,0,0,0,11,0,0,0,9.8,0,0,3.3,8.3,34.5,0,"Tussock.grass",0.492857142857143,17.00356995
"161","NTAGFU0020",0,0,0,0,0,0,1.8,0,0,0,14.7,0,0,0,35.4,0,0,0.5,0.4,46,0.3,"Tussock.grass",0.464177598385469,21.3521696
"162","NTAGFU0021",0,0,0,0,0,0,0.1,0,0,0,22.3,0,0,0,24.5,0,0,6.1,0,14.7,0,"Shrub",0.361890694239291,8.86632215
"163","NTAGFU0022",0,0,0,0,0,0,0.1,0,0,0,34.4,0,0,0,0.2,0,0,13.4,0,5.1,0,"Hummock.grass",0.646616541353384,22.2436076
"164","NTAGFU0023",0,0,0,0,0,0,0,0,0,0,23.9,0,0,0,44.5,0,0,0,0.9,6.2,0,"Shrub",0.589403973509934,26.228478
"165","NTAGFU0024",0,0,0,0,0,0,1.8,0,0,0,28.7,0,0,0,13.5,0,0,0,4.6,6.7,0.2,"Hummock.grass",0.517117117117117,14.84126077
"166","NTAGFU0025",0,0,0,0,0,0,0.3,0,0,0,0.5,0,0,1.3,54.4,0,0,0.1,0.4,50.1,0,"Shrub",0.507936507936508,27.6317456
"167","NTAGFU0026",0,0,0,0,0,0,3.1,0,0,0,1.3,0,0,0.1,3.2,0,0,0,17.1,56.1,0,"Tussock.grass",0.69344870210136,38.90247207
"168","NTAGFU0027",0,0,0,0,0,0,7,0,0,0,4.5,0,0,1.7,17.9,0,0,0,8,30.1,0.1,"Tussock.grass",0.434343434343434,13.07373634
"169","NTAGFU0028",0,0,0,0,0,0,1.5,0,0,0,21,0,0,0,9.5,0,0,0,13.3,17.4,0,"Hummock.grass",0.334928229665072,7.0334922
"170","NTAGFU0029",0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,2.5,0,0,0,12.5,57.9,0,"Tussock.grass",0.740409207161125,42.86969268
"171","NTAGFU0030",0,0,0,0,0,0.2,1.2,0,0,0,0.5,0,0,0.7,3,0,0,0,48.8,28.1,0,"Tree.Palm",0.591515151515151,28.86594176
"172","NTAGFU0031",0,0,0,0,0,0,0.4,0,0,0,5,0,0,0.5,29.6,0,0,0,2,25.4,0,"Shrub",0.470588235294118,13.92941072
"173","NTAGFU0032",0,0,0,0,0,0,0.8,0,0,0,0.4,0,0,0.2,16,0.7,0,0,0.2,34.9,0,"Tussock.grass",0.656015037593985,22.8949235
"174","NTAGFU0033",0,0,0,0,0,0,0.4,0,0,0,0,0,0,1.1,3.6,0,0,0,68.8,5,0,"Tree.Palm",0.871989860583017,59.99290512
"175","NTAGFU0034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,0,0,0,20.3,13.2,0,"Tree.Palm",0.403578528827038,8.19264355
"176","NTAGFU0035",0,0,0,0,0,0,2.4,0,0,0,0.7,0,0,0.9,5.4,0,0,0,18.4,20.8,0,"Tussock.grass",0.42798353909465,8.9020568
"177","NTAGFU0036",0,0,0,0,0,0.1,0.5,0,0,0,0,0,0,0.4,2.4,0,0,8.4,33.9,18.3,0,"Tree.Palm",0.5296875,17.95640625
"178","NTAGFU0037",0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.8,15,0,0,0,17.8,47,0,"Tussock.grass",0.580246913580247,27.2716043
"179","NTAGFU0038",0,0,0,0,0,0,0.9,0,0,0,0,0,0,0.4,3.8,0,0,3.3,48.7,21.1,0,"Tree.Palm",0.622762148337596,30.32851427
"180","NTAGFU0039",0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,5.6,0,0,9.5,1.2,67.4,0,"Tussock.grass",0.792009400705053,53.38143356
"181","NTAGFU0040",0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.1,42.5,0,0,0,24.4,34.4,0.1,"Shrub",0.416666666666667,17.70833475
"182","NTAGFU0041",0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,5.9,0,0,0,23.7,60.7,0.3,"Tussock.grass",0.638275499474238,38.74332285
"183","NTAMAC0001",0,0,0.85,0,0,0,6.65,0,0,0,7.75,0,0,0,12.2,0.35,0,0.05,1.35,14.15,0,"Tussock.grass",0.32641291810842,4.618742535
"184","NTAMAC0002",0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1.2,0,0,0,18.9,8.55,0,"Tree.Palm",0.653979238754325,12.36020688
"185","NTAMAC0003",0,0,0,0,0.1,0,2.45,0,0,0,0.1,0,0,0,3.35,0,0,0,1.2,38.9,0,"Tussock.grass",0.843817787418655,32.82451242
"186","NTAMGD0001",0,0,0,0,0,0,12.6,0,0,0,0,0,0,0.2,13,0,0,0,14.8,11.8,0.1,"Tree.Palm",0.281904761904762,4.17219104
"187","NTAMGD0002",0,0,0,0,0,0,14.3,0,0,0,0,0,0,2.4,0,0,0,0,0,19.1,0.5,"Tussock.grass",0.526170798898072,10.04986228
"188","NTAMGD0003",0,0,0,0,0,0,9,0,0,0,11.6,0,0,1.9,7.2,0,0,0,8,10.8,1,"Hummock.grass",0.234343434343434,2.71838344
"189","NTAMGD0004",0,0,0,0,0,0,10,0,0,0,0,0,0,0.3,3.7,0.1,0,0.9,2.8,36,1,"Tussock.grass",0.656934306569343,23.6496348
"190","NTAMGD0005",0,0,0,0,0,0,5.7,0,0,0,8.1,0,0,0.2,19.9,0,0,6.1,0.2,17.9,4.6,"Shrub",0.317384370015949,6.31594956
"191","NTAPCK0001",0,0,0,0,0,0,5,0,0,0,0,0,0,0,35,0,0,0,25.9,36.5,0.2,"Tussock.grass",0.355750487329435,12.98489325
"192","NTAPCK0002",0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,12.2,0,0,0,25.1,33.9,0,"Tussock.grass",0.409915356711004,13.89613206
"193","NTAPCK0003",0,0,0,0,0,0,20.7,0,0,0.1,0,0,0,0.1,8.1,0,0,0,41.6,37.9,11.9,"Tree.Palm",0.345514950166113,14.373424
"194","NTAPCK0004",0,0,0,0,0,0,8.2,0,0,0.2,0,0,0.05,0.1,9.6,0,0,0,31,52.7,5.35,"Tussock.grass",0.49160447761194,25.90755715
"195","NTAPCK0005",0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,5.6,0,0,0,17.6,3.4,0,"Tree.Palm",0.642335766423358,11.30511008
"196","NTAPCK0006",0,0,0,0,0,0,16.35,0,0,0.2,0,0,0.65,5.8,14.8,0,0,0,9.5,46.95,0.3,"Tussock.grass",0.496562665256478,23.313618765
"197","NTAPCK0007",0,0,0,0,0,0,10.05,0,0,0.55,0,0,0,0.35,14.65,0,0,0,31.75,51.4,2.7,"Tussock.grass",0.461193360251234,23.70534076
"198","NTAPCK1009",0,0,0,0,0,0,6.8,0,0,0,0,0,0,4,21.4,0,0,0,14.9,46.1,0.4,"Tussock.grass",0.492521367521368,22.70523654
"199","NTAPCK1010",0,0,0,0,0,0,5.6,0,0,0,0,0,0,0.8,28.1,0,0,0,28.3,26.5,0.3,"Tree.Palm",0.315848214285714,8.93850406
"200","NTAPCK1011",0,0,0,0,0,0,0.6,0,0,0,0,0,0,0.9,15,0,0,0,34.8,36.1,0.8,"Tussock.grass",0.409297052154195,14.77562531
"201","NTAPCK1012",0,0,0,0,0,0,2.2,0,0,0,0,0,0,0.4,18.2,0,0,0,44.2,32.9,1.1,"Tree.Palm",0.446464646464647,19.73373532
"202","NTAPCK2013",0,0,0,0,0,0,6.9,0,0,0,0,0,0,0.8,12.1,0,0,0,42,38.7,9.2,"Tree.Palm",0.382862351868733,16.0802208
"203","NTAPCK2014",0,0,0,0,0,0,8.4,0,0,0,0,0,0,0.9,8.7,0,0,0,30.4,46.3,6.9,"Tussock.grass",0.455708661417323,21.09931281
"204","NTASSD0001",0,0,0,0,0,0,6.4,0,0,0,14.9,0,0,0,13.7,0,0,0,0,14.2,0,"Hummock.grass",0.302845528455285,4.51239795
"205","NTASSD0003",0,0,0.1,0,0,0,13.7,0,0,0,5.6,0,0,0,13.7,0,0,0,0,2.3,0,"Forb",0.387005649717514,5.30197672
"206","NTASSD0004",0,0,0,0,0,0,9.5,0,0,0,2.5,0,0,0,16.8,0,0,0,0,5.2,0,"Shrub",0.494117647058824,8.30117568
"207","NTASSD0005",0,0,0.1,0,0,0,10.3,0,0,0,3.8,0,0,0,4.2,0,0,0,0,3.4,0,"Forb",0.472477064220183,4.86651413
"208","NTASSD0006",0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,1,0,0,0,0,14.4,0,"Tussock.grass",0.862275449101796,12.41676576
"209","NTASSD0007",0,0,0.1,0,0,0,8.2,0,0,0,7.6,0,0,0,1.4,0,0,0,0,5.4,0.1,"Forb",0.359649122807017,2.94912262
"210","NTASSD0008",0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,7.7,0,0,0,0,13.7,0,"Tussock.grass",0.566115702479339,7.75578509
"211","NTASSD0009",0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,3.8,0,0,0,0,14.8,0.1,"Tussock.grass",0.632478632478632,9.36068328
"212","NTASSD0010",0,0,0.1,0,0,0,10.1,0,0,0,5.6,0,0,0,2.7,0,0,0,0,5.8,0,"Forb",0.415637860082305,4.19794279
"213","NTASSD0011",0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,"Tussock.grass",0.857142857142857,1.02857148
"214","NTASSD0012",0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,"Tussock.grass",0.971014492753623,6.50579715
"215","NTASSD0013",0,0,1.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,"Chenopod",0.545454545454545,0.6545454
"216","NTASSD0014",0,0,3.5,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Forb",0.476744186046512,1.95465122
"217","NTASSD0015",0,0,1,0,0,0,7.2,0,0,0,0,0,0,0,4.4,0,0,0,1.3,0.4,0,"Forb",0.503496503496503,3.6251748
"218","NTASSD0016",0,0,1.7,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Chenopod",0.485714285714286,0.82571431
"219","NTASSD0017",0,0,2.6,0,0,0,0.5,0,0,0,0,0,0,0,5.6,0,0,0,0,1.6,0,"Shrub",0.543689320388349,3.04466008
"220","NTASSD0018",0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,"Tussock.grass",0.627118644067797,2.32033882
"221","NTASSD0019",0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,5.4,0,0,0,1.4,1.5,0,"Shrub",0.6,3.24
"222","NTASTU0001",0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,2,0,0,0,14.2,15.5,0,"Tussock.grass",0.457227138643068,7.08702005
"223","NTASTU0002",0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,2.9,0,0,2.3,17.9,34.4,0,"Tussock.grass",0.592082616179002,20.36764144
"224","NTASTU0003",0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,5.2,0,0,0,18,53.4,0.1,"Tussock.grass",0.657635467980295,35.1177357
"225","NTASTU0004",0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,5.9,0,0,0,19.5,61.5,4.5,"Tussock.grass",0.638629283489097,39.27570195
"226","NTASTU0005",0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,9.5,0,0,0,21.5,29.5,0,"Tussock.grass",0.438335809806835,12.9309061
"227","NTATAN0001",0,0,0,0,0,0,0,0,0,0,14.8,0,0,0,30,5.2,0,0.3,0.7,3,0,"Shrub",0.555555555555556,16.666668
"228","NTATAN0002",0,0,0,0,0,0,0.5,0,0,0,18.2,0,0,0,29.9,0,0,0,1.2,8.7,0,"Shrub",0.511111111111111,15.28222189
"229","NTATAN0003",0,0,0,0,0,0,8.7,0,0,0,20.9,0,0,0.2,5,0,0,0,0.8,0.2,0.1,"Hummock.grass",0.582172701949861,12.16740943
"230","NTATAN0004",0,0,0,0,0,0,6.5,0,0,0,9,0,0,1.5,1.4,0.4,0,0.8,0,8.7,0.1,"Hummock.grass",0.316901408450704,2.8521126
"231","NTTDAB0001",0,0,0,0,0,0,1.2,0,0,0,1.1,0,0,0.4,26.9,0,0,0,31.7,15.3,0.3,"Tree.Palm",0.41222366710013,13.06749129
"232","NTTDAC0001",0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,19.8,0,0,0,37.7,42.6,2.6,"Tussock.grass",0.400375939849624,17.05601334
"233","NTTDMR0001",0,0,0,0,0,0,2.8,0,0,0,8,0,0,17.6,14.2,0,0,0,3.9,8.7,2.2,"Sedge",0.306620209059233,5.39651552
"234","NTTDMR0002",0,0,0,0,0,0,1.2,0,0,0,8.3,0,0,8.9,3.5,0,0,0,7.1,26.6,0.3,"Tussock.grass",0.475849731663685,12.65760202
"235","NTTDMR0003",0,0,0,0,0,0,2.7,0,0,0,2.2,0,0,13.1,3,0,0,0,4.5,30,2.2,"Tussock.grass",0.519930675909879,15.597921
"236","NTTMGD0001",0,0,0,0,0,0,9.4,0,0,0,0,0,0,4.5,3,0,0,0,9.9,30.2,0,"Tussock.grass",0.529824561403509,16.00070292
"237","NTTPCK0001",0,0,0,0,0,0,5.9,0,0,0,0,0,0,3.7,23.4,0,0,0,46.9,42.9,0.3,"Tree.Palm",0.380991064175467,17.86848259
"238","NTTSTU0001",0,0,0,0,0,0.6,5.6,0,0,0,0,0,0,1.4,3.5,0,0,0.2,49.8,32,1.9,"Tree.Palm",0.524210526315789,26.1056829
"239","QDABBN0001",0,0,0,0,0,14.7,0.2,0,0,0,0,0,0,0,37.7,0,0,0,33.9,12.4,1.5,"Shrub",0.375498007968127,14.1562746
"240","QDABBN0002",0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0.3,10.9,0,0,0.1,42.8,15.6,0.6,"Tree.Palm",0.600280504908836,25.6920054
"241","QDABBS0001",0,0,0,0,0,0,10.4,0,0,0,0,0,0,6.1,0,0,0,0,0,77.3,1.3,"Tussock.grass",0.812828601472135,62.83165078
"242","QDABBS0002",0,0,9.5,0,0,0,3.2,0,0,0,0,0,0,7.5,0,0,0,0,0,45.1,0.8,"Tussock.grass",0.682299546142209,30.77170745
"243","QDABBS0003",0,0,2,0,0.1,0.4,2.9,0,0,0.3,0,0,0,0.8,16.4,0,0,0,53.1,35.7,0.3,"Tree.Palm",0.474107142857143,25.17508701
"244","QDABBS0004",0,0,0,1,0,0,9.4,0,0,0,0,0,0.6,1.2,4.8,0,0,0,29,40.7,2.2,"Tussock.grass",0.457817772778403,18.63318446
"245","QDABBS0005",0,0,0.6,0,0,0.1,9.2,0,0,0,0,0,0.3,3.4,2.2,0,0,0,31.2,28.5,1.3,"Tree.Palm",0.40625,12.675
"246","QDABBS0006",0,0,0.5,0,0,0,7.2,0,0,0,0,0,0,4.7,0,0,0,0,21.6,50.2,0.8,"Tussock.grass",0.590588235294118,29.64752764
"247","QDABBS0007",0,0,5.1,0,0,0,12.7,0,0,0,0,0,0,2.2,1,0,0,0,14.7,20.4,0.7,"Tussock.grass",0.359154929577465,7.32675996
"248","QDABBS0008",0,0,14.5,0,0,0,17.7,0,0,0,0,0,0,11.5,1.2,0,0,0,9,46.9,0.9,"Tussock.grass",0.461160275319567,21.62841807
"249","QDABBS0009",0,0,4.8,0,0,0.1,22.9,0,0,0,0,0,0,2.5,10,0,0,0,39,22,0.4,"Tree.Palm",0.383480825958702,14.9557512
"250","QDABBS0010",0,0,7.3,0,0,0.4,35.3,0,0,0,0,0,0,0.3,54.4,0,0,0,39,11.5,1.8,"Shrub",0.362666666666667,19.72906848
"251","QDACHC0001",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,2.3,0,0,0,7.5,1.9,0,"Tree.Palm",0.630252100840336,4.72689075
"252","QDACHC0002",0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,8.4,0,0,0,10.9,0.2,0,"Tree.Palm",0.55050505050505,6.00050559
"253","QDACHC0003",0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,10.6,5.3,0,"Tree.Palm",0.579234972677596,6.139891
"254","QDACHC0004",0,0,1.7,0,0,0,0.9,0,0,0,0,0,0,4.5,1.9,0,0,0,7.6,8.6,0,"Tussock.grass",0.341269841269841,2.93492028
"255","QDACHC0005",0,0,0.8,0,0,0,0.5,0,0,0,0,0,0,0.4,0,0,0,0,1,6.4,0,"Tussock.grass",0.703296703296703,4.50109888
"256","QDACHC0006",0,0,4.2,0,0,0,0.6,0,0,0,0,0,0,0.4,0,0,0,0,0,8.8,0,"Tussock.grass",0.628571428571429,5.53142832
"257","QDACHC0007",0,0,3.5,0,0,0,0.4,0,0,0,0,0,0,0,0.7,0,0,0,0,6.8,0,"Tussock.grass",0.596491228070175,4.05614016
"258","QDACYP0001",0,0,0,0,4.5,0,0.4,0,0,0,0,0,0,0,63,0,0,0,0.5,2.6,0,"Shrub",0.887323943661972,55.9014057
"259","QDACYP0002",0,0,0,0,0,0.2,0.7,0,6.6,0,0,0,0,24.5,51.8,0,0,0,1.3,1.5,1.9,"Shrub",0.585310734463277,30.31909426
"260","QDACYP0003",0,0,0,0,5,0,0.6,0,0,0,17.8,0,0,19.6,74.2,0,0,0,0.7,0.5,0,"Shrub",0.626689189189189,46.50033864
"261","QDACYP0004",0,0,0,0,0,0.1,16.6,0,0,0,0,0,0.4,5,9,0,0,0,26,30.9,1.2,"Tussock.grass",0.346412556053812,10.70414934
"262","QDACYP0005",0,0,0,0,0,0,11.6,0,0,0,0,0,0.6,8.9,9.3,0,0,0,28.4,44.6,0,"Tussock.grass",0.431334622823984,19.23752316
"263","QDACYP0006",0,0,0,0,0,0,5,0,0,0,0,0,0,0.2,11.5,0,0,0,27.4,51,0.4,"Tussock.grass",0.534031413612565,27.2356014
"264","QDACYP0007",0,0,0,0,0.3,1.2,3.2,0,0,0,0,0,0,0.3,16.6,0,0,0,41.7,61.4,0,"Tussock.grass",0.492381716118685,30.23223638
"265","QDACYP0008",0,0,0,0,0,0,2.1,0,15,1.4,0,0,2.3,14,9.2,0,0,0,30,10.7,1.3,"Tree.Palm",0.348837209302326,10.465116
"266","QDACYP0009",0,0,0,0,0,0.6,6.5,0,0,0,0,0,0.4,1,6,0,0,0,32.8,57.6,0.6,"Tussock.grass",0.545971563981043,31.44796416
"267","QDACYP0010",0,0,0,0,0,0,6.2,0,0,0,0,0,0,4.1,1.5,0,0,0,0.2,86.1,5.3,"Tussock.grass",0.832688588007737,71.69448846
"268","QDACYP0011",0,0,0,0,0,0.2,4.1,0,0,0,0,0,0,2.8,5.2,0,0,0,30.5,59.3,0.8,"Tussock.grass",0.576287657920311,34.17386061
"269","QDACYP0012",0,0,0,0,0.3,0,5.9,0,0,0,0,0,0,0,30.7,0,0,0,79.9,0.3,46.2,"Tree.Palm",0.489283527250459,39.09375165
"270","QDACYP0013",0,0,0,0,0,0,3.8,0,0,0,0,0,0,0.4,5.4,0,0,0,31.5,59.5,0.5,"Tussock.grass",0.588526211671612,35.0173089
"271","QDACYP0014",0,0,0,0,0,0,8.4,0,0,0,0,0,0,8.4,5.1,0.1,0,0,35.6,55,0,"Tussock.grass",0.488454706927176,26.8650085
"272","QDACYP0015",0,0,0,0,0,0,0.8,0,0,0,0,0,0,3.5,0.4,0,0,0,24.8,53.8,0,"Tussock.grass",0.645858343337335,34.74717654
"273","QDACYP0016",0,0,0,0,0,0,1.7,0,0,23.8,0,0,2.4,14,12,0.1,0,0,55.3,14.9,0.7,"Tree.Palm",0.44275420336269,24.48430726
"274","QDACYP0017",0,0,0,0,0,0.1,0.9,0,0,0,0,0,2.7,3.4,49.5,0,0,0,21.9,26.1,5.3,"Shrub",0.450409463148317,22.29527025
"275","QDACYP0018",0,0,0,0,0,0,1.6,0,0,0,0,0,3.2,10.6,43.1,0,0,0,34.2,7.4,2.1,"Shrub",0.421722113502935,18.17622251
"276","QDACYP0019",0,0,0,0,0.5,0,3.9,0,0,0,0,0,0.2,42.1,37.5,0,0,0,5.1,0.1,0.2,"Sedge",0.469866071428571,19.78136281
"277","QDACYP0020",0,0,0,0,0,0,0.8,0,0,0,0,0,3.2,9,32.7,0,0,0.6,39.3,6.2,1.1,"Tree.Palm",0.423035522066738,16.62529515
"278","QDACYP0021",0,0,0,0,0,0,5.2,0,0,0,0,0,5.7,1,15.1,0,0,0,48.6,22.4,4.1,"Tree.Palm",0.476003917727718,23.13378954
"279","QDACYP0022",0,0,0,0,0,0,3.5,0,0,0,0,0,0.2,40.5,7,0.1,0,0,37.4,13.3,0,"Sedge",0.397058823529412,16.0808814
"280","QDACYP0023",0,0,0,0,0,0,3.8,0,0,0,0,0,0,0.6,7,0,0,0,41.7,53.2,2.8,"Tussock.grass",0.48762603116407,25.9417032
"281","QDACYP0024",0,0,0,0,0.1,0,4.2,0,0,0,0,0,3.5,0.5,7.3,0,0,0,48.4,42.6,0.5,"Tree.Palm",0.451914098972923,21.87264244
"282","QDADEU0001",0,0,0,0,0,0,32.2,0,0,0,0,0,0,0.6,0.6,0,0,0,4.5,53.3,1.7,"Tussock.grass",0.573735199138859,30.58008616
"283","QDAEIU0001",0,0,0,0,0,0,0.7,0,0,0,0,0,0,0.1,0.4,0,0,0,0,55.7,0,"Tussock.grass",0.978910369068541,54.52530928
"284","QDAEIU0002",0,0,0,0,0,0,1.3,0,0,0,0,0,0,4.1,0.4,0,0,0,7.6,45,0,"Tussock.grass",0.770547945205479,34.6746555
"285","QDAEIU0003",0,0,0,0,0,0,1.4,0,0,0,0,0,0.1,0,0.5,0,0,0.6,3.9,48.6,0,"Tussock.grass",0.882032667876588,42.86678922
"286","QDAEIU0004",0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0.2,0,0,0,10.3,75.4,0,"Tussock.grass",0.847191011235955,63.8782014
"287","QDAEIU0005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,6.2,0,"Tussock.grass",0.953846153846154,5.91384644
"288","QDAEIU0006",0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,5.5,0,0,0,40.1,22.3,0,"Tree.Palm",0.585401459854015,23.47460015
"289","QDAEIU0007",0,0,0,0,0,0,2.1,0,0,0,0,0,0.1,0,6.8,0,0,0,39.7,18.3,0,"Tree.Palm",0.592537313432836,23.52373081
"290","QDAEIU0008",0,0,0.2,0,0,0,6.9,0,0,0,0,0,0,1.9,33.1,0,0,0,6.3,36.4,0.4,"Tussock.grass",0.427230046948357,15.551172
"291","QDAEIU0009",0,0,0,0,0,0,16.6,0,0,0,0,0,0,2,4.8,0,0,0,3.5,73,2.1,"Tussock.grass",0.715686274509804,52.2450999
"292","QDAEIU0010",0,0,0,0,0,0,6.5,0,0,0,0,0,0,0.6,19,0,0,0,27.9,32,0.4,"Tussock.grass",0.37037037037037,11.8518528
"293","QDAGUP0001",0,0,0,0,0.1,0,1,0,0,0,0,0,0,0,21.2,0,0,0,11.9,15.2,0,"Shrub",0.42914979757085,9.09797576
"294","QDAGUP0002",0,0,0,0,0.1,0,1.4,0,0,0,0,0,0,0,7.4,0,0,0,16.2,8.8,0,"Tree.Palm",0.47787610619469,7.74159282
"295","QDAGUP0003",0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,10.3,0,0,0,18.1,8.2,0,"Tree.Palm",0.491847826086956,8.90244518
"296","QDAGUP0004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,13.4,2.9,0,"Tree.Palm",0.617511520737327,8.2746541
"297","QDAGUP0005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,24.4,0.3,0,"Tree.Palm",0.55328798185941,13.5002272
"298","QDAGUP0006",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,11.4,0,0,0,12.2,0.1,0,"Tree.Palm",0.512605042016807,6.253781
"299","QDAGUP0007",0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0.2,0,0,0,0,40.6,0,"Tussock.grass",0.933333333333333,37.89333198
"300","QDAGUP0008",0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.1,16.9,0,0,0,12.4,19.1,0,"Tussock.grass",0.392197125256673,7.49096461
"301","QDAGUP0009",0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0.4,0,0,0,0.4,46.2,0,"Tussock.grass",0.952577319587629,44.00907126
"302","QDAGUP0010",0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.3,19.7,0,0,0,3.1,5.4,0,"Shrub",0.681660899653979,13.42871973
"303","QDAGUP0011",0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,13.9,0,0,0,19.1,20.9,0,"Tussock.grass",0.369911504424779,7.73115035
"304","QDAGUP0012",0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.4,2.3,0,0,2.2,0.4,21.1,0,"Tussock.grass",0.787313432835821,16.61231274
"305","QDAGUP0013",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0.2,24.3,0,"Tussock.grass",0.979838709677419,23.81008041
"306","QDAGUP0014",0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,46.2,0,"Tussock.grass",0.964509394572025,44.56033428
"307","QDAGUP0015",0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.1,0,0,0,0,62,0.9,"Tussock.grass",0.974842767295597,60.4402536
"308","QDAGUP0016",0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,3.1,0,0,0,9,43.8,0.3,"Tussock.grass",0.76707530647986,33.59789814
"309","QDAGUP0017",0,0,3,0,0,1.3,1.8,0,0,0,0,0,0,0.1,2.8,0,0,0,0,39.8,0.4,"Tussock.grass",0.808943089430894,32.19593538
"310","QDAGUP0018",0,0,0,0,0,0,0.2,0,0,0,0,0,0,1.7,6.6,0,0,0,21.3,29.5,0.2,"Tussock.grass",0.495798319327731,14.62604985
"311","QDAGUP0019",0,0,10.5,0,0,0,1.1,0,0,0,0,0,0,0,0.1,0,0,0,0,18,0,"Tussock.grass",0.606060606060606,10.9090908
