"","site_location_name","time","pv","npv","bs","spatial_ref"
"334","QDASSD0008",2015-04-20,9.61747343565525,48.4155844155844,40.4911452184179,28354
"418","QDASSD0008",2018-06-19,11.5419739921206,27.292203560532,59.5747356260553,28354
"235","QDASSD0009",2014-05-04,16.9607438016529,51.6580578512397,30.150826446281,28354
"335","QDASSD0009",2015-04-21,32.5977961432507,42.6494490358127,23.3987603305785,28354
"419","QDASSD0009",2018-06-18,35.0146923783287,45.3847566574839,18.1753902662994,28354
"236","QDASSD0010",2015-04-25,15.1672426746807,36.6375657400451,46.6459804658152,28354
"336","QDASSD0010",2018-06-20,33.6679910998093,42.4415130324221,22.3836617927527,28354
"237","QDASSD0011",2014-05-07,11.8276271051554,25.8030145582498,60.6671958700547,28354
"337","QDASSD0011",2015-04-23,13.5120334211243,20.8227832773287,63.9881028062846,28354
"420","QDASSD0011",2018-06-22,13.6529474003394,24.2689531035284,60.4751937084277,28354
"238","QDASSD0012",2014-05-07,3.42791551882461,34.7456382001837,60.277318640955,28354
"338","QDASSD0012",2015-04-24,7.71694214876033,43.3522727272727,47.3243801652893,28354
"421","QDASSD0012",2018-06-23,9.07603305785124,41.5157024793388,47.7727272727273,28354
"239","QDASSD0013",2014-05-07,7.77443292324715,36.9615572284545,53.6890996465107,28354
"339","QDASSD0013",2015-04-24,9.35728926392576,33.1603727315228,55.9873072881048,28354
"422","QDASSD0013",2018-04-25,16.2561011964174,32.4198120866105,49.9002195871761,28354
"240","QDASSD0014",2014-05-08,8.28387451263755,22.6144454982011,67.398244742507,28354
"340","QDASSD0014",2015-04-23,7.1568528364716,19.3238190536578,71.8691669054572,28354
"423","QDASSD0014",2018-06-23,8.40776107009873,25.8683662657689,64.1019024265778,28354
"241","QDASSD0015",2014-05-08,9.61457550713749,28.9663160530929,59.7899538478051,28354
"341","QDASSD0015",2015-04-25,9.8771380251562,29.5814792991403,58.8383714301796,28354
"424","QDASSD0015",2018-06-24,10.8633208484306,32.3363188535602,55.2397203110369,28354
"242","SAABHC0001",2018-04-20,10.0838525111252,37.393229497775,50.8973140495868,28354
"342","SAABHC0001",2019-10-05,6.68307739864896,33.4908218094537,58.1595250434134,28354
"243","SAABHC0002",2018-04-20,8.91735537190083,26.3057851239669,63.1329827197596,28354
"343","SAABHC0002",2019-10-07,5.92837465564738,22.7252066115702,69.6398071625344,28354
"244","SAABHC0003",2018-04-21,3.64155070329738,40.6275651229941,54.1647379603713,28354
"344","SAABHC0003",2019-10-08,1.84476342371079,32.7091005751293,63.7845198395438,28354
"245","SAABHC0004",2018-04-21,34.0809917355372,39.199173553719,25.2148760330579,28354
"345","SAABHC0004",2019-10-06,19.7248204759667,40.4480840634991,38.2902855247519,28354
"246","SAAFLB0003",2016-10-25,59.4583333333333,29.90625,9.12847222222222,28354
"346","SAAFLB0003",2018-10-25,58.6458333333333,32.7291666666667,6.9375,28354
"425","SAAFLB0003",2018-11-07,51.9166666666667,40.2916666666667,6.1875,28354
"247","SAAFLB0004",2017-08-17,57.3801652892562,41.4462809917355,0.421487603305785,28354
"347","SAAFLB0004",2018-10-03,50.2369023022432,40.5596775383707,7.72017045454545,28354
"248","SAAFLB0030",2013-08-13,2.17920047866572,27.6766014733929,68.5045061889982,28354
"348","SAAFLB0030",2010-10-30,7.83719008264463,29.2446280991736,61.5099173553719,28354
"426","SAAFLB0030",2018-08-02,1.48084147257701,31.7876628928211,65.143216145496,28354
"249","SAAFLB0031",2013-08-13,2.74557260920897,30.8831168831169,64.7550177095632,28353
"349","SAAFLB0031",2010-10-31,6.08164634645283,32.283872023566,60.2302184763931,28353
"427","SAAFLB0031",2018-08-02,1.38292011019284,36.4400826446281,60.5805785123967,28353
"250","SAAKAN0001",2018-10-19,45.0596877869605,34.2651056014692,19.1899908172635,28353
"350","SAAKAN0001",2020-10-12,58.198347107438,28.702479338843,11.8677685950413,28353
"251","SAAKAN0002",2018-10-20,54.0887139371936,34.9526980178731,9.39637254686556,28353
"351","SAAKAN0002",2020-10-11,48,45,6,28353
"252","SAAKAN0003",2018-10-21,49.7117863370991,39.6842444461293,9.17370536052771,28353
"352","SAAKAN0003",2020-10-11,NA,NA,NA,NA
"253","SAAKAN0004",2018-10-22,50.3968181818182,37.6354132231405,10.3439944903581,28353
"353","SAAKAN0004",2020-10-08,NA,NA,NA,NA
"254","SAAKAN0007",2018-10-25,48.5606060606061,36.6677685950413,13.1606060606061,28353
"354","SAAKAN0007",2020-10-07,25.7384615384615,40.2129370629371,32.6679195804196,28353
"255","SAAKAN0008",2018-10-26,49.8567493112948,45.1349862258953,3.78236914600551,28353
"355","SAAKAN0008",2020-10-13,NA,NA,NA,NA
"256","SAAKAN0009",2018-10-27,45.3730932909819,41.1083285672728,12.1842695699001,28353
"356","SAAKAN0009",2020-10-13,34.75,4.92857142857143,59.75,28353
"257","SAAKAN0010",2018-10-28,47.3431887536209,40.9919290843285,10.2314694743905,28353
"357","SAAKAN0010",2020-10-14,51.5,38.4338842975207,8.5495867768595,28353
"258","SAAKAN0012",2018-10-30,40.4453296175283,37.6361522198732,20.6916874879877,28353
"358","SAAKAN0012",2020-10-15,49.7685950413223,30.7851239669421,17.9173553719008,28353
"259","SAAMDD0007",2011-06-16,39.2561983471074,47.7685950413223,11.595041322314,28354
"359","SAAMDD0007",2020-07-08,18.702479338843,38.866391184573,40.8801652892562,28354
"260","SAAMDD0008",2011-06-17,51.5371900826446,47.3305785123967,0.148760330578512,28354
"360","SAAMDD0008",2020-07-07,37.7946132032793,50.0215162916947,11.0149841662161,28354
"261","SAAMDD0009",2011-06-18,41.2727272727273,49.1818181818182,8.45454545454546,28354
"361","SAAMDD0009",2020-07-08,23.0673718459131,41.8700543642404,33.6193610828917,28354
"262","SAAMDD0010",2011-06-20,40.1487603305785,45.599173553719,12.8057851239669,28354
"362","SAAMDD0010",2020-07-09,26.1629279811098,51.5537190082645,21.0354191263282,28354
"263","SAAMDD0011",2011-06-21,NA,NA,NA,NA
"363","SAAMDD0011",2020-07-09,29.0807922485038,49.6506602070865,19.9578702384345,28354
"264","SASMDD0001",2012-09-21,25.7571335363201,46.7717485863419,26.3515658982166,28354
"364","SASMDD0001",2019-05-02,19.0399449035813,25.9573002754821,53.5082644628099,28354
"265","SASMDD0003",2015-05-01,20.9772884085611,31.6300995973723,45.8867760118669,28354
"365","SASMDD0003",2012-09-23,30.8815426997245,45.9063360881543,21.9201101928375,28354
"266","SASMDD0004",2015-04-23,13.3554077233323,55.0096531117114,30.322212552487,28354
"366","SASMDD0004",2013-01-22,6.35922492740675,60.6297185615367,31.6415010051374,28354
"267","SASMDD0005",2012-09-24,17.1065507926451,64.0347317715611,17.7894992165315,28354
"367","SASMDD0005",2015-04-29,12.9311518292978,51.6556139426918,34.0354224769508,28354
"268","SASMDD0006",2015-04-29,19.4373172282263,47.5640813731723,31.6475524475524,28354
"368","SASMDD0006",2019-05-01,18.831434207906,40.3390923493265,39.4760440818765,28354
"269","SASMDD0008",2012-03-08,39.624861118453,41.7164781643088,17.315611287597,28354
"369","SASMDD0008",2015-04-26,37.3239669421488,46.9636363636364,14.3239669421488,28354
"428","SASMDD0008",2019-04-30,34.5263564498742,47.0189363995688,17.0706611570248,28354
"270","SASMDD0009",2015-04-30,22.667244687131,45.8152548209366,30.1812893545848,28354
"370","SASMDD0009",2012-03-06,25.419426073413,51.0397889860525,22.4013688224975,28354
"271","SASMDD0011",2015-04-24,16.4728453364817,56.7916290483135,25.4209898835567,28354
"371","SASMDD0011",2012-12-16,7.99771297884505,59.877254535059,30.6970216747232,28354
"272","SASMDD0012",2013-11-19,28.8429752066116,53.1198347107438,16.6942148760331,28354
"372","SASMDD0012",2015-04-30,39.3830601858337,42.1581687444553,17.1031190176028,28354
"273","SASMDD0017",2015-04-24,22.9127829371503,43.9129959387691,31.691900258442,28354
"373","SASMDD0017",2014-10-30,19.5216731320627,42.6073536852758,36.4052960026986,28354
"274","SASRIV0001",2015-04-28,11.8646672914714,51.9404617875096,34.7879355883105,28354
"374","SASRIV0001",2019-04-30,2.71299045173714,49.1353004894488,47.0698467463693,28354
"275","SATEYB0001",2014-10-28,36.2323232323232,47.3256467496279,15.075987144169,28354
"375","SATEYB0001",2018-09-25,47.8694214876033,36.4280991735537,14.297520661157,28354
"276","SATEYB0002",2014-10-30,34.4821487603306,48.3733884297521,15.7998347107438,28354
"376","SATEYB0002",2018-09-12,36.0467421024175,46.3523657990268,16.1678379161196,28354
"277","SATFLB0001",2012-08-13,NA,NA,NA,NA
"377","SATFLB0001",2018-09-24,38.5773711137347,50.1294175521448,10.1138528138528,28354
"278","SATFLB0002",2012-08-14,55.4571428571429,37.4857142857143,5.65714285714286,28354
"378","SATFLB0002",2018-09-25,54.6285714285714,37.6057142857143,6.05714285714286,28354
"279","SATFLB0003",2012-08-15,50.2072072072072,24.4144144144144,23.6036036036036,28354
"379","SATFLB0003",2018-09-24,55.495867768595,37.1859504132231,5.77272727272727,28354
"280","SATFLB0004",2012-09-18,25.4090909090909,37.2954545454545,35.7954545454545,28354
"380","SATFLB0004",2018-08-28,29.7613636363636,36.5340909090909,32.1022727272727,28354
"281","SATFLB0005",2012-08-20,42.6666666666667,48.3333333333333,8,28354
"381","SATFLB0005",2018-08-28,28.8888888888889,54.8888888888889,15.1111111111111,28354
"282","SATFLB0006",2012-08-21,40.7181818181818,54.0545454545455,3.95454545454545,28354
"382","SATFLB0006",2018-08-12,33.542113022113,45.6259950859951,19.2885012285012,28354
"283","SATFLB0008",2012-08-23,NA,NA,NA,NA
"383","SATFLB0008",2018-08-31,24,57.2,17.2,28354
"284","SATFLB0009",2012-08-24,23.4583333333333,43.3333333333333,31.875,28354
"384","SATFLB0009",2018-09-01,22.3888888888889,48.7777777777778,27.3333333333333,28354
"285","SATFLB0010",2012-08-25,44.9104010025063,42.0323725981621,11.7082289055973,28354
"385","SATFLB0010",2018-09-11,35.7204929300864,50.853741162608,12.0811567164179,28354
"286","SATFLB0011",2012-08-26,48.0946637426901,32.0836988304094,18.5,28354
"386","SATFLB0011",2018-09-10,49.6111111111111,45.4583333333333,3.68518518518519,28354
"287","SATFLB0013",2012-11-19,42.2705707931801,48.8272794662713,7.53298739807265,28354
"387","SATFLB0013",2018-09-15,53.5966976733064,36.5143355890863,8.56559458619288,28354
"288","SATFLB0015",2012-11-22,60.6428571428571,32.6428571428571,5.07142857142857,28354
"388","SATFLB0015",2018-10-04,64.0214285714286,28.45,5.67857142857143,28354
"289","SATFLB0016",2013-08-06,18.5082644628099,39.9454545454545,40.0909090909091,28354
"389","SATFLB0016",2018-08-08,16.9831404958678,44.8277535687453,36.7287152516905,28354
"290","SATFLB0017",2013-08-07,10.233,43.9848571428571,44.3457142857143,28354
"390","SATFLB0017",2018-08-06,7.92111111111111,46.9161904761905,43.7771428571429,28354
"291","SATFLB0018",2013-08-08,19.4787878787879,48.4525252525253,30.5252525252525,28354
"391","SATFLB0018",2018-08-08,6.57989304812834,51.1632620320856,40.7931550802139,28354
"292","SATFLB0019",2013-08-09,10.8659038901602,55.3336384439359,32.4782608695652,28354
"392","SATFLB0019",2018-08-07,7.61472644060745,55.7443634283337,35.2238859995839,28354
"293","SATFLB0020",2013-08-10,21.1291469893743,40.0855928162746,37.3931273272182,28354
"393","SATFLB0020",2018-08-07,19.23838891974,47.8513735994512,31.5400026132689,28354
"294","SATFLB0021",2013-08-14,25.7639637904468,53.127561633282,19.8297573189522,28354
"394","SATFLB0021",2018-08-09,17.0994556542014,57.1944543090306,24.3785122410546,28354
"295","SATFLB0022",2013-08-14,24.7387913223141,51.2871384297521,22.5667871900826,28354
"395","SATFLB0022",2018-08-09,26.3337838177297,49.4950614182723,22.7918799768896,28354
"296","SATFLB0023",2013-08-15,13.6944510035419,45.8761511216057,38.8319952774498,28354
"396","SATFLB0023",2018-08-11,10.0749311294766,45.483608815427,42.9053719008264,28354
"297","SATFLB0024",2013-08-16,17.8049356408558,28.2187059060673,52.3828433207591,28354
"397","SATFLB0024",2018-08-11,7.53419777714449,36.0102715466352,54.9857020722225,28354
"298","SATFLB0025",2013-08-17,24.8289474580608,35.362660172223,38.1767947274877,28354
"398","SATFLB0025",2018-08-13,17.5977961432507,41.0702479338843,39.8484848484848,28354
"299","SATFLB0026",2014-10-29,54.1,37.1833333333333,7.35,28354
"399","SATFLB0026",2018-11-09,53.9333333333333,41.0222222222222,3.48888888888889,28354
"2100","SATFLB0027",2014-11-05,50.5,43,5,28354
"3100","SATFLB0027",2018-11-02,54.5454545454545,38.0909090909091,5.63636363636364,28354
"2101","SATFLB0028",2014-11-06,27.8441638482208,62.4005686672535,8.46509662441447,28354
"3101","SATFLB0028",2018-09-14,42.4409698955154,41.5671133943861,14.6435758072122,28354
"2102","SATKAN0001",2012-08-21,64,35,0,28353
"3102","SATKAN0001",2018-11-20,59.6861741795348,26.6927251956857,12.1679439045588,28353
"2103","SATKAN0002",2012-08-22,NA,NA,NA,NA
"3103","SATKAN0002",2018-11-28,56.4214876033058,38.603305785124,3.6198347107438,28354
"2104","SATKAN0003",2014-11-03,53.8550267379679,35.6769615945552,8.96309188138065,28354
"3104","SATKAN0003",2018-11-13,53.6776859504132,38.9462809917355,5.75206611570248,28354
"2105","SATKAN0004",2014-11-05,43.5815521991071,49.3472974256673,5.90657357271777,28354
"3105","SATKAN0004",2018-10-02,48.3305785123967,46.0185950413223,4.32851239669422,28354
"2106","SATSTP0001",2013-08-10,3.40915101427498,50.7812622088655,44.2900976709241,28354
"3106","SATSTP0001",2018-08-10,1.87152516904583,37.0518407212622,59.3395942900075,28354
"2107","SATSTP0002",2013-08-12,10.2474516971865,21.8961054980544,66.1514852484385,28354
"3107","SATSTP0002",2018-08-10,9.46356123215627,20.5755071374906,68.1337340345605,28354
"2108","SATSTP0003",2013-08-15,2.36936245572609,34.0824269480519,61.8760717975207,28354
"3108","SATSTP0003",2018-08-04,1.11241021085966,32.6180485826832,64.7789545840735,28354
"2109","SATSTP0004",2013-08-15,15.9984411894923,51.3690230224321,31.2026545897285,28354
"3109","SATSTP0004",2018-08-03,4.82244185055806,46.8115118246327,46.905378595163,28354
"2110","SATSTP0005",2013-08-17,10.5726092089728,18.2219598583235,69.4462809917355,28354
"3110","SATSTP0005",2018-08-05,8.8983386743127,17.9652344408838,71.385045960533,28354
"2111","SATSTP0006",2013-08-17,20.8273118159482,45.5885358498995,32.1194717444717,28354
"3111","SATSTP0006",2018-08-04,17.1545712809917,44.0582386363636,37.2292097107438,28354
"2112","SATSTP0007",2013-08-18,18.7526564344746,60.1576151121606,19.7712514757969,28354
"3112","SATSTP0007",2018-08-04,18.6743801652893,60.7209323347107,19.2424070247934,28354
"2113","SATSTP0008",2013-08-18,4.46753246753247,44.2868949232586,49.7485242030697,28354
"3113","SATSTP0008",2018-08-05,1.43093270365998,36.3270365997639,60.5489964580874,28354
"2114","WAAGES0001",2016-08-30,26.1827626918536,47.8831168831169,24.6332939787485,28350
"3114","WAAGES0001",2019-08-01,22.3372687918142,52.6391184573003,23.7339630066903,28350
"2115","WAAGES0002",2016-08-30,29.5324675324675,51.4214876033058,17.7792207792208,28350
"3115","WAAGES0002",2019-08-02,23.7107438016529,61.3935950413223,13.7376033057851,28350
"2116","WAAGES0003",2016-08-31,30.9531680440771,48.4972451790634,19.2066115702479,28350
"3116","WAAGES0003",2019-08-01,27.0724616292798,52.2141381345927,19.4878984651712,28350
