"","site_unique","time","diff","bs","pv","npv","ue"
"25","NSABHC0018-57077",15777,0,39.0128205128205,0.641025641025641,59.2435897435897,7.65384615384615
"26","NSABHC0019-57078",15784,7,37.0238095238095,2.55952380952381,59.0238095238095,10.2857142857143
"27","NSABHC0020-57599",15784,6,37.5238095238095,3.5952380952381,57.4761904761905,9.61904761904762
"28","NSABHC0021-57098",16184,5,35.7176470588235,12.8588235294118,49.9411764705882,9.62352941176471
"29","NSABHC0022-57086",16177,2,63.0352941176471,2.04705882352941,33.6705882352941,5.42352941176471
"30","NSABHC0023-57099",16177,4,21.4528301886792,29.3396226415094,47.9811320754717,10.5660377358491
"31","NSABHC0024-57100",16184,2,20.2727272727273,36.8181818181818,41.7272727272727,9.54545454545454
"32","NSABHC0026-57102",16232,7,39.8709677419355,28.4193548387097,30.1935483870968,17.3870967741935
"33","NSABHC0028-58027",17056,0,41.7294117647059,15.0941176470588,41.6705882352941,10.5058823529412
"34","NSABHC0029-58028",17056,0,8.83333333333333,55.5384615384615,33.8205128205128,17.2564102564103
"35","NSACHC0001-58574",17640,2,66.5714285714286,2.30952380952381,29.6190476190476,5.48809523809524
"36","NSACHC0002-58558",17640,2,42.8928571428571,14.5833333333333,41.25,7.23809523809524
"37","NSACHC0003-58575",17640,1,36.3882352941176,14.4823529411765,47.6941176470588,8.32941176470588
"38","NSACHC0004-58576",17640,1,57.3717948717949,5.20512820512821,35.8589743589744,6.51282051282051
"39","NSACOP0001-58551",17627,4,18.8928571428571,25.9880952380952,54.1904761904762,11.1785714285714
"40","NSACOP0002-58552",17635,3,22.5764705882353,24.3882352941176,51.6,13.1294117647059
"41","NSAMDD0001-56965",16209,8,6.5,48.75,43.75,12.75
"42","NSAMDD0002-56952",16209,9,6.22619047619048,38.7976190476191,53.8333333333333,16.9642857142857
"43","NSAMDD0003-56968",16225,7,31.7777777777778,25.2222222222222,41.7777777777778,13.5555555555556
"44","NSAMDD0004-56953",16225,6,31,28.6666666666667,39,28
"45","NSAMDD0005-56969",16218,2,17.6428571428571,28.2380952380952,53.0238095238095,15.2857142857143
"46","NSAMDD0006-56954",16218,2,12.5,33,53.4268292682927,17.0609756097561
"47","NSAMDD0007-56970",16200,20,28.2738095238095,24.4642857142857,45.8214285714286,13.1071428571429
"48","NSAMDD0008-56955",16200,22,13.1058823529412,32.7764705882353,52.9294117647059,14.8235294117647
"49","NSAMDD0009-56971",16200,22,49.8705882352941,20.3176470588235,28.6941176470588,8.70588235294118
"50","NSAMDD0010-56956",16224,1,13.1904761904762,49.5952380952381,35.6190476190476,22.3452380952381
"51","NSAMDD0011-56981",16200,23,35.8823529411765,20.2235294117647,42.2588235294118,11.7882352941176
"52","NSAMDD0012-56957",16224,0,17.1923076923077,6.16666666666667,75.7179487179487,8.91025641025641
"53","NSAMDD0013-56982",16224,1,41.6808510638298,23.3191489361702,33.2340425531915,8.34042553191489
"54","NSAMDD0014-56963",16224,1,38.8,16.9647058823529,42.6235294117647,14.9764705882353
"55","NSAMDD0015-57636",16200,26,11.0588235294118,34.6,53.3411764705882,17.7882352941176
"56","NSAMDD0016-56973",16248,22,50.5,17.0714285714286,31.2857142857143,13.2857142857143
"57","NSAMDD0017-57080",16291,3,8.44705882352941,38.2941176470588,52.1529411764706,14.9529411764706
"58","NSAMDD0018-56976",16291,3,3.68421052631579,39.5789473684211,55.9473684210526,19.8421052631579
"59","NSAMDD0019-57081",16283,6,16.6071428571429,27.797619047619,54.4404761904762,11.0952380952381
"60","NSAMDD0020-56984",16291,2,19.1282051282051,27.1538461538462,52.5512820512821,10.5
"61","NSAMDD0021-57082",16283,7,13.3461538461538,34.474358974359,51.0641025641026,12.9358974358974
"62","NSAMDD0022-56985",16283,8,10.3452380952381,39.9166666666667,48.2738095238095,18.952380952381
"63","NSAMDD0023-57083",16290,2,10.4,34.9411764705882,53.3882352941176,15.6823529411765
"64","NSAMDD0024-56986",16290,2,17.6705882352941,22.2470588235294,58.9647058823529,14.4117647058824
"65","NSAMDD0025-57084",16290,4,23.0357142857143,26.5595238095238,49.0833333333333,11.797619047619
"66","NSAMDD0026-56987",16290,4,32.8571428571429,15.4166666666667,50.0476190476191,9.26190476190476
"67","NSAMDD0027-57087",16290,5,26.9047619047619,18.547619047619,53.3452380952381,14.0119047619048
"68","NSAMDD0028-56988",16290,5,34.9166666666667,12.9642857142857,50.7261904761905,10.4761904761905
"69","NSAMDD0029-57088",16290,6,36.4880952380952,10.8452380952381,51.1904761904762,9.85714285714286
"70","NSAMDD0030-56989",16290,6,28.2564102564103,25.0641025641026,45.1794871794872,10.6025641025641
"71","NSAMDD0031-58572",17635,3,28.8352941176471,20.8,49.0117647058824,10.5529411764706
"72","NSAMDD0032-58573",17635,2,21.9411764705882,22.2235294117647,54.6823529411765,12.5764705882353
"73","NSAMUL0001-58549",17634,1,36.0714285714286,17.8928571428571,44.5714285714286,8.96428571428571
"74","NSAMUL0002-58559",17634,1,36.2820512820513,19.6666666666667,42.3846153846154,8.8974358974359
"75","NSAMUL0003-58550",17634,2,41.9615384615385,18.4230769230769,38.1923076923077,7.26923076923077
"76","NSAMUL0004-58560",17634,2,34.5595238095238,10.4761904761905,53.5833333333333,10.6666666666667
"77","NSANAN0001-58583",17668,1,0.0238095238095238,65.8928571428571,32.8571428571429,26.6904761904762
"78","NSANAN0002-58561",17668,1,2.75641025641026,49.0512820512821,47.2051282051282,22.4615384615385
"79","NSANET0001-58584",17669,0,6.79487179487179,50.7692307692308,40.974358974359,22.6538461538462
"80","NSANSS0001-58579",17660,0,3.21301775147929,58.4733727810651,36.7337278106509,20.9526627218935
"81","NSANSS0002-58562",17660,0,4.59763313609467,56.2011834319527,37.6272189349112,21.8579881656805
"82","NSTNSS0001-57641",16757,0,11.2941176470588,44.1764705882353,42.9764705882353,16.0352941176471
"83","NSTSYB0001-58122",16758,8,0.847058823529412,66.7764705882353,31,23.3647058823529
"84","NSTSYB0002-58008",16758,7,0.0384615384615385,73.9102564102564,24.7307692307692,25.0641025641026
"85","NSTSYB0003-58414",16757,4,3,57.3658536585366,38.0121951219512,21.3292682926829
"86","NSTSYB0004-58493",16765,11,9.1969696969697,63.0454545454545,26.5909090909091,16.5909090909091
"87","NSTSYB0005-58501",16765,9,11.9322033898305,58.8305084745763,27.9322033898305,28.7966101694915
"88","NSTSYB0006-58502",16757,1,5.02352941176471,54.1294117647059,39.0705882352941,20.8
"89","NSTSYB0007-58496",16757,2,3.51764705882353,49.9647058823529,44.9176470588235,19.4117647058824
"90","NSTSYB0008-58503",16757,3,2,43.6753246753247,53.012987012987,16.4675324675325
"91","NSTSYB0009-57649",16773,14,5.02941176470588,59.7794117647059,33.3970588235294,23.6029411764706
"92","NTAARP0001-58422",16951,3,6.30769230769231,47.8974358974359,44.3205128205128,16.5
"93","NTAARP0002-58423",16951,3,7.56470588235294,39.9529411764706,51.2941176470588,14.1294117647059
"94","NTAARP0003-58424",16951,4,19,30.025641025641,49.8846153846154,13.2307692307692
"95","NTAARP0004-58918",18784,0,7.11904761904762,44.5952380952381,46.9761904761905,16.25
"96","NTAARP0004-58932",17600,6,1.84848484848485,65.7575757575758,30.9090909090909,17.6060606060606
"97","NTAARP0005-58919",18784,2,1.69230769230769,61.7307692307692,35.2179487179487,18.5641025641026
"98","NTAARP0005-58933",17608,5,2.69230769230769,62.8333333333333,32.5128205128205,21.1025641025641
"99","NTABRT0001-53616",15433,15,26.2117647058824,20.3411764705882,52.3529411764706,13.4235294117647
"100","NTABRT0001-58861",18473,2,37.5833333333333,14.9285714285714,46.3095238095238,10.5357142857143
"101","NTABRT0002-53617",15433,13,27.9411764705882,18.3647058823529,52.5529411764706,13.6705882352941
"102","NTABRT0002-58862",18473,1,37.2207792207792,14.2597402597403,47.2467532467532,11
"103","NTABRT0003-53618",15433,12,27.4615384615385,16.1794871794872,55.2179487179487,14.6923076923077
"104","NTABRT0003-58872",18473,2,35.0384615384615,13.3717948717949,50.4102564102564,11.3846153846154
"105","NTABRT0004-53619",15433,11,24.6388888888889,23.2777777777778,51.0972222222222,14.3611111111111
"106","NTABRT0004-58873",18481,1,34.6111111111111,15.9861111111111,48.2361111111111,11.375
"107","NTABRT0005-53620",15426,3,33.4761904761905,23,42.1428571428571,10.2380952380952
"108","NTABRT0005-58863",18474,2,58.5952380952381,17.6666666666667,22.0595238095238,7.51190476190476
"109","NTABRT0006-53621",15433,10,26.6705882352941,21.7764705882353,50.1529411764706,13.7294117647059
"110","NTABRT0006-58864",18481,1,40.0941176470588,12.6470588235294,45.8588235294118,10.5411764705882
"111","NTABRT0007-58865",18481,0,46.1882352941176,12.8470588235294,39.4352941176471,9.87058823529412
"112","NTABRT0008-58866",18481,2,50.4705882352941,7.74117647058824,39.9529411764706,11.5647058823529
"113","NTADAC0001-53518",15854,1,5.89285714285714,42.5833333333333,50.6190476190476,17.9166666666667
"114","NTADAC0002-58039",16927,0,6.07692307692308,56.4615384615385,35.7692307692308,17.1282051282051
"115","NTADMR0001-58868",18474,3,38.1794871794872,11.025641025641,49.3205128205128,9.2051282051282
"116","NTADMR0002-58869",18481,3,60.4823529411765,5.56470588235294,32,7.96470588235294
"117","NTAFIN0001-53519",15266,1,30.3333333333333,0.897435897435897,67.5384615384615,10
"118","NTAFIN0001-58009",16858,6,62.025641025641,9.88461538461539,26.2307692307692,7.24358974358974
"119","NTAFIN0001-58735",18042,0,73.8846153846154,7.46153846153846,16.7307692307692,6.16666666666667
"120","NTAFIN0002-53622",15234,6,22,11.875,64.5,11.625
"121","NTAFIN0002-58018",16865,0,29.3974358974359,22.5641025641026,46.5512820512821,11.4230769230769
"122","NTAFIN0002-58787",18026,18,32.6153846153846,16.9102564102564,48.9230769230769,11.6025641025641
"123","NTAFIN0003-53623",15234,7,51.3376623376623,11.7922077922078,35.5844155844156,7.84415584415584
"124","NTAFIN0003-58017",16858,6,47.5411764705882,13.3294117647059,37.4823529411765,7.49411764705882
"125","NTAFIN0003-58788",18041,0,51.5,10.1666666666667,37.3333333333333,7.25
"126","NTAFIN0004-53624",15265,12,33.3974358974359,8.41025641025641,56.8205128205128,15.2435897435897
"127","NTAFIN0004-58010",16865,3,31.0769230769231,16.0512820512821,51.3846153846154,13.3205128205128
"128","NTAFIN0004-58789",18042,0,32.0641025641026,14.5512820512821,51.8846153846154,13.4871794871795
"129","NTAFIN0005-53625",15265,13,42.9529411764706,1.8,53.7058823529412,10.4705882352941
"130","NTAFIN0005-58011",16865,1,51.3529411764706,12.7882352941176,34.1882352941176,8.09411764705882
"131","NTAFIN0005-58736",18041,0,59.5,6.13095238095238,32.7261904761905,7.16666666666667
"132","NTAFIN0006-53626",15265,11,66.3589743589744,10.474358974359,21.474358974359,8.3974358974359
"133","NTAFIN0006-58012",16865,1,55.2692307692308,15.9487179487179,27.1794871794872,8
"134","NTAFIN0006-58737",18042,0,61.5897435897436,14.1410256410256,22.6025641025641,7.57692307692308
"135","NTAFIN0007-53627",15265,6,68.5128205128205,5.06410256410256,24.6923076923077,9.55128205128205
"136","NTAFIN0007-58013",16865,3,61.3076923076923,12.3589743589744,24.3589743589744,7.67948717948718
"137","NTAFIN0007-58715",18026,18,69.7051282051282,8.14102564102564,20.1153846153846,7.15384615384615
"138","NTAFIN0008-53628",15265,5,69.1666666666667,4.85897435897436,24.2692307692308,9.34615384615385
"139","NTAFIN0008-58014",16865,2,49.5512820512821,10.2820512820513,38.7179487179487,8.06410256410256
"140","NTAFIN0008-58790",18026,20,64.4615384615385,2.12820512820513,31.4487179487179,7.35897435897436
"141","NTAFIN0009-53629",15265,1,67.0238095238095,8.52380952380952,22.5714285714286,9.60714285714286
"142","NTAFIN0009-58015",16865,1,53.0352941176471,16.2235294117647,28.8705882352941,8.34117647058824
"143","NTAFIN0009-58738",18042,1,57,13.9058823529412,27.2941176470588,8.16470588235294
"144","NTAFIN0010-53630",15265,0,76.1764705882353,9.84705882352941,12.2352941176471,8
"145","NTAFIN0010-58016",16865,2,56.0238095238095,17.9404761904762,24.1309523809524,7.41666666666667
"146","NTAFIN0010-58786",18042,1,68.5952380952381,10.6428571428571,18.7619047619048,6.39285714285714
"147","NTAFIN0011-53631",15266,1,38.6666666666667,5.96969696969697,53.7878787878788,11.6515151515152
"148","NTAFIN0011-58019",16865,1,39.6538461538462,15.525641025641,43.1153846153846,10.474358974359
"149","NTAFIN0011-58739",18042,1,47.525641025641,12.0384615384615,38.7179487179487,9.74358974358974
"150","NTAFIN0012-53632",15282,0,16,0,83.75,6.75
"151","NTAFIN0013-53633",15289,6,26.75,22,49.5,11.5
"152","NTAFIN0014-53634",15290,5,42.3452380952381,8.21428571428571,47.7976190476191,11
"153","NTAFIN0015-53635",15289,3,35.8705882352941,28.1411764705882,34.5058823529412,10.1058823529412
"154","NTAFIN0016-53636",15289,2,58.2470588235294,11.9647058823529,28.3882352941176,7.94117647058824
"155","NTAFIN0017-53637",15305,2,46.8666666666667,21.4333333333333,30.2666666666667,9.4
"156","NTAFIN0018-53638",15305,3,47.8947368421053,14.3684210526316,35.9473684210526,10.4736842105263
"157","NTAFIN0019-53639",15305,4,40.3411764705882,17.8823529411765,40.4235294117647,10.9882352941176
"158","NTAFIN0020-53640",15314,1,34.7916666666667,9.95833333333333,53.7916666666667,10.8333333333333
"159","NTAFIN0021-53641",15314,2,54,18,27,8
"160","NTAFIN0022-53642",15314,3,44.3690476190476,10.9642857142857,43.3214285714286,10.0595238095238
"161","NTAFIN0023-53643",15314,4,45.3076923076923,14.1282051282051,39.1025641025641,9.73076923076923
"162","NTAFIN0024-53644",15378,5,42.2564102564103,17.3333333333333,38.8717948717949,9.02564102564103
"163","NTAFIN0025-53645",15378,6,46.4823529411765,6.2,46.0470588235294,9.04705882352941
"164","NTAFIN0026-53646",15426,13,21.4615384615385,27.3461538461538,50.025641025641,13.6923076923077
"165","NTAFIN0027-53647",15426,1,34.7435897435897,21.8717948717949,42.0769230769231,11.4230769230769
"166","NTAFIN0028-53746",15602,3,62.3411764705882,6.95294117647059,29.1294117647059,7.15294117647059
"167","NTAFIN0029-53747",15602,4,53.2588235294118,2.45882352941176,42.7882352941176,8.22352941176471
"168","NTAFIN0030-53748",15634,3,38.2948717948718,5.82051282051282,54.3589743589744,10.6923076923077
"169","NTAFIN0031-53749",15634,4,39.8552631578947,1,57.9210526315789,6.97368421052632
"170","NTAFIN0032-53750",15634,11,39.5487804878049,7.42682926829268,51.5365853658537,11.3048780487805
"171","NTAFIN0033-53751",15634,16,44.1666666666667,10.2619047619048,44.0357142857143,9.23809523809524
"172","NTAGFU0001-53648",15435,7,12.8974358974359,27.5384615384615,58.474358974359,12.8333333333333
"173","NTAGFU0002-53649",15435,8,19.474358974359,14.7307692307692,64.7179487179487,10.8974358974359
"174","NTAGFU0003-53650",15451,7,22.6794871794872,29.4102564102564,46.6153846153846,13.5512820512821
"175","NTAGFU0004-53651",15451,6,36.2142857142857,25.9047619047619,36.5714285714286,9
"176","NTAGFU0005-53652",15451,5,12.1538461538462,37.5128205128205,49.0769230769231,13.6666666666667
"177","NTAGFU0006-53653",15451,3,9.37209302325581,40.1395348837209,49.5581395348837,13.1627906976744
"178","NTAGFU0007-53654",15451,2,21.8235294117647,15.1529411764706,61.8470588235294,12.3764705882353
"179","NTAGFU0008-53655",15451,1,26.3176470588235,8.01176470588235,64.5764705882353,11.4
"180","NTAGFU0009-53656",15451,0,17.6588235294118,29.1764705882353,51.9294117647059,10.7529411764706
"181","NTAGFU0010-53657",15467,2,25.7882352941176,21.2705882352941,51.6941176470588,11.4117647058824
"182","NTAGFU0011-53658",15467,3,13.8666666666667,23.2,61.6,11.8666666666667
"183","NTAGFU0012-53659",15467,4,13.9294117647059,27.2941176470588,57.6352941176471,11.9882352941176
"184","NTAGFU0013-53660",15467,5,13.6571428571429,26.5714285714286,58.7714285714286,11.8
"185","NTAGFU0014-53661",15467,7,17.1428571428571,21.2857142857143,60.2222222222222,9.47619047619048
"186","NTAGFU0015-53662",15467,7,13.0138888888889,19.7916666666667,65.9166666666667,11.6666666666667
"187","NTAGFU0016-53663",15483,7,26.0238095238095,20.4166666666667,52.2142857142857,15.0119047619048
"188","NTAGFU0017-53664",15483,6,0.535714285714286,42.2857142857143,56.4523809523809,15.0238095238095
"189","NTAGFU0018-53665",15483,5,6.10714285714286,28.4166666666667,64.6309523809524,15.3095238095238
"190","NTAGFU0019-53666",15483,5,28.1309523809524,21.952380952381,48.6666666666667,12.5952380952381
"191","NTAGFU0020-53667",15506,10,4.16666666666667,41.1309523809524,53.9642857142857,14.8452380952381
"192","NTAGFU0021-53668",15506,9,11.7307692307692,25.525641025641,61.6666666666667,13.2692307692308
"193","NTAGFU0022-53669",15506,8,13.3636363636364,14.5844155844156,71.1558441558442,12.7012987012987
"194","NTAGFU0023-53670",15506,6,7.85882352941176,41.1058823529412,49.8,14.2235294117647
"195","NTAGFU0024-53671",15506,5,15.5384615384615,22.5384615384615,61.0769230769231,12.8717948717949
"196","NTAGFU0025-53672",15506,5,6.53846153846154,34.7307692307692,57.525641025641,15.3974358974359
"197","NTAGFU0026-53673",15506,3,10.1,28,61.15,13
"198","NTAGFU0027-53674",15506,2,13.2051282051282,25.6025641025641,60.0897435897436,12.7051282051282
"199","NTAGFU0028-53675",15506,1,16.7361111111111,29.8194444444444,52.1111111111111,11.1666666666667
"200","NTAGFU0029-53676",15506,0,11.6794871794872,21.3461538461538,66,11.6282051282051
"201","NTAGFU0030-53677",15513,13,10.7307692307692,29.7692307692308,58.5384615384615,15.9102564102564
"202","NTAGFU0031-53678",15545,18,8.51764705882353,26.5411764705882,63.9294117647059,13.7294117647059
"203","NTAGFU0032-53679",15545,17,24.4588235294118,15.0823529411765,59.1294117647059,8.83529411764706
"204","NTAGFU0033-53680",15513,16,4.52564102564103,42.8205128205128,51.4487179487179,20.3076923076923
"205","NTAGFU0034-53681",15545,15,20.2588235294118,24.2941176470588,54.2823529411765,10.5294117647059
"206","NTAGFU0035-53682",15545,14,15.2666666666667,21.5066666666667,62.44,11.2266666666667
"207","NTAGFU0036-53683",15536,4,9.08974358974359,25.3333333333333,64.5,12.9487179487179
"208","NTAGFU0037-53684",15529,4,7.11764705882353,26.8588235294118,65.0588235294118,12.2352941176471
"209","NTAGFU0038-53685",15536,3,3.69230769230769,29.0512820512821,66.7692307692308,14.5128205128205
"210","NTAGFU0039-53686",15536,1,6.03571428571429,24.4047619047619,68.7738095238095,11.9285714285714
"211","NTAGFU0040-53687",15536,0,1.83098591549296,51.0704225352113,46.112676056338,14.7042253521127
"212","NTAGFU0041-58425",16920,3,8.97647058823529,48.3647058823529,40.9647058823529,12.7764705882353
"213","NTAMAC0001-53574",16330,19,59.1176470588235,19.1529411764706,19.7176470588235,8.03529411764706
"214","NTAMAC0001-58791",18026,19,64.4880952380952,12.9047619047619,20.3809523809524,7.08333333333333
"215","NTAMAC0002-53575",16369,19,38.0235294117647,16.5176470588235,43.9529411764706,8.54117647058824
"216","NTAMAC0002-58734",18026,19,34.9647058823529,14.1058823529412,49.2823529411765,8.42352941176471
"217","NTAMAC0003-53576",16330,19,50.6235294117647,8.71764705882353,39.2352941176471,7.35294117647059
"218","NTAMAC0003-58740",18026,19,50.6071428571429,2.97619047619048,44.6666666666667,9.17857142857143
"219","NTAMGD0001-53520",16140,2,23.9047619047619,33.1190476190476,41.4404761904762,10.9285714285714
"220","NTAMGD0002-53466",16140,1,29.0897435897436,32.6538461538462,36.7564102564103,9.55128205128205
"221","NTAMGD0003-58431",16913,6,19.1785714285714,34.7738095238095,44.5952380952381,12.047619047619
"222","NTAMGD0004-58432",16921,1,24,19.5555555555556,54.4444444444444,6.55555555555556
"223","NTAMGD0005-58495",16913,7,21.7764705882353,41.2823529411765,35.2235294117647,10.5529411764706
"224","NTAPCK0001-58037",16927,2,10.8941176470588,54.9294117647059,32.6705882352941,13.7764705882353
"225","NTAPCK0002-58038",16927,1,4.52380952380952,59.7261904761905,33.8809523809524,17.4285714285714
"226","NTAPCK0004-58920",18783,2,6.25,46.6904761904762,45.5,15
"227","NTAPCK0004-58934",17615,6,3.98809523809524,60.6785714285714,33.2619047619048,17.6071428571429
"228","NTAPCK0005-58921",18783,2,27.9761904761905,21.7261904761905,48.8809523809524,14.3928571428571
"229","NTAPCK0006-58922",18784,0,6.82142857142857,36.0119047619048,56.1309523809524,13.6190476190476
"230","NTAPCK0006-58935",17631,1,3.37647058823529,49.7294117647059,45.2705882352941,14.8941176470588
"231","NTAPCK0007-58924",18784,1,4.04705882352941,45.0470588235294,49.9176470588235,14.7058823529412
"232","NTAPCK0007-58936",17591,4,1.21428571428571,63.7976190476191,33.4761904761905,19.25
"233","NTASSD0008-57074",15604,2,77.9058823529412,16.6235294117647,4.21176470588235,5.04705882352941
"234","NTASSD0011-53559",15771,12,56.6705882352941,0,42.6352941176471,9.05882352941176
"235","NTASSD0012-53560",15771,13,62.7051282051282,0,36.6923076923077,6.15384615384615
"236","NTASSD0013-53563",15771,13,56.5,0,42.7051282051282,8.35897435897436
"237","NTASSD0014-53564",15787,0,80.5909090909091,0.742424242424242,17.1212121212121,4.1969696969697
"238","NTASSD0015-53565",15787,1,64.7820512820513,9.82051282051282,24.0128205128205,5.87179487179487
"239","NTASSD0016-53566",15787,1,57.4823529411765,0,41.9529411764706,14.4823529411765
"240","NTASSD0017-53561",15771,14,55,0.282051282051282,43.9102564102564,8.02564102564103
"241","NTASSD0018-53562",15787,1,60.4941176470588,0.505882352941176,37.8705882352941,7.27058823529412
"242","NTASSD0019-53567",15787,2,82,8.64102564102564,7.73076923076923,5
"243","NTASTU0001-58428",16920,1,37,22,39,6
"244","NTASTU0002-58429",16920,2,11.3411764705882,45.9647058823529,41.2588235294118,10.2588235294118
"245","NTASTU0003-58430",16920,2,14.0357142857143,51.7142857142857,32.1428571428571,11.7380952380952
"246","NTASTU0004-58426",16920,4,9.6,42.0588235294118,46.9529411764706,10.7411764705882
"247","NTASTU0005-58427",16920,4,11.5882352941176,40.6470588235294,46.4352941176471,10.9764705882353
"248","NTATAN0001-58874",18481,2,34.9523809523809,17.5952380952381,45.8571428571429,10.8452380952381
"249","NTATAN0002-58870",18481,2,35.3882352941176,19.9411764705882,43.2470588235294,10.8235294117647
"250","NTATAN0003-58871",18481,1,54.0470588235294,15.9294117647059,28,7.61176470588235
"251","NTATAN0004-58875",18481,1,76.9294117647059,17.8,3.12941176470588,5.67058823529412
"252","NTTDAB0001-53580",16143,3,2,62.625,33.6666666666667,17.2083333333333
"253","NTTDAC0001-53755",16158,11,3.70238095238095,50.7023809523809,44.1071428571429,16.5714285714286
"254","NTTDMR0001-53582",16145,3,12.2777777777778,43.5972222222222,42.7083333333333,15.4861111111111
"255","NTTDMR0002-53581",16145,2,24.2261904761905,42.8452380952381,31.1666666666667,9.96428571428571
"256","NTTDMR0003-53583",16145,2,17.4871794871795,48.9102564102564,32.0128205128205,10.9358974358974
"257","NTTMGD0001-53521",16144,0,9.15294117647059,48.8705882352941,40.8235294117647,12.7882352941176
"258","NTTPCK0001-53584",16151,3,16.2692307692308,54.025641025641,28.4871794871795,17.5897435897436
"259","NTTSTU0001-53585",16144,0,3.80769230769231,52.7948717948718,41.9615384615385,21.1794871794872
"260","QDABBN0001-58730",17995,2,19.25,33.9166666666667,45.2380952380952,12.6904761904762
"261","QDABBN0002-58741",17995,1,4,46.1785714285714,48.2380952380952,15.952380952381
"262","QDABBS0001-58708",17986,4,11.5176470588235,11.1294117647059,76.0705882352941,16.1294117647059
"263","QDABBS0002-58703",17986,4,29.4588235294118,6.8,62.2705882352941,15.5647058823529
"264","QDABBS0003-58709",17986,5,4.77647058823529,36.1411764705882,58.1882352941176,16.8117647058824
"265","QDABBS0004-58726",17986,5,10.9358974358974,26.9615384615385,61.025641025641,16.2307692307692
"266","QDABBS0005-58747",17986,6,4.5,37.2820512820513,56.9358974358974,17.2948717948718
"267","QDABBS0006-58727",17996,0,15.4705882352941,36,46.9647058823529,19.3058823529412
"268","QDABBS0007-58711",17997,1,17,38.1666666666667,43.8333333333333,14.3333333333333
"269","QDABBS0008-58728",17994,3,74.1153846153846,8.02564102564103,16.2564102564103,5.01282051282051
"270","QDABBS0009-58729",17997,2,5.95238095238095,50.4642857142857,42.3095238095238,17.8214285714286
"271","QDABBS0010-58963",18717,3,6.67058823529412,49.6235294117647,42.7058823529412,23.7882352941176
"272","QDACHC0001-53592",15816,1,58.2692307692308,11.6410256410256,28.7435897435897,6.44871794871795
"273","QDACHC0002-53593",15816,3,45.9487179487179,20.3589743589744,32.1282051282051,8.25641025641026
"274","QDACHC0003-53467",15816,2,36.6206896551724,12.5862068965517,49.1034482758621,8.10344827586207
"275","QDACHC0004-53468",15854,10,25.6547619047619,17.9761904761905,54.9761904761905,9.84523809523809
"276","QDACHC0005-53522",15854,10,45.1666666666667,5.48717948717949,47.7948717948718,6.91025641025641
"277","QDACHC0006-53469",15839,6,18.7380952380952,6.63095238095238,73.3214285714286,11.6904761904762
"278","QDACHC0007-53517",15854,9,52.6588235294118,2.65882352941176,43.1411764705882,5.98823529411765
"279","QDACYP0001-58585",17704,15,12.452380952381,52.75,33.5714285714286,13.4285714285714
"280","QDACYP0002-58586",17688,1,16.8076923076923,51.7307692307692,30.2435897435897,12.1923076923077
"281","QDACYP0003-58587",17688,2,10.525641025641,63.1282051282051,25.1666666666667,14.2051282051282
