"","site_unique","time","latitude","longitude","diff","bs","pv","npv","ue","timesteps"
"191","NTAGFU0020-53667","2012-06-15",-16.724875,135.96335,10,-0.812775272105609,0.809108826711815,-0.0949254887809992,1.41325956040461,1066
"192","NTAGFU0021-53668","2012-06-15",-16.7154027777778,135.942922222222,9,-1.06103311964493,0.475993246571941,0.865782315124621,1.82586802311058,1066
"193","NTAGFU0022-53669","2012-06-15",-16.7310138888889,135.963408333333,8,-1.22667504807466,-0.549047297495578,2.18344114309209,1.83334492385987,1065
"194","NTAGFU0023-53670","2012-06-15",-16.8238944444444,135.830038888889,6,-1.377313420341,2.24820846696523,0.0449450652314786,1.60233306425634,1028
"195","NTAGFU0024-53671","2012-06-15",-16.8260027777778,135.893211111111,5,-1.42141298600601,1.15856374312578,0.899731757197014,1.41211440513444,1028
"196","NTAGFU0025-53672","2012-06-15",-16.8252416666667,135.855180555556,5,-0.211912598628314,-0.25548920114942,0.433098533224833,1.11375299741364,1028
"197","NTAGFU0026-53673","2012-05-14",-15.8091222222222,135.406069444444,-29,-0.822768196942218,0.685788746431105,0.142910575935437,0.592771249340939,1099
"198","NTAGFU0027-53674","2012-06-15",-15.679275,135.460613888889,2,-0.336161200911332,-0.0578201091175359,0.416295007595911,0.701834508663424,1057
"199","NTAGFU0028-53675","2012-06-15",-15.6292388888889,135.459755555556,1,-0.394232449007696,0.320734802604049,0.121537788007734,0.372700321126801,1071
"200","NTAGFU0029-53676","2012-06-15",-15.5381,135.409022222222,0,-0.861587277645134,-0.125029754966771,1.09385529830637,0.488694652212554,1385
"201","NTAGFU0030-53677","2012-06-22",-14.1348972222222,134.377833333333,-13,0.351097939168658,0.0385216251521312,-0.243702923689162,0.751963570977694,1018
"202","NTAGFU0031-53678","2012-07-24",-14.1258555555556,134.386677777778,18,-0.503036263368536,-0.0430751698732345,0.490600118193378,0.222813250059995,1018
"203","NTAGFU0032-53679","2012-07-24",-14.150625,134.373602777778,17,0.819956995434989,-0.476943341198278,-0.200863412687699,-0.625067505587237,1018
"204","NTAGFU0033-53680","2012-06-22",-14.1769611111111,134.355480555556,-16,-0.269071940410948,0.574925457668334,-0.453745832645402,1.26644355105123,1018
"205","NTAGFU0034-53681","2012-07-24",-14.062225,134.421583333333,15,-0.40156934375205,-0.138349054193734,0.650882708243848,0.229832738731981,1018
"206","NTAGFU0035-53682","2012-07-24",-14.0478638888889,134.420675,14,-0.0507395175151351,-0.266088416814442,0.446827187321519,0.329989327407098,1018
"207","NTAGFU0036-53683","2012-07-15",-14.674575,133.862983333333,4,-0.291770389551461,-0.109757591620464,0.377564307769647,0.156169601282035,2040
"208","NTAGFU0037-53684","2012-07-08",-14.673675,133.892355555556,-4,-0.90838417577754,-0.190349871791529,0.805436270043717,-0.12148661298345,2040
"209","NTAGFU0038-53685","2012-07-08",-14.689975,133.893744444444,-4,-0.93789259862894,-0.0070713402781314,0.846330817581133,-0.0137194142200769,2039
"210","NTAGFU0039-53686","2012-07-15",-14.6768,133.882252777778,1,-0.731044828611364,-0.165936625117606,0.912761670061941,0.217275318960784,2040
"211","NTAGFU0040-53687","2012-07-15",-14.6737055555556,133.844775,0,-0.587716942534215,0.748644713560218,-0.497750708950208,0.467689571133101,2040
"212","NTAGFU0041-58425","2016-04-29",-14.7799944444444,132.891461111111,-3,-0.356798383504249,0.701620337683556,-0.544296477827837,-0.114316577026259,1029
"213","NTAMAC0001-53574","2014-09-17",-23.9659083333333,133.3723,-19,0.751575601489294,0.793724106418173,-1.29964668511086,-0.512030520654975,1722
"214","NTAMAC0001-58791","2019-05-10",-23.9659083333333,133.3723,-19,NA,NA,NA,NA,NA
"215","NTAMAC0002-53575","2014-10-26",-23.9616444444444,133.403508333333,19,-0.682987898094426,-0.28947036166914,0.672592499333944,-0.0899084849712286,1713
"216","NTAMAC0002-58734","2019-05-10",-23.9616444444444,133.403508333333,-19,NA,NA,NA,NA,NA
"217","NTAMAC0003-53576","2014-09-17",-23.9590944444444,133.408488888889,-19,-0.201626043076373,-0.0902958637486827,0.294272930780317,-0.470363365999551,1710
"218","NTAMAC0003-58740","2019-05-10",-23.9590944444444,133.408488888889,-19,NA,NA,NA,NA,NA
"219","NTAMGD0001-53520","2014-03-11",-20.0230222222222,137.327141666667,-2,-0.27773636677705,2.29220078125338,-2.16677110803041,0.534318683907131,2044
"220","NTAMGD0002-53466","2014-03-11",-20.0246361111111,137.3258,-1,0.314125326535215,2.26710223305004,-2.58075687749875,0.442363739447514,2044
"221","NTAMGD0003-58431","2016-04-22",-17.3582083333333,133.438933333333,-6,-0.271669629013195,0.92765842046462,-0.707356573499865,-0.0144234076900861,1627
"222","NTAMGD0004-58432","2016-04-22",-17.5213222222222,133.523488888889,-7,-0.435129773868187,0.753722946235649,-0.207761332022771,0.41910659006503,1037
"223","NTAMGD0005-58495","2016-04-22",-17.4558472222222,133.483566666667,-7,-0.385536338423316,1.61236093619452,-1.1410377501893,0.422769101693126,1118
"224","NTAPCK0001-58037","2016-05-06",-12.6757805555556,132.818102777778,2,0.312234719523042,0.597327036238602,-0.940758903782513,-0.345601973702748,2082
"225","NTAPCK0002-58038","2016-05-06",-12.820425,132.793452777778,1,-0.525643649604915,0.85786876142315,-0.691496786624674,0.699954579231733,2081
"226","NTAPCK0004-58920","2021-06-05",-12.6238344960457,132.860715379604,2,-0.765107381373064,0.460133391774437,0.130593839815255,0.268004843270565,2062
"227","NTAPCK0004-58934","2018-03-25",-12.6238344960457,132.860715379604,6,NA,NA,NA,NA,NA
"228","NTAPCK0005-58921","2021-06-05",-12.5733706,132.8388484,2,1.57096759646181,-1.0010204004671,-0.0043490866877177,0.450187338351891,2082
"229","NTAPCK0006-58922","2021-06-06",-12.6499321457404,132.865601076437,0,-0.676446019742772,0.166023594399324,0.62078581429307,-0.00809421213355111,2043
"230","NTAPCK0006-58935","2018-04-10",-12.6499321457404,132.865601076437,1,NA,NA,NA,NA,NA
"231","NTAPCK0007-58924","2021-06-06",-12.6936751052381,132.854274250021,-1,-0.85344699378608,0.45136018152042,0.139235154139085,0.26103923882316,2046
"232","NTAPCK0007-58936","2018-03-01",-12.6936751052381,132.854274250021,-4,NA,NA,NA,NA,NA
"233","NTASSD0008-57074","2012-09-21",-25.7783361111111,136.562461111111,2,0.463327046274929,0.777640755842269,-0.749031528364428,-0.766115545222211,1025
"234","NTASSD0011-53559","2013-03-07",-25.4805472222222,135.115113888889,-12,-1.02514577182134,-0.6730402927148,1.29350068928249,0.68454347158056,1036
"235","NTASSD0012-53560","2013-03-07",-25.5032166666667,135.115711111111,-13,-0.220608972753888,-0.628322954821814,0.396308893301766,0.0932148675149409,1036
"236","NTASSD0013-53563","2013-03-07",-25.5240472222222,135.139505555556,-13,-1.06103411521209,-0.586535706498136,1.22042290816307,0.736428309509705,1036
"237","NTASSD0014-53564","2013-03-23",-25.1378694444444,135.3707,0,0.524544925018495,-0.654877276537575,-0.310004637905336,-0.609514171520943,1023
"238","NTASSD0015-53565","2013-03-23",-25.1239333333333,135.616791666667,-1,0.0495515945467248,-0.0153332599698451,-0.0323920706781741,-0.387198562525383,1023
"239","NTASSD0016-53566","2013-03-23",-25.1101138888889,135.507997222222,1,-0.331308861817732,-0.782150240254269,0.832533272934255,5.18661948313432,1023
"240","NTASSD0017-53561","2013-03-07",-25.4765888888889,135.258422222222,-14,-0.654816739432446,-0.95559215871521,1.2172388924764,0.868763209511129,1036
"241","NTASSD0018-53562","2013-03-23",-25.1279333333333,135.522638888889,1,-0.229365478217151,-0.755076209931398,0.456907365575285,-0.221489400336081,1023
"242","NTASSD0019-53567","2013-03-23",-25.0944083333333,135.640791666667,-2,0.629288726709443,-0.426297854163805,-0.499463096949348,-0.569264055301167,1023
"243","NTASTU0001-58428","2016-04-21",-15.8768583333333,133.411919444444,-9,0.30570431664475,0.147303075942144,-0.349480007227011,-0.379365680839153,1476
"244","NTASTU0002-58429","2016-04-29",-15.7678388888889,133.378233333333,-2,0.226132831184434,0.789530395781731,-1.05039429639796,-0.554898796373548,1051
"245","NTASTU0003-58430","2016-04-29",-15.70665,133.327522222222,-2,0.119757970677069,1.0622226693616,-1.33786854324532,-0.28296493174744,1027
"246","NTASTU0004-58426","2016-04-29",-14.8638388888889,132.991402777778,-4,-0.937131569901609,1.02514337236205,-0.151825186776136,-0.438432518140265,1029
"247","NTASTU0005-58427","2016-04-29",-14.9086444444444,133.047788888889,-4,-0.588451292242812,0.740453770378559,-0.244934965655827,-0.36681791375047,1029
"248","NTATAN0001-58874","2020-08-07",-20.6995098,134.2054273,2,-0.313922094768488,-0.0405146252713223,0.526151270242667,0.308390038629187,1899
"249","NTATAN0002-58870","2020-08-07",-20.7228814,134.2003669,2,-0.270720393292502,0.0909034380175276,0.303999024731523,0.238451018107362,1898
"250","NTATAN0003-58871","2020-08-07",-20.9215447,133.8713681,1,0.00765413617299209,0.485299007937345,-0.314241757450065,0.0593758045994106,2013
"251","NTATAN0004-58875","2020-08-07",-20.9217778,133.886123,1,1.54788345281864,0.684476279428066,-2.14627059920731,-1.08441269183107,2017
"252","NTTDAB0001-53580","2014-03-14",-13.962875,131.673997222222,-3,-1.04061832786182,1.87496640543461,-1.23002231950635,0.970495852746674,1019
"253","NTTDAC0001-53755","2014-03-29",-13.1398326944444,130.795687083333,11,-0.846409389118471,0.795068590401001,-0.2341625796209,0.485441384166873,1023
"254","NTTDMR0001-53582","2014-03-16",-18.0800416666667,133.684544444444,3,-1.07463806396534,2.06532091753003,-0.895633530285433,2.47882924746167,1049
"255","NTTDMR0002-53581","2014-03-16",-18.0724972222222,133.635022222222,2,-0.768855602431081,2.25981364520287,-1.40285349126519,1.05228667852565,1050
"256","NTTDMR0003-53583","2014-03-16",-18.0720444444444,133.666930555556,2,-1.07473263634412,2.57511845104954,-1.00909639902776,1.2304498907184,1049
"257","NTTMGD0001-53521","2014-03-15",-17.2829694444444,133.423894444444,0,-1.23982012984316,2.7373336412558,-1.21294145665757,1.07425023257454,1918
"258","NTTPCK0001-53584","2014-03-22",-12.8719611111111,131.126994444444,3,0.529400439260393,0.630889453734227,-1.24852426001524,1.02948442241359,2063
"259","NTTSTU0001-53585","2014-03-15",-16.6302416666667,133.271158333333,0,-1.30702774718004,2.22027771795985,-1.67150324547271,2.419280888032,1737
"260","QDABBN0001-58730","2019-04-09",-23.8590080555556,148.158248055556,2,1.10090515374093,-0.515639315672791,-0.372635529535738,-0.851648006157741,1051
"261","QDABBN0002-58741","2019-04-09",-23.8698788888889,148.149388888889,1,-0.655618231047851,0.677755210698911,-0.441891668259138,0.0355511075153674,1051
"262","QDABBS0001-58708","2019-03-31",-24.800125,147.769381944444,-4,-0.31146733702295,-0.724614370104842,1.01608639489967,0.564158492653129,1010
"263","QDABBS0002-58703","2019-03-31",-24.8323980555556,147.641971944444,-4,0.366284864569062,-0.949169009662759,0.847457470563583,0.518456540571481,1010
"264","QDABBS0003-58709","2019-03-31",-24.8215838888889,147.741085,-5,-0.641749580995168,-0.412993772334029,0.912577745854173,0.10754743141907,1010
"265","QDABBS0004-58726","2019-03-31",-24.7841438888889,147.759626944444,-5,-0.104805816853157,-0.567714965385342,0.770165341177931,0.309608981398136,1010
"266","QDABBS0005-58747","2019-03-31",-24.7685211111111,147.766605,-6,-0.523600299404783,-0.541658955532757,0.962534824620697,0.160437629778233,1010
"267","QDABBS0006-58727","2019-04-10",-27.15261,151.233411111111,0,-0.217500560301137,0.216112025088775,-0.0259493112663273,1.80514704056129,1942
"268","QDABBS0007-58711","2019-04-03",-27.3291811111111,151.24217,-7,0.265432473604639,-0.0183129188263541,-0.184428973572691,-0.061445944343364,1443
"269","QDABBS0008-58728","2019-04-08",-27.3308711111111,151.249343888889,-3,0.910242224534766,-0.420586764456537,-0.850018662066094,-0.581599910439399,1063
"270","QDABBS0009-58729","2019-04-11",-27.3856530555556,151.6128,-2,-1.24976516845762,1.32712148686592,0.0870836055582506,0.235380323143098,1002
"271","QDABBS0010-58963","2021-03-31",-27.6579567354229,151.522344050851,3,-1.05398702213945,0.674714198087933,0.597524067168551,0.518732684642476,1002
"272","QDACHC0001-53592","2013-04-21",-24.1046,143.257294444444,-1,-0.0401953540163911,0.158129613704672,-0.00679279145444665,0.0147748761494578,1066
"273","QDACHC0002-53593","2013-04-29",-24.1259555555556,143.169161111111,5,-0.233682699139374,0.394848396687269,-0.00938321482384323,0.0705712776950112,1066
"274","QDACHC0003-53467","2013-04-29",-24.1163777777778,143.164894444444,6,-0.714484193682618,-0.0562096044337232,0.952363599756798,0.218858432914129,1066
"275","QDACHC0004-53468","2013-05-29",-23.7187722222222,141.091861111111,10,-0.45145516746465,-0.083778064693925,0.510828181282778,0.390605253656985,2128
"276","QDACHC0005-53522","2013-05-29",-23.721675,141.072305555556,10,0.145877735154293,-0.499577321439282,0.236231167643944,-0.10523885962732,2128
"277","QDACHC0006-53469","2013-05-14",-23.7694527777778,141.133497222222,-6,-0.667164214647549,-0.323379807709646,0.94870050077706,1.34166057438823,2127
"278","QDACHC0007-53517","2013-05-29",-23.8356916666667,141.029094444444,9,0.296191480782147,-0.712296391019875,0.0343468647131736,-0.369181471234191,2106
"279","QDACYP0001-58585","2018-06-22",-15.2782333333333,145.252838888889,15,0.312924453265185,0.467352286550654,-0.644031182497984,0.0705232078963653,1017
"280","QDACYP0002-58586","2018-06-06",-15.2845388888889,145.191505555556,-1,0.543648968460125,0.892863656095613,-1.40327800139707,-0.605695686699352,1017
"281","QDACYP0003-58587","2018-06-06",-15.2767416666667,145.286319444444,-2,-0.376967399741693,0.989079472607424,-0.742435472817024,0.29132983140306,1017
"282","QDACYP0004-58588","2018-06-12",-14.0928361111111,142.977058333333,3,0.367505570030846,0.335472148941892,-0.589886641672331,-0.214404465983896,1016
"283","QDACYP0005-58589","2018-06-12",-14.1426222222222,142.976261111111,2,0.135548509281176,0.512848209349046,-0.6354903028188,-0.190780045461261,1016
"284","QDACYP0006-58591","2018-06-12",-14.2266805555556,142.932519444444,1,-0.217550697680709,0.543424727215684,-0.501343971311083,-0.151392733239866,1009
"285","QDACYP0007-58592","2018-06-12",-14.2265944444444,142.985219444444,1,0.16839152116866,0.473164369315751,-0.669956861017133,-0.30583637676165,1024
"286","QDACYP0008-58593","2018-06-12",-14.2982472222222,143.093208333333,0,0.333306640730127,0.680344441188617,-1.17594255982386,-0.41704872216923,1744
"287","QDACYP0009-58594","2018-06-13",-14.0673,143.208319444444,1,-0.735372061851384,0.874638966069171,-0.446004518226679,0.342222398814261,1974
"288","QDACYP0010-58595","2018-06-12",-13.0918611111111,142.772755555556,-2,-0.164409349046861,0.521359342470804,-0.497211479008408,1.8879368075107,1000
"289","QDACYP0011-58596","2018-05-27",-13.206975,142.739772222222,-18,0.342854022513755,1.62178304076484,-2.01802232171005,-0.5967930935296,999
"290","QDACYP0012-58597","2018-06-12",-13.3202777777778,142.5913,-3,-0.273744497187892,0.993213759149961,-0.986403360255473,0.439376714236717,999
"291","QDACYP0013-58598","2018-06-12",-12.2021333333333,142.568680555556,-22,-0.434858297227982,0.95607328981511,-0.930468005453505,0.0719693814889484,1034
"292","QDACYP0014-58599","2018-07-14",-12.19935,142.549897222222,10,0.243464696298702,-0.979774937583825,1.00558306919787,1.94622215385561,1034
"293","QDACYP0015-58600","2018-07-30",-12.2193638888889,142.538511111111,25,-0.137359904781563,-0.189011155776997,0.41833071883989,-0.36400189907182,1034
"294","QDACYP0016-58601","2018-07-30",-11.4971583333333,142.430338888889,24,0.48765933319833,-0.651265561824911,0.0887549034482874,-0.316692617629174,1570
"295","QDACYP0017-58602","2018-07-30",-11.5433055555556,142.439355555556,23,0.178746679944461,0.0985543461761351,-0.348325647162504,-0.0779932400387933,1354
"296","QDACYP0018-58603","2018-07-21",-11.0536333333333,142.366755555556,13,4.30855596014593,-0.585090083629413,-3.27032807511907,-1.65701015764095,1824
"297","QDACYP0019-58604","2018-07-14",-10.7275416666667,142.490316666667,5,0.0190684122344747,0.552201710613836,-0.514264723512506,-0.804229240707674,1800
"298","QDACYP0020-58615","2018-07-21",-10.9361666666667,142.466988888889,11,-0.358071697289934,1.10497518097562,-0.860281611508779,0.116555500296313,1866
"299","QDACYP0021-58606","2018-07-21",-10.937449,142.459743,11,-0.407668566518964,0.76172673950564,-0.603253857153497,-0.33634401496259,1867
"300","QDACYP0022-58607","2018-07-30",-10.7881638888889,142.438255555556,19,0.599933174095663,0.0579244461998472,-0.857754830264275,-0.416048134131533,1801
"301","QDACYP0023-58608","2018-07-14",-12.3322444444444,142.231052777778,2,-0.378238987871754,0.489260759865071,-0.321465166629327,0.0247704557679912,1834
"302","QDACYP0024-58609","2018-07-14",-12.368075,142.204272222222,1,-0.310728883851504,0.603732872973332,-0.461190904437382,0.337814758428276,1940
"303","QDADEU0001-58888","2021-04-28",-20.5462170581868,146.129021077344,-2,-0.904757019895314,1.04846488106396,-0.157188766085356,0.860845277610511,1009
"304","QDADEU0002-58962","2021-04-28",-20.5457218615802,146.127150029921,-3,-0.911308093527562,1.00758504148003,0.0763106935700166,0.677269510332843,1009
"305","QDADEU0003-58898","2021-04-28",-20.5318161110281,146.135772348502,-3,-0.991981311873767,1.66601303748923,-0.839101292137474,1.26414684330115,1009
"306","QDAEIU0001-53470","2013-06-08",-19.5387138888889,144.210019444444,-4,-0.360420793301874,-0.522019614661358,0.873180712852151,2.9217694051481,1071
"307","QDAEIU0002-53523","2013-06-16",-19.5525,144.22415,4,0.806742241336036,-0.597260472117558,0.0103211445735086,1.15176483156033,1071
"308","QDAEIU0003-53471","2013-06-16",-19.4099083333333,144.169586111111,3,-0.293950792526698,0.337006203521331,-0.224826155384988,0.415290766023808,1070
"309","QDAEIU0004-53524","2013-06-16",-19.4465805555556,144.161472222222,3,-0.412349912414899,0.59235485301322,-0.38847030751448,0.487746312587758,1071
"310","QDAEIU0005-53472","2013-09-28",-18.4549388888889,143.899397222222,-2,1.02809571878967,-1.51881320272476,0.866761979484637,-1.036643488348,2002
"311","QDAEIU0006-53473","2013-09-27",-18.4678472222222,143.891697222222,-4,0.0384527120569122,-1.16874062884494,1.27706824258861,-1.05988868030547,2002
"312","QDAEIU0007-53474","2013-09-27",-18.4678416666667,143.890752777778,-4,0.244741405239108,-1.3117774830405,1.2782269025072,-1.04355393748239,2002
"313","QDAEIU0008-58882","2021-05-05",-19.8878663419573,146.189186817774,0,-0.505501368712274,1.32993694094664,-0.895584611388311,0.0139737299170213,1000
"314","QDAEIU0009-58881","2021-05-05",-19.887857715793,146.187218701618,0,-1.13620848973571,1.62272056012404,-0.849368161576627,0.245592373645851,1000
"315","QDAEIU0010-58883","2021-05-30",-19.8933742729914,146.182391024598,-6,-0.702764623945434,1.08497369931276,-0.570943539276923,0.592973736371327,1000
"316","QDAGUP0001-53526","2013-06-16",-20.1087638888889,143.724355555556,0,-0.83393880466388,-0.527850675798076,1.56413479183198,1.05944970614038,1122
"317","QDAGUP0002-53475","2013-06-16",-20.0309972222222,143.762527777778,1,-0.874913896565636,0.706473481337181,0.0419358115369416,1.0583682937668,1088
"318","QDAGUP0003-53527","2013-06-16",-20.3992777777778,143.681688888889,-1,0.304992616870898,-0.515069885337015,0.0130809106073382,-0.0272348813542028,1086
"319","QDAGUP0004-53476","2013-07-25",-20.0137333333333,142.477888888889,-1,0.000100193672924194,-0.301953268231916,0.256529831179425,0.144541707004644,1037
"320","QDAGUP0005-53528","2013-06-23",-19.9913722222222,142.46505,5,-0.488482614522568,-0.122780995488084,0.711062085454233,0.267411524345101,1037
"321","QDAGUP0006-53477","2013-06-23",-19.95565,142.402102777778,4,-0.337684000858369,0.431944630466358,-0.0230695423404587,0.295027042742563,1037
"322","QDAGUP0007-53478","2013-06-15",-20.084325,141.817025,-4,0.304848892777537,-0.836294164408927,0.531528567340543,0.430889147533459,2063
"323","QDAGUP0008-53529","2013-06-23",-19.8016944444444,142.021525,3,-0.873240123868771,0.112908363907175,0.640770557953064,1.35074397868884,2062
"324","QDAGUP0009-53530","2013-06-23",-19.8458694444444,141.960686111111,3,0.677448019202695,-0.616657872426403,-0.015130269017877,0.452396915584805,2063
"325","QDAGUP0010-53479","2013-06-22",-19.9148527777778,141.834283333333,1,-0.094228150627445,0.0285713437098677,0.0760167443408713,0.371189476198735,2057
"326","QDAGUP0011-53531","2013-06-22",-19.9398194444444,141.827775,1,-1.48307046244938,0.27435804943457,1.41949403846273,1.50345152296119,2057
"327","QDAGUP0012-53525","2013-07-07",-19.5818527777778,140.311727777778,-3,0.317799464529804,-0.888064580774421,0.526741603324606,0.176047658982083,1832
"328","QDAGUP0013-53532","2013-07-07",-19.297825,140.16375,-4,0.0746653621940972,-0.812039917631135,0.711422542615575,0.540125842305674,1059
"329","QDAGUP0014-53480","2013-07-08",-18.2388388888889,140.787038888889,-3,-0.371611065258815,-0.613019434083597,0.873209964800698,-0.224103018800955,2085
"330","QDAGUP0015-53533","2013-07-15",-18.2570472222222,140.732569444444,3,-0.358714020486887,-0.314867603807382,0.542878003614694,-0.281582955772109,2071
"331","QDAGUP0016-53481","2013-07-16",-18.2488555555556,140.748266666667,4,-0.337100809697489,-0.322342410753711,0.548520755482951,-0.320556586313263,2081
"332","QDAGUP0017-53568","2013-07-15",-17.6413777777778,141.086263888889,3,0.365034788340414,-0.251421939216415,-0.141917709550834,-0.623383463503429,1835
"333","QDAGUP0018-53482","2013-07-16",-17.6605388888889,141.105402777778,3,-0.486215433228987,-0.103802999421917,0.414153084522233,-0.289983673831338,1557
"334","QDAGUP0019-53534","2013-07-16",-17.6216583333333,141.073663888889,2,1.40379540188045,0.96251665096913,-1.99710568056394,-0.297174539074073,1956
"335","QDAGUP0020-53483","2013-07-15",-17.0135583333333,140.960225,0,-0.159951916575176,-0.229192809933274,0.33578419614889,-0.430873862371314,2027
"336","QDAGUP0021-53535","2013-07-16",-17.0021916666667,140.993702777778,0,1.46366755610408,-0.421179202194431,-0.0681158070773186,-1.00828964733162,2053
"337","QDAGUP0022-53484","2013-07-16",-17.0222388888889,141.055480555556,0,0.544098199236389,-0.177669508453277,-0.436305428350626,-0.755782529800382,2054
"338","QDAGUP0023-53536","2013-07-16",-17.0233861111111,141.037302777778,-1,0.673984367564803,-0.164514521200271,-0.265626154435461,-1.22188285957445,2054
"339","QDAGUP0024-53485","2013-07-07",-17.4635388888889,140.847533333333,-10,0.421339578629684,-0.342849199127061,-0.317156151855179,-1.11501027727035,1987
"340","QDAGUP0025-53537","2013-07-15",-17.4580194444444,140.840233333333,-3,0.243570955462521,-0.296118109932934,0.0998540753435861,-0.831330352270581,1924
"341","QDAGUP0026-53486","2013-07-15",-17.4704861111111,140.847705555556,-3,0.142656295662144,-0.283820605891853,0.200006335339228,-0.527968692863292,1994
"342","QDAGUP0027-53538","2013-07-16",-17.3757277777778,141.175841666667,-3,0.73433592390912,-0.767157673678856,0.251011421104519,-0.598019638056019,1458
"343","QDAGUP0028-53487","2013-07-16",-17.2950416666667,141.178916666667,-3,0.575855111414492,-1.11932385694918,0.598647468141904,-0.543033493181381,1664
"344","QDAGUP0029-53488","2013-09-27",-16.8471638888889,143.158461111111,3,0.46065502389134,-0.423584939649514,-0.0396792883438211,-0.987732931286722,1034
"345","QDAGUP0030-53489","2013-09-27",-16.8480416666667,143.158466666667,2,0.215793132466044,-0.515728772177492,0.33224476466875,-1.29498457585176,1034
"346","QDAGUP0031-53490","2013-09-27",-16.8480583333333,143.157519444444,3,0.708126261293491,-0.209026512747264,-0.561076495657284,-0.912956819769715,1034
"347","QDAMGD0001-53586","2013-04-13",-23.5207694444444,144.225891666667,-4,-1.00235722610787,0.239699171108681,0.757484343562491,-0.0332076310797497,2042
"348","QDAMGD0002-53587","2013-04-14",-23.5094777777778,144.226038888889,-4,-1.01576266894846,0.441299330499384,0.7149477662727,-0.659532742524092,2042
"349","QDAMGD0003-53491","2013-04-21",-23.5308277777778,144.303463888889,1,-0.642361917723422,0.398974536404011,0.197530009654004,-0.0832664682955499,2038
"350","QDAMGD0004-53588","2013-04-22",-23.5140738333333,144.341707355556,3,-0.72993832498278,0.0823165057712161,0.686097572319292,-0.119251237156512,2013
"351","QDAMGD0005-53589","2013-04-21",-23.5177361111111,144.333286111111,2,-0.534284876894054,0.536584881781512,0.186188928482281,0.379347801174862,2023
"352","QDAMGD0006-53492","2013-04-21",-23.6647083333333,144.041794444444,1,-0.00794042876139808,-0.148803549234423,0.14553284977073,-0.100782738480679,2069
"353","QDAMGD0007-53590","2013-04-22",-23.6581722222222,144.094941666667,1,-0.312937360576712,0.126025191782439,0.207563251478359,0.0383077210812351,2069
"354","QDAMGD0008-53493","2013-04-22",-23.6460138888889,144.074980555556,1,-0.0450240902401525,-0.234851730081288,0.259271066095188,-0.170473102062257,2069
"355","QDAMGD0009-53494","2013-04-21",-24.0941638888889,143.3365,-1,-0.813696817220211,0.751428462520524,-0.0283301873448996,0.398682323210008,1066
"356","QDAMGD0010-53591","2013-04-21",-24.0912138888889,143.353413888889,-2,-0.146855890359963,1.15381459685112,-1.01729727154063,0.687097730719668,1066
"357","QDAMGD0011-53495","2013-04-21",-24.0806305555556,143.315183333333,-1,-0.241750372125173,-0.791981872757571,0.892034750318046,0.169620583060197,1066
"358","QDAMGD0012-53496","2013-04-22",-24.8218222222222,144.823608333333,-4,-0.922946300444666,0.809816044393644,0.247685224914153,0.328745683615811,1055
"359","QDAMGD0013-53539","2013-05-15",-22.5161777777778,143.050230555556,1,0.702381211971679,-0.445872064281322,-0.378158104426143,-0.734154843588101,2037
"360","QDAMGD0014-53497","2013-05-15",-22.50515,143.025197222222,1,0.727011601846935,-0.527719406934518,-0.233449490233769,-0.991344765247766,2086
"361","QDAMGD0015-53540","2013-05-15",-22.5629305555556,143.058172222222,0,0.709650011822226,-0.474422770572144,-0.146843252235036,-0.574498877199424,1922
"362","QDAMGD0016-53498","2013-05-15",-22.5089638888889,143.139880555556,0,-0.0341728655132109,-0.480036217031758,0.448446192276898,-0.137779400780384,1280
"363","QDAMGD0017-53499","2013-05-23",-22.1149666666667,143.299425,7,-1.13977189682534,-0.511659352503276,1.48127318811584,0.963176902082848,1073
"364","QDAMGD0018-53541","2013-05-23",-22.1181777777778,143.337166666667,7,-0.915056385310013,-0.64699424213128,1.36321140072522,0.40504007871899,1052
"365","QDAMGD0019-53542","2013-05-14",-22.0701222222222,142.231813888889,-3,-0.242830777528928,-0.767048080611918,1.09961222005033,-0.525390750379675,1047
"366","QDAMGD0020-53500","2013-05-14",-22.0636027777778,142.223008333333,-3,0.0637251924355629,-0.1768176369338,0.0690088972034014,-0.276034228175965,1047
"367","QDAMGD0021-53543","2013-05-29",-22.3808,141.299880555556,11,-0.387127811916951,-0.366132493779106,0.612491238555525,-0.361192767555666,2093
"368","QDAMGD0022-53501","2013-05-29",-22.3687444444444,141.287280555556,11,-0.0767938949887156,-0.27454069308262,0.261091858049205,0.273343063796482,2093
"369","QDAMGD0023-53544","2013-05-29",-23.6872416666667,140.986636111111,8,-0.407864511085772,0.381502175770334,-0.153801558040403,0.39945974034034,2128
"370","QDAMGD0024-53502","2013-05-21",-23.6464194444444,141.003738888889,0,-0.175971784283532,-0.648891386547563,0.485849435751001,-1.31583514150673,2128
"371","QDAMGD0025-53545","2013-06-16",-20.3379472222222,143.872438888889,-1,0.24866264275049,0.470510967195016,-0.727446628149839,0.299661205499162,1051
"372","QDAMGD0026-53503","2013-06-16",-20.3961916666667,143.860777777778,0,0.259019501558906,0.353796341527802,-0.655915391398715,0.639455645309472,1051
"373","QDAMGD0027-56936","2014-03-11",-20.0695166666667,138.174561111111,1,0.176742334546261,1.83530025776719,-1.881113633916,0.452084250689323,1037
