"","site_unique","time","diff","bs","pv","npv","ue","npixels"
"55","NSAMDD0015-57636","2014-05-10",-26,11.0710059171598,34.6213017751479,53.2899408284024,17.7988165680473,169
"56","NSAMDD0016-56973","2014-05-10",-26,8.35502958579882,42.8757396449704,47.4852071005917,13.8402366863905,169
"57","NSAMDD0017-57080","2014-08-09",3,8.30177514792899,38.3727810650888,52.2189349112426,14.9408284023669,169
"58","NSAMDD0018-56976","2014-08-01",-5,10.1153846153846,39.8076923076923,48.8269230769231,18.4615384615385,156
"59","NSAMDD0019-57081","2014-08-01",-6,16.6213017751479,27.7692307692308,54.4497041420118,11.1005917159763,169
"60","NSAMDD0020-56984","2014-08-09",2,19.0769230769231,27.1538461538462,52.5961538461538,10.5,156
"61","NSAMDD0021-57082","2014-08-01",-7,13.3589743589744,34.4935897435897,51.0576923076923,12.9166666666667,156
"62","NSAMDD0022-56985","2014-08-01",-8,10.3372781065089,39.9526627218935,48.2781065088757,18.9526627218935,169
"63","NSAMDD0023-57083","2014-08-08",-2,10.3550295857988,34.9940828402367,53.3846153846154,15.6745562130178,169
"64","NSAMDD0024-56986","2014-08-08",-2,17.7573964497041,22.3491124260355,58.7869822485207,14.4437869822485,169
"65","NSAMDD0025-57084","2014-08-08",-4,23.0828402366864,26.4674556213018,49.1301775147929,11.7988165680473,169
"66","NSAMDD0026-56987","2014-08-08",-4,32.8934911242604,15.414201183432,50.0295857988166,9.27218934911243,169
"67","NSAMDD0027-57087","2014-08-08",-5,27.0059171597633,18.5266272189349,53.2544378698225,13.9763313609467,169
"68","NSAMDD0028-56988","2014-08-08",-5,34.9408284023669,13.0473372781065,50.6449704142012,10.4733727810651,169
"69","NSAMDD0029-57088","2014-08-08",-6,36.4319526627219,10.9171597633136,51.1538461538462,9.88165680473373,169
"70","NSAMDD0030-56989","2014-08-08",-6,28.2884615384615,25.0512820512821,45.2179487179487,10.5897435897436,156
"71","NSAMDD0031-58572","2018-04-14",3,28.7396449704142,20.810650887574,49.0769230769231,10.5621301775148,169
"72","NSAMDD0032-58573","2018-04-14",2,21.8816568047337,22.2781065088757,54.6745562130178,12.5917159763314,169
"73","NSAMUL0001-58549","2018-04-13",-1,36.0591715976331,17.8934911242604,44.5680473372781,8.96449704142012,169
"74","NSAMUL0002-58559","2018-04-13",-1,36.5,19.0961538461538,42.7692307692308,8.84615384615385,156
"75","NSAMUL0003-58550","2018-04-13",-2,41.724358974359,18.9102564102564,37.9230769230769,7.28846153846154,156
"76","NSAMUL0004-58560","2018-04-13",-2,34.5621301775148,10.4260355029586,53.6094674556213,10.6686390532544,169
"77","NSANAN0001-58583","2018-05-17",1,0.0177514792899408,65.9289940828402,32.8402366863905,26.7100591715976,169
"78","NSANAN0002-58561","2018-05-17",1,2.69230769230769,49.0897435897436,47.2371794871795,22.4551282051282,156
"79","NSANET0001-58584","2018-05-18",0,6.61538461538461,51.2371794871795,40.6923076923077,22.6602564102564,156
"80","NSANSS0001-58579","2018-05-09",0,3.22485207100592,58.4585798816568,36.7366863905325,20.9497041420118,338
"81","NSANSS0002-58562","2018-05-09",0,4.60059171597633,56.1656804733728,37.6360946745562,21.8461538461538,338
"82","NSTNSS0001-57641","2015-11-18",0,11.3372781065089,44.1775147928994,42.9408284023669,16.0473372781065,169
"83","NSTSYB0001-58122","2015-11-19",8,0.828402366863905,66.7751479289941,30.9881656804734,23.3905325443787,169
"84","NSTSYB0002-58008","2015-11-19",7,0.0382165605095541,74.1082802547771,24.515923566879,25.0891719745223,169
"85","NSTSYB0003-58414","2015-11-18",4,2.95705521472393,57.4171779141104,38.0122699386503,21.3435582822086,169
"86","NSTSYB0004-58493","2015-11-26",11,9.13636363636364,63.1136363636364,26.5681818181818,16.6136363636364,169
"87","NSTSYB0005-58501","2015-11-26",9,11.974358974359,58.7435897435897,28,28.7692307692308,156
"88","NSTSYB0006-58502","2015-11-18",-1,5.01775147928994,54.0887573964497,39.1183431952663,20.7988165680473,169
"89","NSTSYB0007-58496","2015-11-18",-2,3.53254437869822,49.9644970414201,44.8994082840237,19.4319526627219,169
"90","NSTSYB0008-58503","2015-11-18",-3,2,43.6753246753247,53.0194805194805,16.4675324675325,169
"91","NSTSYB0009-57649","2015-12-04",14,5.07462686567164,59.4328358208955,33.6940298507463,23.3880597014925,144
"92","NTAARP0001-58422","2016-05-30",-3,6.58974358974359,47.4038461538462,44.5769230769231,16.3653846153846,156
"93","NTAARP0002-58423","2016-05-30",-3,7.58579881656805,39.9112426035503,51.2958579881657,14.1360946745562,169
"94","NTAARP0003-58424","2016-05-30",-4,19.0320512820513,30.0064102564103,49.8717948717949,13.2371794871795,156
"95","NTAARP0004-58918","2021-06-06",0,7.15976331360947,44.5798816568047,46.9585798816568,16.2366863905325,169
"96","NTAARP0004-58932","2018-02-22",-10,3.66863905325444,61.7218934911243,33.8757396449704,36.0355029585799,169
"97","NTAARP0005-58919","2021-06-06",2,1.79487179487179,61.4423076923077,35.4551282051282,18.5705128205128,156
"98","NTAARP0005-58933","2018-03-18",-5,2.65384615384615,63.2564102564103,32.1474358974359,20.6987179487179,156
"99","NTABRT0001-53616","2012-04-03",15,26.2840236686391,20.3254437869822,52.301775147929,13.4201183431953,169
"100","NTABRT0001-58861","2020-07-30",-2,37.6627218934911,14.8402366863905,46.3195266272189,10.5266272189349,169
"101","NTABRT0002-53617","2012-04-03",13,27.8639053254438,18.396449704142,52.5976331360947,13.6508875739645,169
"102","NTABRT0002-58862","2020-07-30",-1,37.2322580645161,14.1935483870968,47.2838709677419,11.0129032258065,169
"103","NTABRT0003-53618","2012-04-03",12,27.4871794871795,16.275641025641,55.1410256410256,14.5705128205128,156
"104","NTABRT0003-58872","2020-07-30",-2,34.5192307692308,13.1858974358974,51.1025641025641,11.3846153846154,156
"105","NTABRT0004-53619","2012-04-03",11,24.8472222222222,23.0902777777778,51.0763888888889,14.5,144
"106","NTABRT0004-58873","2020-08-07",-1,33.7638888888889,16.3333333333333,48.7291666666667,11.5347222222222,144
"107","NTABRT0005-53620","2012-03-27",3,33.5207100591716,23.0355029585799,42.0532544378698,10.2485207100592,169
"108","NTABRT0005-58863","2020-07-31",-2,58.6331360946746,17.6686390532544,22,7.49704142011834,169
"109","NTABRT0006-53621","2012-04-03",10,26.6745562130178,21.7810650887574,50.1538461538462,13.7278106508876,169
"110","NTABRT0006-58864","2020-08-07",-1,40.0769230769231,12.6449704142012,45.8757396449704,10.5443786982249,169
"111","NTABRT0007-58865","2020-08-07",0,46.2189349112426,12.7573964497041,39.4852071005917,9.8698224852071,169
"112","NTABRT0008-58866","2020-08-07",-2,50.5147928994083,7.7396449704142,39.9230769230769,11.5562130177515,169
"113","NTADAC0001-53518","2013-05-29",1,5.88165680473373,42.5325443786982,50.6568047337278,17.9230769230769,169
"114","NTADAC0002-58039","2016-05-06",0,6.07692307692308,56.4358974358974,35.8012820512821,17.1217948717949,156
"115","NTADMR0001-58868","2020-07-31",-3,38.8076923076923,11.3333333333333,48.4423076923077,9.15384615384615,156
"116","NTADMR0002-58869","2020-08-07",3,60.5443786982249,5.52662721893491,31.9585798816568,7.9585798816568,169
"117","NTAFIN0001-53519","2011-10-19",-1,30.2628205128205,0.897435897435897,67.6282051282051,10,156
"118","NTAFIN0001-58009","2016-02-27",-6,62.0576923076923,9.91666666666667,26.224358974359,7.20512820512821,156
"119","NTAFIN0001-58735","2019-05-26",0,73.9423076923077,7.41025641025641,16.6987179487179,6.16666666666667,156
"120","NTAFIN0002-53622","2011-10-03",10,12.7692307692308,11.5470085470085,74.3504273504274,10.965811965812,156
"121","NTAFIN0002-58018","2016-03-05",0,29.3846153846154,22.5641025641026,46.5320512820513,11.4230769230769,156
"122","NTAFIN0002-58787","2019-05-10",-18,32.5833333333333,16.8910256410256,48.9679487179487,11.5961538461538,156
"123","NTAFIN0003-53623","2011-09-17",-7,51.4805194805195,11.8051948051948,35.4220779220779,7.82467532467532,169
"124","NTAFIN0003-58017","2016-02-27",-6,47.4733727810651,13.2899408284024,37.603550295858,7.49112426035503,169
"125","NTAFIN0003-58788","2019-05-26",1,43.0414201183432,10.9349112426036,44.603550295858,7.52662721893491,169
"126","NTAFIN0004-53624","2011-10-18",12,33.4423076923077,8.21153846153846,56.9871794871795,15.25,156
"127","NTAFIN0004-58010","2016-03-05",3,31.1987179487179,16.0320512820513,51.3461538461538,13.2884615384615,156
"128","NTAFIN0004-58789","2019-05-26",0,31.8974358974359,14.6987179487179,51.9294871794872,13.4679487179487,156
"129","NTAFIN0005-53625","2011-10-18",13,42.9585798816568,1.77514792899408,53.7159763313609,10.4733727810651,169
"130","NTAFIN0005-58011","2016-03-05",-1,51.3905325443787,12.7692307692308,34.1715976331361,8.0887573964497,169
"131","NTAFIN0005-58736","2019-05-25",0,59.4792899408284,6.17159763313609,32.7159763313609,7.15976331360947,169
"132","NTAFIN0006-53626","2011-10-18",11,66.3974358974359,10.4551282051282,21.4487179487179,8.3974358974359,156
"133","NTAFIN0006-58012","2016-03-05",-1,55.275641025641,15.9487179487179,27.1602564102564,8,156
"134","NTAFIN0006-58737","2019-05-26",0,61.6217948717949,14.1282051282051,22.5833333333333,7.57692307692308,156
"135","NTAFIN0007-53627","2011-10-18",6,68.5064102564103,5.02564102564103,24.7307692307692,9.5448717948718,156
"136","NTAFIN0007-58013","2016-03-05",3,61.3141025641026,12.3525641025641,24.3589743589744,7.67948717948718,156
"137","NTAFIN0007-58715","2019-05-10",-18,69.7371794871795,8.16666666666667,20.0705128205128,7.15384615384615,156
"138","NTAFIN0008-53628","2011-10-18",5,69.2628205128205,4.8974358974359,24.1153846153846,9.34615384615385,156
"139","NTAFIN0008-58014","2016-03-05",2,49.5384615384615,10.3012820512821,38.7179487179487,8.05769230769231,156
"140","NTAFIN0008-58790","2019-05-10",-20,64.3782051282051,2.13461538461538,31.5448717948718,7.35897435897436,156
"141","NTAFIN0009-53629","2011-10-18",1,66.9881656804734,8.54437869822485,22.5917159763314,9.59763313609468,169
"142","NTAFIN0009-58015","2016-03-05",-1,53,16.2485207100592,28.8816568047337,8.33727810650888,169
"143","NTAFIN0009-58738","2019-05-26",-1,57.0650887573965,13.9171597633136,27.2189349112426,8.15384615384615,169
"144","NTAFIN0010-53630","2011-10-18",0,76.1538461538462,9.84023668639053,12.2899408284024,8,169
"145","NTAFIN0010-58016","2016-03-05",-2,55.9585798816568,17.9349112426036,24.1775147928994,7.42603550295858,169
"146","NTAFIN0010-58786","2019-05-26",-1,68.5443786982248,10.603550295858,18.8520710059172,6.3905325443787,169
"147","NTAFIN0011-53631","2011-10-19",-1,38.5909090909091,5.95454545454545,53.8636363636364,11.6590909090909,156
"148","NTAFIN0011-58019","2016-03-05",-1,39.6538461538462,15.5192307692308,43.1153846153846,10.4807692307692,156
"149","NTAFIN0011-58739","2019-05-26",-1,47.4615384615385,12,38.8269230769231,9.76923076923077,156
"150","NTAFIN0012-53632","2011-11-11",7,38.9027777777778,6.59027777777778,53.0625,10.6388888888889,144
"151","NTAFIN0013-53633","2011-11-12",7,41.2662721893491,18.2011834319527,39.2544378698225,9.75739644970414,169
"152","NTAFIN0014-53634","2011-11-12",5,42.3727810650888,8.18934911242603,47.7692307692308,10.9940828402367,169
"153","NTAFIN0015-53635","2011-11-11",3,35.9112426035503,28.1597633136095,34.4319526627219,10.1301775147929,169
"154","NTAFIN0016-53636","2011-11-11",2,58.207100591716,11.9881656804734,28.414201183432,7.94674556213018,169
"155","NTAFIN0017-53637","2011-11-27",-2,46.5581395348837,21.7674418604651,30.2558139534884,9.46511627906977,156
"156","NTAFIN0018-53638","2011-12-13",13,45.8757396449704,11.3136094674556,41.2426035502959,10.7988165680473,169
"157","NTAFIN0019-53639","2011-11-27",-4,40.2781065088757,17.8816568047337,40.4852071005917,11,169
"158","NTAFIN0020-53640","2011-12-06",-1,34.5,9.9375,54.125,10.875,144
"159","NTAFIN0021-53641","2011-12-22",14,62.9294871794872,10.0576923076923,25.5576923076923,7.24358974358974,156
"160","NTAFIN0022-53642","2011-12-06",-3,44.3846153846154,10.9467455621302,43.3136094674556,10.0591715976331,169
"161","NTAFIN0023-53643","2011-12-06",-4,45.2115384615385,14.0384615384615,39.2307692307692,9.69230769230769,156
"162","NTAFIN0024-53644","2012-02-24",11,37.5502958579882,17.7100591715976,43.2603550295858,9.4792899408284,169
"163","NTAFIN0025-53645","2012-02-08",-6,46.4792899408284,6.22485207100592,46.0059171597633,9.05325443786982,169
"164","NTAFIN0026-53646","2012-03-27",13,20.9679487179487,27.5833333333333,50.2692307692308,13.7948717948718,156
"165","NTAFIN0027-53647","2012-03-27",1,34.5961538461538,22.1025641025641,41.974358974359,11.3846153846154,156
"166","NTAFIN0028-53746","2012-09-19",-3,62.3313609467456,6.9585798816568,29.1479289940828,7.15384615384615,169
"167","NTAFIN0029-53747","2012-09-19",-4,53.3372781065089,2.50295857988166,42.6745562130178,8.22485207100592,169
"168","NTAFIN0030-53748","2012-10-21",-3,38.3333333333333,5.80769230769231,54.3589743589744,10.6987179487179,156
"169","NTAFIN0031-53749","2012-10-21",-4,39.8145695364238,0.973509933774834,58.0198675496689,6.97350993377483,169
"170","NTAFIN0032-53750","2012-10-21",-11,39.4787878787879,7.46060606060606,51.5818181818182,11.3030303030303,169
"171","NTAFIN0033-53751","2012-10-21",-16,44.1479289940828,10.2721893491124,44.0355029585799,9.22485207100592,169
"172","NTAGFU0001-53648","2012-04-05",-7,12.9166666666667,27.5448717948718,58.4679487179487,12.8269230769231,156
"173","NTAGFU0002-53649","2012-04-05",-8,19.5,14.7628205128205,64.6602564102564,10.8910256410256,156
"174","NTAGFU0003-53650","2012-04-21",7,23.0064102564103,28.6730769230769,47.0064102564103,13.525641025641,156
"175","NTAGFU0004-53651","2012-05-07",22,38.6794871794872,21.1217948717949,38.7564102564103,9.56410256410256,156
"176","NTAGFU0005-53652","2012-04-21",5,11.6025641025641,38.1410256410256,48.974358974359,13.7371794871795,156
"177","NTAGFU0006-53653","2012-04-05",-13,8.88461538461539,44.0192307692308,45.8653846153846,12.9423076923077,156
"178","NTAGFU0007-53654","2012-04-21",2,21.8816568047337,15.0887573964497,61.8461538461538,12.3786982248521,169
"179","NTAGFU0008-53655","2012-04-21",1,26.5029585798817,7.88165680473373,64.5266272189349,11.396449704142,169
"180","NTAGFU0009-53656","2012-04-21",0,17.6863905325444,29.1656804733728,51.9112426035503,10.7514792899408,169
"181","NTAGFU0010-53657","2012-05-07",-2,25.7337278106509,21.301775147929,51.7159763313609,11.414201183432,169
"182","NTAGFU0011-53658","2012-05-23",13,6.97633136094675,24.7455621301775,67.3609467455621,12.905325443787,169
"183","NTAGFU0012-53659","2012-05-07",-4,13.8757396449704,27.2721893491124,57.7100591715976,11.9940828402367,169
"184","NTAGFU0013-53660","2012-05-23",11,7.01183431952663,28.2840236686391,63.7100591715976,13.1005917159763,169
"185","NTAGFU0014-53661","2012-05-07",-7,17.064,21.288,60.288,9.48,169
"186","NTAGFU0015-53662","2012-05-07",-7,12.979020979021,19.7552447552448,65.979020979021,11.6713286713287,169
"187","NTAGFU0016-53663","2012-05-23",7,26.094674556213,20.3846153846154,52.1715976331361,15.0118343195266,169
"188","NTAGFU0017-53664","2012-05-23",6,0.57396449704142,42.2781065088757,56.4319526627219,15.0177514792899,169
"189","NTAGFU0018-53665","2012-05-23",5,6.07692307692308,28.3786982248521,64.6923076923077,15.3076923076923,169
"190","NTAGFU0019-53666","2012-05-23",5,28.1952662721894,21.9408284023669,48.5976331360947,12.585798816568,169
"191","NTAGFU0020-53667","2012-06-15",10,4.21301775147929,41.094674556213,53.9408284023669,14.8343195266272,169
"192","NTAGFU0021-53668","2012-06-15",9,11.8076923076923,25.0833333333333,62.0128205128205,13.2628205128205,156
"193","NTAGFU0022-53669","2012-06-15",8,13.3529411764706,14.5490196078431,71.2156862745098,12.7058823529412,169
"194","NTAGFU0023-53670","2012-06-15",6,7.81065088757396,41.0710059171598,49.887573964497,14.2248520710059,169
"195","NTAGFU0024-53671","2012-06-15",5,15.1858974358974,22.7692307692308,61.1025641025641,12.8910256410256,156
"196","NTAGFU0025-53672","2012-06-15",5,6.53846153846154,34.9423076923077,57.3461538461538,15.4807692307692,156
"197","NTAGFU0026-53673","2012-05-14",-29,8.37278106508876,37.3254437869822,53.4260355029586,12.5207100591716,169
"198","NTAGFU0027-53674","2012-06-15",2,13.3076923076923,25.5192307692308,60.0576923076923,12.6923076923077,156
"199","NTAGFU0028-53675","2012-06-15",1,16.7762237762238,29.7482517482517,52.1398601398601,11.1678321678322,156
"200","NTAGFU0029-53676","2012-06-15",0,11.6089743589744,21.3397435897436,66.0576923076923,11.6346153846154,156
"201","NTAGFU0030-53677","2012-06-22",-13,10.7628205128205,29.6858974358974,58.6025641025641,15.9038461538462,156
"202","NTAGFU0031-53678","2012-07-24",18,8.46745562130178,26.508875739645,64.0059171597633,13.7218934911243,169
"203","NTAGFU0032-53679","2012-07-24",17,24.508875739645,15.0532544378698,59.0828402366864,8.82840236686391,169
"204","NTAGFU0033-53680","2012-06-22",-16,4.53846153846154,42.7115384615385,51.5384615384615,20.2884615384615,156
"205","NTAGFU0034-53681","2012-07-24",15,20.2544378698225,24.2189349112426,54.3727810650888,10.508875739645,169
"206","NTAGFU0035-53682","2012-07-24",14,15.24,21.58,62.42,11.24,156
"207","NTAGFU0036-53683","2012-07-15",4,9.63461538461539,24.8846153846154,64.3846153846154,12.8269230769231,156
"208","NTAGFU0037-53684","2012-07-08",-4,7.11834319526627,26.8579881656805,65.0710059171598,12.2307692307692,169
"209","NTAGFU0038-53685","2012-07-08",-4,4.13609467455621,27.5798816568047,67.4615384615385,13.6153846153846,169
"210","NTAGFU0039-53686","2012-07-15",1,5.94674556213018,24.3846153846154,68.8816568047337,11.9171597633136,169
"211","NTAGFU0040-53687","2012-07-15",0,1.82978723404255,51.1914893617021,45.9787234042553,14.7021276595745,156
"212","NTAGFU0041-58425","2016-04-29",-3,8.97041420118343,48.3491124260355,40.9940828402367,12.7692307692308,169
"213","NTAMAC0001-53574","2014-09-17",-19,59.0887573964497,19.1597633136095,19.7455621301775,8.0414201183432,169
"214","NTAMAC0001-58791","2019-05-10",-19,64.4852071005917,12.8757396449704,20.396449704142,7.0887573964497,169
"215","NTAMAC0002-53575","2014-10-26",19,37.9349112426035,16.5562130177515,44.0059171597633,8.55621301775148,169
"216","NTAMAC0002-58734","2019-05-10",-19,34.8402366863905,14.112426035503,49.4023668639053,8.43786982248521,169
"217","NTAMAC0003-53576","2014-09-17",-19,50.5798816568047,8.70414201183432,39.301775147929,7.35502958579882,169
"218","NTAMAC0003-58740","2019-05-10",-19,50.5798816568047,2.95266272189349,44.7100591715976,9.18343195266272,169
"219","NTAMGD0001-53520","2014-03-11",-2,23.9289940828402,33.1538461538462,41.3786982248521,10.9112426035503,169
"220","NTAMGD0002-53466","2014-03-11",-1,29.1217948717949,32.5961538461538,36.7628205128205,9.55128205128205,156
"221","NTAMGD0003-58431","2016-04-22",-6,19.189349112426,34.7633136094675,44.585798816568,12.0591715976331,169
"222","NTAMGD0004-58432","2016-04-22",-7,25.1715976331361,30.0177514792899,43.1715976331361,9.0887573964497,169
"223","NTAMGD0005-58495","2016-04-22",-7,21.8579881656805,41.2662721893491,35.1597633136095,10.5384615384615,169
"224","NTAPCK0001-58037","2016-05-06",2,10.8816568047337,54.9349112426035,32.6923076923077,13.7751479289941,169
"225","NTAPCK0002-58038","2016-05-06",1,4.5207100591716,59.6923076923077,33.9230769230769,17.4023668639053,169
"226","NTAPCK0004-58920","2021-06-05",2,6.2603550295858,46.7041420118343,45.4792899408284,15,169
"227","NTAPCK0004-58934","2018-03-25",6,3.9585798816568,60.7159763313609,33.2603550295858,17.603550295858,169
"228","NTAPCK0005-58921","2021-06-05",2,27.8994082840237,21.810650887574,48.8639053254438,14.396449704142,169
"229","NTAPCK0006-58922","2021-06-06",0,6.78698224852071,35.9763313609467,56.1834319526627,13.6153846153846,169
"230","NTAPCK0006-58935","2018-04-10",1,3.40236686390533,49.7455621301775,45.2307692307692,14.8816568047337,169
"231","NTAPCK0007-58924","2021-06-06",-1,4.01183431952663,45.0355029585799,49.9704142011834,14.7100591715976,169
"232","NTAPCK0007-58936","2018-03-01",-4,1.2189349112426,63.8461538461538,33.4378698224852,19.2603550295858,169
"233","NTASSD0008-57074","2012-09-21",2,77.9526627218935,16.6272189349112,4.16568047337278,5.05325443786982,169
"234","NTASSD0011-53559","2013-03-07",-12,56.5917159763314,0,42.7278106508876,9.06508875739645,169
"235","NTASSD0012-53560","2013-03-07",-13,62.6730769230769,0,36.6666666666667,6.17307692307692,156
"236","NTASSD0013-53563","2013-03-07",-13,56.775641025641,0,42.4935897435897,8.30128205128205,156
"237","NTASSD0014-53564","2013-03-23",0,80.5769230769231,0.715384615384615,17.1769230769231,4.19230769230769,169
"238","NTASSD0015-53565","2013-03-23",-1,65.2179487179487,10.0641025641026,23.3012820512821,5.80128205128205,156
"239","NTASSD0016-53566","2013-03-23",1,57.603550295858,0,41.8402366863905,14.5029585798817,169
"240","NTASSD0017-53561","2013-03-07",-14,54.6923076923077,0.230769230769231,44.2307692307692,8.03846153846154,156
"241","NTASSD0018-53562","2013-03-23",1,60.5502958579882,0.479289940828402,37.8343195266272,7.26627218934911,169
"242","NTASSD0019-53567","2013-03-23",-2,81.6282051282051,8.57051282051282,8.08974358974359,5,156
"243","NTASTU0001-58428","2016-04-21",-9,13.25,35.5769230769231,50.0769230769231,10.1538461538462,156
"244","NTASTU0002-58429","2016-04-29",-2,11.3609467455621,45.9644970414201,41.2485207100592,10.2544378698225,169
