"","site_unique","bs","pv","npv","ue","npixels"
"116","NTADMR0002-58869",60.8976130653266,4.52261306532663,32.7556532663317,7.76821608040201,121
"117","NTAFIN0001-53519",33.0247933884297,0.867768595041322,64.8409090909091,11.3471074380165,121
"118","NTAFIN0001-58009",62.0666666666667,10.0969696969697,26.1636363636364,7.11818181818182,121
"119","NTAFIN0001-58735",74.4937343358396,7.41729323308271,16.3446115288221,5.87218045112782,121
"120","NTAFIN0002-53622",19.159169550173,12.0916955017301,67.5346020761246,11.7768166089965,121
"121","NTAFIN0002-58018",29.7456242707118,22.0373395565928,46.7467911318553,12.7467911318553,121
"122","NTAFIN0002-58787",31.4187327823691,16.8898071625344,50.3829201101928,11.4214876033058,121
"123","NTAFIN0003-53623",48.4425427872861,13.9315403422983,36.3349633251834,7.49388753056235,121
"124","NTAFIN0003-58017",46.4820936639118,13.5123966942149,38.4931129476584,7.4297520661157,121
"125","NTAFIN0003-58788",41.8711340206186,10.3930412371134,46.270618556701,8.22422680412371,121
"126","NTAFIN0004-53624",30.2644628099174,10.1053719008264,58.3161157024793,14.245867768595,121
"127","NTAFIN0004-58010",31.0893939393939,15.6030303030303,51.9742424242424,12.780303030303,121
"128","NTAFIN0004-58789",33.1203761755486,12.9943573667712,52.6200626959248,13.776802507837,121
"129","NTAFIN0005-53625",37.9441340782123,3.27188081936685,57.4096834264432,9.62383612662942,121
"130","NTAFIN0005-58011",52.9586776859504,11.4925619834711,33.899173553719,7.90909090909091,121
"131","NTAFIN0005-58736",58.3569518716578,7.90106951871658,31.9979946524064,7.66577540106952,121
"132","NTAFIN0006-53626",63.821052631579,11.3333333333333,23.2315789473684,9.42105263157895,121
"133","NTAFIN0006-58012",53.4889807162534,16.8691460055096,27.8980716253444,8,121
"134","NTAFIN0006-58737",61.0311506675143,14.389701207883,22.865861411316,7.45009535918627,121
"135","NTAFIN0007-53627",60.8062827225131,8.06675392670157,29.5078534031414,9.4044502617801,121
"136","NTAFIN0007-58013",58.777117384844,12.6835066864785,26.7236255572065,7.67459138187221,121
"137","NTAFIN0007-58715",67.9786096256685,7.50267379679144,22.7139037433155,7.54010695187166,121
"138","NTAFIN0008-53628",54.3768898488121,10.6209503239741,33.4362850971922,9.13390928725702,121
"139","NTAFIN0008-58014",47.7238421955403,14.8061749571184,35.9879931389365,8.18696397941681,121
"140","NTAFIN0008-58790",60.1272727272727,1.55324675324675,36.7376623376623,7.81298701298701,121
"141","NTAFIN0009-53629",60.8606701940035,10.4761904761905,27.0458553791887,9.5626102292769,121
"142","NTAFIN0009-58015",53.9801652892562,15.8743801652893,28.4347107438017,8.18181818181818,121
"143","NTAFIN0009-58738",55.8866396761134,13.651012145749,28.7206477732794,8.15222672064777,121
"144","NTAFIN0010-53630",69.1917355371901,12.2561983471074,16.8909090909091,8.0099173553719,121
"145","NTAFIN0010-58016",56.8776371308017,17.6019690576653,23.7454289732771,7.27988748241913,121
"146","NTAFIN0010-58786",67.6894586894587,10.9700854700855,19.5505698005698,6.32407407407407,121
"147","NTAFIN0011-53631",39.406852248394,6.67665952890792,52.5438972162741,12.4218415417559,121
"148","NTAFIN0011-58019",37.736914600551,17.9449035812672,42.8044077134986,10.3939393939394,121
"149","NTAFIN0011-58739",46.6842809364548,12.4642140468227,39.2896321070234,9.53311036789298,121
"150","NTAFIN0012-53632",45.3466666666667,3.536,49.88,10.1493333333333,121
"151","NTAFIN0013-53633",39.4731404958678,16.7727272727273,42.495867768595,9.65495867768595,121
"152","NTAFIN0014-53634",40.8080808080808,5.33535353535354,52.569696969697,10.5656565656566,121
"153","NTAFIN0015-53635",38.8529769137303,27.3657351154313,32.3511543134872,9.93074119076549,121
"154","NTAFIN0016-53636",63.7613882863341,9.09544468546638,25.6529284164859,7.87418655097614,121
"155","NTAFIN0017-53637",50.218487394958,17.2745098039216,31.2549019607843,8.84033613445378,121
"156","NTAFIN0018-53638",45.5568181818182,12.8522727272727,40.0492424242424,10.594696969697,121
"157","NTAFIN0019-53639",44.1377118644068,13.1652542372881,41.2838983050847,10.3029661016949,121
"158","NTAFIN0020-53640",36.2947658402204,8.6198347107438,53.7272727272727,10.5840220385675,121
"159","NTAFIN0021-53641",67.0696721311475,9.98360655737705,21.3934426229508,7.17213114754098,121
"160","NTAFIN0022-53642",45.4793388429752,8.34159779614325,44.7548209366391,10.404958677686,121
"161","NTAFIN0023-53643",43.366391184573,14.3168044077135,40.8374655647383,9.85674931129477,121
"162","NTAFIN0024-53644",37.8282828282828,18.7542087542088,41.973063973064,9.43434343434343,121
"163","NTAFIN0025-53645",46.021164021164,6.14021164021164,46.5396825396825,9.14285714285714,121
"164","NTAFIN0026-53646",20.5619834710744,27.702479338843,50.5702479338843,13.8264462809917,121
"165","NTAFIN0027-53647",38.7489177489177,17.2770562770563,42.6277056277056,12.017316017316,121
"166","NTAFIN0028-53746",64.4400826446281,7.42768595041322,26.5123966942149,6.90702479338843,121
"167","NTAFIN0029-53747",53.8512396694215,2.56198347107438,41.9690082644628,8.21074380165289,121
"168","NTAFIN0030-53748",37.8496732026144,5.20915032679739,55.4771241830065,12.5816993464052,121
"169","NTAFIN0031-53749",40.4794952681388,0.785488958990536,57.5552050473186,8.03154574132492,121
"170","NTAFIN0032-53750",37.7955801104972,9.146408839779,51.5,11.4088397790055,121
"171","NTAFIN0033-53751",44.2190082644628,11.1818181818182,43.2314049586777,9.46694214876033,121
"172","NTAGFU0001-53648",15.5867768595041,23.9283746556474,59.3774104683196,12.404958677686,121
"173","NTAGFU0002-53649",20.435261707989,13.5482093663912,64.771349862259,10.8209366391185,121
"174","NTAGFU0003-53650",25.2837465564738,28.4022038567493,44.931129476584,13.3829201101928,121
"175","NTAGFU0004-53651",38.2085561497326,22.8021390374332,37.5935828877005,9.36898395721925,121
"176","NTAGFU0005-53652",14.7217630853994,35.9559228650138,48.0440771349862,13.5234159779614,121
"177","NTAGFU0006-53653",8.61354581673307,43.2350597609562,46.9721115537849,12.9243027888446,121
"178","NTAGFU0007-53654",22.3909090909091,15.8121212121212,60.6030303030303,12.2848484848485,121
"179","NTAGFU0008-53655",26.129476584022,7.81267217630854,65.0716253443526,11.228650137741,121
"180","NTAGFU0009-53656",19.5206611570248,28.8780991735537,50.301652892562,10.3801652892562,121
"181","NTAGFU0010-53657",22.5989159891599,22.4417344173442,53.5718157181572,11.1869918699187,121
"182","NTAGFU0011-53658",7.43666666666667,27.7366666666667,63.81,13.18,121
"183","NTAGFU0012-53659",11.1900826446281,29.0247933884298,58.6136363636364,12.9504132231405,121
"184","NTAGFU0013-53660",7.49861495844875,30.4515235457064,60.9584487534626,13.5235457063712,121
"185","NTAGFU0014-53661",14.9174107142857,21.5424107142857,62.2946428571429,10.1160714285714,121
"186","NTAGFU0015-53662",9.59830866807611,20.6469344608879,68.6596194503171,12.8710359408034,121
"187","NTAGFU0016-53663",16.3854545454545,26.88,55.4872727272727,14.1927272727273,121
"188","NTAGFU0017-53664",2.60330578512397,42.9545454545455,53.5743801652893,15.3429752066116,121
"189","NTAGFU0018-53665",7.53869969040248,30.8328173374613,60.6346749226006,15.046439628483,121
"190","NTAGFU0019-53666",18.0411985018727,28.1498127340824,52.685393258427,13.1460674157303,121
"191","NTAGFU0020-53667",3.83806818181818,43.0340909090909,52.0880681818182,14.5795454545455,121
"192","NTAGFU0021-53668",12.1006493506494,26.5487012987013,60.1493506493507,13.1201298701299,121
"193","NTAGFU0022-53669",13.3766233766234,17.0292207792208,68.525974025974,12.6461038961039,121
"194","NTAGFU0023-53670",7.42415730337079,43.0140449438202,48.3370786516854,14.4831460674157,121
"195","NTAGFU0024-53671",14.5801749271137,24.5626822157434,59.7813411078717,12.9679300291545,121
"196","NTAGFU0025-53672",5.33724340175953,38.7302052785924,54.8181818181818,15.41642228739,121
"197","NTAGFU0026-53673",8.42657342657343,35.9370629370629,54.8601398601399,12.6223776223776,121
"198","NTAGFU0027-53674",14.0779220779221,25.6461038961039,59.1883116883117,12.224025974026,121
"199","NTAGFU0028-53675",16.6776859504132,29.6776859504132,52.3140495867769,11.1487603305785,121
"200","NTAGFU0029-53676",10.9862258953168,20.4931129476584,67.495867768595,11.2258953168044,121
"201","NTAGFU0030-53677",8.49586776859504,33.6363636363636,56.9807162534435,15.5482093663912,121
"202","NTAGFU0031-53678",7.69834710743802,29.8429752066116,61.3884297520661,14.3842975206612,121
"203","NTAGFU0032-53679",23.8512396694215,15.4628099173554,59.3801652892562,8.84297520661157,121
"204","NTAGFU0033-53680",3.83884297520661,43.4090909090909,51.4256198347107,19.6942148760331,121
"205","NTAGFU0034-53681",17.7603305785124,24.9710743801653,56.0743801652893,11.0206611570248,121
"206","NTAGFU0035-53682",14.603305785124,21.7961432506887,62.7603305785124,11.33608815427,121
"207","NTAGFU0036-53683",11.2045454545455,24.6859504132231,63.1157024793388,13.0206611570248,121
"208","NTAGFU0037-53684",10.0131964809384,25.6070381231672,63.4354838709677,12.3856304985337,121
"209","NTAGFU0038-53685",7.41947565543071,24.6292134831461,67.1048689138577,13.9812734082397,121
"210","NTAGFU0039-53686",7.32775119617225,25.1531100478469,66.6722488038278,11.8181818181818,121
"211","NTAGFU0040-53687",3.90920245398773,48.9558282208589,46.1030674846626,14.2699386503067,121
"212","NTAGFU0041-58425",7.63173652694611,47.4101796407186,43.5793413173653,14.0374251497006,121
"213","NTAMAC0001-53574",55.7179487179487,14.5263157894737,28.0782726045884,8.15924426450742,121
"214","NTAMAC0001-58791",62.2506887052342,13.0137741046832,22.8264462809917,7.28374655647383,121
"215","NTAMAC0002-53575",37.9199457259159,16.7706919945726,43.8860244233379,8.52238805970149,121
"216","NTAMAC0002-58734",32.5950413223141,13.7052341597796,52.1625344352617,8.4297520661157,121
"217","NTAMAC0003-53576",47.9034690799397,7.21719457013575,43.3348416289593,7.95927601809955,121
"218","NTAMAC0003-58740",47.7401247401247,2.26195426195426,48.5654885654886,9.12681912681913,121
"219","NTAMGD0001-53520",25.6477024070022,26.4770240700219,46.4715536105033,10.5229759299781,121
"220","NTAMGD0002-53466",29.352798053528,26.3211678832117,42.9890510948905,9.2323600973236,121
"221","NTAMGD0003-58431",18.3368283093054,36.7732634338139,43.4927916120577,11.7142857142857,121
"222","NTAMGD0004-58432",25.953488372093,27.506976744186,45.0116279069767,8.79767441860465,121
"223","NTAMGD0005-58495",18.3347107438017,39.8822314049587,40.1776859504132,12.0392561983471,121
"224","NTAPCK0001-58037",2.82599724896836,64.1960110041265,31.283356258597,16.7496561210454,121
"225","NTAPCK0002-58038",4.29471397538016,57.6698044895004,36.4207096307024,17.0782041998552,121
"226","NTAPCK0004-58920",8.78629976580796,43.9613583138173,45.8899297423888,16.0620608899297,121
"227","NTAPCK0004-58934",4.57601115760112,58.5941422594142,35.2719665271967,17.5885634588563,121
"228","NTAPCK0005-58921",14.4554234769688,33.7652303120357,50.5661218424963,13.6136701337296,121
"229","NTAPCK0006-58922",8.20132743362832,36.2308259587021,54.2175516224189,13.3392330383481,121
"230","NTAPCK0006-58935",5.74470588235294,46.0176470588235,46.7270588235294,14.4623529411765,121
"231","NTAPCK0007-58924",5.99290780141844,43.8065764023211,48.9555125725338,14.7627337201805,121
"232","NTAPCK0007-58936",4.90620490620491,58.9105339105339,34.7171717171717,16.1688311688312,121
"233","NTASSD0008-57074",78.9979338842975,16.051652892562,3.63842975206612,5.22107438016529,121
"234","NTASSD0011-53559",59.9071117561684,1.06821480406386,37.656023222061,8.71262699564586,121
"235","NTASSD0012-53560",68.3512396694215,1,29.3181818181818,5.53305785123967,121
"236","NTASSD0013-53563",60.0694214876033,0.809917355371901,37.9669421487603,7.67933884297521,121
"237","NTASSD0014-53564",75.6797385620915,1.65490196078431,20.9555555555556,4.76862745098039,121
"238","NTASSD0015-53565",60.8022284122563,10.6044568245125,27.0445682451253,6.36908077994429,121
"239","NTASSD0016-53566",61.3925619834711,1.26446280991736,36.0165289256198,8.31542699724518,121
"240","NTASSD0017-53561",57.9228650137741,1.5771349862259,39.1019283746556,7.98484848484848,121
"241","NTASSD0018-53562",61.1065340909091,1.21590909090909,36.3267045454545,8.03551136363636,121
"242","NTASSD0019-53567",74.9728453364817,9.50413223140496,13.7922077922078,5.62691853600944,121
"243","NTASTU0001-58428",14.5061983471074,37.0867768595041,47.1198347107438,10.301652892562,121
"244","NTASTU0002-58429",7.90332975295381,46.7368421052632,44.0440386680988,11.3694951664876,121
"245","NTASTU0003-58430",13.7159090909091,49.0785123966942,35.5940082644628,12.7675619834711,121
"246","NTASTU0004-58426",9.3525641025641,36.3179487179487,52.9871794871795,12.4525641025641,121
"247","NTASTU0005-58427",11.2536520584329,36.6042496679947,50.9827357237716,11.7622841965471,121
"248","NTATAN0001-58874",35.0556730091614,17.5496828752643,45.9591261451727,10.646229739253,121
"249","NTATAN0002-58870",34.6215360253365,20.4996041171813,43.3745051464766,10.4806017418844,121
"250","NTATAN0003-58871",54.684599865501,16.5077336919973,27.0591795561533,7.28581035642233,121
"251","NTATAN0004-58875",78.7221869040051,17.5454545454545,2.13350286077559,5.31977113795296,121
"252","NTTDAB0001-53580",3.66280991735537,58.3553719008264,36.4512396694215,17.102479338843,121
"253","NTTDAC0001-53755",4.52131147540984,56.1147540983607,37.816393442623,15.1475409836066,121
"254","NTTDMR0001-53582",14.5272045028143,40.108818011257,43.9549718574109,15.2645403377111,121
"255","NTTDMR0002-53581",23.8418972332016,42.2727272727273,32.4861660079051,9.91304347826087,121
"256","NTTDMR0003-53583",15.1364562118126,44.7352342158859,38.8146639511202,11.6659877800407,121
"257","NTTMGD0001-53521",12.5474452554745,44.9835766423358,41.1432481751825,11.5319343065693,121
"258","NTTPCK0001-53584",5.64464285714286,63.3392857142857,29.4428571428571,16.4633928571429,121
"259","NTTSTU0001-53585",5.79889807162534,52.4063360881543,40.2603305785124,19.8278236914601,121
"260","QDABBN0001-58730",20.3161157024793,31.1053719008264,47.1632231404959,12.6012396694215,121
"261","QDABBN0002-58741",3.5599173553719,45.1611570247934,50.047520661157,16.2376033057851,121
"262","QDABBS0001-58708",12.4,12.0732673267327,74.229702970297,14.6118811881188,121
"263","QDABBS0002-58703",32.2416851441242,9.65410199556541,56.6164079822616,13.5565410199557,121
"264","QDABBS0003-58709",5.33195592286501,38.0399449035813,55.5702479338843,14.9765840220386,121
"265","QDABBS0004-58726",8.96980461811723,27.2646536412078,62.7193605683837,14.8507992895204,121
"266","QDABBS0005-58747",5.96745562130178,32.0917159763314,60.7514792899408,14.4704142011834,121
"267","QDABBS0006-58727",15.4256026600166,38.4156275976725,44.7581047381546,15.2527015793849,121
"268","QDABBS0007-58711",18.4208633093525,35.8003597122302,44.3327338129496,13.339928057554,121
"269","QDABBS0008-58728",71.6165289256198,7.62148760330579,19.0082644628099,5.13553719008264,121
"270","QDABBS0009-58729",10.5891381345927,50.3293978748524,37.582054309327,17.6021251475797,121
"271","QDABBS0010-58963",12.8080614203455,49.4510556621881,36.3301343570058,22.2802303262956,121
"272","QDACHC0001-53592",51.3037190082645,10.9080578512397,36.1342975206612,6.66735537190083,121
"273","QDACHC0002-53593",46.6907216494845,15.9776632302405,35.6494845360825,7.63745704467354,121
"274","QDACHC0003-53467",29.3367496339678,16.2503660322108,53.0336749633968,8.46120058565154,121
"275","QDACHC0004-53468",30.2735042735043,17.8214624881292,50.5840455840456,8.96011396011396,121
"276","QDACHC0005-53522",49.4467213114754,4.90901639344262,44.3409836065574,6.43524590163934,121
"277","QDACHC0006-53469",24.4651711924439,6.30342384887839,68.0106257378985,9.65525383707202,121
"278","QDACHC0007-53517",55.2447552447552,3.35804195804196,39.9258741258741,5.51048951048951,121
"279","QDACYP0001-58585",11.4473684210526,53.125,34.1973684210526,13.3618421052632,121
"280","QDACYP0002-58586",12.0413223140496,52.5840220385675,34.1349862258953,13.7658402203857,121
"281","QDACYP0003-58587",6.82203389830508,64.9604519774011,26.7514124293785,17.9689265536723,121
"282","QDACYP0004-58588",10.6785714285714,43.0064935064935,44.8766233766234,11.2922077922078,121
"283","QDACYP0005-58589",8.74188311688312,49.125,40.724025974026,13.163961038961,121
"284","QDACYP0006-58591",5.82165605095541,50.9585987261147,41.7929936305732,14.5222929936306,121
"285","QDACYP0007-58592",11.8671679197995,45.0451127819549,41.4786967418546,12.7719298245614,121
"286","QDACYP0008-58593",4.60330578512397,55.7107438016529,38.3652892561983,15.7520661157025,121
"287","QDACYP0009-58594",4.34,51.2823529411765,43.1070588235294,15.3564705882353,121
"288","QDACYP0010-58595",13.6645833333333,51.5375,33.3,12.2375,121
"289","QDACYP0011-58596",6.90604026845638,57.006711409396,34.8758389261745,12.8355704697987,121
"290","QDACYP0012-58597",1.32404692082111,85.5850439882698,11.0806451612903,19.2991202346041,121
"291","QDACYP0013-58598",11.6761565836299,51.6370106761566,34.914590747331,15.3309608540925,121
