"","site_location_name","Aquatic","Bryophyte","Chenopod","Cycad","Epiphyte","Fern","Forb","Fungus","Grass.tree","Heath.shrub","Hummock.grass","NC","Rush","Sedge","Shrub","Shrub.Mallee","Tree.fern","Tree.Mallee","Tree.Palm","Tussock.grass","Vine","vegetation_type"
"180","NTAGFU0039",0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,5.6,0,0,9.5,1.2,67.4,0,"Tussock.grass"
"181","NTAGFU0040",0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.1,42.5,0,0,0,24.4,34.4,0.1,"Shrub"
"182","NTAGFU0041",0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,5.9,0,0,0,23.7,60.7,0.3,"Tussock.grass"
"183","NTAMAC0001",0,0,0.85,0,0,0,6.65,0,0,0,7.75,0,0,0,12.2,0.35,0,0.05,1.35,14.15,0,"Tussock.grass"
"184","NTAMAC0002",0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1.2,0,0,0,18.9,8.55,0,"Tree.Palm"
"185","NTAMAC0003",0,0,0,0,0.1,0,2.45,0,0,0,0.1,0,0,0,3.35,0,0,0,1.2,38.9,0,"Tussock.grass"
"186","NTAMGD0001",0,0,0,0,0,0,12.6,0,0,0,0,0,0,0.2,13,0,0,0,14.8,11.8,0.1,"Tree.Palm"
"187","NTAMGD0002",0,0,0,0,0,0,14.3,0,0,0,0,0,0,2.4,0,0,0,0,0,19.1,0.5,"Tussock.grass"
"188","NTAMGD0003",0,0,0,0,0,0,9,0,0,0,11.6,0,0,1.9,7.2,0,0,0,8,10.8,1,"Hummock.grass"
"189","NTAMGD0004",0,0,0,0,0,0,10,0,0,0,0,0,0,0.3,3.7,0.1,0,0.9,2.8,36,1,"Tussock.grass"
"190","NTAMGD0005",0,0,0,0,0,0,5.7,0,0,0,8.1,0,0,0.2,19.9,0,0,6.1,0.2,17.9,4.6,"Shrub"
"191","NTAPCK0001",0,0,0,0,0,0,5,0,0,0,0,0,0,0,35,0,0,0,25.9,36.5,0.2,"Tussock.grass"
"192","NTAPCK0002",0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,12.2,0,0,0,25.1,33.9,0,"Tussock.grass"
"193","NTAPCK0003",0,0,0,0,0,0,20.7,0,0,0.1,0,0,0,0.1,8.1,0,0,0,41.6,37.9,11.9,"Tree.Palm"
"194","NTAPCK0004",0,0,0,0,0,0,8.2,0,0,0.2,0,0,0.05,0.1,9.6,0,0,0,31,52.7,5.35,"Tussock.grass"
"195","NTAPCK0005",0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,5.6,0,0,0,17.6,3.4,0,"Tree.Palm"
"196","NTAPCK0006",0,0,0,0,0,0,16.35,0,0,0.2,0,0,0.65,5.8,14.8,0,0,0,9.5,46.95,0.3,"Tussock.grass"
"197","NTAPCK0007",0,0,0,0,0,0,10.05,0,0,0.55,0,0,0,0.35,14.65,0,0,0,31.75,51.4,2.7,"Tussock.grass"
"198","NTAPCK1009",0,0,0,0,0,0,6.8,0,0,0,0,0,0,4,21.4,0,0,0,14.9,46.1,0.4,"Tussock.grass"
"199","NTAPCK1010",0,0,0,0,0,0,5.6,0,0,0,0,0,0,0.8,28.1,0,0,0,28.3,26.5,0.3,"Tree.Palm"
"200","NTAPCK1011",0,0,0,0,0,0,0.6,0,0,0,0,0,0,0.9,15,0,0,0,34.8,36.1,0.8,"Tussock.grass"
"201","NTAPCK1012",0,0,0,0,0,0,2.2,0,0,0,0,0,0,0.4,18.2,0,0,0,44.2,32.9,1.1,"Tree.Palm"
"202","NTAPCK2013",0,0,0,0,0,0,6.9,0,0,0,0,0,0,0.8,12.1,0,0,0,42,38.7,9.2,"Tree.Palm"
"203","NTAPCK2014",0,0,0,0,0,0,8.4,0,0,0,0,0,0,0.9,8.7,0,0,0,30.4,46.3,6.9,"Tussock.grass"
"204","NTASSD0001",0,0,0,0,0,0,6.4,0,0,0,14.9,0,0,0,13.7,0,0,0,0,14.2,0,"Hummock.grass"
"205","NTASSD0003",0,0,0.1,0,0,0,13.7,0,0,0,5.6,0,0,0,13.7,0,0,0,0,2.3,0,"Forb"
"206","NTASSD0004",0,0,0,0,0,0,9.5,0,0,0,2.5,0,0,0,16.8,0,0,0,0,5.2,0,"Shrub"
"207","NTASSD0005",0,0,0.1,0,0,0,10.3,0,0,0,3.8,0,0,0,4.2,0,0,0,0,3.4,0,"Forb"
"208","NTASSD0006",0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,1,0,0,0,0,14.4,0,"Tussock.grass"
"209","NTASSD0007",0,0,0.1,0,0,0,8.2,0,0,0,7.6,0,0,0,1.4,0,0,0,0,5.4,0.1,"Forb"
"210","NTASSD0008",0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,7.7,0,0,0,0,13.7,0,"Tussock.grass"
"211","NTASSD0009",0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,3.8,0,0,0,0,14.8,0.1,"Tussock.grass"
"212","NTASSD0010",0,0,0.1,0,0,0,10.1,0,0,0,5.6,0,0,0,2.7,0,0,0,0,5.8,0,"Forb"
"213","NTASSD0011",0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,"Tussock.grass"
"214","NTASSD0012",0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,"Tussock.grass"
"215","NTASSD0013",0,0,1.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,"Chenopod"
"216","NTASSD0014",0,0,3.5,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Forb"
"217","NTASSD0015",0,0,1,0,0,0,7.2,0,0,0,0,0,0,0,4.4,0,0,0,1.3,0.4,0,"Forb"
"218","NTASSD0016",0,0,1.7,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Chenopod"
"219","NTASSD0017",0,0,2.6,0,0,0,0.5,0,0,0,0,0,0,0,5.6,0,0,0,0,1.6,0,"Shrub"
"220","NTASSD0018",0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,"Tussock.grass"
"221","NTASSD0019",0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,5.4,0,0,0,1.4,1.5,0,"Shrub"
"222","NTASTU0001",0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,2,0,0,0,14.2,15.5,0,"Tussock.grass"
"223","NTASTU0002",0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,2.9,0,0,2.3,17.9,34.4,0,"Tussock.grass"
"224","NTASTU0003",0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,5.2,0,0,0,18,53.4,0.1,"Tussock.grass"
"225","NTASTU0004",0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,5.9,0,0,0,19.5,61.5,4.5,"Tussock.grass"
"226","NTASTU0005",0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,9.5,0,0,0,21.5,29.5,0,"Tussock.grass"
"227","NTATAN0001",0,0,0,0,0,0,0,0,0,0,14.8,0,0,0,30,5.2,0,0.3,0.7,3,0,"Shrub"
"228","NTATAN0002",0,0,0,0,0,0,0.5,0,0,0,18.2,0,0,0,29.9,0,0,0,1.2,8.7,0,"Shrub"
"229","NTATAN0003",0,0,0,0,0,0,8.7,0,0,0,20.9,0,0,0.2,5,0,0,0,0.8,0.2,0.1,"Hummock.grass"
"230","NTATAN0004",0,0,0,0,0,0,6.5,0,0,0,9,0,0,1.5,1.4,0.4,0,0.8,0,8.7,0.1,"Hummock.grass"
"231","NTTDAB0001",0,0,0,0,0,0,1.2,0,0,0,1.1,0,0,0.4,26.9,0,0,0,31.7,15.3,0.3,"Tree.Palm"
"232","NTTDAC0001",0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,19.8,0,0,0,37.7,42.6,2.6,"Tussock.grass"
"233","NTTDMR0001",0,0,0,0,0,0,2.8,0,0,0,8,0,0,17.6,14.2,0,0,0,3.9,8.7,2.2,"Sedge"
"234","NTTDMR0002",0,0,0,0,0,0,1.2,0,0,0,8.3,0,0,8.9,3.5,0,0,0,7.1,26.6,0.3,"Tussock.grass"
"235","NTTDMR0003",0,0,0,0,0,0,2.7,0,0,0,2.2,0,0,13.1,3,0,0,0,4.5,30,2.2,"Tussock.grass"
"236","NTTMGD0001",0,0,0,0,0,0,9.4,0,0,0,0,0,0,4.5,3,0,0,0,9.9,30.2,0,"Tussock.grass"
"237","NTTPCK0001",0,0,0,0,0,0,5.9,0,0,0,0,0,0,3.7,23.4,0,0,0,46.9,42.9,0.3,"Tree.Palm"
"238","NTTSTU0001",0,0,0,0,0,0.6,5.6,0,0,0,0,0,0,1.4,3.5,0,0,0.2,49.8,32,1.9,"Tree.Palm"
"239","QDABBN0001",0,0,0,0,0,14.7,0.2,0,0,0,0,0,0,0,37.7,0,0,0,33.9,12.4,1.5,"Shrub"
"240","QDABBN0002",0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0.3,10.9,0,0,0.1,42.8,15.6,0.6,"Tree.Palm"
"241","QDABBS0001",0,0,0,0,0,0,10.4,0,0,0,0,0,0,6.1,0,0,0,0,0,77.3,1.3,"Tussock.grass"
"242","QDABBS0002",0,0,9.5,0,0,0,3.2,0,0,0,0,0,0,7.5,0,0,0,0,0,45.1,0.8,"Tussock.grass"
"243","QDABBS0003",0,0,2,0,0.1,0.4,2.9,0,0,0.3,0,0,0,0.8,16.4,0,0,0,53.1,35.7,0.3,"Tree.Palm"
"244","QDABBS0004",0,0,0,1,0,0,9.4,0,0,0,0,0,0.6,1.2,4.8,0,0,0,29,40.7,2.2,"Tussock.grass"
"245","QDABBS0005",0,0,0.6,0,0,0.1,9.2,0,0,0,0,0,0.3,3.4,2.2,0,0,0,31.2,28.5,1.3,"Tree.Palm"
"246","QDABBS0006",0,0,0.5,0,0,0,7.2,0,0,0,0,0,0,4.7,0,0,0,0,21.6,50.2,0.8,"Tussock.grass"
"247","QDABBS0007",0,0,5.1,0,0,0,12.7,0,0,0,0,0,0,2.2,1,0,0,0,14.7,20.4,0.7,"Tussock.grass"
"248","QDABBS0008",0,0,14.5,0,0,0,17.7,0,0,0,0,0,0,11.5,1.2,0,0,0,9,46.9,0.9,"Tussock.grass"
"249","QDABBS0009",0,0,4.8,0,0,0.1,22.9,0,0,0,0,0,0,2.5,10,0,0,0,39,22,0.4,"Tree.Palm"
"250","QDABBS0010",0,0,7.3,0,0,0.4,35.3,0,0,0,0,0,0,0.3,54.4,0,0,0,39,11.5,1.8,"Shrub"
"251","QDACHC0001",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,2.3,0,0,0,7.5,1.9,0,"Tree.Palm"
"252","QDACHC0002",0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,8.4,0,0,0,10.9,0.2,0,"Tree.Palm"
"253","QDACHC0003",0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,10.6,5.3,0,"Tree.Palm"
"254","QDACHC0004",0,0,1.7,0,0,0,0.9,0,0,0,0,0,0,4.5,1.9,0,0,0,7.6,8.6,0,"Tussock.grass"
"255","QDACHC0005",0,0,0.8,0,0,0,0.5,0,0,0,0,0,0,0.4,0,0,0,0,1,6.4,0,"Tussock.grass"
"256","QDACHC0006",0,0,4.2,0,0,0,0.6,0,0,0,0,0,0,0.4,0,0,0,0,0,8.8,0,"Tussock.grass"
"257","QDACHC0007",0,0,3.5,0,0,0,0.4,0,0,0,0,0,0,0,0.7,0,0,0,0,6.8,0,"Tussock.grass"
"258","QDACYP0001",0,0,0,0,4.5,0,0.4,0,0,0,0,0,0,0,63,0,0,0,0.5,2.6,0,"Shrub"
"259","QDACYP0002",0,0,0,0,0,0.2,0.7,0,6.6,0,0,0,0,24.5,51.8,0,0,0,1.3,1.5,1.9,"Shrub"
"260","QDACYP0003",0,0,0,0,5,0,0.6,0,0,0,17.8,0,0,19.6,74.2,0,0,0,0.7,0.5,0,"Shrub"
"261","QDACYP0004",0,0,0,0,0,0.1,16.6,0,0,0,0,0,0.4,5,9,0,0,0,26,30.9,1.2,"Tussock.grass"
"262","QDACYP0005",0,0,0,0,0,0,11.6,0,0,0,0,0,0.6,8.9,9.3,0,0,0,28.4,44.6,0,"Tussock.grass"
"263","QDACYP0006",0,0,0,0,0,0,5,0,0,0,0,0,0,0.2,11.5,0,0,0,27.4,51,0.4,"Tussock.grass"
"264","QDACYP0007",0,0,0,0,0.3,1.2,3.2,0,0,0,0,0,0,0.3,16.6,0,0,0,41.7,61.4,0,"Tussock.grass"
"265","QDACYP0008",0,0,0,0,0,0,2.1,0,15,1.4,0,0,2.3,14,9.2,0,0,0,30,10.7,1.3,"Tree.Palm"
"266","QDACYP0009",0,0,0,0,0,0.6,6.5,0,0,0,0,0,0.4,1,6,0,0,0,32.8,57.6,0.6,"Tussock.grass"
"267","QDACYP0010",0,0,0,0,0,0,6.2,0,0,0,0,0,0,4.1,1.5,0,0,0,0.2,86.1,5.3,"Tussock.grass"
"268","QDACYP0011",0,0,0,0,0,0.2,4.1,0,0,0,0,0,0,2.8,5.2,0,0,0,30.5,59.3,0.8,"Tussock.grass"
"269","QDACYP0012",0,0,0,0,0.3,0,5.9,0,0,0,0,0,0,0,30.7,0,0,0,79.9,0.3,46.2,"Tree.Palm"
"270","QDACYP0013",0,0,0,0,0,0,3.8,0,0,0,0,0,0,0.4,5.4,0,0,0,31.5,59.5,0.5,"Tussock.grass"
"271","QDACYP0014",0,0,0,0,0,0,8.4,0,0,0,0,0,0,8.4,5.1,0.1,0,0,35.6,55,0,"Tussock.grass"
"272","QDACYP0015",0,0,0,0,0,0,0.8,0,0,0,0,0,0,3.5,0.4,0,0,0,24.8,53.8,0,"Tussock.grass"
"273","QDACYP0016",0,0,0,0,0,0,1.7,0,0,23.8,0,0,2.4,14,12,0.1,0,0,55.3,14.9,0.7,"Tree.Palm"
"274","QDACYP0017",0,0,0,0,0,0.1,0.9,0,0,0,0,0,2.7,3.4,49.5,0,0,0,21.9,26.1,5.3,"Shrub"
"275","QDACYP0018",0,0,0,0,0,0,1.6,0,0,0,0,0,3.2,10.6,43.1,0,0,0,34.2,7.4,2.1,"Shrub"
"276","QDACYP0019",0,0,0,0,0.5,0,3.9,0,0,0,0,0,0.2,42.1,37.5,0,0,0,5.1,0.1,0.2,"Sedge"
"277","QDACYP0020",0,0,0,0,0,0,0.8,0,0,0,0,0,3.2,9,32.7,0,0,0.6,39.3,6.2,1.1,"Tree.Palm"
"278","QDACYP0021",0,0,0,0,0,0,5.2,0,0,0,0,0,5.7,1,15.1,0,0,0,48.6,22.4,4.1,"Tree.Palm"
"279","QDACYP0022",0,0,0,0,0,0,3.5,0,0,0,0,0,0.2,40.5,7,0.1,0,0,37.4,13.3,0,"Sedge"
"280","QDACYP0023",0,0,0,0,0,0,3.8,0,0,0,0,0,0,0.6,7,0,0,0,41.7,53.2,2.8,"Tussock.grass"
"281","QDACYP0024",0,0,0,0,0.1,0,4.2,0,0,0,0,0,3.5,0.5,7.3,0,0,0,48.4,42.6,0.5,"Tree.Palm"
"282","QDADEU0001",0,0,0,0,0,0,32.2,0,0,0,0,0,0,0.6,0.6,0,0,0,4.5,53.3,1.7,"Tussock.grass"
"283","QDAEIU0001",0,0,0,0,0,0,0.7,0,0,0,0,0,0,0.1,0.4,0,0,0,0,55.7,0,"Tussock.grass"
"284","QDAEIU0002",0,0,0,0,0,0,1.3,0,0,0,0,0,0,4.1,0.4,0,0,0,7.6,45,0,"Tussock.grass"
"285","QDAEIU0003",0,0,0,0,0,0,1.4,0,0,0,0,0,0.1,0,0.5,0,0,0.6,3.9,48.6,0,"Tussock.grass"
"286","QDAEIU0004",0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0.2,0,0,0,10.3,75.4,0,"Tussock.grass"
"287","QDAEIU0005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,6.2,0,"Tussock.grass"
"288","QDAEIU0006",0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,5.5,0,0,0,40.1,22.3,0,"Tree.Palm"
"289","QDAEIU0007",0,0,0,0,0,0,2.1,0,0,0,0,0,0.1,0,6.8,0,0,0,39.7,18.3,0,"Tree.Palm"
"290","QDAEIU0008",0,0,0.2,0,0,0,6.9,0,0,0,0,0,0,1.9,33.1,0,0,0,6.3,36.4,0.4,"Tussock.grass"
"291","QDAEIU0009",0,0,0,0,0,0,16.6,0,0,0,0,0,0,2,4.8,0,0,0,3.5,73,2.1,"Tussock.grass"
"292","QDAEIU0010",0,0,0,0,0,0,6.5,0,0,0,0,0,0,0.6,19,0,0,0,27.9,32,0.4,"Tussock.grass"
"293","QDAGUP0001",0,0,0,0,0.1,0,1,0,0,0,0,0,0,0,21.2,0,0,0,11.9,15.2,0,"Shrub"
"294","QDAGUP0002",0,0,0,0,0.1,0,1.4,0,0,0,0,0,0,0,7.4,0,0,0,16.2,8.8,0,"Tree.Palm"
"295","QDAGUP0003",0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,10.3,0,0,0,18.1,8.2,0,"Tree.Palm"
"296","QDAGUP0004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,13.4,2.9,0,"Tree.Palm"
"297","QDAGUP0005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,24.4,0.3,0,"Tree.Palm"
"298","QDAGUP0006",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,11.4,0,0,0,12.2,0.1,0,"Tree.Palm"
"299","QDAGUP0007",0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0.2,0,0,0,0,40.6,0,"Tussock.grass"
"300","QDAGUP0008",0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.1,16.9,0,0,0,12.4,19.1,0,"Tussock.grass"
"301","QDAGUP0009",0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0.4,0,0,0,0.4,46.2,0,"Tussock.grass"
"302","QDAGUP0010",0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.3,19.7,0,0,0,3.1,5.4,0,"Shrub"
"303","QDAGUP0011",0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,13.9,0,0,0,19.1,20.9,0,"Tussock.grass"
"304","QDAGUP0012",0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.4,2.3,0,0,2.2,0.4,21.1,0,"Tussock.grass"
"305","QDAGUP0013",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0.2,24.3,0,"Tussock.grass"
"306","QDAGUP0014",0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,46.2,0,"Tussock.grass"
"307","QDAGUP0015",0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.1,0,0,0,0,62,0.9,"Tussock.grass"
"308","QDAGUP0016",0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,3.1,0,0,0,9,43.8,0.3,"Tussock.grass"
"309","QDAGUP0017",0,0,3,0,0,1.3,1.8,0,0,0,0,0,0,0.1,2.8,0,0,0,0,39.8,0.4,"Tussock.grass"
"310","QDAGUP0018",0,0,0,0,0,0,0.2,0,0,0,0,0,0,1.7,6.6,0,0,0,21.3,29.5,0.2,"Tussock.grass"
"311","QDAGUP0019",0,0,10.5,0,0,0,1.1,0,0,0,0,0,0,0,0.1,0,0,0,0,18,0,"Tussock.grass"
"312","QDAGUP0020",0,0,9.2,0,0,0,6.3,0,0,0,0,0,0,4.1,0,0,0,0,0,39.5,0,"Tussock.grass"
"313","QDAGUP0021",0,0,0,0,0.2,0,0.5,0,0,0,0,0,0,2.1,11.6,0,0,0,18.8,2.1,7.5,"Tree.Palm"
"314","QDAGUP0022",0,0,14.6,0,0,0,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0,21.6,0.1,"Tussock.grass"
"315","QDAGUP0023",0,0,0,0,0,0,0.1,0,0,0,0,0,0,33.3,0,0,0,0,0,27.5,0,"Sedge"
"316","QDAGUP0024",0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,10.1,0,"Tussock.grass"
"317","QDAGUP0025",0,0,0,0,0,0,1.8,0,0,0,0,0,0,0.4,4.6,0,0,0,13.6,25.8,6.6,"Tussock.grass"
"318","QDAGUP0026",0,0,0,0,0.1,0,0.4,0,0,0,0,0,0,0,6.7,0,0,0,4.8,39.9,0,"Tussock.grass"
"319","QDAGUP0027",0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,10.7,0,0,0,47.7,0.6,0.1,"Tree.Palm"
"320","QDAGUP0028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3,0,0,0,25.6,2.1,0.2,"Tree.Palm"
"321","QDAGUP0029",0,0,0,0,0,0,0.5,0,0,0,0,0,0,1.6,8.1,0,0,0,2.4,16.6,0,"Tussock.grass"
"322","QDAGUP0030",0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.7,7.3,0,0,0,7.4,20.2,0,"Tussock.grass"
"323","QDAGUP0031",0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.9,4.3,0,0,0,8.8,18.9,0,"Tussock.grass"
"324","QDAMGD0001",0,0,0.2,0,0,0,1.2,0,0,0,0,0,0,0,0.8,0,0,0,0,30.8,0,"Tussock.grass"
"325","QDAMGD0002",0,0,0.5,0,0,0,2.6,0,0,0,0,0,0,1.2,5,0,0,0,13.8,19.8,0,"Tussock.grass"
"326","QDAMGD0003",0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,39.9,0,"Tussock.grass"
"327","QDAMGD0004",0,0,6,0,0.1,0,0.6,0,0,0,0,0,0,0,1.3,0,0,0,9.2,10.7,0,"Tussock.grass"
"328","QDAMGD0005",0,0,0.6,0,0.3,0,0.9,0,0,0,0,0,0,4.1,4.1,0,0,0,12.6,21.3,0.1,"Tussock.grass"
"329","QDAMGD0006",0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,23.6,0,"Tussock.grass"
"330","QDAMGD0007",0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0.8,0,0,0,0.8,24.7,0,"Tussock.grass"
"331","QDAMGD0008",0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,20.2,0,"Tussock.grass"
"332","QDAMGD0009",0,0,1.9,0,0,0,6,0,0,0,0,0,0,0.4,0.6,0,0,0,0,0.7,0,"Forb"
"333","QDAMGD0010",0,0,0.1,0,0.1,13.5,4.6,0,0,0,0,0,0,4.3,14.5,0,0,0,13.7,1.8,0,"Shrub"
"334","QDAMGD0011",0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0,"Tussock.grass"
"335","QDAMGD0012",0,0,2.1,0,0.2,0,1.8,0,0,0,0,0,0,0,14.6,0,0,0,4.1,0,0,"Shrub"
"336","QDAMGD0013",0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0,"Tussock.grass"
"337","QDAMGD0014",0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,11.8,0,"Tussock.grass"
"338","QDAMGD0015",0,0,0.2,0,0.1,0,0.6,0,0,0,0,0,0,0.1,2.2,0,0,0,9.2,4.1,0,"Tree.Palm"
"339","QDAMGD0016",0,0,0.2,0,0.1,0,0.4,0,0,0,0,0,0,0,2.7,0,0,0,8.4,7.4,0.1,"Tree.Palm"
"340","QDAMGD0017",0,0,0.1,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,17.7,0,"Tussock.grass"
"341","QDAMGD0018",0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,35.7,0,"Tussock.grass"
"342","QDAMGD0019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7,0,"Tussock.grass"
"343","QDAMGD0020",0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.3,0,0,0,16.4,5.5,0.1,"Tree.Palm"
"344","QDAMGD0021",0,0,0,0,0,0,0.7,0,0,0,0.9,0,0,0,0,0,0,0,0,16.7,0,"Tussock.grass"
"345","QDAMGD0022",0,0,0,0,0,0,1.3,0,0,0,0,0,0,0.3,0.3,0,0,0,0,15.4,0,"Tussock.grass"
"346","QDAMGD0023",0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,8.8,0,0,0,15,33.4,0,"Tussock.grass"
"347","QDAMGD0024",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.4,0,0,0,1.2,5.8,0,"Tussock.grass"
"348","QDAMGD0025",0,0,0,0,0.2,0,0.1,0,0,0,0.2,0,0,0,5.2,0,0,0,22.4,0.7,0,"Tree.Palm"
"349","QDAMGD0026",0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,4.3,0,0,0,16.1,0.9,0,"Tree.Palm"
"350","QDAMGD0027",0,0,0,0,0,0,7.1,0,0,0,0,0,0,0.3,0,0,0,0,0.1,24.1,2.2,"Tussock.grass"
"351","QDAMGD0028",0,0,0,0,0,0,15.7,0,0,0,0,0,0,0.2,0.1,0,0,0,0,25,0.5,"Tussock.grass"
"352","QDAMII0001",0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.4,0,0,0,2,3.9,0,"Tussock.grass"
"353","QDAMII0002",0,0,0,0,0,0,0.4,0,0,0,3.5,0,0,0,0.9,0.8,0,3.1,0.2,18.7,2.2,"Tussock.grass"
"354","QDAMUL0001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0.9,42.8,0.9,0,"Tree.Palm"
"355","QDAMUL0002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8,0,0,"Tree.Palm"
"356","QDAMUL0003",0,0,0,0,0,0.1,2.6,0,0,0,0,0,0,0,6.9,0,0,0,44.6,4.7,0,"Tree.Palm"
"357","QDASEQ0001",0,0,0,0,0,0.4,4.2,0,0,1,0,0,8.7,0.2,16.3,0,0,0,81.5,26,6.6,"Tree.Palm"
"358","QDASEQ0002",0,0,0.1,0,0,0.6,14.2,0,0,0.3,0,0,0,2.4,2.6,0,0,0,0,94.7,0.2,"Tussock.grass"
"359","QDASEQ0003",0,0,0,0,0,0.3,5.3,0,0,2.6,0,0,10,1.3,9.7,0,0,0,80.6,15.3,3.3,"Tree.Palm"
"360","QDASEQ0004",0,0,0,0,0,0.1,3.5,0,0,1.7,0,0,7.2,2.9,21.7,0,0,0,72.4,16.4,7.5,"Tree.Palm"
"361","QDASSD0001",0,0,0.4,0,0,0,1.86666666666667,0,0,0,37.3,0,0,0,2.5,0,0,0,0,1.23333333333333,0,"Hummock.grass"
"362","QDASSD0002",0,0,1.16666666666667,0,0,0,1.36666666666667,0,0,0,12.3666666666667,0.2,0,0.2,5,0.4,0,2.4,0.0333333333333333,9.73333333333333,0,"Hummock.grass"
"363","QDASSD0003",0,0,7.33333333333333,0,0,0,3.63333333333333,0,0,0,5.5,0.0333333333333333,0,0.333333333333333,2.63333333333333,0,0,0,5.93333333333333,13.6333333333333,0,"Tussock.grass"
"364","QDASSD0004",0,0,1.3,0,0,0,2.36666666666667,0,0,0,41.3666666666667,0,0,0.333333333333333,0.4,0,0,0,0,3.16666666666667,0,"Hummock.grass"
"365","QDASSD0005",0,0,9.1,0,0,0,2.9,0,0,0,7.4,0,0,0.1,3.86666666666667,0,0,0,9.36666666666667,0.566666666666667,0,"Tree.Palm"
"366","QDASSD0006",0,0,0.0666666666666667,0,0,0,5.73333333333333,0,0,0,13.4666666666667,0.0666666666666667,0,0.0666666666666667,6.06666666666667,0,0,0,0,13.7666666666667,0,"Tussock.grass"
