,Unnamed: 0,x,y,bs,pv,npv,ue,spatial_ref,pv_filter,npv_filter,bs_filter,month,year,dayofyear,month_cir,dayofyear_cir,pv_lag,npv_lag,bs_lag,pv_change,npv_change,bs_change,photoperiod,photoperiod_gradient,days_since_fire,fire_severity,grass,shrub,tree,SLGA_1,SLGA_2,SLGA_3,DER_000_999,precip,tmax,tmin,vapourpres_h09,vapourpres_h15,MAT,MAP,VPD,precip_30,precip_90,precip_180,precip_365,precip_730,precip_1095,precip_1460,VPD_lag,VPD_7,VPD_14,VPD_30,tmax_lag,tmax_7,tmax_14,tmax_30,tmin_lag,tmin_7,tmin_14,tmin_30,time,CO2
0,1.0,204575.0,7356115.0,66.2479338842975,8.35537190082645,23.7933884297521,6.52892561983471,28354.0,8.383104873486698,25.657409515605686,64.43425244241074,9,1987,245,0.6816387600233341,0.6219518703256062,,,,,,,11.633644126959842,,10950,0,33.2333333333333,6.33333333333333,0.0,-4.643760285151436,-2.4069296085058576,0.3864196089849568,42.840637,0.158203125,27.4742431640625,10.7132568359375,6.48626708984375,6.34552001953125,24.2334134588881,195.61189778645834,1.82984997017203,0.0,16.5849609375,4.72265625,126.5634765625,134.5576171875,76.0625,234.0146484375,1.4200384250868758,11.22261104033679,11.148556410027819,19.66393898093579,24.533203125,162.5185546875,174.125,368.6611328125,6.9736328125,71.8828125,43.3876953125,108.572265625,1987-09-02,348.25
1,2.5,204575.0,7356115.0,64.6074380165289,9.07438016528926,24.8595041322314,6.710743801652891,28354.0,9.230632861079744,20.599002067287927,68.69646338686879,9,1987,261,0.6816387600233341,0.6556691338743984,8.383104873486698,25.657409515605686,64.43425244241074,,,,11.991906427595035,0.35826230063519304,10950,0,33.2333333333333,6.33333333333333,0.0,-4.643760285151436,-2.4069296085058576,0.3864196089849568,42.840637,1.5244140625,31.326904296875,14.0076904296875,8.00079345703125,7.489501953125,24.2334134588881,195.61189778645834,2.307167505948006,0.158203125,3.716796875,17.5908203125,126.5625,134.55859375,60.744140625,249.0947265625,2.095305607410631,12.009695366935349,11.115192725922515,28.404990160682893,28.6630859375,168.77734375,180.9013671875,422.4228515625,10.6142578125,61.5830078125,82.8369140625,138.6220703125,1987-09-18,348.25
2,4.5,204575.0,7356115.0,71.400826446281,11.0,16.29338842975205,6.223140495867765,28354.0,9.116511176742685,19.912940787556458,69.5343221797259,10,1987,277,0.7401768531960371,0.688126690746912,9.230632861079744,20.599002067287927,68.69646338686879,1.3223140495867751,-3.750000000000025,2.576446280991753,12.359918818817373,0.3680123912223383,10950,0,33.2333333333333,6.33333333333333,0.0,-4.643760285151436,-2.4069296085058576,0.3864196089849568,42.840637,0.013671875,35.5941162109375,18.24627685546875,6.8160400390625,7.24609375,24.2334134588881,195.61189778645834,3.242589187448437,1.6826171875,0.0,21.3076171875,126.1796875,134.9306640625,56.8984375,252.6572265625,2.3139219541688822,12.62709114557355,18.09206631750176,30.109076723045945,29.6806640625,177.8837890625,229.23046875,442.77734375,11.740234375,95.7578125,97.5673828125,174.091796875,1987-10-04,348.25
3,6.5,204568.117647059,7356118.705882356,65.9693728731162,5.646864365580958,27.1617403986388,5.4672824501701545,28354.0,8.438371299577348,21.716836852586127,68.43680787458985,10,1987,293,0.7401768531960371,0.7192621817455338,9.116511176742685,19.912940787556458,69.5343221797259,-1.7137578998541505,1.151118133203699,0.6809674282936484,12.72339190417891,0.36347308536153733,10950,0,33.2333333333333,6.33333333333333,0.0,-4.643760285151436,-2.4069296085058576,0.3864196089849568,42.840637,4.833984375,36.62384033203125,19.8525390625,9.9757080078125,9.65618896484375,24.2334134588881,195.61189778645834,3.2430007910823866,1.5380859375,0.158203125,21.2783203125,106.8427734375,149.9091796875,53.4599609375,246.6376953125,2.409215700160308,19.37381074431864,26.37143767280149,38.22057929278277,30.53125,210.2958984375,264.6669921875,500.806640625,17.2001953125,114.2412109375,132.779296875,232.78515625,1987-10-20,348.25
4,8.5,204575.0,7356115.0,71.75206611570246,5.929752066115722,20.78925619834715,5.64462809917355,28354.0,7.528107372793572,24.48632601539666,66.59952953083422,11,1987,309,0.793577803248942,0.7490157876964552,8.438371299577348,21.716836852586127,68.43680787458985,-2.535123966942139,2.2479338842975505,0.17561983471073006,13.062954317144618,0.3395624129657069,10950,0,33.2333333333333,6.33333333333333,0.0,-4.643760285151436,-2.4069296085058576,0.3864196089849568,42.840637,2.8291015625,38.5299072265625,20.490478515625,10.89166259765625,9.08551025390625,24.2334134588881,195.61189778645834,3.6073064383597933,4.84765625,1.6826171875,16.6337890625,89.259765625,151.48828125,69.7626953125,236.5185546875,2.142696190673856,20.38429575084511,24.329489034940536,54.413495609213015,28.4453125,230.697265625,256.8466796875,575.486328125,20.212890625,138.9384765625,124.9892578125,297.720703125,1987-11-05,348.25
5,10.5,204575.0,7356115.0,66.86776859504135,9.95867768595039,21.657024793388402,6.65702479338843,28354.0,6.651876203709212,27.05506860585266,64.92472621359865,11,1987,325,0.793577803248942,0.7773303443774742,7.528107372793572,24.48632601539666,66.59952953083422,2.1559066601847157,-2.7523578026251982,0.4491978609625775,13.349423350065928,0.28646903292131043,10950,0,33.2333333333333,6.33333333333333,0.0,-4.643760285151436,-2.4069296085058576,0.3864196089849568,42.840637,13.1845703125,36.47210693359375,21.03741455078125,10.41461181640625,11.04925537109375,24.2334134588881,195.61189778645834,3.213610186490227,7.6630859375,1.6962890625,16.5849609375,84.0361328125,155.970703125,70.4375,235.83203125,4.517601704129161,25.12199293188224,24.121044890379874,52.48864495517918,40.0546875,249.599609375,262.2939453125,580.51953125,29.5830078125,129.6875,132.7412109375,319.9765625,1987-11-21,348.25
6,12.5,204575.0,7356115.0,61.37190082644631,7.541322314049564,29.56198347107435,6.31404958677686,28354.0,6.01009726375013,28.614749530663595,64.0212669937886,12,1987,341,0.8414709848078965,0.8041514523449627,6.651876203709212,27.05506860585266,64.92472621359865,0.8057851239669209,4.386363636363599,-5.1900826446280774,13.544365065294487,0.19494171522855908,10950,0,33.2333333333333,6.33333333333333,0.0,-4.643760285151436,-2.4069296085058576,0.3864196089849568,42.840637,23.9267578125,40.143310546875,25.12420654296875,17.5413818359375,15.0123291015625,24.2334134588881,195.61189778645834,3.6761113344722043,16.01171875,6.3740234375,16.7431640625,80.890625,157.728515625,71.5537109375,212.4775390625,3.645093582988999,15.096313126074651,25.124567038031607,63.570213295066495,37.3486328125,194.8515625,265.453125,637.8486328125,18.1884765625,109.15234375,160.111328125,341.158203125,1987-12-07,348.25
7,14.5,204575.0,7356115.0,57.520661157024804,3.7933884297520684,37.41322314049585,9.016528925619825,28354.0,5.7374526884493475,28.71507827337957,64.20465094806602,12,1987,357,0.8414709848078965,0.8294275814489923,6.01009726375013,28.614749530663595,64.0212669937886,-3.0826446280991604,7.878099173553725,-4.673553719008275,13.611353524768154,0.0669884594736665,10950,0,33.2333333333333,6.33333333333333,0.0,-4.643760285151436,-2.4069296085058576,0.3864196089849568,42.840637,21.8056640625,38.437255859375,25.41973876953125,19.6226806640625,18.0081787109375,24.2334134588881,195.61189778645834,3.125442585227699,37.10546875,9.20703125,0.158203125,97.2919921875,157.3486328125,45.6328125,238.9306640625,4.592160666400341,18.390369786064905,28.600708745969477,52.35087629965356,43.228515625,226.3935546875,291.7529296875,578.5712890625,28.66796875,148.466796875,186.99609375,325.30859375,1987-12-23,348.25
8,16.0,204575.0,7356115.0,73.9421487603306,8.49586776859504,15.9752066115702,6.0,28354.0,6.380633995827982,26.896089227299747,65.4346670273492,1,1988,8,0.08323691620031025,0.021916053410854716,5.7374526884493475,28.71507827337957,64.20465094806602,0.4772727272727382,-6.793388429752074,6.285123966942145,13.532284379011655,-0.07906914575649893,10950,0,33.2333333333333,6.33333333333333,0.0,-4.643760285151436,-2.4069296085058576,0.3864196089849568,42.840637,0.17578125,43.22918701171875,25.991943359375,13.5499267578125,11.41748046875,24.2334134588881,195.61189778645834,4.796592507291912,45.732421875,20.861328125,1.6826171875,97.271484375,156.1044921875,46.884765625,218.232421875,3.888873276306861,23.732805206852685,16.05195144328178,59.33603330117626,40.1708984375,245.10546875,248.921875,642.1728515625,28.6318359375,154.251953125,163.7763671875,424.1865234375,1988-01-08,350.45
9,17.0,204579.368932039,7356121.99029126,59.7766990291262,0.087378640776699,39.4563106796116,4.31067961165049,28354.0,6.5285354113495995,23.891048276225597,68.30576589072643,1,1988,24,0.08323691620031025,0.06570605393630431,6.380633995827982,26.896089227299747,65.4346670273492,-1.8530048944876851,1.0215437695578728,1.1280189360506974,13.326430483286245,-0.20585389572540969,10950,0,33.2333333333333,6.33333333333333,0.0,-4.643760285151436,-2.4069296085058576,0.3864196089849568,42.840637,1.4384765625,39.62896728515625,25.29339599609375,13.237548828125,11.53814697265625,24.2334134588881,195.61189778645834,3.9803902369908455,13.2900390625,53.4658203125,1.6962890625,94.9775390625,157.3798828125,47.8974609375,164.2744140625,5.650339259055567,28.394856188777798,34.45302990734519,52.56783997935105,46.7109375,256.1962890625,303.8779296875,619.080078125,30.0615234375,141.8916015625,189.673828125,400.904296875,1988-01-24,350.45
