,Unnamed: 0,pv,npv,bs,ue,x,y,spatial_ref,pv_filter,npv_filter,bs_filter,month,year,dayofyear,month_cir,dayofyear_cir,pv_lag,npv_lag,bs_lag,pv_change,npv_change,bs_change,photoperiod,photoperiod_gradient,days_since_fire,fire_severity,grass,shrub,tree,SLGA_1,SLGA_2,SLGA_3,DER_000_999,MAT,MAP,precip_30,precip_90,precip_180,precip_365,precip_730,precip_1095,precip_1460,VPD_lag,VPD_7,VPD_14,VPD_30,tmax_lag,tmax_7,tmax_14,tmax_30,tmin_lag,tmin_7,tmin_14,tmin_30,time,CO2
0,1,30.95,22.05,45.8,8.1,122595.0,-2648850.0,3577,30.849092707258347,22.934674922600664,44.93030615755071,9,1987,250,0.6816387600233341,0.6326199676319089,,,,,,,11.732918937220967,0.022853277372787417,10950,0,13.6,3.1,31.1,-0.8068686240185325,-0.381933395680625,-0.2097769631945692,11.4549,21.982112864388036,260.4392487281977,7.3037109375,45.2314453125,9.251953125,217.6494140625,172.5751953125,202.125,286.029296875,0.954934139794144,9.999224058664733,11.099844166426916,18.9613396469955,21.9150390625,157.8515625,177.7197265625,343.794921875,8.599609375,56.1533203125,61.2939453125,68.0615234375,1987-09-07,348.25
1,2,29.5,23.65,45.3,8.5,122595.0,-2648850.0,3577,29.530664283257167,22.04270234409554,47.11331883630647,9,1987,257,0.6816387600233341,0.6473554254622432,30.849092707258347,22.934674922600664,44.93030615755071,,,,11.894847954087922,0.02331720404042592,10950,0,13.6,3.1,31.1,-0.8068686240185325,-0.381933395680625,-0.2097769631945692,11.4549,21.982112864388036,260.4392487281977,7.3037109375,32.578125,21.9052734375,217.6494140625,172.5751953125,192.3994140625,295.7548828125,1.749321603400503,8.307100440344943,10.954158198458877,22.86387852049372,25.3251953125,138.7099609375,179.7666015625,378.744140625,6.1904296875,48.5791015625,64.7529296875,97.7216796875,1987-09-14,348.25
2,3,27.7,21.85,49.25,7.9,122595.0,-2648850.0,3577,28.23972950853756,20.919639029700946,49.50331928992923,9,1987,266,0.6816387600233341,0.6659504202533076,29.530664283257167,22.04270234409554,47.11331883630647,-1.625,-0.09999999999999964,1.7250000000000014,12.106650976808531,0.023666957026996727,10950,0,13.6,3.1,31.1,-0.8068686240185325,-0.381933395680625,-0.2097769631945692,11.4549,21.982112864388036,260.4392487281977,7.3037109375,0.26953125,54.2138671875,217.6494140625,172.5751953125,182.125,305.533203125,2.1983940296195583,13.017849750204654,10.89578867255221,24.288303939182327,29.1650390625,175.2001953125,172.654296875,397.7763671875,9.259765625,50.1796875,50.2197265625,144.7568359375,1987-09-23,348.25
3,4,27.6,20.5,50.55,8.35,122595.0,-2648850.0,3577,27.005917130684935,19.904184669819347,51.73024255586178,9,1987,273,0.6816387600233341,0.6801338518023718,28.23972950853756,20.919639029700946,49.50331928992923,-0.9499999999999993,-1.5749999999999993,2.625,12.272755516293225,0.02375209991961391,10950,0,13.6,3.1,31.1,-0.8068686240185325,-0.381933395680625,-0.2097769631945692,11.4549,21.982112864388036,260.4392487281977,7.46484375,0.26953125,54.2138671875,210.3271484375,179.8974609375,181.443359375,306.1494140625,1.490766007260688,16.75850105012661,15.216243779824213,24.08424844530763,24.5546875,200.5595703125,204.365234375,392.7109375,11.1103515625,89.240234375,59.439453125,133.6826171875,1987-09-30,348.25
4,5,25.75,14.05,58.9,7.0,122595.0,-2648850.0,3577,25.859020979880114,19.233926135783737,53.52568478133495,10,1987,282,0.7401768531960371,0.6980014132400785,27.005917130684935,19.904184669819347,51.73024255586178,-0.9749999999999996,-3.9000000000000004,4.824999999999999,12.486001216235326,0.023601083699462677,10950,0,13.6,3.1,31.1,-0.8068686240185325,-0.381933395680625,-0.2097769631945692,11.4549,21.982112864388036,260.4392487281977,0.1611328125,7.5732421875,54.2138671875,208.6376953125,181.5869140625,147.435546875,340.1572265625,3.123986169460859,16.2999141004742,16.12116202124348,31.375966494071285,34.759765625,197.330078125,204.98828125,443.150390625,19.7158203125,69.24609375,103.646484375,130.8994140625,1987-10-09,348.25
5,6,25.3,18.6,54.75,8.05,122595.0,-2648850.0,3577,24.828999968899353,19.045337479857636,54.722903223367624,10,1987,289,0.7401768531960371,0.7116055685391126,25.859020979880114,19.233926135783737,53.52568478133495,-1.1500000000000004,-0.9499999999999993,2.1000000000000014,12.649921017444987,0.0232462585458606,10950,0,13.6,3.1,31.1,-0.8068686240185325,-0.381933395680625,-0.2097769631945692,11.4549,21.982112864388036,260.4392487281977,0.1611328125,7.5732421875,54.2138671875,208.5986328125,171.12109375,157.9404296875,323.015625,3.808704393484839,18.592174777225225,19.42390026993506,36.601339842762556,37.6796875,212.8798828125,232.08984375,475.484375,19.3564453125,110.99609375,88.9619140625,184.326171875,1987-10-16,348.25
6,7,23.2,19.15,56.1,7.15,122595.0,-2648850.0,3577,23.945978093114316,19.37377993523509,55.25681624876671,10,1987,298,0.7401768531960371,0.7287113685069326,24.828999968899353,19.045337479857636,54.722903223367624,-1.2750000000000004,2.549999999999999,-1.3999999999999986,12.855303150616304,0.022408791846842746,10950,0,13.6,3.1,31.1,-0.8068686240185325,-0.381933395680625,-0.2097769631945692,11.4549,21.982112864388036,260.4392487281977,0.2861328125,7.5732421875,53.017578125,189.330078125,186.1025390625,163.423828125,315.6396484375,2.48055680607727,17.461521958685406,20.522364956917922,42.06463511501484,29.48046875,202.3994140625,237.388671875,507.5087890625,16.1064453125,100.88671875,121.3916015625,229.5107421875,1987-10-25,348.25
7,8,23.55,26.05,48.9,7.85,122595.0,-2648850.0,3577,23.240244430488637,20.153501916037605,55.16400333411893,11,1987,305,0.793577803248942,0.7417101105237511,23.945978093114316,19.37377993523509,55.25681624876671,-0.875,3.7249999999999996,-2.9250000000000007,13.008294569203729,0.021390026968674647,10950,0,13.6,3.1,31.1,-0.8068686240185325,-0.381933395680625,-0.2097769631945692,11.4549,21.982112864388036,260.4392487281977,0.484375,7.734375,45.626953125,193.3779296875,186.998046875,165.87109375,309.306640625,4.302919648963119,20.302255410175025,19.942078764762677,46.465838050689285,39.3798828125,218.3779296875,231.8798828125,539.9091796875,26.2763671875,115.38671875,116.9931640625,247.255859375,1987-11-01,348.25
8,9,22.5,23.4,52.55,7.05,122595.0,-2648850.0,3577,22.565797051242594,22.126222693711647,53.81922319166097,11,1987,314,0.793577803248942,0.7580212844421134,23.240244430488637,20.153501916037605,55.16400333411893,-0.34999999999999964,2.125,-1.7750000000000021,13.191868207957441,0.01949704990026646,10950,0,13.6,3.1,31.1,-0.8068686240185325,-0.381933395680625,-0.2097769631945692,11.4549,21.982112864388036,260.4392487281977,4.6923828125,7.46484375,45.2314453125,174.154296875,205.0234375,158.7236328125,312.19140625,3.5782055397068864,15.831779077230326,26.559361616161794,46.56037064062332,38.693359375,187.1865234375,267.455078125,537.337890625,18.951171875,107.0166015625,162.8935546875,271.546875,1987-11-10,348.25
9,10,22.5,23.3,52.85,7.9,122595.0,-2648850.0,3577,22.286133061981126,23.48039793023962,52.75928576067106,11,1987,321,0.793577803248942,0.7703896392969712,22.565797051242594,22.126222693711647,53.81922319166097,-0.5250000000000004,-1.375,1.9750000000000014,13.320629003954332,0.017497256235465386,10950,0,13.6,3.1,31.1,-0.8068686240185325,-0.381933395680625,-0.2097769631945692,11.4549,21.982112864388036,260.4392487281977,4.6923828125,7.46484375,45.2314453125,173.259765625,205.9072265625,158.6787109375,312.1669921875,4.569415943397504,21.963055667109458,19.409984616937212,52.59736729986719,41.0927734375,217.888671875,225.8798828125,567.404296875,27.791015625,124.8857421875,125.9677734375,313.048828125,1987-11-17,348.25
