,Unnamed: 0,pv,npv,bs,ue,x,y,spatial_ref,pv_filter,npv_filter,bs_filter,month,year,dayofyear,month_cir,dayofyear_cir,photoperiod,photoperiod_gradient,days_since_fire,fire_severity,grass,shrub,tree,SLGA_1,SLGA_2,SLGA_3,DER_000_999,MAT,MAP,precip_30,precip_90,precip_180,precip_365,precip_730,precip_1095,precip_1460,VPD_lag,VPD_7,VPD_14,VPD_30,tmax_lag,tmax_7,tmax_14,tmax_30,tmin_lag,tmin_7,tmin_14,tmin_30,time,CO2
0,1,43.5789473684211,46.0,9.0,20.6315789473684,461547.631578947,-3848328.15789474,3577,43.868822331319286,43.83238783810625,10.950889455085324,9,1987,254,0.6816387600233341,0.6410690690149683,11.67694756696403,0.03578687772201228,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,19.6484375,168.693359375,121.02734375,167.26953125,422.0087890625,446.2353515625,437.7421875,0.5117965948004224,2.2389187972097453,2.9057222053401763,5.977623391814143,15.5185546875,94.3740234375,105.0595703125,251.9892578125,7.5615234375,50.44140625,50.6357421875,132.4384765625,1987-09-11,348.25
1,2,42.3157894736842,46.2105263157895,10.2631578947368,20.1052631578947,461547.631578947,-3848328.15789474,3577,43.34484730439085,48.89973417561716,6.476114969617514,10,1987,286,0.7401768531960371,0.7058069740145997,12.843315455823394,0.03624042222492818,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,15.7431640625,142.083984375,154.44140625,123.3095703125,464.38671875,413.669921875,471.431640625,0.6256111994933382,2.8820536745194163,3.4510907316654014,11.568066125328528,16.4833984375,101.87890625,121.3330078125,324.1337890625,5.978515625,52.033203125,56.1572265625,160.552734375,1987-10-13,348.25
2,3,44.2631578947368,49.1578947368421,5.52631578947368,19.5789473684211,461547.631578947,-3848328.15789474,3577,43.47774215619865,50.08466522878085,5.2241813823205705,11,1987,318,0.793577803248942,0.7651233475735113,13.912282393679803,0.028852176802399043,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,28.26171875,35.37109375,204.9921875,142.2412109375,482.4091796875,417.611328125,466.7060546875,0.7689152442638714,5.369325803720876,10.220777033576354,10.834488958558145,20.59375,136.0751953125,169.697265625,321.02734375,11.109375,65.1845703125,103.123046875,159.2431640625,1987-11-14,348.25
3,4,47.6666666666667,47.1666666666667,4.0,19.0555555555556,461546.666666667,-3848331.66666667,3577,43.82267056882912,48.91342690933289,6.109362809623568,12,1987,350,0.8414709848078965,0.818562561459001,14.508030859269706,0.006469315372148898,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,41.826171875,43.9599609375,187.7802734375,152.751953125,499.103515625,417.791015625,451.9619140625,2.99499151076337,6.197465893199847,5.083734964986574,14.274887011859754,37.0498046875,165.619140625,143.669921875,367.5205078125,20.8994140625,92.2744140625,73.72265625,196.21484375,1987-12-16,348.25
4,5,43.8947368421053,47.4736842105263,7.26315789473684,19.2105263157895,461547.631578947,-3848328.15789474,3577,44.04559771795809,46.64479358984048,8.203673912033846,2,1988,33,0.16589613269341502,0.09028783724052472,13.808251898740302,-0.030198548863284103,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,29.62109375,42.265625,73.9658203125,296.1689453125,500.3232421875,421.080078125,456.7451171875,0.8883987024459599,9.894238960730409,7.801767676986818,21.58344959390195,20.4658203125,171.49609375,169.7509765625,450.2451171875,14.228515625,104.1962890625,93.71484375,251.6064453125,1988-02-02,350.45
5,6,42.8947368421053,44.8947368421053,11.0,17.5263157894737,461547.631578947,-3848328.15789474,3577,43.92329027285079,44.270068103702464,10.736869894136984,3,1988,81,0.24740395925452294,0.2201008047601089,12.106518661576759,-0.03710438635110336,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,7.3291015625,42.8525390625,83.65625,310.6533203125,515.236328125,397.5009765625,474.7470703125,2.380382515139565,6.413979900500724,5.6600073982458685,16.520836473166177,32.6259765625,148.0458984375,160.751953125,397.326171875,19.2880859375,85.4677734375,91.6259765625,238.740234375,1988-03-21,350.45
6,7,35.625,56.625,7.0,21.5,461550.0,-3848313.75,3577,43.343316396361836,42.51308174514931,13.096446504596845,4,1988,97,0.3271946967961522,0.26263631823147177,11.520969288398232,-0.035941807950665705,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,10.7998046875,42.91796875,73.9482421875,312.19140625,523.3388671875,396.06640625,459.544921875,0.7452689051643228,3.6552750194634216,10.430581301348662,17.76349296567934,21.2353515625,124.720703125,199.8515625,400.095703125,13.3388671875,91.1123046875,128.77734375,231.1982421875,1988-04-06,350.45
7,8,40.9444444444444,29.8333333333333,28.1666666666667,18.6111111111111,461548.333333333,-3848328.33333333,3577,42.3040457449289,41.83019426923691,14.827640036153245,6,1988,161,0.479425538604203,0.4269307177680907,9.84024297169223,-0.009745657557344245,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,76.40625,31.609375,43.083984375,279.77734375,534.9619140625,380.357421875,502.9013671875,0.38282678283663596,2.937976931503132,3.1853276735477896,6.174235884268655,16.20703125,101.9423828125,123.8583984375,291.798828125,7.8603515625,63.2890625,77.21875,184.8896484375,1988-06-09,350.45
8,9,46.3636363636364,41.8181818181818,10.9090909090909,24.5454545454545,461548.636363636,-3848316.81818182,3577,40.50320408108328,41.73768089421026,16.733188845163628,8,1988,225,0.618369803069737,0.5781327361770225,10.699909991612198,0.030392299188369165,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,65.201171875,152.9052734375,32.509765625,148.439453125,517.4599609375,436.17578125,467.458984375,0.5058842963429928,2.1097276963300455,2.4766796208189543,5.414881762132718,15.2783203125,85.4580078125,107.9365234375,245.767578125,6.14453125,39.3818359375,61.677734375,136.9345703125,1988-08-12,350.45
9,10,45.3157894736842,39.1052631578947,14.3684210526316,13.8421052631579,461547.631578947,-3848328.15789474,3577,39.69223514953549,44.004224274861826,15.281454987157307,9,1988,273,0.6816387600233341,0.6801338518023718,12.368505288505759,0.036679216355384625,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,43.197265625,141.9775390625,141.458984375,132.48046875,435.3984375,456.9716796875,431.8203125,0.8133318071811194,4.825667225973613,4.175754865510464,8.630301426910144,19.5693359375,119.50390625,124.943359375,292.3212890625,12.3115234375,64.5712890625,67.82421875,159.1787109375,1988-09-29,350.45
10,11,44.5263157894737,48.4736842105263,5.84210526315789,20.3684210526316,461547.631578947,-3848328.15789474,3577,38.786318868776746,46.115245732258174,14.042011640817822,10,1988,305,0.7401768531960371,0.7417101105237511,13.507871365442604,0.033303295373055875,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,12.142578125,99.255859375,219.705078125,105.439453125,414.2998046875,482.9697265625,443.0380859375,0.7258443499764474,5.1266042168852985,6.9846843250570485,12.870774374505888,20.6533203125,126.8779296875,159.0205078125,328.3974609375,12.1591796875,59.2138671875,78.732421875,156.4228515625,1988-10-31,350.45
11,12,20.5,55.25,23.25,8.25,461527.5,-3848272.5,3577,39.072265928006544,50.09879494754573,9.708234064510481,12,1988,337,0.8414709848078965,0.7975890542112029,14.355996543143707,0.017436684801339197,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,23.7734375,53.16796875,205.8984375,145.5478515625,433.2373046875,488.08984375,417.0546875,0.7594391671076797,4.757739039415029,3.94751164975415,16.10757721715621,23.73046875,116.93359375,135.9990234375,357.25390625,10.1591796875,64.5341796875,79.50390625,196.3828125,1988-12-02,350.45
12,13,40.8421052631579,51.0,7.05263157894737,17.8421052631579,461547.631578947,-3848328.15789474,3577,39.616114644135465,51.705505468940785,7.552565204063176,12,1988,353,0.8414709848078965,0.823256098292939,14.521937984651546,0.003713414840600393,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,30.6181640625,31.3564453125,181.2060546875,187.91015625,418.2607421875,506.654296875,418.2998046875,0.8048984226587946,8.91214885413352,5.857622441713166,11.896380830304278,23.400390625,165.33984375,161.08984375,335.8427734375,15.69921875,89.0439453125,99.9619140625,188.6650390625,1988-12-18,350.45
13,14,44.8,51.0,3.0,16.0,461547.0,-3848319.0,3577,39.62784660570855,51.56328598211078,7.65613404573694,2,1989,35,0.16589613269341502,0.09574352691494717,13.746654720470037,-0.030993388348896644,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,1.412109375,50.5810546875,102.3466796875,262.0556640625,442.021484375,500.3232421875,421.080078125,0.8638305901100491,7.9184648683706556,13.44941138611224,19.544669207688575,23.6064453125,154.6953125,206.9326171875,401.53515625,15.298828125,102.4208984375,123.728515625,234.0458984375,1989-02-04,352.08
14,15,43.8947368421053,49.1578947368421,5.84210526315789,18.8947368421053,461547.631578947,-3848328.15789474,3577,40.940012298813414,46.52420632161669,11.313417924749137,3,1989,67,0.24740395925452294,0.1825325313196922,12.626761643629884,-0.037032251240184166,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,0.578125,17.01171875,85.8154296875,300.271484375,438.390625,515.32421875,421.912109375,2.098079368341208,9.091031298113363,12.277361461123173,18.8653074402654,33.755859375,186.736328125,206.412109375,426.546875,20.0478515625,113.6484375,111.931640625,252.6953125,1989-03-08,352.08
15,16,43.0,41.7368421052632,14.0,22.3684210526316,461547.631578947,-3848328.15789474,3577,42.666822016172006,43.49586965909438,12.593837277271932,6,1989,179,0.479425538604203,0.47098845096423725,9.797779401587778,0.004344793632705901,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,111.2109375,79.2255859375,6.9609375,250.4931640625,432.1806640625,548.576171875,375.76171875,0.4720126824398225,2.199704176469194,1.989282064460241,5.590075782916204,13.6865234375,83.771484375,103.7578125,234.0654296875,7.3603515625,45.1103515625,70.1708984375,139.19921875,1989-06-28,352.08
16,17,46.8333333333333,42.8333333333333,9.0,24.1666666666667,461545.0,-3848280.0,3577,44.52987743340671,40.77182660638954,13.431188237647055,7,1989,195,0.5508090958869698,0.5091927471873186,9.969313069336598,0.016032203883288076,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,121.7880859375,117.7294921875,15.708984375,217.77734375,456.2900390625,471.3935546875,459.11328125,0.41928244500615836,1.462711933290184,2.132551506484987,5.180678025828638,14.1484375,80.0478515625,103.8642578125,226.7099609375,5.958984375,40.4736328125,58.724609375,135.19140625,1989-07-14,352.08
17,18,36.8947368421053,31.5789473684211,30.2105263157895,15.5263157894737,461547.631578947,-3848328.15789474,3577,44.62768618866208,40.981415317607684,13.106270175968406,7,1989,211,0.5508090958869698,0.5464187550176638,10.306582549659383,0.02504379565601411,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,89.9521484375,166.1787109375,28.5244140625,166.4638671875,423.6259765625,518.4794921875,452.490234375,0.3424109702800321,1.1743114382379467,1.7040086704997717,4.797307840360492,16.5380859375,84.537109375,94.8759765625,223.9970703125,9.619140625,35.6748046875,43.583984375,119.015625,1989-07-30,352.08
18,19,41.4210526315789,46.1578947368421,11.0526315789474,20.5263157894737,461547.631578947,-3848328.15789474,3577,41.078785910380745,43.890210061668306,13.821297885177875,8,1989,243,0.618369803069737,0.617651840044935,11.289409270098894,0.03443731908246761,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,74.3212890625,202.7421875,102.30078125,109.4267578125,425.98828125,481.857421875,446.6875,0.324618054232451,2.105459781179072,2.3225401753433137,5.1378425092209845,17.1484375,86.0888671875,101.2666015625,230.7978515625,6.9150390625,38.669921875,49.6552734375,116.44921875,1989-08-31,352.08
19,20,44.0,48.6842105263158,6.36842105263158,20.8947368421053,461547.631578947,-3848328.15789474,3577,41.32503976850806,46.124196767834036,11.375392113404304,10,1989,291,0.7401768531960371,0.7154446155112547,13.023215084691302,0.03578132316166105,10950,0,4.7,72.6,36.7,-3.438500233524851,-1.7104121105040782,4.959430527662273,27.583681,16.141757195693618,478.96357194767444,41.6806640625,157.0126953125,241.0830078125,78.013671875,437.0283203125,447.28515625,464.8193359375,0.7874377913279167,3.8663371926165637,3.5968051165758848,7.97188307720525,21.1728515625,114.51953125,132.6513671875,282.9736328125,9.6689453125,60.5849609375,63.232421875,149.50390625,1989-10-18,352.08
