,Unnamed: 0,pv,npv,bs,ue,x,y,spatial_ref,pv_filter,npv_filter,bs_filter,month,year,dayofyear,month_cir,dayofyear_cir,pv_lag,npv_lag,bs_lag,pv_change,npv_change,bs_change,photoperiod,photoperiod_gradient,days_since_fire,fire_severity,grass,shrub,tree,SLGA_1,SLGA_2,SLGA_3,DER_000_999,MAT,MAP,precip_30,precip_90,precip_180,precip_365,precip_730,precip_1095,precip_1460,VPD_lag,VPD_7,VPD_14,VPD_30,tmax_lag,tmax_7,tmax_14,tmax_30,tmin_lag,tmin_7,tmin_14,tmin_30,time,CO2
0,1,18.7391304347826,45.1739130434783,34.8260869565217,7.34782608695652,1475688.91304348,-2214189.7826087,3577,20.72610714766451,45.565841821091595,32.4123766720011,9,1987,248,0.6816387600233341,0.6283668624009903,,,,,,,11.773343177667375,0.0179763356137137,10950,0,39.1,19.4,27.9,1.4383047528792556,0.4595401000924421,-0.5807598075684651,4.413349,24.163226616513484,591.8191315406976,3.390625,31.4189453125,32.1083984375,391.470703125,536.79296875,538.099609375,439.779296875,1.5443241034366406,10.933741140551582,10.67356106667951,19.186882704418352,29.703125,175.263671875,205.1279296875,421.0859375,13.91015625,77.9296875,93.0,211.2109375,1987-09-05,348.25
1,2,23.3478260869565,45.0,30.2608695652174,9.52173913043478,1475688.91304348,-2214189.7826087,3577,20.974982212564655,44.71650460336694,32.991676050028445,9,1987,264,0.6816387600233341,0.6618527940178025,20.72610714766451,45.565841821091595,32.4123766720011,,,,12.068352538780562,0.018732683867654032,10950,0,39.1,19.4,27.9,1.4383047528792556,0.4595401000924421,-0.5807598075684651,4.413349,24.163226616513484,591.8191315406976,3.6474609375,20.7978515625,44.15625,393.4345703125,536.79296875,528.2734375,449.60546875,1.5929670217636938,9.407285644284963,9.563800618471168,25.816973968266065,29.5927734375,178.6796875,196.380859375,469.2607421875,17.01953125,98.060546875,112.4599609375,215.01953125,1987-09-21,348.25
2,3,24.3913043478261,42.304347826087,31.9565217391304,9.65217391304348,1475688.91304348,-2214189.7826087,3577,21.79749799937579,42.70946075431877,34.169035927852725,10,1987,280,0.7401768531960371,0.6940671385790956,20.974982212564655,44.71650460336694,32.991676050028445,2.826086956521751,-1.4347826086956488,-1.4347826086956488,12.36944692430088,0.018779084796850753,10950,0,39.1,19.4,27.9,1.4383047528792556,0.4595401000924421,-0.5807598075684651,4.413349,24.163226616513484,591.8191315406976,18.353515625,10.369140625,40.73046875,395.7724609375,548.306640625,528.087890625,449.7080078125,2.6824101066112895,10.235022794565548,10.660610122998765,24.18986984945287,34.189453125,190.8876953125,203.19921875,464.96875,18.052734375,112.4345703125,109.5107421875,258.9794921875,1987-10-07,348.25
3,4,24.1304347826087,44.2173913043478,30.304347826087,9.56521739130435,1475688.91304348,-2214189.7826087,3577,23.02322573105991,40.19790639954863,35.45775734064871,10,1987,296,0.7401768531960371,0.7249480041597827,21.79749799937579,42.70946075431877,34.169035927852725,0.39130434782610024,-0.39130434782610024,0.021739130434799137,12.664297092892156,0.017955415036425393,10950,0,39.1,19.4,27.9,1.4383047528792556,0.4595401000924421,-0.5807598075684651,4.413349,24.163226616513484,591.8191315406976,35.767578125,14.0166015625,36.5146484375,357.263671875,556.1865234375,474.7314453125,495.0966796875,2.3645790583575037,13.803080110832136,14.663102310954399,28.323781715763076,37.7890625,207.1728515625,243.603515625,499.833984375,20.453125,117.6884765625,142.0126953125,275.9140625,1987-10-23,348.25
4,5,17.0,31.0,51.0,7.0,1475625.0,-2214195.0,3577,24.49624271945581,37.70803772960861,36.48411916102722,12,1987,344,0.8414709848078965,0.8090099158228746,23.02322573105991,40.19790639954863,35.45775734064871,-3.69565217391305,-5.652173913043502,9.5217391304348,13.298993458301272,0.00586492889051371,10950,0,39.1,19.4,27.9,1.4383047528792556,0.4595401000924421,-0.5807598075684651,4.413349,24.163226616513484,591.8191315406976,96.2568359375,36.3203125,38.4560546875,293.255859375,507.21484375,582.96875,431.6630859375,2.00509482269769,11.971472932705295,12.769500679578288,30.475222083005487,34.4755859375,201.794921875,236.6123046875,552.1435546875,22.724609375,135.439453125,163.2099609375,363.0498046875,1987-12-10,348.25
5,6,26.1304347826087,38.8260869565217,33.6521739130435,9.1304347826087,1475688.91304348,-2214189.7826087,3577,26.07513236527909,35.639051000001345,36.98737809903512,1,1988,11,0.08323691620031025,0.03013242458278834,24.49624271945581,37.70803772960861,36.48411916102722,1.0,-2.69565217391305,1.6739130434782492,13.245958567564799,-0.008510709867438848,10950,0,39.1,19.4,27.9,1.4383047528792556,0.4595401000924421,-0.5807598075684651,4.413349,24.163226616513484,591.8191315406976,29.078125,117.2197265625,29.373046875,267.8212890625,468.7666015625,609.4970703125,424.9658203125,2.3156223298799015,12.32030190954992,10.416864145743734,34.26746577892847,36.0810546875,206.4853515625,227.607421875,558.4873046875,23.666015625,137.4775390625,157.0380859375,366.6005859375,1988-01-11,350.45
6,7,28.7391304347826,39.0,30.8260869565217,9.95652173913044,1475688.91304348,-2214189.7826087,3577,27.63298415812212,34.263142531179966,36.8197687021553,1,1988,27,0.08323691620031025,0.0739051588474336,26.07513236527909,35.639051000001345,36.98737809903512,5.869565217391299,4.0,-10.08695652173915,13.06190129331084,-0.013825323156574143,10950,0,39.1,19.4,27.9,1.4383047528792556,0.4595401000924421,-0.5807598075684651,4.413349,24.163226616513484,591.8191315406976,29.5986328125,96.9248046875,43.32421875,161.79296875,540.2734375,630.0419921875,369.73828125,1.9900243878075445,13.541603744219506,16.145325149469635,29.531750422091086,35.2509765625,216.865234375,254.13671875,541.4150390625,25.986328125,145.326171875,167.18359375,362.333984375,1988-01-27,350.45
7,8,34.2608695652174,26.6521739130435,37.6521739130435,8.0,1475688.91304348,-2214189.7826087,3577,29.057393676449767,33.72550870854312,35.946503355301324,3,1988,75,0.24740395925452294,0.20403654929016468,27.63298415812212,34.263142531179966,36.8197687021553,4.0652173913043494,-6.086956521739099,2.0,12.21764332351878,-0.019119510585442256,10950,0,39.1,19.4,27.9,1.4383047528792556,0.4595401000924421,-0.5807598075684651,4.413349,24.163226616513484,591.8191315406976,103.849609375,77.4248046875,132.5771484375,68.6015625,550.92578125,552.9033203125,416.4892578125,1.3233509365586202,9.349508434794608,7.234913636840153,27.009482940376323,31.8720703125,193.0732421875,210.244140625,534.5107421875,23.029296875,126.1337890625,156.373046875,360.275390625,1988-03-15,350.45
8,9,26.6086956521739,30.9130434782609,41.2608695652174,8.73913043478261,1475688.91304348,-2214189.7826087,3577,30.97914146695485,34.41872476694954,33.33227529861843,3,1988,91,0.24740395925452294,0.24674026262895252,29.057393676449767,33.72550870854312,35.946503355301324,-1.0652173913043494,-4.04347826086955,5.217391304347849,11.913953638531348,-0.01874151591175277,10950,0,39.1,19.4,27.9,1.4383047528792556,0.4595401000924421,-0.5807598075684651,4.413349,24.163226616513484,591.8191315406976,11.46484375,142.3544921875,160.0546875,55.421875,557.2109375,557.2880859375,417.4833984375,1.3688543094486445,8.45986240272003,10.529046282834582,20.969419076743797,30.4521484375,182.8818359375,214.654296875,499.744140625,22.30859375,122.4541015625,151.6826171875,350.193359375,1988-03-31,350.45
9,10,31.2173913043478,41.5217391304348,26.1739130434783,10.1304347826087,1475688.91304348,-2214189.7826087,3577,31.982194141834,35.571214490175386,31.192455007634102,4,1988,107,0.3271946967961522,0.2889699253527544,30.97914146695485,34.41872476694954,33.33227529861843,-1.5217391304347991,7.4347826086956506,-5.739130434782599,11.622819000479659,-0.0175809827166038,10950,0,39.1,19.4,27.9,1.4383047528792556,0.4595401000924421,-0.5807598075684651,4.413349,24.163226616513484,591.8191315406976,27.02734375,152.1962890625,125.88671875,90.5146484375,555.2744140625,549.24609375,427.806640625,1.8056559601333395,10.815692635503575,11.32965105731823,22.63321465167327,31.7109375,187.2646484375,234.828125,491.94140625,22.2568359375,115.521484375,153.21875,342.6513671875,1988-04-16,350.45
10,11,36.5652173913044,38.4347826086956,23.8695652173913,10.8260869565217,1475688.91304348,-2214189.7826087,3577,31.941431566140754,37.41228336879951,29.409117736479082,5,1988,123,0.40471456356112473,0.33064440357052394,31.982194141834,35.571214490175386,31.192455007634102,4.978260869565251,3.76086956521735,-8.695652173913048,11.358352872222794,-0.015419084174348896,10950,0,39.1,19.4,27.9,1.4383047528792556,0.4595401000924421,-0.5807598075684651,4.413349,24.163226616513484,591.8191315406976,104.1123046875,143.7607421875,133.8076171875,86.8369140625,509.923828125,549.7744140625,475.703125,0.34724187161786224,6.270820015003623,6.713261286741798,26.89785061685267,25.4462890625,177.2158203125,195.6572265625,514.67578125,21.482421875,109.921875,144.0576171875,330.791015625,1988-05-02,350.45
