training_set,pv_filter,npv_filter,bs_filter,loss_mean
Train,1.1494724536636005,1.57205955512407,1.7131237367516552,1.478218581846442
Test,24.931010931908258,48.65515140515391,58.020215240315856,43.868792525792664
