training_set,pv_filter,npv_filter,bs_filter,loss_mean
Train,0.9112574018284357,0.9404219568723148,1.2319966745574114,1.0278920110860545
Test,20.992024740241085,29.149405428057356,38.72261433289308,29.621348167063832
