site_location_name,point,estimation_2,missing,x,y
SAAMDD0009,SW,False,False,685266.001184606,-3770714.14965939
SAAMDD0010,SW,False,False,687018.411743905,-3766649.87089898
SAAMDD0011,SW,False,False,689547.172051083,-3766733.48968913
SAANUL0001,SW,False,False,8287.41691921762,-3371550.04942375
SAANUL0002,SW,False,False,-68060.5991024124,-3419628.51374319
SAANUL0003,SW,False,False,-68999.9228868078,-3429598.68919495
SAANUL0004,SW,False,False,-65233.3470937467,-3432802.2193128
SAARIV0001,SW,False,False,803595.232847505,-3747693.01156374
SAARIV0002,SW,False,False,803682.736601178,-3747591.62106561
SAARIV0003,SW,False,False,803836.339052808,-3747663.31784901
SAARIV0004,SW,False,False,768329.90963445,-3765125.72380245
SAARIV0005,SW,False,False,768395.766093385,-3765342.86562897
SAARIV0006,SW,False,False,768588.474975814,-3765373.5303969
SAARIV0007,SW,False,False,726941.25784382,-3751075.26797906
SAARIV0008,SW,False,False,726819.960763826,-3751033.91875916
SAARIV0009,SW,False,False,727049.161463673,-3750962.22745282
SAASTP0001,SW,False,False,295918.873166793,-2849332.88134569
SAASTP0002,SW,False,False,297545.851809251,-2848971.40111057
SAASTP0003,SW,False,False,303207.269948616,-2849026.87327971
SAASTP0004,SW,False,False,341180.334293551,-2829159.02481213
SAASTP0005,SW,False,False,338321.406078584,-2829953.24831764
SAASTP0006,SW,False,False,381976.105071714,-2858612.30758592
SAASTP0007,SW,False,False,376288.66716782,-2860101.04400279
SAASTP0008,SW,False,False,373499.564682885,-2861570.41322636
SAASTP0009,SW,False,False,365268.539504445,-2859239.25647883
SAASTP0010,SW,False,False,353100.786188073,-2860735.61662223
SAASTP0011,SW,False,False,340527.628977502,-2873158.89620259
SAASTP0012,SW,False,False,337743.588163859,-2889049.2084375
SAASTP0013,SW,False,False,325461.289310381,-2883261.88177896
SAASTP0014,SW,False,False,452214.508680465,-3031656.96532815
SAASTP0015,SW,False,False,455011.573261423,-3032266.17002714
SAASTP0016,SW,False,False,450430.286473174,-3028652.14698389
SAASTP0017,SW,False,False,451364.452202921,-3029227.39916927
SAASTP0018,SW,False,False,428504.217670919,-3095055.73024222
SAASTP0019,SW,False,False,433671.123391382,-3093690.20307904
SAASTP0020,SW,False,False,431431.343181277,-3095630.89795866
SAASTP0021,SW,False,False,438737.653239892,-3091939.69855141
SAASTP0022,SW,False,False,245931.761825423,-3064511.90881036
SAASTP0023,SW,False,False,250670.251217877,-3064981.84982938
SAASTP0024,SW,False,False,288941.772693017,-3041705.80108526
SAASTP0025,SW,False,False,288781.855782024,-3037844.36686584
SAASTP0026,SW,False,False,281528.223055899,-3018505.93289522
SAASTP0027,SW,False,False,276941.567061314,-3012609.83898603
SAASTP0028,SW,False,False,277092.074375133,-3009618.30622801
SAASTP0029,SW,False,False,374840.514041576,-3054438.79460071
SAASTP0030,SW,False,False,689123.072492745,-3203100.23812371
SAASTP0031,SW,False,False,688793.51329586,-3201597.28342097
SAASTP0032,SW,False,False,689375.325055557,-3203034.35455187
SAASTP0033,SW,False,False,322305.725795416,-3308014.96066744
SAASTP0034,SW,False,False,335440.326178996,-3308686.37698876
SASMDD0001,SW,False,False,788521.692366931,-3737544.60687019
SASMDD0002,SW,False,False,789030.115792606,-3738588.95636366
SASMDD0003,SW,False,False,788511.743112283,-3736635.62788406
SASMDD0004,SW,False,False,802157.103540343,-3737811.6145385
SASMDD0005,SW,False,False,801516.735910579,-3735258.34327389
SASMDD0006,SW,False,False,801664.462962843,-3735093.03665025
SASMDD0008,SW,False,False,804153.615855813,-3743244.63568014
SASMDD0009,SW,False,False,798003.351659357,-3744626.27114805
SASMDD0011,SW,False,False,799687.496057207,-3740116.05334466
SASMDD0012,SW,False,False,803489.053871152,-3744873.73400361
SASMDD0014,SW,False,False,799167.147778271,-3742188.6510534
SASMDD0016,SW,False,False,800985.45019815,-3733276.29509702
SASMDD0017,SW,False,False,800945.225310605,-3733127.00125319
SASMDD0018,SW,False,False,787574.901934124,-3737527.1690934
SASRIV0001,SW,False,False,803800.679957395,-3742513.55683553
SASRIV0002,SW,False,False,806022.731009583,-3743225.07862993
SATEYB0001,SW,False,False,612827.862818165,-3783021.59310218
SATEYB0002,SW,False,False,561297.577509235,-3667096.17327748
SATFLB0001,SW,False,False,626647.278325867,-3795432.81246945
SATFLB0002,SW,False,False,630513.062634227,-3803902.719847
SATFLB0003,SW,False,False,640050.806692144,-3792582.9815107
SATFLB0004,SW,False,False,618651.658513312,-3427991.33252535
SATFLB0005,SW,False,False,618631.551822485,-3426614.00248328
SATFLB0006,SW,False,False,643609.07745395,-3367376.98332686
SATFLB0008,SW,False,False,555777.376435076,-3536187.19068713
SATFLB0009,SW,False,False,557126.565601037,-3535081.67713659
SATFLB0010,SW,False,False,560400.405912732,-3593204.62198723
SATFLB0011,SW,False,False,570446.319279533,-3584723.07765178
SATFLB0013,SW,False,False,607148.586197007,-3716867.57913504
SATFLB0015,SW,False,False,612484.250144705,-3830841.63007868
SATFLB0016,SW,False,False,697664.657164792,-3321867.88030131
SATFLB0017,SW,False,False,700966.459106414,-3320748.78147691
SATFLB0018,SW,False,False,696986.24785257,-3307859.32322319
SATFLB0019,SW,False,False,688307.814428525,-3307418.93702164
SATFLB0020,SW,False,False,687542.952368316,-3311433.73513898
SATFLB0021,SW,False,False,685859.70822899,-3328899.36014717
SATFLB0022,SW,False,False,686478.818486721,-3328249.04436159
SATFLB0023,SW,False,False,670811.91877944,-3349081.77531513
SATFLB0024,SW,False,False,623071.051877758,-3364640.59522513
SATFLB0025,SW,False,False,627980.86864276,-3367604.89656339
SATFLB0026,SW,False,False,618220.708675892,-3826056.11292456
SATFLB0027,SW,False,False,607252.609121379,-3847238.61929219
SATFLB0028,SW,False,False,589823.547053642,-3675647.38237208
SATKAN0001,SW,False,False,566444.234618258,-3903622.06602703
SATKAN0002,SW,False,False,607166.917038923,-3868283.55957886
SATKAN0003,SW,False,False,598272.184937336,-3888837.09827178
SATKAN0004,SW,False,False,640828.512364074,-3831672.50390459
SATSTP0001,SW,False,False,705416.165985304,-3346809.55952922
SATSTP0002,SW,False,False,715311.244152987,-3358016.13564133
SATSTP0003,SW,False,False,654619.094001512,-3253436.06917158
SATSTP0004,SW,False,False,652748.219830272,-3257398.89251043
SATSTP0005,SW,False,False,656377.379442746,-3219989.6672452
SATSTP0006,SW,False,False,652862.177983933,-3228100.79583251
SATSTP0007,SW,False,False,652868.221943114,-3228718.47437423
SATSTP0008,SW,False,False,659911.92592785,-3212459.8519627
TCABEL0001,SW,False,False,1334639.85918714,-4624575.63769612
TCABEL0002,SW,False,False,1334337.05182983,-4623851.37113304
TCABEL0003,SW,False,False,1334922.54150426,-4623189.22416538
TCATCH0001,SW,False,False,1251508.15193221,-4638053.34528586
TCATCH0002,SW,False,False,1246365.98744419,-4655279.63119903
TCATCH0003,SW,False,False,1245459.20685733,-4659227.10109046
TCATCH0004,SW,False,False,1258488.57520716,-4663610.41759813
TCATCH0005,SW,False,False,1244128.93845734,-4660682.7053089
TCATCH0006,SW,False,False,1243255.50212898,-4659382.87656672
TCATCH0007,SW,False,False,1227837.14453652,-4648625.73025764
TCATCH0008,SW,False,False,1239157.34521092,-4647055.74298185
TCATCH0009,SW,False,False,1241123.40524327,-4650429.3828347
TCATCH0010,SW,False,False,1247992.42074397,-4640920.62051212
TCATCH0011,SW,False,False,1247822.92000396,-4647510.52103473
TCATCH0012,SW,False,False,1278270.56636407,-4677289.95632674
TCATNM0001,SW,False,False,1301770.80612387,-4645372.65283911
TCATNM0002,SW,False,False,1306717.6354531,-4676289.76593614
TCATNM0003,SW,False,False,1308283.2314585,-4674814.34098843
TCATNM0004,SW,False,False,1315079.44522954,-4654787.10744997
TCATNM0005,SW,False,False,1326207.36039612,-4650827.47995796
TCATNM0006,SW,False,False,1317884.1761733,-4677685.84029475
VCAAUA0001,SW,False,False,1363086.69111294,-4115605.17197102
VCAAUA0002,SW,False,False,1362419.72100903,-4116142.62322214
VCAAUA0003,SW,False,False,1366574.36694434,-4110808.49877815
VCAAUA0004,SW,False,False,1363316.39535417,-4115497.8110289
VCAAUA0005,SW,False,False,1364271.98709115,-4113931.92896334
VCAAUA0006,SW,False,False,1356339.63386087,-4115603.92298604
VCAAUA0007,SW,False,False,1360248.63087967,-4115140.76585235
VCAAUA0008,SW,False,False,1360022.05193266,-4114578.30954666
VCAAUA0009,SW,False,False,1364596.57376974,-4114119.29290386
VCAAUA0010,SW,False,False,1369615.54289654,-4110568.42534186
VCAAUA0011,SW,False,False,1349491.95001804,-4136454.27785194
VCAAUA0012,SW,False,False,1348854.92182098,-4135197.81786968
VCAAUA0013,SW,False,False,1309093.19533994,-4164815.76920595
VCAAUA0014,SW,False,False,1309524.96453903,-4164179.09325452
VCAAUA0015,SW,False,False,1310533.66184851,-4162824.33396641
VCAMDD0001,SW,False,False,874213.935240608,-3852901.61600875
VCAMDD0002,SW,False,False,877920.34620705,-3853327.53265492
VCAMDD0003,SW,False,False,884764.436358926,-3855632.82737913
WAAAVW0001,SW,False,False,-1221768.59523859,-3538878.98094625
WAAAVW0002,SW,False,False,-1226004.98744565,-3532969.46772644
WAAAVW0003,SW,False,False,-1400945.94646736,-3623735.39760608
WAAAVW0004,SW,False,False,-1401259.84352948,-3623694.73328496
WAAAVW0005,SW,False,False,-1436069.70807222,-3304950.80654533
WAAAVW0006,SW,False,False,-1436117.57303845,-3303458.57462248
WAAAVW0007,SW,False,False,-1435321.51173276,-3311099.64629782
WAACAR0001,SW,False,False,-1732439.88823577,-2980184.26771017
WAACAR0002,SW,False,False,-1739987.29269198,-2989487.56598894
WAACAR0003,SW,False,False,-1756958.85775437,-2995726.64206753
WAACAR0004,SW,False,False,-1747364.00911567,-2977727.57883223
WAACEK0001,SW,False,False,-600546.323984565,-1765438.48529376
WAACEK0002,SW,False,False,-720867.046519393,-1836529.67827154
WAACEK0003,SW,False,False,-714127.170827689,-1856674.6617307
WAACOO0001,SW,False,False,-1173595.58756309,-3477507.20559291
WAACOO0003,SW,False,False,-1161507.62169497,-3476369.2847045
WAACOO0004,SW,False,False,-1161642.00947135,-3476257.33133459
WAACOO0005,SW,False,False,-1144180.57463003,-3497520.7521052
WAACOO0006,SW,False,False,-1142891.45732985,-3496666.21615805
WAACOO0007,SW,False,False,-1144332.21022301,-3497967.25550568
WAACOO0008,SW,False,False,-1145731.92674853,-3498414.81243381
WAACOO0009,SW,False,False,-1099556.4293591,-3452434.91011778
WAACOO0010,SW,False,False,-1099281.17881511,-3451588.1577444
WAACOO0011,SW,False,False,-1097929.49629993,-3453829.03401671
WAACOO0012,SW,False,False,-1098993.02413725,-3452186.19282182
WAACOO0016,SW,False,False,-1101604.30679175,-3448585.84902247
WAACOO0017,SW,False,False,-1102256.84164256,-3444869.23882991
WAACOO0018,SW,False,False,-1100773.16395878,-3447655.85319746
WAACOO0019,SW,False,False,-1105612.00099891,-3449391.98617476
WAACOO0020,SW,False,False,-1079052.35150829,-3332785.69088496
WAACOO0021,SW,False,False,-1079478.55944128,-3332861.15714414
WAACOO0022,SW,False,False,-1081143.30260643,-3333344.03512619
WAACOO0023,SW,False,False,-1080341.41654285,-3332989.90442908
WAACOO0024,SW,False,False,-1080161.29849994,-3332144.24447253
WAACOO0025,SW,False,False,-1084367.17913372,-3333611.13006291
WAACOO0026,SW,False,False,-1074692.08179426,-3370472.53453006
WAACOO0027,SW,False,False,-1075512.43301462,-3367294.13735878
WAACOO0028,SW,False,False,-1075830.82451752,-3365758.31437733
WAACOO0029,SW,False,False,-1079351.26513589,-3359919.29020268
WAACOO0030,SW,False,False,-537014.152650653,-3500752.6885886
WAACOO0031,SW,False,False,-1111701.47784277,-3391256.31944563
WAACOO0032,SW,False,False,-1105215.54213754,-3402272.22000799
WAADAL0001,SW,False,False,-750293.476221622,-1878239.76852903
WAADAL0002,SW,False,False,-990190.195904296,-1946602.86183673
WAADAL0003,SW,False,False,-992502.309796827,-1945611.04351094
WAADAL0004,SW,False,False,-989585.486541779,-1946388.73691793
WAADAL0005,SW,False,False,-953021.934180995,-1898678.88909283
WAAESP0001,SW,False,False,-1300631.06144622,-3836478.519
WAAGAS0001,SW,False,False,-1156106.29697079,-2576245.81780156
WAAGAS0002,SW,False,False,-1164472.15680894,-2574255.33761895
WAAGES0001,SW,False,False,-1699536.22988536,-3101973.17818361
WAAGES0002,SW,False,False,-1692088.58736884,-3099334.49211112
WAAGES0003,SW,False,False,-1682524.34461352,-3108880.50478021
WAAGES0004,SW,False,False,-1681650.02066437,-3096497.04379102
WAAGES0005,SW,False,False,-1685344.6862261,-3100692.52201958
WAAGSD0001,SW,False,False,-1096928.25436083,-2168459.95662443
WAAGVD0001,SW,False,False,-657101.804776946,-3243910.53360037
WAAHAM0001,SW,False,False,-347901.956612567,-3490693.54844014
WAAHAM0002,SW,False,False,-352705.930227094,-3480024.0884397
WAAHAM0003,SW,False,False,-348336.670398019,-3466555.72677824
WAAHAM0004,SW,False,False,-442677.689277062,-3490200.00002509
WAAHAM0005,SW,False,False,-426038.114170756,-3520202.4204116
WAAHAM0006,SW,False,False,-532380.739157426,-3523720.56642196
WAAJAF0001,SW,False,False,-1353226.1527648,-3858440.49000638
WAAJAF0002,SW,False,False,-1343435.80289911,-3855101.38822626
WAAJAF0003,SW,False,False,-1307602.75713888,-3829047.50211225
WAALSD0001,SW,False,False,-1122894.69296618,-2762987.62394714
WAALSD0002,SW,False,False,-1121770.45455959,-2758451.11132962
WAALSD0003,SW,False,False,-1130759.67155313,-2783063.57047432
WAAMAL0001,SW,False,False,-535269.919122582,-3506382.35632674
WAAMAL0002,SW,False,False,-1192939.58401768,-3638509.08801615
WAAMAL0003,SW,False,False,-1190864.04669684,-3645022.76745989
WAAMUR0001,SW,False,False,-1065520.59544914,-3092151.86454665
WAAMUR0002,SW,False,False,-1069369.13106932,-3101269.01596226
WAAMUR0003,SW,False,False,-1504425.7988346,-3003170.32837392
WAAMUR0004,SW,False,False,-1514852.8856691,-2961340.5654303
WAAMUR0005,SW,False,False,-1511162.96253362,-2969575.63207432
WAAMUR0006,SW,False,False,-1498914.21196179,-2982367.02876868
WAAMUR0007,SW,False,False,-1504170.72132645,-2994795.18061441
WAAMUR0008,SW,False,False,-1487217.67624009,-2986697.9861875
WAAMUR0028,SW,False,False,-1102703.69774158,-3019281.90642836
WAAMUR0029,SW,False,False,-1104196.4781758,-3020564.11140724
WAAMUR0030,SW,False,False,-1103490.42025074,-3018632.47530343
WAAMUR0031,SW,False,False,-1106403.02725098,-3025180.62091497
WAANOK0001,SW,False,False,-626338.307903573,-1630380.03554789
WAANOK0002,SW,False,False,-627021.210151017,-1630981.59226871
WAANOK0003,SW,False,False,-621192.024476782,-1588717.29529697
WAANOK0004,SW,False,False,-598293.837659708,-1580710.81942273
WAANOK0005,SW,False,False,-593085.930284244,-1581978.01493052
WAANOK0006,SW,False,False,-620885.738227957,-1588190.35295002
WAANOK0007,SW,False,False,-591793.098409577,-1557650.18958867
WAANOK0008,SW,False,False,-598596.023490178,-1580621.4439537
WAANUL0001,SW,False,False,-575310.730043539,-3471379.24603069
WAANUL0002,SW,False,False,-576332.454832,-3467506.87955182
WAANUL0003,SW,False,False,-639076.303367806,-3248513.14171188
WAANUL0004,SW,False,False,-472334.575934736,-3213391.16743121
WAANUL0005,SW,False,False,-411061.431284555,-3271629.71814188
WAANUL0006,SW,False,False,-407127.702556869,-3272990.04729103
WAANUL0007,SW,False,False,-401506.996673313,-3273915.13257064
WAANUL0008,SW,False,False,-389275.4652886,-3277642.67129452
WAANUL0009,SW,False,False,-471859.171996738,-3233871.81820979
WAAPIL0001,SW,False,False,-1395205.63702674,-2509054.62548953
WAAPIL0002,SW,False,False,-1531395.20528546,-2410954.83272696
WAAPIL0003,SW,False,False,-1533002.38701627,-2405514.12068488
WAAPIL0004,SW,False,False,-1523367.62211778,-2387971.65929146
WAAPIL0005,SW,False,False,-1532673.9383255,-2408962.64737812
WAAPIL0006,SW,False,False,-1532487.57297867,-2408052.89034618
WAAPIL0007,SW,False,False,-1539698.66757026,-2421585.06011771
WAAPIL0008,SW,False,False,-1465319.38499115,-2411410.58591731
WAAPIL0009,SW,False,False,-1450508.68076595,-2433324.6226074
WAAPIL0010,SW,False,False,-1434910.85372762,-2429826.14280471
WAAPIL0011,SW,False,False,-1432452.78923588,-2433473.41200164
WAAPIL0012,SW,False,False,-1391643.16487625,-2510923.22758075
WAAPIL0013,SW,False,False,-1393825.91281939,-2510033.9196522
WAAPIL0014,SW,False,False,-1400522.73549681,-2513571.73995502
WAAPIL0015,SW,False,False,-1430135.4435332,-2513818.50089768
WAAPIL0016,SW,False,False,-1395094.17996505,-2522841.8917218
WAAPIL0017,SW,False,False,-1325279.12869641,-2449277.57167901
WAAPIL0018,SW,False,False,-1326644.95237624,-2472056.24707978
WAAPIL0019,SW,False,False,-1324460.81010387,-2468170.89133389
WAAPIL0020,SW,False,False,-1525569.96858537,-2412879.24274522
WAAPIL0021,SW,False,False,-1526116.48580419,-2412045.22185615
WAAPIL0022,SW,False,False,-1528358.25812139,-2409497.50224022
WAAPIL0023,SW,False,False,-1357272.54126785,-2466178.37223853
WAAPIL0024,SW,False,False,-1315260.46018433,-2485669.19480741
WAAPIL0025,SW,False,False,-1249378.90256734,-2506222.3666348
WAAPIL0026,SW,False,False,-1256572.0882989,-2513511.55250959
WAAPIL0027,SW,False,False,-1242940.27589101,-2503733.59174096
WAAPIL0028,SW,False,False,-1236399.01545367,-2501421.8370619
WAAPIL0029,SW,False,False,-1228681.57586448,-2499046.58609605
WAAPIL0030,SW,False,False,-1250546.04953685,-2574466.14149805
WAAPIL0031,SW,False,False,-1289425.95348025,-2559340.21348967
WAAPIL0032,SW,False,False,-1291750.35664954,-2564025.4472092
WAAPIL0033,SW,False,False,-1295021.86764791,-2567539.65664693
WAAPIL0034,SW,False,False,-1191733.61729563,-2567457.89188564
WAAPIL0035,SW,False,False,-1178268.78767839,-2573406.9815288
WAASWA0001,SW,False,False,-1498778.8776501,-3620387.88235099
WAASWA0002,SW,False,False,-1498464.64169968,-3619323.26631645
WAASWA0003,SW,False,False,-1497841.21881987,-3619488.24784297
WAASWA0004,SW,False,False,-1530054.62480513,-3515092.63524078
WAAVIB0001,SW,False,False,-392288.17293712,-1660689.63284547
WAAVIB0002,SW,False,False,-402140.822206088,-1676495.71941157
WAAVIB0003,SW,False,False,-427929.869844132,-1708796.02019883
WAAVIB0004,SW,False,False,-420536.570805281,-1688023.59717908
WAAYAL0002,SW,False,False,-1839260.81386001,-2977795.36159115
WAAYAL0004,SW,False,False,-1838899.25724321,-2978031.95190111
WAAYAL0005,SW,False,False,-1835724.46116185,-2992908.25764029
WAAYAL0006,SW,False,False,-1435195.45977169,-3285653.06843001
WAAYAL0007,SW,False,False,-1438833.12697047,-3292868.21704655
WAAYAL0008,SW,False,False,-1431749.72201294,-3289249.12469063
WAGCOO0001,SW,False,False,-1077783.65328631,-3360142.95084849
WAGCOO0002,SW,False,False,-1078651.0070723,-3350640.94327473
WAGCOO0004,SW,False,False,-1062052.41660256,-3362028.28533268
QDASEQ0001,SW,False,True,2030910.81261484,-3136789.99660776
SASMDD0013,SW,False,True,801722.696624444,-3744480.40709615
