"","site_location_name","point","estimation_2","missing","x","y"
"696","NTAGFU0030","SW","False","FALSE",259726.325168877,-1499245.0543987
"697","NTAGFU0031","NE","False","FALSE",260814.212345119,-1498178.55889635
"698","NTAGFU0031","NW","False","FALSE",260712.5738372,-1498176.96360319
"699","NTAGFU0031","SE","False","FALSE",260812.078172421,-1498276.95731209
"700","NTAGFU0031","SW","False","FALSE",260710.752300466,-1498274.45676072
"701","NTAGFU0032","NE","False","FALSE",259335.781035418,-1500859.38193985
"702","NTAGFU0032","NW","False","FALSE",259237.203573162,-1500857.54986669
"703","NTAGFU0032","SE","False","FALSE",259333.33976223,-1500958.39151734
"704","NTAGFU0032","SW","False","FALSE",259232.333440379,-1500956.21022511
"705","NTAGFU0033","NE","False","FALSE",257303.662005062,-1503702.35830881
"706","NTAGFU0033","NW","False","FALSE",257202.063822807,-1503700.78754725
"707","NTAGFU0033","SE","False","FALSE",257301.268378396,-1503799.55338463
"708","NTAGFU0033","SW","False","FALSE",257200.243364039,-1503799.51379321
"709","NTAGFU0034","NE","False","FALSE",264759.898468732,-1491292.1572926
"710","NTAGFU0034","NW","False","FALSE",264657.27452707,-1491291.42636027
"711","NTAGFU0034","SE","False","FALSE",264759.800063271,-1491393.60972268
"712","NTAGFU0034","SW","False","FALSE",264655.103532483,-1491389.80169653
"713","NTAGFU0035","NE","False","FALSE",264689.181847321,-1489720.75196837
"714","NTAGFU0035","NW","False","FALSE",264588.377857696,-1489719.14425588
"715","NTAGFU0035","SE","False","FALSE",264686.69338845,-1489819.72310912
"716","NTAGFU0035","SW","False","FALSE",264585.595011424,-1489818.11091686
"717","NTAGFU0036","NE","False","FALSE",202735.087905094,-1557282.40936779
"718","NTAGFU0036","NW","False","FALSE",202635.966898457,-1557282.18089436
"719","NTAGFU0036","SE","False","FALSE",202734.556433583,-1557380.71733285
"720","NTAGFU0036","SW","False","FALSE",202633.321733052,-1557380.76265943
"721","NTAGFU0037","NE","False","FALSE",205931.699191113,-1557230.79736175
"722","NTAGFU0037","NW","False","FALSE",205830.791992245,-1557229.91037724
"723","NTAGFU0037","SE","False","FALSE",205930.224370144,-1557330.3086682
"724","NTAGFU0037","SW","False","FALSE",205829.322389198,-1557329.11823084
"725","NTAGFU0038","NE","False","FALSE",206058.343373162,-1559022.19468907
"726","NTAGFU0038","NW","False","FALSE",205956.869901497,-1559018.55972319
"727","NTAGFU0038","SE","False","FALSE",206056.598971752,-1559119.27369586
"728","NTAGFU0038","SW","False","FALSE",205953.896575596,-1559117.14154059
"729","NTAGFU0039","NE","False","FALSE",204826.629250322,-1557558.11366483
"730","NTAGFU0039","NW","False","FALSE",204727.8433618,-1557556.65776845
"731","NTAGFU0039","SE","False","FALSE",204826.691974921,-1557656.43128027
"732","NTAGFU0039","SW","False","FALSE",204725.487862846,-1557655.24437289
"733","NTAGFU0040","NE","False","FALSE",200756.080518321,-1557159.31698198
"734","NTAGFU0040","NW","False","FALSE",200655.479863567,-1557157.55923463
"735","NTAGFU0040","SE","False","FALSE",200755.876401277,-1557257.02000627
"736","NTAGFU0040","SW","False","FALSE",200654.35174309,-1557256.77203681
"737","NTAGFU0041","NE","False","FALSE",96984.9701834173,-1567695.00306321
"738","NTAGFU0041","NW","False","FALSE",96883.8285567282,-1567694.90636602
"739","NTAGFU0041","SE","False","FALSE",96985.4768505207,-1567795.17685232
"740","NTAGFU0041","SW","False","FALSE",96884.6487592289,-1567793.86348605
"741","NTAMAC0001","NE","False","FALSE",138292.34727336,-2587396.20211713
"742","NTAMAC0001","NW","False","FALSE",138193.616123667,-2587394.82995348
"743","NTAMAC0001","SE","False","FALSE",138291.556317715,-2587496.01334223
"744","NTAMAC0001","SW","False","FALSE",138192.255355712,-2587495.25636095
"745","NTAMAC0002","NE","False","FALSE",141439.353882761,-2586954.64206176
"746","NTAMAC0002","NW","False","FALSE",141340.351117921,-2586951.99907299
"747","NTAMAC0002","SE","False","FALSE",141438.827371544,-2587053.83336815
"748","NTAMAC0002","SW","False","FALSE",141340.087018721,-2587052.12577287
"749","NTAMAC0003","NE","False","FALSE",141944.641815833,-2586671.9447612
"750","NTAMAC0003","NW","False","FALSE",141846.4624972,-2586670.23950381
"751","NTAMAC0003","SE","False","FALSE",141943.812327218,-2586772.68739807
"752","NTAMAC0003","SW","False","FALSE",141844.784231806,-2586772.21650524
"753","NTAMGD0001","NE","False","FALSE",554753.405842718,-2158128.46483377
"754","NTAMGD0001","NW","False","FALSE",554654.537680334,-2158124.6489392
"755","NTAMGD0001","SE","False","FALSE",554749.232477328,-2158228.47476435
"756","NTAMGD0001","SW","False","FALSE",554650.084103584,-2158224.64717939
"757","NTAMGD0002","NE","False","FALSE",554606.9046821,-2158301.69514403
"758","NTAMGD0002","NW","False","FALSE",554507.756903938,-2158297.86750981
"759","NTAMGD0002","SE","False","FALSE",554602.706618776,-2158402.3221954
"760","NTAMGD0002","SW","False","FALSE",554502.989716307,-2158398.16247725
"761","NTAMGD0003","NE","False","FALSE",153287.402529173,-1851979.77156341
"762","NTAMGD0003","NW","False","FALSE",153187.168403083,-1851978.33502293
"763","NTAMGD0003","SE","False","FALSE",153286.278372084,-1852079.51060502
"764","NTAMGD0003","SW","False","FALSE",153186.339325153,-1852077.46304044
"765","NTAMGD0004","NE","False","FALSE",162073.9226552,-1870107.41569769
"766","NTAMGD0004","NW","False","FALSE",161973.506704811,-1870106.52512511
"767","NTAMGD0004","SE","False","FALSE",162073.015331977,-1870207.50882589
"768","NTAMGD0004","SW","False","FALSE",161972.610752744,-1870206.61838757
"769","NTAMGD0005","NE","False","FALSE",157913.176881999,-1862820.85817676
"770","NTAMGD0005","NW","False","FALSE",157813.299261259,-1862820.31244393
"771","NTAMGD0005","SE","False","FALSE",157912.584757944,-1862922.16576192
"772","NTAMGD0005","SW","False","FALSE",157812.434956611,-1862920.38783193
"773","NTAPCK0001","NE","False","FALSE",90486.0078145425,-1337875.93867623
"774","NTAPCK0001","NW","False","FALSE",90388.1088235992,-1337875.91506811
"775","NTAPCK0001","SE","False","FALSE",90485.1561952051,-1337974.31009211
"776","NTAPCK0001","SW","False","FALSE",90383.4975493435,-1337973.17578681
"777","NTAPCK0002","NE","False","FALSE",87664.2453254076,-1353594.40441031
"778","NTAPCK0002","NW","False","FALSE",87562.7843800943,-1353593.77389581
"779","NTAPCK0002","SE","False","FALSE",87664.2413648291,-1353694.43271013
"780","NTAPCK0002","SW","False","FALSE",87562.4775530971,-1353692.92965488
"781","NTAPCK0003","NE","False","FALSE",94477.1224078569,-1332430.04222933
"782","NTAPCK0003","NW","False","FALSE",94379.038495084,-1332432.13764595
"783","NTAPCK0003","SE","False","FALSE",94479.2815049149,-1332531.87927809
"784","NTAPCK0003","SW","False","FALSE",94377.4972373542,-1332530.4373203
"785","NTAPCK0004","NE","False","FALSE",95229.2648083471,-1332256.30213002
"786","NTAPCK0004","NW","False","FALSE",95128.5837475204,-1332254.87309398
"787","NTAPCK0004","SE","False","FALSE",95230.0670921867,-1332352.02976771
"788","NTAPCK0004","SW","False","FALSE",95129.3039276746,-1332354.68588404
"789","NTAPCK0005","NE","False","FALSE",92850.0590099437,-1326754.72616865
"790","NTAPCK0005","NW","False","FALSE",92749.4018589466,-1326753.7821892
"791","NTAPCK0005","SE","False","FALSE",92849.6022701089,-1326852.8065174
"792","NTAPCK0005","SW","False","FALSE",92748.5503543102,-1326851.46852278
"793","NTAPCK0006","NE","False","FALSE",95752.6857035823,-1335098.96093066
"794","NTAPCK0006","NW","False","FALSE",95650.3089295193,-1335097.99717917
"795","NTAPCK0006","SE","False","FALSE",95751.1010391047,-1335197.36854007
"796","NTAPCK0006","SW","False","FALSE",95650.0506940416,-1335196.45511051
"797","NTAPCK0007","NE","False","FALSE",94469.3800502372,-1339850.89240421
"798","NTAPCK0007","NW","False","FALSE",94367.3673675938,-1339848.5477516
"799","NTAPCK0007","SE","False","FALSE",94468.3811650459,-1339948.9541536
"800","NTAPCK0007","SW","False","FALSE",94366.6291610767,-1339945.72795552
"801","NTAPCK1009","NE","False","FALSE",104212.702890347,-1337552.98318977
"802","NTAPCK1009","NW","False","FALSE",104111.065828908,-1337551.47174683
"803","NTAPCK1009","SE","False","FALSE",104211.203578178,-1337651.30033019
"804","NTAPCK1009","SW","False","FALSE",104109.56722472,-1337649.78889538
"805","NTAPCK1010","NE","False","FALSE",106689.029472964,-1338111.858997
"806","NTAPCK1010","NW","False","FALSE",106587.396569963,-1338110.32970773
"807","NTAPCK1010","SE","False","FALSE",106687.512898452,-1338210.17776849
"808","NTAPCK1010","SW","False","FALSE",106585.880703446,-1338208.64848748
"809","NTAPCK1011","NE","False","FALSE",102806.953726996,-1340725.57005598
"810","NTAPCK1011","NW","False","FALSE",102704.234874737,-1340724.06060998
"811","NTAPCK1011","SE","False","FALSE",102805.353682769,-1340823.89769843
"812","NTAPCK1011","SW","False","FALSE",102702.746793518,-1340822.28028848
"813","NTAPCK1012","NE","False","FALSE",103150.110847329,-1340838.05331323
"814","NTAPCK1012","NW","False","FALSE",103048.498181478,-1340836.44065552
"815","NTAPCK1012","SE","False","FALSE",103148.619660287,-1340936.2733321
"816","NTAPCK1012","SW","False","FALSE",103046.896452673,-1340934.76865273
"817","NTAPCK2013","NE","False","FALSE",102532.186506926,-1341264.22371603
"818","NTAPCK2013","NW","False","FALSE",102430.466420097,-1341262.61469274
"819","NTAPCK2013","SE","False","FALSE",102530.589160383,-1341362.44450411
"820","NTAPCK2013","SW","False","FALSE",102428.979443345,-1341360.94506999
"821","NTAPCK2014","NE","False","FALSE",102885.710550751,-1340498.681338
"822","NTAPCK2014","NW","False","FALSE",102783.984174069,-1340497.17856568
"823","NTAPCK2014","SE","False","FALSE",102884.221211275,-1340596.90020413
"824","NTAPCK2014","SW","False","FALSE",102782.495542637,-1340595.39743988
"825","NTASSD0001","NE","False","FALSE",428532.676290482,-2744292.34412034
"826","NTASSD0001","NW","False","FALSE",428486.244116666,-2744307.60003987
"827","NTASSD0001","SE","False","FALSE",428624.629558665,-2744485.77977539
"828","NTASSD0001","SW","False","FALSE",428575.012974136,-2744513.38831323
"829","NTASSD0002","NE","False","FALSE",427310.540201898,-2741866.89238294
"830","NTASSD0002","NW","False","FALSE",427270.26870703,-2741896.3035661
"831","NTASSD0002","SE","False","FALSE",427420.178815658,-2742035.50049286
"832","NTASSD0002","SW","False","FALSE",427378.942759496,-2742064.87219181
"833","NTASSD0003","NE","False","FALSE",427756.606815991,-2743113.3012259
"834","NTASSD0003","NW","False","FALSE",427714.979979064,-2743150.21500876
"835","NTASSD0003","SE","False","FALSE",427844.562746857,-2743294.75558696
"836","NTASSD0003","SW","False","FALSE",427803.08334002,-2743327.00219503
"837","NTASSD0004","NE","False","FALSE",425551.994763074,-2737874.60263958
"838","NTASSD0004","NW","False","FALSE",425493.968829456,-2737896.64590392
"839","NTASSD0004","SE","False","FALSE",425635.852196259,-2738056.51951149
"840","NTASSD0004","SW","False","FALSE",425582.401740893,-2738074.04386282
"841","NTASSD0005","NE","False","FALSE",450627.99583411,-2794915.29254911
"842","NTASSD0005","NW","False","FALSE",450582.437226584,-2794933.3030565
"843","NTASSD0005","SE","False","FALSE",450717.486401226,-2795095.17086803
"844","NTASSD0005","SW","False","FALSE",450666.852794961,-2795116.42761717
"845","NTASSD0006","NE","False","FALSE",450742.790210841,-2794833.37093836
"846","NTASSD0006","NW","False","FALSE",450697.231140201,-2794851.38102347
"847","NTASSD0006","SE","False","FALSE",450800.627765602,-2795027.39217027
"848","NTASSD0006","SW","False","FALSE",450755.956916339,-2795043.87542366
"849","NTASSD0007","NE","False","FALSE",452275.888573177,-2798274.54218991
"850","NTASSD0007","NW","False","FALSE",452230.339123803,-2798292.54711198
"851","NTASSD0007","SE","False","FALSE",452368.92596461,-2798461.73155529
"852","NTASSD0007","SW","False","FALSE",452324.509796052,-2798478.84212828
"853","NTASSD0008","NE","False","FALSE",452208.715729202,-2797787.55355725
"854","NTASSD0008","NW","False","FALSE",452110.208037521,-2797784.34449133
"855","NTASSD0008","SE","False","FALSE",452204.811384097,-2797889.31735343
"856","NTASSD0008","SW","False","FALSE",452106.316796538,-2797885.48611703
"857","NTASSD0009","NE","False","FALSE",400954.067401775,-2684219.63303364
"858","NTASSD0009","NW","False","FALSE",400913.486464561,-2684250.70263814
"859","NTASSD0009","SE","False","FALSE",401073.13694524,-2684381.62446864
"860","NTASSD0009","SW","False","FALSE",401031.778989119,-2684412.27701686
"861","NTASSD0010","NE","False","FALSE",401925.851732946,-2685487.65347224
"862","NTASSD0010","NW","False","FALSE",401883.408829808,-2685510.86475681
"863","NTASSD0010","SE","False","FALSE",402024.440495422,-2685660.46007741
"864","NTASSD0010","SW","False","FALSE",401981.938015681,-2685685.57469023
"865","NTASSD0011","NE","False","FALSE",309635.060983974,-2760103.78452443
"866","NTASSD0011","NW","False","FALSE",309536.000497789,-2760101.05651965
"867","NTASSD0011","SE","False","FALSE",309632.038932392,-2760205.24907103
"868","NTASSD0011","SW","False","FALSE",309533.819000868,-2760201.91814035
"869","NTASSD0012","NE","False","FALSE",309632.158304228,-2762644.66891495
"870","NTASSD0012","NW","False","FALSE",309533.648749182,-2762642.57732185
"871","NTASSD0012","SE","False","FALSE",309629.960253232,-2762746.15515373
"872","NTASSD0012","SW","False","FALSE",309531.180973557,-2762743.74525962
"873","NTASSD0013","NE","False","FALSE",311938.718213694,-2765037.21483997
"874","NTASSD0013","NW","False","FALSE",311839.688637793,-2765034.78038309
"875","NTASSD0013","SE","False","FALSE",311936.230770477,-2765138.38373884
"876","NTASSD0013","SW","False","FALSE",311837.201984251,-2765135.94930137
"877","NTASSD0014","NE","False","FALSE",336039.210940448,-2722353.96197125
"878","NTASSD0014","NW","False","FALSE",335940.404447284,-2722351.04242713
"879","NTASSD0014","SE","False","FALSE",336036.549404712,-2722454.78601684
"880","NTASSD0014","SW","False","FALSE",335937.727286215,-2722452.48824178
"881","NTASSD0015","NE","False","FALSE",360604.072192344,-2721463.45074806
"882","NTASSD0015","NW","False","FALSE",360504.963910167,-2721461.26604387
"883","NTASSD0015","SE","False","FALSE",360600.919852695,-2721564.88217142
"884","NTASSD0015","SW","False","FALSE",360502.10897961,-2721562.08368426
"885","NTASSD0016","NE","False","FALSE",349804.138355878,-2719613.18765422
"886","NTASSD0016","NW","False","FALSE",349705.30236836,-2719610.4726946
"887","NTASSD0016","SE","False","FALSE",349801.637623719,-2719714.01395059
"888","NTASSD0016","SW","False","FALSE",349703.351975103,-2719711.62575771
"889","NTASSD0017","NE","False","FALSE",323883.055243479,-2760015.53080049
"890","NTASSD0017","NW","False","FALSE",323784.254707144,-2760013.00995489
"891","NTASSD0017","SE","False","FALSE",323880.759839457,-2760116.38961613
"892","NTASSD0017","SW","False","FALSE",323781.968035314,-2760113.55726849
"893","NTASSD0018","NE","False","FALSE",351209.40926994,-2721649.23991895
"894","NTASSD0018","NW","False","FALSE",351110.58190462,-2721647.13604907
"895","NTASSD0018","SE","False","FALSE",351206.071199664,-2721750.35623631
"896","NTASSD0018","SW","False","FALSE",351107.522253742,-2721747.9483911
"897","NTASSD0019","NE","False","FALSE",363089.093058817,-2718224.69582721
"898","NTASSD0019","NW","False","FALSE",362990.534225094,-2718221.57541399
"899","NTASSD0019","SE","False","FALSE",363086.218478492,-2718325.51052963
"900","NTASSD0019","SW","False","FALSE",362987.930665405,-2718322.7083794
"901","NTASTU0001","NE","False","FALSE",152216.552225091,-1688640.12104751
"902","NTASTU0001","NW","False","FALSE",152116.303232725,-1688639.31853729
"903","NTASTU0001","SE","False","FALSE",152215.759051985,-1688739.11903521
"904","NTASTU0001","SW","False","FALSE",152115.49664,-1688738.62109656
"905","NTASTU0002","NE","False","FALSE",148716.861887888,-1676612.24104722
"906","NTASTU0002","NW","False","FALSE",148617.125006575,-1676610.86006313
"907","NTASTU0002","SE","False","FALSE",148716.390763332,-1676711.81972873
"908","NTASTU0002","SW","False","FALSE",148615.758754392,-1676709.51193742
"909","NTASTU0003","NE","False","FALSE",143320.573022666,-1669826.83779358
"910","NTASTU0003","NW","False","FALSE",143220.179596856,-1669825.79418192
"911","NTASTU0003","SE","False","FALSE",143319.251610654,-1669924.8597348
"912","NTASTU0003","SW","False","FALSE",143217.658259921,-1669924.10931043
"913","NTASTU0004","NE","False","FALSE",107775.657780599,-1576968.45623911
"914","NTASTU0004","NW","False","FALSE",107674.703845543,-1576966.73392478
"915","NTASTU0004","SE","False","FALSE",107774.466298607,-1577065.91738158
"916","NTASTU0004","SW","False","FALSE",107674.855155364,-1577064.80302952
"917","NTASTU0005","NE","False","FALSE",113859.971320076,-1581929.91078581
"918","NTASTU0005","NW","False","FALSE",113759.249117886,-1581928.17088297
"919","NTASTU0005","SE","False","FALSE",113857.883175246,-1582029.53611462
"920","NTASTU0005","SW","False","FALSE",113758.444734198,-1582026.24631889
"921","NTATAN0001","NE","False","FALSE",228481.243133256,-2223823.55180626
"922","NTATAN0001","NW","False","FALSE",228381.168840166,-2223822.36950557
"923","NTATAN0001","SE","False","FALSE",228479.092147666,-2223924.10059049
"924","NTATAN0001","SW","False","FALSE",228379.626306338,-2223921.91514104
"925","NTATAN0002","NE","False","FALSE",227911.287504757,-2226417.32514229
"926","NTATAN0002","NW","False","FALSE",227812.36356896,-2226415.43144262
"927","NTATAN0002","SE","False","FALSE",227909.332631414,-2226516.34470113
"928","NTATAN0002","SW","False","FALSE",227810.825433821,-2226515.54986205
"929","NTATAN0003","NE","False","FALSE",193526.75658843,-2248004.28829647
"930","NTATAN0003","NW","False","FALSE",193427.730135772,-2248002.29125809
"931","NTATAN0003","SE","False","FALSE",193525.377788207,-2248103.29986728
"932","NTATAN0003","SW","False","FALSE",193427.039163577,-2248101.68063734
"933","NTATAN0004","NE","False","FALSE",195051.913710279,-2248051.56863047
"934","NTATAN0004","NW","False","FALSE",194953.446089939,-2248050.2481493
"935","NTATAN0004","SE","False","FALSE",195051.170153759,-2248150.89051045
"936","NTATAN0004","SW","False","FALSE",194951.631001521,-2248150.0779467
"937","NTTDAB0001","NE","False","FALSE",-35556.8430333146,-1477968.13505966
"938","NTTDAB0001","NW","False","FALSE",-35659.8520085927,-1477966.87945795
"939","NTTDAB0001","SE","False","FALSE",-35557.2052861305,-1478066.50012263
"940","NTTDAB0001","SW","False","FALSE",-35658.6892623262,-1478066.75871802
"941","NTTDAC0001","NE","False","FALSE",-132474.806412364,-1388729.72602485
"942","NTTDAC0001","NW","False","FALSE",-132575.226654021,-1388730.1699854
"943","NTTDAC0001","SE","False","FALSE",-132462.230601103,-1388828.27725223
"944","NTTDAC0001","SW","False","FALSE",-132574.467587806,-1388828.20813651
"945","NTTDMR0001","NE","False","FALSE",178381.808784165,-1932123.50452655
"946","NTTDMR0001","NW","False","FALSE",178281.56924994,-1932122.18234927
"947","NTTDMR0001","SE","False","FALSE",178380.198034758,-1932223.12520585
"948","NTTDMR0001","SW","False","FALSE",178279.654809399,-1932222.41459255
"949","NTTDMR0002","NE","False","FALSE",173150.803922686,-1931221.16554335
"950","NTTDMR0002","NW","False","FALSE",173051.444000029,-1931219.27794346
"951","NTTDMR0002","SE","False","FALSE",173149.817827959,-1931320.48459507
"952","NTTDMR0002","SW","False","FALSE",173049.57234017,-1931319.20120857
"953","NTTDMR0003","NE","False","FALSE",176518.751466792,-1931213.66563336
"954","NTTDMR0003","NW","False","FALSE",176418.489140957,-1931213.58705436
"955","NTTDMR0003","SE","False","FALSE",176516.856749904,-1931314.20277431
"956","NTTDMR0003","SW","False","FALSE",176427.198585813,-1931312.72479341
"957","NTTMGD0001","NE","False","FALSE",151778.556989393,-1843650.3073826
"958","NTTMGD0001","NW","False","FALSE",151678.860972156,-1843647.66138514
"959","NTTMGD0001","SE","False","FALSE",151778.34260692,-1843748.8081551
"960","NTTMGD0001","SW","False","FALSE",151678.0302945,-1843747.99571753
"961","NTTPCK0001","NE","False","FALSE",-96202.7051526868,-1359261.8321793
"962","NTTPCK0001","NW","False","FALSE",-96304.4383070218,-1359261.92287302
"963","NTTPCK0001","SE","False","FALSE",-96202.6431276901,-1359359.80009939
"964","NTTPCK0001","SW","False","FALSE",-96303.1662952797,-1359359.27729919
"965","NTTSTU0001","NE","False","FALSE",136226.596768059,-1771446.51670247
"966","NTTSTU0001","NW","False","FALSE",136126.66053177,-1771444.90889921
"967","NTTSTU0001","SE","False","FALSE",136225.920766114,-1771544.51929507
"968","NTTSTU0001","SW","False","FALSE",136125.367287462,-1771544.74338865
"969","QDABBN0001","NE","False","FALSE",1624471.06621547,-2677558.45242397
"970","QDABBN0001","NW","False","FALSE",1624372.78568456,-2677546.73807686
"971","QDABBN0001","SE","False","FALSE",1624459.12563278,-2677658.82358596
"972","QDABBN0001","SW","False","FALSE",1624360.84573196,-2677647.11044174
"973","QDABBN0002","NE","False","FALSE",1623431.84331501,-2678652.87577077
"974","QDABBN0002","NW","False","FALSE",1623333.55729835,-2678641.19924643
"975","QDABBN0002","SE","False","FALSE",1623419.89945892,-2678753.24772721
"976","QDABBN0002","SW","False","FALSE",1623321.59802697,-2678741.53877466
"977","QDABBS0001","NE","False","FALSE",1572604.62272394,-2777260.26796286
"978","QDABBS0001","NW","False","FALSE",1572506.33387521,-2777248.63788532
"979","QDABBS0001","SE","False","FALSE",1572592.66146968,-2777360.73310105
"980","QDABBS0001","SW","False","FALSE",1572494.4527684,-2777349.11296352
"981","QDABBS0002","NE","False","FALSE",1559521.69214357,-2779287.01625736
"982","QDABBS0002","NW","False","FALSE",1559423.43474166,-2779275.36421552
"983","QDABBS0002","SE","False","FALSE",1559509.83442755,-2779387.4649769
"984","QDABBS0002","SW","False","FALSE",1559411.57397268,-2779375.84416288
"985","QDABBS0003","NE","False","FALSE",1569501.66980204,-2779298.20611263
"986","QDABBS0003","NW","False","FALSE",1569403.50598325,-2779286.61361896
"987","QDABBS0003","SE","False","FALSE",1569489.73432732,-2779398.64465547
"988","QDABBS0003","SW","False","FALSE",1569391.5712859,-2779387.05225461
"989","QDABBS0004","NE","False","FALSE",1571857.11664912,-2775363.44949163
"990","QDABBS0004","NW","False","FALSE",1571758.89252659,-2775351.83504635
"991","QDABBS0004","SE","False","FALSE",1571845.16717228,-2775463.8829963
"992","QDABBS0004","SW","False","FALSE",1571746.94382733,-2775452.26864397
"993","QDABBS0005","NE","False","FALSE",1572764.96967383,-2773712.35869904
"994","QDABBS0005","NW","False","FALSE",1572666.6533458,-2773700.72736491
"995","QDABBS0005","SE","False","FALSE",1572753.01122927,-2773812.82017853
"996","QDABBS0005","SW","False","FALSE",1572654.80484259,-2773801.20247834
"997","QDABBS0006","NE","False","FALSE",1876099.61790946,-3085337.07301924
"998","QDABBS0006","NW","False","FALSE",1876002.1567114,-3085320.93339254
"999","QDABBS0006","SE","False","FALSE",1876083.07793452,-3085437.02732056
"1000","QDABBS0006","SW","False","FALSE",1875985.63636929,-3085420.76360478
"1001","QDABBS0007","NE","False","FALSE",1873975.39823419,-3105049.39064638
"1002","QDABBS0007","NW","False","FALSE",1873877.88489481,-3105033.20444136
"1003","QDABBS0007","SE","False","FALSE",1873958.75145377,-3105149.30014247
"1004","QDABBS0007","SW","False","FALSE",1873861.35464143,-3105133.06809222
"1005","QDABBS0008","NE","False","FALSE",1874640.26605922,-3105342.08031172
"1006","QDABBS0008","NW","False","FALSE",1874542.78410563,-3105325.89325777
"1007","QDABBS0008","SE","False","FALSE",1874623.61368663,-3105441.98890231
"1008","QDABBS0008","SW","False","FALSE",1874526.21926784,-3105425.75160756
"1009","QDABBS0009","NE","False","FALSE",1908818.37814429,-3116798.31834782
"1010","QDABBS0009","NW","False","FALSE",1908720.97164608,-3116781.98451655
"1011","QDABBS0009","SE","False","FALSE",1908801.86196209,-3116898.1508039
"1012","QDABBS0009","SW","False","FALSE",1908704.40824597,-3116881.93568031
"1013","QDABBS0010","NE","False","FALSE",1895433.1032407,-3145641.28418366
"1014","QDABBS0010","NW","False","FALSE",1895336.18174879,-3145626.64857751
"1015","QDABBS0010","SE","False","FALSE",1895418.34549762,-3145741.26381553
"1016","QDABBS0010","SW","False","FALSE",1895320.13016538,-3145726.07025025
"1017","QDACHC0001","NE","False","FALSE",1130919.75692016,-2652040.93508026
"1018","QDACHC0001","NW","False","FALSE",1130821.25536652,-2652031.92017077
"1019","QDACHC0001","SE","False","FALSE",1130910.88893336,-2652141.30584754
"1020","QDACHC0001","SW","False","FALSE",1130812.05283678,-2652132.88629122
"1021","QDACHC0002","NE","False","FALSE",1121880.12811918,-2653645.90039044
"1022","QDACHC0002","NW","False","FALSE",1121781.90205105,-2653637.2905616
"1023","QDACHC0002","SE","False","FALSE",1121871.05869358,-2653746.25584758
"1024","QDACHC0002","SW","False","FALSE",1121772.82337778,-2653737.64521029
"1025","QDACHC0003","NE","False","FALSE",1121547.35215219,-2652537.80527036
"1026","QDACHC0003","NW","False","FALSE",1121448.02263687,-2652528.78962335
"1027","QDACHC0003","SE","False","FALSE",1121538.11330626,-2652640.01723222
"1028","QDACHC0003","SW","False","FALSE",1121438.98361148,-2652631.9564095
"1029","QDACHC0004","NE","False","FALSE",916878.422631135,-2591634.21808278
"1030","QDACHC0004","NW","False","FALSE",916779.416658375,-2591627.47182843
"1031","QDACHC0004","SE","False","FALSE",916870.956252084,-2591734.97110341
"1032","QDACHC0004","SW","False","FALSE",916773.112670281,-2591727.68392269
"1033","QDACHC0005","NE","False","FALSE",914887.101373649,-2591817.75941308
"1034","QDACHC0005","NW","False","FALSE",914788.422867015,-2591810.42789331
"1035","QDACHC0005","SE","False","FALSE",914880.192031938,-2591918.86434716
"1036","QDACHC0005","SW","False","FALSE",914781.5143013,-2591911.53288008
"1037","QDACHC0006","NE","False","FALSE",920665.094309711,-2597590.40352925
"1038","QDACHC0006","NW","False","FALSE",920567.27316517,-2597583.39779436
"1039","QDACHC0006","SE","False","FALSE",920659.695214911,-2597693.18097522
"1040","QDACHC0006","SW","False","FALSE",920559.188724172,-2597684.42443108
"1041","QDACHC0007","NE","False","FALSE",909636.37089846,-2604237.5514097
"1042","QDACHC0007","NW","False","FALSE",909537.180493929,-2604230.84101404
"1043","QDACHC0007","SE","False","FALSE",909629.191041349,-2604338.96143215
"1044","QDACHC0007","SW","False","FALSE",909530.620367023,-2604331.36024888
"1045","QDACYP0001","NE","False","FALSE",1432208.01784791,-1696370.34331598
"1046","QDACYP0001","NW","False","FALSE",1432108.21392019,-1696359.03293852
"1047","QDACYP0001","SE","False","FALSE",1432198.35673573,-1696468.98845074
"1048","QDACYP0001","SW","False","FALSE",1432098.49042879,-1696458.28419458
"1049","QDACYP0002","NE","False","FALSE",1425533.20345944,-1696372.70751957
"1050","QDACYP0002","NW","False","FALSE",1425433.57487232,-1696362.69007506
"1051","QDACYP0002","SE","False","FALSE",1425523.22516834,-1696471.93417458
"1052","QDACYP0002","SW","False","FALSE",1425423.09937047,-1696460.94574647
"1053","QDACYP0003","NE","False","FALSE",1435831.13889211,-1696583.08948474
"1054","QDACYP0003","NW","False","FALSE",1435730.37982399,-1696572.26558079
"1055","QDACYP0003","SE","False","FALSE",1435819.94459622,-1696681.57425635
"1056","QDACYP0003","SW","False","FALSE",1435720.34970477,-1696671.17873849
"1057","QDACYP0004","NE","False","FALSE",1198101.95969079,-1543638.1632391
"1058","QDACYP0004","NW","False","FALSE",1198000.43127265,-1543628.50358832
"1059","QDACYP0004","SE","False","FALSE",1198092.99209172,-1543735.51832952
"1060","QDACYP0004","SW","False","FALSE",1197992.83763352,-1543727.23255348
"1061","QDACYP0005","NE","False","FALSE",1197545.6173927,-1549053.77016103
"1062","QDACYP0005","NW","False","FALSE",1197445.52617299,-1549045.4532127
"1063","QDACYP0005","SE","False","FALSE",1197539.5819687,-1549151.9681805
