Label SW,site_location_name,site_location_id,established_date,point,latitude,longitude,threedcq,,,,
,NTAPCK0005,61524,3/06/2021,SE,-12.5733768,132.8397624,0,,,,
NTAPCK0005,NTAPCK0005,61524,3/06/2021,SW,-12.5733706,132.8388484,0,,,,
,NTAPCK0006,61525,4/02/2022,CENTRE,-12.64955507,132.8660712,0,,,,
,NTAPCK0006,61525,4/02/2022,NE,-12.64902934,132.8665239,0,,,,
,NTAPCK0006,61525,4/02/2022,NW,-12.64902686,132.8655974,0,,,,
,NTAPCK0006,61525,4/02/2022,SE,-12.64993425,132.8665156,0,,,,
NTAPCK0006,NTAPCK0006,61525,4/02/2022,SW,-12.64993215,132.8656011,0,,,,
,NTAPCK0007,61530,5/03/2018,CENTRE,-12.69323759,132.8547446,,,,,
,NTAPCK0007,61530,5/03/2018,NE,-12.69279697,132.8551987,,,,,
,NTAPCK0007,61530,5/03/2018,NW,-12.69278169,132.8542751,,,,,
,NTAPCK0007,61530,5/03/2018,SE,-12.69369851,132.8551956,,,,,
NTAPCK0007,NTAPCK0007,61530,5/03/2018,SW,-12.69367511,132.8542743,,,,,
,NTAPCK1009,61531,4/03/2019,CENTRE,-12.67149,132.942782,,,,,
,NTAPCK1009,61531,4/03/2019,NE,-12.671041,132.943245,,,,,
,NTAPCK1009,61531,4/03/2019,NW,-12.671034,132.942325,,,,,
,NTAPCK1009,61531,4/03/2019,SE,-12.671945,132.943238,,,,,
NTAPCK1009,NTAPCK1009,61531,4/03/2019,SW,-12.671938,132.942318,,,,,
,NTAPCK1010,61532,4/03/2019,CENTRE,-12.676458,132.965232,,,,,
,NTAPCK1010,61532,4/03/2019,NE,-12.676009,132.965696,,,,,
,NTAPCK1010,61532,4/03/2019,NW,-12.676002,132.964776,,,,,
,NTAPCK1010,61532,4/03/2019,SE,-12.676913,132.965689,,,,,
NTAPCK1010,NTAPCK1010,61532,4/03/2019,SW,-12.676906,132.964769,,,,,
,NTAPCK1011,61534,8/03/2021,CENTRE,-12.70075,132.930258,,,,,
,NTAPCK1011,61534,8/03/2021,NE,-12.700302,132.930731,,,,,
,NTAPCK1011,61534,8/03/2021,NW,-12.700295,132.929801,,,,,
,NTAPCK1011,61534,8/03/2021,SE,-12.701206,132.930723,,,,,
NTAPCK1011,NTAPCK1011,61534,8/03/2021,SW,-12.701198,132.929794,,,,,
,NTAPCK1012,61536,8/03/2021,CENTRE,-12.701761,132.933381,,,,,
,NTAPCK1012,61536,8/03/2021,NE,-12.701313,132.933845,,,,,
,NTAPCK1012,61536,8/03/2021,NW,-12.701305,132.932925,,,,,
,NTAPCK1012,61536,8/03/2021,SE,-12.702216,132.933838,,,,,
NTAPCK1012,NTAPCK1012,61536,8/03/2021,SW,-12.702209,132.932917,,,,,
,NTAPCK2013,61533,11/03/2019,CENTRE,-12.70572,132.927815,,,,,
,NTAPCK2013,61533,11/03/2019,NE,-12.705272,132.928279,,,,,
,NTAPCK2013,61533,11/03/2019,NW,-12.705264,132.927358,,,,,
,NTAPCK2013,61533,11/03/2019,SE,-12.706175,132.928271,,,,,
NTAPCK2013,NTAPCK2013,61533,11/03/2019,SW,-12.706168,132.927351,,,,,
,NTAPCK2014,61535,11/03/2019,CENTRE,-12.698659,132.930965,,,,,
,NTAPCK2014,61535,11/03/2019,NE,-12.698211,132.931429,,,,,
,NTAPCK2014,61535,11/03/2019,NW,-12.698204,132.930508,,,,,
,NTAPCK2014,61535,11/03/2019,SE,-12.699114,132.931422,,,,,
NTAPCK2014,NTAPCK2014,61535,11/03/2019,SW,-12.699107,132.930501,,,,,
,NTASSD0001,60107,18/08/2012,CENTRE,-25.30889444,136.3067111,1.062,,,,
,NTASSD0001,60107,18/08/2012,NE,-25.30783333,136.3065278,0.767,,,,
,NTASSD0001,60107,18/08/2012,NW,-25.30798333,136.3060667,0.669,,,,
,NTASSD0001,60107,18/08/2012,SE,-25.30953056,136.3075167,0.651,,,,
NTASSD0001,NTASSD0001,60107,18/08/2012,SW,-25.30979167,136.3070278,0.667,,,,
,NTASSD0002,60321,19/08/2012,CENTRE,-25.28746249,136.2938332,4.196,,,,
,NTASSD0002,60321,19/08/2012,NE,-25.28657207,136.2934364,1.116,,,,
,NTASSD0002,60321,19/08/2012,NW,-25.28684641,136.293042,1.636,,,,
,NTASSD0002,60321,19/08/2012,SE,-25.28804272,136.2945941,3.844,,,,
NTASSD0002,NTASSD0002,60321,19/08/2012,SW,-25.288317,136.29419,2.1,,,,
,NTASSD0003,60108,20/08/2012,CENTRE,-25.29853333,136.2985083,6.171,,,,
,NTASSD0003,60108,20/08/2012,NE,-25.29755278,136.2983361,6.478,,,,
,NTASSD0003,60108,20/08/2012,NW,-25.29789444,136.2979306,6.741,,,,
,NTASSD0003,60108,20/08/2012,SE,-25.29914444,136.2992806,5.807,,,,
NTASSD0003,NTASSD0003,60108,20/08/2012,SW,-25.29944444,136.298875,5.702,,,,
,NTASSD0004,60109,21/08/2012,CENTRE,-25.25248056,136.274675,6.464,,,,
,NTASSD0004,60109,21/08/2012,NE,-25.25149722,136.2744389,5.838,,,,
,NTASSD0004,60109,21/08/2012,NW,-25.25171111,136.2738639,5.757,,,,
,NTASSD0004,60109,21/08/2012,SE,-25.25309444,136.2753417,5.618,,,,
NTASSD0004,NTASSD0004,60109,21/08/2012,SW,-25.25326667,136.2748111,4.938,,,,
,NTASSD0005,60110,18/09/2012,CENTRE,-25.75324722,136.546725,7,,,,
,NTASSD0005,60110,18/09/2012,NE,-25.75233056,136.5464889,7,,,,
,NTASSD0005,60110,18/09/2012,NW,-25.75250556,136.5460361,7,,,,
,NTASSD0005,60110,18/09/2012,SE,-25.75390556,136.5474556,7,,,,
NTASSD0005,NTASSD0005,60110,18/09/2012,SW,-25.75411111,136.5469528,7,,,,
,NTASSD0006,60111,18/09/2012,CENTRE,-25.75240556,136.5477139,7,,,,
,NTASSD0006,60111,18/09/2012,NE,-25.75156389,136.5476167,7,,,,
,NTASSD0006,60111,18/09/2012,NW,-25.75173889,136.5471639,7,,,,
,NTASSD0006,60111,18/09/2012,SE,-25.753275,136.5482694,7,,,,
NTASSD0006,NTASSD0006,60111,18/09/2012,SW,-25.75343611,136.547825,7,,,,
,NTASSD0007,60112,19/09/2012,CENTRE,-25.78263611,136.5645333,7,,,,
,NTASSD0007,60112,19/09/2012,NE,-25.78175,136.5643111,7,,,,
,NTASSD0007,60112,19/09/2012,NW,-25.781925,136.5638583,7,,,,
,NTASSD0007,60112,19/09/2012,SE,-25.78338889,136.5653167,7,,,,
NTASSD0007,NTASSD0007,60112,19/09/2012,SW,-25.78355556,136.564875,7,,,,
,NTASSD0008,60322,19/09/2012,CENTRE,-25.77788611,136.5629611,6.195,,,,
,NTASSD0008,60322,19/09/2012,NE,-25.77743056,136.5634583,6.795,,,,
,NTASSD0008,60322,19/09/2012,NW,-25.77743333,136.5624639,5.638,,,,
,NTASSD0008,60322,19/09/2012,SE,-25.77833889,136.5634556,6.483,,,,
NTASSD0008,NTASSD0008,60322,19/09/2012,SW,-25.77833611,136.5624611,6.67,,,,
,NTASSD0009,60113,22/09/2012,Centre,-24.78087897,136.011037,,,,,
,NTASSD0009,60113,22/09/2012,NE,-24.78003588,136.0106209,,,,,
,NTASSD0009,60113,22/09/2012,NW,-24.78032444,136.010225,,,,,
,NTASSD0009,60113,22/09/2012,SE,-24.78144774,136.011862,,,,,
NTASSD0009,NTASSD0009,60113,22/09/2012,SW,-24.7817328,136.0114582,1,,,,
,NTASSD0010,60114,23/09/2012,CENTRE,-24.791932,136.021041,,,,,
,NTASSD0010,60114,23/09/2012,NE,-24.791076,136.020734,,,,,
,NTASSD0010,60114,23/09/2012,NW,-24.791295,136.020317,,,,,
,NTASSD0010,60114,23/09/2012,SE,-24.79259,136.021774,,,,,
NTASSD0010,NTASSD0010,60114,23/09/2012,SW,-24.792826,136.021357,1,,,,
,NTASSD0011,59978,19/03/2013,CENTRE,-25.48010278,135.1156083,249,,,,
,NTASSD0011,59978,19/03/2013,NE,-25.47965,135.1161083,753,,,,
,NTASSD0011,59978,19/03/2013,NW,-25.47964722,135.1151111,664,,,,
,NTASSD0011,59978,19/03/2013,SE,-25.48055556,135.1161028,651,,,,
NTASSD0011,NTASSD0011,59978,19/03/2013,SW,-25.48054722,135.1151139,762,,,,
,NTASSD0012,59979,20/03/2013,CENTRE,-25.50276389,135.1162056,799,,,,
,NTASSD0012,59979,20/03/2013,NE,-25.50231111,135.1167028,841,,,,
,NTASSD0012,59979,20/03/2013,NW,-25.50231389,135.1157111,814,,,,
,NTASSD0012,59979,20/03/2013,SE,-25.50321667,135.1167056,833,,,,
NTASSD0012,NTASSD0012,59979,20/03/2013,SW,-25.50321667,135.1157111,760,,,,
,NTASSD0013,59982,20/03/2013,CENTRE,-25.52359722,135.1400056,675,,,,
,NTASSD0013,59982,20/03/2013,NE,-25.52314444,135.1405028,0,,,,
,NTASSD0013,59982,20/03/2013,NW,-25.52314444,135.1395056,605,,,,
,NTASSD0013,59982,20/03/2013,SE,-25.52404722,135.1405028,678,,,,
NTASSD0013,NTASSD0013,59982,20/03/2013,SW,-25.52404722,135.1395056,649,,,,
,NTASSD0014,59983,23/03/2013,CENTRE,-25.13741667,135.3711944,935,,,,
,NTASSD0014,59983,23/03/2013,NE,-25.13696667,135.3716917,748,,,,
,NTASSD0014,59983,23/03/2013,NW,-25.13696389,135.3707,892,,,,
,NTASSD0014,59983,23/03/2013,SE,-25.13786667,135.3716917,774,,,,
NTASSD0014,NTASSD0014,59983,23/03/2013,SW,-25.13786944,135.3707,737,,,,
,NTASSD0015,59984,24/03/2013,CENTRE,-25.12348333,135.6172861,724,,,,
,NTASSD0015,59984,24/03/2013,NE,-25.12302778,135.6177861,718,,,,
,NTASSD0015,59984,24/03/2013,NW,-25.12303333,135.6167917,591,,,,
,NTASSD0015,59984,24/03/2013,SE,-25.12393333,135.6177833,740,,,,
NTASSD0015,NTASSD0015,59984,24/03/2013,SW,-25.12393333,135.6167917,669,,,,
,NTASSD0016,59985,22/03/2013,CENTRE,-25.10966111,135.5084861,954,,,,
,NTASSD0016,59985,22/03/2013,NE,-25.10921111,135.5089806,822,,,,
,NTASSD0016,59985,22/03/2013,NW,-25.10921111,135.5079889,921,,,,
,NTASSD0016,59985,22/03/2013,SE,-25.11011111,135.5089833,896,,,,
NTASSD0016,NTASSD0016,59985,22/03/2013,SW,-25.11011389,135.5079972,891,,,,
,NTASSD0017,59980,21/03/2013,CENTRE,-25.47613889,135.2589167,805,,,,
,NTASSD0017,59980,21/03/2013,NE,-25.47569167,135.2594139,682,,,,
,NTASSD0017,59980,21/03/2013,NW,-25.47569167,135.2584194,617,,,,
,NTASSD0017,59980,21/03/2013,SE,-25.47659167,135.2594167,727,,,,
NTASSD0017,NTASSD0017,59980,21/03/2013,SW,-25.47658889,135.2584222,530,,,,
,NTASSD0018,59981,1/01/2013,CENTRE,-25.12747778,135.5231333,687,,,,
,NTASSD0018,59981,1/01/2013,NE,-25.12702778,135.5236333,156,,,,
,NTASSD0018,59981,1/01/2013,NW,-25.12703333,135.5226417,917,,,,
,NTASSD0018,59981,1/01/2013,SE,-25.12793056,135.5236278,767,,,,
NTASSD0018,NTASSD0018,59981,1/01/2013,SW,-25.12793333,135.5226389,754,,,,
,NTASSD0019,59986,25/03/2013,CENTRE,-25.09395833,135.6412806,800,,,,
,NTASSD0019,59986,25/03/2013,NE,-25.09350833,135.6417778,751,,,,
,NTASSD0019,59986,25/03/2013,NW,-25.09350556,135.6407889,908,,,,
,NTASSD0019,59986,25/03/2013,SE,-25.09440833,135.6417778,728,,,,
NTASSD0019,NTASSD0019,59986,25/03/2013,SW,-25.09440833,135.6407917,30,,,,
,NTASTU0001,61137,30/04/2016,CENTRE,-15.87639444,133.4123722,8.361,,,,
,NTASTU0001,61137,30/04/2016,NE,-15.87595278,133.4128472,7.013,,,,
,NTASTU0001,61137,30/04/2016,NW,-15.87595556,133.4119167,7.34,,,,
,NTASTU0001,61137,30/04/2016,SE,-15.87685278,133.41285,10.088,,,,
NTASTU0001,NTASTU0001,61137,30/04/2016,SW,-15.87685833,133.4119194,1.651,,,,
,NTASTU0002,61138,1/05/2016,CENTRE,-15.76739444,133.3787,6.226,,,,
,NTASTU0002,61138,1/05/2016,NE,-15.76694444,133.3791611,5.63,,,,
,NTASTU0002,61138,1/05/2016,NW,-15.76694167,133.3782361,6.724,,,,
,NTASTU0002,61138,1/05/2016,SE,-15.76785,133.3791667,6.719,,,,
NTASTU0002,NTASTU0002,61138,1/05/2016,SW,-15.76783889,133.3782333,10.276,,,,
,NTASTU0003,61139,1/05/2016,CENTRE,-15.706202,133.327993,,,,,
,NTASTU0003,61139,1/05/2016,NE,-15.70575556,133.3284667,8.739,,,,
,NTASTU0003,61139,1/05/2016,NW,-15.70575556,133.3275361,8.605,,,,
,NTASTU0003,61139,1/05/2016,SE,-15.70664722,133.3284639,13.038,,,,
NTASTU0003,NTASTU0003,61139,1/05/2016,SW,-15.70665,133.3275222,0.833,,,,
,NTASTU0004,61135,3/05/2016,CENTRE,-14.86335833,132.9917972,8.754,,,,
,NTASTU0004,61135,3/05/2016,NE,-14.862953,132.992324,,,,,
,NTASTU0004,61135,3/05/2016,NW,-14.86294444,132.9913944,6.741,,,,
,NTASTU0004,61135,3/05/2016,SE,-14.863842,132.99232,6.332,,,,
NTASTU0004,NTASTU0004,61135,3/05/2016,SW,-14.86383889,132.9914028,7.268,,,,
,NTASTU0005,61136,3/05/2016,CENTRE,-14.90820278,133.0482444,4.1,,,,
,NTASTU0005,61136,3/05/2016,NE,-14.90775833,133.0487167,11.062,,,,
,NTASTU0005,61136,3/05/2016,NW,-14.90775,133.0477889,8.669,,,,
,NTASTU0005,61136,3/05/2016,SE,-14.908667,133.048705,9.376,,,,
NTASTU0005,NTASTU0005,61136,3/05/2016,SW,-14.90864444,133.0477889,8.672,,,,
,NTATAN0001,61486,5/08/2020,CENTRE,-20.69906,134.20591,,,,,
,NTATAN0001,61486,5/08/2020,NE,-20.698611,134.206392,,,,,
,NTATAN0001,61486,5/08/2020,NW,-20.6986159,134.2054256,,,,,
,NTATAN0001,61486,5/08/2020,SE,-20.699514,134.206388,,,,,
NTATAN0001,NTATAN0001,61486,5/08/2020,SW,-20.6995098,134.2054273,,,,,
,NTATAN0002,61484,5/08/2020,CENTRE,-20.7224023,134.2008658,0,,,,
,NTATAN0002,61484,5/08/2020,NE,-20.7219841,134.2013207,0,,,,
,NTATAN0002,61484,5/08/2020,NW,-20.7219824,134.2003651,0,,,,
,NTATAN0002,61484,5/08/2020,SE,-20.7228733,134.2013183,0,,,,
NTATAN0002,NTATAN0002,61484,5/08/2020,SW,-20.7228814,134.2003669,0,,,,
,NTATAN0003,61485,6/08/2020,CENTRE,-20.9211071,133.8718306,0,,,,
,NTATAN0003,61485,6/08/2020,NE,-20.9206576,133.8723189,0,,,,
,NTATAN0003,61485,6/08/2020,NW,-20.9206527,133.8713607,0,,,,
,NTATAN0003,61485,6/08/2020,SE,-20.9215463,133.8723196,0,,,,
NTATAN0003,NTATAN0003,61485,6/08/2020,SW,-20.9215447,133.8713681,0,,,,
,NTATAN0004,61487,6/08/2020,CENTRE,-20.9213225,133.8866056,,,,,
,NTATAN0004,61487,6/08/2020,NE,-20.9208805,133.887079,,,,,
,NTATAN0004,61487,6/08/2020,NW,-20.9208817,133.8861263,,,,,
,NTATAN0004,61487,6/08/2020,SE,-20.9217719,133.887086,,,,,
NTATAN0004,NTATAN0004,61487,6/08/2020,SW,-20.9217778,133.886123,,,,,
,NTTDAB0001,59997,17/03/2014,CENTRE,-13.96244444,131.6743694,588,,,,
,NTTDAB0001,59997,17/03/2014,NE,-13.961975,131.6749306,961,,,,
,NTTDAB0001,59997,17/03/2014,NW,-13.96196111,131.6739889,94,,,,
,NTTDAB0001,59997,17/03/2014,SE,-13.962875,131.674925,6,,,,
NTTDAB0001,NTTDAB0001,59997,17/03/2014,SW,-13.962875,131.6739972,258,,,,
,NTTDAC0001,60172,18/03/2014,CENTRE,-13.139378,130.796145,0,,,,
,NTTDAC0001,60172,18/03/2014,NE,-13.13893753,130.7966008,96,,,,
,NTTDAC0001,60172,18/03/2014,NW,-13.13893292,130.7956886,722,,,,
,NTTDAC0001,60172,18/03/2014,SE,-13.13984303,130.7967066,0,,,,
NTTDAC0001,NTTDAC0001,60172,18/03/2014,SW,-13.13983269,130.7956871,137,,,,
,NTTDMR0001,59999,13/03/2014,CENTRE,-18.079625,133.6850333,737,,,,
,NTTDMR0001,59999,13/03/2014,NE,-18.07913611,133.6854972,843,,,,
,NTTDMR0001,59999,13/03/2014,NW,-18.07913611,133.68455,43,,,,
,NTTDMR0001,59999,13/03/2014,SE,-18.08003611,133.6854944,66,,,,
NTTDMR0001,NTTDMR0001,59999,13/03/2014,SW,-18.08004167,133.6845444,166,,,,
,NTTDMR0002,59998,14/03/2014,CENTRE,-18.07204444,133.6354917,154,,,,
,NTTDMR0002,59998,14/03/2014,NE,-18.0716,133.6359667,224,,,,
,NTTDMR0002,59998,14/03/2014,NW,-18.07159444,133.6350278,241,,,,
,NTTDMR0002,59998,14/03/2014,SE,-18.07249722,133.6359694,196,,,,
NTTDMR0002,NTTDMR0002,59998,14/03/2014,SW,-18.07249722,133.6350222,835,,,,
,NTTDMR0003,60000,14/03/2014,CENTRE,-18.07159167,133.6673056,803,,,,
,NTTDMR0003,60000,14/03/2014,NE,-18.07113889,133.6677833,697,,,,
,NTTDMR0003,60000,14/03/2014,NW,-18.07115,133.6668361,765,,,,
,NTTDMR0003,60000,14/03/2014,SE,-18.07204722,133.6677778,827,,,,
NTTDMR0003,NTTDMR0003,60000,14/03/2014,SW,-18.07204444,133.6669306,955,,,,
,NTTMGD0001,59940,15/03/2014,CENTRE,-17.28250833,133.4243444,67,,,,
,NTTMGD0001,59940,15/03/2014,NE,-17.282075,133.4248278,430,,,,
,NTTMGD0001,59940,15/03/2014,NW,-17.28206111,133.4238917,32,,,,
,NTTMGD0001,59940,15/03/2014,SE,-17.28296667,133.4248361,871,,,,
NTTMGD0001,NTTMGD0001,59940,15/03/2014,SW,-17.28296944,133.4238944,934,,,,
,NTTPCK0001,60001,19/03/2014,CENTRE,-12.87151389,131.1274694,354,,,,
,NTTPCK0001,60001,19/03/2014,NE,-12.87107222,131.1279111,119,,,,
,NTTPCK0001,60001,19/03/2014,NW,-12.87106667,131.1269889,493,,,,
,NTTPCK0001,60001,19/03/2014,SE,-12.87197222,131.1279056,62,,,,
NTTPCK0001,NTTPCK0001,60001,19/03/2014,SW,-12.87196111,131.1269944,126,,,,
,NTTSTU0001,60002,15/03/2014,CENTRE,-16.62981389,133.2715806,193,,,,
,NTTSTU0001,60002,15/03/2014,NE,-16.62934167,133.2720944,157,,,,
,NTTSTU0001,60002,15/03/2014,NW,-16.62933611,133.2711611,963,,,,
,NTTSTU0001,60002,15/03/2014,SE,-16.63023056,133.2720972,120,,,,
NTTSTU0001,NTTSTU0001,60002,15/03/2014,SW,-16.63024167,133.2711583,249,,,,
,QDABBN0001,61353,7/04/2019,CENTRE,-23.85855306,148.158735,4,,,,
,QDABBN0001,61353,7/04/2019,NE,-23.85809806,148.1592219,4,,,,
,QDABBN0001,61353,7/04/2019,NW,-23.858105,148.15824,4,,,,
,QDABBN0001,61353,7/04/2019,SE,-23.85900111,148.15923,4,,,,
QDABBN0001,QDABBN0001,61353,7/04/2019,SW,-23.85900806,148.1582481,4,,,,
,QDABBN0002,61354,8/04/2019,CENTRE,-23.86942389,148.1498761,4,,,,
,QDABBN0002,61354,8/04/2019,NE,-23.86896889,148.1503631,4,,,,
,QDABBN0002,61354,8/04/2019,NW,-23.86897611,148.1493811,4,,,,
,QDABBN0002,61354,8/04/2019,SE,-23.86987194,148.1503711,4,,,,
QDABBN0002,QDABBN0002,61354,8/04/2019,SW,-23.86987889,148.1493889,4,,,,
,QDABBS0001,61323,4/04/2019,CENTRE,-24.79967111,147.7698739,4,,,,
,QDABBS0001,61323,4/04/2019,NE,-24.79921694,147.7703661,4,,,,
,QDABBS0001,61323,4/04/2019,NW,-24.79922194,147.7693761,4,,,,
,QDABBS0001,61323,4/04/2019,SE,-24.80012,147.7703711,4,,,,
QDABBS0001,QDABBS0001,61323,4/04/2019,SW,-24.800125,147.7693819,4,,,,
,QDABBS0002,61319,4/04/2019,CENTRE,-24.83194389,147.6424639,4,,,,
,QDABBS0002,61319,4/04/2019,NE,-24.83149111,147.6429569,4,,,,
,QDABBS0002,61319,4/04/2019,NW,-24.831495,147.6419669,4,,,,
,QDABBS0002,61319,4/04/2019,SE,-24.83239389,147.6429619,4,,,,
QDABBS0002,QDABBS0002,61319,4/04/2019,SW,-24.83239806,147.6419719,4,,,,
,QDABBS0003,61324,5/04/2019,CENTRE,-24.82113,147.7415769,4,,,,
,QDABBS0003,61324,5/04/2019,NE,-24.82067611,147.7420689,4,,,,
,QDABBS0003,61324,5/04/2019,NW,-24.82068111,147.74108,4,,,,
,QDABBS0003,61324,5/04/2019,SE,-24.82157889,147.7420739,4,,,,
QDABBS0003,QDABBS0003,61324,5/04/2019,SW,-24.82158389,147.741085,4,,,,
,QDABBS0004,61349,5/04/2019,CENTRE,-24.78369,147.7601189,4,,,,
,QDABBS0004,61349,5/04/2019,NE,-24.78323611,147.7606111,4,,,,
,QDABBS0004,61349,5/04/2019,NW,-24.78324111,147.7596219,4,,,,
,QDABBS0004,61349,5/04/2019,SE,-24.78413889,147.7606161,4,,,,
QDABBS0004,QDABBS0004,61349,5/04/2019,SW,-24.78414389,147.7596269,4,,,,
,QDABBS0005,61360,6/04/2019,CENTRE,-24.76806694,147.7670969,4,,,,
,QDABBS0005,61360,6/04/2019,NE,-24.76761306,147.7675889,4,,,,
,QDABBS0005,61360,6/04/2019,NW,-24.76761806,147.7665989,4,,,,
,QDABBS0005,61360,6/04/2019,SE,-24.76851611,147.7675939,4,,,,
QDABBS0005,QDABBS0005,61360,6/04/2019,SW,-24.76852111,147.766605,4,,,,
,QDABBS0006,61350,10/04/2019,CENTRE,-27.152165,151.2339219,4,,,,
,QDABBS0006,61350,10/04/2019,NE,-27.15172,151.2344339,4,,,,
,QDABBS0006,61350,10/04/2019,NW,-27.15170806,151.233425,4,,,,
,QDABBS0006,61350,10/04/2019,SE,-27.15262306,151.23442,4,,,,
QDABBS0006,QDABBS0006,61350,10/04/2019,SW,-27.15261,151.2334111,4,,,,
,QDABBS0007,61326,10/04/2019,CENTRE,-27.32873611,151.2426819,4,,,,
,QDABBS0007,61326,10/04/2019,NE,-27.32829111,151.243195,4,,,,
,QDABBS0007,61326,10/04/2019,NW,-27.32827889,151.2421839,4,,,,
,QDABBS0007,61326,10/04/2019,SE,-27.32919389,151.24318,4,,,,
QDABBS0007,QDABBS0007,61326,10/04/2019,SW,-27.32918111,151.24217,4,,,,
,QDABBS0008,61351,11/04/2019,CENTRE,-27.33042611,151.2498561,4,,,,
,QDABBS0008,61351,11/04/2019,NE,-27.32998111,151.2503689,4,,,,
,QDABBS0008,61351,11/04/2019,NW,-27.32996889,151.2493581,4,,,,
,QDABBS0008,61351,11/04/2019,SE,-27.33088389,151.2503539,4,,,,
QDABBS0008,QDABBS0008,61351,11/04/2019,SW,-27.33087111,151.2493439,4,,,,
,QDABBS0009,61352,13/04/2019,CENTRE,-27.38520694,151.6133111,4,,,,
,QDABBS0009,61352,13/04/2019,NE,-27.38476111,151.6138219,4,,,,
,QDABBS0009,61352,13/04/2019,NW,-27.38475,151.6128111,4,,,,
,QDABBS0009,61352,13/04/2019,SE,-27.38566306,151.6138111,4,,,,
QDABBS0009,QDABBS0009,61352,13/04/2019,SW,-27.38565306,151.6128,4,,,,
,QDABBS0010,63266,28/03/2021,CENTRE,-27.65751965,151.5227832,0,,,,
,QDABBS0010,63266,28/03/2021,NE,-27.6570565,151.5233573,0,,,,
,QDABBS0010,63266,28/03/2021,NW,-27.65705907,151.5223516,0,,,,
,QDABBS0010,63266,28/03/2021,SE,-27.65795733,151.5233638,0,,,,
QDABBS0010,QDABBS0010,63266,28/03/2021,SW,-27.65795674,151.5223441,0,,,,
,QDACHC0001,60009,22/04/2013,CENTRE,-24.10419722,143.2578,0.75,,,,
,QDACHC0001,60009,22/04/2013,NE,-24.10369722,143.2582806,0.689,,,,
,QDACHC0001,60009,22/04/2013,NW,-24.10369444,143.2572972,0.965,,,,
,QDACHC0001,60009,22/04/2013,SE,-24.10459722,143.2582806,0.86,,,,
QDACHC0001,QDACHC0001,60009,22/04/2013,SW,-24.1046,143.2572944,0.656,,,,
,QDACHC0002,60010,24/04/2013,CENTRE,-24.12543333,143.1696472,0.722,,,,
,QDACHC0002,60010,24/04/2013,NE,-24.12505556,143.1701444,0.764,,,,
,QDACHC0002,60010,24/04/2013,NW,-24.12505556,143.1691639,0.999,,,,
,QDACHC0002,60010,24/04/2013,SE,-24.12595556,143.1701417,0.73,,,,
QDACHC0002,QDACHC0002,60010,24/04/2013,SW,-24.12595556,143.1691611,0.639,,,,
,QDACHC0003,59886,23/04/2013,CENTRE,-24.11590278,143.1654167,648,,,,
,QDACHC0003,59886,23/04/2013,NE,-24.11545556,143.1658861,246,,,,
,QDACHC0003,59886,23/04/2013,NW,-24.11545278,143.1648944,113,,,,
,QDACHC0003,59886,23/04/2013,SE,-24.11637222,143.1658833,779,,,,
QDACHC0003,QDACHC0003,59886,23/04/2013,SW,-24.11637778,143.1648944,207,,,,
,QDACHC0004,59887,18/05/2013,CENTRE,-23.718325,141.0923472,801,,,,
,QDACHC0004,59887,18/05/2013,NE,-23.71787222,141.0928361,9,,,,
,QDACHC0004,59887,18/05/2013,NW,-23.717875,141.0918528,791,,,,
,QDACHC0004,59887,18/05/2013,SE,-23.718775,141.0928333,76,,,,
QDACHC0004,QDACHC0004,59887,18/05/2013,SW,-23.71877222,141.0918611,883,,,,
,QDACHC0005,59941,19/05/2013,CENTRE,-23.72122778,141.0727972,609,,,,
,QDACHC0005,59941,19/05/2013,NE,-23.72077222,141.0732833,670,,,,
,QDACHC0005,59941,19/05/2013,NW,-23.72076944,141.0723028,683,,,,
,QDACHC0005,59941,19/05/2013,SE,-23.72167778,141.0732861,604,,,,
QDACHC0005,QDACHC0005,59941,19/05/2013,SW,-23.721675,141.0723056,10,,,,
,QDACHC0006,59888,20/05/2013,CENTRE,-23.769,141.1339917,640,,,,
,QDACHC0006,59888,20/05/2013,NE,-23.76854722,141.1344778,735,,,,
,QDACHC0006,59888,20/05/2013,NW,-23.76854722,141.1335056,825,,,,
,QDACHC0006,59888,20/05/2013,SE,-23.76946667,141.1344972,392,,,,
QDACHC0006,QDACHC0006,59888,20/05/2013,SW,-23.76945278,141.1334972,580,,,,
,QDACHC0007,59936,20/05/2013,CENTRE,-23.83525,141.0295889,594,,,,
,QDACHC0007,59936,20/05/2013,NE,-23.83478889,141.030075,699,,,,
,QDACHC0007,59936,20/05/2013,NW,-23.83479167,141.0290889,734,,,,
,QDACHC0007,59936,20/05/2013,SE,-23.83569722,141.030075,110,,,,
QDACHC0007,QDACHC0007,59936,20/05/2013,SW,-23.83569167,141.0290944,632,,,,
,QDACYP0001,61271,7/06/2018,CENTRE,-15.27781389,145.2533056,0.73,,,,
,QDACYP0001,61271,7/06/2018,NE,-15.27733333,145.2537611,0.628,,,,
,QDACYP0001,61271,7/06/2018,NW,-15.277325,145.2528333,0.719,,,,
,QDACYP0001,61271,7/06/2018,SE,-15.27823611,145.2537667,0.727,,,,
QDACYP0001,QDACYP0001,61271,7/06/2018,SW,-15.27823333,145.2528389,0.712,,,,
,QDACYP0002,61272,7/06/2018,CENTRE,-15.28408333,145.1919639,0.955,,,,
,QDACYP0002,61272,7/06/2018,NE,-15.28363611,145.1924333,0.578,,,,
