Label SW,site_location_name,site_location_id,established_date,point,latitude,longitude,threedcq,,,,
,SAAEYB0032,61499,4/03/2021,SE,-33.20234417,136.8505119,0,,,,
SAAEYB0032,SAAEYB0032,61499,4/03/2021,SW,-33.2023505,136.8494437,0,,,,
,SAAEYB0033,61466,4/03/2021,CENTRE,-33.222892,136.924586,,,,,
,SAAEYB0033,61466,4/03/2021,NE,-33.22244713,136.9251485,0,,,,
,SAAEYB0033,61466,4/03/2021,NW,-33.22244601,136.9240519,0,,,,
,SAAEYB0033,61466,4/03/2021,SE,-33.22332714,136.9251336,0,,,,
SAAEYB0033,SAAEYB0033,61466,4/03/2021,SW,-33.22334811,136.9240633,0,,,,
,SAAEYB0035,84079,24/11/2021,CENTRE,-31.98264355,132.2115402,0,,,,
,SAAEYB0035,84079,24/11/2021,NE,-31.9822,132.212146,0,,,,
,SAAEYB0035,84079,24/11/2021,NW,-31.982177,132.211089,0,,,,
,SAAEYB0035,84079,24/11/2021,SE,-31.983101,132.212119,0,,,,
SAAEYB0035,SAAEYB0035,84079,24/11/2021,SW,-31.983078,132.211062,0,,,,
,SAAEYB0036,84080,25/11/2021,CENTRE,-31.9937323,132.3748008,0,,,,
,SAAEYB0036,84080,25/11/2021,NE,-31.993318,132.375354,0,,,,
,SAAEYB0036,84080,25/11/2021,NW,-31.993296,132.374297,,,,,
,SAAEYB0036,84080,25/11/2021,SE,-31.994219,132.375329,,,,,
SAAEYB0036,SAAEYB0036,84080,25/11/2021,SW,-31.994197,132.374271,,,,,
,SAAFLB0003,60752,25/07/2016,CENTRE,-34.97321,138.647558,,,,,
,SAAFLB0003,60752,25/07/2016,NE,-34.97277,138.648118,,,,,
,SAAFLB0003,60752,25/07/2016,NW,-34.972749,138.647024,,,,,
,SAAFLB0003,60752,25/07/2016,SE,-34.973671,138.648093,,,,,
SAAFLB0003,SAAFLB0003,60752,25/07/2016,SW,-34.97365,138.646998,,,,,
,SAAFLB0004,61229,17/08/2017,CENTRE,-35.06990833,138.5791611,7,,,,
,SAAFLB0004,61229,17/08/2017,NE,-35.06946667,138.5797222,7,,,,
,SAAFLB0004,61229,17/08/2017,NW,-35.06944722,138.5786278,7,,,,
,SAAFLB0004,61229,17/08/2017,SE,-35.07036944,138.5796972,7,,,,
SAAFLB0004,SAAFLB0004,61229,17/08/2017,SW,-35.07034722,138.5786,7,,,,
,SAAFLB0005,61308,12/09/2018,CENTRE,-33.02632222,138.1037889,5.456,,,,
,SAAFLB0005,61308,12/09/2018,NE,-33.02587222,138.1043278,6.43,,,,
,SAAFLB0005,61308,12/09/2018,NW,-33.02586944,138.1032639,0.784,,,,
,SAAFLB0005,61308,12/09/2018,SE,-33.026775,138.1043333,6.694,,,,
SAAFLB0005,SAAFLB0005,61308,12/09/2018,SW,-33.02676944,138.1032556,6.003,,,,
,SAAFLB0006,61309,13/09/2018,CENTRE,-33.08529167,138.1631861,10.599,,,,
,SAAFLB0006,61309,13/09/2018,NE,-33.08483889,138.1637722,9.942,,,,
,SAAFLB0006,61309,13/09/2018,NW,-33.08483889,138.1627,7.139,,,,
,SAAFLB0006,61309,13/09/2018,SE,-33.08573889,138.1637778,5.906,,,,
SAAFLB0006,SAAFLB0006,61309,13/09/2018,SW,-33.08573611,138.1626917,2.021,,,,
,SAAFLB0007,61310,10/10/2018,CENTRE,-31.82323889,138.3002306,6.133,,,,
,SAAFLB0007,61310,10/10/2018,NE,-31.82278611,138.3007611,0.711,,,,
,SAAFLB0007,61310,10/10/2018,NW,-31.82278611,138.2997028,5.992,,,,
,SAAFLB0007,61310,10/10/2018,SE,-31.82368611,138.3007611,5.056,,,,
SAAFLB0007,SAAFLB0007,61310,10/10/2018,SW,-31.82368889,138.2997028,0.665,,,,
,SAAFLB0008,61311,10/10/2018,CENTRE,-31.837349,138.351732,999,Estimate,,,
,SAAFLB0008,61311,10/10/2018,NE,-31.836875,138.3522722,1.107,,,,
,SAAFLB0008,61311,10/10/2018,NW,-31.83688333,138.3511917,0.864,,,,
,SAAFLB0008,61311,10/10/2018,SE,-31.837775,138.3522389,12.972,,,,
SAAFLB0008,SAAFLB0008,61311,10/10/2018,SW,-31.83778611,138.3511917,8.409,,,,
,SAAFLB0030,59925,13/08/2013,CENTRE,-29.97803056,138.0156306,804,,,,
,SAAFLB0030,59925,13/08/2013,NE,-29.97757778,138.0161556,746,,,,
,SAAFLB0030,59925,13/08/2013,NW,-29.97758056,138.0151222,843,,,,
,SAAFLB0030,59925,13/08/2013,SE,-29.97848056,138.0161556,910,,,,
SAAFLB0030,SAAFLB0030,59925,13/08/2013,SW,-29.97848333,138.0151194,111,,,,
,SAAFLB0031,59926,13/08/2013,CENTRE,-29.97110556,137.9550722,820,,,,
,SAAFLB0031,59926,13/08/2013,NE,-29.97066111,137.9555944,693,,,,
,SAAFLB0031,59926,13/08/2013,NW,-29.97065556,137.9545611,748,,,,
,SAAFLB0031,59926,13/08/2013,SE,-29.971555,137.955596,,,,,
SAAFLB0031,SAAFLB0031,59926,13/08/2013,SW,-29.971575,137.9545667,820,,,,
,SAAGAW0001,60252,18/02/2015,CENTRE,-32.98279722,137.19775,0.866,,,,
,SAAGAW0001,60252,18/02/2015,NE,-32.98235278,137.1982861,0.667,,,,
,SAAGAW0001,60252,18/02/2015,NW,-32.98234444,137.1972111,0.787,,,,
,SAAGAW0001,60252,18/02/2015,SE,-32.98325,137.1982833,1.646,,,,
SAAGAW0001,SAAGAW0001,60252,18/02/2015,SW,-32.98324722,137.1972083,1.591,,,,
,SAAGAW0002,60253,18/02/2015,CENTRE,-32.97966111,137.2448083,0.765,,,,
,SAAGAW0002,60253,18/02/2015,NE,-32.97920833,137.2453444,0.924,,,,
,SAAGAW0002,60253,18/02/2015,NW,-32.97921389,137.2442694,0.522,,,,
,SAAGAW0002,60253,18/02/2015,SE,-32.98011389,137.2453417,0.543,,,,
SAAGAW0002,SAAGAW0002,60253,18/02/2015,SW,-32.98011944,137.2442722,0.707,,,,
,SAAGAW0003,60254,17/02/2015,CENTRE,-32.97109722,137.2488972,1.341,,,,
,SAAGAW0003,60254,17/02/2015,NE,-32.97065556,137.2494222,0.779,,,,
,SAAGAW0003,60254,17/02/2015,NW,-32.97064444,137.2483528,1.9,,,,
,SAAGAW0003,60254,17/02/2015,SE,-32.97155278,137.2494222,0.858,,,,
SAAGAW0003,SAAGAW0003,60254,17/02/2015,SW,-32.97155,137.2483611,0.891,,,,
,SAAGAW0004,61339,21/05/2019,CENTRE,-30.87122902,135.4408929,,,,,
,SAAGAW0004,61339,21/05/2019,NE,-30.87079567,135.4414273,,,,,
,SAAGAW0004,61339,21/05/2019,NW,-30.8707981,135.4403813,,,,,
,SAAGAW0004,61339,21/05/2019,SE,-30.87168653,135.4414307,,,,,
SAAGAW0004,SAAGAW0004,61339,21/05/2019,SW,-30.87168877,135.4403808,,,,,
,SAAGAW0005,61361,21/05/2019,CENTRE,-30.80280132,135.390629,0,,,,
,SAAGAW0005,61361,21/05/2019,NE,-30.80239565,135.3911383,0,,,,
,SAAGAW0005,61361,21/05/2019,NW,-30.80234843,135.3901243,0,,,,
,SAAGAW0005,61361,21/05/2019,SE,-30.80324488,135.3911682,0,,,,
SAAGAW0005,SAAGAW0005,61361,21/05/2019,SW,-30.80325101,135.3901235,0,,,,
,SAAGAW0006,61340,22/05/2019,CENTRE,-30.533179,135.547645,,,,,
,SAAGAW0006,61340,22/05/2019,NE,-30.532725,135.548164,,,,,
,SAAGAW0006,61340,22/05/2019,NW,-30.53273,135.547122,,,,,
,SAAGAW0006,61340,22/05/2019,SE,-30.533628,135.548169,,,,,
SAAGAW0006,SAAGAW0006,61340,22/05/2019,SW,-30.533632,135.547127,,,,,
,SAAGAW0007,61362,22/05/2019,CENTRE,-30.5469237,135.5273515,0,,,,
,SAAGAW0007,61362,22/05/2019,NE,-30.54647258,135.52788,0,,,,
,SAAGAW0007,61362,22/05/2019,NW,-30.54647595,135.526832,0,,,,
,SAAGAW0007,61362,22/05/2019,SE,-30.54736245,135.5278791,0,,,,
SAAGAW0007,SAAGAW0007,61362,22/05/2019,SW,-30.54736758,135.526835,0,,,,
,SAAGAW0008,61363,23/05/2019,CENTRE,-30.67923718,135.5390672,0,,,,
,SAAGAW0008,61363,23/05/2019,NE,-30.67878171,135.5395912,0,,,,
,SAAGAW0008,61363,23/05/2019,NW,-30.67878613,135.5385473,0,,,,
,SAAGAW0008,61363,23/05/2019,SE,-30.67968295,135.5395923,0,,,,
SAAGAW0008,SAAGAW0008,61363,23/05/2019,SW,-30.67968337,135.538546,0,,,,
,SAAGVD0001,60188,3/09/2014,CENTRE,-29.34488333,130.446675,998,,,,
,SAAGVD0001,60188,3/09/2014,NE,-29.34443056,130.4471917,751,,,,
,SAAGVD0001,60188,3/09/2014,NW,-29.34443056,130.4461639,758,,,,
,SAAGVD0001,60188,3/09/2014,SE,-29.34533611,130.4471917,759,,,,
SAAGVD0001,SAAGVD0001,60188,3/09/2014,SW,-29.34533611,130.4461611,888,,,,
,SAAGVD0002,60189,3/09/2014,CENTRE,-29.34603333,130.4509806,947,,,,
,SAAGVD0002,60189,3/09/2014,NE,-29.34559167,130.4515056,824,,,,
,SAAGVD0002,60189,3/09/2014,NW,-29.34559167,130.4504778,168,,,,
,SAAGVD0002,60189,3/09/2014,SE,-29.34649722,130.4515083,29,,,,
SAAGVD0002,SAAGVD0002,60189,3/09/2014,SW,-29.34649167,130.4504778,38,,,,
,SAAGVD0003,60190,4/09/2014,CENTRE,-29.32123611,130.446675,551,,,,
,SAAGVD0003,60190,4/09/2014,NE,-29.32078611,130.4471889,804,,,,
,SAAGVD0003,60190,4/09/2014,NW,-29.32078611,130.4461583,41,,,,
,SAAGVD0003,60190,4/09/2014,SE,-29.32168889,130.4471889,925,,,,
SAAGVD0003,SAAGVD0003,60190,4/09/2014,SW,-29.32168889,130.4461611,694,,,,
,SAAGVD0004,60210,10/09/2014,CENTRE,-30.81430556,132.1347833,746,,,,
,SAAGVD0004,60210,10/09/2014,NE,-30.81385278,132.1353083,894,,,,
,SAAGVD0004,60210,10/09/2014,NW,-30.81385,132.1342639,741,,,,
,SAAGVD0004,60210,10/09/2014,SE,-30.81475278,132.1353056,616,,,,
SAAGVD0004,SAAGVD0004,60210,10/09/2014,SW,-30.81475278,132.1342611,960,,,,
,SAAKAN0001,61295,19/10/2018,CENTRE,-35.6482,137.3686056,6.51,,,,
,SAAKAN0001,61295,19/10/2018,NE,-35.64774444,137.3691333,6.628,,,,
,SAAKAN0001,61295,19/10/2018,NW,-35.64776111,137.3680194,6.921,,,,
,SAAKAN0001,61295,19/10/2018,SE,-35.64865,137.3691167,11.173,,,,
SAAKAN0001,SAAKAN0001,61295,19/10/2018,SW,-35.64864444,137.3680278,6.124,,,,
,SAAKAN0002,61296,20/10/2018,CENTRE,-35.642814,137.217958,10.82,,,,
,SAAKAN0002,61296,20/10/2018,NE,-35.642348,137.218475,8.24,,,,
,SAAKAN0002,61296,20/10/2018,NW,-35.642368,137.217371,7.05,,,,
,SAAKAN0002,61296,20/10/2018,SE,-35.643249,137.2185,11.041,,,,
SAAKAN0002,SAAKAN0002,61296,20/10/2018,SW,-35.643269,137.217397,16.582,,,,
,SAAKAN0003,61297,21/10/2018,CENTRE,-35.74363611,137.334575,7.763,,,,
,SAAKAN0003,61297,21/10/2018,NE,-35.7432,137.3350889,7.355,,,,
,SAAKAN0003,61297,21/10/2018,NW,-35.74322222,137.3339861,6.443,,,,
,SAAKAN0003,61297,21/10/2018,SE,-35.74411111,137.3351167,6.961,,,,
SAAKAN0003,SAAKAN0003,61297,21/10/2018,SW,-35.74408333,137.3340444,10.581,,,,
,SAAKAN0004,61298,22/10/2018,CENTRE,-35.722707,136.973932,,,,,
,SAAKAN0004,61298,22/10/2018,NE,-35.722257,136.97429,,,,,
,SAAKAN0004,61298,22/10/2018,NW,-35.72226,136.973175,,,,,
,SAAKAN0004,61298,22/10/2018,SE,-35.723152,136.974284,,,,,
SAAKAN0004,SAAKAN0004,61298,22/10/2018,SW,-35.723154,136.973161,,,,,
,SAAKAN0005,61299,23/10/2018,CENTRE,-35.810134,136.883485,,,,,
,SAAKAN0005,61299,23/10/2018,NE,-35.809706,136.884025,,,,,
,SAAKAN0005,61299,23/10/2018,NW,-35.809723,136.882919,,,,,
,SAAKAN0005,61299,23/10/2018,SE,-35.810607,136.884046,,,,,
SAAKAN0005,SAAKAN0005,61299,23/10/2018,SW,-35.810624,136.88294,,,,,
,SAAKAN0006,61300,24/10/2018,CENTRE,-35.900142,136.896635,,,,,
,SAAKAN0006,61300,24/10/2018,NE,-35.899703,136.89717,,,,,
,SAAKAN0006,61300,24/10/2018,NW,-35.899697,136.896071,999,Estimate,,,
,SAAKAN0006,61300,24/10/2018,SE,-35.900649,136.897202,,,,,
SAAKAN0006,SAAKAN0006,61300,24/10/2018,SW,-35.90062129,136.8960835,,,,,
,SAAKAN0007,61301,25/10/2018,CENTRE,-35.908561,136.587179,,,,,
,SAAKAN0007,61301,25/10/2018,NE,-35.908095,136.587723,,,,,
,SAAKAN0007,61301,25/10/2018,NW,-35.908095,136.586601,,,,,
,SAAKAN0007,61301,25/10/2018,SE,-35.908994,136.587686,,,,,
SAAKAN0007,SAAKAN0007,61301,25/10/2018,SW,-35.908982,136.586576,,,,,
,SAAKAN0008,61302,26/10/2018,CENTRE,-35.903941,137.551864,,,,,
,SAAKAN0008,61302,26/10/2018,NE,-35.903457,137.552361,,,,,
,SAAKAN0008,61302,26/10/2018,NW,-35.90348,137.551254,,,,,
,SAAKAN0008,61302,26/10/2018,SE,-35.904357,137.55239,,,,,
SAAKAN0008,SAAKAN0008,61302,26/10/2018,SW,-35.904381,137.551283,,,,,
,SAAKAN0009,61303,27/10/2018,CENTRE,-35.942508,137.325412,,,,,
,SAAKAN0009,61303,27/10/2018,NE,-35.942105,137.325914,,,,,
,SAAKAN0009,61303,27/10/2018,NW,-35.942126,137.324806,,,,,
,SAAKAN0009,61303,27/10/2018,SE,-35.943006,137.32594,,,,,
SAAKAN0009,SAAKAN0009,61303,27/10/2018,SW,-35.943027,137.324832,,,,,
,SAAKAN0010,61304,28/10/2018,CENTRE,-35.841571,137.907572,,,,,
,SAAKAN0010,61304,28/10/2018,NE,-35.84109,137.90806,,,,,
,SAAKAN0010,61304,28/10/2018,NW,-35.841117,137.906954,,,,,
,SAAKAN0010,61304,28/10/2018,SE,-35.84199,137.908093,,,,,
SAAKAN0010,SAAKAN0010,61304,28/10/2018,SW,-35.842017,137.906987,,,,,
,SAAKAN0011,61305,29/10/2018,CENTRE,-35.782936,138.06224,,,,,
,SAAKAN0011,61305,29/10/2018,NE,-35.7825,138.062809,,,,,
,SAAKAN0011,61305,29/10/2018,NW,-35.782473,138.061704,,,,,
,SAAKAN0011,61305,29/10/2018,SE,-35.7834,138.062776,,,,,
SAAKAN0011,SAAKAN0011,61305,29/10/2018,SW,-35.783373,138.061671,,,,,
,SAAKAN0012,61306,30/10/2018,CENTRE,-35.88389,137.990416,,,,,
,SAAKAN0012,61306,30/10/2018,NE,-35.883426,137.990952,,,,,
,SAAKAN0012,61306,30/10/2018,NW,-35.883454,137.989845,,,,,
,SAAKAN0012,61306,30/10/2018,SE,-35.884326,137.990986,,,,,
SAAKAN0012,SAAKAN0012,61306,30/10/2018,SW,-35.884354,137.989879,,,,,
SAAKAN0013,SAAKAN0013,61488,9/10/2020,SW,-35.72360698,136.8210488,,,,,
,SAAMDD0007,60159,16/06/2011,CENTRE,-34.36190194,139.5002753,1,,,,
,SAAMDD0007,60159,16/06/2011,NE,-34.36136889,139.5009369,1,,,,
,SAAMDD0007,60159,16/06/2011,NW,-34.36135417,139.4997411,1,,,,
,SAAMDD0007,60159,16/06/2011,SE,-34.36236056,139.5009194,1,,,,
SAAMDD0007,SAAMDD0007,60159,16/06/2011,SW,-34.36234611,139.4997236,1,,,,
,SAAMDD0008,60160,17/06/2011,CENTRE,-34.34128694,139.5082736,1,,,,
,SAAMDD0008,60160,17/06/2011,NE,-34.34084278,139.508825,1,,,,
,SAAMDD0008,60160,17/06/2011,NW,-34.34082944,139.5077383,1,,,,
,SAAMDD0008,60160,17/06/2011,SE,-34.34174444,139.5088092,1,,,,
SAAMDD0008,SAAMDD0008,60160,17/06/2011,SW,-34.34173111,139.5077222,1,,,,
,SAAMDD0009,60161,18/06/2011,CENTRE,-34.35745778,139.4864803,1,,,,
,SAAMDD0009,60161,18/06/2011,NE,-34.35701389,139.4870319,1,,,,
,SAAMDD0009,60161,18/06/2011,NW,-34.35700028,139.485945,1,,,,
,SAAMDD0009,60161,18/06/2011,SE,-34.35791528,139.4870158,1,,,,
SAAMDD0009,SAAMDD0009,60161,18/06/2011,SW,-34.35790194,139.4859286,1,,,,
,SAAMDD0010,60117,20/06/2011,CENTRE,-34.32012167,139.5029753,1,,,,
,SAAMDD0010,60117,20/06/2011,NE,-34.3196775,139.5035264,1,,,,
,SAAMDD0010,60117,20/06/2011,NW,-34.31966444,139.50244,1,,,,
,SAAMDD0010,60117,20/06/2011,SE,-34.32057917,139.5035106,1,,,,
SAAMDD0010,SAAMDD0010,60117,20/06/2011,SW,-34.32056583,139.5024239,1,,,,
,SAAMDD0011,60162,21/06/2011,CENTRE,-34.31953639,139.5305797,1,,,,
,SAAMDD0011,60162,21/06/2011,NE,-34.31909222,139.5311308,1,,,,
,SAAMDD0011,60162,21/06/2011,NW,-34.31907917,139.5300444,1,,,,
,SAAMDD0011,60162,21/06/2011,SE,-34.31999361,139.5311153,1,,,,
SAAMDD0011,SAAMDD0011,60162,21/06/2011,SW,-34.31998056,139.5300286,1,,,,
,SAANUL0001,60211,9/09/2014,CENTRE,-30.96530833,132.0881667,807,,,,
,SAANUL0001,60211,9/09/2014,NE,-30.96485556,132.0886917,987,,,,
,SAANUL0001,60211,9/09/2014,NW,-30.96485556,132.0876417,825,,,,
,SAANUL0001,60211,9/09/2014,SE,-30.96575,132.0886889,307,,,,
SAANUL0001,SAANUL0001,60211,9/09/2014,SW,-30.96575833,132.0876417,741,,,,
,SAANUL0002,60212,11/09/2014,CENTRE,-31.39289167,131.2779111,359,,,,
,SAANUL0002,60212,11/09/2014,NE,-31.39246667,131.2784417,642,,,,
,SAANUL0002,60212,11/09/2014,NW,-31.39246667,131.2773889,204,,,,
,SAANUL0002,60212,11/09/2014,SE,-31.39337222,131.278425,520,,,,
SAANUL0002,SAANUL0002,60212,11/09/2014,SW,-31.39337222,131.2773722,799,,,,
,SAANUL0003,60213,11/09/2014,CENTRE,-31.481925,131.2673194,754,,,,
,SAANUL0003,60213,11/09/2014,NE,-31.48147778,131.2678444,177,,,,
,SAANUL0003,60213,11/09/2014,NW,-31.481475,131.2667944,613,,,,
,SAANUL0003,60213,11/09/2014,SE,-31.482375,131.2678417,961,,,,
SAANUL0003,SAANUL0003,60213,11/09/2014,SW,-31.482375,131.2667917,718,,,,
,SAANUL0004,60214,12/09/2014,CENTRE,-31.51065833,131.3071,728,,,,
,SAANUL0004,60214,12/09/2014,NE,-31.510275,131.3076833,595,,,,
,SAANUL0004,60214,12/09/2014,NW,-31.510275,131.3066306,686,,,,
,SAANUL0004,60214,12/09/2014,SE,-31.51117778,131.3076778,692,,,,
SAANUL0004,SAANUL0004,60214,12/09/2014,SW,-31.51117778,131.3066306,48,,,,
,SAANUL0005,80179,23/11/2021,CENTRE,-31.81960322,132.2885295,0,,,,
,SAANUL0005,80179,23/11/2021,NE,-31.819164,132.28907,,,,,
,SAANUL0005,80179,23/11/2021,NW,-31.819142,132.288014,,,,,
,SAANUL0005,80179,23/11/2021,SE,-31.820065,132.289043,,,,,
SAANUL0005,SAANUL0005,80179,23/11/2021,SW,-31.820043,132.287988,,,,,
,SAARIV0001,60336,12/08/2015,CENTRE,-34.08383889,140.7582,2.013,,,,
,SAARIV0001,60336,12/08/2015,NE,-34.08341389,140.7586833,1.584,,,,
,SAARIV0001,60336,12/08/2015,NW,-34.08339722,140.7576111,3.336,,,,
,SAARIV0001,60336,12/08/2015,SE,-34.0843,140.7586833,1.21,,,,
SAARIV0001,SAARIV0001,60336,12/08/2015,SW,-34.08430278,140.7576028,1.659,,,,
,SAARIV0002,60337,13/08/2015,CENTRE,-34.08289167,140.7590222,2,,,,
,SAARIV0002,60337,13/08/2015,NE,-34.08244167,140.7595667,2,,,,
,SAARIV0002,60337,13/08/2015,NW,-34.08243889,140.7584806,2,,,,
,SAARIV0002,60337,13/08/2015,SE,-34.08334444,140.7595639,2,,,,
SAARIV0002,SAARIV0002,60337,13/08/2015,SW,-34.08334167,140.7584778,2,,,,
,SAARIV0003,60338,13/08/2015,CENTRE,-34.083453,140.760735,1,,,,
,SAARIV0003,60338,13/08/2015,NE,-34.08299167,140.7613,2.167,,,,
,SAARIV0003,60338,13/08/2015,NW,-34.08298889,140.7602056,2.441,,,,
,SAARIV0003,60338,13/08/2015,SE,-34.08388333,140.7612861,2.452,,,,
SAARIV0003,SAARIV0003,60338,13/08/2015,SW,-34.08388889,140.7602,1,,,,
,SAARIV0004,60339,14/08/2015,CENTRE,-34.26111111,140.3874056,1.243,,,,
,SAARIV0004,60339,14/08/2015,NE,-34.26066389,140.3879417,1,,,,
,SAARIV0004,60339,14/08/2015,NW,-34.26066389,140.3868611,1,,,,
,SAARIV0004,60339,14/08/2015,SE,-34.26156111,140.3879444,1,,,,
SAARIV0004,SAARIV0004,60339,14/08/2015,SW,-34.26156667,140.3868611,1,,,,
,SAARIV0005,60340,14/08/2015,CENTRE,-34.263025,140.3882889,1,,,,
,SAARIV0005,60340,14/08/2015,NE,-34.262575,140.3888278,1,,,,
,SAARIV0005,60340,14/08/2015,NW,-34.26258333,140.38775,1,,,,
,SAARIV0005,60340,14/08/2015,SE,-34.26349444,140.3888361,1,,,,
SAARIV0005,SAARIV0005,60340,14/08/2015,SW,-34.26347222,140.3877333,1,,,,
,SAARIV0006,60341,14/08/2015,CENTRE,-34.26317222,140.3904028,1,,,,
,SAARIV0006,60341,14/08/2015,NE,-34.26272222,140.3909417,1,,,,
,SAARIV0006,60341,14/08/2015,NW,-34.26272222,140.3898556,1,,,,
,SAARIV0006,60341,14/08/2015,SE,-34.26363889,140.3909389,1,,,,
SAARIV0006,SAARIV0006,60341,14/08/2015,SW,-34.26363333,140.3898528,1,,,,
,SAARIV0007,60342,14/08/2015,CENTRE,-34.15900278,139.9273111,1,,,,
,SAARIV0007,60342,14/08/2015,NE,-34.15855833,139.9278583,1,,,,
,SAARIV0007,60342,14/08/2015,NW,-34.15854722,139.926775,1,,,,
,SAARIV0007,60342,14/08/2015,SE,-34.15945833,139.9278472,1,,,,
SAARIV0007,SAARIV0007,60342,14/08/2015,SW,-34.15945,139.9267639,1,,,,
,SAARIV0008,60343,14/08/2015,CENTRE,-34.15868333,139.9259167,1.439,,,,
,SAARIV0008,60343,14/08/2015,NE,-34.15825833,139.9265,1,,,,
,SAARIV0008,60343,14/08/2015,NW,-34.15824444,139.9254167,1,,,,
,SAARIV0008,60343,14/08/2015,SE,-34.15915833,139.9265,1,,,,
SAARIV0008,SAARIV0008,60343,14/08/2015,SW,-34.15914722,139.9254167,1,,,,
,SAARIV0009,60335,14/08/2015,CENTRE,-34.15793333,139.9284167,1.323,,,,
,SAARIV0009,60335,14/08/2015,NE,-34.15748611,139.9289722,1,,,,
,SAARIV0009,60335,14/08/2015,NW,-34.15747778,139.9278889,1,,,,
,SAARIV0009,60335,14/08/2015,SE,-34.15838889,139.9289444,1,,,,
SAARIV0009,SAARIV0009,60335,14/08/2015,SW,-34.15837778,139.9278611,1,,,,
,SAARIV0010,71751,6/10/2021,CENTRE,-34.35788074,140.5707381,0,,,,
,SAARIV0010,71751,6/10/2021,NE,-34.35744732,140.5713139,0,,,,
,SAARIV0010,71751,6/10/2021,NW,-34.357454,140.5702161,0,,,,
,SAARIV0010,71751,6/10/2021,SE,-34.35835712,140.5713053,0,,,,
SAARIV0010,SAARIV0010,71751,6/10/2021,SW,-34.35835328,140.5702172,0,,,,
,SAASTP0001,60136,27/06/2012,CENTRE,-26.27772222,134.9996944,0.75,,,,
,SAASTP0001,60136,27/06/2012,NE,-26.277275,135.0001972,0.919,,,,
,SAASTP0001,60136,27/06/2012,NW,-26.277275,134.9991944,0.931,,,,
,SAASTP0001,60136,27/06/2012,SE,-26.27817778,135.0001944,0.658,,,,
SAASTP0001,SAASTP0001,60136,27/06/2012,SW,-26.27817222,134.9992,1.119,,,,
,SAASTP0002,60137,28/06/2012,CENTRE,-26.27415833,135.0161,0.908,,,,
,SAASTP0002,60137,28/06/2012,NE,-26.27370556,135.0165972,1.187,,,,
,SAASTP0002,60137,28/06/2012,NW,-26.27371111,135.0155917,0.856,,,,
,SAASTP0002,60137,28/06/2012,SE,-26.27460556,135.0165944,1.556,,,,
SAASTP0002,SAASTP0002,60137,28/06/2012,SW,-26.27460833,135.0155972,0.773,,,,
,SAASTP0003,60138,29/06/2012,CENTRE,-26.273525,135.0735,0.699,,,,
,SAASTP0003,60138,29/06/2012,NE,-26.273125,135.0740472,0.804,,,,
,SAASTP0003,60138,29/06/2012,NW,-26.273,135.07305,0.848,,,,
,SAASTP0003,60138,29/06/2012,SE,-26.27403056,135.0739611,0.785,,,,
SAASTP0003,SAASTP0003,60138,29/06/2012,SW,-26.2739,135.0729667,0.838,,,,
,SAASTP0004,60139,1/07/2012,CENTRE,-26.08773833,135.4527547,1,,,,
,SAASTP0004,60139,1/07/2012,NE,-26.087335,135.4533153,0.7,,,,
,SAASTP0004,60139,1/07/2012,NW,-26.08724472,135.4523131,1,,,,
,SAASTP0004,60139,1/07/2012,SE,-26.088235,135.4532114,0.52,,,,
SAASTP0004,SAASTP0004,60139,1/07/2012,SW,-26.08814222,135.4522019,0.61,,,,
,SAASTP0005,60140,2/07/2012,CENTRE,-26.09545528,135.4240019,1,,,,
,SAASTP0005,60140,2/07/2012,NE,-26.0950025,135.4245003,1,,,,
,SAASTP0005,60140,2/07/2012,NW,-26.095005,135.4235,1,,,,
,SAASTP0005,60140,2/07/2012,SE,-26.09590556,135.4245033,1,,,,
SAASTP0005,SAASTP0005,60140,2/07/2012,SW,-26.09590833,135.4235033,1,,,,
,SAASTP0006,60319,8/08/2012,CENTRE,-26.339793,135.874283,,,,,
,SAASTP0006,60319,8/08/2012,NE,-26.33933889,135.8747917,0.631,,,,
,SAASTP0006,60319,8/08/2012,NW,-26.33932778,135.8737889,1.073,,,,
,SAASTP0006,60319,8/08/2012,SE,-26.34024167,135.8747917,0.679,,,,
SAASTP0006,SAASTP0006,60319,8/08/2012,SW,-26.340247,135.873785,1.324,,,,
,SAASTP0007,60141,9/08/2012,CENTRE,-26.35458556,135.8170892,1,,,,
,SAASTP0007,60141,9/08/2012,NE,-26.35414167,135.8175889,0.625,,,,
,SAASTP0007,60141,9/08/2012,NW,-26.35414167,135.8165861,0.906,,,,
,SAASTP0007,60141,9/08/2012,SE,-26.35503417,135.8175933,1,,,,
SAASTP0007,SAASTP0007,60141,9/08/2012,SW,-26.35504167,135.8165917,0.636,,,,
,SAASTP0008,60142,10/08/2012,CENTRE,-26.368425,135.7892611,0.617,,,,
,SAASTP0008,60142,10/08/2012,NE,-26.367975,135.7897611,0.659,,,,
,SAASTP0008,60142,10/08/2012,NW,-26.367975,135.7887611,0.591,,,,
,SAASTP0008,60142,10/08/2012,SE,-26.36887778,135.7897611,0.667,,,,
SAASTP0008,SAASTP0008,60142,10/08/2012,SW,-26.36887778,135.7887611,1,,,,
,SAASTP0009,60143,11/08/2012,CENTRE,-26.34980833,135.7051306,1.035,,,,
,SAASTP0009,60143,11/08/2012,NE,-26.34935278,135.7056194,0.72,,,,
,SAASTP0009,60143,11/08/2012,NW,-26.34935278,135.7046194,0.61,,,,
