"","precip","time"
"1",0.9697265625,1987-01-01
"2",0.103515625,1987-01-02
"3",11.298828125,1987-01-03
"4",31.326171875,1987-01-04
"5",5.9296875,1987-01-05
"6",4.5673828125,1987-01-06
"7",0.103515625,1987-01-07
"8",0.6572265625,1987-01-08
"9",0.00390625,1987-01-09
"10",0,1987-01-10
"11",0.0146484375,1987-01-11
"12",0.9990234375,1987-01-12
"13",0.01171875,1987-01-13
"14",0,1987-01-14
"15",0.0009765625,1987-01-15
"16",0,1987-01-16
"17",0,1987-01-17
"18",0,1987-01-18
"19",0,1987-01-19
"20",0,1987-01-20
"21",0.0302734375,1987-01-21
"22",0.021484375,1987-01-22
"23",0.001953125,1987-01-23
"24",0.0009765625,1987-01-24
"25",0.02734375,1987-01-25
"26",1.654296875,1987-01-26
"27",0.1025390625,1987-01-27
"28",0,1987-01-28
"29",0,1987-01-29
"30",0.001953125,1987-01-30
"31",0,1987-01-31
"32",0,1987-02-01
"33",0,1987-02-02
"34",0,1987-02-03
"35",0.0849609375,1987-02-04
"36",0.0009765625,1987-02-05
"37",0,1987-02-06
"38",0.3857421875,1987-02-07
"39",10.4638671875,1987-02-08
"40",0.390625,1987-02-09
"41",0.5078125,1987-02-10
"42",0.16015625,1987-02-11
"43",0,1987-02-12
"44",0,1987-02-13
"45",0,1987-02-14
"46",17.955078125,1987-02-15
"47",20.7119140625,1987-02-16
"48",0.0107421875,1987-02-17
"49",0.0048828125,1987-02-18
"50",0.0009765625,1987-02-19
"51",0.515625,1987-02-20
"52",71.681640625,1987-02-21
"53",0.669921875,1987-02-22
"54",0.017578125,1987-02-23
"55",0.0087890625,1987-02-24
"56",1.8232421875,1987-02-25
"57",0.009765625,1987-02-26
"58",0,1987-02-27
"59",5.2646484375,1987-02-28
"60",48.2255859375,1987-03-01
"61",0.1171875,1987-03-02
"62",0.98828125,1987-03-03
"63",0.0830078125,1987-03-04
"64",0,1987-03-05
"65",0.0859375,1987-03-06
"66",3.923828125,1987-03-07
"67",2.0224609375,1987-03-08
"68",0.66015625,1987-03-09
"69",0.103515625,1987-03-10
"70",0,1987-03-11
"71",0,1987-03-12
"72",0.00390625,1987-03-13
"73",0,1987-03-14
"74",0.0009765625,1987-03-15
"75",0.00390625,1987-03-16
"76",0.0009765625,1987-03-17
"77",0.033203125,1987-03-18
"78",2.78515625,1987-03-19
"79",6.5185546875,1987-03-20
"80",0.1494140625,1987-03-21
"81",0.009765625,1987-03-22
"82",0.0908203125,1987-03-23
"83",0.0009765625,1987-03-24
"84",0.0009765625,1987-03-25
"85",0.0009765625,1987-03-26
"86",0.0009765625,1987-03-27
"87",0.0546875,1987-03-28
"88",8.7490234375,1987-03-29
"89",14.38671875,1987-03-30
"90",5.9501953125,1987-03-31
"91",0.1357421875,1987-04-01
"92",0,1987-04-02
"93",0.001953125,1987-04-03
"94",0.0009765625,1987-04-04
"95",0.001953125,1987-04-05
"96",0,1987-04-06
"97",46.2255859375,1987-04-07
"98",5.306640625,1987-04-08
"99",3.169921875,1987-04-09
"100",0.130859375,1987-04-10
"101",0.0009765625,1987-04-11
"102",0,1987-04-12
"103",0.0048828125,1987-04-13
"104",0.009765625,1987-04-14
"105",0.0009765625,1987-04-15
"106",0.0029296875,1987-04-16
"107",0.00390625,1987-04-17
"108",0.041015625,1987-04-18
"109",1.6220703125,1987-04-19
"110",3.169921875,1987-04-20
"111",0.158203125,1987-04-21
"112",0.0166015625,1987-04-22
"113",0.0029296875,1987-04-23
"114",0.0009765625,1987-04-24
"115",0.00390625,1987-04-25
"116",0.05859375,1987-04-26
"117",0,1987-04-27
"118",1.62890625,1987-04-28
"119",35.1669921875,1987-04-29
"120",0.43359375,1987-04-30
"121",0.04296875,1987-05-01
"122",0.359375,1987-05-02
"123",33.3359375,1987-05-03
"124",0.5693359375,1987-05-04
