"","tmin","time"
"1",7.75390625,1980-01-01
"2",8.3935546875,1980-01-02
"3",10.564453125,1980-01-03
"4",11.7841796875,1980-01-04
"5",8.173828125,1980-01-05
"6",8.84375,1980-01-06
"7",7.2939453125,1980-01-07
"8",5.9443359375,1980-01-08
"9",6.6943359375,1980-01-09
"10",9.6435546875,1980-01-10
"11",8.404296875,1980-01-11
"12",3.7138671875,1980-01-12
"13",6.173828125,1980-01-13
"14",8.34375,1980-01-14
"15",8.404296875,1980-01-15
"16",3.103515625,1980-01-16
"17",5.2041015625,1980-01-17
"18",10.7939453125,1980-01-18
"19",4.84375,1980-01-19
"20",4.0341796875,1980-01-20
"21",4.833984375,1980-01-21
"22",4.3837890625,1980-01-22
"23",7.103515625,1980-01-23
"24",4.7841796875,1980-01-24
"25",9.3642578125,1980-01-25
"26",6.57421875,1980-01-26
"27",0.8037109375,1980-01-27
"28",5.853515625,1980-01-28
"29",9.234375,1980-01-29
"30",6.7236328125,1980-01-30
"31",5.064453125,1980-01-31
"32",11.31640625,1980-02-01
"33",12.6259765625,1980-02-02
"34",5.6962890625,1980-02-03
"35",2.5556640625,1980-02-04
"36",7.7861328125,1980-02-05
"37",6.0263671875,1980-02-06
"38",0.826171875,1980-02-07
"39",2.5361328125,1980-02-08
"40",-0.32421875,1980-02-09
"41",1.595703125,1980-02-10
"42",5.845703125,1980-02-11
"43",9.515625,1980-02-12
"44",12.0361328125,1980-02-13
"45",11.986328125,1980-02-14
"46",10.095703125,1980-02-15
"47",11.0556640625,1980-02-16
"48",11.40625,1980-02-17
"49",11.646484375,1980-02-18
"50",10.0458984375,1980-02-19
"51",14.90625,1980-02-20
"52",15.8662109375,1980-02-21
"53",10.1064453125,1980-02-22
"54",7.7763671875,1980-02-23
"55",7.9462890625,1980-02-24
"56",0.7763671875,1980-02-25
"57",4.6259765625,1980-02-26
"58",8.326171875,1980-02-27
"59",7.9755859375,1980-02-28
"60",8.2255859375,1980-02-29
"61",7.833984375,1980-03-01
"62",10.484375,1980-03-02
"63",5.904296875,1980-03-03
"64",5.7841796875,1980-03-04
"65",8.84375,1980-03-05
"66",10.744140625,1980-03-06
"67",10.9736328125,1980-03-07
"68",12.2744140625,1980-03-08
"69",1.1435546875,1980-03-09
"70",2.6943359375,1980-03-10
"71",0.763671875,1980-03-11
"72",3.2744140625,1980-03-12
"73",4.8837890625,1980-03-13
"74",5.6435546875,1980-03-14
"75",3.763671875,1980-03-15
"76",5.3935546875,1980-03-16
"77",6.32421875,1980-03-17
"78",9.654296875,1980-03-18
"79",10.763671875,1980-03-19
"80",6.5244140625,1980-03-20
"81",7.603515625,1980-03-21
"82",9.583984375,1980-03-22
"83",4.673828125,1980-03-23
"84",4.4443359375,1980-03-24
"85",4.484375,1980-03-25
"86",5.814453125,1980-03-26
"87",9.57421875,1980-03-27
"88",6.064453125,1980-03-28
"89",1.9541015625,1980-03-29
"90",1.93359375,1980-03-30
"91",1.7841796875,1980-03-31
"92",4.646484375,1980-04-01
"93",2.896484375,1980-04-02
"94",4.4658203125,1980-04-03
"95",1.2158203125,1980-04-04
"96",3.4560546875,1980-04-05
"97",2.7861328125,1980-04-06
"98",0.8359375,1980-04-07
"99",1.0859375,1980-04-08
"100",2.31640625,1980-04-09
"101",2.7060546875,1980-04-10
"102",3.896484375,1980-04-11
"103",5.5361328125,1980-04-12
"104",9.2060546875,1980-04-13
"105",8.5458984375,1980-04-14
"106",5.146484375,1980-04-15
"107",8.90625,1980-04-16
"108",7.0859375,1980-04-17
"109",8.076171875,1980-04-18
"110",9.826171875,1980-04-19
"111",8.6962890625,1980-04-20
"112",7.0361328125,1980-04-21
