"","tmin","time"
"1",8.103515625,1987-01-01
"2",9.82421875,1987-01-02
"3",13.1435546875,1987-01-03
"4",14.103515625,1987-01-04
"5",16.25390625,1987-01-05
"6",14.4140625,1987-01-06
"7",13.57421875,1987-01-07
"8",5.8037109375,1987-01-08
"9",7.6240234375,1987-01-09
"10",7.1142578125,1987-01-10
"11",6.93359375,1987-01-11
"12",8.2841796875,1987-01-12
"13",9.2744140625,1987-01-13
"14",11.994140625,1987-01-14
"15",5.3037109375,1987-01-15
"16",7.013671875,1987-01-16
"17",9.423828125,1987-01-17
"18",6.43359375,1987-01-18
"19",5.154296875,1987-01-19
"20",9.2138671875,1987-01-20
"21",8.2841796875,1987-01-21
"22",6.09375,1987-01-22
"23",5.3642578125,1987-01-23
"24",3.4736328125,1987-01-24
"25",9.32421875,1987-01-25
"26",5.064453125,1987-01-26
"27",7.673828125,1987-01-27
"28",8.3740234375,1987-01-28
"29",9.93359375,1987-01-29
"30",12.25390625,1987-01-30
"31",11.234375,1987-01-31
"32",5.7783203125,1987-02-01
"33",9.587890625,1987-02-02
"34",10.3076171875,1987-02-03
"35",7.1181640625,1987-02-04
"36",3.587890625,1987-02-05
"37",6.9482421875,1987-02-06
"38",9.5283203125,1987-02-07
"39",13.84765625,1987-02-08
"40",8.84765625,1987-02-09
"41",10.517578125,1987-02-10
"42",5.8076171875,1987-02-11
"43",9.2177734375,1987-02-12
"44",6.2275390625,1987-02-13
"45",8.017578125,1987-02-14
"46",11.767578125,1987-02-15
"47",5.3681640625,1987-02-16
"48",11.177734375,1987-02-17
"49",12.1484375,1987-02-18
"50",10.0283203125,1987-02-19
"51",14.7978515625,1987-02-20
"52",8.837890625,1987-02-21
"53",5.2978515625,1987-02-22
"54",2.4482421875,1987-02-23
"55",8.59765625,1987-02-24
"56",3.9384765625,1987-02-25
"57",1.3876953125,1987-02-26
"58",7.4677734375,1987-02-27
"59",13.7275390625,1987-02-28
"60",6.451171875,1987-03-01
"61",4.8408203125,1987-03-02
"62",9.4013671875,1987-03-03
"63",5.5107421875,1987-03-04
"64",9.8505859375,1987-03-05
"65",12.810546875,1987-03-06
"66",6.560546875,1987-03-07
"67",4.8212890625,1987-03-08
"68",3.4912109375,1987-03-09
"69",2.970703125,1987-03-10
"70",4.30078125,1987-03-11
"71",7.1806640625,1987-03-12
"72",1.4013671875,1987-03-13
"73",0.80078125,1987-03-14
"74",4.8212890625,1987-03-15
"75",8.05078125,1987-03-16
"76",13.3505859375,1987-03-17
"77",13.0009765625,1987-03-18
"78",12.9912109375,1987-03-19
"79",9.0908203125,1987-03-20
"80",4.4013671875,1987-03-21
"81",6.771484375,1987-03-22
"82",8.5908203125,1987-03-23
"83",5.390625,1987-03-24
"84",6.560546875,1987-03-25
"85",4.791015625,1987-03-26
"86",9.6611328125,1987-03-27
