"","time","bs","pv","npv","ue","spatial_ref","sfg_id","point_id","x","y"
"1",1987-09-12 23:53:22.72029,32,23,44,11,3577,1,1,883605,-3507915
"2",1987-09-12 23:53:22.72029,35,20,43,10,3577,2,2,883635,-3507915
"3",1987-09-12 23:53:22.72029,39,21,39,10,3577,3,3,883575,-3507945
"4",1987-09-12 23:53:22.72029,34,19,45,11,3577,4,4,883605,-3507945
"5",1987-09-12 23:53:22.72029,34,18,47,11,3577,5,5,883635,-3507945
"6",1987-09-12 23:53:22.72029,33,17,48,10,3577,6,6,883665,-3507945
"7",1987-09-12 23:53:22.72029,36,19,45,10,3577,7,7,883695,-3507945
"8",1987-09-12 23:53:22.72029,42,17,40,10,3577,8,8,883725,-3507945
"9",1987-09-12 23:53:22.72029,39,18,41,10,3577,9,9,883575,-3507975
"10",1987-09-12 23:53:22.72029,39,16,43,10,3577,10,10,883605,-3507975
"11",1987-09-12 23:53:22.72029,38,17,44,10,3577,11,11,883635,-3507975
"12",1987-09-12 23:53:22.72029,42,15,41,10,3577,12,12,883665,-3507975
"13",1987-09-12 23:53:22.72029,42,15,41,9,3577,13,13,883695,-3507975
"14",1987-09-12 23:53:22.72029,42,15,42,9,3577,14,14,883725,-3507975
"15",1987-09-12 23:53:22.72029,41,14,44,10,3577,15,15,883575,-3508005
"16",1987-09-12 23:53:22.72029,48,16,35,9,3577,16,16,883605,-3508005
"17",1987-09-12 23:53:22.72029,52,12,35,8,3577,17,17,883635,-3508005
"18",1987-09-12 23:53:22.72029,53,11,34,8,3577,18,18,883665,-3508005
"19",1987-09-12 23:53:22.72029,55,7,36,7,3577,19,19,883695,-3508005
"20",1987-09-12 23:53:22.72029,46,13,39,9,3577,20,20,883725,-3508005
"21",1987-09-12 23:53:22.72029,55,11,33,8,3577,21,21,883575,-3508035
"22",1987-09-12 23:53:22.72029,51,11,37,8,3577,22,22,883605,-3508035
"23",1987-09-12 23:53:22.72029,50,14,35,8,3577,23,23,883635,-3508035
"24",1987-09-12 23:53:22.72029,50,9,39,8,3577,24,24,883665,-3508035
"25",1987-09-12 23:53:22.72029,57,9,33,8,3577,25,25,883695,-3508035
"26",1987-09-12 23:53:22.72029,49,16,34,9,3577,26,26,883575,-3508065
"27",1987-09-12 23:53:22.72029,48,13,37,9,3577,27,27,883605,-3508065
"28",1987-09-12 23:53:22.72029,47,12,39,9,3577,28,28,883635,-3508065
"29",1987-09-12 23:53:22.72029,47,12,40,9,3577,29,29,883665,-3508065
"30",1987-09-12 23:53:22.72029,45,14,39,9,3577,30,30,883695,-3508065
"31",1987-09-28 23:53:44.340672,35,24,40,10,3577,31,31,883605,-3507915
"32",1987-09-28 23:53:44.340672,36,26,37,9,3577,32,32,883635,-3507915
"33",1987-09-28 23:53:44.340672,39,21,39,9,3577,33,33,883575,-3507945
"34",1987-09-28 23:53:44.340672,34,24,40,10,3577,34,34,883605,-3507945
"35",1987-09-28 23:53:44.340672,37,22,40,10,3577,35,35,883635,-3507945
"36",1987-09-28 23:53:44.340672,36,22,40,10,3577,36,36,883665,-3507945
"37",1987-09-28 23:53:44.340672,35,24,39,10,3577,37,37,883695,-3507945
"38",1987-09-28 23:53:44.340672,37,20,41,9,3577,38,38,883725,-3507945
"39",1987-09-28 23:53:44.340672,42,20,37,9,3577,39,39,883575,-3507975
"40",1987-09-28 23:53:44.340672,37,22,40,9,3577,40,40,883605,-3507975
"41",1987-09-28 23:53:44.340672,39,20,39,9,3577,41,41,883635,-3507975
"42",1987-09-28 23:53:44.340672,40,20,38,9,3577,42,42,883665,-3507975
"43",1987-09-28 23:53:44.340672,41,18,40,9,3577,43,43,883695,-3507975
"44",1987-09-28 23:53:44.340672,53,16,30,8,3577,44,44,883725,-3507975
"45",1987-09-28 23:53:44.340672,42,20,36,9,3577,45,45,883575,-3508005
"46",1987-09-28 23:53:44.340672,49,16,34,8,3577,46,46,883605,-3508005
"47",1987-09-28 23:53:44.340672,50,17,32,8,3577,47,47,883635,-3508005
"48",1987-09-28 23:53:44.340672,56,12,31,7,3577,48,48,883665,-3508005
"49",1987-09-28 23:53:44.340672,57,12,30,7,3577,49,49,883695,-3508005
"50",1987-09-28 23:53:44.340672,50,13,36,8,3577,50,50,883725,-3508005
"51",1987-09-28 23:53:44.340672,55,15,28,8,3577,51,51,883575,-3508035
"52",1987-09-28 23:53:44.340672,55,14,30,8,3577,52,52,883605,-3508035
"53",1987-09-28 23:53:44.340672,49,17,33,8,3577,53,53,883635,-3508035
"54",1987-09-28 23:53:44.340672,51,16,31,8,3577,54,54,883665,-3508035
"55",1987-09-28 23:53:44.340672,55,14,30,7,3577,55,55,883695,-3508035
"56",1987-09-28 23:53:44.340672,51,15,32,8,3577,56,56,883575,-3508065
"57",1987-09-28 23:53:44.340672,51,19,28,8,3577,57,57,883605,-3508065
"58",1987-09-28 23:53:44.340672,52,19,28,8,3577,58,58,883635,-3508065
"59",1987-09-28 23:53:44.340672,53,16,30,8,3577,59,59,883665,-3508065
"60",1987-09-28 23:53:44.340672,45,17,36,9,3577,60,60,883695,-3508065
"91",1987-10-30 23:54:18.607685,50,8,41,8,3577,91,91,883605,-3507915
"92",1987-10-30 23:54:18.607685,50,7,41,8,3577,92,92,883635,-3507915
"93",1987-10-30 23:54:18.607685,52,8,38,9,3577,93,93,883575,-3507945
"94",1987-10-30 23:54:18.607685,48,7,44,9,3577,94,94,883605,-3507945
"95",1987-10-30 23:54:18.607685,48,7,43,9,3577,95,95,883635,-3507945
"96",1987-10-30 23:54:18.607685,55,6,38,8,3577,96,96,883665,-3507945
"97",1987-10-30 23:54:18.607685,50,9,39,9,3577,97,97,883695,-3507945
"98",1987-10-30 23:54:18.607685,50,8,41,9,3577,98,98,883725,-3507945
"99",1987-10-30 23:54:18.607685,54,8,37,8,3577,99,99,883575,-3507975
"100",1987-10-30 23:54:18.607685,51,9,38,9,3577,100,100,883605,-3507975
"101",1987-10-30 23:54:18.607685,50,7,42,9,3577,101,101,883635,-3507975
"102",1987-10-30 23:54:18.607685,50,8,41,9,3577,102,102,883665,-3507975
"103",1987-10-30 23:54:18.607685,56,8,35,8,3577,103,103,883695,-3507975
"104",1987-10-30 23:54:18.607685,57,7,34,8,3577,104,104,883725,-3507975
"105",1987-10-30 23:54:18.607685,49,8,41,8,3577,105,105,883575,-3508005
"106",1987-10-30 23:54:18.607685,57,7,35,8,3577,106,106,883605,-3508005
"107",1987-10-30 23:54:18.607685,55,6,37,8,3577,107,107,883635,-3508005
"108",1987-10-30 23:54:18.607685,58,7,34,7,3577,108,108,883665,-3508005
"109",1987-10-30 23:54:18.607685,60,5,34,7,3577,109,109,883695,-3508005
"110",1987-10-30 23:54:18.607685,59,6,34,8,3577,110,110,883725,-3508005
"111",1987-10-30 23:54:18.607685,60,6,33,7,3577,111,111,883575,-3508035
"112",1987-10-30 23:54:18.607685,61,6,32,7,3577,112,112,883605,-3508035
"113",1987-10-30 23:54:18.607685,54,7,37,8,3577,113,113,883635,-3508035
"114",1987-10-30 23:54:18.607685,59,7,32,7,3577,114,114,883665,-3508035
"115",1987-10-30 23:54:18.607685,60,7,31,7,3577,115,115,883695,-3508035
"116",1987-10-30 23:54:18.607685,59,9,31,8,3577,116,116,883575,-3508065
"117",1987-10-30 23:54:18.607685,57,8,33,8,3577,117,117,883605,-3508065
"118",1987-10-30 23:54:18.607685,57,8,33,8,3577,118,118,883635,-3508065
"119",1987-10-30 23:54:18.607685,54,8,37,8,3577,119,119,883665,-3508065
"120",1987-10-30 23:54:18.607685,53,9,37,8,3577,120,120,883695,-3508065
"121",1987-12-01 23:54:55.91276,53,4,42,6,3577,121,121,883605,-3507915
"122",1987-12-01 23:54:55.91276,61,6,32,6,3577,122,122,883635,-3507915
"123",1987-12-01 23:54:55.91276,49,1,48,7,3577,123,123,883575,-3507945
"124",1987-12-01 23:54:55.91276,51,3,44,6,3577,124,124,883605,-3507945
"125",1987-12-01 23:54:55.91276,60,5,34,6,3577,125,125,883635,-3507945
"126",1987-12-01 23:54:55.91276,63,5,31,6,3577,126,126,883665,-3507945
"127",1987-12-01 23:54:55.91276,59,4,35,6,3577,127,127,883695,-3507945
"128",1987-12-01 23:54:55.91276,58,4,37,6,3577,128,128,883725,-3507945
"129",1987-12-01 23:54:55.91276,43,1,55,6,3577,129,129,883575,-3507975
"130",1987-12-01 23:54:55.91276,51,2,45,6,3577,130,130,883605,-3507975
"131",1987-12-01 23:54:55.91276,54,1,43,6,3577,131,131,883635,-3507975
"132",1987-12-01 23:54:55.91276,48,4,47,6,3577,132,132,883665,-3507975
"133",1987-12-01 23:54:55.91276,58,4,36,6,3577,133,133,883695,-3507975
"134",1987-12-01 23:54:55.91276,59,2,37,5,3577,134,134,883725,-3507975
"135",1987-12-01 23:54:55.91276,47,4,47,6,3577,135,135,883575,-3508005
"136",1987-12-01 23:54:55.91276,54,2,43,6,3577,136,136,883605,-3508005
